src,sched_arr_time,original_index,unique_index
helloflight,,68,47
helloflight,,69,47
helloflight,,70,47
helloflight,7:03 p.m.,71,53
helloflight,11:35 a.m.,72,54
helloflight,,73,47
helloflight,,74,47
helloflight,1:17 p.m.,75,55
helloflight,,76,47
helloflight,,77,47
helloflight,10:20 a.m.,78,56
helloflight,10:54 a.m.,79,57
helloflight,,80,47
helloflight,,81,47
helloflight,,82,47
helloflight,,83,47
helloflight,,84,47
helloflight,,85,47
helloflight,,86,47
helloflight,8:22 p.m.,87,58
helloflight,8:56 p.m.,88,59
helloflight,,89,47
helloflight,,90,47
helloflight,4:00 p.m.,91,60
helloflight,,92,47
helloflight,,93,47
helloflight,,94,47
helloflight,,95,47
helloflight,12/2/11 12:21 a.m.,96,61
helloflight,,97,47
helloflight,12:18 p.m.,98,62
helloflight,,99,47
helloflight,,100,47
helloflight,,101,47
helloflight,,102,47
helloflight,,103,47
helloflight,,104,47
helloflight,,105,47
helloflight,6:44 p.m.,106,63
helloflight,,107,47
helloflight,,108,47
helloflight,,109,47
helloflight,,110,47
helloflight,4:17 p.m.,111,64
helloflight,,112,47
helloflight,,113,47
helloflight,,114,47
helloflight,,115,47
helloflight,,116,47
helloflight,,117,47
helloflight,,118,47
helloflight,,119,47
helloflight,4:48 p.m.,120,65
helloflight,,121,47
helloflight,12/2/11 5:11 a.m.,122,66
helloflight,,123,47
helloflight,,124,47
helloflight,,125,47
helloflight,,126,47
helloflight,,127,47
helloflight,7:03 p.m.,128,53
helloflight,11:45 a.m.,129,67
helloflight,,130,47
helloflight,,131,47
helloflight,,132,47
helloflight,,133,47
helloflight,,134,47
helloflight,11:53 a.m.,135,68
helloflight,,136,47
helloflight,,137,47
helloflight,,138,47
helloflight,,139,47
helloflight,,140,47
helloflight,,141,47
helloflight,4:49 p.m.,142,69
helloflight,,143,47
helloflight,,144,47
helloflight,,145,47
helloflight,7:05 p.m.,146,70
helloflight,,147,47
helloflight,,148,47
helloflight,,149,47
boston,9:40 a.m.,150,71
boston,,151,72
boston,9:25 a.m.,152,73
boston,11:55 a.m.,153,74
boston,,154,72
boston,10:30 p.m.,155,75
boston,3:15 p.m.,156,76
boston,5:05 p.m.,157,77
boston,,158,72
boston,,159,72
boston,6:55 a.m. Dec 02,160,78
boston,,161,72
boston,,162,72
boston,6:46 p.m.,163,79
boston,,164,72
boston,,165,72
boston,12:35 p.m.,166,80
boston,,167,72
boston,9:55 a.m.,168,81
boston,7:55 p.m.,169,82
boston,,170,72
boston,,171,72
boston,,172,72
boston,,173,72
boston,3:50 p.m.,174,83
boston,,175,72
boston,9:20 a.m.,176,84
boston,4:57 p.m.,177,85
boston,,178,72
boston,,179,72
boston,12:10 p.m.,180,86
boston,2:35 p.m.,181,87
boston,,182,72
boston,,183,72
boston,,184,72
boston,6:15 p.m.,185,88
boston,1:45 p.m.,186,89
boston,,187,72
boston,,188,72
boston,2:45 p.m.,189,90
boston,4:52 p.m.,190,91
boston,,191,72
boston,10:35 a.m.,192,92
boston,7:25 p.m.,193,93
boston,9:10 p.m.,194,94
boston,12:21 a.m. Dec 02,195,95
boston,,196,72
boston,12:18 p.m.,197,96
boston,7:30 a.m.,198,97
boston,9:35 a.m.,199,98
boston,,200,72
boston,6:23 p.m.,201,99
boston,,202,72
boston,9:45 p.m.,203,100
boston,,204,72
boston,,205,72
boston,2:59 p.m.,206,101
boston,4:31 p.m.,207,102
boston,2:45 p.m.,208,90
boston,,209,72
boston,5:50 a.m.Dec 02,210,103
boston,12:29 a.m. Dec 02,211,104
boston,12:15 a.m. Dec 02,212,105
boston,11:50 p.m.,213,106
boston,10:34 a.m.,214,107
boston,11:50 a.m.,215,108
boston,,216,72
boston,3:50 p.m.,217,83
boston,,218,72
boston,,219,72
boston,5:11 a.m.Dec 02,220,109
boston,6:09 p.m.,221,110
boston,,222,72
boston,,223,72
boston,,224,72
boston,,225,72
boston,,226,72
boston,,227,72
boston,4:05 p.m.,228,111
boston,5:55 p.m.,229,112
boston,11:35 a.m.,230,113
boston,2:15 p.m.,231,114
boston,11:05 a.m.,232,115
boston,,233,72
boston,2:35 p.m.,234,87
boston,,235,72
boston,6:30 p.m.,236,116
boston,8:00 a.m.,237,117
boston,,238,72
boston,6:40 p.m.,239,118
boston,2:25 p.m.,240,119
boston,11:10 a.m.,241,120
boston,,242,72
boston,6:17 p.m.,243,121
boston,12:55 p.m.,244,122
boston,7:45 a.m.,245,123
boston,7:05 p.m.,246,124
boston,6:40 a.m.,247,125
boston,10:45 a.m.,248,126
boston,3:30 p.m.,249,127
weather,9:40 a.m.,250,128
weather,9:25 a.m.,251,129
weather,11:55 a.m.,252,130
weather,9:54 a.m.,253,131
weather,10:30 p.m.,254,132
weather,7:25 p.m.,255,133
weather,5:05 p.m.,256,134
weather,2:50 p.m.,257,135
weather,5:25 p.m.,258,136
weather,11:19 a.m.,259,137
weather,6:55 a.m.,260,138
weather,7:23 a.m.,261,139
weather,2:45 p.m.,262,140
weather,6:46 p.m.,263,141
weather,1:16 p.m.,264,142
weather,9:55 a.m.,265,143
weather,10:06 a.m.,266,144
weather,7:55 p.m.,267,145
weather,7:03 p.m.,268,146
weather,3:50 p.m.,269,147
weather,9:20 a.m.,270,148
weather,4:57 p.m.,271,149
weather,10:20 a.m.,272,150
weather,10:54 a.m.,273,151
weather,2:20 p.m.,274,152
weather,12:10 p.m.,275,153
weather,8:00 a.m.,276,154
weather,2:35 p.m.,277,155
weather,5:35 a.m.,278,156
weather,12:35 p.m.,279,157
weather,2:00 p.m.,280,158
weather,1:45 p.m.,281,159
weather,11:10 a.m.,282,160
weather,2:25 p.m.,283,161
weather,2:45 p.m.,284,140
weather,10:35 a.m.,285,162
weather,11:35 a.m.,286,163
weather,9:10 p.m.,287,164
weather,3:15 p.m.,288,165
weather,12:21 a.m.,289,166
weather,7:53 p.m.,290,167
weather,12:18 p.m.,291,168
weather,7:30 a.m.,292,169
weather,9:35 a.m.,293,170
weather,6:23 p.m.,294,171
weather,7:35 p.m.,295,172
weather,9:45 p.m.,296,173
weather,6:44 p.m.,297,174
weather,10:31 a.m.,298,175
weather,2:59 p.m.,299,176
weather,4:31 p.m.,300,177
weather,5:50 a.m.,301,178
weather,12:29 a.m.,302,179
weather,12:15 a.m.,303,180
weather,11:50 p.m.,304,181
weather,10:34 a.m.,305,182
weather,11:50 a.m.,306,183
weather,6:15 p.m.,307,184
weather,9:24 a.m.,308,185
weather,3:50 p.m.,309,147
weather,4:48 p.m.,310,186
weather,9:43 a.m.,311,187
weather,8:27 a.m.,312,188
weather,1:40 p.m.,313,189
weather,9:20 p.m.,314,190
weather,4:53 p.m.,315,191
weather,7:03 p.m.,316,146
weather,4:05 p.m.,317,192
weather,5:55 p.m.,318,193
weather,11:35 a.m.,319,163
weather,5:00 p.m.,320,194
weather,2:15 p.m.,321,195
weather,11:05 a.m.,322,196
weather,11:53 a.m.,323,197
weather,2:35 p.m.,324,155
weather,1:39 p.m.,325,198
weather,10:40 a.m.,326,199
weather,6:30 p.m.,327,200
weather,6:40 p.m.,328,201
weather,4:49 p.m.,329,202
weather,6:17 p.m.,330,203
weather,12:55 p.m.,331,204
weather,7:45 a.m.,332,205
weather,7:05 p.m.,333,206
weather,6:40 a.m.,334,207
weather,10:45 a.m.,335,208
weather,3:30 p.m.,336,209
airtravelcenter,,337,210
airtravelcenter,10:15 p.m.,338,211
airtravelcenter,,339,210
airtravelcenter,,340,210
airtravelcenter,,341,210
airtravelcenter,,342,210
airtravelcenter,,343,210
airtravelcenter,2:50 p.m.,344,212
airtravelcenter,,345,210
airtravelcenter,,346,210
airtravelcenter,,347,210
airtravelcenter,,348,210
airtravelcenter,5:35 a.m.,349,213
airtravelcenter,,350,210
airtravelcenter,9:21 a.m.,351,214
airtravelcenter,1:16 p.m.,352,215
airtravelcenter,,353,210
airtravelcenter,,354,210
airtravelcenter,,355,210
airtravelcenter,,356,210
airtravelcenter,,357,210
airtravelcenter,7:03 p.m.,358,216
airtravelcenter,11:35 a.m.,359,217
airtravelcenter,,360,210
airtravelcenter,,361,210
airtravelcenter,1:17 p.m.,362,218
airtravelcenter,,363,210
airtravelcenter,,364,210
airtravelcenter,10:20 a.m.,365,219
airtravelcenter,10:54 a.m.,366,220
airtravelcenter,,367,210
airtravelcenter,,368,210
airtravelcenter,,369,210
airtravelcenter,,370,210
airtravelcenter,,371,210
airtravelcenter,,372,210
airtravelcenter,,373,210
airtravelcenter,8:22 p.m.,374,221
airtravelcenter,8:56 p.m.,375,222
airtravelcenter,,376,210
airtravelcenter,,377,210
airtravelcenter,4:00 p.m.,378,223
airtravelcenter,,379,210
airtravelcenter,,380,210
airtravelcenter,,381,210
airtravelcenter,,382,210
airtravelcenter,12/2/11 12:21 a.m.,383,224
airtravelcenter,,384,210
airtravelcenter,12:18 p.m.,385,225
airtravelcenter,,386,210
airtravelcenter,,387,210
airtravelcenter,,388,210
airtravelcenter,,389,210
airtravelcenter,,390,210
airtravelcenter,,391,210
airtravelcenter,,392,210
airtravelcenter,6:44 p.m.,393,226
airtravelcenter,,394,210
airtravelcenter,,395,210
airtravelcenter,,396,210
airtravelcenter,,397,210
airtravelcenter,4:17 p.m.,398,227
airtravelcenter,,399,210
airtravelcenter,,400,210
airtravelcenter,,401,210
airtravelcenter,,402,210
airtravelcenter,,403,210
airtravelcenter,,404,210
airtravelcenter,,405,210
airtravelcenter,,406,210
airtravelcenter,4:48 p.m.,407,228
airtravelcenter,,408,210
airtravelcenter,12/2/11 5:11 a.m.,409,229
airtravelcenter,,410,210
airtravelcenter,,411,210
airtravelcenter,,412,210
airtravelcenter,,413,210
airtravelcenter,,414,210
airtravelcenter,7:03 p.m.,415,216
airtravelcenter,11:45 a.m.,416,230
airtravelcenter,,417,210
airtravelcenter,,418,210
airtravelcenter,,419,210
airtravelcenter,,420,210
airtravelcenter,,421,210
airtravelcenter,11:53 a.m.,422,231
airtravelcenter,,423,210
airtravelcenter,,424,210
airtravelcenter,,425,210
airtravelcenter,,426,210
airtravelcenter,,427,210
airtravelcenter,,428,210
airtravelcenter,4:49 p.m.,429,232
airtravelcenter,,430,210
airtravelcenter,,431,210
airtravelcenter,,432,210
airtravelcenter,7:05 p.m.,433,233
airtravelcenter,,434,210
airtravelcenter,,435,210
airtravelcenter,,436,210
flightview,9:40 a.m.,437,234
flightview,,438,235
flightview,9:25 a.m.,439,236
flightview,11:55 a.m.,440,237
flightview,,441,235
flightview,10:30 p.m.,442,238
flightview,3:15 p.m.,443,239
flightview,5:05 p.m.,444,240
flightview,,445,235
flightview,,446,235
flightview,6:55 a.m. Dec 02,447,241
flightview,,448,235
flightview,,449,235
flightview,6:46 p.m.,450,242
flightview,,451,235
flightview,,452,235
flightview,12:35 p.m.,453,243
flightview,,454,235
flightview,9:55 a.m.,455,244
flightview,7:55 p.m.,456,245
flightview,,457,235
flightview,,458,235
flightview,,459,235
flightview,,460,235
flightview,3:50 p.m.,461,246
flightview,,462,235
flightview,9:20 a.m.,463,247
flightview,4:57 p.m.,464,248
flightview,,465,235
flightview,,466,235
flightview,12:10 p.m.,467,249
flightview,2:35 p.m.,468,250
flightview,,469,235
flightview,,470,235
flightview,,471,235
flightview,6:15 p.m.,472,251
flightview,1:45 p.m.,473,252
flightview,,474,235
flightview,,475,235
flightview,2:45 p.m.,476,253
flightview,,477,235
flightview,,478,235
flightview,10:35 a.m.,479,254
flightview,7:25 p.m.,480,255
flightview,9:10 p.m.,481,256
flightview,12:21 a.m. Dec 02,482,257
flightview,,483,235
flightview,12:18 p.m.,484,258
flightview,7:30 a.m.,485,259
flightview,9:35 a.m.,486,260
flightview,,487,235
flightview,6:23 p.m.,488,261
flightview,,489,235
flightview,9:45 p.m.,490,262
flightview,,491,235
flightview,,492,235
flightview,2:59 p.m.,493,263
flightview,4:31 p.m.,494,264
flightview,2:45 p.m.,495,253
flightview,,496,235
flightview,5:50 a.m. Dec 02,497,265
flightview,12:29 a.m. Dec 02,498,266
flightview,12:15 a.m. Dec 02,499,267
flightview,11:50 p.m.,500,268
flightview,10:34 a.m.,501,269
flightview,11:50 a.m.,502,270
flightview,,503,235
flightview,3:50 p.m.,504,246
flightview,,505,235
flightview,,506,235
flightview,5:11 a.m.Dec 02,507,271
flightview,6:40 p.m.,508,272
flightview,,509,235
flightview,,510,235
flightview,,511,235
flightview,,512,235
flightview,,513,235
flightview,,514,235
flightview,4:05 p.m.,515,273
flightview,5:55 p.m.,516,274
flightview,11:35 a.m.,517,275
flightview,2:15 p.m.,518,276
flightview,11:05 a.m.,519,277
flightview,,520,235
flightview,2:35 p.m.,521,250
flightview,,522,235
flightview,6:30 p.m.,523,278
flightview,8:00 a.m.,524,279
flightview,,525,235
flightview,6:40 p.m.,526,272
flightview,2:25 p.m.,527,280
flightview,11:10 a.m.,528,281
flightview,,529,235
flightview,6:17 p.m.,530,282
flightview,12:55 p.m.,531,283
flightview,7:45 a.m.,532,284
flightview,7:05 p.m.,533,285
flightview,6:40 a.m.,534,286
flightview,10:45 a.m.,535,287
flightview,3:30 p.m.,536,288
flightstats,9:40 a.m.,537,289
flightstats,10:15 p.m.,538,290
flightstats,9:25 a.m.,539,291
flightstats,11:55 a.m.,540,292
flightstats,9:54 a.m.,541,293
flightstats,10:30 p.m.,542,294
flightstats,2:00 p.m.,543,295
flightstats,7:25 p.m.,544,296
flightstats,5:05 p.m.,545,297
flightstats,2:50 p.m.,546,298
flightstats,6:55 a.m.,547,299
flightstats,7:23 a.m.,548,300
flightstats,5:35 a.m.,549,301
flightstats,6:46 p.m.,550,302
flightstats,9:21 a.m.,551,303
flightstats,1:16 p.m.,552,304
flightstats,9:55 a.m.,553,305
flightstats,10:06 a.m.,554,306
flightstats,7:55 p.m.,555,307
flightstats,12:35 p.m.,556,308
flightstats,7:03 p.m.,557,309
flightstats,8:22 p.m.,558,310
flightstats,3:50 p.m.,559,311
flightstats,1:17 p.m.,560,312
flightstats,9:20 a.m.,561,313
flightstats,4:57 p.m.,562,314
flightstats,10:20 a.m.,563,315
flightstats,10:54 a.m.,564,316
flightstats,11:05 a.m.,565,317
flightstats,12:10 p.m.,566,318
flightstats,8:00 a.m.,567,319
flightstats,2:35 p.m.,568,320
flightstats,7:45 a.m.,569,321
flightstats,2:45 p.m.,570,322
flightstats,3:19 p.m.,571,323
flightstats,1:45 p.m.,572,324
flightstats,8:56 p.m.,573,325
flightstats,2:25 p.m.,574,326
flightstats,2:45 p.m.,575,322
flightstats,5:15 p.m.,576,327
flightstats,4:00 p.m.,577,328
flightstats,10:35 a.m.,578,329
flightstats,11:35 a.m.,579,330
flightstats,9:10 p.m.,580,331
flightstats,3:15 p.m.,581,332
flightstats,12:21 a.m.,582,333
flightstats,7:53 p.m.,583,334
flightstats,12:18 p.m.,584,335
flightstats,7:30 a.m.,585,336
flightstats,9:35 a.m.,586,337
flightstats,8:05 p.m.,587,338
flightstats,11:10 a.m.,588,339
flightstats,6:23 p.m.,589,340
flightstats,7:35 p.m.,590,341
flightstats,9:45 p.m.,591,342
flightstats,6:44 p.m.,592,343
flightstats,10:31 a.m.,593,344
flightstats,2:59 p.m.,594,345
flightstats,4:31 p.m.,595,346
flightstats,4:17 p.m.,596,347
flightstats,5:50 a.m.,597,348
flightstats,12:29 a.m.,598,349
flightstats,12:15 a.m.,599,350
flightstats,11:50 p.m.,600,351
flightstats,5:00 p.m.,601,352
flightstats,10:34 a.m.,602,353
flightstats,11:50 a.m.,603,354
flightstats,6:15 p.m.,604,355
flightstats,9:24 a.m.,605,356
flightstats,4:48 p.m.,606,357
flightstats,5:11 a.m.,607,358
flightstats,6:40 p.m.,608,359
flightstats,1:40 p.m.,609,360
flightstats,9:20 p.m.,610,361
flightstats,4:53 p.m.,611,362
flightstats,7:03 p.m.,612,309
flightstats,4:05 p.m.,613,363
flightstats,5:55 p.m.,614,364
flightstats,11:35 a.m.,615,330
flightstats,2:15 p.m.,616,365
flightstats,2:35 p.m.,617,320
flightstats,1:39 p.m.,618,366
flightstats,10:40 a.m.,619,367
flightstats,6:30 p.m.,620,368
flightstats,6:40 p.m.,621,359
flightstats,3:30 p.m.,622,369
flightstats,4:49 p.m.,623,370
flightstats,6:17 p.m.,624,371
flightstats,12:55 p.m.,625,372
flightstats,7:05 p.m.,626,373
flightstats,6:40 a.m.,627,374
flightstats,10:45 a.m.,628,375
panynj,9:40 a.m.,629,376
panynj,,630,377
panynj,9:25 a.m.,631,378
panynj,11:55 a.m.,632,379
panynj,,633,377
panynj,10:30 p.m.,634,380
panynj,3:15 p.m.,635,381
panynj,5:05 p.m.,636,382
panynj,,637,377
panynj,,638,377
panynj,6:55 a.m. Dec 02,639,383
panynj,,640,377
panynj,,641,377
panynj,6:46 p.m.,642,384
panynj,,643,377
panynj,,644,377
panynj,12:35 p.m.,645,385
panynj,,646,377
panynj,9:55 a.m.,647,386
panynj,7:55 p.m.,648,387
panynj,,649,377
panynj,,650,377
panynj,,651,377
panynj,,652,377
panynj,3:50 p.m.,653,388
panynj,,654,377
panynj,9:20 a.m.,655,389
panynj,4:57 p.m.,656,390
panynj,,657,377
panynj,,658,377
panynj,12:10 p.m.,659,391
panynj,2:35 p.m.,660,392
panynj,,661,377
panynj,,662,377
panynj,,663,377
panynj,6:15 p.m.,664,393
panynj,1:45 p.m.,665,394
panynj,,666,377
panynj,,667,377
panynj,2:45 p.m.,668,395
panynj,,669,377
panynj,,670,377
panynj,10:35 a.m.,671,396
panynj,7:25 p.m.,672,397
panynj,9:10 p.m.,673,398
panynj,12:21 a.m. Dec 02,674,399
panynj,,675,377
panynj,12:18 p.m.,676,400
panynj,7:30 a.m.,677,401
panynj,9:35 a.m.,678,402
panynj,,679,377
panynj,6:23 p.m.,680,403
panynj,,681,377
panynj,9:45 p.m.,682,404
panynj,,683,377
panynj,,684,377
panynj,2:59 p.m.,685,405
panynj,4:31 p.m.,686,406
panynj,2:45 p.m.,687,395
panynj,,688,377
panynj,5:50 a.m. Dec 02,689,407
panynj,12:29 a.m. Dec 02,690,408
panynj,12:15 a.m. Dec 02,691,409
panynj,11:50 p.m.,692,410
panynj,10:34 a.m.,693,411
panynj,11:50 a.m.,694,412
panynj,,695,377
panynj,3:50 p.m.,696,388
panynj,,697,377
panynj,,698,377
panynj,5:11 a.m.Dec 02,699,413
panynj,6:40 p.m.,700,414
panynj,,701,377
panynj,,702,377
panynj,,703,377
panynj,,704,377
panynj,,705,377
panynj,,706,377
panynj,4:05 p.m.,707,415
panynj,5:55 p.m.,708,416
panynj,11:35 a.m.,709,417
panynj,2:15 p.m.,710,418
panynj,11:05 a.m.,711,419
panynj,,712,377
panynj,2:35 p.m.,713,392
panynj,,714,377
panynj,6:30 p.m.,715,420
panynj,8:00 a.m.,716,421
panynj,,717,377
panynj,6:40 p.m.,718,414
panynj,2:25 p.m.,719,422
panynj,11:10 a.m.,720,423
panynj,,721,377
panynj,6:17 p.m.,722,424
panynj,12:55 p.m.,723,425
panynj,7:45 a.m.,724,426
panynj,7:05 p.m.,725,427
panynj,6:40 a.m.,726,428
panynj,10:45 a.m.,727,429
panynj,3:30 p.m.,728,430
flightexplorer,,729,431
flightexplorer,,730,431
flightexplorer,,731,431
flightexplorer,,732,431
flightexplorer,,733,431
flightexplorer,7:25 p.m.,734,432
flightexplorer,,735,431
flightexplorer,,736,431
flightexplorer,12/2/2011 6:55 a.m.,737,433
flightexplorer,,738,431
flightexplorer,,739,431
flightexplorer,,740,431
flightexplorer,,741,431
flightexplorer,,742,431
flightexplorer,,743,431
flightexplorer,,744,431
flightexplorer,,745,431
flightexplorer,,746,431
flightexplorer,,747,431
flightexplorer,,748,431
flightexplorer,,749,431
flightexplorer,,750,431
flightexplorer,,751,431
flightexplorer,,752,431
flightexplorer,,753,431
flightexplorer,,754,431
flightexplorer,,755,431
flightexplorer,4:52 p.m.,756,434
flightexplorer,,757,431
flightexplorer,,758,431
flightexplorer,,759,431
flightexplorer,,760,431
flightexplorer,,761,431
flightexplorer,,762,431
flightexplorer,,763,431
flightexplorer,,764,431
flightexplorer,,765,431
flightexplorer,,766,431
flightexplorer,,767,431
flightexplorer,,768,431
flightexplorer,,769,431
flightexplorer,,770,431
flightexplorer,12/2/2011 5:50 a.m.,771,435
flightexplorer,12/2/2011 12:15 a.m.,772,436
flightexplorer,11:50 p.m.,773,437
flightexplorer,,774,431
flightexplorer,,775,431
flightexplorer,,776,431
flightexplorer,3:50 p.m.,777,438
flightexplorer,,778,431
flightexplorer,6:40 p.m.,779,439
flightexplorer,,780,431
flightexplorer,,781,431
flightexplorer,,782,431
flightexplorer,12/2/2011 12:29 a.m.,783,440
flightexplorer,,784,431
flightexplorer,,785,431
flightexplorer,,786,431
flightexplorer,,787,431
flightexplorer,,788,431
flightexplorer,,789,431
flightexplorer,,790,431
flightexplorer,,791,431
mia,2:45P 12-01-11,792,441
mia,10:34A 12-01-11,793,442
mia,7:55P 12-01-11,794,443
mia,9:20A 12-01-11,795,444
mia,11:10A 12-01-11,796,445
iad,,797,446
dfw,,798,447
dfw,,799,447
dfw,,800,447
dfw,,801,447
dfw,,802,447
mco,Thu  22:15,803,448
mco,Thu  17:55,804,449
mco,Thu  19:25,805,450
mco,Thu  7:45,806,451
mco,Thu  6:55,807,452
mco,,808,453
mco,Thu  10:35,809,454
mco,Thu  12:18,810,455
flights,9:40 a.m.,811,456
flights,,812,457
flights,9:25 a.m.,813,458
flights,11:55 a.m.,814,459
flights,,815,457
flights,10:30 p.m.,816,460
flights,3:15 p.m.,817,461
flights,5:05 p.m.,818,462
flights,,819,457
flights,,820,457
flights,6:55 a.m.  Fri 02-Dec-2011,821,463
flights,,822,457
flights,,823,457
flights,6:46 p.m.,824,464
flights,,825,457
flights,,826,457
flights,12:35 p.m.,827,465
flights,,828,457
flights,9:55 a.m.,829,466
flights,7:55 p.m.,830,467
flights,,831,457
flights,,832,457
flights,,833,457
flights,,834,457
flights,3:50 p.m.,835,468
flights,,836,457
flights,9:20 a.m.,837,469
flights,4:57 p.m.,838,470
flights,,839,457
flights,,840,457
flights,12:10 p.m.,841,471
flights,2:35 p.m.,842,472
flights,,843,457
flights,,844,457
flights,,845,457
flights,6:15 p.m.,846,473
flights,1:45 p.m.,847,474
flights,,848,457
flights,,849,457
flights,2:45 p.m.,850,475
flights,,851,457
flights,,852,457
flights,10:35 a.m.,853,476
flights,7:25 p.m.,854,477
flights,9:10 p.m.,855,478
flights,12:21 a.m.  Fri 02-Dec-2011,856,479
flights,,857,457
flights,12:18 p.m.,858,480
flights,7:30 a.m.,859,481
flights,9:35 a.m.,860,482
flights,,861,457
flights,6:23 p.m.,862,483
flights,,863,457
flights,9:45 p.m.,864,484
flights,,865,457
flights,,866,457
flights,,867,457
flights,4:31 p.m.,868,485
flights,2:45 p.m.,869,475
flights,,870,457
flights,5:50 a.m.  Fri 02-Dec-2011,871,486
flights,12:29 a.m.  Fri 02-Dec-2011,872,487
flights,12:15 a.m.  Fri 02-Dec-2011,873,488
flights,11:50 p.m.,874,489
flights,10:34 a.m.,875,490
flights,11:50 a.m.,876,491
flights,,877,457
flights,3:50 p.m.,878,468
flights,,879,457
flights,,880,457
flights,5:11 a.m.,881,492
flights,6:40 p.m.,882,493
flights,,883,457
flights,,884,457
flights,,885,457
flights,,886,457
flights,,887,457
flights,,888,457
flights,4:05 p.m.,889,494
flights,5:55 p.m.,890,495
flights,11:35 a.m.,891,496
flights,2:15 p.m.,892,497
flights,11:05 a.m.,893,498
flights,,894,457
flights,2:35 p.m.,895,472
flights,,896,457
flights,6:30 p.m.,897,499
flights,8:00 a.m.,898,500
flights,,899,457
flights,6:40 p.m.,900,493
flights,2:25 p.m.,901,501
flights,11:10 a.m.,902,502
flights,,903,457
flights,6:17 p.m.,904,503
flights,12:55 p.m.,905,504
flights,7:45 a.m.,906,505
flights,7:05 p.m.,907,506
flights,6:40 a.m.,908,507
flights,10:45 a.m.,909,508
flights,3:30 p.m.,910,509
flightarrival,9:40 a.m.,911,510
flightarrival,7:25 p.m.,912,511
flightarrival,9:54 a.m.,913,512
flightarrival,,914,513
flightarrival,7:23 a.m.,915,514
flightarrival,5:35 a.m.,916,515
flightarrival,,917,513
flightarrival,1:16 p.m.,918,516
flightarrival,9:55 a.m.,919,517
flightarrival,7:03 p.m.,920,518
flightarrival,9:20 a.m.,921,519
flightarrival,12:10 p.m.,922,520
flightarrival,2:35 p.m.,923,521
flightarrival,7:45 a.m.,924,522
flightarrival,,925,513
flightarrival,,926,513
flightarrival,12:35 p.m.,927,523
flightarrival,2:25 p.m.,928,524
flightarrival,2:45 p.m.,929,525
flightarrival,9:10 p.m.,930,526
flightarrival,3:15 p.m.,931,527
flightarrival,12:21 a.m.,932,528
flightarrival,12:18 p.m.,933,529
flightarrival,6:23 p.m.,934,530
flightarrival,,935,513
flightarrival,9:45 p.m.,936,531
flightarrival,6:44 p.m.,937,532
flightarrival,,938,513
flightarrival,2:59 p.m.,939,533
flightarrival,4:31 p.m.,940,534
flightarrival,4:17 p.m.,941,535
flightarrival,12:29 a.m.,942,536
flightarrival,11:50 p.m.,943,537
flightarrival,11:50 a.m.,944,538
flightarrival,6:15 p.m.,945,539
flightarrival,9:24 a.m.,946,540
flightarrival,5:11 a.m.Dec 02,947,541
flightarrival,6:09 p.m.,948,542
flightarrival,8:27 a.m.,949,543
flightarrival,,950,513
flightarrival,9:20 p.m.,951,544
flightarrival,,952,513
flightarrival,,953,513
flightarrival,11:35 a.m.,954,545
flightarrival,5:00 p.m.,955,546
flightarrival,9:43 a.m.,956,547
flightarrival,2:15 p.m.,957,548
flightarrival,11:05 a.m.,958,549
