Address1,CountyName,original_index,unique_index,count
201 pine street northwest,morgan,152,14,24
201 pine street northwest,morgan,153,14,24
201 pine street northwest,morgan,154,14,24
201 pine street northwest,morgan,155,14,24
201 pine street northwest,morgan,156,14,24
201 pine street northwest,morgan,157,14,24
201 pine street northwest,morgan,158,14,24
201 pine street northwest,morgan,159,14,24
201 pine street northwest,morgan,160,14,24
201 pine sxreex norxhwesx,morgan,161,15,1
201 pine street northwest,morgan,162,14,24
201 pine street northwest,morgan,163,14,24
201 pine street northwest,morgan,164,14,24
201 pine street northwest,morgan,165,14,24
201 pine street northwest,morgan,166,14,24
201 pine street northwest,morgan,167,14,24
201 pine street northwest,morgan,168,14,24
8000 alabama highway 69,marshall,169,16,24
8000 alabama highway 69,marshall,170,16,24
8000 alabama highway 69,marshall,171,16,24
8000 alabama highway 69,marshall,172,16,24
8000 alabama highway 69,marshall,173,16,24
8000 alabama highway 69,marshall,174,16,24
8000 alabama xigxway 69,marshall,175,17,1
8000 alabama highway 69,marshall,176,16,24
8000 alabama highway 69,marshall,177,16,24
8000 alabama highway 69,marshall,178,16,24
8000 alabama highway 69,marshall,179,16,24
8000 alabama highway 69,marshall,180,16,24
8000 alabama highway 69,marshall,181,16,24
8000 alabama highway 69,marshall,182,16,24
8000 alabama highway 69,marshall,183,16,24
8000 alabama highway 69,marshall,184,16,24
8000 alabama highway 69,marshall,185,16,24
8000 alabama highway 69,marshall,186,16,24
8000 alabama highway 69,marshall,187,16,24
8000 alabama highway 69,marshall,188,16,24
8000 alabama highway 69,marshall,189,16,24
8000 alabama highway 69,marshall,190,16,24
8000 alabama highway 69,marshall,191,16,24
8000 alabama highway 69,marshall,192,16,24
8000 alabama highway 69,marshall,193,16,24
50 medical park east drive,jefferson,194,18,24
50 medical park east drive,jefferson,195,18,24
50 medical park east drive,jefferson,196,18,24
50 medical park east drive,jefferson,197,18,24
50 medical park east drive,jefferson,198,18,24
50 medical park east drive,jefferson,199,18,24
50 medical park east drive,jefferson,200,18,24
50 medical park east drive,jefferson,201,18,24
50 medical park east drive,jefferson,202,18,24
50 medical park east drive,jefferson,203,18,24
50 medical park east drive,jefferson,204,18,24
50 medical park east drive,jefferson,205,18,24
50 medical park east drive,jefferson,206,18,24
50 medical park east drive,jefferson,207,18,24
50 medical park east drive,jefferson,208,18,24
50 medical park east drive,jefferson,209,18,24
50 medical park east drive,jefferson,210,18,24
50 medical park east drive,jefferson,211,18,24
50 medical park east drive,jefferson,212,18,24
50 medical park east drive,jefferson,213,18,24
50 medical park east drive,jefferson,214,18,24
50 medical park east drive,jefferson,215,18,24
50 medical park east drive,jeffersxn,216,19,1
50 medical park east drive,jefferson,217,18,24
50 medical park east drive,jefferson,218,18,24
200 med center drive,de kalb,219,20,21
200 med center drive,de kalb,220,20,21
200 med center drive,dx kalb,221,21,2
200 med center drive,de kalb,222,20,21
200 med center drive,xe kalb,223,22,2
200 med center drive,de kalb,224,20,21
200 med center drive,de kalb,225,20,21
200 med center drive,de kalb,226,20,21
200 med center drive,dx kalb,227,21,2
200 med center drive,de kalb,228,20,21
200 med center drive,de kalb,229,20,21
200 med center drive,de kalb,230,20,21
200 med center drive,de kalb,231,20,21
200 med center drive,de kalb,232,20,21
200 med center drive,de kalb,233,20,21
200 med center drive,de kalb,234,20,21
200 med center drive,de kalb,235,20,21
200 med center drive,de kalb,236,20,21
200 med center drive,de kalb,237,20,21
200 med center drive,xe kalb,238,22,2
200 med center drive,de kalb,239,20,21
200 med center drive,de kalb,240,20,21
200 med center drive,de kalb,241,20,21
200 med center drive,de kalb,242,20,21
200 med center drive,de kalb,243,20,21
33700 highway 43,clarke,244,23,22
33700 highway 43,clarke,245,23,22
33700 highway 43,clarke,246,23,22
33700 highway 43,clarke,247,23,22
33700 highway 43,clarke,248,23,22
33700 highway 43,clarke,249,23,22
33700 highway 43,clarke,250,23,22
33700 highway 43,clarke,251,23,22
33700 highway 43,xlarke,252,24,1
33700 highway 43,clarke,253,23,22
33700 highway 43,clarke,254,23,22
33700 highway 43,clarke,255,23,22
33700 highway 43,clarke,256,23,22
33700 highway 43,clarke,257,23,22
33700 highway 43,clarke,258,23,22
33700 highway 43,clarke,259,23,22
33700 hxghway 43,clarke,260,25,1
33700 highway 43,clarke,261,23,22
33700 highway 43,clarke,262,23,22
33700 highway 43,clarke,263,23,22
33700 highway x3,clarke,264,26,1
33700 highway 43,clarke,265,23,22
33700 highway 43,clarke,266,23,22
33700 highway 43,clarke,267,23,22
33700 highway 43,clarke,268,23,22
1000 first street north,shelby,269,27,24
1000 first street north,shelby,270,27,24
1000 first street north,shelby,271,27,24
1000 first street north,shelby,272,27,24
1000 first street north,shelby,273,27,24
1000 first street north,shelby,274,27,24
1000 fixst stxeet noxth,shelby,275,28,1
1000 first street north,shelby,276,27,24
1000 first street north,shelby,277,27,24
1000 first street north,shelby,278,27,24
1000 first street north,shelby,279,27,24
1000 first street north,shelby,280,27,24
1000 first street north,shelby,281,27,24
1000 first street north,shelby,282,27,24
1000 first street north,shelby,283,27,24
1000 first street north,shelby,284,27,24
1000 first street north,shelby,285,27,24
1000 first street north,shelby,286,27,24
1000 first street north,shelby,287,27,24
1000 first street north,shelby,288,27,24
1000 first street north,shelby,289,27,24
1000 first street north,shelby,290,27,24
1000 first street north,shelby,291,27,24
1000 first street north,shelby,292,27,24
1000 first street north,shelby,293,27,24
1720 university blvd,jefferson,294,0,24
1720 univxrsity blvd,jefferson,295,29,1
1720 university blvd,jefferson,296,0,24
1720 university blvd,jefferson,297,0,24
1720 university blvd,jefferson,298,0,24
1720 university blvd,jefferson,299,0,24
1720 university blvd,jefferson,300,0,24
1720 university blvd,jefferson,301,0,24
1720 university blvd,jefferson,302,0,24
1720 university blvd,jefferson,303,0,24
1720 university blvd,jefferson,304,0,24
1720 university blvd,jefferson,305,0,24
1720 university blvd,jefferson,306,0,24
1720 university blvd,jefferson,307,0,24
1720 university blvd,jefferson,308,0,24
1720 university blvd,jefferson,309,0,24
1720 university blvd,jefferson,310,0,24
301 east 18th st,calhoun,311,30,24
301 east 18th st,calhoxn,312,31,1
301 east 18th st,calhoun,313,30,24
301 east 18th st,calhoun,314,30,24
301 east 18th st,calhoun,315,30,24
301xeastx18thxst,calhoun,316,32,1
301 east 18th st,calhoun,317,30,24
301 east 18th st,calhoun,318,30,24
301 east 18th st,calhoun,319,30,24
301 east 18th st,calhoun,320,30,24
301 east 18th st,calhoun,321,30,24
301 east 18th st,calhoun,322,30,24
301 east 18th st,calhoun,323,30,24
301 east 18th st,caxhoun,324,33,1
301 east 18th st,calhoun,325,30,24
301 east 18th st,calhoun,326,30,24
301 east 18th st,calhoun,327,30,24
301 east 18th st,calhoun,328,30,24
301 east 18th st,calhoun,329,30,24
301 east 18th st,calhoun,330,30,24
4370 west main street,houston,331,34,15
4370 west main street,houston,332,34,15
4370 west main street,houston,333,34,15
4370xwestxmainxstreet,houston,334,35,1
4370 west main street,houston,335,34,15
4370 west main street,houston,336,34,15
4370 west main street,houston,337,34,15
4370 west main street,houston,338,34,15
4370 west main street,houston,339,34,15
4370 west main street,houston,340,34,15
4370 west main street,houston,341,34,15
4370 west main street,houston,342,34,15
4370 west main street,houston,343,34,15
4370 west main street,houston,344,34,15
4370 west main street,houston,345,34,15
4370 west main street,housxon,346,36,1
4370 west main street,houston,347,34,15
810 st vincents drive,jefferson,348,37,4
810 st vincents drive,jefferson,349,37,4
810 st vxncents drxve,jefferson,350,38,1
810 st vincents drive,jefferson,351,37,4
810 st vincents drive,jefferson,352,37,4
1201 7th street se,morgan,353,39,1
1530 u s highway 43,marion,354,40,24
1530 u s highway 43,marion,355,40,24
1530 u s highway 43,marion,356,40,24
1530 u s highway 43,marion,357,40,24
1530 u s highway 43,marion,358,40,24
1530 u s highway 43,marion,359,40,24
1530 u s highway 43,marion,360,40,24
1530 u s highway 43,marion,361,40,24
1530 u s highway 43,marion,362,40,24
1530xuxsxhighwayx43,marion,363,41,1
1530 u s highway 43,marion,364,40,24
1530 u s highway 43,marion,365,40,24
1530 u s highway 43,marion,366,40,24
1530 u s highway 43,marion,367,40,24
1530 u s highway 43,marion,368,40,24
1530 u s highway 43,marion,369,40,24
1530 u s highway 43,marion,370,40,24
1530 u s highway 43,marion,371,40,24
1530 u s highway 43,marion,372,40,24
1530 u s highway 43,marion,373,40,24
1530 u s highway 43,marion,374,40,24
1530 u s highway 43,marion,375,40,24
1530 u s highway 43,marion,376,40,24
1530 u s highway 43,marion,377,40,24
1530 u s highway 43,marion,378,40,24
2451 fillingim street,mobile,379,42,13
2451 fillingim street,mobile,380,42,13
2451 fillingim street,mobile,381,42,13
2451 fillingim street,mobile,382,42,13
2451 fillingim street,mobile,383,42,13
2451 fillingim street,mobile,384,42,13
2451 fillingim street,mobile,385,42,13
2451 fillingim street,mobile,386,42,13
2451 fillingim street,mobile,387,42,13
2451 fillingim street,mobile,388,42,13
2451 fillingim street,mobile,389,42,13
2451 fillingim street,mobile,390,42,13
2451 fillingim street,mobile,391,42,13
124 s memorial dr,autauga,392,43,18
124xsxmemorialxdr,autauga,393,44,1
124 s memorial dr,autauga,394,43,18
124 s memorial dr,autauga,395,43,18
124 s memorial dr,autauga,396,43,18
124 s memorial dr,autauga,397,43,18
124 s memorial dr,autauga,398,43,18
124 s memorial dr,autauga,399,43,18
124 s memorial dr,autauga,400,43,18
124 s memorial dr,autauga,401,43,18
124 s memorial dr,autauga,402,43,18
124 s memorial dr,autauga,403,43,18
124 s memorial dr,autauga,404,43,18
124 s memorial dr,autauga,405,43,18
124 s memorial dr,autauga,406,43,18
124 s memorial dr,autauga,407,43,18
124 s memorial dr,autauga,408,43,18
124 s memorial dr,autauga,409,43,18
124 s memorial dr,autauga,410,43,18
124 s mxmorial dr,autauga,411,45,1
15155 highway 43,franklin,412,46,2
15155 highway 43,franklin,413,46,2
315 w hickory st,talladega,414,47,16
315 w hickxry st,tallaxega,415,48,1
315 w hickory st,talladega,416,47,16
315 w hickory st,talladega,417,47,16
315 w hickory st,talladega,418,47,16
315 w hickory st,talladega,419,47,16
315 w hickory st,talladega,420,47,16
315 w hickory st,talladega,421,47,16
315 w hickory st,talladega,422,47,16
315 w hickory st,talladega,423,47,16
315 w hickory st,talladega,424,47,16
315 w hickory st,talladega,425,47,16
315 w hickory st,talladega,426,47,16
315 w hickory st,talladega,427,47,16
315 w hickory st,talladega,428,47,16
315 w hickory st,talladega,429,47,16
315 w hickory st,talladega,430,47,16
315xwxhickoryxst,talladega,431,49,1
2801 debarr road,anchorage,432,50,18
2801 debarr road,anchorage,433,50,18
2801 debarr road,anchorage,434,50,18
2801 debarr road,anchorage,435,50,18
2801 debarr road,anchorage,436,50,18
2801 debarr road,anchorage,437,50,18
2801 debarr road,anchorage,438,50,18
2801 debarr road,anchorage,439,50,18
2801 debarr road,anchorage,440,50,18
2801 debarr road,anchorage,441,50,18
2801 debarr road,anchorage,442,50,18
2801 debarr road,anchorage,443,50,18
2801 debarr road,anchorage,444,50,18
2801 debarr road,anchorage,445,50,18
2801 debarr road,anchorage,446,50,18
2801 debarr road,anchorage,447,50,18
2801 debarr road,anchorage,448,50,18
2801 debarr road,anchorage,449,50,18
po box 287,bethel,450,51,1
poxboxx287,bethel,451,52,1
1300 south montgomery avenue,jefferson,452,1,22
1300 south montgomery avenue,jefferson,453,1,22
1300 south montgomery avenue,jefferson,454,1,22
1300 south montgomery avenue,jefferson,455,1,22
1300 south montgomery avenue,jxffxrson,456,53,1
1300 south montgomery avenue,xefferson,457,54,1
1300 south montgomery avenue,jefferson,458,1,22
1300 south montgomery avenue,jefferson,459,1,22
1300 south montgomery avenue,jefferson,460,1,22
1300 south montgomery avenue,jefferson,461,1,22
1300 south montgomery avenue,jefferson,462,1,22
1300 south montgomery avenue,jefferson,463,1,22
1300 south montgomery avenue,jefferson,464,1,22
1300 south montgomery avenue,jexxerson,465,55,1
126 hospital ave,dale,466,56,23
126 hospital ave,dale,467,56,23
126 hospital ave,dale,468,56,23
126 hospital ave,dale,469,56,23
126 hospital ave,dale,470,56,23
126 hospital ave,dale,471,56,23
126xhospitalxave,dale,472,57,1
126 hospital ave,dale,473,56,23
126 hospital ave,dale,474,56,23
126 hospital ave,dale,475,56,23
126 hospital ave,dale,476,56,23
126 hospital ave,dale,477,56,23
126 hospital ave,dale,478,56,23
126 hospital ave,dale,479,56,23
126 hospital ave,dale,480,56,23
126 hospital ave,dale,481,56,23
126 hospital ave,dale,482,56,23
126 hospital ave,dale,483,56,23
1x6 hospital ave,dale,484,58,1
126 hospital ave,dale,485,56,23
126 hospital ave,dale,486,56,23
126 hospital ave,dale,487,56,23
126 hospital ave,dale,488,56,23
126 hospital ave,dale,489,56,23
126 hospital ave,dale,490,56,23
400 northwood dr,cherokee,491,59,23
400 northwood dr,cherokee,492,59,23
400 northwood dr,cherokee,493,59,23
400 northwood dr,cherokee,494,59,23
400 northwood dr,cherokee,495,59,23
400 northwood dr,cherokee,496,59,23
400 northwood dr,cherokee,497,59,23
400 northwood dr,cherokee,498,59,23
400 northwood dr,cherokee,499,59,23
400 northwood dr,cherokee,500,59,23
400 northwood dr,cherokee,501,59,23
400 northwood dr,chxrokxx,502,60,2
400 northwood dr,cherokee,503,59,23
400 northwood dr,cherokee,504,59,23
400 northwood dr,cherokee,505,59,23
400 northwood dr,cherokee,506,59,23
400 northwood dr,cherokee,507,59,23
400 northwood dr,cherokee,508,59,23
400 northwood dr,cherokee,509,59,23
400 northwood dr,cherokee,510,59,23
400 northwood dr,cherokee,511,59,23
400 northwood dr,cherokee,512,59,23
400 northwood dr,chxrokxx,513,60,2
400 northwood dr,cherokee,514,59,23
400 northwood dr,cherokee,515,59,23
2105 east south boulevard,montgomery,516,61,23
2105 east south boulevard,montgomery,517,61,23
2105 east south boulevard,montgomery,518,61,23
2105 east south boulevard,montgomery,519,61,23
2105 east south boulevard,montgomery,520,61,23
2105 east south boulevard,montgomery,521,61,23
2105 east south boulevard,montgomery,522,61,23
2105 east south boulevard,montgomery,523,61,23
2105 east south boulevard,montgomery,524,61,23
2105 east south boulevard,montgomery,525,61,23
2105 east south boulevard,montgomery,526,61,23
2105 east south boulevard,monxgomery,527,62,1
2105 east south boulevard,montgomery,528,61,23
2105 east south boulevard,montgomery,529,61,23
2105 east south boulevard,montgomery,530,61,23
2105 east south boulevard,montgomery,531,61,23
2105 east south boulevard,montgomery,532,61,23
2105 east south boulevard,montgomery,533,61,23
2105 east south boulevard,montgomery,534,61,23
2105 east south boulevard,montgomery,535,61,23
2105 east south boulevard,montgomery,536,61,23
2105 east south boulevard,montgomery,537,61,23
2105 east south boulevard,montgomery,538,61,23
2105 east south boulevard,montgomery,539,61,23
2105 east south boulevard,montgomexy,540,63,1
1725 pine street,montgomery,541,64,24
1725 pine street,montgomery,542,64,24
1725 pine street,montgomery,543,64,24
1725 pine street,montgomery,544,64,24
1725 pine street,montgomery,545,64,24
1725 pine street,montgomery,546,64,24
1725 pine street,montgomery,547,64,24
1725 pine street,montgomery,548,64,24
1725 pine street,montgomery,549,64,24
1725 pine street,montgomery,550,64,24
1725 pine street,monxgomery,551,65,1
1725 pine street,montgomery,552,64,24
1725 pine street,montgomery,553,64,24
1725 pine street,montgomery,554,64,24
1725 pine street,montgomery,555,64,24
1725 pine street,montgomery,556,64,24
1725 pine street,montgomery,557,64,24
1725 pine street,montgomery,558,64,24
1725 pine street,montgomery,559,64,24
1725 pine street,montgomery,560,64,24
1725 pine street,montgomery,561,64,24
1725 pine street,montgomery,562,64,24
1725 pine street,montgomery,563,64,24
1725 pine street,montgomery,564,64,24
1725 pine street,montgomery,565,64,24
4800 48th st,chambers,566,66,23
4800 48th st,chambers,567,66,23
4800 48th st,chambers,568,66,23
4800 48th st,chambers,569,66,23
4800 48th st,chambers,570,66,23
4800 48th st,chambers,571,66,23
4800 48th st,chambers,572,66,23
4800 48th st,chambers,573,66,23
4800 48th st,chambers,574,66,23
4800 48th st,chambers,575,66,23
4800 48th st,chambers,576,66,23
4800 48th st,chambers,577,66,23
4800 48th st,xhambers,578,67,1
4800 48th st,chambers,579,66,23
4800 48th st,chambers,580,66,23
4800 48th st,chambers,581,66,23
4800 48th st,chambers,582,66,23
4800 48th st,chambers,583,66,23
4800 48th st,chambers,584,66,23
4800 48th st,chambers,585,66,23
4800 48th st,chambers,586,66,23
4800 48th st,chambers,587,66,23
4800 48th st,chambers,588,66,23
4800 48th st,chambers,589,66,23
4800 48th st,chaxbers,590,68,1
987 drayton street,coffee,591,69,24
987 drayton street,coffee,592,69,24
987 drayton street,coffee,593,69,24
987 drayton street,coffee,594,69,24
987 drayton street,coffee,595,69,24
987 drayton street,coffee,596,69,24
987 drayton street,coffee,597,69,24
987 drayton street,coffee,598,69,24
987 drayton street,coffee,599,69,24
987 drayton street,coffee,600,69,24
987 drayton street,coffee,601,69,24
987 drayton street,coffxx,602,70,1
987 drayton street,coffee,603,69,24
987 drayton street,coffee,604,69,24
987 drayton street,coffee,605,69,24
987 drayton street,coffee,606,69,24
987 drayton street,coffee,607,69,24
987 drayton street,coffee,608,69,24
987 drayton street,coffee,609,69,24
987 drayton street,coffee,610,69,24
987 drayton street,coffee,611,69,24
987 drayton street,coffee,612,69,24
987 drayton street,coffee,613,69,24
987 drayton street,coffee,614,69,24
987 drayton street,coffee,615,69,24
2000 pepperell parkway,lee,616,71,24
2000 pepperell parkway,lee,617,71,24
2000 pepperell parkway,lee,618,71,24
2000 pepperell parkway,lee,619,71,24
2000 pepperell parkway,lee,620,71,24
2000 pepperell parkway,lee,621,71,24
2000 pepperell parkway,lee,622,71,24
2000 pepperell parkway,lee,623,71,24
2000 pepperell parkway,lee,624,71,24
2000 pepperell parkway,lee,625,71,24
2000 pepperell parkway,lee,626,71,24
2000 pepperell parkway,lee,627,71,24
2000 pepperell parkway,lee,628,71,24
2000 pepperell parkway,lee,629,71,24
2000 pepperell parkway,lee,630,71,24
2000 pepperell parkway,lee,631,71,24
2000 pepperell parkway,lee,632,71,24
2000 pepperell parkway,xee,633,72,1
2000 pepperell parkway,lee,634,71,24
2000 pepperell parkway,lee,635,71,24
2000 pepperell parkway,lee,636,71,24
2000 pepperell parkway,lee,637,71,24
2000 pepperell parkway,lee,638,71,24
2000 pepperell parkway,lee,639,71,24
2000 pepperell parkway,lee,640,71,24
209 north main street,randolph,641,73,24
209 north main street,randolph,642,73,24
209 north main street,randolph,643,73,24
209 north main street,randolph,644,73,24
209 north main street,randolph,645,73,24
209 north main street,randolph,646,73,24
209 north main street,randolph,647,73,24
209 north main street,randolph,648,73,24
209 north main street,randolph,649,73,24
209 north main street,randolph,650,73,24
209 north main street,randolph,651,73,24
209 xorth maix street,randolph,652,74,1
209 north main street,randolph,653,73,24
209 north main street,randolph,654,73,24
209 north main street,randolph,655,73,24
209 north main street,randolph,656,73,24
209 north main street,randolph,657,73,24
209 north main street,randolph,658,73,24
209 north main street,randolph,659,73,24
209 north main street,randolph,660,73,24
209 north main street,randolph,661,73,24
209 north main street,randolph,662,73,24
209 north main street,randolph,663,73,24
209 north main street,randolph,664,73,24
209 north main street,randolph,665,73,24
619 south 19th street,jefferson,666,75,23
619 south 19th street,jefferson,667,75,23
619 south 19th street,jefferson,668,75,23
619 south 19th street,jefferson,669,75,23
619 south 19th street,jefferson,670,75,23
619 south 19th street,jefferson,671,75,23
619 south 19th street,jxffxrson,672,76,1
619 south 19th street,jefferson,673,75,23
619 south 19th street,jefferson,674,75,23
619 south 19th street,jefferson,675,75,23
619 south 19th street,jefferson,676,75,23
619 south 19th street,jefferson,677,75,23
619 south 19th street,jefferson,678,75,23
619 south 19th street,jefferson,679,75,23
619 south 19th street,jefferson,680,75,23
619 south 19th street,jefferson,681,75,23
619 south 19th street,jefferson,682,75,23
619 south 19th street,jefferson,683,75,23
619 south 19th street,jefferson,684,75,23
619 south 19th street,jefferson,685,75,23
619 south 19th street,jefferson,686,75,23
619 south 19th street,jefferson,687,75,23
619 south 19th street,jefferson,688,75,23
619 south 19th street,jexxerson,689,77,1
619 south 19th street,jefferson,690,75,23
805 friendship road,elmore,691,78,23
805 friendship road,elmoxe,692,79,1
805 friendship road,elmore,693,78,23
805 friendship road,elmore,694,78,23
805 friendship road,elmore,695,78,23
805 friendship road,elmore,696,78,23
805 friendship road,elmore,697,78,23
805 friendship road,elxore,698,80,1
805 friendship road,elmore,699,78,23
805 friendship road,elmore,700,78,23
805 friendship road,elmore,701,78,23
805 friendship road,elmore,702,78,23
805 friendship road,elmore,703,78,23
805 friendship road,elmore,704,78,23
805 friendship road,elmore,705,78,23
805 friendship road,elmore,706,78,23
805 friendship road,elmore,707,78,23
805 friendship road,elmore,708,78,23
805 friendship road,elmore,709,78,23
805 friendship road,elmore,710,78,23
805 friendship road,elmore,711,78,23
805 friendship road,elmore,712,78,23
805 friendship road,elmore,713,78,23
805 friendship road,elmore,714,78,23
805 friendship road,elmore,715,78,23
1912 alabama highway 157,cullman,716,81,22
1912 alabama highway 157,cullman,717,81,22
1912 alabama highway 157,cullman,718,81,22
1912 alabama highway 157,cullman,719,81,22
1912 alabama highway 157,cullman,720,81,22
1912 alabama highway 157,cullman,721,81,22
1912 alabama highway 157,cxllman,722,82,2
1912 alabama highway 157,cullman,723,81,22
1912 alabama highway 157,cullman,724,81,22
1912 alabama highway 157,cullman,725,81,22
1912 alabama highway 157,cullman,726,81,22
1912 alabama highway 157,cullman,727,81,22
1912 alabama highway 157,cullman,728,81,22
1912 alabama highway 157,cullman,729,81,22
1912 alabama highway 157,cxllman,730,82,2
1912 alabama highway 157,cullman,731,81,22
1912 alabama highway 157,cullman,732,81,22
1912 alabama highway 157,cullman,733,81,22
1912 alabama highway 157,cullman,734,81,22
1912 alabama highway 157,cullman,735,81,22
1912xalabamaxhighwayx157,cullman,736,83,1
1912 alabama highway 157,cullman,737,81,22
