CountyName,EmergencyService,original_index,unique_index,count
lauderdale,yes,76,7,23
laudexdale,yes,77,9,1
lauderdale,yes,78,7,23
lauderdale,yes,79,7,23
lauderdale,yes,80,7,23
lauderdale,yes,81,7,23
lauderdale,yes,82,7,23
lauderdale,yes,83,7,23
lauderdale,yes,84,7,23
lauderdale,yes,85,7,23
lauderdale,yes,86,7,23
lauderdale,yes,87,7,23
lauderdale,yes,88,7,23
lauderdale,yes,89,7,23
lauderdale,yes,90,7,23
lauderdale,yes,91,7,23
lauderdale,yes,92,7,23
lauderdale,yes,93,7,23
covington,no,94,10,49
covington,no,95,10,49
covington,no,96,10,49
covington,no,97,10,49
covington,no,98,10,49
covington,no,99,10,49
covington,no,100,10,49
covington,no,101,10,49
covington,no,102,10,49
covington,no,103,10,49
covington,no,104,10,49
covington,no,105,10,49
covington,no,106,10,49
covington,no,107,10,49
covington,no,108,10,49
covington,no,109,10,49
covington,no,110,10,49
covington,no,111,10,49
covington,no,112,10,49
covington,no,113,10,49
covington,no,114,10,49
covington,no,115,10,49
covington,no,116,10,49
covington,no,117,10,49
covington,no,118,10,49
crenshaw,yes,119,11,24
crenshaw,yes,120,11,24
crenshaw,yes,121,11,24
crenshaw,yes,122,11,24
crenshaw,yes,123,11,24
crenshaw,yes,124,11,24
crenshaw,yes,125,11,24
crenshaw,yes,126,11,24
crenshaw,yes,127,11,24
crenshaw,yes,128,11,24
crenshaw,yes,129,11,24
crenshaw,yes,130,11,24
crenshaw,yes,131,11,24
crenshaw,yes,132,11,24
crenshaw,yes,133,11,24
crenshaw,yes,134,11,24
crenshaw,yes,135,11,24
crxnshaw,yes,136,12,1
crenshaw,yes,137,11,24
crenshaw,yes,138,11,24
crenshaw,yes,139,11,24
crenshaw,yes,140,11,24
crenshaw,yes,141,11,24
crenshaw,yes,142,11,24
crenshaw,yes,143,11,24
morgan,yes,144,13,25
morgan,yes,145,13,25
morgan,yes,146,13,25
morgan,yes,147,13,25
morgan,yes,148,13,25
morgan,yes,149,13,25
morgan,yes,150,13,25
morgan,yes,151,13,25
morgan,yes,152,13,25
morgan,yes,153,13,25
morgan,yes,154,13,25
morgan,yes,155,13,25
morgan,yes,156,13,25
morgan,yxs,157,14,1
morgan,yes,158,13,25
morgan,yes,159,13,25
morgan,yes,160,13,25
morgan,yes,161,13,25
morgan,yes,162,13,25
morgan,yes,163,13,25
morgan,yes,164,13,25
morgan,yes,165,13,25
morgan,yes,166,13,25
morgan,yes,167,13,25
morgan,yes,168,13,25
marshall,yes,169,4,48
marshall,yes,170,4,48
marshall,yes,171,4,48
marshall,yes,172,4,48
marshall,yes,173,4,48
marshall,yes,174,4,48
marshall,yes,175,4,48
marshall,yes,176,4,48
marshall,yes,177,4,48
marshall,yes,178,4,48
marshall,yes,179,4,48
marshall,yes,180,4,48
marshall,yes,181,4,48
marshall,yes,182,4,48
marshall,yes,183,4,48
marshall,yes,184,4,48
marshall,yes,185,4,48
marshall,yes,186,4,48
marshall,yes,187,4,48
marshall,yes,188,4,48
marshall,yes,189,4,48
marshall,yes,190,4,48
marshall,yes,191,4,48
marshall,yes,192,4,48
marshall,yes,193,4,48
jefferson,yes,194,0,97
jefferson,yes,195,0,97
jefferson,yes,196,0,97
jefferson,yes,197,0,97
jefferson,yes,198,0,97
jefferson,yes,199,0,97
jefferson,yes,200,0,97
jefferson,yes,201,0,97
jefferson,yes,202,0,97
jefferson,yes,203,0,97
jefferson,yes,204,0,97
jefferson,yes,205,0,97
jefferson,yes,206,0,97
jefferson,yes,207,0,97
jefferson,yes,208,0,97
jefferson,yes,209,0,97
jefferson,yes,210,0,97
jefferson,yes,211,0,97
jefferson,yes,212,0,97
jefferson,yes,213,0,97
jefferson,yes,214,0,97
jefferson,yes,215,0,97
jeffersxn,yes,216,15,1
jefferson,yes,217,0,97
jefferson,yes,218,0,97
de kalb,yes,219,16,21
de kalb,yes,220,16,21
dx kalb,yes,221,17,2
de kalb,yes,222,16,21
xe kalb,yes,223,18,2
de kalb,yes,224,16,21
de kalb,yes,225,16,21
de kalb,yes,226,16,21
dx kalb,yes,227,17,2
de kalb,yes,228,16,21
de kalb,yes,229,16,21
de kalb,yes,230,16,21
de kalb,yes,231,16,21
de kalb,yes,232,16,21
de kalb,yes,233,16,21
de kalb,yes,234,16,21
de kalb,yes,235,16,21
de kalb,yes,236,16,21
de kalb,yes,237,16,21
xe kalb,yes,238,18,2
de kalb,yes,239,16,21
de kalb,yes,240,16,21
de kalb,yes,241,16,21
de kalb,yes,242,16,21
de kalb,yes,243,16,21
clarke,yes,244,19,24
clarke,yes,245,19,24
clarke,yes,246,19,24
clarke,yes,247,19,24
clarke,yes,248,19,24
clarke,yes,249,19,24
clarke,yes,250,19,24
clarke,yes,251,19,24
xlarke,yes,252,20,1
clarke,yes,253,19,24
clarke,yes,254,19,24
clarke,yes,255,19,24
clarke,yes,256,19,24
clarke,yes,257,19,24
clarke,yes,258,19,24
clarke,yes,259,19,24
clarke,yes,260,19,24
clarke,yes,261,19,24
clarke,yes,262,19,24
clarke,yes,263,19,24
clarke,yes,264,19,24
clarke,yes,265,19,24
clarke,yes,266,19,24
clarke,yes,267,19,24
clarke,yes,268,19,24
shelby,yes,269,21,25
shelby,yes,270,21,25
shelby,yes,271,21,25
shelby,yes,272,21,25
shelby,yes,273,21,25
shelby,yes,274,21,25
shelby,yes,275,21,25
shelby,yes,276,21,25
shelby,yes,277,21,25
shelby,yes,278,21,25
shelby,yes,279,21,25
shelby,yes,280,21,25
shelby,yes,281,21,25
shelby,yes,282,21,25
shelby,yes,283,21,25
shelby,yes,284,21,25
shelby,yes,285,21,25
shelby,yes,286,21,25
shelby,yes,287,21,25
shelby,yes,288,21,25
shelby,yes,289,21,25
shelby,yes,290,21,25
shelby,yes,291,21,25
shelby,yes,292,21,25
shelby,yes,293,21,25
jefferson,yes,294,0,97
jefferson,yes,295,0,97
jefferson,yes,296,0,97
jefferson,yes,297,0,97
jefferson,yes,298,0,97
jefferson,yes,299,0,97
jefferson,yes,300,0,97
jefferson,yes,301,0,97
jefferson,yes,302,0,97
jefferson,yes,303,0,97
jefferson,yes,304,0,97
jefferson,yes,305,0,97
jefferson,yes,306,0,97
jefferson,yes,307,0,97
jefferson,yes,308,0,97
jefferson,yes,309,0,97
jefferson,yes,310,0,97
calhoun,yes,311,22,24
calhoxn,yes,312,23,1
calhoun,yes,313,22,24
calhoun,yes,314,22,24
calhoun,yes,315,22,24
calhoun,yes,316,22,24
calhoun,yes,317,22,24
calhoun,xes,318,24,1
calhoun,yes,319,22,24
calhoun,yes,320,22,24
calhoun,yes,321,22,24
calhoun,yes,322,22,24
calhoun,yes,323,22,24
caxhoun,yes,324,25,1
calhoun,yes,325,22,24
calhoun,yes,326,22,24
calhoun,yex,327,26,1
calhoun,yes,328,22,24
calhoun,yes,329,22,24
calhoun,yes,330,22,24
houston,yes,331,1,38
houston,yex,332,3,2
houston,yes,333,1,38
houston,yes,334,1,38
houston,yes,335,1,38
houston,yes,336,1,38
houston,yes,337,1,38
houston,yes,338,1,38
houston,yes,339,1,38
houston,yes,340,1,38
houston,yes,341,1,38
houston,yes,342,1,38
houston,yes,343,1,38
houston,yes,344,1,38
houston,yes,345,1,38
housxon,yes,346,27,1
houston,yes,347,1,38
jefferson,yes,348,0,97
jefferson,yes,349,0,97
jefferson,yxs,350,28,1
jefferson,yes,351,0,97
jefferson,yes,352,0,97
morgan,yes,353,13,25
marion,yes,354,29,48
marion,yes,355,29,48
marion,yes,356,29,48
marion,yes,357,29,48
marion,yes,358,29,48
marion,yes,359,29,48
marion,yes,360,29,48
marion,yes,361,29,48
marion,yes,362,29,48
marion,yes,363,29,48
marion,yes,364,29,48
marion,yes,365,29,48
marion,yes,366,29,48
marion,yes,367,29,48
marion,yes,368,29,48
marion,yes,369,29,48
marion,yes,370,29,48
marion,yes,371,29,48
marion,yes,372,29,48
marion,yes,373,29,48
marion,yex,374,30,1
marion,yes,375,29,48
marion,yes,376,29,48
marion,yes,377,29,48
marion,yes,378,29,48
mobile,yes,379,31,12
mobile,yes,380,31,12
mobile,yes,381,31,12
mobile,yes,382,31,12
mobile,yes,383,31,12
mobile,yes,384,31,12
mobile,yes,385,31,12
mobile,yes,386,31,12
mobile,yes,387,31,12
mobile,yes,388,31,12
mobile,yxs,389,32,1
mobile,yes,390,31,12
mobile,yes,391,31,12
autauga,yes,392,33,19
autauga,yes,393,33,19
autauga,yes,394,33,19
autauga,yes,395,33,19
autauga,yes,396,33,19
autauga,yes,397,33,19
autauga,yes,398,33,19
autauga,yes,399,33,19
autauga,yes,400,33,19
autauga,yes,401,33,19
autauga,yes,402,33,19
autauga,yes,403,33,19
autauga,yes,404,33,19
autauga,yes,405,33,19
autauga,yes,406,33,19
autauga,yes,407,33,19
autauga,yes,408,33,19
autauga,yes,409,33,19
autauga,yxs,410,34,1
autauga,yes,411,33,19
franklin,yes,412,35,2
franklin,yes,413,35,2
talladega,no,414,36,16
tallaxega,no,415,37,1
talladega,no,416,36,16
talladega,no,417,36,16
talladega,xo,418,38,1
talladega,no,419,36,16
talladega,no,420,36,16
talladega,no,421,36,16
talladega,no,422,36,16
talladega,no,423,36,16
talladega,no,424,36,16
talladega,no,425,36,16
talladega,no,426,36,16
talladega,no,427,36,16
talladega,no,428,36,16
talladega,no,429,36,16
talladega,no,430,36,16
talladega,no,431,36,16
anchorage,yes,432,39,18
anchorage,yes,433,39,18
anchorage,yes,434,39,18
anchorage,yes,435,39,18
anchorage,yes,436,39,18
anchorage,yes,437,39,18
anchorage,yes,438,39,18
anchorage,yes,439,39,18
anchorage,yes,440,39,18
anchorage,yes,441,39,18
anchorage,yes,442,39,18
anchorage,yes,443,39,18
anchorage,yes,444,39,18
anchorage,yes,445,39,18
anchorage,yes,446,39,18
anchorage,yes,447,39,18
anchorage,yes,448,39,18
anchorage,yes,449,39,18
bethel,no,450,40,2
bethel,no,451,40,2
jefferson,yes,452,0,97
jefferson,yes,453,0,97
jefferson,yes,454,0,97
jefferson,yes,455,0,97
jxffxrson,yes,456,41,2
xefferson,yes,457,42,1
jefferson,yes,458,0,97
jefferson,yes,459,0,97
jefferson,yes,460,0,97
jefferson,yes,461,0,97
jefferson,yes,462,0,97
jefferson,yes,463,0,97
jefferson,yes,464,0,97
jexxerson,yes,465,43,2
dale,yes,466,44,25
dale,yes,467,44,25
dale,yes,468,44,25
dale,yes,469,44,25
dale,yes,470,44,25
dale,yes,471,44,25
dale,yes,472,44,25
dale,yes,473,44,25
dale,yes,474,44,25
dale,yes,475,44,25
dale,yes,476,44,25
dale,yes,477,44,25
dale,yes,478,44,25
dale,yes,479,44,25
dale,yes,480,44,25
dale,yes,481,44,25
dale,yes,482,44,25
dale,yes,483,44,25
dale,yes,484,44,25
dale,yes,485,44,25
dale,yes,486,44,25
dale,yes,487,44,25
dale,yes,488,44,25
dale,yes,489,44,25
dale,yes,490,44,25
cherokee,yes,491,45,22
cherokee,yxs,492,46,1
cherokee,yes,493,45,22
cherokee,yes,494,45,22
cherokee,yes,495,45,22
cherokee,yes,496,45,22
cherokee,yes,497,45,22
cherokee,yes,498,45,22
cherokee,yes,499,45,22
cherokee,yes,500,45,22
cherokee,yes,501,45,22
chxrokxx,yes,502,47,2
cherokee,yes,503,45,22
cherokee,yes,504,45,22
cherokee,yes,505,45,22
cherokee,yes,506,45,22
cherokee,yes,507,45,22
cherokee,yes,508,45,22
cherokee,yes,509,45,22
cherokee,yes,510,45,22
cherokee,yes,511,45,22
cherokee,yes,512,45,22
chxrokxx,yes,513,47,2
cherokee,yes,514,45,22
cherokee,yes,515,45,22
montgomery,yes,516,48,44
montgomery,yes,517,48,44
montgomery,yes,518,48,44
montgomery,yes,519,48,44
montgomery,yes,520,48,44
montgomery,yxs,521,49,1
montgomery,yes,522,48,44
montgomery,yes,523,48,44
montgomery,yes,524,48,44
montgomery,yes,525,48,44
montgomery,yes,526,48,44
monxgomery,yes,527,50,2
montgomery,yes,528,48,44
montgomery,yes,529,48,44
montgomery,yes,530,48,44
montgomery,yes,531,48,44
montgomery,yes,532,48,44
montgomery,yes,533,48,44
montgomery,yes,534,48,44
montgomery,yes,535,48,44
montgomery,yex,536,51,1
montgomery,yes,537,48,44
montgomery,yes,538,48,44
montgomery,yes,539,48,44
montgomexy,yes,540,52,1
montgomery,yes,541,48,44
montgomery,yes,542,48,44
montgomery,yes,543,48,44
montgomery,yes,544,48,44
montgomery,yes,545,48,44
montgomery,yes,546,48,44
montgomery,yes,547,48,44
montgomery,yes,548,48,44
montgomery,yes,549,48,44
montgomery,yes,550,48,44
monxgomery,yes,551,50,2
montgomery,yes,552,48,44
montgomery,yes,553,48,44
montgomery,yes,554,48,44
montgomery,yes,555,48,44
montgomery,yes,556,48,44
montgomery,yes,557,48,44
montgomery,yes,558,48,44
montgomery,yes,559,48,44
montgomery,yes,560,48,44
montgomery,yes,561,48,44
montgomery,yes,562,48,44
montgomery,yes,563,48,44
montgomery,xes,564,53,1
montgomery,yes,565,48,44
chambers,yes,566,54,21
chambers,yes,567,54,21
chambers,yes,568,54,21
chambers,yes,569,54,21
chambers,yes,570,54,21
chambers,yes,571,54,21
chambers,yes,572,54,21
chambers,yes,573,54,21
chambers,yes,574,54,21
chambers,yes,575,54,21
chambers,yes,576,54,21
chambers,yes,577,54,21
xhambers,yes,578,55,1
chambers,xes,579,56,2
chambers,yes,580,54,21
chambers,yes,581,54,21
chambers,yes,582,54,21
chambers,yes,583,54,21
chambers,yes,584,54,21
chambers,yes,585,54,21
chambers,yes,586,54,21
chambers,xes,587,56,2
chambers,yes,588,54,21
chambers,yes,589,54,21
chaxbers,yes,590,57,1
coffee,yes,591,58,48
coffee,yes,592,58,48
coffee,yes,593,58,48
coffee,yes,594,58,48
coffee,yes,595,58,48
coffee,yes,596,58,48
coffee,yes,597,58,48
coffee,yes,598,58,48
coffee,yes,599,58,48
coffee,yes,600,58,48
coffee,yes,601,58,48
coffxx,yes,602,59,1
coffee,yes,603,58,48
coffee,yes,604,58,48
coffee,yes,605,58,48
coffee,yes,606,58,48
coffee,yes,607,58,48
coffee,yes,608,58,48
coffee,yes,609,58,48
coffee,yes,610,58,48
coffee,yes,611,58,48
coffee,yes,612,58,48
coffee,yes,613,58,48
coffee,yes,614,58,48
coffee,yes,615,58,48
lee,yes,616,60,23
lee,yes,617,60,23
lee,yes,618,60,23
lee,yes,619,60,23
lee,yes,620,60,23
lee,yes,621,60,23
lee,yes,622,60,23
lee,yes,623,60,23
lee,yes,624,60,23
lee,yes,625,60,23
lee,yes,626,60,23
lee,yes,627,60,23
lee,yex,628,61,1
lee,yes,629,60,23
lee,yes,630,60,23
lee,yes,631,60,23
lee,yes,632,60,23
xee,yes,633,62,1
lee,yes,634,60,23
lee,yes,635,60,23
lee,yes,636,60,23
lee,yes,637,60,23
lee,yes,638,60,23
lee,yes,639,60,23
lee,yes,640,60,23
randolph,no,641,63,24
randolph,no,642,63,24
randolph,no,643,63,24
randolph,no,644,63,24
randolph,no,645,63,24
randolph,no,646,63,24
randolph,no,647,63,24
randolph,no,648,63,24
randolph,no,649,63,24
randolph,no,650,63,24
randolph,no,651,63,24
randolph,no,652,63,24
randolph,xo,653,64,1
randolph,no,654,63,24
randolph,no,655,63,24
randolph,no,656,63,24
randolph,no,657,63,24
randolph,no,658,63,24
randolph,no,659,63,24
randolph,no,660,63,24
randolph,no,661,63,24
randolph,no,662,63,24
randolph,no,663,63,24
randolph,no,664,63,24
randolph,no,665,63,24
jefferson,yes,666,0,97
jefferson,yes,667,0,97
jefferson,yes,668,0,97
jefferson,yes,669,0,97
jefferson,yes,670,0,97
jefferson,yes,671,0,97
jxffxrson,yes,672,41,2
jefferson,yes,673,0,97
jefferson,yex,674,65,1
jefferson,yes,675,0,97
jefferson,yes,676,0,97
jefferson,yes,677,0,97
jefferson,yes,678,0,97
jefferson,yes,679,0,97
jefferson,yes,680,0,97
jefferson,yes,681,0,97
jefferson,yes,682,0,97
jefferson,yes,683,0,97
jefferson,yes,684,0,97
jefferson,yes,685,0,97
jefferson,yes,686,0,97
jefferson,yes,687,0,97
jefferson,yes,688,0,97
jexxerson,yes,689,43,2
jefferson,yes,690,0,97
elmore,no,691,66,23
elmoxe,no,692,67,1
elmore,no,693,66,23
elmore,no,694,66,23
elmore,no,695,66,23
elmore,no,696,66,23
elmore,no,697,66,23
elxore,no,698,68,1
elmore,no,699,66,23
elmore,no,700,66,23
elmore,no,701,66,23
elmore,no,702,66,23
elmore,no,703,66,23
elmore,no,704,66,23
elmore,no,705,66,23
elmore,no,706,66,23
elmore,no,707,66,23
elmore,no,708,66,23
elmore,no,709,66,23
elmore,no,710,66,23
elmore,no,711,66,23
elmore,no,712,66,23
elmore,no,713,66,23
elmore,no,714,66,23
elmore,no,715,66,23
cullman,yes,716,69,23
cullman,yes,717,69,23
cullman,yes,718,69,23
cullman,yes,719,69,23
cullman,yes,720,69,23
cullman,yes,721,69,23
cxllman,yes,722,70,2
cullman,yes,723,69,23
cullman,yes,724,69,23
cullman,yes,725,69,23
cullman,yes,726,69,23
cullman,yes,727,69,23
cullman,yes,728,69,23
cullman,yes,729,69,23
cxllman,yes,730,70,2
cullman,yes,731,69,23
cullman,yes,732,69,23
cullman,yes,733,69,23
cullman,yes,734,69,23
cullman,yes,735,69,23
cullman,yes,736,69,23
cullman,yes,737,69,23
cullman,yes,738,69,23
cullman,yes,739,69,23
cullman,yes,740,69,23
covington,no,741,10,49
covington,no,742,10,49
covington,no,743,10,49
covington,no,744,10,49
covington,no,745,10,49
covington,no,746,10,49
covington,no,747,10,49
covington,no,748,10,49
covington,no,749,10,49
covington,no,750,10,49
covington,no,751,10,49
coxington,no,752,71,1
covington,no,753,10,49
covington,no,754,10,49
covington,no,755,10,49
covington,no,756,10,49
covington,no,757,10,49
covington,no,758,10,49
covington,no,759,10,49
covington,no,760,10,49
covington,no,761,10,49
covington,no,762,10,49
covington,no,763,10,49
covington,no,764,10,49
covington,no,765,10,49
calhoun,yes,766,22,24
calhoun,yes,767,22,24
calhoun,yes,768,22,24
calhoun,yes,769,22,24
calhoun,yes,770,22,24
calhoun,yes,771,22,24
calhoun,yes,772,22,24
calhoun,yes,773,22,24
madison,yes,774,72,25
madison,yes,775,72,25
madison,yes,776,72,25
madison,yes,777,72,25
madison,yes,778,72,25
madison,yes,779,72,25
madison,yes,780,72,25
madison,yes,781,72,25
madison,yes,782,72,25
madison,yes,783,72,25
madison,yes,784,72,25
madisxn,yes,785,73,1
madison,yes,786,72,25
madison,yes,787,72,25
madison,yes,788,72,25
madison,yes,789,72,25
madison,yes,790,72,25
madison,yes,791,72,25
madison,yes,792,72,25
madison,yes,793,72,25
madison,yes,794,72,25
madison,yes,795,72,25
madison,yes,796,72,25
madison,yxs,797,74,1
madisox,yes,798,75,1
madison,yes,799,72,25
madison,yes,800,72,25
madison,yes,801,72,25
etowah,yes,802,76,49
etowah,yes,803,76,49
etowah,yes,804,76,49
etowah,yes,805,76,49
etowah,yes,806,76,49
etowah,yes,807,76,49
etowah,yes,808,76,49
etowah,xes,809,77,1
etowah,yes,810,76,49
etowah,yes,811,76,49
etowah,yes,812,76,49
etowah,yes,813,76,49
etowah,yes,814,76,49
etowah,yes,815,76,49
etowah,yes,816,76,49
etowah,yes,817,76,49
etowah,yes,818,76,49
etowah,yes,819,76,49
etowah,yes,820,76,49
etowah,yes,821,76,49
etowah,yes,822,76,49
etowah,yes,823,76,49
etowah,yes,824,76,49
etowah,yes,825,76,49
etowah,yes,826,76,49
chilton,yes,827,78,25
chilton,yes,828,78,25
chilton,yes,829,78,25
chilton,yes,830,78,25
chilton,yes,831,78,25
chilton,yes,832,78,25
chilton,yes,833,78,25
chilton,yes,834,78,25
chilton,yes,835,78,25
chilton,yes,836,78,25
chilton,yes,837,78,25
chilton,yes,838,78,25
chilton,yes,839,78,25
chilton,yes,840,78,25
chilton,yes,841,78,25
chilton,yes,842,78,25
chilton,yes,843,78,25
chilton,yes,844,78,25
chilton,yes,845,78,25
chilton,yes,846,78,25
chilton,yes,847,78,25
chilton,yes,848,78,25
chilton,yes,849,78,25
chilton,yes,850,78,25
chilton,yes,851,78,25
marion,yes,852,29,48
marion,yes,853,29,48
marion,yes,854,29,48
marion,yes,855,29,48
marion,yes,856,29,48
marion,yes,857,29,48
marion,yes,858,29,48
marion,yes,859,29,48
marion,yes,860,29,48
marion,yes,861,29,48
marion,yes,862,29,48
marion,yes,863,29,48
marion,yes,864,29,48
marion,yes,865,29,48
marion,yxs,866,79,1
marion,yes,867,29,48
marion,yes,868,29,48
marion,yes,869,29,48
marion,yes,870,29,48
marion,yes,871,29,48
marion,yes,872,29,48
marion,yes,873,29,48
marion,yes,874,29,48
marion,yes,875,29,48
marion,yes,876,29,48
fayette,yes,877,80,23
fayette,yes,878,80,23
fayette,yes,879,80,23
fayette,yes,880,80,23
fayette,yes,881,80,23
fayette,yes,882,80,23
fayette,yes,883,80,23
fayette,yes,884,80,23
fayette,yes,885,80,23
fayette,yes,886,80,23
fayette,yes,887,80,23
fayette,yes,888,80,23
fayette,yex,889,81,1
fayette,yes,890,80,23
fayette,yes,891,80,23
fayette,yes,892,80,23
fayette,yes,893,80,23
fayette,yes,894,80,23
fayexxe,yes,895,82,1
fayette,yes,896,80,23
fayette,yes,897,80,23
fayette,yes,898,80,23
fayette,yes,899,80,23
fayette,yes,900,80,23
fayette,yes,901,80,23
etowah,yes,902,76,49
etowah,yes,903,76,49
etowah,yes,904,76,49
etowah,yes,905,76,49
etowah,yes,906,76,49
etowah,yes,907,76,49
etowah,yes,908,76,49
etowah,yes,909,76,49
etowah,yes,910,76,49
etowah,yes,911,76,49
etowah,yes,912,76,49
etowah,yes,913,76,49
etowah,yes,914,76,49
etowah,yes,915,76,49
etowah,yes,916,76,49
etowxh,yes,917,83,1
etowah,yes,918,76,49
etowah,yex,919,84,1
etowah,yes,920,76,49
etowah,yxs,921,85,1
etowah,yes,922,76,49
etowah,yes,923,76,49
etowah,yes,924,76,49
etowah,yes,925,76,49
etowah,yes,926,76,49
etowah,yes,927,76,49
etowah,yes,928,76,49
etowah,yes,929,76,49
butler,no,930,86,24
butler,no,931,86,24
butler,no,932,86,24
butler,no,933,86,24
butler,no,934,86,24
butler,no,935,86,24
butler,no,936,86,24
butler,no,937,86,24
butler,no,938,86,24
butler,no,939,86,24
butler,no,940,86,24
butler,no,941,86,24
butler,no,942,86,24
butxer,no,943,87,1
butler,no,944,86,24
butler,no,945,86,24
butler,no,946,86,24
butler,no,947,86,24
butler,no,948,86,24
butler,no,949,86,24
butler,no,950,86,24
butler,no,951,86,24
butler,no,952,86,24
butler,no,953,86,24
butler,no,954,86,24
coffee,yes,955,58,48
coffee,yes,956,58,48
coffee,yes,957,58,48
coffee,yes,958,58,48
coffee,yes,959,58,48
coffee,yes,960,58,48
coffee,yes,961,58,48
coffee,yes,962,58,48
coffee,yes,963,58,48
coffee,yes,964,58,48
coffee,yes,965,58,48
cxffee,yes,966,88,1
coffee,yes,967,58,48
coffee,yes,968,58,48
coffee,yes,969,58,48
coffee,yes,970,58,48
coffee,yes,971,58,48
coffee,yes,972,58,48
coffee,yes,973,58,48
coffee,yes,974,58,48
coffee,yes,975,58,48
coffee,yes,976,58,48
coffee,yes,977,58,48
coffee,yes,978,58,48
coffee,yes,979,58,48
blount,yes,980,89,20
blount,yes,981,89,20
blount,yes,982,89,20
blount,yes,983,89,20
blount,yes,984,89,20
blount,yes,985,89,20
blount,yes,986,89,20
blount,yes,987,89,20
blount,yes,988,89,20
blount,yes,989,89,20
blount,yes,990,89,20
blount,yes,991,89,20
blount,yes,992,89,20
blount,yes,993,89,20
blount,yes,994,89,20
blount,yes,995,89,20
blount,yes,996,89,20
blount,yes,997,89,20
blount,yes,998,89,20
blount,yes,999,89,20
