ZipCode,PhoneNumber,original_index,unique_index,count
35976,2565718000,186,19,25
35976,2565718000,187,19,25
35976,2565718000,188,19,25
35976,2565718000,189,19,25
35976,2565718000,190,19,25
35976,2565718000,191,19,25
35976,2565718000,192,19,25
35976,2565718000,193,19,25
35235,2058383122,194,20,23
35235,2058383122,195,20,23
3x23x,2058383122,196,21,1
35235,2058383122,197,20,23
35235,2058383122,198,20,23
35235,2058383122,199,20,23
35235,2058383122,200,20,23
35235,2058383122,201,20,23
35235,2058383122,202,20,23
35235,2058383122,203,20,23
35235,2058383122,204,20,23
35235,2058383122,205,20,23
35235,2058383122,206,20,23
35235,2058383122,207,20,23
35235,2058383122,208,20,23
35235,2058383122,209,20,23
35235,2058383122,210,20,23
35235,2058383122,211,20,23
35235,2058383122,212,20,23
35235,2058383122,213,20,23
35235,2058383122,214,20,23
35235,2058383122,215,20,23
35235,2058383122,216,20,23
35235,2058x8x122,217,22,1
35235,2058383122,218,20,23
35968,2568453150,219,23,23
35968,2568453150,220,23,23
35968,2568453150,221,23,23
35968,2568453150,222,23,23
35968,2568453150,223,23,23
35968,2568453150,224,23,23
35968,2568453150,225,23,23
35968,2568453150,226,23,23
35968,2568453150,227,23,23
35968,2568453x50,228,24,1
35968,2568453150,229,23,23
35968,2568453150,230,23,23
35968,2568453150,231,23,23
359x8,2568453150,232,25,1
35968,2568453150,233,23,23
35968,2568453150,234,23,23
35968,2568453150,235,23,23
35968,2568453150,236,23,23
35968,2568453150,237,23,23
35968,2568453150,238,23,23
35968,2568453150,239,23,23
35968,2568453150,240,23,23
35968,2568453150,241,23,23
35968,2568453150,242,23,23
35968,2568453150,243,23,23
36784,3346366221,244,26,22
36784,3346366221,245,26,22
36784,3346366221,246,26,22
36784,xx46x66221,247,27,1
36784,3346366221,248,26,22
36784,3346366221,249,26,22
36784,3346366221,250,26,22
36784,3346366221,251,26,22
36784,3346366221,252,26,22
36784,3346366221,253,26,22
36784,3346366221,254,26,22
36784,3346366221,255,26,22
36784,3346366221,256,26,22
36784,3346366221,257,26,22
36784,3346366221,258,26,22
36784,3346366221,259,26,22
36784,3346366221,260,26,22
36784,334x3xx221,261,28,1
36784,3346366221,262,26,22
36784,3346366221,263,26,22
36784,3346366221,264,26,22
36784,3346366221,265,26,22
36784,3346366221,266,26,22
x6784,3346366221,267,29,1
36784,3346366221,268,26,22
35007,2056208100,269,30,23
35007,2056208100,270,30,23
35007,2056208100,271,30,23
35007,2056208100,272,30,23
35007,2056208100,273,30,23
35007,2056208100,274,30,23
35007,2056208100,275,30,23
35007,2056208100,276,30,23
35007,2056208100,277,30,23
35007,2056208100,278,30,23
35007,2056208100,279,30,23
35007,2056208100,280,30,23
35007,2056208100,281,30,23
35007,2056208100,282,30,23
3x007,2056208100,283,31,1
35007,2056208100,284,30,23
35007,2056208100,285,30,23
35007,2056208100,286,30,23
35007,2056208100,287,30,23
35007,2056208100,288,30,23
35007,2056208100,289,30,23
x5007,2056208100,290,32,1
35007,2056208100,291,30,23
35007,2056208100,292,30,23
35007,2056208100,293,30,23
35233,2053258100,294,0,25
35233,2053258100,295,0,25
35233,2053258100,296,0,25
35233,2053258100,297,0,25
35233,2053258100,298,0,25
35233,2053258100,299,0,25
35233,2053258100,300,0,25
35233,2053258100,301,0,25
35233,2053258100,302,0,25
35233,2053258100,303,0,25
35233,2053258100,304,0,25
35233,2053258100,305,0,25
35233,2053258100,306,0,25
35233,2053258100,307,0,25
35233,2053258100,308,0,25
35233,2053258100,309,0,25
35233,2053258100,310,0,25
36201,2562358900,311,33,26
36201,2562358900,312,33,26
36201,2562358900,313,33,26
36201,2562358900,314,33,26
36201,2562358900,315,33,26
36201,2562358900,316,33,26
36201,2562358900,317,33,26
36201,2562358900,318,33,26
36201,2562358900,319,33,26
36201,2562358900,320,33,26
36201,256235x900,321,34,1
36201,2562358900,322,33,26
36201,2562358900,323,33,26
36201,2562358900,324,33,26
36x01,2562358900,325,35,1
36201,2562358900,326,33,26
36201,2562358900,327,33,26
36201,2562358900,328,33,26
36201,2562358900,329,33,26
36201,2562358900,330,33,26
36305,3347935000,331,36,14
3x305,3347935000,332,37,1
36305,3347935000,333,36,14
36305,3347935000,334,36,14
36305,3347935000,335,36,14
36305,3347935000,336,36,14
36305,3347935000,337,36,14
36305,3347935000,338,36,14
36305,3347935000,339,36,14
x6x05,3347935000,340,38,1
36305,3347935000,341,36,14
36305,xx479x5000,342,39,1
36305,3347935000,343,36,14
36305,3347935000,344,36,14
36305,3347935000,345,36,14
36305,3347935000,346,36,14
36305,3347935000,347,36,14
35205,2059397000,348,40,5
35205,2059397000,349,40,5
35205,2059397000,350,40,5
35205,2059397000,351,40,5
35205,2059397000,352,40,5
35609,2563412000,353,41,1
35594,2054877736,354,42,23
35594,2054877736,355,42,23
35594,2054877736,356,42,23
35594,2054877736,357,42,23
35594,2054877736,358,42,23
35594,2054877736,359,42,23
35594,2054877736,360,42,23
35594,2054877736,361,42,23
35594,2054877736,362,42,23
35594,2054877736,363,42,23
35594,2054877736,364,42,23
35594,2054877736,365,42,23
3xx94,2054877736,366,43,2
35594,2054877736,367,42,23
35594,2054877736,368,42,23
35594,2054877736,369,42,23
35594,2054877736,370,42,23
35594,2054877736,371,42,23
35594,2054877736,372,42,23
35594,2054877736,373,42,23
35594,2054877736,374,42,23
3xx94,2054877736,375,43,2
35594,2054877736,376,42,23
35594,2054877736,377,42,23
35594,2054877736,378,42,23
36617,2514717110,379,44,10
36617,2514717110,380,44,10
36617,25x47x7xx0,381,45,3
36617,2514717110,382,44,10
36617,2514717110,383,44,10
36617,25x47x7xx0,384,45,3
36617,2514717110,385,44,10
36617,25x47x7xx0,386,45,3
36617,2514717110,387,44,10
36617,2514717110,388,44,10
36617,2514717110,389,44,10
36617,2514717110,390,44,10
36617,2514717110,391,44,10
36067,3343614267,392,46,18
36067,33x361x267,393,47,1
36067,3343614267,394,46,18
36067,3343614267,395,46,18
36067,3343614267,396,46,18
36067,3343614267,397,46,18
36067,3343614267,398,46,18
36067,3343614267,399,46,18
36067,3343614267,400,46,18
36067,3343614267,401,46,18
36067,3343614267,402,46,18
36067,3343614267,403,46,18
36067,3343614267,404,46,18
36067,3343614267,405,46,18
3x0x7,3343614267,406,48,1
36067,3343614267,407,46,18
36067,3343614267,408,46,18
36067,3343614267,409,46,18
36067,3343614267,410,46,18
36067,3343614267,411,46,18
35653,2563321611,412,49,2
35653,2563321611,413,49,2
35150,2562495000,414,50,16
35150,2562495000,415,50,16
35150,2562495000,416,50,16
35150,2562495000,417,50,16
35150,2562495000,418,50,16
35150,2562495000,419,50,16
x5150,2562495000,420,51,1
35150,2562495000,421,50,16
35150,2562495000,422,50,16
35150,2562495000,423,50,16
35150,2562495000,424,50,16
35150,2562495000,425,50,16
35150,2562495000,426,50,16
35150,2562495000,427,50,16
3x1x0,2562495000,428,52,1
35150,2562495000,429,50,16
35150,2562495000,430,50,16
35150,2562495000,431,50,16
99508,9072761131,432,53,18
99508,9072761131,433,53,18
99508,9072761131,434,53,18
99508,9072761131,435,53,18
99508,9072761131,436,53,18
99508,9072761131,437,53,18
99508,9072761131,438,53,18
99508,9072761131,439,53,18
99508,9072761131,440,53,18
99508,9072761131,441,53,18
99508,9072761131,442,53,18
99508,9072761131,443,53,18
99508,9072761131,444,53,18
99508,9072761131,445,53,18
99508,9072761131,446,53,18
99508,9072761131,447,53,18
99508,9072761131,448,53,18
99508,9072761131,449,53,18
99559,9075436300,450,54,2
99559,9075436300,451,54,2
35660,2563864556,452,1,25
35660,2563864556,453,1,25
35660,2563864556,454,1,25
35660,2563864556,455,1,25
35660,2563864556,456,1,25
35660,2563864556,457,1,25
35660,2563864556,458,1,25
35660,2563864556,459,1,25
35660,2563864556,460,1,25
35660,2563864556,461,1,25
35660,2563864556,462,1,25
35660,2563864556,463,1,25
35660,2563864556,464,1,25
35660,2563864556,465,1,25
36360,3347742601,466,55,23
36360,3347742601,467,55,23
36360,3347742601,468,55,23
36360,3347742601,469,55,23
36360,3347742601,470,55,23
36360,334774x601,471,56,1
36360,3347742601,472,55,23
36360,3347742601,473,55,23
36360,3347742601,474,55,23
36360,3347742601,475,55,23
36360,3347742601,476,55,23
36360,3347742601,477,55,23
36360,3347742601,478,55,23
36360,3347742601,479,55,23
36360,3347742601,480,55,23
36360,3347742601,481,55,23
36360,3347742601,482,55,23
36360,3347742601,483,55,23
36360,3347742601,484,55,23
36360,3347742601,485,55,23
36360,3347742601,486,55,23
36360,3347742601,487,55,23
36360,3347742601,488,55,23
36360,3347742601,489,55,23
x6x60,3347742601,490,57,1
35960,2569275531,491,58,24
35960,2569275531,492,58,24
35960,2569275531,493,58,24
35960,2569275531,494,58,24
35960,2569275531,495,58,24
35960,2569275531,496,58,24
35960,2569275531,497,58,24
35960,2569275531,498,58,24
x5960,2569275531,499,59,1
35960,2569275531,500,58,24
35960,2569275531,501,58,24
35960,2569275531,502,58,24
35960,2569275531,503,58,24
35960,2569275531,504,58,24
35960,2569275531,505,58,24
35960,2569275531,506,58,24
35960,2569275531,507,58,24
35960,2569275531,508,58,24
35960,2569275531,509,58,24
35960,2569275531,510,58,24
35960,2569275531,511,58,24
35960,2569275531,512,58,24
35960,2569275531,513,58,24
35960,2569275531,514,58,24
35960,2569275531,515,58,24
36116,3342xx2100,516,60,1
36116,3342882100,517,61,24
36116,3342882100,518,61,24
36116,3342882100,519,61,24
36116,3342882100,520,61,24
36116,3342882100,521,61,24
36116,3342882100,522,61,24
36116,3342882100,523,61,24
36116,3342882100,524,61,24
36116,3342882100,525,61,24
36116,3342882100,526,61,24
36116,3342882100,527,61,24
36116,3342882100,528,61,24
36116,3342882100,529,61,24
36116,3342882100,530,61,24
36116,3342882100,531,61,24
36116,3342882100,532,61,24
36116,3342882100,533,61,24
36116,3342882100,534,61,24
36116,3342882100,535,61,24
36116,3342882100,536,61,24
36116,3342882100,537,61,24
36116,3342882100,538,61,24
36116,3342882100,539,61,24
36116,3342882100,540,61,24
36106,3342938000,541,62,21
36106,3342938000,542,62,21
36106,3342938000,543,62,21
3x10x,3342938000,544,63,1
36106,3342938000,545,62,21
36106,3342938000,546,62,21
36106,3342938000,547,62,21
36106,3342938xxx,548,64,2
36106,3342938000,549,62,21
36106,3342938000,550,62,21
36106,3342938000,551,62,21
36106,3342938000,552,62,21
36106,3342938000,553,62,21
36106,3342938000,554,62,21
36106,3342938000,555,62,21
36106,3342938000,556,62,21
36106,3342938000,557,62,21
36106,3342938000,558,62,21
36106,3342938000,559,62,21
36106,3342938000,560,62,21
36106,33x2938000,561,65,1
36106,3342938xxx,562,64,2
36106,3342938000,563,62,21
36106,3342938000,564,62,21
36106,3342938000,565,62,21
36854,3347561400,566,66,24
36854,3347561400,567,66,24
36854,3347561400,568,66,24
36854,3347561400,569,66,24
36854,3347561400,570,66,24
36854,3347561400,571,66,24
36854,334x561400,572,67,1
36854,3347561400,573,66,24
36854,3347561400,574,66,24
36854,3347561400,575,66,24
36854,3347561400,576,66,24
36854,3347561400,577,66,24
36854,3347561400,578,66,24
36854,3347561400,579,66,24
36854,3347561400,580,66,24
36854,3347561400,581,66,24
36854,3347561400,582,66,24
36854,3347561400,583,66,24
36854,3347561400,584,66,24
36854,3347561400,585,66,24
36854,3347561400,586,66,24
36854,3347561400,587,66,24
36854,3347561400,588,66,24
36854,3347561400,589,66,24
36854,3347561400,590,66,24
36323,3348972257,591,68,24
36323,3348972257,592,68,24
36323,33x8972257,593,69,1
36323,3348972257,594,68,24
36323,3348972257,595,68,24
36323,3348972257,596,68,24
36323,3348972257,597,68,24
36323,3348972257,598,68,24
36323,3348972257,599,68,24
36323,3348972257,600,68,24
36323,3348972257,601,68,24
36323,3348972257,602,68,24
36323,3348972257,603,68,24
36323,3348972257,604,68,24
36323,3348972257,605,68,24
36323,3348972257,606,68,24
36323,3348972257,607,68,24
36323,3348972257,608,68,24
36323,3348972257,609,68,24
36323,3348972257,610,68,24
36323,3348972257,611,68,24
36323,3348972257,612,68,24
36323,3348972257,613,68,24
36323,3348972257,614,68,24
36323,3348972257,615,68,24
36801,3347493411,616,70,25
36801,3347493411,617,70,25
36801,3347493411,618,70,25
36801,3347493411,619,70,25
36801,3347493411,620,70,25
36801,3347493411,621,70,25
36801,3347493411,622,70,25
36801,3347493411,623,70,25
36801,3347493411,624,70,25
36801,3347493411,625,70,25
36801,3347493411,626,70,25
36801,3347493411,627,70,25
36801,3347493411,628,70,25
36801,3347493411,629,70,25
36801,3347493411,630,70,25
36801,3347493411,631,70,25
36801,3347493411,632,70,25
36801,3347493411,633,70,25
36801,3347493411,634,70,25
36801,3347493411,635,70,25
36801,3347493411,636,70,25
36801,3347493411,637,70,25
36801,3347493411,638,70,25
36801,3347493411,639,70,25
36801,3347493411,640,70,25
36278,2563572111,641,71,25
36278,2563572111,642,71,25
36278,2563572111,643,71,25
36278,2563572111,644,71,25
36278,2563572111,645,71,25
36278,2563572111,646,71,25
36278,2563572111,647,71,25
36278,2563572111,648,71,25
36278,2563572111,649,71,25
36278,2563572111,650,71,25
36278,2563572111,651,71,25
36278,2563572111,652,71,25
36278,2563572111,653,71,25
36278,2563572111,654,71,25
36278,2563572111,655,71,25
36278,2563572111,656,71,25
36278,2563572111,657,71,25
36278,2563572111,658,71,25
36278,2563572111,659,71,25
36278,2563572111,660,71,25
36278,2563572111,661,71,25
36278,2563572111,662,71,25
36278,2563572111,663,71,25
36278,2563572111,664,71,25
36278,2563572111,665,71,25
35233,20593xx011,666,72,1
35233,2059344011,667,73,22
35233,2059344011,668,73,22
35233,2059344011,669,73,22
35233,2059344011,670,73,22
35233,2059344011,671,73,22
35233,2059344011,672,73,22
35233,2059344011,673,73,22
35233,2059344011,674,73,22
35233,2059344011,675,73,22
35233,2059344011,676,73,22
35233,2059344011,677,73,22
35233,2059344011,678,73,22
3x233,2059344011,679,74,1
35233,2059344011,680,73,22
35233,2059344011,681,73,22
35233,2059344011,682,73,22
35233,2059344011,683,73,22
35233,2059344011,684,73,22
x52xx,2059344011,685,75,1
35233,2059344011,686,73,22
35233,2059344011,687,73,22
35233,2059344011,688,73,22
35233,2059344011,689,73,22
35233,2059344011,690,73,22
36078,3342836541,691,76,22
36078,3342836541,692,76,22
36078,3342836541,693,76,22
36078,3342836541,694,76,22
36078,3342836541,695,76,22
36078,3342836541,696,76,22
36078,3342836541,697,76,22
36078,3342836541,698,76,22
36078,334x836541,699,77,1
36078,3342836541,700,76,22
36078,3342836541,701,76,22
36078,3342836541,702,76,22
36078,3342836541,703,76,22
36078,3342836541,704,76,22
36078,3342836541,705,76,22
36078,3342836541,706,76,22
36078,3342836541,707,76,22
36078,3342836541,708,76,22
36078,3342836541,709,76,22
36x78,3342836541,710,78,1
36078,3342836541,711,76,22
36078,3342836541,712,76,22
36078,33x28365x1,713,79,1
36078,3342836541,714,76,22
36078,3342836541,715,76,22
35058,2567372000,716,80,25
35058,2567372000,717,80,25
35058,2567372000,718,80,25
35058,2567372000,719,80,25
35058,2567372000,720,80,25
35058,2567372000,721,80,25
35058,2567372000,722,80,25
35058,2567372000,723,80,25
35058,2567372000,724,80,25
35058,2567372000,725,80,25
35058,2567372000,726,80,25
35058,2567372000,727,80,25
35058,2567372000,728,80,25
35058,2567372000,729,80,25
35058,2567372000,730,80,25
35058,2567372000,731,80,25
35058,2567372000,732,80,25
35058,2567372000,733,80,25
35058,2567372000,734,80,25
35058,2567372000,735,80,25
35058,2567372000,736,80,25
35058,2567372000,737,80,25
35058,2567372000,738,80,25
35058,2567372000,739,80,25
35058,2567372000,740,80,25
36420,3342228466,741,81,22
36420,3342228466,742,81,22
36420,3342228466,743,81,22
36420,3342228466,744,81,22
36420,3342228466,745,81,22
36420,3342228466,746,81,22
36420,3342228466,747,81,22
36420,3342228466,748,81,22
36420,3342228466,749,81,22
3642x,3342228466,750,82,1
36420,334xxx8466,751,83,1
36420,3342228466,752,81,22
36420,3342228466,753,81,22
36420,3342228466,754,81,22
36420,3342228466,755,81,22
36420,3342228466,756,81,22
36420,3342228466,757,81,22
36420,3342228466,758,81,22
36420,3342228466,759,81,22
36420,3342228466,760,81,22
36420,3342228466,761,81,22
36420,3342228466,762,81,22
36420,33422284xx,763,84,1
36420,3342228466,764,81,22
36420,3342228466,765,81,22
36201,2562358900,766,33,26
36201,2562358900,767,33,26
36201,2562358900,768,33,26
36201,2562358900,769,33,26
36201,2562358900,770,33,26
36201,2562358900,771,33,26
36201,2562358900,772,33,26
36201,2562358900,773,33,26
35801,2562651000,774,85,28
35801,2562651000,775,85,28
35801,2562651000,776,85,28
35801,2562651000,777,85,28
35801,2562651000,778,85,28
35801,2562651000,779,85,28
35801,2562651000,780,85,28
35801,2562651000,781,85,28
35801,2562651000,782,85,28
35801,2562651000,783,85,28
35801,2562651000,784,85,28
35801,2562651000,785,85,28
35801,2562651000,786,85,28
35801,2562651000,787,85,28
35801,2562651000,788,85,28
35801,2562651000,789,85,28
35801,2562651000,790,85,28
35801,2562651000,791,85,28
35801,2562651000,792,85,28
35801,2562651000,793,85,28
35801,2562651000,794,85,28
35801,2562651000,795,85,28
35801,2562651000,796,85,28
35801,2562651000,797,85,28
35801,2562651000,798,85,28
35801,2562651000,799,85,28
35801,2562651000,800,85,28
35801,2562651000,801,85,28
35903,2564944000,802,86,23
35903,2564944000,803,86,23
35903,2564944000,804,86,23
35903,2564944000,805,86,23
35903,2564944000,806,86,23
35903,2564944000,807,86,23
35903,2564944000,808,86,23
35903,2564944000,809,86,23
35903,2564944000,810,86,23
35903,2564944000,811,86,23
35903,2564944000,812,86,23
35903,2564944000,813,86,23
35903,2564944000,814,86,23
x590x,2564944000,815,87,1
35903,2564944000,816,86,23
35903,2564944000,817,86,23
35903,2564944000,818,86,23
35903,2564944000,819,86,23
35903,2564944000,820,86,23
35903,2564944000,821,86,23
35903,2564944000,822,86,23
35903,2564944000,823,86,23
35903,2564944xxx,824,88,1
35903,2564944000,825,86,23
35903,2564944000,826,86,23
35045,2057552500,827,89,25
35045,2057552500,828,89,25
35045,2057552500,829,89,25
35045,2057552500,830,89,25
35045,2057552500,831,89,25
35045,2057552500,832,89,25
35045,2057552500,833,89,25
35045,2057552500,834,89,25
35045,2057552500,835,89,25
35045,2057552500,836,89,25
35045,2057552500,837,89,25
35045,2057552500,838,89,25
35045,2057552500,839,89,25
35045,2057552500,840,89,25
35045,2057552500,841,89,25
35045,2057552500,842,89,25
35045,2057552500,843,89,25
35045,2057552500,844,89,25
35045,2057552500,845,89,25
35045,2057552500,846,89,25
35045,2057552500,847,89,25
35045,2057552500,848,89,25
35045,2057552500,849,89,25
35045,2057552500,850,89,25
35045,2057552500,851,89,25
35570,2059216200,852,90,23
35570,2059216200,853,90,23
35570,2059216200,854,90,23
35570,x059x16x00,855,91,1
35570,2059216200,856,90,23
35570,2059216200,857,90,23
35570,2059216200,858,90,23
35570,2059216200,859,90,23
35570,2059216200,860,90,23
35570,2059216200,861,90,23
35570,2059216200,862,90,23
35570,2059216200,863,90,23
35570,2059216200,864,90,23
35570,20x9216200,865,92,1
35570,2059216200,866,90,23
35570,2059216200,867,90,23
35570,2059216200,868,90,23
35570,2059216200,869,90,23
35570,2059216200,870,90,23
35570,2059216200,871,90,23
35570,2059216200,872,90,23
35570,2059216200,873,90,23
35570,2059216200,874,90,23
35570,2059216200,875,90,23
35570,2059216200,876,90,23
35555,2059325966,877,93,23
35555,2059325966,878,93,23
35555,2059325966,879,93,23
35555,2059325966,880,93,23
35555,x0593x5966,881,94,2
35555,2059325966,882,93,23
35555,x0593x5966,883,94,2
35555,2059325966,884,93,23
35555,2059325966,885,93,23
35555,2059325966,886,93,23
35555,2059325966,887,93,23
35555,2059325966,888,93,23
35555,2059325966,889,93,23
35555,2059325966,890,93,23
35555,2059325966,891,93,23
35555,2059325966,892,93,23
35555,2059325966,893,93,23
35555,2059325966,894,93,23
35555,2059325966,895,93,23
35555,2059325966,896,93,23
35555,2059325966,897,93,23
35555,2059325966,898,93,23
35555,2059325966,899,93,23
35555,2059325966,900,93,23
35555,2059325966,901,93,23
35901,2565435200,902,95,26
35901,2565435200,903,95,26
35901,2565435200,904,95,26
35901,2565435200,905,95,26
35901,2565435200,906,95,26
35901,2565435200,907,95,26
35901,2565435200,908,95,26
35901,2565435200,909,95,26
35901,2565435200,910,95,26
35901,2565435200,911,95,26
35901,2565435200,912,95,26
35901,2565435200,913,95,26
35901,2565435200,914,95,26
35901,2565435200,915,95,26
35901,x565435x00,916,96,1
35901,2565435200,917,95,26
35901,2565435200,918,95,26
35901,2565435200,919,95,26
35901,2565435200,920,95,26
35901,2565435200,921,95,26
35901,2565435200,922,95,26
3590x,2565435200,923,97,1
35901,2565435200,924,95,26
35901,2565435200,925,95,26
35901,2565435200,926,95,26
35901,2565435200,927,95,26
35901,2565435200,928,95,26
35901,2565435200,929,95,26
36033,3343762205,930,98,25
36033,3343762205,931,98,25
36033,3343762205,932,98,25
36033,3343762205,933,98,25
36033,3343762205,934,98,25
36033,3343762205,935,98,25
36033,3343762205,936,98,25
36033,3343762205,937,98,25
36033,3343762205,938,98,25
36033,3343762205,939,98,25
36033,3343762205,940,98,25
36033,3343762205,941,98,25
36033,3343762205,942,98,25
36033,3343762205,943,98,25
36033,3343762205,944,98,25
36033,3343762205,945,98,25
36033,3343762205,946,98,25
36033,3343762205,947,98,25
36033,3343762205,948,98,25
36033,3343762205,949,98,25
36033,3343762205,950,98,25
36033,3343762205,951,98,25
36033,3343762205,952,98,25
36033,3343762205,953,98,25
36033,3343762205,954,98,25
36330,3343470584,955,99,25
36330,3343470584,956,99,25
36330,3343470584,957,99,25
36330,3343470584,958,99,25
36330,3343470584,959,99,25
36330,3343470584,960,99,25
36330,3343470584,961,99,25
36330,3343470584,962,99,25
36330,3343470584,963,99,25
36330,3343470584,964,99,25
36330,3343470584,965,99,25
36330,3343470584,966,99,25
36330,3343470584,967,99,25
36330,3343470584,968,99,25
36330,3343470584,969,99,25
36330,3343470584,970,99,25
36330,3343470584,971,99,25
36330,3343470584,972,99,25
36330,3343470584,973,99,25
36330,3343470584,974,99,25
36330,3343470584,975,99,25
36330,3343470584,976,99,25
36330,3343470584,977,99,25
36330,3343470584,978,99,25
36330,3343470584,979,99,25
35121,2052743000,980,100,20
35121,2052743000,981,100,20
35121,2052743000,982,100,20
35121,2052743000,983,100,20
35121,2052743000,984,100,20
35121,2052743000,985,100,20
35121,2052743000,986,100,20
35121,2052743000,987,100,20
35121,2052743000,988,100,20
