ibu,brewery-id,original_index,unique_index
70.0,34,187,116
,318,188,117
20.0,318,189,118
45.0,318,190,119
46.0,20,191,120
60.0,251,192,121
,251,193,122
22.0,116,194,123
60.0,116,195,124
62.0,116,196,125
20.0,116,197,126
45.0,116,198,127
55.0,258,199,128
70.0,258,200,129
28.0,258,201,130
48.0,258,202,131
,292,203,132
42.0,292,204,133
,292,205,132
,292,206,132
,292,207,132
,292,208,132
35.0,292,209,134
28.0,292,210,135
69.0,292,211,136
108.0,306,212,137
10.0,103,213,138
45.0,103,214,139
85.0,103,215,140
16.0,103,216,141
,76,217,142
,76,218,142
,76,219,142
,76,220,142
,76,221,142
,76,222,142
44.0,53,223,143
,53,224,144
27.0,53,225,145
,75,226,146
87.0,75,227,147
32.0,75,228,148
68.0,75,229,149
34.0,75,230,150
38.0,75,231,151
40.0,278,232,152
20.0,278,233,153
,463,234,154
,463,235,154
,463,236,154
,463,237,154
,463,238,154
17.0,220,239,155
104.0,220,240,156
,220,241,157
85.0,220,242,158
,477,243,159
,477,244,159
,477,245,159
54.0,8,246,160
,8,247,161
,40,248,162
60.0,40,249,163
32.0,519,250,164
55.0,519,251,165
65.0,336,252,166
40.0,336,253,167
35.0,336,254,168
26.0,336,255,169
60.0,336,256,170
26.0,336,257,169
35.0,336,258,168
65.0,336,259,166
,336,260,171
40.0,336,261,167
35.0,336,262,168
26.0,336,263,169
81.0,221,264,172
38.0,221,265,173
43.0,444,266,174
85.0,444,267,175
76.0,444,268,176
35.0,444,269,177
50.0,444,270,178
45.0,70,271,179
,407,272,180
,407,273,180
,407,274,180
75.0,18,275,181
16.0,112,276,182
35.0,112,277,183
8.0,112,278,184
44.0,112,279,185
83.0,294,280,186
45.0,294,281,187
34.0,294,282,188
44.0,294,283,189
16.0,79,284,190
20.0,79,285,191
,95,286,192
47.0,12,287,193
30.0,12,288,194
,12,289,195
,12,290,195
51.0,12,291,196
,12,292,195
,380,293,197
,380,294,197
,380,295,197
,380,296,197
,380,297,197
,380,298,197
,380,299,197
,380,300,197
,380,301,197
,380,302,197
37.0,380,303,198
37.0,380,304,198
37.0,380,305,198
35.0,380,306,199
,422,307,200
,422,308,200
80.0,304,309,201
60.0,382,310,202
30.0,382,311,203
22.0,382,312,204
60.0,382,313,202
16.0,414,314,205
,77,315,206
,77,316,206
,77,317,206
,77,318,206
,489,319,207
40.0,489,320,208
16.0,489,321,209
28.0,489,322,210
,364,323,211
,364,324,211
,364,325,211
,364,326,211
,364,327,211
,378,328,212
,378,329,212
,378,330,212
30.0,281,331,213
34.0,281,332,214
,525,333,215
27.0,525,334,216
72.0,107,335,217
22.0,107,336,218
30.0,107,337,219
26.0,107,338,220
94.0,107,339,221
,107,340,222
,107,341,222
,107,342,222
,107,343,222
38.0,107,344,223
,107,345,222
45.0,107,346,224
,107,347,222
,107,348,222
,107,349,222
,107,350,222
,107,351,222
,107,352,222
72.0,107,353,217
16.0,231,354,225
8.0,300,355,226
45.0,300,356,227
,300,357,228
,300,358,228
30.0,300,359,229
30.0,300,360,229
15.0,300,361,230
7.0,300,362,231
30.0,300,363,229
35.0,417,364,232
35.0,417,365,232
35.0,417,366,232
80.0,31,367,233
,167,368,234
,167,369,234
,167,370,234
52.0,219,371,235
52.0,219,372,235
80.0,219,373,236
25.0,219,374,237
,219,375,238
40.0,207,376,239
,195,377,240
9.0,391,378,241
15.0,391,379,242
68.0,391,380,243
19.0,391,381,244
,308,382,245
60.0,308,383,246
21.0,308,384,247
28.0,308,385,248
,19,386,249
,85,387,250
,10,388,251
,10,389,251
,10,390,251
,10,391,251
,10,392,251
,10,393,251
,10,394,251
,10,395,251
,10,396,251
,10,397,251
,10,398,251
,10,399,251
,10,400,251
,10,401,251
,10,402,251
,10,403,251
,10,404,251
,10,405,251
,10,406,251
,10,407,251
,10,408,251
,10,409,251
,10,410,251
,10,411,251
,10,412,251
,10,413,251
,10,414,251
,10,415,251
,10,416,251
,10,417,251
,10,418,251
,10,419,251
,10,420,251
,10,421,251
,10,422,251
,10,423,251
,10,424,251
,10,425,251
,10,426,251
,10,427,251
,10,428,251
,10,429,251
,10,430,251
,10,431,251
,10,432,251
,10,433,251
,10,434,251
,10,435,251
,10,436,251
,10,437,251
,10,438,251
,10,439,251
,10,440,251
,10,441,251
,10,442,251
,10,443,251
,10,444,251
,10,445,251
,10,446,251
,10,447,251
,10,448,251
,10,449,251
,467,450,252
,467,451,252
,89,452,253
15.0,493,453,254
17.0,493,454,255
,493,455,256
64.0,493,456,257
47.0,437,457,258
,437,458,259
47.0,437,459,258
,437,460,259
,437,461,259
,437,462,259
,530,463,260
,530,464,260
85.0,530,465,261
,530,466,260
42.0,530,467,262
35.0,530,468,263
40.0,530,469,264
,357,470,265
,56,471,266
40.0,214,472,267
20.0,214,473,268
118.0,214,474,269
,24,475,270
,24,476,270
,24,477,270
40.0,24,478,271
115.0,24,479,272
,24,480,270
,24,481,270
16.0,24,482,273
86.0,24,483,274
,24,484,270
40.0,24,485,271
14.0,197,486,275
36.0,517,487,276
,556,488,277
,556,489,277
,556,490,277
,556,491,277
,5,492,278
,5,493,278
,5,494,278
,5,495,278
,5,496,278
,5,497,278
,182,498,279
25.0,182,499,280
35.0,182,500,281
100.0,182,501,282
35.0,182,502,281
25.0,182,503,280
100.0,155,504,283
,155,505,284
55.0,155,506,285
16.0,155,507,286
24.0,155,508,287
94.0,155,509,288
94.0,155,510,288
55.0,155,511,285
55.0,155,512,285
55.0,155,513,285
55.0,155,514,285
55.0,155,515,285
24.0,155,516,287
94.0,155,517,288
,178,518,289
,178,519,289
,497,520,290
,497,521,290
,497,522,290
,497,523,290
43.0,230,524,291
130.0,230,525,292
64.0,230,526,293
35.0,230,527,294
30.0,230,528,295
35.0,267,529,296
10.0,267,530,297
80.0,192,531,298
28.0,192,532,299
18.0,192,533,300
55.0,192,534,301
18.0,192,535,300
70.0,192,536,302
,192,537,303
,192,538,303
,192,539,303
,192,540,303
,192,541,303
,504,542,304
,504,543,304
,504,544,304
22.0,179,545,305
,179,546,306
,179,547,306
100.0,222,548,307
9.0,222,549,308
80.0,222,550,309
35.0,222,551,310
,404,552,311
,404,553,311
,331,554,312
,331,555,312
,331,556,312
,331,557,312
,331,558,312
,331,559,312
,331,560,312
16.0,285,561,313
16.0,285,562,313
,96,563,314
,96,564,314
90.0,29,565,315
,29,566,316
70.0,29,567,317
35.0,29,568,318
36.0,29,569,319
18.0,29,570,320
,452,571,321
,452,572,321
40.0,122,573,322
24.0,122,574,323
40.0,122,575,322
42.0,122,576,324
15.0,350,577,325
85.0,350,578,326
99.0,350,579,327
77.0,350,580,328
,236,581,329
45.0,236,582,330
22.0,236,583,331
65.0,236,584,332
,250,585,333
8.0,250,586,334
30.0,250,587,335
,250,588,333
69.0,226,589,336
40.0,226,590,337
58.0,121,591,338
10.0,121,592,339
,121,593,340
126.0,99,594,341
29.0,526,595,342
,425,596,343
,425,597,343
25.0,141,598,344
65.0,141,599,345
65.0,141,600,345
,141,601,346
,141,602,346
,141,603,346
,141,604,346
60.0,141,605,347
60.0,141,606,347
,141,607,346
60.0,141,608,347
60.0,141,609,347
60.0,141,610,347
,141,611,346
,141,612,346
70.0,141,613,348
70.0,141,614,348
65.0,141,615,345
,141,616,346
25.0,141,617,344
25.0,141,618,344
,141,619,346
75.0,141,620,349
70.0,141,621,348
18.0,141,622,350
,145,623,351
,145,624,351
,145,625,351
,145,626,351
,145,627,351
,145,628,351
,145,629,351
60.0,320,630,352
75.0,418,631,353
13.0,418,632,354
17.0,415,633,355
55.0,415,634,356
11.0,101,635,357
75.0,101,636,358
24.0,101,637,359
24.0,101,638,359
,232,639,360
75.0,482,640,361
22.0,482,641,362
21.0,482,642,363
,139,643,364
,139,644,364
,139,645,364
,139,646,364
,512,647,365
,553,648,366
,515,649,367
29.0,515,650,368
71.0,515,651,369
46.0,63,652,370
25.0,63,653,371
,63,654,372
,63,655,372
,63,656,372
15.0,63,657,373
,63,658,372
25.0,63,659,371
65.0,247,660,374
,247,661,375
25.0,169,662,376
,169,663,377
,169,664,377
,212,665,378
,212,666,378
,212,667,378
,212,668,378
,212,669,378
,212,670,378
,212,671,378
31.0,472,672,379
23.0,472,673,380
,315,674,381
,315,675,381
,315,676,381
,315,677,381
,323,678,382
,323,679,382
,227,680,383
15.0,227,681,384
11.0,227,682,385
,227,683,383
115.0,227,684,386
80.0,227,685,387
,227,686,383
,227,687,383
,451,688,388
,451,689,388
,358,690,389
,554,691,390
,333,692,391
,333,693,391
37.0,330,694,392
,127,695,393
33.0,127,696,394
100.0,127,697,395
,127,698,393
,127,699,393
25.0,127,700,396
,127,701,393
23.0,127,702,397
70.0,127,703,398
44.0,283,704,399
16.0,283,705,400
55.0,453,706,401
46.0,453,707,402
71.0,453,708,403
46.0,453,709,402
,263,710,404
,263,711,404
40.0,454,712,405
16.0,57,713,406
22.0,57,714,407
76.0,57,715,408
12.0,57,716,409
,57,717,410
85.0,57,718,411
22.0,57,719,407
45.0,237,720,412
26.0,237,721,413
27.0,491,722,414
,491,723,415
85.0,491,724,416
12.0,491,725,417
,319,726,418
72.0,311,727,419
,488,728,420
,531,729,421
,531,730,421
,531,731,421
,531,732,421
,531,733,421
,531,734,421
,446,735,422
,446,736,422
100.0,496,737,423
17.0,496,738,424
12.0,496,739,425
49.0,496,740,426
64.0,340,741,427
18.0,538,742,428
,369,743,429
74.0,369,744,430
,369,745,429
,369,746,429
,369,747,429
,369,748,429
74.0,369,749,430
,352,750,431
25.0,516,751,432
,465,752,433
,473,753,434
,81,754,435
,81,755,435
,81,756,435
,81,757,435
60.0,170,758,436
80.0,170,759,437
23.0,26,760,438
61.0,26,761,439
,26,762,440
,26,763,440
,26,764,440
48.0,26,765,441
,173,766,442
,173,767,442
,173,768,442
,173,769,442
,173,770,442
32.0,335,771,443
19.0,335,772,444
70.0,335,773,445
55.0,224,774,446
80.0,224,775,447
58.0,405,776,448
20.0,405,777,449
20.0,405,778,449
20.0,405,779,449
70.0,405,780,450
53.0,201,781,451
,201,782,452
,201,783,452
53.0,201,784,451
,201,785,452
,201,786,452
,172,787,453
,172,788,453
80.0,172,789,454
30.0,172,790,455
,36,791,456
45.0,36,792,457
20.0,36,793,458
,256,794,459
80.0,256,795,460
,256,796,459
22.0,256,797,461
,256,798,459
72.0,256,799,462
,256,800,459
,256,801,459
,256,802,459
,256,803,459
47.0,48,804,463
75.0,48,805,464
,48,806,465
,48,807,465
20.0,48,808,466
,16,809,467
27.0,16,810,468
104.0,16,811,469
,532,812,470
,54,813,471
60.0,521,814,472
28.0,521,815,473
,50,816,474
70.0,50,817,475
,279,818,476
,279,819,476
,279,820,476
,279,821,476
18.0,217,822,477
65.0,217,823,478
,206,824,479
,206,825,479
,206,826,479
,206,827,479
,206,828,479
,206,829,479
,206,830,479
,206,831,479
,206,832,479
,206,833,479
,206,834,479
97.0,206,835,480
,151,836,481
19.0,4,837,482
16.0,4,838,483
17.0,4,839,484
42.0,4,840,485
50.0,15,841,486
65.0,15,842,487
42.0,15,843,488
73.0,287,844,489
40.0,287,845,490
20.0,287,846,491
,22,847,492
,22,848,492
,22,849,492
90.0,22,850,493
,348,851,494
17.0,160,852,495
21.0,160,853,496
,160,854,497
9.0,160,855,498
47.0,160,856,499
21.0,160,857,496
,160,858,497
,105,859,500
28.0,105,860,501
36.0,105,861,502
70.0,105,862,503
,253,863,504
69.0,253,864,505
18.0,253,865,506
27.0,66,866,507
33.0,66,867,508
,66,868,509
20.0,66,869,510
,66,870,509
10.0,66,871,511
70.0,66,872,512
5.0,66,873,513
,460,874,514
,460,875,514
,460,876,514
35.0,460,877,515
45.0,460,878,516
30.0,460,879,517
80.0,460,880,518
32.0,433,881,519
24.0,433,882,520
42.0,433,883,521
73.0,180,884,522
,347,885,523
50.0,228,886,524
15.0,228,887,525
26.0,228,888,526
70.0,106,889,527
75.0,240,890,528
35.0,240,891,529
74.0,240,892,530
70.0,240,893,531
92.0,240,894,532
60.0,240,895,533
15.0,240,896,534
65.0,240,897,535
60.0,240,898,533
,240,899,536
20.0,240,900,537
70.0,240,901,531
70.0,240,902,531
60.0,240,903,533
15.0,240,904,534
11.0,39,905,538
70.0,464,906,539
18.0,464,907,540
36.0,478,908,541
103.0,478,909,542
54.0,478,910,543
64.0,478,911,544
36.0,478,912,541
40.0,194,913,545
55.0,196,914,546
30.0,88,915,547
30.0,88,916,547
18.0,88,917,548
18.0,88,918,548
20.0,88,919,549
19.0,420,920,550
,536,921,551
,536,922,551
,536,923,551
,536,924,551
21.0,213,925,552
21.0,213,926,552
35.0,213,927,553
22.0,165,928,554
18.0,165,929,555
33.0,165,930,556
60.0,165,931,557
27.0,165,932,558
22.0,165,933,554
33.0,165,934,556
25.0,165,935,559
36.0,165,936,560
18.0,165,937,555
27.0,165,938,558
25.0,165,939,559
13.0,165,940,561
65.0,165,941,562
66.0,165,942,563
33.0,165,943,556
23.0,165,944,564
26.0,165,945,565
60.0,165,946,557
22.0,165,947,554
,6,948,566
,6,949,566
,6,950,566
,6,951,566
,6,952,566
,6,953,566
75.0,6,954,567
,6,955,566
,6,956,566
15.0,543,957,568
15.0,543,958,568
49.0,269,959,569
,269,960,570
5.0,365,961,571
22.0,365,962,572
,365,963,573
,365,964,573
20.0,365,965,574
30.0,365,966,575
,365,967,573
10.0,365,968,576
30.0,365,969,575
48.0,365,970,577
99.0,365,971,578
22.0,365,972,572
70.0,365,973,579
25.0,365,974,580
25.0,365,975,580
36.0,365,976,581
48.0,365,977,577
30.0,365,978,575
30.0,466,979,582
44.0,156,980,583
71.0,156,981,584
,86,982,585
69.0,86,983,586
,379,984,587
54.0,379,985,588
20.0,379,986,589
,379,987,587
34.0,379,988,590
54.0,379,989,588
22.0,379,990,591
6.0,124,991,592
,124,992,593
25.0,124,993,594
35.0,124,994,595
25.0,124,995,594
,124,996,593
35.0,124,997,595
55.0,124,998,596
,124,999,593
43.0,144,1000,597
67.0,290,1001,598
,290,1002,599
,327,1003,600
,327,1004,600
,327,1005,600
,327,1006,600
,327,1007,600
,327,1008,600
,327,1009,600
,327,1010,600
40.0,248,1011,601
18.0,248,1012,602
17.0,476,1013,603
14.0,476,1014,604
70.0,343,1015,605
18.0,343,1016,606
55.0,343,1017,607
15.0,234,1018,608
45.0,234,1019,609
,234,1020,610
28.0,234,1021,611
42.0,234,1022,612
20.0,234,1023,613
30.0,234,1024,614
42.0,234,1025,612
28.0,234,1026,611
10.0,234,1027,615
28.0,234,1028,611
42.0,234,1029,612
,535,1030,616
,535,1031,616
,204,1032,617
,204,1033,617
,204,1034,617
,204,1035,617
,204,1036,617
65.0,280,1037,618
40.0,280,1038,619
77.0,280,1039,620
45.0,479,1040,621
30.0,479,1041,622
,479,1042,623
30.0,423,1043,624
86.0,423,1044,625
85.0,423,1045,626
21.0,168,1046,627
68.0,168,1047,628
22.0,500,1048,629
,500,1049,630
,500,1050,630
32.0,362,1051,631
34.0,362,1052,632
20.0,362,1053,633
60.0,362,1054,634
30.0,362,1055,635
,349,1056,636
25.0,297,1057,637
28.0,297,1058,638
45.0,297,1059,639
20.0,198,1060,640
60.0,198,1061,641
70.0,198,1062,642
20.0,198,1063,640
13.0,198,1064,643
90.0,198,1065,644
90.0,198,1066,644
20.0,198,1067,640
,395,1068,645
,395,1069,645
40.0,395,1070,646
50.0,395,1071,647
,136,1072,648
,80,1073,649
21.0,80,1074,650
20.0,80,1075,651
20.0,80,1076,651
20.0,80,1077,651
20.0,80,1078,651
20.0,80,1079,651
20.0,80,1080,651
20.0,80,1081,651
20.0,80,1082,651
20.0,80,1083,651
20.0,80,1084,651
20.0,80,1085,651
20.0,80,1086,651
60.0,80,1087,652
35.0,80,1088,653
75.0,80,1089,654
70.0,80,1090,655
60.0,80,1091,652
60.0,80,1092,652
70.0,80,1093,655
32.0,80,1094,656
75.0,80,1095,654
,120,1096,657
17.0,120,1097,658
,120,1098,657
,445,1099,659
,445,1100,659
90.0,277,1101,660
22.0,277,1102,661
10.0,277,1103,662
27.0,277,1104,663
80.0,277,1105,664
45.0,277,1106,665
32.0,140,1107,666
42.0,140,1108,667
27.0,140,1109,668
58.0,23,1110,669
75.0,242,1111,670
20.0,242,1112,671
20.0,527,1113,672
55.0,527,1114,673
28.0,527,1115,674
,123,1116,675
,316,1117,676
18.0,2,1118,677
15.0,2,1119,678
80.0,2,1120,679
65.0,2,1121,680
45.0,2,1122,681
,416,1123,682
,416,1124,682
37.0,312,1125,683
,92,1126,684
,92,1127,684
,92,1128,684
,92,1129,684
,92,1130,684
,114,1131,685
,32,1132,686
,32,1133,686
,32,1134,686
,32,1135,686
,32,1136,686
,32,1137,686
15.0,233,1138,687
50.0,233,1139,688
90.0,233,1140,689
15.0,233,1141,687
,208,1142,690
24.0,208,1143,691
16.0,125,1144,692
25.0,125,1145,693
40.0,125,1146,694
25.0,125,1147,693
20.0,125,1148,695
20.0,125,1149,695
85.0,125,1150,696
45.0,125,1151,697
15.0,125,1152,698
70.0,125,1153,699
19.0,342,1154,700
64.0,342,1155,701
23.0,342,1156,702
,458,1157,703
15.0,458,1158,704
,458,1159,703
,458,1160,703
11.0,510,1161,705
65.0,510,1162,706
65.0,510,1163,706
50.0,510,1164,707
65.0,510,1165,706
11.0,510,1166,705
,84,1167,708
,84,1168,708
,84,1169,708
,84,1170,708
,84,1171,708
,84,1172,708
,84,1173,708
,102,1174,709
,102,1175,709
70.0,102,1176,710
10.0,102,1177,711
,102,1178,709
65.0,87,1179,712
11.0,87,1180,713
18.0,439,1181,714
18.0,439,1182,714
18.0,439,1183,714
18.0,439,1184,714
9.0,505,1185,715
,354,1186,716
15.0,332,1187,717
100.0,332,1188,718
30.0,545,1189,719
28.0,545,1190,720
,59,1191,721
,59,1192,721
,59,1193,721
,59,1194,721
12.0,218,1195,722
9.0,218,1196,723
66.0,218,1197,724
95.0,345,1198,725
70.0,345,1199,726
,406,1200,727
,537,1201,728
,537,1202,728
,537,1203,728
,537,1204,728
,537,1205,728
30.0,244,1206,729
30.0,244,1207,729
40.0,298,1208,730
42.0,298,1209,731
20.0,298,1210,732
75.0,298,1211,733
40.0,104,1212,734
,149,1213,735
,149,1214,735
47.0,149,1215,736
11.0,149,1216,737
30.0,149,1217,738
42.0,268,1218,739
30.0,268,1219,740
33.0,268,1220,741
8.0,268,1221,742
30.0,268,1222,740
8.0,41,1223,743
20.0,41,1224,744
,41,1225,745
,41,1226,745
65.0,430,1227,746
55.0,430,1228,747
29.0,377,1229,748
,456,1230,749
,456,1231,749
,456,1232,749
18.0,245,1233,750
31.0,245,1234,751
,158,1235,752
20.0,158,1236,753
,158,1237,752
,158,1238,752
,485,1239,754
32.0,485,1240,755
,400,1241,756
,400,1242,756
,91,1243,757
18.0,91,1244,758
,91,1245,757
18.0,91,1246,758
11.0,91,1247,759
40.0,91,1248,760
70.0,91,1249,761
32.0,91,1250,762
30.0,91,1251,763
20.0,303,1252,764
13.0,303,1253,765
20.0,303,1254,764
,534,1255,766
,534,1256,766
,534,1257,766
,534,1258,766
,356,1259,767
,356,1260,767
21.0,356,1261,768
,356,1262,767
,356,1263,767
18.0,356,1264,769
30.0,356,1265,770
14.0,356,1266,771
85.0,356,1267,772
93.0,346,1268,773
88.0,346,1269,774
25.0,346,1270,775
49.0,346,1271,776
44.0,346,1272,777
,443,1273,778
,443,1274,778
,317,1275,779
,317,1276,779
,317,1277,779
,317,1278,779
,317,1279,779
20.0,161,1280,780
47.0,161,1281,781
35.0,161,1282,782
,161,1283,783
,161,1284,783
,161,1285,783
,161,1286,783
,161,1287,783
60.0,299,1288,784
,299,1289,785
60.0,299,1290,784
,299,1291,785
,299,1292,785
,299,1293,785
,299,1294,785
,299,1295,785
12.0,299,1296,786
,299,1297,785
,299,1298,785
,299,1299,785
,299,1300,785
20.0,375,1301,787
,375,1302,788
,375,1303,788
,375,1304,788
,375,1305,788
24.0,375,1306,789
12.0,375,1307,790
68.0,375,1308,791
15.0,375,1309,792
18.0,375,1310,793
30.0,375,1311,794
65.0,375,1312,795
34.0,448,1313,796
21.0,448,1314,797
53.0,448,1315,798
,254,1316,799
,254,1317,799
,254,1318,799
75.0,203,1319,800
75.0,203,1320,800
22.0,203,1321,801
27.0,203,1322,802
23.0,203,1323,803
42.0,203,1324,804
11.0,393,1325,805
30.0,393,1326,806
62.0,393,1327,807
16.0,393,1328,808
,552,1329,809
61.0,223,1330,810
61.0,223,1331,810
12.0,223,1332,811
24.0,223,1333,812
70.0,223,1334,813
100.0,3,1335,814
85.0,3,1336,815
24.0,3,1337,816
100.0,3,1338,814
30.0,3,1339,817
28.0,3,1340,818
,65,1341,819
,65,1342,819
,65,1343,819
,65,1344,819
,65,1345,819
8.0,65,1346,820
,65,1347,819
,65,1348,819
,363,1349,821
,363,1350,821
,440,1351,822
,440,1352,822
,440,1353,822
80.0,284,1354,823
24.0,284,1355,824
51.0,284,1356,825
20.0,284,1357,826
,284,1358,827
18.0,284,1359,828
24.0,284,1360,824
,134,1361,829
,134,1362,829
,134,1363,829
,134,1364,829
,134,1365,829
,134,1366,829
,134,1367,829
,134,1368,829
,134,1369,829
,134,1370,829
,134,1371,829
,134,1372,829
,134,1373,829
,98,1374,830
66.0,98,1375,831
44.0,98,1376,832
75.0,98,1377,833
,399,1378,834
,399,1379,834
,399,1380,834
,399,1381,834
,547,1382,835
,547,1383,835
,189,1384,836
85.0,209,1385,837
75.0,209,1386,838
50.0,209,1387,839
75.0,209,1388,838
30.0,209,1389,840
46.0,209,1390,841
40.0,209,1391,842
115.0,209,1392,843
,549,1393,844
,514,1394,845
,514,1395,845
,514,1396,845
28.0,276,1397,846
49.0,276,1398,847
18.0,326,1399,848
24.0,326,1400,849
14.0,326,1401,850
24.0,326,1402,849
35.0,326,1403,851
21.0,111,1404,852
,540,1405,853
,540,1406,853
21.0,188,1407,854
70.0,188,1408,855
,260,1409,856
,507,1410,857
,507,1411,857
,507,1412,857
,507,1413,857
,507,1414,857
,366,1415,858
,366,1416,858
,366,1417,858
10.0,366,1418,859
14.0,366,1419,860
10.0,143,1420,861
30.0,143,1421,862
30.0,143,1422,862
35.0,143,1423,863
24.0,143,1424,864
22.0,143,1425,865
24.0,143,1426,864
22.0,143,1427,865
32.0,143,1428,866
15.0,143,1429,867
,387,1430,868
,387,1431,868
86.0,387,1432,869
86.0,387,1433,869
,387,1434,868
,387,1435,868
11.0,337,1436,870
65.0,337,1437,871
10.0,337,1438,872
15.0,337,1439,873
29.0,337,1440,874
,325,1441,875
,325,1442,875
40.0,82,1443,876
70.0,82,1444,877
29.0,82,1445,878
21.0,82,1446,879
,82,1447,880
,82,1448,880
,82,1449,880
,82,1450,880
18.0,82,1451,881
29.0,82,1452,878
18.0,82,1453,881
29.0,82,1454,878
70.0,82,1455,877
18.0,82,1456,881
70.0,82,1457,877
,82,1458,880
18.0,82,1459,881
6.0,410,1460,882
,410,1461,883
,410,1462,883
,410,1463,883
,410,1464,883
85.0,410,1465,884
,410,1466,883
85.0,410,1467,884
,410,1468,883
,410,1469,883
,410,1470,883
,174,1471,885
,174,1472,885
,174,1473,885
,174,1474,885
,174,1475,885
,174,1476,885
20.0,241,1477,886
30.0,241,1478,887
50.0,241,1479,888
,518,1480,889
,518,1481,889
35.0,238,1482,890
,495,1483,891
,495,1484,891
,495,1485,891
,305,1486,892
31.0,359,1487,893
80.0,359,1488,894
,431,1489,895
,431,1490,895
,431,1491,895
,431,1492,895
50.0,0,1493,896
26.0,0,1494,897
19.0,0,1495,898
38.0,0,1496,899
25.0,0,1497,900
47.0,0,1498,901
,293,1499,902
,450,1500,903
42.0,450,1501,904
,529,1502,905
,529,1503,905
,271,1504,906
,271,1505,906
,442,1506,907
66.0,442,1507,908
7.0,442,1508,909
70.0,150,1509,910
24.0,150,1510,911
27.0,150,1511,912
70.0,150,1512,910
25.0,184,1513,913
27.0,184,1514,914
35.0,184,1515,915
35.0,184,1516,915
,200,1517,916
,200,1518,916
,200,1519,916
,200,1520,916
72.0,148,1521,917
29.0,148,1522,918
36.0,148,1523,919
,148,1524,920
,148,1525,920
,148,1526,920
,148,1527,920
19.0,471,1528,921
26.0,471,1529,922
29.0,471,1530,923
45.0,471,1531,924
26.0,471,1532,922
23.0,471,1533,925
,301,1534,926
65.0,301,1535,927
,301,1536,926
,301,1537,926
20.0,301,1538,928
,301,1539,926
,301,1540,926
,301,1541,926
,301,1542,926
,301,1543,926
,390,1544,929
,390,1545,929
