ProviderNumber,HospitalName,original_index,unique_index,count
10007,mizell memorial hospital,114,9,25
10007,mizell memorial hospital,115,9,25
10007,mizell memorial hospital,116,9,25
10007,mizell memorial hospital,117,9,25
10007,mizell memorial hospital,118,9,25
10008,crenshaw community hospital,119,10,24
10008,crenshaw community hospital,120,10,24
10008,crenshaw community hospital,121,10,24
10008,crenshaw community hospital,122,10,24
10008,crenshaw community hospital,123,10,24
10008,crenshaw community hospital,124,10,24
10008,crenshaw community hospital,125,10,24
10008,crenshaw community hospital,126,10,24
10008,crenshaw community hospital,127,10,24
10008,crenshaw community hospital,128,10,24
10008,crenshaw community hospital,129,10,24
10008,crenshaw community hospital,130,10,24
10008,crenshaw cxmmunity hxspital,131,11,1
10008,crenshaw community hospital,132,10,24
10008,crenshaw community hospital,133,10,24
10008,crenshaw community hospital,134,10,24
10008,crenshaw community hospital,135,10,24
10008,crenshaw community hospital,136,10,24
10008,crenshaw community hospital,137,10,24
10008,crenshaw community hospital,138,10,24
10008,crenshaw community hospital,139,10,24
10008,crenshaw community hospital,140,10,24
10008,crenshaw community hospital,141,10,24
10008,crenshaw community hospital,142,10,24
10008,crenshaw community hospital,143,10,24
10009,hartselle medical center,144,12,25
10009,hartselle medical center,145,12,25
10009,hartselle medical center,146,12,25
10009,hartselle medical center,147,12,25
10009,hartselle medical center,148,12,25
10009,hartselle medical center,149,12,25
10009,hartselle medical center,150,12,25
10009,hartselle medical center,151,12,25
10009,hartselle medical center,152,12,25
10009,hartselle medical center,153,12,25
10009,hartselle medical center,154,12,25
10009,hartselle medical center,155,12,25
10009,hartselle medical center,156,12,25
10009,hartselle medical center,157,12,25
10009,hartselle medical center,158,12,25
10009,hartselle medical center,159,12,25
10009,hartselle medical center,160,12,25
10009,hartselle medical center,161,12,25
10009,hartselle medical center,162,12,25
10009,hartselle medical center,163,12,25
10009,hartselle medical center,164,12,25
10009,hartselle medical center,165,12,25
10009,hartselle medical center,166,12,25
10009,hartselle medical center,167,12,25
10009,hartselle medical center,168,12,25
10010,marshall medical center north,169,13,24
10010,marshall medical center north,170,13,24
10010,marshall medical cenxer norxh,171,14,1
10010,marshall medical center north,172,13,24
10010,marshall medical center north,173,13,24
10010,marshall medical center north,174,13,24
10010,marshall medical center north,175,13,24
10010,marshall medical center north,176,13,24
10010,marshall medical center north,177,13,24
10010,marshall medical center north,178,13,24
10010,marshall medical center north,179,13,24
10010,marshall medical center north,180,13,24
10010,marshall medical center north,181,13,24
10010,marshall medical center north,182,13,24
10010,marshall medical center north,183,13,24
10010,marshall medical center north,184,13,24
10010,marshall medical center north,185,13,24
10010,marshall medical center north,186,13,24
10010,marshall medical center north,187,13,24
10010,marshall medical center north,188,13,24
10010,marshall medical center north,189,13,24
10010,marshall medical center north,190,13,24
10010,marshall medical center north,191,13,24
10010,marshall medical center north,192,13,24
10010,marshall medical center north,193,13,24
10011,st vincents east,194,15,24
10011,st vincents east,195,15,24
10011,st vincents east,196,15,24
10011,st vincents east,197,15,24
10011,st vincents east,198,15,24
10011,st vincents east,199,15,24
10011,st vincents east,200,15,24
10011,st vincents east,201,15,24
10011,st vincents east,202,15,24
10011,st vincents east,203,15,24
10011,st vincents east,204,15,24
10011,st vincents east,205,15,24
10011,st vincents east,206,15,24
10011,st vincents east,207,15,24
10011,st vincents east,208,15,24
10011,st vincents east,209,15,24
10011,st vincents east,210,15,24
10011,st vincents east,211,15,24
10011,st vincents east,212,15,24
x00xx,st vincents east,213,16,1
10011,st vincents east,214,15,24
10011,st vincents east,215,15,24
10011,st vincents east,216,15,24
10011,st vincents east,217,15,24
10011,st vincents east,218,15,24
10012,dekalb regional medical center,219,17,24
10012,dekalb regional medical center,220,17,24
10012,dekalb regional medical center,221,17,24
10012,dekalb regional medical center,222,17,24
10012,dekalb regional medical center,223,17,24
10012,dekalb regional medical center,224,17,24
10012,dekalb regional medical center,225,17,24
10012,dekalb regional medical center,226,17,24
10012,dekalb regional medical center,227,17,24
10012,dekalb regional medical center,228,17,24
10012,dekalb regional medical center,229,17,24
10012,dekalb regional medical center,230,17,24
10012,dekalb regional medical center,231,17,24
10012,dekalb regional medical center,232,17,24
10012,dekalb regional medical center,233,17,24
10012,dekalb regional medical center,234,17,24
10012,dekalb regional medical center,235,17,24
10012,dekalb regional medical center,236,17,24
10012,dekalb regional medical center,237,17,24
10012,dekalb regional medical center,238,17,24
10012,dekalb regional medical center,239,17,24
10012,dekalb regional medical center,240,17,24
10012,dekalb regional medical center,241,17,24
10012,dekalb regional medical center,242,17,24
10012,dexalb regional medical center,243,18,1
x00x5,southwest alabama medical center,244,19,1
10015,southwest alabama medical center,245,20,23
10015,southwest alabama medical center,246,20,23
10015,southwest alabama medical center,247,20,23
10015,southwest alabama medical center,248,20,23
10015,southwest alabama medical center,249,20,23
10015,southwest alabama medical center,250,20,23
10015,southwest alabama medical center,251,20,23
10015,southwest alabama medical center,252,20,23
1xx15,southwest alabama medical center,253,21,1
10015,southwest alabama medical center,254,20,23
10015,southwest alabama medical center,255,20,23
10015,southwest alabama medical center,256,20,23
10015,southwest alabama medical center,257,20,23
10015,southwest alabama medical center,258,20,23
10015,southwest alabama medical center,259,20,23
10015,southwest alabama medical center,260,20,23
10015,southwest alabama medical center,261,20,23
10015,southwest alabama medical center,262,20,23
10015,southwest alabama medical center,263,20,23
10015,southwest alabama medical center,264,20,23
10015,southwest alabama medical center,265,20,23
10015,southwest alabama medical center,266,20,23
10015,southwest alabama medical center,267,20,23
10015,southwest alabama medical center,268,20,23
10016,shelby baptist medical center,269,22,24
10016,shelby baptist medical center,270,22,24
10016,shelby baptist medical center,271,22,24
10016,shelby baptist medical center,272,22,24
1xx16,shelby baptist medical center,273,23,1
10016,shelby baptist medical center,274,22,24
10016,shelby baptist medical center,275,22,24
10016,shelby baptist medical center,276,22,24
10016,shelby baptist medical center,277,22,24
10016,shelby baptist medical center,278,22,24
10016,shelby baptist medical center,279,22,24
10016,shelby baptist medical center,280,22,24
10016,shelby baptist medical center,281,22,24
10016,shelby baptist medical center,282,22,24
10016,shelby baptist medical center,283,22,24
10016,shelby baptist medical center,284,22,24
10016,shelby baptist medical center,285,22,24
10016,shelby baptist medical center,286,22,24
10016,shelby baptist medical center,287,22,24
10016,shelby baptist medical center,288,22,24
10016,shelby baptist medical center,289,22,24
10016,shelby baptist medical center,290,22,24
10016,shelby baptist medical center,291,22,24
10016,shelby baptist medical center,292,22,24
10016,shelby baptist medical center,293,22,24
10018,callahan eye foundation hospital,294,0,25
10018,callahan eye foundation hospital,295,0,25
10018,callahan eye foundation hospital,296,0,25
10018,callahan eye foundation hospital,297,0,25
10018,callahan eye foundation hospital,298,0,25
10018,callahan eye foundation hospital,299,0,25
10018,callahan eye foundation hospital,300,0,25
10018,callahan eye foundation hospital,301,0,25
10018,callahan eye foundation hospital,302,0,25
10018,callahan eye foundation hospital,303,0,25
10018,callahan eye foundation hospital,304,0,25
10018,callahan eye foundation hospital,305,0,25
10018,callahan eye foundation hospital,306,0,25
10018,callahan eye foundation hospital,307,0,25
10018,callahan eye foundation hospital,308,0,25
10018,callahan eye foundation hospital,309,0,25
10018,callahan eye foundation hospital,310,0,25
10038,stringfellow memorial hospital,311,24,27
10038,stringfellow memorial hospital,312,24,27
10038,stringfellow memorial hospital,313,24,27
100x8,stringfellow memorial hospital,314,25,1
10038,stringfellow memorial hospital,315,24,27
10038,stringfellow memorial hospital,316,24,27
10038,stringfellow memorial hospital,317,24,27
10038,stringfellow memorial hospital,318,24,27
10038,stringfellow memorial hospital,319,24,27
10038,stringfellow memorial hospital,320,24,27
10038,stringfellow memorial hospital,321,24,27
10038,stringfellow memorial hospital,322,24,27
10038,stringfellow memorial hospital,323,24,27
10038,stringfellow memorial hospital,324,24,27
10038,stringfellow memorial hospital,325,24,27
10038,stringfellow memorial hospital,326,24,27
10038,stringfellow memorial hospital,327,24,27
10038,stringfellow memorial hospital,328,24,27
10038,stringfellow memorial hospital,329,24,27
10038,stringfellow memorial hospital,330,24,27
10055,flowers hospital,331,26,16
10055,flowers hospital,332,26,16
10055,flowers hospital,333,26,16
10055,flowers hospital,334,26,16
10055,flowers hospital,335,26,16
10055,flowers hospital,336,26,16
10055,floxers hospital,337,27,1
10055,flowers hospital,338,26,16
10055,flowers hospital,339,26,16
10055,flowers hospital,340,26,16
10055,flowers hospital,341,26,16
10055,flowers hospital,342,26,16
10055,flowers hospital,343,26,16
10055,flowers hospital,344,26,16
10055,flowers hospital,345,26,16
10055,flowers hospital,346,26,16
10055,flowers hospital,347,26,16
10056,st vincents hospital,348,28,5
10056,st vincents hospital,349,28,5
10056,st vincents hospital,350,28,5
10056,st vincents hospital,351,28,5
10056,st vincents hospital,352,28,5
10085,decatur general hospital,353,29,1
10086,northwest medical center,354,30,24
10086,northwest medical center,355,30,24
10086,northwest medical center,356,30,24
10086,northwest medical center,357,30,24
10086,northwest medical center,358,30,24
10086,northwest medical center,359,30,24
100x6,northwest medical center,360,31,1
10086,northwest medical center,361,30,24
10086,northwest medical center,362,30,24
10086,northwest medical center,363,30,24
10086,northwest medical center,364,30,24
10086,northwest medical center,365,30,24
10086,northwest medical center,366,30,24
10086,northwest medical center,367,30,24
10086,northwest medical center,368,30,24
10086,northwest medical center,369,30,24
10086,northwest medical center,370,30,24
10086,northwest medical center,371,30,24
10086,northwest medical center,372,30,24
10086,northwest medical center,373,30,24
10086,northwest medical center,374,30,24
10086,northwest medical center,375,30,24
10086,northwest medical center,376,30,24
10086,northwest medical center,377,30,24
10086,northwest medical center,378,30,24
10087,univ of south alabama medical center,379,32,11
10087,univ of south alabama medical center,380,32,11
10087,univ of south alabama medical center,381,32,11
10087,univ of south alabama medical center,382,32,11
10087,univ of south alabama medical center,383,32,11
10087,univ ox south alabama medical center,384,33,1
10087,xniv of soxth alabama medical center,385,34,1
10087,univ of south alabama medical center,386,32,11
10087,univ of south alabama medical center,387,32,11
10087,univ of south alabama medical center,388,32,11
10087,univ of south alabama medical center,389,32,11
10087,univ of south alabama medical center,390,32,11
10087,univ of south alabama medical center,391,32,11
10108,prattville baptist hospital,392,35,19
10108,prattville baptist hospital,393,35,19
10108,prattville baptist hospital,394,35,19
10108,prattville baptist hospital,395,35,19
10108,prattville baptist hospital,396,35,19
10108,prattville baptist hospital,397,35,19
10108,prattville baptist hospital,398,35,19
10108,prattville baptist hospital,399,35,19
10108,prattville baptist hospital,400,35,19
10108,prattville baptist hospital,401,35,19
10108,prattville baptist hospital,402,35,19
10108,prattville baptist hospital,403,35,19
10108,prattville baptist hospital,404,35,19
10108,prattville baptist hospital,405,35,19
10108,prattville baptist hospital,406,35,19
10108,prattville baptist hospital,407,35,19
x0x08,prattville baptist hospital,408,36,1
10108,prattville baptist hospital,409,35,19
10108,prattville baptist hospital,410,35,19
10108,prattville baptist hospital,411,35,19
10158,russellville hospital,412,37,2
10158,russellville hospital,413,37,2
10164,coosa valley medical center,414,38,18
10164,coosa valley medical center,415,38,18
10164,coosa valley medical center,416,38,18
10164,coosa valley medical center,417,38,18
10164,coosa valley medical center,418,38,18
10164,coosa valley medical center,419,38,18
10164,coosa valley medical center,420,38,18
10164,coosa valley medical center,421,38,18
10164,coosa valley medical center,422,38,18
10164,coosa valley medical center,423,38,18
10164,coosa valley medical center,424,38,18
10164,coosa valley medical center,425,38,18
10164,coosa valley medical center,426,38,18
10164,coosa valley medical center,427,38,18
10164,coosa valley medical center,428,38,18
10164,coosa valley medical center,429,38,18
10164,coosa valley medical center,430,38,18
10164,coosa valley medical center,431,38,18
20017,alaska regional hospital,432,39,17
20017,alaska regional hospital,433,39,17
20017,alaska regional hospital,434,39,17
20017,alaska regional hospital,435,39,17
20017,alaska regional hospital,436,39,17
20017,alaska regional hospital,437,39,17
20017,alaska regional hospital,438,39,17
20017,alaska regional hospital,439,39,17
20017,alaska regional hospital,440,39,17
20017,alaska regional hospital,441,39,17
20017,alaska regional hospital,442,39,17
20017,alaska regional hospital,443,39,17
20017,alaska regional hospital,444,39,17
20017,alaska regional hospital,445,39,17
20017,alaska regional hospital,446,39,17
20017,alaska regional hospital,447,39,17
20017,xlxskx regionxl hospitxl,448,40,1
20017,alaska regional hospital,449,39,17
20018,yukon kuskokwim delta reg hospital,450,41,2
20018,yukon kuskokwim delta reg hospital,451,41,2
10019,helen keller memorial hospital,452,1,24
10019,helen keller memorial hospital,453,1,24
10019,helen keller memorial hospital,454,1,24
10019,helen keller memorial hospital,455,1,24
10019,helen keller memorial hospital,456,1,24
10019,helen keller memorial hospital,457,1,24
10019,helen keller memorial hospital,458,1,24
10019,helen keller memorial hospital,459,1,24
10019,helen keller memorial hospital,460,1,24
10019,helen keller memorial hospital,461,1,24
10019,helen keller memorial hospital,462,1,24
10019,helen keller memorial hospital,463,1,24
10019,helen keller memorial hospital,464,1,24
10019,helen keller memorial hospital,465,1,24
10021,dale medical center,466,42,25
10021,dale medical center,467,42,25
10021,dale medical center,468,42,25
10021,dale medical center,469,42,25
10021,dale medical center,470,42,25
10021,dale medical center,471,42,25
10021,dale medical center,472,42,25
10021,dale medical center,473,42,25
10021,dale medical center,474,42,25
10021,dale medical center,475,42,25
10021,dale medical center,476,42,25
10021,dale medical center,477,42,25
10021,dale medical center,478,42,25
10021,dale medical center,479,42,25
10021,dale medical center,480,42,25
10021,dale medical center,481,42,25
10021,dale medical center,482,42,25
10021,dale medical center,483,42,25
10021,dale medical center,484,42,25
10021,dale medical center,485,42,25
10021,dale medical center,486,42,25
10021,dale medical center,487,42,25
10021,dale medical center,488,42,25
10021,dale medical center,489,42,25
10021,dale medical center,490,42,25
10022,cherokee medical center,491,43,25
10022,cherokee medical center,492,43,25
10022,cherokee medical center,493,43,25
10022,cherokee medical center,494,43,25
10022,cherokee medical center,495,43,25
10022,cherokee medical center,496,43,25
10022,cherokee medical center,497,43,25
10022,cherokee medical center,498,43,25
10022,cherokee medical center,499,43,25
10022,cherokee medical center,500,43,25
10022,cherokee medical center,501,43,25
10022,cherokee medical center,502,43,25
10022,cherokee medical center,503,43,25
10022,cherokee medical center,504,43,25
10022,cherokee medical center,505,43,25
10022,cherokee medical center,506,43,25
10022,cherokee medical center,507,43,25
10022,cherokee medical center,508,43,25
10022,cherokee medical center,509,43,25
10022,cherokee medical center,510,43,25
10022,cherokee medical center,511,43,25
10022,cherokee medical center,512,43,25
10022,cherokee medical center,513,43,25
10022,cherokee medical center,514,43,25
10022,cherokee medical center,515,43,25
10023,baptist medical center south,516,44,24
10023,baptist medical center south,517,44,24
10023,baptist medical center south,518,44,24
10023,baptist medical center south,519,44,24
10023,baptist medical center south,520,44,24
10023,baptist medical center south,521,44,24
10023,baptist medical center south,522,44,24
10023,baptist medical center south,523,44,24
10023,baptist medical center south,524,44,24
10023,baptist medical center south,525,44,24
10023,baptist medical center south,526,44,24
10023,baptist medical center south,527,44,24
10023,baptist medical center south,528,44,24
10023,baptist medical center south,529,44,24
10023,baptist medical center south,530,44,24
10023,baptist medical center south,531,44,24
10023,baptist medical cexter south,532,45,1
10023,baptist medical center south,533,44,24
10023,baptist medical center south,534,44,24
10023,baptist medical center south,535,44,24
10023,baptist medical center south,536,44,24
10023,baptist medical center south,537,44,24
10023,baptist medical center south,538,44,24
10023,baptist medical center south,539,44,24
10023,baptist medical center south,540,44,24
10024,jackson hospital & clinic inc,541,46,23
10024,jackson hospital & clinic inc,542,46,23
10024,jackson hospital & clinic inc,543,46,23
10024,jackson hospital & clinic inc,544,46,23
10024,jackson hospital & clinic inc,545,46,23
10024,jackson hospital & clinic inc,546,46,23
10024,jackson hospital & clinic inc,547,46,23
10024,jackson hospital & clinic inc,548,46,23
10024,jackson hospital & clinic inc,549,46,23
10024,jackson hospital & clinic inc,550,46,23
10024,jackson hospital & clinic inc,551,46,23
10024,jackson hospital & clinic inc,552,46,23
10024,jackson hospital & clinic inc,553,46,23
10024,jackson hospital & clinic inc,554,46,23
10024,jackson hospital & clinic inc,555,46,23
10024,jackson hospital & clinic inc,556,46,23
10024,jackson hospital & clinic inc,557,46,23
10024,jackson hospital & clinic inc,558,46,23
1xx24,jackson hospital & clinic inc,559,47,1
10024,jaxkson hospital & xlinix inx,560,48,1
10024,jackson hospital & clinic inc,561,46,23
10024,jackson hospital & clinic inc,562,46,23
10024,jackson hospital & clinic inc,563,46,23
10024,jackson hospital & clinic inc,564,46,23
10024,jackson hospital & clinic inc,565,46,23
10025,g h lanier memorial hospital,566,49,25
10025,g h lanier memorial hospital,567,49,25
10025,g h lanier memorial hospital,568,49,25
10025,g h lanier memorial hospital,569,49,25
10025,g h lanier memorial hospital,570,49,25
10025,g h lanier memorial hospital,571,49,25
10025,g h lanier memorial hospital,572,49,25
10025,g h lanier memorial hospital,573,49,25
10025,g h lanier memorial hospital,574,49,25
10025,g h lanier memorial hospital,575,49,25
10025,g h lanier memorial hospital,576,49,25
10025,g h lanier memorial hospital,577,49,25
10025,g h lanier memorial hospital,578,49,25
10025,g h lanier memorial hospital,579,49,25
10025,g h lanier memorial hospital,580,49,25
10025,g h lanier memorial hospital,581,49,25
10025,g h lanier memorial hospital,582,49,25
10025,g h lanier memorial hospital,583,49,25
10025,g h lanier memorial hospital,584,49,25
10025,g h lanier memorial hospital,585,49,25
10025,g h lanier memorial hospital,586,49,25
10025,g h lanier memorial hospital,587,49,25
10025,g h lanier memorial hospital,588,49,25
10025,g h lanier memorial hospital,589,49,25
10025,g h lanier memorial hospital,590,49,25
10027,elba general hospital,591,50,24
10027,elba general hospital,592,50,24
10027,elba general hospital,593,50,24
10027,elba general hospital,594,50,24
10027,elba general hospital,595,50,24
10027,elba general hospital,596,50,24
10027,elba general hospital,597,50,24
10027,elba general hospital,598,50,24
10027,elba general hospital,599,50,24
10027,elba general hospital,600,50,24
10027,elba general hospital,601,50,24
10027,elba general hospital,602,50,24
10027,elba general hospital,603,50,24
10027,elba general hospital,604,50,24
10027,elba general hospital,605,50,24
10027,elba general hospital,606,50,24
10027,elba general hospital,607,50,24
x0027,elba general hospital,608,51,1
10027,elba general hospital,609,50,24
10027,elba general hospital,610,50,24
10027,elba general hospital,611,50,24
10027,elba general hospital,612,50,24
10027,elba general hospital,613,50,24
10027,elba general hospital,614,50,24
10027,elba general hospital,615,50,24
10029,east alabama medical center and snf,616,52,23
10029,east alabama medical center and snf,617,52,23
10029,east alabama medical center and snf,618,52,23
10029,east alabama medical center and snf,619,52,23
10029,east alabama medical center and snf,620,52,23
10029,east alabama medical center and snf,621,52,23
10029,east alabama medical center and snf,622,52,23
10029,east alabama medical center and snf,623,52,23
10029,east alabama medical center and snf,624,52,23
10029,east alabama medical center and snf,625,52,23
10029,east alabama medical center and snf,626,52,23
x0029,east alabama medical center and snf,627,53,1
10029,east alabama medical center and snf,628,52,23
10029,east alabama medical center and snf,629,52,23
10029,east alabama medical center and snf,630,52,23
10029,east alabama medical center and snf,631,52,23
10029,east alabama medical center and snf,632,52,23
10029,east alabama medical center and snf,633,52,23
10029,east alabama medical center and snf,634,52,23
10029,east alabama medical center and snf,635,52,23
10029,east alabama medical center and snf,636,52,23
10029,east alabama medical center and snf,637,52,23
10029,east alabama medical center and snf,638,52,23
1xx29,east alabama medical center and snf,639,54,1
10029,east alabama medical center and snf,640,52,23
10032,wedowee hospital,641,55,22
10032,wedowee hospital,642,55,22
10032,wedowee hospital,643,55,22
10032,wedowee hospital,644,55,22
1xx32,wedowee hospital,645,56,2
10032,wedowee hospital,646,55,22
10032,wedowee hospital,647,55,22
10032,wedowee hospital,648,55,22
10032,wedowee hospital,649,55,22
10032,wedowee hospital,650,55,22
10032,wedowee hospital,651,55,22
10032,wedowee hospital,652,55,22
10032,wedowee hospital,653,55,22
10032,wedowee hosxital,654,57,1
1xx32,wedowee hospital,655,56,2
10032,wedowee hospital,656,55,22
10032,wedowee hospital,657,55,22
10032,wedowee hospital,658,55,22
10032,wedowee hospital,659,55,22
10032,wedowee hospital,660,55,22
10032,wedowee hospital,661,55,22
10032,wedowee hospital,662,55,22
10032,wedowee hospital,663,55,22
10032,wedowee hospital,664,55,22
10032,wedowee hospital,665,55,22
10033,university of alabama hospital,666,58,25
10033,university of alabama hospital,667,58,25
10033,university of alabama hospital,668,58,25
10033,university of alabama hospital,669,58,25
10033,university of alabama hospital,670,58,25
10033,university of alabama hospital,671,58,25
10033,university of alabama hospital,672,58,25
10033,university of alabama hospital,673,58,25
10033,university of alabama hospital,674,58,25
10033,university of alabama hospital,675,58,25
10033,university of alabama hospital,676,58,25
10033,university of alabama hospital,677,58,25
10033,university of alabama hospital,678,58,25
10033,university of alabama hospital,679,58,25
10033,university of alabama hospital,680,58,25
10033,university of alabama hospital,681,58,25
10033,university of alabama hospital,682,58,25
10033,university of alabama hospital,683,58,25
10033,university of alabama hospital,684,58,25
10033,university of alabama hospital,685,58,25
10033,university of alabama hospital,686,58,25
10033,university of alabama hospital,687,58,25
10033,university of alabama hospital,688,58,25
10033,university of alabama hospital,689,58,25
10033,university of alabama hospital,690,58,25
10034,community hospital inc,691,59,22
10034,community hospital inc,692,59,22
10034,community hospital inc,693,59,22
10034,community hospital inc,694,59,22
10034,community hospital inc,695,59,22
10034,community hospital inc,696,59,22
10034,communitx hospital inc,697,60,1
10034,community hospital inc,698,59,22
10034,community hospital inc,699,59,22
10034,community hospital inc,700,59,22
10034,community hospital inc,701,59,22
10034,community hospital inc,702,59,22
10034,community hospital inc,703,59,22
100x4,community hospital inc,704,61,1
10034,community hospital inc,705,59,22
10034,community hospital inc,706,59,22
10034,community hospital inc,707,59,22
10034,community hospital inc,708,59,22
10034,community hospital inc,709,59,22
10034,communixy hospixal inc,710,62,1
10034,community hospital inc,711,59,22
10034,community hospital inc,712,59,22
10034,community hospital inc,713,59,22
10034,community hospital inc,714,59,22
10034,community hospital inc,715,59,22
10035,cullman regional medical center,716,63,22
10035,cullman regional medical center,717,63,22
10035,cullman regional medical center,718,63,22
10035,cullman regional medical center,719,63,22
10035,cullman regional medical center,720,63,22
100x5,cullman regional medical center,721,64,1
10035,cullman regional medical center,722,63,22
10035,cullman regional medical center,723,63,22
1xx35,cullman regional medical center,724,65,1
10035,cullman regional medical center,725,63,22
10035,cullman regional medical center,726,63,22
10035,cullman regional medical center,727,63,22
10035,cullman regional medical center,728,63,22
10035,cullman regional medical center,729,63,22
10035,cullmxn regionxl medicxl center,730,66,1
10035,cullman regional medical center,731,63,22
10035,cullman regional medical center,732,63,22
10035,cullman regional medical center,733,63,22
10035,cullman regional medical center,734,63,22
10035,cullman regional medical center,735,63,22
10035,cullman regional medical center,736,63,22
10035,cullman regional medical center,737,63,22
10035,cullman regional medical center,738,63,22
10035,cullman regional medical center,739,63,22
10035,cullman regional medical center,740,63,22
10036,andalusia regional hospital,741,67,22
10036,andalusia regional hospital,742,67,22
10036,andalusia regional hospital,743,67,22
10036,andalusia regional hospital,744,67,22
10036,andalusia regional hospital,745,67,22
10036,andalusia regional hospital,746,67,22
10036,andalusia regional hospital,747,67,22
10036,andalusia regional hospital,748,67,22
10036,andalusia regional hospital,749,67,22
10036,andalusia regional hospital,750,67,22
10036,andalusia regional hospital,751,67,22
10036,andalusia regional hospital,752,67,22
10036,andalusia regional hospital,753,67,22
10036,andalusia regional hospital,754,67,22
1xx36,andalusia regional hospital,755,68,1
10036,andalusia regional hospital,756,67,22
