Address1,CountyName,original_index,unique_index
1530 u s highway 43,marion,370,40
1530 u s highway 43,marion,371,40
1530 u s highway 43,marion,372,40
1530 u s highway 43,marion,373,40
1530 u s highway 43,marion,374,40
1530 u s highway 43,marion,375,40
1530 u s highway 43,marion,376,40
1530 u s highway 43,marion,377,40
1530 u s highway 43,marion,378,40
2451 fillingim street,mobile,379,42
2451 fillingim street,mobile,380,42
2451 fillingim street,mobile,381,42
2451 fillingim street,mobile,382,42
2451 fillingim street,mobile,383,42
2451 fillingim street,mobile,384,42
2451 fillingim street,mobile,385,42
2451 fillingim street,mobile,386,42
2451 fillingim street,mobile,387,42
2451 fillingim street,mobile,388,42
2451 fillingim street,mobile,389,42
2451 fillingim street,mobile,390,42
2451 fillingim street,mobile,391,42
124 s memorial dr,autauga,392,43
124xsxmemorialxdr,autauga,393,44
124 s memorial dr,autauga,394,43
124 s memorial dr,autauga,395,43
124 s memorial dr,autauga,396,43
124 s memorial dr,autauga,397,43
124 s memorial dr,autauga,398,43
124 s memorial dr,autauga,399,43
124 s memorial dr,autauga,400,43
124 s memorial dr,autauga,401,43
124 s memorial dr,autauga,402,43
124 s memorial dr,autauga,403,43
124 s memorial dr,autauga,404,43
124 s memorial dr,autauga,405,43
124 s memorial dr,autauga,406,43
124 s memorial dr,autauga,407,43
124 s memorial dr,autauga,408,43
124 s memorial dr,autauga,409,43
124 s memorial dr,autauga,410,43
124 s mxmorial dr,autauga,411,45
15155 highway 43,franklin,412,46
15155 highway 43,franklin,413,46
315 w hickory st,talladega,414,47
315 w hickxry st,tallaxega,415,48
315 w hickory st,talladega,416,47
315 w hickory st,talladega,417,47
315 w hickory st,talladega,418,47
315 w hickory st,talladega,419,47
315 w hickory st,talladega,420,47
315 w hickory st,talladega,421,47
315 w hickory st,talladega,422,47
315 w hickory st,talladega,423,47
315 w hickory st,talladega,424,47
315 w hickory st,talladega,425,47
315 w hickory st,talladega,426,47
315 w hickory st,talladega,427,47
315 w hickory st,talladega,428,47
315 w hickory st,talladega,429,47
315 w hickory st,talladega,430,47
315xwxhickoryxst,talladega,431,49
2801 debarr road,anchorage,432,50
2801 debarr road,anchorage,433,50
2801 debarr road,anchorage,434,50
2801 debarr road,anchorage,435,50
2801 debarr road,anchorage,436,50
2801 debarr road,anchorage,437,50
2801 debarr road,anchorage,438,50
2801 debarr road,anchorage,439,50
2801 debarr road,anchorage,440,50
2801 debarr road,anchorage,441,50
2801 debarr road,anchorage,442,50
2801 debarr road,anchorage,443,50
2801 debarr road,anchorage,444,50
2801 debarr road,anchorage,445,50
2801 debarr road,anchorage,446,50
2801 debarr road,anchorage,447,50
2801 debarr road,anchorage,448,50
2801 debarr road,anchorage,449,50
po box 287,bethel,450,51
poxboxx287,bethel,451,52
1300 south montgomery avenue,jefferson,452,1
1300 south montgomery avenue,jefferson,453,1
1300 south montgomery avenue,jefferson,454,1
1300 south montgomery avenue,jefferson,455,1
1300 south montgomery avenue,jxffxrson,456,53
1300 south montgomery avenue,xefferson,457,54
1300 south montgomery avenue,jefferson,458,1
1300 south montgomery avenue,jefferson,459,1
1300 south montgomery avenue,jefferson,460,1
1300 south montgomery avenue,jefferson,461,1
1300 south montgomery avenue,jefferson,462,1
1300 south montgomery avenue,jefferson,463,1
1300 south montgomery avenue,jefferson,464,1
1300 south montgomery avenue,jexxerson,465,55
126 hospital ave,dale,466,56
126 hospital ave,dale,467,56
126 hospital ave,dale,468,56
126 hospital ave,dale,469,56
126 hospital ave,dale,470,56
126 hospital ave,dale,471,56
126xhospitalxave,dale,472,57
126 hospital ave,dale,473,56
126 hospital ave,dale,474,56
126 hospital ave,dale,475,56
126 hospital ave,dale,476,56
126 hospital ave,dale,477,56
126 hospital ave,dale,478,56
126 hospital ave,dale,479,56
126 hospital ave,dale,480,56
126 hospital ave,dale,481,56
126 hospital ave,dale,482,56
126 hospital ave,dale,483,56
1x6 hospital ave,dale,484,58
126 hospital ave,dale,485,56
126 hospital ave,dale,486,56
126 hospital ave,dale,487,56
126 hospital ave,dale,488,56
126 hospital ave,dale,489,56
126 hospital ave,dale,490,56
400 northwood dr,cherokee,491,59
400 northwood dr,cherokee,492,59
400 northwood dr,cherokee,493,59
400 northwood dr,cherokee,494,59
400 northwood dr,cherokee,495,59
400 northwood dr,cherokee,496,59
400 northwood dr,cherokee,497,59
400 northwood dr,cherokee,498,59
400 northwood dr,cherokee,499,59
400 northwood dr,cherokee,500,59
400 northwood dr,cherokee,501,59
400 northwood dr,chxrokxx,502,60
400 northwood dr,cherokee,503,59
400 northwood dr,cherokee,504,59
400 northwood dr,cherokee,505,59
400 northwood dr,cherokee,506,59
400 northwood dr,cherokee,507,59
400 northwood dr,cherokee,508,59
400 northwood dr,cherokee,509,59
400 northwood dr,cherokee,510,59
400 northwood dr,cherokee,511,59
400 northwood dr,cherokee,512,59
400 northwood dr,chxrokxx,513,60
400 northwood dr,cherokee,514,59
400 northwood dr,cherokee,515,59
2105 east south boulevard,montgomery,516,61
2105 east south boulevard,montgomery,517,61
2105 east south boulevard,montgomery,518,61
2105 east south boulevard,montgomery,519,61
2105 east south boulevard,montgomery,520,61
2105 east south boulevard,montgomery,521,61
2105 east south boulevard,montgomery,522,61
2105 east south boulevard,montgomery,523,61
2105 east south boulevard,montgomery,524,61
2105 east south boulevard,montgomery,525,61
2105 east south boulevard,montgomery,526,61
2105 east south boulevard,monxgomery,527,62
2105 east south boulevard,montgomery,528,61
2105 east south boulevard,montgomery,529,61
2105 east south boulevard,montgomery,530,61
2105 east south boulevard,montgomery,531,61
2105 east south boulevard,montgomery,532,61
2105 east south boulevard,montgomery,533,61
2105 east south boulevard,montgomery,534,61
2105 east south boulevard,montgomery,535,61
2105 east south boulevard,montgomery,536,61
2105 east south boulevard,montgomery,537,61
2105 east south boulevard,montgomery,538,61
2105 east south boulevard,montgomery,539,61
2105 east south boulevard,montgomexy,540,63
1725 pine street,montgomery,541,64
1725 pine street,montgomery,542,64
1725 pine street,montgomery,543,64
1725 pine street,montgomery,544,64
1725 pine street,montgomery,545,64
1725 pine street,montgomery,546,64
1725 pine street,montgomery,547,64
1725 pine street,montgomery,548,64
1725 pine street,montgomery,549,64
1725 pine street,montgomery,550,64
1725 pine street,monxgomery,551,65
1725 pine street,montgomery,552,64
1725 pine street,montgomery,553,64
1725 pine street,montgomery,554,64
1725 pine street,montgomery,555,64
1725 pine street,montgomery,556,64
1725 pine street,montgomery,557,64
1725 pine street,montgomery,558,64
1725 pine street,montgomery,559,64
1725 pine street,montgomery,560,64
1725 pine street,montgomery,561,64
1725 pine street,montgomery,562,64
1725 pine street,montgomery,563,64
1725 pine street,montgomery,564,64
1725 pine street,montgomery,565,64
4800 48th st,chambers,566,66
4800 48th st,chambers,567,66
4800 48th st,chambers,568,66
4800 48th st,chambers,569,66
4800 48th st,chambers,570,66
4800 48th st,chambers,571,66
4800 48th st,chambers,572,66
4800 48th st,chambers,573,66
4800 48th st,chambers,574,66
4800 48th st,chambers,575,66
4800 48th st,chambers,576,66
4800 48th st,chambers,577,66
4800 48th st,xhambers,578,67
4800 48th st,chambers,579,66
4800 48th st,chambers,580,66
4800 48th st,chambers,581,66
4800 48th st,chambers,582,66
4800 48th st,chambers,583,66
4800 48th st,chambers,584,66
4800 48th st,chambers,585,66
4800 48th st,chambers,586,66
4800 48th st,chambers,587,66
4800 48th st,chambers,588,66
4800 48th st,chambers,589,66
4800 48th st,chaxbers,590,68
987 drayton street,coffee,591,69
987 drayton street,coffee,592,69
987 drayton street,coffee,593,69
987 drayton street,coffee,594,69
987 drayton street,coffee,595,69
987 drayton street,coffee,596,69
987 drayton street,coffee,597,69
987 drayton street,coffee,598,69
987 drayton street,coffee,599,69
987 drayton street,coffee,600,69
987 drayton street,coffee,601,69
987 drayton street,coffxx,602,70
987 drayton street,coffee,603,69
987 drayton street,coffee,604,69
987 drayton street,coffee,605,69
987 drayton street,coffee,606,69
987 drayton street,coffee,607,69
987 drayton street,coffee,608,69
987 drayton street,coffee,609,69
987 drayton street,coffee,610,69
987 drayton street,coffee,611,69
987 drayton street,coffee,612,69
987 drayton street,coffee,613,69
987 drayton street,coffee,614,69
987 drayton street,coffee,615,69
2000 pepperell parkway,lee,616,71
2000 pepperell parkway,lee,617,71
2000 pepperell parkway,lee,618,71
2000 pepperell parkway,lee,619,71
2000 pepperell parkway,lee,620,71
2000 pepperell parkway,lee,621,71
2000 pepperell parkway,lee,622,71
2000 pepperell parkway,lee,623,71
2000 pepperell parkway,lee,624,71
2000 pepperell parkway,lee,625,71
2000 pepperell parkway,lee,626,71
2000 pepperell parkway,lee,627,71
2000 pepperell parkway,lee,628,71
2000 pepperell parkway,lee,629,71
2000 pepperell parkway,lee,630,71
2000 pepperell parkway,lee,631,71
2000 pepperell parkway,lee,632,71
2000 pepperell parkway,xee,633,72
2000 pepperell parkway,lee,634,71
2000 pepperell parkway,lee,635,71
2000 pepperell parkway,lee,636,71
2000 pepperell parkway,lee,637,71
2000 pepperell parkway,lee,638,71
2000 pepperell parkway,lee,639,71
2000 pepperell parkway,lee,640,71
209 north main street,randolph,641,73
209 north main street,randolph,642,73
209 north main street,randolph,643,73
209 north main street,randolph,644,73
209 north main street,randolph,645,73
209 north main street,randolph,646,73
209 north main street,randolph,647,73
209 north main street,randolph,648,73
209 north main street,randolph,649,73
209 north main street,randolph,650,73
209 north main street,randolph,651,73
209 xorth maix street,randolph,652,74
209 north main street,randolph,653,73
209 north main street,randolph,654,73
209 north main street,randolph,655,73
209 north main street,randolph,656,73
209 north main street,randolph,657,73
209 north main street,randolph,658,73
209 north main street,randolph,659,73
209 north main street,randolph,660,73
209 north main street,randolph,661,73
209 north main street,randolph,662,73
209 north main street,randolph,663,73
209 north main street,randolph,664,73
209 north main street,randolph,665,73
619 south 19th street,jefferson,666,75
619 south 19th street,jefferson,667,75
619 south 19th street,jefferson,668,75
619 south 19th street,jefferson,669,75
619 south 19th street,jefferson,670,75
619 south 19th street,jefferson,671,75
619 south 19th street,jxffxrson,672,76
619 south 19th street,jefferson,673,75
619 south 19th street,jefferson,674,75
619 south 19th street,jefferson,675,75
619 south 19th street,jefferson,676,75
619 south 19th street,jefferson,677,75
619 south 19th street,jefferson,678,75
619 south 19th street,jefferson,679,75
619 south 19th street,jefferson,680,75
619 south 19th street,jefferson,681,75
619 south 19th street,jefferson,682,75
619 south 19th street,jefferson,683,75
619 south 19th street,jefferson,684,75
619 south 19th street,jefferson,685,75
619 south 19th street,jefferson,686,75
619 south 19th street,jefferson,687,75
619 south 19th street,jefferson,688,75
619 south 19th street,jexxerson,689,77
619 south 19th street,jefferson,690,75
805 friendship road,elmore,691,78
805 friendship road,elmoxe,692,79
805 friendship road,elmore,693,78
805 friendship road,elmore,694,78
805 friendship road,elmore,695,78
805 friendship road,elmore,696,78
805 friendship road,elmore,697,78
805 friendship road,elxore,698,80
805 friendship road,elmore,699,78
805 friendship road,elmore,700,78
805 friendship road,elmore,701,78
805 friendship road,elmore,702,78
805 friendship road,elmore,703,78
805 friendship road,elmore,704,78
805 friendship road,elmore,705,78
805 friendship road,elmore,706,78
805 friendship road,elmore,707,78
805 friendship road,elmore,708,78
805 friendship road,elmore,709,78
805 friendship road,elmore,710,78
805 friendship road,elmore,711,78
805 friendship road,elmore,712,78
805 friendship road,elmore,713,78
805 friendship road,elmore,714,78
805 friendship road,elmore,715,78
1912 alabama highway 157,cullman,716,81
1912 alabama highway 157,cullman,717,81
1912 alabama highway 157,cullman,718,81
1912 alabama highway 157,cullman,719,81
1912 alabama highway 157,cullman,720,81
1912 alabama highway 157,cullman,721,81
1912 alabama highway 157,cxllman,722,82
1912 alabama highway 157,cullman,723,81
1912 alabama highway 157,cullman,724,81
1912 alabama highway 157,cullman,725,81
1912 alabama highway 157,cullman,726,81
1912 alabama highway 157,cullman,727,81
1912 alabama highway 157,cullman,728,81
1912 alabama highway 157,cullman,729,81
1912 alabama highway 157,cxllman,730,82
1912 alabama highway 157,cullman,731,81
1912 alabama highway 157,cullman,732,81
1912 alabama highway 157,cullman,733,81
1912 alabama highway 157,cullman,734,81
1912 alabama highway 157,cullman,735,81
1912xalabamaxhighwayx157,cullman,736,83
1912 alabama highway 157,cullman,737,81
1912 alabama highway 157,cullman,738,81
1912 alabama highway 157,cullman,739,81
1912 alabama highway 157,cullman,740,81
849 south three notch street,covington,741,84
849 south three notch street,covington,742,84
849 south three notch street,covington,743,84
849 south three notch street,covington,744,84
849 south three notch street,covington,745,84
849 south three notch street,covington,746,84
849 south three notch street,covington,747,84
849 south three notch street,covington,748,84
849 south three notch street,covington,749,84
849 south three notch street,covington,750,84
849 south three notch street,covington,751,84
849 south three notch street,coxington,752,85
849 south three notch street,covington,753,84
849 south three notch street,covington,754,84
849 south three notch street,covington,755,84
849 south three notch street,covington,756,84
849 south three notch street,covington,757,84
849 south three notch street,covington,758,84
849 south three notch street,covington,759,84
849 south three notch street,covington,760,84
849 south three notch street,covington,761,84
849 south three notch street,covington,762,84
849 south three notch street,covington,763,84
849 south three notch street,covington,764,84
849 south three notch street,covington,765,84
301 east 18th st,calhoun,766,30
301 east 1xth st,calhoun,767,86
301 east 18th st,calhoun,768,30
301 east 18th st,calhoun,769,30
301 east 18th st,calhoun,770,30
301 east 18th st,calhoun,771,30
301 east 18th st,calhoun,772,30
301 east 18th st,calhoun,773,30
101 sivley rd,madison,774,87
101 sivley rd,madison,775,87
101 sivley rd,madison,776,87
101 sivley rd,madison,777,87
101 sivley rd,madison,778,87
101 sivley rd,madison,779,87
101 sivley rd,madison,780,87
101 sivley rd,madison,781,87
101 sivley rd,madison,782,87
101 sivley rd,madison,783,87
101 sivley rd,madison,784,87
101 sivley rd,madisxn,785,88
101 sivley rd,madison,786,87
101 sivley rd,madison,787,87
101 sivley rd,madison,788,87
101 sivley rd,madison,789,87
101 sivley rd,madison,790,87
101 sivley rd,madison,791,87
101 sivley rd,madison,792,87
101 sivley rd,madison,793,87
101 sivley rd,madison,794,87
101 sivley rd,madison,795,87
101 sivley rd,madison,796,87
101 sivley rd,madison,797,87
101 sivley rd,madisox,798,89
101 sivley rd,madison,799,87
101 sivley rd,madison,800,87
101 sivley rd,madison,801,87
1007 goodyear avenue,etowah,802,90
1007 goodyear avenue,etowah,803,90
1007 goodyear avenue,etowah,804,90
1007 goodyear avenue,etowah,805,90
1007 goodyear avenue,etowah,806,90
1007 goodyear avenue,etowah,807,90
1007 goodyear avenue,etowah,808,90
1007 goodyear avenue,etowah,809,90
1007 goodyear avenue,etowah,810,90
1007 goodyear avenue,etowah,811,90
1007 goodyear avenue,etowah,812,90
1007 goodyear avenue,etowah,813,90
1007 goodyear avenue,etowah,814,90
1007 goodyear avenue,etowah,815,90
1007 goodyear avenue,etowah,816,90
1007 goodyear avenue,etowah,817,90
1007 goodyear avenue,etowah,818,90
1007 goodyear avenue,etowah,819,90
1007 goodyear avenue,etowah,820,90
1007 goodyear avenue,etowah,821,90
1007 goodyear avenue,etowah,822,90
1007 goodyear avenue,etowah,823,90
1007 goodyear avenue,etowah,824,90
1007 goodyear avenue,etowah,825,90
1007 goodyear avenue,etowah,826,90
1010 lay dam road,chilton,827,91
