ProviderNumber,HospitalName,original_index,unique_index
10010,marshall medical center north,186,13
10010,marshall medical center north,187,13
10010,marshall medical center north,188,13
10010,marshall medical center north,189,13
10010,marshall medical center north,190,13
10010,marshall medical center north,191,13
10010,marshall medical center north,192,13
10010,marshall medical center north,193,13
10011,st vincents east,194,15
10011,st vincents east,195,15
10011,st vincents east,196,15
10011,st vincents east,197,15
10011,st vincents east,198,15
10011,st vincents east,199,15
10011,st vincents east,200,15
10011,st vincents east,201,15
10011,st vincents east,202,15
10011,st vincents east,203,15
10011,st vincents east,204,15
10011,st vincents east,205,15
10011,st vincents east,206,15
10011,st vincents east,207,15
10011,st vincents east,208,15
10011,st vincents east,209,15
10011,st vincents east,210,15
10011,st vincents east,211,15
10011,st vincents east,212,15
x00xx,st vincents east,213,16
10011,st vincents east,214,15
10011,st vincents east,215,15
10011,st vincents east,216,15
10011,st vincents east,217,15
10011,st vincents east,218,15
10012,dekalb regional medical center,219,17
10012,dekalb regional medical center,220,17
10012,dekalb regional medical center,221,17
10012,dekalb regional medical center,222,17
10012,dekalb regional medical center,223,17
10012,dekalb regional medical center,224,17
10012,dekalb regional medical center,225,17
10012,dekalb regional medical center,226,17
10012,dekalb regional medical center,227,17
10012,dekalb regional medical center,228,17
10012,dekalb regional medical center,229,17
10012,dekalb regional medical center,230,17
10012,dekalb regional medical center,231,17
10012,dekalb regional medical center,232,17
10012,dekalb regional medical center,233,17
10012,dekalb regional medical center,234,17
10012,dekalb regional medical center,235,17
10012,dekalb regional medical center,236,17
10012,dekalb regional medical center,237,17
10012,dekalb regional medical center,238,17
10012,dekalb regional medical center,239,17
10012,dekalb regional medical center,240,17
10012,dekalb regional medical center,241,17
10012,dekalb regional medical center,242,17
10012,dexalb regional medical center,243,18
x00x5,southwest alabama medical center,244,19
10015,southwest alabama medical center,245,20
10015,southwest alabama medical center,246,20
10015,southwest alabama medical center,247,20
10015,southwest alabama medical center,248,20
10015,southwest alabama medical center,249,20
10015,southwest alabama medical center,250,20
10015,southwest alabama medical center,251,20
10015,southwest alabama medical center,252,20
1xx15,southwest alabama medical center,253,21
10015,southwest alabama medical center,254,20
10015,southwest alabama medical center,255,20
10015,southwest alabama medical center,256,20
10015,southwest alabama medical center,257,20
10015,southwest alabama medical center,258,20
10015,southwest alabama medical center,259,20
10015,southwest alabama medical center,260,20
10015,southwest alabama medical center,261,20
10015,southwest alabama medical center,262,20
10015,southwest alabama medical center,263,20
10015,southwest alabama medical center,264,20
10015,southwest alabama medical center,265,20
10015,southwest alabama medical center,266,20
10015,southwest alabama medical center,267,20
10015,southwest alabama medical center,268,20
10016,shelby baptist medical center,269,22
10016,shelby baptist medical center,270,22
10016,shelby baptist medical center,271,22
10016,shelby baptist medical center,272,22
1xx16,shelby baptist medical center,273,23
10016,shelby baptist medical center,274,22
10016,shelby baptist medical center,275,22
10016,shelby baptist medical center,276,22
10016,shelby baptist medical center,277,22
10016,shelby baptist medical center,278,22
10016,shelby baptist medical center,279,22
10016,shelby baptist medical center,280,22
10016,shelby baptist medical center,281,22
10016,shelby baptist medical center,282,22
10016,shelby baptist medical center,283,22
10016,shelby baptist medical center,284,22
10016,shelby baptist medical center,285,22
10016,shelby baptist medical center,286,22
10016,shelby baptist medical center,287,22
10016,shelby baptist medical center,288,22
10016,shelby baptist medical center,289,22
10016,shelby baptist medical center,290,22
10016,shelby baptist medical center,291,22
10016,shelby baptist medical center,292,22
10016,shelby baptist medical center,293,22
10018,callahan eye foundation hospital,294,0
10018,callahan eye foundation hospital,295,0
10018,callahan eye foundation hospital,296,0
10018,callahan eye foundation hospital,297,0
10018,callahan eye foundation hospital,298,0
10018,callahan eye foundation hospital,299,0
10018,callahan eye foundation hospital,300,0
10018,callahan eye foundation hospital,301,0
10018,callahan eye foundation hospital,302,0
10018,callahan eye foundation hospital,303,0
10018,callahan eye foundation hospital,304,0
10018,callahan eye foundation hospital,305,0
10018,callahan eye foundation hospital,306,0
10018,callahan eye foundation hospital,307,0
10018,callahan eye foundation hospital,308,0
10018,callahan eye foundation hospital,309,0
10018,callahan eye foundation hospital,310,0
10038,stringfellow memorial hospital,311,24
10038,stringfellow memorial hospital,312,24
10038,stringfellow memorial hospital,313,24
100x8,stringfellow memorial hospital,314,25
10038,stringfellow memorial hospital,315,24
10038,stringfellow memorial hospital,316,24
10038,stringfellow memorial hospital,317,24
10038,stringfellow memorial hospital,318,24
10038,stringfellow memorial hospital,319,24
10038,stringfellow memorial hospital,320,24
10038,stringfellow memorial hospital,321,24
10038,stringfellow memorial hospital,322,24
10038,stringfellow memorial hospital,323,24
10038,stringfellow memorial hospital,324,24
10038,stringfellow memorial hospital,325,24
10038,stringfellow memorial hospital,326,24
10038,stringfellow memorial hospital,327,24
10038,stringfellow memorial hospital,328,24
10038,stringfellow memorial hospital,329,24
10038,stringfellow memorial hospital,330,24
10055,flowers hospital,331,26
10055,flowers hospital,332,26
10055,flowers hospital,333,26
10055,flowers hospital,334,26
10055,flowers hospital,335,26
10055,flowers hospital,336,26
10055,floxers hospital,337,27
10055,flowers hospital,338,26
10055,flowers hospital,339,26
10055,flowers hospital,340,26
10055,flowers hospital,341,26
10055,flowers hospital,342,26
10055,flowers hospital,343,26
10055,flowers hospital,344,26
10055,flowers hospital,345,26
10055,flowers hospital,346,26
10055,flowers hospital,347,26
10056,st vincents hospital,348,28
10056,st vincents hospital,349,28
10056,st vincents hospital,350,28
10056,st vincents hospital,351,28
10056,st vincents hospital,352,28
10085,decatur general hospital,353,29
10086,northwest medical center,354,30
10086,northwest medical center,355,30
10086,northwest medical center,356,30
10086,northwest medical center,357,30
10086,northwest medical center,358,30
10086,northwest medical center,359,30
100x6,northwest medical center,360,31
10086,northwest medical center,361,30
10086,northwest medical center,362,30
10086,northwest medical center,363,30
10086,northwest medical center,364,30
10086,northwest medical center,365,30
10086,northwest medical center,366,30
10086,northwest medical center,367,30
10086,northwest medical center,368,30
10086,northwest medical center,369,30
10086,northwest medical center,370,30
10086,northwest medical center,371,30
10086,northwest medical center,372,30
10086,northwest medical center,373,30
10086,northwest medical center,374,30
10086,northwest medical center,375,30
10086,northwest medical center,376,30
10086,northwest medical center,377,30
10086,northwest medical center,378,30
10087,univ of south alabama medical center,379,32
10087,univ of south alabama medical center,380,32
10087,univ of south alabama medical center,381,32
10087,univ of south alabama medical center,382,32
10087,univ of south alabama medical center,383,32
10087,univ ox south alabama medical center,384,33
10087,xniv of soxth alabama medical center,385,34
10087,univ of south alabama medical center,386,32
10087,univ of south alabama medical center,387,32
10087,univ of south alabama medical center,388,32
10087,univ of south alabama medical center,389,32
10087,univ of south alabama medical center,390,32
10087,univ of south alabama medical center,391,32
10108,prattville baptist hospital,392,35
10108,prattville baptist hospital,393,35
10108,prattville baptist hospital,394,35
10108,prattville baptist hospital,395,35
10108,prattville baptist hospital,396,35
10108,prattville baptist hospital,397,35
10108,prattville baptist hospital,398,35
10108,prattville baptist hospital,399,35
10108,prattville baptist hospital,400,35
10108,prattville baptist hospital,401,35
10108,prattville baptist hospital,402,35
10108,prattville baptist hospital,403,35
10108,prattville baptist hospital,404,35
10108,prattville baptist hospital,405,35
10108,prattville baptist hospital,406,35
10108,prattville baptist hospital,407,35
x0x08,prattville baptist hospital,408,36
10108,prattville baptist hospital,409,35
10108,prattville baptist hospital,410,35
10108,prattville baptist hospital,411,35
10158,russellville hospital,412,37
10158,russellville hospital,413,37
10164,coosa valley medical center,414,38
10164,coosa valley medical center,415,38
10164,coosa valley medical center,416,38
10164,coosa valley medical center,417,38
10164,coosa valley medical center,418,38
10164,coosa valley medical center,419,38
10164,coosa valley medical center,420,38
10164,coosa valley medical center,421,38
10164,coosa valley medical center,422,38
10164,coosa valley medical center,423,38
10164,coosa valley medical center,424,38
10164,coosa valley medical center,425,38
10164,coosa valley medical center,426,38
10164,coosa valley medical center,427,38
10164,coosa valley medical center,428,38
10164,coosa valley medical center,429,38
10164,coosa valley medical center,430,38
10164,coosa valley medical center,431,38
20017,alaska regional hospital,432,39
20017,alaska regional hospital,433,39
20017,alaska regional hospital,434,39
20017,alaska regional hospital,435,39
20017,alaska regional hospital,436,39
20017,alaska regional hospital,437,39
20017,alaska regional hospital,438,39
20017,alaska regional hospital,439,39
20017,alaska regional hospital,440,39
20017,alaska regional hospital,441,39
20017,alaska regional hospital,442,39
20017,alaska regional hospital,443,39
20017,alaska regional hospital,444,39
20017,alaska regional hospital,445,39
20017,alaska regional hospital,446,39
20017,alaska regional hospital,447,39
20017,xlxskx regionxl hospitxl,448,40
20017,alaska regional hospital,449,39
20018,yukon kuskokwim delta reg hospital,450,41
20018,yukon kuskokwim delta reg hospital,451,41
10019,helen keller memorial hospital,452,1
10019,helen keller memorial hospital,453,1
10019,helen keller memorial hospital,454,1
10019,helen keller memorial hospital,455,1
10019,helen keller memorial hospital,456,1
10019,helen keller memorial hospital,457,1
10019,helen keller memorial hospital,458,1
10019,helen keller memorial hospital,459,1
10019,helen keller memorial hospital,460,1
10019,helen keller memorial hospital,461,1
10019,helen keller memorial hospital,462,1
10019,helen keller memorial hospital,463,1
10019,helen keller memorial hospital,464,1
10019,helen keller memorial hospital,465,1
10021,dale medical center,466,42
10021,dale medical center,467,42
10021,dale medical center,468,42
10021,dale medical center,469,42
10021,dale medical center,470,42
10021,dale medical center,471,42
10021,dale medical center,472,42
10021,dale medical center,473,42
10021,dale medical center,474,42
10021,dale medical center,475,42
10021,dale medical center,476,42
10021,dale medical center,477,42
10021,dale medical center,478,42
10021,dale medical center,479,42
10021,dale medical center,480,42
10021,dale medical center,481,42
10021,dale medical center,482,42
10021,dale medical center,483,42
10021,dale medical center,484,42
10021,dale medical center,485,42
10021,dale medical center,486,42
10021,dale medical center,487,42
10021,dale medical center,488,42
10021,dale medical center,489,42
10021,dale medical center,490,42
10022,cherokee medical center,491,43
10022,cherokee medical center,492,43
10022,cherokee medical center,493,43
10022,cherokee medical center,494,43
10022,cherokee medical center,495,43
10022,cherokee medical center,496,43
10022,cherokee medical center,497,43
10022,cherokee medical center,498,43
10022,cherokee medical center,499,43
10022,cherokee medical center,500,43
10022,cherokee medical center,501,43
10022,cherokee medical center,502,43
10022,cherokee medical center,503,43
10022,cherokee medical center,504,43
10022,cherokee medical center,505,43
10022,cherokee medical center,506,43
10022,cherokee medical center,507,43
10022,cherokee medical center,508,43
10022,cherokee medical center,509,43
10022,cherokee medical center,510,43
10022,cherokee medical center,511,43
10022,cherokee medical center,512,43
10022,cherokee medical center,513,43
10022,cherokee medical center,514,43
10022,cherokee medical center,515,43
10023,baptist medical center south,516,44
10023,baptist medical center south,517,44
10023,baptist medical center south,518,44
10023,baptist medical center south,519,44
10023,baptist medical center south,520,44
10023,baptist medical center south,521,44
10023,baptist medical center south,522,44
10023,baptist medical center south,523,44
10023,baptist medical center south,524,44
10023,baptist medical center south,525,44
10023,baptist medical center south,526,44
10023,baptist medical center south,527,44
10023,baptist medical center south,528,44
10023,baptist medical center south,529,44
10023,baptist medical center south,530,44
10023,baptist medical center south,531,44
10023,baptist medical cexter south,532,45
10023,baptist medical center south,533,44
10023,baptist medical center south,534,44
10023,baptist medical center south,535,44
10023,baptist medical center south,536,44
10023,baptist medical center south,537,44
10023,baptist medical center south,538,44
10023,baptist medical center south,539,44
10023,baptist medical center south,540,44
10024,jackson hospital & clinic inc,541,46
10024,jackson hospital & clinic inc,542,46
10024,jackson hospital & clinic inc,543,46
10024,jackson hospital & clinic inc,544,46
10024,jackson hospital & clinic inc,545,46
10024,jackson hospital & clinic inc,546,46
10024,jackson hospital & clinic inc,547,46
10024,jackson hospital & clinic inc,548,46
10024,jackson hospital & clinic inc,549,46
10024,jackson hospital & clinic inc,550,46
10024,jackson hospital & clinic inc,551,46
10024,jackson hospital & clinic inc,552,46
10024,jackson hospital & clinic inc,553,46
10024,jackson hospital & clinic inc,554,46
10024,jackson hospital & clinic inc,555,46
10024,jackson hospital & clinic inc,556,46
10024,jackson hospital & clinic inc,557,46
10024,jackson hospital & clinic inc,558,46
1xx24,jackson hospital & clinic inc,559,47
10024,jaxkson hospital & xlinix inx,560,48
10024,jackson hospital & clinic inc,561,46
10024,jackson hospital & clinic inc,562,46
10024,jackson hospital & clinic inc,563,46
10024,jackson hospital & clinic inc,564,46
10024,jackson hospital & clinic inc,565,46
10025,g h lanier memorial hospital,566,49
10025,g h lanier memorial hospital,567,49
10025,g h lanier memorial hospital,568,49
10025,g h lanier memorial hospital,569,49
10025,g h lanier memorial hospital,570,49
10025,g h lanier memorial hospital,571,49
10025,g h lanier memorial hospital,572,49
10025,g h lanier memorial hospital,573,49
10025,g h lanier memorial hospital,574,49
10025,g h lanier memorial hospital,575,49
10025,g h lanier memorial hospital,576,49
10025,g h lanier memorial hospital,577,49
10025,g h lanier memorial hospital,578,49
10025,g h lanier memorial hospital,579,49
10025,g h lanier memorial hospital,580,49
10025,g h lanier memorial hospital,581,49
10025,g h lanier memorial hospital,582,49
10025,g h lanier memorial hospital,583,49
10025,g h lanier memorial hospital,584,49
10025,g h lanier memorial hospital,585,49
10025,g h lanier memorial hospital,586,49
10025,g h lanier memorial hospital,587,49
10025,g h lanier memorial hospital,588,49
10025,g h lanier memorial hospital,589,49
10025,g h lanier memorial hospital,590,49
10027,elba general hospital,591,50
10027,elba general hospital,592,50
10027,elba general hospital,593,50
10027,elba general hospital,594,50
10027,elba general hospital,595,50
10027,elba general hospital,596,50
10027,elba general hospital,597,50
10027,elba general hospital,598,50
10027,elba general hospital,599,50
10027,elba general hospital,600,50
10027,elba general hospital,601,50
10027,elba general hospital,602,50
10027,elba general hospital,603,50
10027,elba general hospital,604,50
10027,elba general hospital,605,50
10027,elba general hospital,606,50
10027,elba general hospital,607,50
x0027,elba general hospital,608,51
10027,elba general hospital,609,50
10027,elba general hospital,610,50
10027,elba general hospital,611,50
10027,elba general hospital,612,50
10027,elba general hospital,613,50
10027,elba general hospital,614,50
10027,elba general hospital,615,50
10029,east alabama medical center and snf,616,52
10029,east alabama medical center and snf,617,52
10029,east alabama medical center and snf,618,52
10029,east alabama medical center and snf,619,52
10029,east alabama medical center and snf,620,52
10029,east alabama medical center and snf,621,52
10029,east alabama medical center and snf,622,52
10029,east alabama medical center and snf,623,52
10029,east alabama medical center and snf,624,52
10029,east alabama medical center and snf,625,52
10029,east alabama medical center and snf,626,52
x0029,east alabama medical center and snf,627,53
10029,east alabama medical center and snf,628,52
10029,east alabama medical center and snf,629,52
10029,east alabama medical center and snf,630,52
10029,east alabama medical center and snf,631,52
10029,east alabama medical center and snf,632,52
10029,east alabama medical center and snf,633,52
10029,east alabama medical center and snf,634,52
10029,east alabama medical center and snf,635,52
10029,east alabama medical center and snf,636,52
10029,east alabama medical center and snf,637,52
10029,east alabama medical center and snf,638,52
1xx29,east alabama medical center and snf,639,54
10029,east alabama medical center and snf,640,52
10032,wedowee hospital,641,55
10032,wedowee hospital,642,55
10032,wedowee hospital,643,55
10032,wedowee hospital,644,55
1xx32,wedowee hospital,645,56
10032,wedowee hospital,646,55
10032,wedowee hospital,647,55
10032,wedowee hospital,648,55
10032,wedowee hospital,649,55
10032,wedowee hospital,650,55
10032,wedowee hospital,651,55
10032,wedowee hospital,652,55
10032,wedowee hospital,653,55
10032,wedowee hosxital,654,57
1xx32,wedowee hospital,655,56
10032,wedowee hospital,656,55
10032,wedowee hospital,657,55
10032,wedowee hospital,658,55
10032,wedowee hospital,659,55
10032,wedowee hospital,660,55
10032,wedowee hospital,661,55
10032,wedowee hospital,662,55
10032,wedowee hospital,663,55
10032,wedowee hospital,664,55
10032,wedowee hospital,665,55
10033,university of alabama hospital,666,58
10033,university of alabama hospital,667,58
10033,university of alabama hospital,668,58
10033,university of alabama hospital,669,58
10033,university of alabama hospital,670,58
10033,university of alabama hospital,671,58
10033,university of alabama hospital,672,58
10033,university of alabama hospital,673,58
10033,university of alabama hospital,674,58
10033,university of alabama hospital,675,58
10033,university of alabama hospital,676,58
10033,university of alabama hospital,677,58
10033,university of alabama hospital,678,58
10033,university of alabama hospital,679,58
10033,university of alabama hospital,680,58
10033,university of alabama hospital,681,58
10033,university of alabama hospital,682,58
10033,university of alabama hospital,683,58
10033,university of alabama hospital,684,58
10033,university of alabama hospital,685,58
10033,university of alabama hospital,686,58
10033,university of alabama hospital,687,58
10033,university of alabama hospital,688,58
10033,university of alabama hospital,689,58
10033,university of alabama hospital,690,58
10034,community hospital inc,691,59
10034,community hospital inc,692,59
10034,community hospital inc,693,59
10034,community hospital inc,694,59
10034,community hospital inc,695,59
10034,community hospital inc,696,59
10034,communitx hospital inc,697,60
10034,community hospital inc,698,59
10034,community hospital inc,699,59
10034,community hospital inc,700,59
10034,community hospital inc,701,59
10034,community hospital inc,702,59
10034,community hospital inc,703,59
100x4,community hospital inc,704,61
10034,community hospital inc,705,59
10034,community hospital inc,706,59
10034,community hospital inc,707,59
10034,community hospital inc,708,59
10034,community hospital inc,709,59
10034,communixy hospixal inc,710,62
10034,community hospital inc,711,59
10034,community hospital inc,712,59
10034,community hospital inc,713,59
10034,community hospital inc,714,59
10034,community hospital inc,715,59
10035,cullman regional medical center,716,63
10035,cullman regional medical center,717,63
10035,cullman regional medical center,718,63
10035,cullman regional medical center,719,63
10035,cullman regional medical center,720,63
100x5,cullman regional medical center,721,64
10035,cullman regional medical center,722,63
10035,cullman regional medical center,723,63
1xx35,cullman regional medical center,724,65
10035,cullman regional medical center,725,63
10035,cullman regional medical center,726,63
10035,cullman regional medical center,727,63
10035,cullman regional medical center,728,63
10035,cullman regional medical center,729,63
10035,cullmxn regionxl medicxl center,730,66
10035,cullman regional medical center,731,63
10035,cullman regional medical center,732,63
10035,cullman regional medical center,733,63
10035,cullman regional medical center,734,63
10035,cullman regional medical center,735,63
10035,cullman regional medical center,736,63
10035,cullman regional medical center,737,63
10035,cullman regional medical center,738,63
10035,cullman regional medical center,739,63
10035,cullman regional medical center,740,63
10036,andalusia regional hospital,741,67
10036,andalusia regional hospital,742,67
10036,andalusia regional hospital,743,67
10036,andalusia regional hospital,744,67
10036,andalusia regional hospital,745,67
10036,andalusia regional hospital,746,67
10036,andalusia regional hospital,747,67
10036,andalusia regional hospital,748,67
10036,andalusia regional hospital,749,67
10036,andalusia regional hospital,750,67
10036,andalusia regional hospital,751,67
10036,andalusia regional hospital,752,67
10036,andalusia regional hospital,753,67
10036,andalusia regional hospital,754,67
1xx36,andalusia regional hospital,755,68
10036,andalusia regional hospital,756,67
10036,andalusia regional hospital,757,67
10036,andaxusia regionax hospitax,758,69
10036,andalusia regional hospital,759,67
10036,andalusia regional hospital,760,67
10036,andalusia regional hospital,761,67
10036,andalusia regional hospital,762,67
10036,andalusia regional hospital,763,67
10036,andalusia regional hospital,764,67
10036,andaluxia regional hoxpital,765,70
10038,stringfellow memorial hospital,766,24
10038,stringfellow memorial hospital,767,24
10038,stringfellow memorial hospital,768,24
10038,stringfellow memorial hospital,769,24
10038,stringfellow memorial hospital,770,24
10038,stringfellow memorial hospital,771,24
10038,stringfellow memorial hospital,772,24
10038,stringfellow memorial hospital,773,24
10039,huntsville hospital,774,71
10039,huntsville hospital,775,71
10039,huntsville hospital,776,71
10039,huntsvxlle hospxtal,777,72
10039,huntsville hospital,778,71
10039,huntsville hospital,779,71
1003x,huntsville hospital,780,73
10039,huntsville hospital,781,71
10039,huntsville hospital,782,71
10039,huntsville hospital,783,71
10039,huntsville hospital,784,71
10039,huntsville hospital,785,71
10039,huntsville hospital,786,71
10039,huntsville hospital,787,71
10039,huntsville hospital,788,71
1xx39,huntsville hospital,789,74
10039,huntsville hospital,790,71
10039,huntsville hospital,791,71
10039,huntsville hospital,792,71
100x9,huntsville hospital,793,75
10039,huntsville hospital,794,71
10039,huntsville hospital,795,71
10039,huntsville hospital,796,71
10039,huntsville hospital,797,71
10039,huntsville hospital,798,71
10039,huntsville hospital,799,71
10039,huntsville hospital,800,71
10039,huntsville hospital,801,71
10040,gadsden regional medical center,802,76
10040,gadsden regional medical center,803,76
10040,gadsden regional medical center,804,76
10040,gadsden regional medical center,805,76
10040,gadsden regional medical center,806,76
10040,gadsden regional medical center,807,76
10040,gadsden regional medical center,808,76
10040,gadsden regional medical center,809,76
10040,gadsden regional medical center,810,76
10040,gadsden regional medical center,811,76
10040,gadsden regional medical center,812,76
10040,gadsden regional medical center,813,76
10040,gadsden regional medical center,814,76
10040,gadsden regional medical center,815,76
10040,gadsden regional medical center,816,76
10040,gadsden regional medical center,817,76
10040,gadsden regional medical center,818,76
10040,gadsden regional medical center,819,76
10040,gadsden regional medical center,820,76
10040,gadsden regional medical center,821,76
10040,gadsden regional medical center,822,76
10040,gadsden regional medical center,823,76
10040,gadsden regional medical center,824,76
10040,gadsden regional medical center,825,76
10040,gadsden regional medical center,826,76
10043,chilton medical center,827,77
10043,chilton medical center,828,77
10043,chilton medical center,829,77
10043,chilton medical center,830,77
10043,chilton medical center,831,77
10043,chilton medical center,832,77
10043,chilton medical center,833,77
10043,chilton medical center,834,77
10043,chilton medical center,835,77
10043,chilton medical center,836,77
10043,chilton medical center,837,77
10043,chilton medical center,838,77
10043,chilton medical center,839,77
10043,chilton medical center,840,77
10043,chilton medical center,841,77
10043,chilton medical center,842,77
10043,chilton medical center,843,77
10043,chilton medical center,844,77
10043,chilton medical center,845,77
10043,chilton medical center,846,77
10043,chilton medical center,847,77
10043,chilton medical center,848,77
10043,chilton medical center,849,77
10043,chilton medical center,850,77
10043,chilton medical center,851,77
