ZipCode,CountyName,original_index,unique_index,count
35968,dx kalb,221,23,2
35968,de kalb,222,22,20
35968,xe kalb,223,24,2
35968,de kalb,224,22,20
35968,de kalb,225,22,20
35968,de kalb,226,22,20
35968,dx kalb,227,23,2
35968,de kalb,228,22,20
35968,de kalb,229,22,20
35968,de kalb,230,22,20
35968,de kalb,231,22,20
359x8,de kalb,232,25,1
35968,de kalb,233,22,20
35968,de kalb,234,22,20
35968,de kalb,235,22,20
35968,de kalb,236,22,20
35968,de kalb,237,22,20
35968,xe kalb,238,24,2
35968,de kalb,239,22,20
35968,de kalb,240,22,20
35968,de kalb,241,22,20
35968,de kalb,242,22,20
35968,de kalb,243,22,20
36784,clarke,244,26,23
36784,clarke,245,26,23
36784,clarke,246,26,23
36784,clarke,247,26,23
36784,clarke,248,26,23
36784,clarke,249,26,23
36784,clarke,250,26,23
36784,clarke,251,26,23
36784,xlarke,252,27,1
36784,clarke,253,26,23
36784,clarke,254,26,23
36784,clarke,255,26,23
36784,clarke,256,26,23
36784,clarke,257,26,23
36784,clarke,258,26,23
36784,clarke,259,26,23
36784,clarke,260,26,23
36784,clarke,261,26,23
36784,clarke,262,26,23
36784,clarke,263,26,23
36784,clarke,264,26,23
36784,clarke,265,26,23
36784,clarke,266,26,23
x6784,clarke,267,28,1
36784,clarke,268,26,23
35007,shelby,269,29,23
35007,shelby,270,29,23
35007,shelby,271,29,23
35007,shelby,272,29,23
35007,shelby,273,29,23
35007,shelby,274,29,23
35007,shelby,275,29,23
35007,shelby,276,29,23
35007,shelby,277,29,23
35007,shelby,278,29,23
35007,shelby,279,29,23
35007,shelby,280,29,23
35007,shelby,281,29,23
35007,shelby,282,29,23
3x007,shelby,283,30,1
35007,shelby,284,29,23
35007,shelby,285,29,23
35007,shelby,286,29,23
35007,shelby,287,29,23
35007,shelby,288,29,23
35007,shelby,289,29,23
x5007,shelby,290,31,1
35007,shelby,291,29,23
35007,shelby,292,29,23
35007,shelby,293,29,23
35233,jefferson,294,0,46
35233,jefferson,295,0,46
35233,jefferson,296,0,46
35233,jefferson,297,0,46
35233,jefferson,298,0,46
35233,jefferson,299,0,46
35233,jefferson,300,0,46
35233,jefferson,301,0,46
35233,jefferson,302,0,46
35233,jefferson,303,0,46
35233,jefferson,304,0,46
35233,jefferson,305,0,46
35233,jefferson,306,0,46
35233,jefferson,307,0,46
35233,jefferson,308,0,46
35233,jefferson,309,0,46
35233,jefferson,310,0,46
36201,calhoun,311,32,25
36201,calhoxn,312,33,1
36201,calhoun,313,32,25
36201,calhoun,314,32,25
36201,calhoun,315,32,25
36201,calhoun,316,32,25
36201,calhoun,317,32,25
36201,calhoun,318,32,25
36201,calhoun,319,32,25
36201,calhoun,320,32,25
36201,calhoun,321,32,25
36201,calhoun,322,32,25
36201,calhoun,323,32,25
36201,caxhoun,324,34,1
36x01,calhoun,325,35,1
36201,calhoun,326,32,25
36201,calhoun,327,32,25
36201,calhoun,328,32,25
36201,calhoun,329,32,25
36201,calhoun,330,32,25
36305,houston,331,36,14
3x305,houston,332,37,1
36305,houston,333,36,14
36305,houston,334,36,14
36305,houston,335,36,14
36305,houston,336,36,14
36305,houston,337,36,14
36305,houston,338,36,14
36305,houston,339,36,14
x6x05,houston,340,38,1
36305,houston,341,36,14
36305,houston,342,36,14
36305,houston,343,36,14
36305,houston,344,36,14
36305,houston,345,36,14
36305,housxon,346,39,1
36305,houston,347,36,14
35205,jefferson,348,40,5
35205,jefferson,349,40,5
35205,jefferson,350,40,5
35205,jefferson,351,40,5
35205,jefferson,352,40,5
35609,morgan,353,41,1
35594,marion,354,42,23
35594,marion,355,42,23
35594,marion,356,42,23
35594,marion,357,42,23
35594,marion,358,42,23
35594,marion,359,42,23
35594,marion,360,42,23
35594,marion,361,42,23
35594,marion,362,42,23
35594,marion,363,42,23
35594,marion,364,42,23
35594,marion,365,42,23
3xx94,marion,366,43,2
35594,marion,367,42,23
35594,marion,368,42,23
35594,marion,369,42,23
35594,marion,370,42,23
35594,marion,371,42,23
35594,marion,372,42,23
35594,marion,373,42,23
35594,marion,374,42,23
3xx94,marion,375,43,2
35594,marion,376,42,23
35594,marion,377,42,23
35594,marion,378,42,23
36617,mobile,379,44,13
36617,mobile,380,44,13
36617,mobile,381,44,13
36617,mobile,382,44,13
36617,mobile,383,44,13
36617,mobile,384,44,13
36617,mobile,385,44,13
36617,mobile,386,44,13
36617,mobile,387,44,13
36617,mobile,388,44,13
36617,mobile,389,44,13
36617,mobile,390,44,13
36617,mobile,391,44,13
36067,autauga,392,45,19
36067,autauga,393,45,19
36067,autauga,394,45,19
36067,autauga,395,45,19
36067,autauga,396,45,19
36067,autauga,397,45,19
36067,autauga,398,45,19
36067,autauga,399,45,19
36067,autauga,400,45,19
36067,autauga,401,45,19
36067,autauga,402,45,19
36067,autauga,403,45,19
36067,autauga,404,45,19
36067,autauga,405,45,19
3x0x7,autauga,406,46,1
36067,autauga,407,45,19
36067,autauga,408,45,19
36067,autauga,409,45,19
36067,autauga,410,45,19
36067,autauga,411,45,19
35653,franklin,412,47,2
35653,franklin,413,47,2
35150,talladega,414,48,15
35150,tallaxega,415,49,1
35150,talladega,416,48,15
35150,talladega,417,48,15
35150,talladega,418,48,15
35150,talladega,419,48,15
x5150,talladega,420,50,1
35150,talladega,421,48,15
35150,talladega,422,48,15
35150,talladega,423,48,15
35150,talladega,424,48,15
35150,talladega,425,48,15
35150,talladega,426,48,15
35150,talladega,427,48,15
3x1x0,talladega,428,51,1
35150,talladega,429,48,15
35150,talladega,430,48,15
35150,talladega,431,48,15
99508,anchorage,432,52,18
99508,anchorage,433,52,18
99508,anchorage,434,52,18
99508,anchorage,435,52,18
99508,anchorage,436,52,18
99508,anchorage,437,52,18
99508,anchorage,438,52,18
99508,anchorage,439,52,18
99508,anchorage,440,52,18
99508,anchorage,441,52,18
99508,anchorage,442,52,18
99508,anchorage,443,52,18
99508,anchorage,444,52,18
99508,anchorage,445,52,18
99508,anchorage,446,52,18
99508,anchorage,447,52,18
99508,anchorage,448,52,18
99508,anchorage,449,52,18
99559,bethel,450,53,2
99559,bethel,451,53,2
35660,jefferson,452,1,22
35660,jefferson,453,1,22
35660,jefferson,454,1,22
35660,jefferson,455,1,22
35660,jxffxrson,456,54,1
35660,xefferson,457,55,1
35660,jefferson,458,1,22
35660,jefferson,459,1,22
35660,jefferson,460,1,22
35660,jefferson,461,1,22
35660,jefferson,462,1,22
35660,jefferson,463,1,22
35660,jefferson,464,1,22
35660,jexxerson,465,56,1
36360,dale,466,57,24
36360,dale,467,57,24
36360,dale,468,57,24
36360,dale,469,57,24
36360,dale,470,57,24
36360,dale,471,57,24
36360,dale,472,57,24
36360,dale,473,57,24
36360,dale,474,57,24
36360,dale,475,57,24
36360,dale,476,57,24
36360,dale,477,57,24
36360,dale,478,57,24
36360,dale,479,57,24
36360,dale,480,57,24
36360,dale,481,57,24
36360,dale,482,57,24
36360,dale,483,57,24
36360,dale,484,57,24
36360,dale,485,57,24
36360,dale,486,57,24
36360,dale,487,57,24
36360,dale,488,57,24
36360,dale,489,57,24
x6x60,dale,490,58,1
35960,cherokee,491,59,22
35960,cherokee,492,59,22
35960,cherokee,493,59,22
35960,cherokee,494,59,22
35960,cherokee,495,59,22
35960,cherokee,496,59,22
35960,cherokee,497,59,22
35960,cherokee,498,59,22
x5960,cherokee,499,60,1
35960,cherokee,500,59,22
35960,cherokee,501,59,22
35960,chxrokxx,502,61,2
35960,cherokee,503,59,22
35960,cherokee,504,59,22
35960,cherokee,505,59,22
35960,cherokee,506,59,22
35960,cherokee,507,59,22
35960,cherokee,508,59,22
35960,cherokee,509,59,22
35960,cherokee,510,59,22
35960,cherokee,511,59,22
35960,cherokee,512,59,22
35960,chxrokxx,513,61,2
35960,cherokee,514,59,22
35960,cherokee,515,59,22
36116,montgomery,516,62,23
36116,montgomery,517,62,23
36116,montgomery,518,62,23
36116,montgomery,519,62,23
36116,montgomery,520,62,23
36116,montgomery,521,62,23
36116,montgomery,522,62,23
36116,montgomery,523,62,23
36116,montgomery,524,62,23
36116,montgomery,525,62,23
36116,montgomery,526,62,23
36116,monxgomery,527,63,1
36116,montgomery,528,62,23
36116,montgomery,529,62,23
36116,montgomery,530,62,23
36116,montgomery,531,62,23
36116,montgomery,532,62,23
36116,montgomery,533,62,23
36116,montgomery,534,62,23
36116,montgomery,535,62,23
36116,montgomery,536,62,23
36116,montgomery,537,62,23
36116,montgomery,538,62,23
36116,montgomery,539,62,23
36116,montgomexy,540,64,1
36106,montgomery,541,65,23
36106,montgomery,542,65,23
36106,montgomery,543,65,23
3x10x,montgomery,544,66,1
36106,montgomery,545,65,23
36106,montgomery,546,65,23
36106,montgomery,547,65,23
36106,montgomery,548,65,23
36106,montgomery,549,65,23
36106,montgomery,550,65,23
36106,monxgomery,551,67,1
36106,montgomery,552,65,23
36106,montgomery,553,65,23
36106,montgomery,554,65,23
36106,montgomery,555,65,23
36106,montgomery,556,65,23
36106,montgomery,557,65,23
36106,montgomery,558,65,23
36106,montgomery,559,65,23
36106,montgomery,560,65,23
36106,montgomery,561,65,23
36106,montgomery,562,65,23
36106,montgomery,563,65,23
36106,montgomery,564,65,23
36106,montgomery,565,65,23
36854,chambers,566,68,23
36854,chambers,567,68,23
36854,chambers,568,68,23
36854,chambers,569,68,23
36854,chambers,570,68,23
36854,chambers,571,68,23
36854,chambers,572,68,23
36854,chambers,573,68,23
36854,chambers,574,68,23
36854,chambers,575,68,23
36854,chambers,576,68,23
36854,chambers,577,68,23
36854,xhambers,578,69,1
36854,chambers,579,68,23
36854,chambers,580,68,23
36854,chambers,581,68,23
36854,chambers,582,68,23
36854,chambers,583,68,23
36854,chambers,584,68,23
36854,chambers,585,68,23
36854,chambers,586,68,23
36854,chambers,587,68,23
36854,chambers,588,68,23
36854,chambers,589,68,23
36854,chaxbers,590,70,1
36323,coffee,591,71,24
36323,coffee,592,71,24
36323,coffee,593,71,24
36323,coffee,594,71,24
36323,coffee,595,71,24
36323,coffee,596,71,24
36323,coffee,597,71,24
36323,coffee,598,71,24
36323,coffee,599,71,24
36323,coffee,600,71,24
36323,coffee,601,71,24
36323,coffxx,602,72,1
36323,coffee,603,71,24
36323,coffee,604,71,24
36323,coffee,605,71,24
36323,coffee,606,71,24
36323,coffee,607,71,24
36323,coffee,608,71,24
36323,coffee,609,71,24
36323,coffee,610,71,24
36323,coffee,611,71,24
36323,coffee,612,71,24
36323,coffee,613,71,24
36323,coffee,614,71,24
36323,coffee,615,71,24
36801,lee,616,73,24
36801,lee,617,73,24
36801,lee,618,73,24
36801,lee,619,73,24
36801,lee,620,73,24
36801,lee,621,73,24
36801,lee,622,73,24
36801,lee,623,73,24
36801,lee,624,73,24
36801,lee,625,73,24
36801,lee,626,73,24
36801,lee,627,73,24
36801,lee,628,73,24
36801,lee,629,73,24
36801,lee,630,73,24
36801,lee,631,73,24
36801,lee,632,73,24
36801,xee,633,74,1
36801,lee,634,73,24
36801,lee,635,73,24
36801,lee,636,73,24
36801,lee,637,73,24
36801,lee,638,73,24
36801,lee,639,73,24
36801,lee,640,73,24
36278,randolph,641,75,25
36278,randolph,642,75,25
36278,randolph,643,75,25
36278,randolph,644,75,25
36278,randolph,645,75,25
36278,randolph,646,75,25
36278,randolph,647,75,25
36278,randolph,648,75,25
36278,randolph,649,75,25
36278,randolph,650,75,25
36278,randolph,651,75,25
36278,randolph,652,75,25
36278,randolph,653,75,25
36278,randolph,654,75,25
36278,randolph,655,75,25
36278,randolph,656,75,25
36278,randolph,657,75,25
36278,randolph,658,75,25
36278,randolph,659,75,25
36278,randolph,660,75,25
36278,randolph,661,75,25
36278,randolph,662,75,25
36278,randolph,663,75,25
36278,randolph,664,75,25
36278,randolph,665,75,25
35233,jefferson,666,0,46
35233,jefferson,667,0,46
35233,jefferson,668,0,46
35233,jefferson,669,0,46
35233,jefferson,670,0,46
35233,jefferson,671,0,46
35233,jxffxrson,672,76,1
35233,jefferson,673,0,46
35233,jefferson,674,0,46
35233,jefferson,675,0,46
35233,jefferson,676,0,46
35233,jefferson,677,0,46
35233,jefferson,678,0,46
3x233,jefferson,679,77,1
35233,jefferson,680,0,46
35233,jefferson,681,0,46
35233,jefferson,682,0,46
35233,jefferson,683,0,46
35233,jefferson,684,0,46
x52xx,jefferson,685,78,1
35233,jefferson,686,0,46
35233,jefferson,687,0,46
35233,jefferson,688,0,46
35233,jexxerson,689,79,1
35233,jefferson,690,0,46
36078,elmore,691,80,22
36078,elmoxe,692,81,1
36078,elmore,693,80,22
36078,elmore,694,80,22
36078,elmore,695,80,22
36078,elmore,696,80,22
36078,elmore,697,80,22
36078,elxore,698,82,1
36078,elmore,699,80,22
36078,elmore,700,80,22
36078,elmore,701,80,22
36078,elmore,702,80,22
36078,elmore,703,80,22
36078,elmore,704,80,22
36078,elmore,705,80,22
36078,elmore,706,80,22
36078,elmore,707,80,22
36078,elmore,708,80,22
36078,elmore,709,80,22
36x78,elmore,710,83,1
36078,elmore,711,80,22
36078,elmore,712,80,22
36078,elmore,713,80,22
36078,elmore,714,80,22
36078,elmore,715,80,22
35058,cullman,716,84,23
35058,cullman,717,84,23
35058,cullman,718,84,23
35058,cullman,719,84,23
35058,cullman,720,84,23
35058,cullman,721,84,23
35058,cxllman,722,85,2
35058,cullman,723,84,23
35058,cullman,724,84,23
35058,cullman,725,84,23
35058,cullman,726,84,23
35058,cullman,727,84,23
35058,cullman,728,84,23
35058,cullman,729,84,23
35058,cxllman,730,85,2
35058,cullman,731,84,23
35058,cullman,732,84,23
35058,cullman,733,84,23
35058,cullman,734,84,23
35058,cullman,735,84,23
35058,cullman,736,84,23
35058,cullman,737,84,23
35058,cullman,738,84,23
35058,cullman,739,84,23
35058,cullman,740,84,23
36420,covington,741,86,23
36420,covington,742,86,23
36420,covington,743,86,23
36420,covington,744,86,23
36420,covington,745,86,23
36420,covington,746,86,23
36420,covington,747,86,23
36420,covington,748,86,23
36420,covington,749,86,23
3642x,covington,750,87,1
36420,covington,751,86,23
36420,coxington,752,88,1
36420,covington,753,86,23
36420,covington,754,86,23
36420,covington,755,86,23
36420,covington,756,86,23
36420,covington,757,86,23
36420,covington,758,86,23
36420,covington,759,86,23
36420,covington,760,86,23
36420,covington,761,86,23
36420,covington,762,86,23
36420,covington,763,86,23
36420,covington,764,86,23
36420,covington,765,86,23
36201,calhoun,766,32,25
36201,calhoun,767,32,25
36201,calhoun,768,32,25
36201,calhoun,769,32,25
36201,calhoun,770,32,25
36201,calhoun,771,32,25
36201,calhoun,772,32,25
36201,calhoun,773,32,25
35801,madison,774,89,26
35801,madison,775,89,26
35801,madison,776,89,26
35801,madison,777,89,26
35801,madison,778,89,26
35801,madison,779,89,26
35801,madison,780,89,26
35801,madison,781,89,26
35801,madison,782,89,26
35801,madison,783,89,26
35801,madison,784,89,26
35801,madisxn,785,90,1
35801,madison,786,89,26
35801,madison,787,89,26
35801,madison,788,89,26
35801,madison,789,89,26
35801,madison,790,89,26
35801,madison,791,89,26
35801,madison,792,89,26
35801,madison,793,89,26
35801,madison,794,89,26
35801,madison,795,89,26
35801,madison,796,89,26
35801,madison,797,89,26
35801,madisox,798,91,1
35801,madison,799,89,26
35801,madison,800,89,26
35801,madison,801,89,26
35903,etowah,802,92,24
35903,etowah,803,92,24
35903,etowah,804,92,24
35903,etowah,805,92,24
35903,etowah,806,92,24
35903,etowah,807,92,24
35903,etowah,808,92,24
35903,etowah,809,92,24
35903,etowah,810,92,24
35903,etowah,811,92,24
35903,etowah,812,92,24
35903,etowah,813,92,24
35903,etowah,814,92,24
x590x,etowah,815,93,1
35903,etowah,816,92,24
35903,etowah,817,92,24
35903,etowah,818,92,24
35903,etowah,819,92,24
35903,etowah,820,92,24
35903,etowah,821,92,24
35903,etowah,822,92,24
35903,etowah,823,92,24
35903,etowah,824,92,24
35903,etowah,825,92,24
35903,etowah,826,92,24
35045,chilton,827,94,25
35045,chilton,828,94,25
35045,chilton,829,94,25
35045,chilton,830,94,25
35045,chilton,831,94,25
35045,chilton,832,94,25
35045,chilton,833,94,25
35045,chilton,834,94,25
35045,chilton,835,94,25
35045,chilton,836,94,25
35045,chilton,837,94,25
35045,chilton,838,94,25
35045,chilton,839,94,25
35045,chilton,840,94,25
35045,chilton,841,94,25
35045,chilton,842,94,25
35045,chilton,843,94,25
35045,chilton,844,94,25
35045,chilton,845,94,25
35045,chilton,846,94,25
35045,chilton,847,94,25
35045,chilton,848,94,25
35045,chilton,849,94,25
35045,chilton,850,94,25
35045,chilton,851,94,25
35570,marion,852,95,25
35570,marion,853,95,25
35570,marion,854,95,25
35570,marion,855,95,25
35570,marion,856,95,25
35570,marion,857,95,25
35570,marion,858,95,25
35570,marion,859,95,25
35570,marion,860,95,25
35570,marion,861,95,25
35570,marion,862,95,25
35570,marion,863,95,25
35570,marion,864,95,25
35570,marion,865,95,25
35570,marion,866,95,25
35570,marion,867,95,25
35570,marion,868,95,25
35570,marion,869,95,25
35570,marion,870,95,25
35570,marion,871,95,25
35570,marion,872,95,25
35570,marion,873,95,25
35570,marion,874,95,25
35570,marion,875,95,25
35570,marion,876,95,25
35555,fayette,877,96,24
35555,fayette,878,96,24
35555,fayette,879,96,24
35555,fayette,880,96,24
35555,fayette,881,96,24
35555,fayette,882,96,24
35555,fayette,883,96,24
35555,fayette,884,96,24
35555,fayette,885,96,24
35555,fayette,886,96,24
35555,fayette,887,96,24
35555,fayette,888,96,24
35555,fayette,889,96,24
35555,fayette,890,96,24
35555,fayette,891,96,24
35555,fayette,892,96,24
35555,fayette,893,96,24
35555,fayette,894,96,24
35555,fayexxe,895,97,1
35555,fayette,896,96,24
35555,fayette,897,96,24
35555,fayette,898,96,24
35555,fayette,899,96,24
35555,fayette,900,96,24
35555,fayette,901,96,24
35901,etowah,902,98,26
35901,etowah,903,98,26
35901,etowah,904,98,26
35901,etowah,905,98,26
35901,etowah,906,98,26
35901,etowah,907,98,26
35901,etowah,908,98,26
35901,etowah,909,98,26
35901,etowah,910,98,26
35901,etowah,911,98,26
35901,etowah,912,98,26
35901,etowah,913,98,26
35901,etowah,914,98,26
35901,etowah,915,98,26
35901,etowah,916,98,26
35901,etowxh,917,99,1
35901,etowah,918,98,26
35901,etowah,919,98,26
35901,etowah,920,98,26
35901,etowah,921,98,26
35901,etowah,922,98,26
3590x,etowah,923,100,1
35901,etowah,924,98,26
35901,etowah,925,98,26
35901,etowah,926,98,26
35901,etowah,927,98,26
35901,etowah,928,98,26
35901,etowah,929,98,26
36033,butler,930,101,24
36033,butler,931,101,24
36033,butler,932,101,24
36033,butler,933,101,24
36033,butler,934,101,24
36033,butler,935,101,24
36033,butler,936,101,24
36033,butler,937,101,24
36033,butler,938,101,24
36033,butler,939,101,24
36033,butler,940,101,24
36033,butler,941,101,24
36033,butler,942,101,24
36033,butxer,943,102,1
36033,butler,944,101,24
36033,butler,945,101,24
36033,butler,946,101,24
36033,butler,947,101,24
36033,butler,948,101,24
36033,butler,949,101,24
36033,butler,950,101,24
36033,butler,951,101,24
36033,butler,952,101,24
36033,butler,953,101,24
36033,butler,954,101,24
36330,coffee,955,103,24
36330,coffee,956,103,24
36330,coffee,957,103,24
36330,coffee,958,103,24
36330,coffee,959,103,24
36330,coffee,960,103,24
36330,coffee,961,103,24
36330,coffee,962,103,24
36330,coffee,963,103,24
36330,coffee,964,103,24
36330,coffee,965,103,24
36330,cxffee,966,104,1
36330,coffee,967,103,24
36330,coffee,968,103,24
36330,coffee,969,103,24
36330,coffee,970,103,24
36330,coffee,971,103,24
36330,coffee,972,103,24
36330,coffee,973,103,24
36330,coffee,974,103,24
36330,coffee,975,103,24
36330,coffee,976,103,24
36330,coffee,977,103,24
36330,coffee,978,103,24
36330,coffee,979,103,24
35121,blount,980,105,20
35121,blount,981,105,20
35121,blount,982,105,20
35121,blount,983,105,20
35121,blount,984,105,20
35121,blount,985,105,20
35121,blount,986,105,20
35121,blount,987,105,20
35121,blount,988,105,20
35121,blount,989,105,20
35121,blount,990,105,20
35121,blount,991,105,20
35121,blount,992,105,20
35121,blount,993,105,20
35121,blount,994,105,20
35121,blount,995,105,20
35121,blount,996,105,20
35121,blount,997,105,20
35121,blount,998,105,20
35121,blount,999,105,20
