Country,original_index,unique_index
USA,217,0
USA,218,0
"USA,Mexico",219,25
USA,220,0
USA,221,0
USA,222,0
USA,223,0
USA,224,0
USA,225,0
"France,Italy,USA",226,26
USA,227,0
USA,228,0
USA,229,0
USA,230,0
USA,231,0
USA,232,0
USA,233,0
USA,234,0
USA,235,0
USA,236,0
USA,237,0
"USA,Germany,UK,Canada",238,27
"UK,USA",239,8
USA,240,0
USA,241,0
USA,242,0
"USA,UK,Canada",243,28
USA,244,0
USA,245,0
USA,246,0
"USA,UK",247,1
USA,248,0
USA,249,0
USA,250,0
"USA,Italy",251,14
"Spain,West Germany,UK,USA",252,29
USA,253,0
USA,254,0
USA,255,0
USA,256,0
"USA,Germany",257,3
USA,258,0
USA,259,0
"USA,Canada",260,18
USA,261,0
USA,262,0
USA,263,0
USA,264,0
"USA,UK",265,1
USA,266,0
"USA,UK",267,1
USA,268,0
USA,269,0
USA,270,0
USA,271,0
USA,272,0
USA,273,0
USA,274,0
USA,275,0
USA,276,0
USA,277,0
USA,278,0
USA,279,0
USA,280,0
"USA,Canada",281,18
USA,282,0
USA,283,0
USA,284,0
USA,285,0
"USA,UK",286,1
USA,287,0
USA,288,0
"USA,UK",289,1
"USA,Germany",290,3
USA,291,0
"USA,France",292,30
USA,293,0
USA,294,0
USA,295,0
USA,296,0
USA,297,0
USA,298,0
USA,299,0
USA,300,0
USA,301,0
USA,302,0
USA,303,0
"Germany,UK,USA,France",304,31
USA,305,0
USA,306,0
USA,307,0
USA,308,0
"USA,Czech Republic",309,32
USA,310,0
USA,311,0
USA,312,0
USA,313,0
USA,314,0
USA,315,0
USA,316,0
USA,317,0
USA,318,0
USA,319,0
"Canada,USA",320,33
USA,321,0
"Spain,USA,Puerto Rico,Italy",322,34
USA,323,0
"USA,Australia",324,12
USA,325,0
USA,326,0
"USA,UK",327,1
USA,328,0
"USA,UK",329,1
"USA,UK",330,1
"USA,France",331,30
USA,332,0
USA,333,0
USA,334,0
USA,335,0
USA,336,0
USA,337,0
USA,338,0
USA,339,0
USA,340,0
"USA,Italy",341,14
"USA,UK,Australia,South Africa",342,35
USA,343,0
"USA,Germany",344,3
USA,345,0
"USA,United Arab Emirates",346,36
"USA,Belgium,Bulgaria",347,37
USA,348,0
USA,349,0
USA,350,0
"USA,United Arab Emirates",351,36
USA,352,0
USA,353,0
"USA,United Arab Emirates",354,36
USA,355,0
USA,356,0
USA,357,0
USA,358,0
USA,359,0
"USA,Canada,Germany,France",360,38
USA,361,0
USA,362,0
USA,363,0
"USA,West Germany",364,16
USA,365,0
USA,366,0
USA,367,0
USA,368,0
USA,369,0
USA,370,0
USA,371,0
USA,372,0
USA,373,0
USA,374,0
USA,375,0
USA,376,0
"France,UK,USA",377,39
USA,378,0
USA,379,0
USA,380,0
USA,381,0
USA,382,0
USA,383,0
USA,384,0
USA,385,0
USA,386,0
"Peru,USA",387,40
USA,388,0
USA,389,0
USA,390,0
USA,391,0
"Spain,USA",392,41
USA,393,0
USA,394,0
USA,395,0
USA,396,0
USA,397,0
USA,398,0
USA,399,0
USA,400,0
USA,401,0
USA,402,0
USA,403,0
USA,404,0
USA,405,0
USA,406,0
USA,407,0
USA,408,0
"USA,UK",409,1
"USA,UK,Germany",410,42
USA,411,0
USA,412,0
USA,413,0
USA,414,0
USA,415,0
"UK,Germany,Japan,USA",416,43
"USA,Germany",417,3
USA,418,0
USA,419,0
USA,420,0
USA,421,0
"Germany,USA",422,44
USA,423,0
USA,424,0
USA,425,0
"USA,UK",426,1
USA,427,0
USA,428,0
"USA,Germany",429,3
USA,430,0
USA,431,0
USA,432,0
USA,433,0
USA,434,0
USA,435,0
USA,436,0
"France,USA",437,4
USA,438,0
USA,439,0
USA,440,0
USA,441,0
USA,442,0
"Spain,France,USA",443,45
USA,444,0
USA,445,0
USA,446,0
USA,447,0
USA,448,0
USA,449,0
USA,450,0
USA,451,0
USA,452,0
USA,453,0
USA,454,0
USA,455,0
USA,456,0
USA,457,0
USA,458,0
USA,459,0
USA,460,0
"USA,Japan",461,46
USA,462,0
USA,463,0
USA,464,0
USA,465,0
"France,USA",466,4
USA,467,0
USA,468,0
USA,469,0
USA,470,0
USA,471,0
USA,472,0
USA,473,0
USA,474,0
USA,475,0
USA,476,0
USA,477,0
USA,478,0
USA,479,0
USA,480,0
"China,USA,Canada",481,47
USA,482,0
USA,483,0
USA,484,0
USA,485,0
USA,486,0
USA,487,0
USA,488,0
"UK,France,USA",489,48
USA,490,0
USA,491,0
USA,492,0
USA,493,0
USA,494,0
USA,495,0
USA,496,0
USA,497,0
USA,498,0
USA,499,0
USA,500,0
USA,501,0
USA,502,0
USA,503,0
USA,504,0
USA,505,0
USA,506,0
USA,507,0
USA,508,0
"UK,USA",509,8
USA,510,0
USA,511,0
USA,512,0
USA,513,0
USA,514,0
USA,515,0
USA,516,0
USA,517,0
"Philippines,USA",518,49
USA,519,0
USA,520,0
USA,521,0
"USA,France",522,30
"UK,USA,Canada",523,50
USA,524,0
USA,525,0
USA,526,0
USA,527,0
USA,528,0
USA,529,0
USA,530,0
USA,531,0
"USA,Australia",532,12
USA,533,0
"USA,UK",534,1
USA,535,0
USA,536,0
"USA,Germany,Canada",537,51
USA,538,0
USA,539,0
USA,540,0
USA,541,0
USA,542,0
USA,543,0
USA,544,0
USA,545,0
USA,546,0
"USA,UK",547,1
USA,548,0
USA,549,0
USA,550,0
USA,551,0
USA,552,0
USA,553,0
USA,554,0
USA,555,0
USA,556,0
USA,557,0
USA,558,0
USA,559,0
"UK,USA",560,8
USA,561,0
"UK,USA",562,8
USA,563,0
USA,564,0
USA,565,0
USA,566,0
"Canada,USA",567,33
USA,568,0
USA,569,0
"USA,France,Australia,UK,Germany,Canada",570,52
"USA,Canada",571,18
"USA,Germany,Netherlands",572,53
USA,573,0
USA,574,0
"USA,Australia",575,12
USA,576,0
USA,577,0
USA,578,0
USA,579,0
USA,580,0
USA,581,0
USA,582,0
USA,583,0
USA,584,0
"UK,Italy,USA",585,54
USA,586,0
USA,587,0
USA,588,0
USA,589,0
"USA,West Germany",590,16
USA,591,0
USA,592,0
USA,593,0
USA,594,0
"USA,South Africa,Japan",595,55
"USA,Italy",596,14
USA,597,0
USA,598,0
"USA,Canada",599,18
USA,600,0
"UK,USA",601,8
USA,602,0
USA,603,0
USA,604,0
USA,605,0
USA,606,0
USA,607,0
USA,608,0
USA,609,0
USA,610,0
USA,611,0
USA,612,0
USA,613,0
USA,614,0
USA,615,0
"USA,Italy",616,14
USA,617,0
USA,618,0
USA,619,0
USA,620,0
USA,621,0
USA,622,0
USA,623,0
"USA,Germany",624,3
USA,625,0
USA,626,0
"France,USA",627,4
"USA,Germany",628,3
USA,629,0
USA,630,0
USA,631,0
USA,632,0
USA,633,0
"UK,Germany,USA",634,56
USA,635,0
USA,636,0
USA,637,0
USA,638,0
USA,639,0
USA,640,0
USA,641,0
USA,642,0
USA,643,0
USA,644,0
USA,645,0
USA,646,0
USA,647,0
USA,648,0
USA,649,0
USA,650,0
"France,USA",651,4
"USA,Canada",652,18
USA,653,0
USA,654,0
USA,655,0
USA,656,0
USA,657,0
USA,658,0
USA,659,0
"USA,UK",660,1
"USA,Japan",661,46
USA,662,0
USA,663,0
USA,664,0
USA,665,0
USA,666,0
"USA,Hong Kong",667,23
USA,668,0
USA,669,0
USA,670,0
USA,671,0
USA,672,0
USA,673,0
USA,674,0
USA,675,0
USA,676,0
USA,677,0
USA,678,0
"USA,Japan,UK",679,57
USA,680,0
USA,681,0
"USA,Portugal,West Germany,France,Spain,Netherlands,UK",682,58
USA,683,0
USA,684,0
USA,685,0
USA,686,0
USA,687,0
USA,688,0
USA,689,0
USA,690,0
"USA,Germany",691,3
USA,692,0
"Germany,USA,Netherlands,France,UK,Italy",693,59
"USA,UK,Ireland",694,60
USA,695,0
"UK,Netherlands,USA",696,61
"USA,France",697,30
USA,698,0
USA,699,0
"USA,UK",700,1
"USA,Czech Republic",701,32
"USA,UK",702,1
"USA,Spain,Italy,Canada",703,62
USA,704,0
USA,705,0
"Italy,USA",706,63
USA,707,0
USA,708,0
USA,709,0
"USA,West Germany,UK",710,64
USA,711,0
USA,712,0
"Israel,USA",713,65
USA,714,0
USA,715,0
USA,716,0
"UK,USA",717,8
USA,718,0
USA,719,0
"USA,Canada,Japan,Panama",720,66
USA,721,0
"USA,UK",722,1
USA,723,0
USA,724,0
USA,725,0
USA,726,0
USA,727,0
USA,728,0
USA,729,0
USA,730,0
"USA,UK",731,1
USA,732,0
"USA,Spain",733,67
USA,734,0
"USA,Canada",735,18
USA,736,0
USA,737,0
USA,738,0
USA,739,0
USA,740,0
USA,741,0
USA,742,0
USA,743,0
USA,744,0
USA,745,0
USA,746,0
USA,747,0
USA,748,0
USA,749,0
USA,750,0
"France,USA",751,4
USA,752,0
USA,753,0
USA,754,0
USA,755,0
"USA,UK,Germany",756,42
"Canada,USA,Italy",757,68
"France,USA",758,4
USA,759,0
USA,760,0
USA,761,0
USA,762,0
USA,763,0
USA,764,0
USA,765,0
"USA,Hong Kong",766,23
USA,767,0
USA,768,0
USA,769,0
USA,770,0
USA,771,0
USA,772,0
"USA,UK",773,1
"Germany,USA",774,44
USA,775,0
USA,776,0
"UK,USA",777,8
"Germany,USA",778,44
"UK,France,USA",779,48
USA,780,0
USA,781,0
USA,782,0
USA,783,0
"Germany,Belgium,USA",784,69
USA,785,0
USA,786,0
"Germany,UK,USA",787,70
USA,788,0
USA,789,0
USA,790,0
USA,791,0
USA,792,0
"USA,UK,Australia",793,71
USA,794,0
USA,795,0
USA,796,0
USA,797,0
"USA,Germany",798,3
USA,799,0
USA,800,0
USA,801,0
USA,802,0
USA,803,0
USA,804,0
USA,805,0
USA,806,0
USA,807,0
USA,808,0
"Greece,USA",809,72
USA,810,0
USA,811,0
USA,812,0
"UK,USA",813,8
USA,814,0
USA,815,0
USA,816,0
USA,817,0
"UK,USA,France",818,22
USA,819,0
USA,820,0
USA,821,0
"USA,Germany",822,3
USA,823,0
USA,824,0
USA,825,0
USA,826,0
USA,827,0
USA,828,0
USA,829,0
"USA,UK",830,1
USA,831,0
USA,832,0
USA,833,0
"USA,UK",834,1
USA,835,0
"USA,Germany",836,3
USA,837,0
USA,838,0
"Australia,USA,UK",839,73
"USA,Canada",840,18
"USA,Spain",841,67
USA,842,0
USA,843,0
USA,844,0
USA,845,0
USA,846,0
USA,847,0
USA,848,0
USA,849,0
USA,850,0
USA,851,0
USA,852,0
USA,853,0
USA,854,0
"USA,New Zealand",855,10
USA,856,0
USA,857,0
USA,858,0
USA,859,0
"UK,France,South Korea,USA",860,74
USA,861,0
USA,862,0
"USA,Botswana",863,75
"Canada,USA,Mexico,Micronesia,Japan,Australia,Brazil,Hong Kong,Madagascar,Papua New Guinea,South Africa",864,76
"Netherlands,USA,UK,France",865,77
"USA,France",866,30
USA,867,0
USA,868,0
USA,869,0
USA,870,0
USA,871,0
USA,872,0
USA,873,0
"China,USA",874,78
USA,875,0
USA,876,0
USA,877,0
USA,878,0
USA,879,0
USA,880,0
USA,881,0
USA,882,0
USA,883,0
USA,884,0
USA,885,0
USA,886,0
USA,887,0
USA,888,0
USA,889,0
"Canada,USA,Japan",890,79
"UK,USA",891,8
USA,892,0
USA,893,0
USA,894,0
USA,895,0
USA,896,0
USA,897,0
USA,898,0
"Australia,USA,Denmark",899,80
USA,900,0
USA,901,0
"UK,USA",902,8
USA,903,0
USA,904,0
USA,905,0
USA,906,0
USA,907,0
USA,908,0
USA,909,0
USA,910,0
USA,911,0
"USA,China",912,81
USA,913,0
"USA,UK",914,1
"USA,New Zealand,Canada,South Africa",915,82
"USA,Canada,UK",916,83
USA,917,0
USA,918,0
USA,919,0
USA,920,0
"USA,UK",921,1
USA,922,0
USA,923,0
USA,924,0
USA,925,0
USA,926,0
USA,927,0
USA,928,0
USA,929,0
"USA,UK",930,1
USA,931,0
USA,932,0
USA,933,0
"France,USA",934,4
"USA,Australia,Hong Kong,Switzerland,China",935,84
USA,936,0
USA,937,0
USA,938,0
USA,939,0
"USA,Germany",940,3
USA,941,0
USA,942,0
USA,943,0
USA,944,0
USA,945,0
USA,946,0
USA,947,0
USA,948,0
USA,949,0
USA,950,0
"USA,UK",951,1
USA,952,0
USA,953,0
"USA,UK",954,1
USA,955,0
"USA,Canada",956,18
USA,957,0
"USA,UK,Australia",958,71
USA,959,0
"UK,USA",960,8
USA,961,0
USA,962,0
USA,963,0
"UK,USA",964,8
"Germany,USA",965,44
USA,966,0
USA,967,0
"UK,USA",968,8
USA,969,0
USA,970,0
USA,971,0
USA,972,0
USA,973,0
USA,974,0
"Germany,USA",975,44
USA,976,0
USA,977,0
USA,978,0
"USA,Germany",979,3
USA,980,0
USA,981,0
USA,982,0
"USA,UK",983,1
USA,984,0
"USA,Canada",985,18
"Canada,USA",986,33
"USA,Canada",987,18
USA,988,0
USA,989,0
USA,990,0
USA,991,0
USA,992,0
USA,993,0
"USA,Germany",994,3
USA,995,0
USA,996,0
USA,997,0
"USA,UK,France",998,85
USA,999,0
"UK,USA,Iceland",1000,86
"USA,Ireland,UK",1001,87
USA,1002,0
"USA,Canada",1003,18
USA,1004,0
USA,1005,0
USA,1006,0
USA,1007,0
"Spain,UK,USA",1008,88
USA,1009,0
USA,1010,0
USA,1011,0
"Canada,USA",1012,33
"USA,Poland,Slovenia,Czech Republic",1013,89
USA,1014,0
"UK,USA",1015,8
USA,1016,0
USA,1017,0
USA,1018,0
USA,1019,0
USA,1020,0
USA,1021,0
USA,1022,0
"Hungary,USA",1023,90
USA,1024,0
USA,1025,0
"USA,Australia",1026,12
USA,1027,0
USA,1028,0
USA,1029,0
USA,1030,0
USA,1031,0
USA,1032,0
USA,1033,0
"Ireland,USA",1034,91
"USA,UK",1035,1
"Ireland,UK,USA",1036,92
"Ireland,USA",1037,91
"Ireland,USA",1038,91
"Ireland,UK,USA",1039,92
USA,1040,0
"USA,Ireland",1041,93
"USA,UK,Japan,West Germany",1042,94
"USA,Australia",1043,12
USA,1044,0
USA,1045,0
"USA,Japan",1046,46
USA,1047,0
"USA,Australia",1048,12
USA,1049,0
"New Zealand,USA",1050,95
USA,1051,0
USA,1052,0
USA,1053,0
USA,1054,0
USA,1055,0
USA,1056,0
USA,1057,0
"UK,USA",1058,8
"USA,UK,Italy",1059,96
USA,1060,0
USA,1061,0
USA,1062,0
USA,1063,0
USA,1064,0
USA,1065,0
USA,1066,0
USA,1067,0
USA,1068,0
USA,1069,0
USA,1070,0
USA,1071,0
"UK,USA",1072,8
USA,1073,0
USA,1074,0
USA,1075,0
"UK,USA",1076,8
USA,1077,0
USA,1078,0
"USA,Japan",1079,46
"USA,Russia",1080,97
"UK,USA",1081,8
USA,1082,0
USA,1083,0
USA,1084,0
USA,1085,0
USA,1086,0
USA,1087,0
"Canada,France,Costa Rica,Germany,Netherlands,Turkey,USA",1088,98
USA,1089,0
USA,1090,0
USA,1091,0
USA,1092,0
USA,1093,0
USA,1094,0
USA,1095,0
"Canada,USA",1096,33
USA,1097,0
USA,1098,0
USA,1099,0
USA,1100,0
USA,1101,0
USA,1102,0
"USA,France",1103,30
USA,1104,0
USA,1105,0
"UK,USA",1106,8
"USA,Germany",1107,3
USA,1108,0
USA,1109,0
USA,1110,0
USA,1111,0
"USA,UK",1112,1
USA,1113,0
USA,1114,0
"USA,Australia",1115,12
USA,1116,0
USA,1117,0
USA,1118,0
"UK,USA",1119,8
"USA,France",1120,30
USA,1121,0
USA,1122,0
USA,1123,0
USA,1124,0
USA,1125,0
USA,1126,0
"USA,Italy",1127,14
"Canada,USA",1128,33
"UK,USA",1129,8
USA,1130,0
USA,1131,0
USA,1132,0
USA,1133,0
USA,1134,0
USA,1135,0
"USA,Ireland",1136,93
"USA,Australia",1137,12
USA,1138,0
USA,1139,0
USA,1140,0
USA,1141,0
USA,1142,0
USA,1143,0
USA,1144,0
USA,1145,0
USA,1146,0
USA,1147,0
USA,1148,0
USA,1149,0
"UK,USA",1150,8
USA,1151,0
"UK,USA",1152,8
"UK,USA",1153,8
"Yugoslavia,USA",1154,99
USA,1155,0
"USA,UK",1156,1
"USA,New Zealand",1157,10
USA,1158,0
USA,1159,0
"UK,USA",1160,8
"USA,Japan",1161,46
USA,1162,0
USA,1163,0
USA,1164,0
USA,1165,0
USA,1166,0
USA,1167,0
USA,1168,0
USA,1169,0
USA,1170,0
USA,1171,0
USA,1172,0
USA,1173,0
USA,1174,0
USA,1175,0
USA,1176,0
USA,1177,0
"USA,Germany,Czech Republic,UK",1178,100
USA,1179,0
USA,1180,0
USA,1181,0
USA,1182,0
USA,1183,0
"USA,UK",1184,1
USA,1185,0
USA,1186,0
USA,1187,0
USA,1188,0
USA,1189,0
"Canada,USA",1190,33
USA,1191,0
USA,1192,0
"USA,China",1193,81
"USA,Malta",1194,101
"USA,Japan",1195,46
USA,1196,0
USA,1197,0
USA,1198,0
USA,1199,0
"USA,Canada",1200,18
"USA,New Zealand",1201,10
USA,1202,0
USA,1203,0
"USA,New Zealand",1204,10
USA,1205,0
USA,1206,0
USA,1207,0
USA,1208,0
"USA,UK,Australia,Japan",1209,102
USA,1210,0
"USA,Japan",1211,46
USA,1212,0
USA,1213,0
"USA,UK",1214,1
"Canada,USA,UK",1215,103
USA,1216,0
USA,1217,0
"USA,China",1218,81
USA,1219,0
USA,1220,0
USA,1221,0
USA,1222,0
USA,1223,0
USA,1224,0
"USA,France,Italy",1225,104
USA,1226,0
"USA,Czech Republic",1227,32
USA,1228,0
"USA,UK,Japan,Germany",1229,105
USA,1230,0
USA,1231,0
"USA,UK",1232,1
USA,1233,0
"USA,New Zealand",1234,10
"USA,New Zealand",1235,10
"New Zealand,USA",1236,95
USA,1237,0
USA,1238,0
USA,1239,0
USA,1240,0
USA,1241,0
"UK,USA",1242,8
USA,1243,0
"UK,USA",1244,8
"USA,Yugoslavia",1245,106
USA,1246,0
USA,1247,0
"USA,Canada",1248,18
USA,1249,0
USA,1250,0
USA,1251,0
USA,1252,0
"UK,USA",1253,8
USA,1254,0
"UK,USA",1255,8
"UK,USA",1256,8
"UK,USA",1257,8
"UK,USA,Germany",1258,107
USA,1259,0
USA,1260,0
USA,1261,0
USA,1262,0
USA,1263,0
USA,1264,0
USA,1265,0
USA,1266,0
USA,1267,0
USA,1268,0
"USA,Germany",1269,3
USA,1270,0
"USA,Canada",1271,18
USA,1272,0
"France,USA,UK",1273,108
USA,1274,0
USA,1275,0
"USA,Germany",1276,3
USA,1277,0
USA,1278,0
USA,1279,0
"USA,Germany,Canada",1280,51
USA,1281,0
USA,1282,0
"France,USA",1283,4
USA,1284,0
"USA,UK",1285,1
USA,1286,0
USA,1287,0
USA,1288,0
"UK,USA",1289,8
"USA,Japan",1290,46
USA,1291,0
USA,1292,0
USA,1293,0
"UK,Spain,Germany,USA",1294,109
USA,1295,0
USA,1296,0
USA,1297,0
USA,1298,0
USA,1299,0
USA,1300,0
USA,1301,0
USA,1302,0
USA,1303,0
"USA,Germany",1304,3
USA,1305,0
"USA,Germany",1306,3
USA,1307,0
USA,1308,0
USA,1309,0
USA,1310,0
USA,1311,0
USA,1312,0
USA,1313,0
"Italy,USA",1314,63
"USA,France",1315,30
USA,1316,0
USA,1317,0
"USA,Australia",1318,12
"Australia,USA",1319,20
"USA,Germany",1320,3
USA,1321,0
"USA,Mexico",1322,25
USA,1323,0
USA,1324,0
USA,1325,0
"USA,Germany",1326,3
USA,1327,0
USA,1328,0
"Canada,USA",1329,33
USA,1330,0
"USA,Italy,Luxembourg,UK",1331,110
"USA,Germany",1332,3
USA,1333,0
USA,1334,0
"USA,UK",1335,1
USA,1336,0
USA,1337,0
USA,1338,0
USA,1339,0
USA,1340,0
USA,1341,0
USA,1342,0
USA,1343,0
USA,1344,0
USA,1345,0
USA,1346,0
USA,1347,0
USA,1348,0
USA,1349,0
USA,1350,0
USA,1351,0
USA,1352,0
USA,1353,0
USA,1354,0
"Germany,USA",1355,44
USA,1356,0
"USA,France",1357,30
USA,1358,0
USA,1359,0
USA,1360,0
USA,1361,0
USA,1362,0
USA,1363,0
USA,1364,0
USA,1365,0
"USA,Canada",1366,18
"UK,France,USA",1367,48
USA,1368,0
USA,1369,0
USA,1370,0
"USA,Germany",1371,3
USA,1372,0
USA,1373,0
USA,1374,0
USA,1375,0
USA,1376,0
"USA,Germany,Czech Republic,Slovakia,Iceland",1377,111
"Canada,USA,Germany",1378,112
USA,1379,0
USA,1380,0
USA,1381,0
USA,1382,0
USA,1383,0
USA,1384,0
USA,1385,0
USA,1386,0
USA,1387,0
"USA,UK",1388,1
"West Germany,USA",1389,113
"UK,USA",1390,8
USA,1391,0
USA,1392,0
USA,1393,0
USA,1394,0
USA,1395,0
USA,1396,0
USA,1397,0
USA,1398,0
USA,1399,0
USA,1400,0
USA,1401,0
USA,1402,0
USA,1403,0
"UK,USA",1404,8
"UK,USA",1405,8
USA,1406,0
USA,1407,0
"USA,Chile",1408,114
"USA,Germany",1409,3
USA,1410,0
USA,1411,0
USA,1412,0
USA,1413,0
USA,1414,0
USA,1415,0
"USA,Japan",1416,46
USA,1417,0
"USA,Germany",1418,3
USA,1419,0
"USA,Germany",1420,3
USA,1421,0
USA,1422,0
USA,1423,0
"France,UK,Germany,USA",1424,115
USA,1425,0
"USA,India,Canada",1426,116
USA,1427,0
"USA,Czech Republic,Italy,Iceland,Slovakia",1428,117
USA,1429,0
"USA,Canada",1430,18
"USA,Canada",1431,18
"USA,Germany",1432,3
"USA,UK",1433,1
USA,1434,0
"USA,UK",1435,1
USA,1436,0
USA,1437,0
"USA,UK,Hungary",1438,118
"USA,New Zealand",1439,10
USA,1440,0
"Germany,UK,USA",1441,70
USA,1442,0
"USA,Canada",1443,18
USA,1444,0
USA,1445,0
"USA,Canada",1446,18
USA,1447,0
USA,1448,0
USA,1449,0
USA,1450,0
"UK,Canada,USA",1451,119
USA,1452,0
USA,1453,0
USA,1454,0
USA,1455,0
"Hong Kong,USA,Japan",1456,120
"USA,Canada",1457,18
USA,1458,0
"USA,China",1459,81
"USA,Germany,UK,Italy",1460,121
"USA,UK",1461,1
"USA,Germany,UK",1462,24
"USA,UK",1463,1
USA,1464,0
USA,1465,0
USA,1466,0
USA,1467,0
"USA,UK,Czech Republic,Canada,Germany",1468,122
USA,1469,0
USA,1470,0
USA,1471,0
USA,1472,0
"Peru,USA",1473,40
"China,USA",1474,78
USA,1475,0
USA,1476,0
USA,1477,0
USA,1478,0
"Germany,Hungary,USA",1479,123
"USA,Germany,Hungary",1480,124
"UK,Canada,USA",1481,119
USA,1482,0
"Romania,USA,Italy,Poland,France",1483,125
"Spain,USA,Hungary,France",1484,126
USA,1485,0
USA,1486,0
USA,1487,0
USA,1488,0
USA,1489,0
"France,USA",1490,4
USA,1491,0
USA,1492,0
USA,1493,0
USA,1494,0
USA,1495,0
USA,1496,0
"Canada,USA",1497,33
USA,1498,0
USA,1499,0
USA,1500,0
USA,1501,0
USA,1502,0
USA,1503,0
"UK,USA,Taiwan,Spain,Canada,Denmark",1504,127
USA,1505,0
USA,1506,0
"UK,USA",1507,8
"USA,Germany",1508,3
"Australia,USA",1509,20
USA,1510,0
USA,1511,0
USA,1512,0
"USA,Germany,Indonesia",1513,128
"UK,France,USA",1514,48
USA,1515,0
USA,1516,0
USA,1517,0
USA,1518,0
USA,1519,0
USA,1520,0
USA,1521,0
USA,1522,0
USA,1523,0
"USA,Hong Kong",1524,23
USA,1525,0
USA,1526,0
USA,1527,0
USA,1528,0
USA,1529,0
USA,1530,0
USA,1531,0
"Canada,USA",1532,33
USA,1533,0
USA,1534,0
USA,1535,0
USA,1536,0
USA,1537,0
USA,1538,0
"USA,Australia",1539,12
USA,1540,0
USA,1541,0
USA,1542,0
USA,1543,0
USA,1544,0
USA,1545,0
"USA,Canada",1546,18
USA,1547,0
USA,1548,0
USA,1549,0
USA,1550,0
USA,1551,0
USA,1552,0
USA,1553,0
USA,1554,0
USA,1555,0
USA,1556,0
USA,1557,0
USA,1558,0
"USA,Canada",1559,18
USA,1560,0
USA,1561,0
USA,1562,0
USA,1563,0
"USA,Canada",1564,18
USA,1565,0
USA,1566,0
USA,1567,0
USA,1568,0
USA,1569,0
USA,1570,0
USA,1571,0
