src,sched_dep_time,original_index,unique_index
flightview,12:00 p.m.,443,209
flightview,3:27 p.m.,444,210
flightview,,445,205
flightview,,446,205
flightview,11:25 p.m.,447,211
flightview,,448,205
flightview,,449,205
flightview,4:00 p.m.,450,212
flightview,,451,205
flightview,,452,205
flightview,9:05 a.m.,453,213
flightview,,454,205
flightview,7:00 a.m.,455,214
flightview,4:15 p.m.,456,215
flightview,,457,205
flightview,,458,205
flightview,,459,205
flightview,,460,205
flightview,11:50 a.m.,461,216
flightview,,462,205
flightview,6:00 a.m.,463,217
flightview,11:05 a.m.,464,218
flightview,,465,205
flightview,,466,205
flightview,10:15 a.m.,467,219
flightview,1:00 p.m.,468,220
flightview,,469,205
flightview,,470,205
flightview,,471,205
flightview,2:30 p.m.,472,221
flightview,12:00 p.m.,473,209
flightview,,474,205
flightview,,475,205
flightview,10:40 a.m.,476,222
flightview,,477,205
flightview,,478,205
flightview,7:15 a.m.,479,223
flightview,6:30 p.m.,480,224
flightview,6:45 p.m.,481,225
flightview,7:15 p.m.,482,226
flightview,,483,205
flightview,9:15 a.m.,484,227
flightview,6:00 a.m.,485,217
flightview,7:10 a.m.,486,204
flightview,,487,205
flightview,3:50 p.m.,488,228
flightview,,489,205
flightview,8:00 p.m.,490,229
flightview,,491,205
flightview,,492,205
flightview,10:40 a.m.,493,222
flightview,1:33 p.m.,494,230
flightview,12:15 p.m.,495,231
flightview,,496,205
flightview,11:55 p.m.,497,232
flightview,4:25 p.m.,498,233
flightview,9:00 p.m.,499,234
flightview,8:25 p.m.,500,235
flightview,6:59 a.m.,501,236
flightview,8:35 a.m.,502,237
flightview,,503,205
flightview,1:30 p.m.,504,238
flightview,,505,205
flightview,,506,205
flightview,11:08 p.m.,507,239
flightview,5:30 p.m.,508,240
flightview,,509,205
flightview,,510,205
flightview,,511,205
flightview,,512,205
flightview,,513,205
flightview,,514,205
flightview,2:35 p.m.,515,241
flightview,2:55 p.m.,516,242
flightview,7:15 a.m.,517,223
flightview,12:10 p.m.,518,243
flightview,7:55 a.m.,519,244
flightview,,520,205
flightview,1:05 p.m.,521,245
flightview,,522,205
flightview,3:05 p.m.,523,246
flightview,7:30 a.m.,524,247
flightview,,525,205
flightview,4:00 p.m.,526,212
flightview,11:35 a.m.,527,248
flightview,7:25 a.m.,528,249
flightview,,529,205
flightview,11:55 a.m.,530,250
flightview,10:40 a.m.,531,222
flightview,6:45 a.m.,532,251
flightview,4:00 p.m.,533,212
flightview,6:00 a.m.,534,217
flightview,7:10 a.m.,535,204
flightview,7:10 a.m.,536,204
flightstats,7:10 a.m.,537,252
flightstats,7:00 p.m.,538,253
flightstats,6:40 a.m.,539,254
flightstats,8:00 a.m.,540,255
flightstats,8:41 a.m.,541,256
flightstats,7:45 p.m.,542,257
flightstats,11:45 a.m.,543,258
flightstats,6:30 p.m.,544,259
flightstats,3:27 p.m.,545,260
flightstats,11:25 a.m.,546,261
flightstats,11:25 p.m.,547,262
flightstats,6:00 a.m.,548,263
flightstats,12:30 a.m.,549,264
flightstats,4:00 p.m.,550,265
flightstats,7:35 a.m.,551,266
flightstats,9:45 a.m.,552,267
flightstats,7:00 a.m.,553,268
flightstats,8:15 a.m.,554,269
flightstats,4:15 p.m.,555,270
flightstats,9:05 a.m.,556,271
flightstats,2:30 p.m.,557,272
flightstats,5:25 p.m.,558,273
flightstats,11:50 a.m.,559,274
flightstats,11:40 a.m.,560,275
flightstats,6:00 a.m.,561,263
flightstats,11:05 a.m.,562,276
flightstats,6:00 a.m.,563,263
flightstats,8:40 a.m.,564,277
flightstats,7:55 a.m.,565,278
flightstats,10:15 a.m.,566,279
flightstats,7:30 a.m.,567,280
flightstats,1:00 p.m.,568,281
flightstats,6:45 a.m.,569,282
flightstats,12:15 p.m.,570,283
flightstats,12:30 p.m.,571,284
flightstats,12:00 p.m.,572,285
flightstats,7:10 p.m.,573,286
flightstats,11:35 a.m.,574,287
flightstats,10:40 a.m.,575,288
flightstats,12:57 p.m.,576,289
flightstats,3:35 p.m.,577,290
flightstats,7:15 a.m.,578,291
flightstats,8:05 a.m.,579,292
flightstats,6:45 p.m.,580,293
flightstats,12:00 p.m.,581,285
flightstats,7:15 p.m.,582,294
flightstats,1:55 p.m.,583,295
flightstats,9:15 a.m.,584,296
flightstats,6:00 a.m.,585,263
flightstats,7:10 a.m.,586,252
flightstats,4:55 p.m.,587,297
flightstats,7:25 a.m.,588,298
flightstats,3:50 p.m.,589,299
flightstats,4:16 p.m.,590,300
flightstats,8:00 p.m.,591,301
flightstats,10:25 a.m.,592,302
flightstats,7:05 a.m.,593,303
flightstats,10:40 a.m.,594,288
flightstats,1:33 p.m.,595,304
flightstats,1:29 p.m.,596,305
flightstats,11:55 p.m.,597,306
flightstats,4:25 p.m.,598,307
flightstats,9:00 p.m.,599,308
flightstats,8:25 p.m.,600,309
flightstats,2:55 p.m.,601,310
flightstats,6:59 a.m.,602,311
flightstats,8:35 a.m.,603,312
flightstats,2:30 p.m.,604,272
flightstats,8:29 a.m.,605,313
flightstats,2:53 p.m.,606,314
flightstats,11:08 p.m.,607,315
flightstats,5:30 p.m.,608,316
flightstats,11:15 a.m.,609,317
flightstats,8:20 p.m.,610,318
flightstats,2:55 p.m.,611,310
flightstats,2:30 p.m.,612,272
flightstats,2:35 p.m.,613,319
flightstats,2:55 p.m.,614,310
flightstats,7:15 a.m.,615,291
flightstats,12:10 p.m.,616,320
flightstats,1:05 p.m.,617,321
flightstats,7:53 a.m.,618,322
flightstats,8:35 a.m.,619,312
flightstats,3:05 p.m.,620,323
flightstats,4:00 p.m.,621,265
flightstats,7:10 a.m.,622,252
flightstats,2:55 p.m.,623,310
flightstats,11:55 a.m.,624,324
flightstats,10:40 a.m.,625,288
flightstats,4:00 p.m.,626,265
flightstats,6:00 a.m.,627,263
flightstats,7:10 a.m.,628,252
panynj,7:10 a.m.,629,325
panynj,,630,326
panynj,6:40 a.m.,631,327
panynj,8:00 a.m.,632,328
panynj,,633,326
panynj,7:45 p.m.,634,329
panynj,12:00 p.m.,635,330
panynj,3:27 p.m.,636,331
panynj,,637,326
panynj,,638,326
panynj,11:25 p.m.,639,332
panynj,,640,326
panynj,,641,326
panynj,4:00 p.m.,642,333
panynj,,643,326
panynj,,644,326
panynj,9:05 a.m.,645,334
panynj,,646,326
panynj,7:00 a.m.,647,335
panynj,4:15 p.m.,648,336
panynj,,649,326
panynj,,650,326
panynj,,651,326
panynj,,652,326
panynj,11:50 a.m.,653,337
panynj,,654,326
panynj,6:00 a.m.,655,338
panynj,11:05 a.m.,656,339
panynj,,657,326
panynj,,658,326
panynj,10:15 a.m.,659,340
panynj,1:00 p.m.,660,341
panynj,,661,326
panynj,,662,326
panynj,,663,326
panynj,2:30 p.m.,664,342
panynj,12:00 p.m.,665,330
panynj,,666,326
panynj,,667,326
panynj,10:40 a.m.,668,343
panynj,,669,326
panynj,,670,326
panynj,7:15 a.m.,671,344
panynj,6:30 p.m.,672,345
panynj,6:45 p.m.,673,346
panynj,7:15 p.m.,674,347
panynj,,675,326
panynj,9:15 a.m.,676,348
panynj,6:00 a.m.,677,338
panynj,7:10 a.m.,678,325
panynj,,679,326
panynj,3:50 p.m.,680,349
panynj,,681,326
panynj,8:00 p.m.,682,350
panynj,,683,326
panynj,,684,326
panynj,10:40 a.m.,685,343
panynj,1:33 p.m.,686,351
panynj,12:15 p.m.,687,352
panynj,,688,326
panynj,11:55 p.m.,689,353
panynj,4:25 p.m.,690,354
panynj,9:00 p.m.,691,355
panynj,8:25 p.m.,692,356
panynj,6:59 a.m.,693,357
panynj,8:35 a.m.,694,358
panynj,,695,326
panynj,1:30 p.m.,696,359
panynj,,697,326
panynj,,698,326
panynj,11:08 p.m.,699,360
panynj,5:30 p.m.,700,361
panynj,,701,326
panynj,,702,326
panynj,,703,326
panynj,,704,326
panynj,,705,326
panynj,,706,326
panynj,2:35 p.m.,707,362
panynj,2:55 p.m.,708,363
panynj,7:15 a.m.,709,344
panynj,12:10 p.m.,710,364
panynj,7:55 a.m.,711,365
panynj,,712,326
panynj,1:05 p.m.,713,366
panynj,,714,326
panynj,3:05 p.m.,715,367
panynj,7:30 a.m.,716,368
panynj,,717,326
panynj,4:00 p.m.,718,333
panynj,11:35 a.m.,719,369
panynj,7:25 a.m.,720,370
panynj,,721,326
panynj,11:55 a.m.,722,371
panynj,10:40 a.m.,723,343
panynj,6:45 a.m.,724,372
panynj,4:00 p.m.,725,333
panynj,6:00 a.m.,726,338
panynj,7:10 a.m.,727,325
panynj,7:10 a.m.,728,325
flightexplorer,,729,373
flightexplorer,,730,373
flightexplorer,,731,373
flightexplorer,,732,373
flightexplorer,,733,373
flightexplorer,6:30 p.m.,734,374
flightexplorer,,735,373
flightexplorer,,736,373
flightexplorer,11:25 p.m.,737,375
flightexplorer,,738,373
flightexplorer,,739,373
flightexplorer,,740,373
flightexplorer,,741,373
flightexplorer,,742,373
flightexplorer,,743,373
flightexplorer,,744,373
flightexplorer,,745,373
flightexplorer,,746,373
flightexplorer,,747,373
flightexplorer,,748,373
flightexplorer,,749,373
flightexplorer,,750,373
flightexplorer,,751,373
flightexplorer,,752,373
flightexplorer,,753,373
flightexplorer,,754,373
flightexplorer,,755,373
flightexplorer,1:09 p.m.,756,376
flightexplorer,,757,373
flightexplorer,,758,373
flightexplorer,,759,373
flightexplorer,,760,373
flightexplorer,,761,373
flightexplorer,,762,373
flightexplorer,,763,373
flightexplorer,,764,373
flightexplorer,,765,373
flightexplorer,,766,373
flightexplorer,,767,373
flightexplorer,,768,373
flightexplorer,,769,373
flightexplorer,,770,373
flightexplorer,11:55 p.m.,771,377
flightexplorer,9:00 p.m.,772,378
flightexplorer,8:25 p.m.,773,379
flightexplorer,,774,373
flightexplorer,,775,373
flightexplorer,,776,373
flightexplorer,1:30 p.m.,777,380
flightexplorer,,778,373
flightexplorer,5:30 p.m.,779,381
flightexplorer,,780,373
flightexplorer,,781,373
flightexplorer,,782,373
flightexplorer,4:25 p.m.,783,382
flightexplorer,,784,373
flightexplorer,,785,373
flightexplorer,,786,373
flightexplorer,,787,373
flightexplorer,,788,373
flightexplorer,,789,373
flightexplorer,,790,373
flightexplorer,,791,373
mia,,792,383
mia,,793,383
mia,,794,383
mia,,795,383
mia,,796,383
iad,12:30,797,384
dfw,1:00 p.m.,798,385
dfw,8:25 p.m.,799,386
dfw,11:50 a.m.,800,387
dfw,10:40 a.m.,801,388
dfw,4:15 p.m.,802,389
mco,,803,390
mco,,804,390
mco,,805,390
mco,,806,390
mco,,807,390
mco,Thu  20:00,808,391
mco,,809,390
mco,,810,390
flights,7:10 a.m.,811,392
flights,,812,393
flights,6:40 a.m.,813,394
flights,8:00 a.m.,814,395
flights,,815,393
flights,7:45 p.m.,816,396
flights,12:00 p.m.,817,397
flights,3:27 p.m.,818,398
flights,,819,393
flights,,820,393
flights,11:25 p.m.,821,399
flights,,822,393
flights,,823,393
flights,4:00 p.m.,824,400
flights,,825,393
flights,,826,393
flights,9:05 a.m.,827,401
flights,,828,393
flights,7:00 a.m.,829,402
flights,4:15 p.m.,830,403
flights,,831,393
flights,,832,393
flights,,833,393
flights,,834,393
flights,11:50 a.m.,835,404
flights,,836,393
flights,6:00 a.m.,837,405
flights,11:05 a.m.,838,406
flights,,839,393
flights,,840,393
flights,10:15 a.m.,841,407
flights,1:00 p.m.,842,408
flights,,843,393
flights,,844,393
flights,,845,393
flights,2:30 p.m.,846,409
flights,12:00 p.m.,847,397
flights,,848,393
flights,,849,393
flights,10:40 a.m.,850,410
flights,,851,393
flights,,852,393
flights,7:15 a.m.,853,411
flights,6:30 p.m.,854,412
flights,6:45 p.m.,855,413
flights,7:15 p.m.,856,414
flights,,857,393
flights,9:15 a.m.,858,415
flights,6:00 a.m.,859,405
flights,7:10 a.m.,860,392
flights,,861,393
flights,3:50 p.m.,862,416
flights,,863,393
flights,8:00 p.m.,864,417
flights,,865,393
flights,,866,393
flights,,867,393
flights,1:33 p.m.,868,418
flights,12:15 p.m.,869,419
flights,,870,393
flights,11:55 p.m.,871,420
flights,4:25 p.m.,872,421
flights,9:00 p.m.,873,422
flights,8:25 p.m.,874,423
flights,6:59 a.m.,875,424
flights,8:35 a.m.,876,425
flights,,877,393
flights,1:30 p.m.,878,426
flights,,879,393
flights,,880,393
flights,11:08 p.m.,881,427
flights,5:30 p.m.,882,428
flights,,883,393
flights,,884,393
flights,,885,393
flights,,886,393
flights,,887,393
flights,,888,393
flights,2:35 p.m.,889,429
flights,2:55 p.m.,890,430
flights,7:15 a.m.,891,411
flights,12:10 p.m.,892,431
flights,7:55 a.m.,893,432
flights,,894,393
flights,1:05 p.m.,895,433
flights,,896,393
flights,3:05 p.m.,897,434
flights,7:30 a.m.,898,435
flights,,899,393
flights,4:00 p.m.,900,400
flights,11:35 a.m.,901,436
flights,7:25 a.m.,902,437
flights,,903,393
flights,11:55 a.m.,904,438
flights,10:40 a.m.,905,410
flights,6:45 a.m.,906,439
flights,4:00 p.m.,907,400
flights,6:00 a.m.,908,405
flights,7:10 a.m.,909,392
flights,7:10 a.m.,910,392
flightarrival,7:10 a.m.,911,440
flightarrival,6:30 p.m.,912,441
flightarrival,8:41 a.m.,913,442
flightarrival,,914,443
flightarrival,6:00 a.m.,915,444
flightarrival,12:30 a.m.,916,445
flightarrival,,917,443
flightarrival,9:45 a.m.,918,446
flightarrival,7:00 a.m.,919,447
flightarrival,2:30 p.m.,920,448
flightarrival,6:00 a.m.,921,444
flightarrival,10:15 a.m.,922,449
flightarrival,1:00 p.m.,923,450
flightarrival,6:45 a.m.,924,451
flightarrival,,925,443
flightarrival,,926,443
flightarrival,9:05 a.m.,927,452
flightarrival,11:35 a.m.,928,453
flightarrival,10:40 a.m.,929,454
flightarrival,6:45 p.m.,930,455
flightarrival,12:00 p.m.,931,456
flightarrival,7:15 p.m.,932,457
flightarrival,9:15 a.m.,933,458
flightarrival,3:50 p.m.,934,459
flightarrival,,935,443
flightarrival,8:00 p.m.,936,460
flightarrival,10:25 a.m.,937,461
flightarrival,,938,443
flightarrival,10:40 a.m.,939,454
flightarrival,1:33 p.m.,940,462
flightarrival,1:29 p.m.,941,463
flightarrival,4:25 p.m.,942,464
flightarrival,8:25 p.m.,943,465
flightarrival,8:35 a.m.,944,466
flightarrival,2:30 p.m.,945,448
flightarrival,8:29 a.m.,946,467
flightarrival,11:08 p.m.,947,468
flightarrival,5:30 p.m.,948,469
flightarrival,1:45 p.m.,949,470
flightarrival,,950,443
flightarrival,8:20 p.m.,951,471
flightarrival,,952,443
flightarrival,,953,443
flightarrival,7:15 a.m.,954,472
flightarrival,2:55 p.m.,955,473
flightarrival,7:35 a.m.,956,474
flightarrival,12:10 p.m.,957,475
flightarrival,7:55 a.m.,958,476
flightarrival,9:05 a.m.,959,452
flightarrival,,960,443
flightarrival,3:05 p.m.,961,477
flightarrival,11:25 a.m.,962,478
flightarrival,4:00 p.m.,963,479
flightarrival,,964,443
flightarrival,10:40 a.m.,965,454
flightarrival,6:00 a.m.,966,444
flightarrival,7:10 a.m.,967,440
flightarrival,7:10 a.m.,968,440
flightwise,7:10 a.m.,969,480
flightwise,6:00 a.m.,970,481
flightwise,7:10 a.m.,971,480
flightwise,6:30 p.m.,972,482
flightwise,7:25 a.m.,973,483
flightwise,11:05 a.m.,974,484
