state,original_index,unique_index
CA,630,2
OR,631,0
OR,632,0
GA,633,35
GA,634,35
RI,635,36
RI,636,36
RI,637,36
RI,638,36
AZ,639,20
IA,640,37
IA,641,37
,642,3
AR,643,38
AR,644,38
AR,645,38
,646,3
CT,647,17
LA,648,8
CO,649,7
CO,650,7
CO,651,7
CO,652,7
CO,653,7
CO,654,7
CO,655,7
CO,656,7
CO,657,7
CO,658,7
CO,659,7
GA,660,35
GA,661,35
ID,662,39
ID,663,39
ID,664,39
SD,665,40
SD,666,40
SD,667,40
SD,668,40
SD,669,40
SD,670,40
SD,671,40
CO,672,7
CO,673,7
IN,674,1
IN,675,1
IN,676,1
IN,677,1
ME,678,22
ME,679,22
DC,680,41
DC,681,41
DC,682,41
DC,683,41
DC,684,41
DC,685,41
DC,686,41
DC,687,41
CO,688,7
CO,689,7
IN,690,1
WI,691,11
CA,692,2
CA,693,2
OK,694,13
TX,695,16
TX,696,16
TX,697,16
TX,698,16
TX,699,16
TX,700,16
TX,701,16
TX,702,16
TX,703,16
KS,704,42
KS,705,42
AK,706,10
AK,707,10
AK,708,10
AK,709,10
CO,710,7
CO,711,7
OR,712,0
IL,713,24
IL,714,24
,715,3
,716,3
IL,717,24
IL,718,24
IL,719,24
VA,720,23
VA,721,23
CA,722,2
,723,3
CA,724,2
CA,725,2
WA,726,6
WA,727,6
PA,728,32
CO,729,7
CO,730,7
CO,731,7
CO,732,7
CO,733,7
CO,734,7
MA,735,19
MA,736,19
CO,737,7
CO,738,7
CO,739,7
CO,740,7
FL,741,4
NY,742,29
CO,743,7
CO,744,7
CO,745,7
CO,746,7
CO,747,7
CO,748,7
CO,749,7
OH,750,12
WA,751,6
FL,752,4
WA,753,6
CO,754,7
CO,755,7
CO,756,7
CO,757,7
WA,758,6
WA,759,6
IN,760,1
IN,761,1
IN,762,1
IN,763,1
IN,764,1
IN,765,1
NY,766,29
NY,767,29
NY,768,29
NY,769,29
NY,770,29
ND,771,43
ND,772,43
ND,773,43
OH,774,12
OH,775,12
CO,776,7
CO,777,7
CO,778,7
,779,3
CO,780,7
OR,781,0
OR,782,0
OR,783,0
OR,784,0
OR,785,0
OR,786,0
VT,787,44
VT,788,44
VT,789,44
VT,790,44
CA,791,2
CA,792,2
,793,3
IL,794,24
IL,795,24
IL,796,24
IL,797,24
IL,798,24
IL,799,24
IL,800,24
IL,801,24
IL,802,24
IL,803,24
CA,804,2
,805,3
CA,806,2
CA,807,2
CA,808,2
IN,809,1
IN,810,1
IN,811,1
PA,812,32
IL,813,24
MD,814,45
MD,815,45
VA,816,23
VA,817,23
RI,818,36
RI,819,36
RI,820,36
RI,821,36
NJ,822,31
NJ,823,31
OR,824,0
OR,825,0
OR,826,0
OR,827,0
OR,828,0
OR,829,0
OR,830,0
OR,831,0
OR,832,0
OR,833,0
OR,834,0
OR,835,0
,836,3
CA,837,2
CA,838,2
CA,839,2
CA,840,2
MI,841,15
MI,842,15
MI,843,15
TX,844,16
TX,845,16
,846,3
IN,847,1
IN,848,1
IN,849,1
IN,850,1
IN,851,1
AZ,852,20
AZ,853,20
AZ,854,20
AZ,855,20
AZ,856,20
AZ,857,20
AZ,858,20
OH,859,12
OH,860,12
OH,861,12
OH,862,12
MI,863,15
,864,3
MI,865,15
TX,866,16
TX,867,16
TX,868,16
TX,869,16
TX,870,16
TX,871,16
TX,872,16
TX,873,16
WA,874,6
WA,875,6
WA,876,6
WA,877,6
WA,878,6
WA,879,6
WA,880,6
NC,881,14
NC,882,14
NC,883,14
NC,884,14
NC,885,14
,886,3
WI,887,11
WI,888,11
,889,3
,890,3
CA,891,2
CA,892,2
CA,893,2
CA,894,2
CA,895,2
CA,896,2
,897,3
CA,898,2
CA,899,2
CA,900,2
CA,901,2
CA,902,2
CA,903,2
CA,904,2
MI,905,15
OR,906,0
OR,907,0
AL,908,18
AL,909,18
AL,910,18
AL,911,18
AL,912,18
OR,913,0
IL,914,24
IL,915,24
IL,916,24
IL,917,24
,918,3
IL,919,24
CO,920,7
AZ,921,20
AZ,922,20
AZ,923,20
AZ,924,20
TX,925,16
TX,926,16
TX,927,16
IN,928,1
IN,929,1
IN,930,1
IN,931,1
IN,932,1
IN,933,1
IN,934,1
IN,935,1
IN,936,1
IN,937,1
IN,938,1
IN,939,1
,940,3
IN,941,1
IN,942,1
IN,943,1
IN,944,1
IN,945,1
IN,946,1
IN,947,1
CO,948,7
CO,949,7
CO,950,7
CO,951,7
,952,3
CO,953,7
CO,954,7
CO,955,7
CO,956,7
MT,957,26
MT,958,26
LA,959,8
LA,960,8
IA,961,37
IA,962,37
IA,963,37
IA,964,37
IA,965,37
IA,966,37
IA,967,37
IA,968,37
IA,969,37
IA,970,37
IA,971,37
IA,972,37
IA,973,37
IA,974,37
IA,975,37
IA,976,37
IA,977,37
IA,978,37
FL,979,4
WV,980,46
WV,981,46
RI,982,36
RI,983,36
RI,984,36
RI,985,36
RI,986,36
RI,987,36
RI,988,36
RI,989,36
RI,990,36
MI,991,15
MI,992,15
MI,993,15
MI,994,15
MI,995,15
MI,996,15
MI,997,15
MI,998,15
MI,999,15
CO,1000,7
WA,1001,6
WA,1002,6
IL,1003,24
IL,1004,24
IL,1005,24
IL,1006,24
IL,1007,24
IL,1008,24
IL,1009,24
IL,1010,24
CT,1011,17
CT,1012,17
CA,1013,2
CA,1014,2
VA,1015,23
VA,1016,23
VA,1017,23
MA,1018,19
MA,1019,19
MA,1020,19
MA,1021,19
MA,1022,19
MA,1023,19
MA,1024,19
MA,1025,19
MA,1026,19
MA,1027,19
,1028,3
MA,1029,19
MT,1030,26
MT,1031,26
HI,1032,47
HI,1033,47
HI,1034,47
HI,1035,47
HI,1036,47
CA,1037,2
CA,1038,2
,1039,3
MD,1040,45
MD,1041,45
MD,1042,45
CA,1043,2
CA,1044,2
CA,1045,2
CO,1046,7
CO,1047,7
KS,1048,42
KS,1049,42
KS,1050,42
WA,1051,6
WA,1052,6
WA,1053,6
WA,1054,6
WA,1055,6
WI,1056,11
PA,1057,32
PA,1058,32
,1059,3
OR,1060,0
OR,1061,0
OR,1062,0
OR,1063,0
OR,1064,0
OR,1065,0
OR,1066,0
OR,1067,0
TX,1068,16
TX,1069,16
TX,1070,16
TX,1071,16
TX,1072,16
OR,1073,0
OR,1074,0
,1075,3
OR,1076,0
,1077,3
OR,1078,0
OR,1079,0
OR,1080,0
OR,1081,0
OR,1082,0
OR,1083,0
OR,1084,0
OR,1085,0
OR,1086,0
OR,1087,0
,1088,3
OR,1089,0
OR,1090,0
OR,1091,0
OR,1092,0
OR,1093,0
OR,1094,0
OR,1095,0
WI,1096,11
WI,1097,11
WI,1098,11
NC,1099,14
NC,1100,14
MN,1101,21
MN,1102,21
MN,1103,21
MN,1104,21
MN,1105,21
MN,1106,21
TX,1107,16
TX,1108,16
TX,1109,16
IN,1110,1
TX,1111,16
TX,1112,16
FL,1113,4
FL,1114,4
FL,1115,4
MA,1116,19
DE,1117,48
MA,1118,19
MA,1119,19
,1120,3
MA,1121,19
MA,1122,19
PA,1123,32
PA,1124,32
TN,1125,25
OH,1126,12
OH,1127,12
OH,1128,12
OH,1129,12
OH,1130,12
MD,1131,45
WI,1132,11
WI,1133,11
WI,1134,11
WI,1135,11
WI,1136,11
,1137,3
NV,1138,33
NV,1139,33
NV,1140,33
NV,1141,33
IA,1142,37
IA,1143,37
TX,1144,16
TX,1145,16
TX,1146,16
TX,1147,16
,1148,3
TX,1149,16
TX,1150,16
TX,1151,16
TX,1152,16
TX,1153,16
NY,1154,29
NY,1155,29
,1156,3
AK,1157,10
,1158,3
AK,1159,10
AK,1160,10
MT,1161,26
MT,1162,26
MT,1163,26
MT,1164,26
MT,1165,26
MT,1166,26
MI,1167,15
MI,1168,15
MI,1169,15
MI,1170,15
MI,1171,15
MI,1172,15
MI,1173,15
AK,1174,10
AK,1175,10
AK,1176,10
AK,1177,10
AK,1178,10
MO,1179,5
MO,1180,5
HI,1181,47
HI,1182,47
HI,1183,47
HI,1184,47
OK,1185,13
WA,1186,6
,1187,3
NM,1188,49
PA,1189,32
PA,1190,32
MI,1191,15
MI,1192,15
MI,1193,15
MI,1194,15
ID,1195,39
ID,1196,39
ID,1197,39
PA,1198,32
PA,1199,32
WI,1200,11
MT,1201,26
MT,1202,26
,1203,3
MT,1204,26
MT,1205,26
MN,1206,21
MN,1207,21
PA,1208,32
PA,1209,32
PA,1210,32
,1211,3
CO,1212,7
NC,1213,14
NC,1214,14
NC,1215,14
NC,1216,14
NC,1217,14
VT,1218,44
VT,1219,44
VT,1220,44
VT,1221,44
VT,1222,44
VT,1223,44
VT,1224,44
VT,1225,44
VT,1226,44
VA,1227,23
VA,1228,23
WI,1229,11
WI,1230,11
WI,1231,11
WI,1232,11
MS,1233,50
MS,1234,50
AZ,1235,20
AZ,1236,20
AZ,1237,20
AZ,1238,20
,1239,3
OR,1240,0
GA,1241,35
GA,1242,35
OH,1243,12
OH,1244,12
OH,1245,12
,1246,3
OH,1247,12
OH,1248,12
OH,1249,12
OH,1250,12
OH,1251,12
VT,1252,44
VT,1253,44
VT,1254,44
CA,1255,2
CA,1256,2
CA,1257,2
CA,1258,2
PA,1259,32
PA,1260,32
PA,1261,32
PA,1262,32
PA,1263,32
PA,1264,32
PA,1265,32
PA,1266,32
PA,1267,32
CA,1268,2
CA,1269,2
CA,1270,2
CA,1271,2
CA,1272,2
NM,1273,49
NM,1274,49
ME,1275,22
ME,1276,22
ME,1277,22
ME,1278,22
ME,1279,22
TX,1280,16
TX,1281,16
TX,1282,16
TX,1283,16
,1284,3
TX,1285,16
TX,1286,16
,1287,3
,1288,3
NY,1289,29
NY,1290,29
NY,1291,29
NY,1292,29
NY,1293,29
,1294,3
NY,1295,29
NY,1296,29
NY,1297,29
NY,1298,29
NY,1299,29
NY,1300,29
HI,1301,47
HI,1302,47
HI,1303,47
HI,1304,47
HI,1305,47
HI,1306,47
HI,1307,47
HI,1308,47
HI,1309,47
HI,1310,47
HI,1311,47
HI,1312,47
CA,1313,2
CA,1314,2
CA,1315,2
MI,1316,15
MI,1317,15
MI,1318,15
HI,1319,47
HI,1320,47
HI,1321,47
HI,1322,47
HI,1323,47
HI,1324,47
FL,1325,4
FL,1326,4
FL,1327,4
FL,1328,4
IL,1329,24
AK,1330,10
AK,1331,10
AK,1332,10
AK,1333,10
AK,1334,10
CA,1335,2
CA,1336,2
CA,1337,2
CA,1338,2
CA,1339,2
CA,1340,2
IL,1341,24
,1342,3
IL,1343,24
IL,1344,24
IL,1345,24
IL,1346,24
IL,1347,24
IL,1348,24
PA,1349,32
PA,1350,32
MI,1351,15
MI,1352,15
MI,1353,15
WI,1354,11
WI,1355,11
WI,1356,11
WI,1357,11
WI,1358,11
WI,1359,11
WI,1360,11
WI,1361,11
WI,1362,11
WI,1363,11
WI,1364,11
WI,1365,11
WI,1366,11
,1367,3
WI,1368,11
WI,1369,11
WI,1370,11
WI,1371,11
WI,1372,11
WI,1373,11
,1374,3
CA,1375,2
,1376,3
CA,1377,2
UT,1378,30
UT,1379,30
UT,1380,30
UT,1381,30
NH,1382,51
NH,1383,51
NE,1384,28
CA,1385,2
CA,1386,2
CA,1387,2
CA,1388,2
CA,1389,2
CA,1390,2
CA,1391,2
CA,1392,2
AZ,1393,20
CA,1394,2
CA,1395,2
CA,1396,2
NY,1397,29
NY,1398,29
MO,1399,5
MO,1400,5
MO,1401,5
MO,1402,5
MO,1403,5
CA,1404,2
NC,1405,14
NC,1406,14
MO,1407,5
MO,1408,5
MI,1409,15
AZ,1410,20
AZ,1411,20
AZ,1412,20
AZ,1413,20
AZ,1414,20
OK,1415,13
OK,1416,13
OK,1417,13
OK,1418,13
OK,1419,13
RI,1420,36
RI,1421,36
RI,1422,36
RI,1423,36
RI,1424,36
RI,1425,36
RI,1426,36
RI,1427,36
RI,1428,36
RI,1429,36
,1430,3
OR,1431,0
OR,1432,0
OR,1433,0
OR,1434,0
OR,1435,0
NE,1436,28
NE,1437,28
NE,1438,28
NE,1439,28
NE,1440,28
PA,1441,32
PA,1442,32
CO,1443,7
CO,1444,7
CO,1445,7
CO,1446,7
CO,1447,7
CO,1448,7
CO,1449,7
CO,1450,7
CO,1451,7
CO,1452,7
CO,1453,7
CO,1454,7
CO,1455,7
CO,1456,7
CO,1457,7
CO,1458,7
CO,1459,7
CT,1460,17
CT,1461,17
CT,1462,17
CT,1463,17
CT,1464,17
CT,1465,17
CT,1466,17
CT,1467,17
CT,1468,17
CT,1469,17
CT,1470,17
LA,1471,8
LA,1472,8
LA,1473,8
LA,1474,8
LA,1475,8
LA,1476,8
TX,1477,16
TX,1478,16
TX,1479,16
,1480,3
SC,1481,34
NY,1482,29
MA,1483,19
MA,1484,19
MA,1485,19
MA,1486,19
NC,1487,14
NC,1488,14
PA,1489,32
PA,1490,32
PA,1491,32
PA,1492,32
MN,1493,21
MN,1494,21
MN,1495,21
MN,1496,21
MN,1497,21
MN,1498,21
MA,1499,19
WA,1500,6
WA,1501,6
WI,1502,11
WI,1503,11
MA,1504,19
MA,1505,19
MO,1506,5
MO,1507,5
MO,1508,5
OR,1509,0
OR,1510,0
OR,1511,0
OR,1512,0
TX,1513,16
TX,1514,16
TX,1515,16
TX,1516,16
OR,1517,0
OR,1518,0
OR,1519,0
OR,1520,0
CO,1521,7
CO,1522,7
CO,1523,7
CO,1524,7
CO,1525,7
CO,1526,7
CO,1527,7
IA,1528,37
IA,1529,37
IA,1530,37
IA,1531,37
IA,1532,37
IA,1533,37
PA,1534,32
PA,1535,32
PA,1536,32
PA,1537,32
PA,1538,32
PA,1539,32
PA,1540,32
PA,1541,32
PA,1542,32
PA,1543,32
WA,1544,6
WA,1545,6
WA,1546,6
WA,1547,6
WA,1548,6
GA,1549,35
GA,1550,35
CO,1551,7
CO,1552,7
CO,1553,7
CO,1554,7
CO,1555,7
CO,1556,7
CO,1557,7
,1558,3
,1559,3
CO,1560,7
CO,1561,7
CO,1562,7
CO,1563,7
CO,1564,7
CO,1565,7
CO,1566,7
CO,1567,7
CO,1568,7
CO,1569,7
CO,1570,7
CO,1571,7
CO,1572,7
CO,1573,7
CO,1574,7
CO,1575,7
CO,1576,7
CO,1577,7
CO,1578,7
CO,1579,7
CO,1580,7
CO,1581,7
,1582,3
CO,1583,7
CO,1584,7
CO,1585,7
CO,1586,7
,1587,3
CO,1588,7
CO,1589,7
CO,1590,7
,1591,3
CO,1592,7
CO,1593,7
CO,1594,7
CO,1595,7
CO,1596,7
NC,1597,14
NC,1598,14
NC,1599,14
NC,1600,14
NC,1601,14
NC,1602,14
VT,1603,44
VT,1604,44
AR,1605,38
CO,1606,7
CO,1607,7
CO,1608,7
CO,1609,7
CO,1610,7
CO,1611,7
CO,1612,7
ID,1613,39
ID,1614,39
ID,1615,39
ID,1616,39
ID,1617,39
IA,1618,37
ME,1619,22
,1620,3
TX,1621,16
TX,1622,16
IN,1623,1
IN,1624,1
IN,1625,1
IN,1626,1
MI,1627,15
MI,1628,15
MI,1629,15
MI,1630,15
MI,1631,15
MI,1632,15
TX,1633,16
TX,1634,16
TX,1635,16
TX,1636,16
TX,1637,16
TX,1638,16
TX,1639,16
MI,1640,15
,1641,3
MI,1642,15
MI,1643,15
AZ,1644,20
CO,1645,7
CO,1646,7
CO,1647,7
CA,1648,2
CA,1649,2
MO,1650,5
MO,1651,5
MO,1652,5
MO,1653,5
MO,1654,5
MO,1655,5
MO,1656,5
MO,1657,5
IL,1658,24
NC,1659,14
NC,1660,14
CA,1661,2
CA,1662,2
CA,1663,2
OH,1664,12
IL,1665,24
OH,1666,12
AZ,1667,20
AZ,1668,20
CO,1669,7
,1670,3
CO,1671,7
CO,1672,7
CO,1673,7
CO,1674,7
CO,1675,7
WA,1676,6
WA,1677,6
SC,1678,34
SC,1679,34
TX,1680,16
TX,1681,16
TX,1682,16
TX,1683,16
TX,1684,16
TX,1685,16
TX,1686,16
TX,1687,16
TX,1688,16
TX,1689,16
GA,1690,35
,1691,3
GA,1692,35
MD,1693,45
MD,1694,45
MD,1695,45
MD,1696,45
MD,1697,45
OR,1698,0
WA,1699,6
WA,1700,6
WA,1701,6
CO,1702,7
CO,1703,7
CO,1704,7
CA,1705,2
CO,1706,7
CO,1707,7
,1708,3
CO,1709,7
CO,1710,7
CO,1711,7
CO,1712,7
CO,1713,7
,1714,3
CO,1715,7
CO,1716,7
CO,1717,7
CO,1718,7
CO,1719,7
IL,1720,24
IL,1721,24
IL,1722,24
IL,1723,24
IL,1724,24
IL,1725,24
IL,1726,24
IL,1727,24
OH,1728,12
OH,1729,12
OH,1730,12
OH,1731,12
OH,1732,12
OH,1733,12
OH,1734,12
,1735,3
MI,1736,15
ME,1737,22
,1738,3
CO,1739,7
CO,1740,7
OH,1741,12
OH,1742,12
,1743,3
PA,1744,32
PA,1745,32
PA,1746,32
,1747,3
PA,1748,32
PA,1749,32
PA,1750,32
PA,1751,32
PA,1752,32
PA,1753,32
PA,1754,32
PA,1755,32
PA,1756,32
PA,1757,32
VA,1758,23
,1759,3
MI,1760,15
MI,1761,15
MI,1762,15
MI,1763,15
MI,1764,15
MI,1765,15
OR,1766,0
OK,1767,13
OK,1768,13
OK,1769,13
PA,1770,32
PA,1771,32
,1772,3
PA,1773,32
PA,1774,32
PA,1775,32
PA,1776,32
CA,1777,2
CA,1778,2
CA,1779,2
CA,1780,2
CA,1781,2
CA,1782,2
CA,1783,2
CA,1784,2
CA,1785,2
AZ,1786,20
AZ,1787,20
AZ,1788,20
AZ,1789,20
AZ,1790,20
AZ,1791,20
AZ,1792,20
AZ,1793,20
AZ,1794,20
AZ,1795,20
AZ,1796,20
AZ,1797,20
AZ,1798,20
AZ,1799,20
,1800,3
AZ,1801,20
AZ,1802,20
AZ,1803,20
AZ,1804,20
CO,1805,7
CO,1806,7
CA,1807,2
CA,1808,2
CA,1809,2
NM,1810,49
NM,1811,49
NM,1812,49
NM,1813,49
NM,1814,49
NM,1815,49
NM,1816,49
MI,1817,15
WA,1818,6
WA,1819,6
WA,1820,6
MO,1821,5
MO,1822,5
MO,1823,5
MO,1824,5
MO,1825,5
MO,1826,5
ME,1827,22
CA,1828,2
WA,1829,6
WA,1830,6
,1831,3
OR,1832,0
OH,1833,12
OH,1834,12
OH,1835,12
OH,1836,12
OH,1837,12
CT,1838,17
MA,1839,19
ME,1840,22
ME,1841,22
ME,1842,22
ME,1843,22
CA,1844,2
CA,1845,2
CA,1846,2
CA,1847,2
CA,1848,2
CA,1849,2
CA,1850,2
,1851,3
CA,1852,2
MI,1853,15
CO,1854,7
CO,1855,7
CO,1856,7
NY,1857,29
NY,1858,29
NY,1859,29
,1860,3
NY,1861,29
NY,1862,29
NY,1863,29
NY,1864,29
,1865,3
NY,1866,29
NY,1867,29
NY,1868,29
NY,1869,29
NY,1870,29
NY,1871,29
NY,1872,29
NY,1873,29
NY,1874,29
NY,1875,29
NY,1876,29
NY,1877,29
NY,1878,29
NY,1879,29
NY,1880,29
CO,1881,7
CO,1882,7
,1883,3
CO,1884,7
CO,1885,7
CO,1886,7
CO,1887,7
CO,1888,7
CO,1889,7
