0,1,2,3,4,5,6,7,8,9,10
452432,Feverfew (Tanacetum parthenium L.): A systematic review.,,,,,0.0,0.0,,,{NULL}
450743,Meta-analysis of guided bronchoscopy for the evaluation of the pulmonary nodule.,,,,,0.0,0.0,,,{NULL}
446599,[Case management for moderate-need patients and recovery: what can we learn from experimental and quasi-experimental studies?]. [Review] [French],,,,,0.0,0.0,,,{NULL}
453637,Corneal collagen cross-linking for nonectatic disorders: A systematic review.,,,,,0.0,0.0,,,{NULL}
462849,Methodological Review of the Quality of Reach Out and Read: Does It &quot;Work&quot;?,,,,,0.0,0.0,,,{NULL}
435904,A meta-analysis of clinical trials comparing mirtazapine with selective serotonin reuptake inhibitors for the treatment of major depressive disorder.,,,,,0.0,0.0,,,{NULL}
438808,Descemet's stripping endothelial keratoplasty: safety and outcomes: a report by the American Academy of Ophthalmology,,,,,0.0,0.0,,,{NULL}
446026,Use of implantable cardioverter-defibrillators for primary prevention in older patients: A systematic literature review and meta-analysis.,,,,,0.0,0.0,,,{NULL}
455697,Systematic review of occupational engagement and health outcomes among community-dwelling older adults,,,,,0.0,0.0,,,{NULL}
437969,Review of prasugrel for the secondary prevention of atherothrombosis.,,,,,0.0,0.0,,,{NULL}
464335,Stereotactic radiosurgery for spinal metastases: a literature review. [Review],,,,,0.0,0.0,,,{NULL}
450760,"The value of transurethral bladder biopsy after intravesical bacillus Calmette-Guerin instillation therapy for nonmuscle invasive bladder cancer: A retrospective, single center study and cumulative analysis of the literature.",,,,,0.0,0.0,,,{NULL}
461657,Review of epidemiology and management of atrial fibrillation in developing countries.,,,,,0.0,0.0,,,{NULL}
440401,American palm ethnomedicine: a meta-analysis..,,,,,0.0,0.0,,,{NULL}
465756,Non-surgical treatments for anal fissure in adults.,,,,,0.0,0.0,,,{NULL}
453909,The lung cancer management guidelines 2012.,,,,,0.0,0.0,,,{NULL}
441902,Pharmacotherapy for inherited colorectal cancer. [Review] [42 refs],,,,,0.0,0.0,,,{NULL}
431348,Atomoxetine treatment of children and adolescents with ADHD: Clinical questions and answers. (German),,,,,0.0,0.0,,,{NULL}
441393,The novel applications of the quantitative analysis of neutrophil cell surface FcgammaRI (CD64) to the diagnosis of infectious and inflammatory diseases.,,,,,0.0,0.0,,,{NULL}
444273,Iatrogenic perforation at colonic imaging.,,,,,0.0,0.0,,,{NULL}
455406,Green tea in dermatology. [Review],,,,,0.0,0.0,,,{NULL}
467344,Primary Banded Roux-en-Y Gastric Bypass: a Systematic Review.,,,,,0.0,0.0,,,{NULL}
440684,Hemostatic resuscitation for massive bleeding: The paradigm of plasma and platelets - A review of the current literature.,,,,,0.0,0.0,,,{NULL}
463556,Structural brain changes associated with antipsychotic treatment in schizophrenia      as revealed by voxel-based morphometric MRI: an activation likelihood estimation       meta-analysis.,,,,,0.0,0.0,,,{NULL}
448384,Are birth kits a good idea? A systematic review of the evidence.,,,,,0.0,0.0,,,{NULL}
447382,Antiplatelet therapy in patients with ST-elevation myocardial infarction undergoing myocardial revascularisation: Beyond clopidogrel.,,,,,0.0,0.0,,,{NULL}
433039,Palliative sedation therapy in the last weeks of life: a literature review and recommendations for standards.,,,,,0.0,0.0,,,{NULL}
461204,Fc receptor-like 3 (FCRL3) -169 C/T polymorphism and systemic lupus erythematosus: A meta-analysis.,,,,,0.0,0.0,,,{NULL}
