src,original_index,unique_index,count
boston,227,2,100
boston,228,2,100
boston,229,2,100
boston,230,2,100
boston,231,2,100
boston,232,2,100
boston,233,2,100
boston,234,2,100
boston,235,2,100
boston,236,2,100
boston,237,2,100
boston,238,2,100
boston,239,2,100
boston,240,2,100
boston,241,2,100
boston,242,2,100
boston,243,2,100
boston,244,2,100
boston,245,2,100
boston,246,2,100
boston,247,2,100
boston,248,2,100
boston,249,2,100
weather,250,3,87
weather,251,3,87
weather,252,3,87
weather,253,3,87
weather,254,3,87
weather,255,3,87
weather,256,3,87
weather,257,3,87
weather,258,3,87
weather,259,3,87
weather,260,3,87
weather,261,3,87
weather,262,3,87
weather,263,3,87
weather,264,3,87
weather,265,3,87
weather,266,3,87
weather,267,3,87
weather,268,3,87
weather,269,3,87
weather,270,3,87
weather,271,3,87
weather,272,3,87
weather,273,3,87
weather,274,3,87
weather,275,3,87
weather,276,3,87
weather,277,3,87
weather,278,3,87
weather,279,3,87
weather,280,3,87
weather,281,3,87
weather,282,3,87
weather,283,3,87
weather,284,3,87
weather,285,3,87
weather,286,3,87
weather,287,3,87
weather,288,3,87
weather,289,3,87
weather,290,3,87
weather,291,3,87
weather,292,3,87
weather,293,3,87
weather,294,3,87
weather,295,3,87
weather,296,3,87
weather,297,3,87
weather,298,3,87
weather,299,3,87
weather,300,3,87
weather,301,3,87
weather,302,3,87
weather,303,3,87
weather,304,3,87
weather,305,3,87
weather,306,3,87
weather,307,3,87
weather,308,3,87
weather,309,3,87
weather,310,3,87
weather,311,3,87
weather,312,3,87
weather,313,3,87
weather,314,3,87
weather,315,3,87
weather,316,3,87
weather,317,3,87
weather,318,3,87
weather,319,3,87
weather,320,3,87
weather,321,3,87
weather,322,3,87
weather,323,3,87
weather,324,3,87
weather,325,3,87
weather,326,3,87
weather,327,3,87
weather,328,3,87
weather,329,3,87
weather,330,3,87
weather,331,3,87
weather,332,3,87
weather,333,3,87
weather,334,3,87
weather,335,3,87
weather,336,3,87
airtravelcenter,337,4,100
airtravelcenter,338,4,100
airtravelcenter,339,4,100
airtravelcenter,340,4,100
airtravelcenter,341,4,100
airtravelcenter,342,4,100
airtravelcenter,343,4,100
airtravelcenter,344,4,100
airtravelcenter,345,4,100
airtravelcenter,346,4,100
airtravelcenter,347,4,100
airtravelcenter,348,4,100
airtravelcenter,349,4,100
airtravelcenter,350,4,100
airtravelcenter,351,4,100
airtravelcenter,352,4,100
airtravelcenter,353,4,100
airtravelcenter,354,4,100
airtravelcenter,355,4,100
airtravelcenter,356,4,100
airtravelcenter,357,4,100
airtravelcenter,358,4,100
airtravelcenter,359,4,100
airtravelcenter,360,4,100
airtravelcenter,361,4,100
airtravelcenter,362,4,100
airtravelcenter,363,4,100
airtravelcenter,364,4,100
airtravelcenter,365,4,100
airtravelcenter,366,4,100
airtravelcenter,367,4,100
airtravelcenter,368,4,100
airtravelcenter,369,4,100
airtravelcenter,370,4,100
airtravelcenter,371,4,100
airtravelcenter,372,4,100
airtravelcenter,373,4,100
airtravelcenter,374,4,100
airtravelcenter,375,4,100
airtravelcenter,376,4,100
airtravelcenter,377,4,100
airtravelcenter,378,4,100
airtravelcenter,379,4,100
airtravelcenter,380,4,100
airtravelcenter,381,4,100
airtravelcenter,382,4,100
airtravelcenter,383,4,100
airtravelcenter,384,4,100
airtravelcenter,385,4,100
airtravelcenter,386,4,100
airtravelcenter,387,4,100
airtravelcenter,388,4,100
airtravelcenter,389,4,100
airtravelcenter,390,4,100
airtravelcenter,391,4,100
airtravelcenter,392,4,100
airtravelcenter,393,4,100
airtravelcenter,394,4,100
airtravelcenter,395,4,100
airtravelcenter,396,4,100
airtravelcenter,397,4,100
airtravelcenter,398,4,100
airtravelcenter,399,4,100
airtravelcenter,400,4,100
airtravelcenter,401,4,100
airtravelcenter,402,4,100
airtravelcenter,403,4,100
airtravelcenter,404,4,100
airtravelcenter,405,4,100
airtravelcenter,406,4,100
airtravelcenter,407,4,100
airtravelcenter,408,4,100
airtravelcenter,409,4,100
airtravelcenter,410,4,100
airtravelcenter,411,4,100
airtravelcenter,412,4,100
airtravelcenter,413,4,100
airtravelcenter,414,4,100
airtravelcenter,415,4,100
airtravelcenter,416,4,100
airtravelcenter,417,4,100
airtravelcenter,418,4,100
airtravelcenter,419,4,100
airtravelcenter,420,4,100
airtravelcenter,421,4,100
airtravelcenter,422,4,100
airtravelcenter,423,4,100
airtravelcenter,424,4,100
airtravelcenter,425,4,100
airtravelcenter,426,4,100
airtravelcenter,427,4,100
airtravelcenter,428,4,100
airtravelcenter,429,4,100
airtravelcenter,430,4,100
airtravelcenter,431,4,100
airtravelcenter,432,4,100
airtravelcenter,433,4,100
airtravelcenter,434,4,100
airtravelcenter,435,4,100
airtravelcenter,436,4,100
flightview,437,5,100
flightview,438,5,100
flightview,439,5,100
flightview,440,5,100
flightview,441,5,100
flightview,442,5,100
flightview,443,5,100
flightview,444,5,100
flightview,445,5,100
flightview,446,5,100
flightview,447,5,100
flightview,448,5,100
flightview,449,5,100
flightview,450,5,100
flightview,451,5,100
flightview,452,5,100
flightview,453,5,100
flightview,454,5,100
flightview,455,5,100
flightview,456,5,100
flightview,457,5,100
flightview,458,5,100
flightview,459,5,100
flightview,460,5,100
flightview,461,5,100
flightview,462,5,100
flightview,463,5,100
flightview,464,5,100
flightview,465,5,100
flightview,466,5,100
flightview,467,5,100
flightview,468,5,100
flightview,469,5,100
flightview,470,5,100
flightview,471,5,100
flightview,472,5,100
flightview,473,5,100
flightview,474,5,100
flightview,475,5,100
flightview,476,5,100
flightview,477,5,100
flightview,478,5,100
flightview,479,5,100
flightview,480,5,100
flightview,481,5,100
flightview,482,5,100
flightview,483,5,100
flightview,484,5,100
flightview,485,5,100
flightview,486,5,100
flightview,487,5,100
flightview,488,5,100
flightview,489,5,100
flightview,490,5,100
flightview,491,5,100
flightview,492,5,100
flightview,493,5,100
flightview,494,5,100
flightview,495,5,100
flightview,496,5,100
flightview,497,5,100
flightview,498,5,100
flightview,499,5,100
flightview,500,5,100
flightview,501,5,100
flightview,502,5,100
flightview,503,5,100
flightview,504,5,100
flightview,505,5,100
flightview,506,5,100
flightview,507,5,100
flightview,508,5,100
flightview,509,5,100
flightview,510,5,100
flightview,511,5,100
flightview,512,5,100
flightview,513,5,100
flightview,514,5,100
flightview,515,5,100
flightview,516,5,100
flightview,517,5,100
flightview,518,5,100
flightview,519,5,100
flightview,520,5,100
flightview,521,5,100
flightview,522,5,100
flightview,523,5,100
flightview,524,5,100
flightview,525,5,100
flightview,526,5,100
flightview,527,5,100
flightview,528,5,100
flightview,529,5,100
flightview,530,5,100
flightview,531,5,100
flightview,532,5,100
flightview,533,5,100
flightview,534,5,100
flightview,535,5,100
flightview,536,5,100
flightstats,537,6,92
flightstats,538,6,92
flightstats,539,6,92
flightstats,540,6,92
flightstats,541,6,92
flightstats,542,6,92
flightstats,543,6,92
flightstats,544,6,92
flightstats,545,6,92
flightstats,546,6,92
flightstats,547,6,92
flightstats,548,6,92
flightstats,549,6,92
flightstats,550,6,92
flightstats,551,6,92
flightstats,552,6,92
flightstats,553,6,92
flightstats,554,6,92
flightstats,555,6,92
flightstats,556,6,92
flightstats,557,6,92
flightstats,558,6,92
flightstats,559,6,92
flightstats,560,6,92
flightstats,561,6,92
flightstats,562,6,92
flightstats,563,6,92
flightstats,564,6,92
flightstats,565,6,92
flightstats,566,6,92
flightstats,567,6,92
flightstats,568,6,92
flightstats,569,6,92
flightstats,570,6,92
flightstats,571,6,92
flightstats,572,6,92
flightstats,573,6,92
flightstats,574,6,92
flightstats,575,6,92
flightstats,576,6,92
flightstats,577,6,92
flightstats,578,6,92
flightstats,579,6,92
flightstats,580,6,92
flightstats,581,6,92
flightstats,582,6,92
flightstats,583,6,92
flightstats,584,6,92
flightstats,585,6,92
flightstats,586,6,92
flightstats,587,6,92
flightstats,588,6,92
flightstats,589,6,92
flightstats,590,6,92
flightstats,591,6,92
flightstats,592,6,92
flightstats,593,6,92
flightstats,594,6,92
flightstats,595,6,92
flightstats,596,6,92
flightstats,597,6,92
flightstats,598,6,92
flightstats,599,6,92
flightstats,600,6,92
flightstats,601,6,92
flightstats,602,6,92
flightstats,603,6,92
flightstats,604,6,92
flightstats,605,6,92
flightstats,606,6,92
flightstats,607,6,92
flightstats,608,6,92
flightstats,609,6,92
flightstats,610,6,92
flightstats,611,6,92
flightstats,612,6,92
flightstats,613,6,92
flightstats,614,6,92
flightstats,615,6,92
flightstats,616,6,92
flightstats,617,6,92
flightstats,618,6,92
flightstats,619,6,92
flightstats,620,6,92
flightstats,621,6,92
flightstats,622,6,92
flightstats,623,6,92
flightstats,624,6,92
flightstats,625,6,92
flightstats,626,6,92
flightstats,627,6,92
flightstats,628,6,92
panynj,629,7,100
panynj,630,7,100
panynj,631,7,100
panynj,632,7,100
panynj,633,7,100
panynj,634,7,100
panynj,635,7,100
panynj,636,7,100
panynj,637,7,100
panynj,638,7,100
panynj,639,7,100
panynj,640,7,100
panynj,641,7,100
panynj,642,7,100
panynj,643,7,100
panynj,644,7,100
panynj,645,7,100
panynj,646,7,100
panynj,647,7,100
panynj,648,7,100
panynj,649,7,100
panynj,650,7,100
panynj,651,7,100
panynj,652,7,100
panynj,653,7,100
panynj,654,7,100
panynj,655,7,100
panynj,656,7,100
panynj,657,7,100
panynj,658,7,100
panynj,659,7,100
panynj,660,7,100
panynj,661,7,100
panynj,662,7,100
panynj,663,7,100
panynj,664,7,100
panynj,665,7,100
panynj,666,7,100
panynj,667,7,100
panynj,668,7,100
panynj,669,7,100
panynj,670,7,100
panynj,671,7,100
panynj,672,7,100
panynj,673,7,100
panynj,674,7,100
panynj,675,7,100
panynj,676,7,100
panynj,677,7,100
panynj,678,7,100
panynj,679,7,100
panynj,680,7,100
panynj,681,7,100
panynj,682,7,100
panynj,683,7,100
panynj,684,7,100
panynj,685,7,100
panynj,686,7,100
panynj,687,7,100
panynj,688,7,100
panynj,689,7,100
panynj,690,7,100
panynj,691,7,100
panynj,692,7,100
panynj,693,7,100
panynj,694,7,100
panynj,695,7,100
panynj,696,7,100
panynj,697,7,100
panynj,698,7,100
panynj,699,7,100
panynj,700,7,100
panynj,701,7,100
panynj,702,7,100
panynj,703,7,100
panynj,704,7,100
panynj,705,7,100
panynj,706,7,100
panynj,707,7,100
panynj,708,7,100
panynj,709,7,100
panynj,710,7,100
panynj,711,7,100
panynj,712,7,100
panynj,713,7,100
panynj,714,7,100
panynj,715,7,100
panynj,716,7,100
panynj,717,7,100
panynj,718,7,100
panynj,719,7,100
panynj,720,7,100
panynj,721,7,100
panynj,722,7,100
panynj,723,7,100
panynj,724,7,100
panynj,725,7,100
panynj,726,7,100
panynj,727,7,100
panynj,728,7,100
flightexplorer,729,8,63
flightexplorer,730,8,63
flightexplorer,731,8,63
flightexplorer,732,8,63
flightexplorer,733,8,63
flightexplorer,734,8,63
flightexplorer,735,8,63
flightexplorer,736,8,63
flightexplorer,737,8,63
flightexplorer,738,8,63
flightexplorer,739,8,63
flightexplorer,740,8,63
flightexplorer,741,8,63
flightexplorer,742,8,63
flightexplorer,743,8,63
flightexplorer,744,8,63
flightexplorer,745,8,63
flightexplorer,746,8,63
flightexplorer,747,8,63
flightexplorer,748,8,63
flightexplorer,749,8,63
flightexplorer,750,8,63
flightexplorer,751,8,63
flightexplorer,752,8,63
flightexplorer,753,8,63
flightexplorer,754,8,63
flightexplorer,755,8,63
flightexplorer,756,8,63
flightexplorer,757,8,63
flightexplorer,758,8,63
flightexplorer,759,8,63
flightexplorer,760,8,63
flightexplorer,761,8,63
flightexplorer,762,8,63
flightexplorer,763,8,63
flightexplorer,764,8,63
flightexplorer,765,8,63
flightexplorer,766,8,63
flightexplorer,767,8,63
flightexplorer,768,8,63
flightexplorer,769,8,63
flightexplorer,770,8,63
flightexplorer,771,8,63
flightexplorer,772,8,63
flightexplorer,773,8,63
flightexplorer,774,8,63
flightexplorer,775,8,63
flightexplorer,776,8,63
flightexplorer,777,8,63
flightexplorer,778,8,63
flightexplorer,779,8,63
flightexplorer,780,8,63
flightexplorer,781,8,63
flightexplorer,782,8,63
flightexplorer,783,8,63
flightexplorer,784,8,63
flightexplorer,785,8,63
flightexplorer,786,8,63
flightexplorer,787,8,63
flightexplorer,788,8,63
flightexplorer,789,8,63
flightexplorer,790,8,63
flightexplorer,791,8,63
mia,792,9,5
mia,793,9,5
mia,794,9,5
mia,795,9,5
mia,796,9,5
iad,797,10,1
dfw,798,11,5
dfw,799,11,5
dfw,800,11,5
dfw,801,11,5
dfw,802,11,5
mco,803,12,8
mco,804,12,8
mco,805,12,8
mco,806,12,8
mco,807,12,8
mco,808,12,8
mco,809,12,8
mco,810,12,8
flights,811,13,100
flights,812,13,100
flights,813,13,100
flights,814,13,100
flights,815,13,100
flights,816,13,100
flights,817,13,100
flights,818,13,100
flights,819,13,100
flights,820,13,100
flights,821,13,100
flights,822,13,100
flights,823,13,100
flights,824,13,100
flights,825,13,100
flights,826,13,100
flights,827,13,100
flights,828,13,100
flights,829,13,100
flights,830,13,100
flights,831,13,100
flights,832,13,100
flights,833,13,100
flights,834,13,100
flights,835,13,100
flights,836,13,100
flights,837,13,100
flights,838,13,100
flights,839,13,100
flights,840,13,100
flights,841,13,100
flights,842,13,100
flights,843,13,100
flights,844,13,100
flights,845,13,100
flights,846,13,100
flights,847,13,100
flights,848,13,100
flights,849,13,100
flights,850,13,100
flights,851,13,100
flights,852,13,100
flights,853,13,100
flights,854,13,100
flights,855,13,100
flights,856,13,100
flights,857,13,100
flights,858,13,100
flights,859,13,100
flights,860,13,100
flights,861,13,100
flights,862,13,100
flights,863,13,100
flights,864,13,100
flights,865,13,100
flights,866,13,100
flights,867,13,100
flights,868,13,100
flights,869,13,100
flights,870,13,100
flights,871,13,100
flights,872,13,100
flights,873,13,100
flights,874,13,100
flights,875,13,100
flights,876,13,100
flights,877,13,100
flights,878,13,100
flights,879,13,100
flights,880,13,100
flights,881,13,100
flights,882,13,100
flights,883,13,100
flights,884,13,100
flights,885,13,100
flights,886,13,100
flights,887,13,100
flights,888,13,100
flights,889,13,100
flights,890,13,100
flights,891,13,100
flights,892,13,100
flights,893,13,100
flights,894,13,100
flights,895,13,100
flights,896,13,100
flights,897,13,100
flights,898,13,100
flights,899,13,100
flights,900,13,100
flights,901,13,100
flights,902,13,100
flights,903,13,100
flights,904,13,100
flights,905,13,100
flights,906,13,100
flights,907,13,100
flights,908,13,100
flights,909,13,100
flights,910,13,100
flightarrival,911,14,58
flightarrival,912,14,58
flightarrival,913,14,58
flightarrival,914,14,58
flightarrival,915,14,58
flightarrival,916,14,58
flightarrival,917,14,58
flightarrival,918,14,58
flightarrival,919,14,58
flightarrival,920,14,58
flightarrival,921,14,58
flightarrival,922,14,58
flightarrival,923,14,58
flightarrival,924,14,58
flightarrival,925,14,58
flightarrival,926,14,58
flightarrival,927,14,58
flightarrival,928,14,58
flightarrival,929,14,58
flightarrival,930,14,58
flightarrival,931,14,58
flightarrival,932,14,58
flightarrival,933,14,58
flightarrival,934,14,58
flightarrival,935,14,58
flightarrival,936,14,58
flightarrival,937,14,58
flightarrival,938,14,58
flightarrival,939,14,58
flightarrival,940,14,58
flightarrival,941,14,58
flightarrival,942,14,58
flightarrival,943,14,58
flightarrival,944,14,58
flightarrival,945,14,58
flightarrival,946,14,58
flightarrival,947,14,58
flightarrival,948,14,58
flightarrival,949,14,58
flightarrival,950,14,58
flightarrival,951,14,58
flightarrival,952,14,58
flightarrival,953,14,58
flightarrival,954,14,58
flightarrival,955,14,58
flightarrival,956,14,58
flightarrival,957,14,58
flightarrival,958,14,58
flightarrival,959,14,58
flightarrival,960,14,58
flightarrival,961,14,58
flightarrival,962,14,58
flightarrival,963,14,58
flightarrival,964,14,58
flightarrival,965,14,58
flightarrival,966,14,58
flightarrival,967,14,58
flightarrival,968,14,58
flightwise,969,15,20
flightwise,970,15,20
flightwise,971,15,20
flightwise,972,15,20
flightwise,973,15,20
flightwise,974,15,20
flightwise,975,15,20
flightwise,976,15,20
flightwise,977,15,20
flightwise,978,15,20
flightwise,979,15,20
flightwise,980,15,20
flightwise,981,15,20
flightwise,982,15,20
flightwise,983,15,20
flightwise,984,15,20
flightwise,985,15,20
flightwise,986,15,20
flightwise,987,15,20
flightwise,988,15,20
travelocity,989,16,81
travelocity,990,16,81
travelocity,991,16,81
travelocity,992,16,81
travelocity,993,16,81
travelocity,994,16,81
travelocity,995,16,81
travelocity,996,16,81
travelocity,997,16,81
travelocity,998,16,81
travelocity,999,16,81
travelocity,1000,16,81
travelocity,1001,16,81
travelocity,1002,16,81
travelocity,1003,16,81
travelocity,1004,16,81
travelocity,1005,16,81
travelocity,1006,16,81
travelocity,1007,16,81
travelocity,1008,16,81
travelocity,1009,16,81
travelocity,1010,16,81
travelocity,1011,16,81
travelocity,1012,16,81
travelocity,1013,16,81
travelocity,1014,16,81
travelocity,1015,16,81
travelocity,1016,16,81
travelocity,1017,16,81
travelocity,1018,16,81
travelocity,1019,16,81
travelocity,1020,16,81
travelocity,1021,16,81
travelocity,1022,16,81
travelocity,1023,16,81
travelocity,1024,16,81
travelocity,1025,16,81
travelocity,1026,16,81
travelocity,1027,16,81
travelocity,1028,16,81
travelocity,1029,16,81
travelocity,1030,16,81
travelocity,1031,16,81
travelocity,1032,16,81
travelocity,1033,16,81
travelocity,1034,16,81
travelocity,1035,16,81
travelocity,1036,16,81
travelocity,1037,16,81
travelocity,1038,16,81
travelocity,1039,16,81
travelocity,1040,16,81
travelocity,1041,16,81
travelocity,1042,16,81
travelocity,1043,16,81
travelocity,1044,16,81
travelocity,1045,16,81
travelocity,1046,16,81
travelocity,1047,16,81
travelocity,1048,16,81
travelocity,1049,16,81
travelocity,1050,16,81
travelocity,1051,16,81
travelocity,1052,16,81
travelocity,1053,16,81
travelocity,1054,16,81
travelocity,1055,16,81
travelocity,1056,16,81
travelocity,1057,16,81
travelocity,1058,16,81
travelocity,1059,16,81
travelocity,1060,16,81
travelocity,1061,16,81
travelocity,1062,16,81
travelocity,1063,16,81
travelocity,1064,16,81
travelocity,1065,16,81
travelocity,1066,16,81
travelocity,1067,16,81
travelocity,1068,16,81
travelocity,1069,16,81
foxbusiness,1070,17,100
foxbusiness,1071,17,100
foxbusiness,1072,17,100
foxbusiness,1073,17,100
foxbusiness,1074,17,100
foxbusiness,1075,17,100
foxbusiness,1076,17,100
foxbusiness,1077,17,100
foxbusiness,1078,17,100
foxbusiness,1079,17,100
foxbusiness,1080,17,100
foxbusiness,1081,17,100
foxbusiness,1082,17,100
foxbusiness,1083,17,100
foxbusiness,1084,17,100
foxbusiness,1085,17,100
foxbusiness,1086,17,100
foxbusiness,1087,17,100
foxbusiness,1088,17,100
foxbusiness,1089,17,100
foxbusiness,1090,17,100
foxbusiness,1091,17,100
foxbusiness,1092,17,100
foxbusiness,1093,17,100
foxbusiness,1094,17,100
foxbusiness,1095,17,100
foxbusiness,1096,17,100
foxbusiness,1097,17,100
foxbusiness,1098,17,100
foxbusiness,1099,17,100
foxbusiness,1100,17,100
foxbusiness,1101,17,100
foxbusiness,1102,17,100
foxbusiness,1103,17,100
foxbusiness,1104,17,100
foxbusiness,1105,17,100
foxbusiness,1106,17,100
foxbusiness,1107,17,100
foxbusiness,1108,17,100
foxbusiness,1109,17,100
foxbusiness,1110,17,100
foxbusiness,1111,17,100
foxbusiness,1112,17,100
foxbusiness,1113,17,100
foxbusiness,1114,17,100
foxbusiness,1115,17,100
foxbusiness,1116,17,100
foxbusiness,1117,17,100
foxbusiness,1118,17,100
foxbusiness,1119,17,100
foxbusiness,1120,17,100
foxbusiness,1121,17,100
foxbusiness,1122,17,100
foxbusiness,1123,17,100
foxbusiness,1124,17,100
foxbusiness,1125,17,100
foxbusiness,1126,17,100
foxbusiness,1127,17,100
foxbusiness,1128,17,100
foxbusiness,1129,17,100
foxbusiness,1130,17,100
foxbusiness,1131,17,100
foxbusiness,1132,17,100
foxbusiness,1133,17,100
foxbusiness,1134,17,100
foxbusiness,1135,17,100
foxbusiness,1136,17,100
foxbusiness,1137,17,100
foxbusiness,1138,17,100
foxbusiness,1139,17,100
foxbusiness,1140,17,100
foxbusiness,1141,17,100
foxbusiness,1142,17,100
foxbusiness,1143,17,100
foxbusiness,1144,17,100
foxbusiness,1145,17,100
foxbusiness,1146,17,100
foxbusiness,1147,17,100
foxbusiness,1148,17,100
foxbusiness,1149,17,100
foxbusiness,1150,17,100
foxbusiness,1151,17,100
foxbusiness,1152,17,100
foxbusiness,1153,17,100
foxbusiness,1154,17,100
foxbusiness,1155,17,100
foxbusiness,1156,17,100
foxbusiness,1157,17,100
foxbusiness,1158,17,100
foxbusiness,1159,17,100
foxbusiness,1160,17,100
foxbusiness,1161,17,100
foxbusiness,1162,17,100
foxbusiness,1163,17,100
foxbusiness,1164,17,100
foxbusiness,1165,17,100
foxbusiness,1166,17,100
foxbusiness,1167,17,100
foxbusiness,1168,17,100
foxbusiness,1169,17,100
usatoday,1170,18,53
usatoday,1171,18,53
usatoday,1172,18,53
usatoday,1173,18,53
usatoday,1174,18,53
usatoday,1175,18,53
usatoday,1176,18,53
usatoday,1177,18,53
usatoday,1178,18,53
usatoday,1179,18,53
usatoday,1180,18,53
usatoday,1181,18,53
usatoday,1182,18,53
usatoday,1183,18,53
usatoday,1184,18,53
usatoday,1185,18,53
usatoday,1186,18,53
usatoday,1187,18,53
usatoday,1188,18,53
usatoday,1189,18,53
usatoday,1190,18,53
usatoday,1191,18,53
usatoday,1192,18,53
usatoday,1193,18,53
usatoday,1194,18,53
usatoday,1195,18,53
usatoday,1196,18,53
usatoday,1197,18,53
usatoday,1198,18,53
usatoday,1199,18,53
usatoday,1200,18,53
usatoday,1201,18,53
usatoday,1202,18,53
usatoday,1203,18,53
usatoday,1204,18,53
usatoday,1205,18,53
usatoday,1206,18,53
usatoday,1207,18,53
usatoday,1208,18,53
usatoday,1209,18,53
usatoday,1210,18,53
usatoday,1211,18,53
usatoday,1212,18,53
usatoday,1213,18,53
usatoday,1214,18,53
usatoday,1215,18,53
usatoday,1216,18,53
usatoday,1217,18,53
usatoday,1218,18,53
usatoday,1219,18,53
usatoday,1220,18,53
usatoday,1221,18,53
usatoday,1222,18,53
myrateplan,1223,19,100
myrateplan,1224,19,100
myrateplan,1225,19,100
myrateplan,1226,19,100
myrateplan,1227,19,100
myrateplan,1228,19,100
myrateplan,1229,19,100
myrateplan,1230,19,100
myrateplan,1231,19,100
myrateplan,1232,19,100
myrateplan,1233,19,100
myrateplan,1234,19,100
myrateplan,1235,19,100
myrateplan,1236,19,100
myrateplan,1237,19,100
myrateplan,1238,19,100
myrateplan,1239,19,100
myrateplan,1240,19,100
myrateplan,1241,19,100
myrateplan,1242,19,100
myrateplan,1243,19,100
myrateplan,1244,19,100
myrateplan,1245,19,100
myrateplan,1246,19,100
myrateplan,1247,19,100
myrateplan,1248,19,100
myrateplan,1249,19,100
myrateplan,1250,19,100
myrateplan,1251,19,100
myrateplan,1252,19,100
myrateplan,1253,19,100
myrateplan,1254,19,100
myrateplan,1255,19,100
myrateplan,1256,19,100
myrateplan,1257,19,100
myrateplan,1258,19,100
myrateplan,1259,19,100
myrateplan,1260,19,100
myrateplan,1261,19,100
myrateplan,1262,19,100
