id,article_title,original_index,unique_index,count
433667,"Norton, Waterlow and Braden scores: a review of the literature and a comparison between the scores and clinical judgement",46,46,1.0
530323,"Strategies for partner notification for sexually transmitted infections, including HIV.",47,47,1.0
102893,A cohort study of the prevalence and impact of comorbid medical conditions in pediatric bipolar disorder.,48,48,1.0
864817,Are tkis still active in patients treated with tki and everolimus? Experience from 36 patients treated in france in the record 1 trial,49,49,1.0
217725,Use of alendronate in peri-implant defect regeneration,50,50,1.0
730822,"Prevention of phantom pain after major lower limb amputation by epidural infusion of diamorphine, clonidine and bupivacaine",51,51,1.0
659297,How assistive technology use by individuals with disabilities impacts their caregivers: a systematic review of the research evidence.,52,52,1.0
42247,"Gender differences in personal, social and environmental influences on active travel to and from school for Australian adolescents.",53,53,1.0
302969,Adolescent overscheduling: The relationship between levels of participation in scheduled activities and self-reported clinical symptomology,54,54,1.0
158672,Quantitative Analysis of Robustness of Dynamic Response and Signal Transfer in Insulin mediated PI3K/AKT Pathway.,55,55,1.0
616298,Does neuraxial anesthesia reduce intraoperative blood loss? A meta-analysis.,56,56,1.0
221086,Novel genetic linkage of rat Sp6 mutation to Amelogenesis imperfecta,57,57,1.0
548616,"Educating Emergent Bilinguals: Policies, Programs, and Practices for English Language Learners. Language & Literacy Series",58,58,1.0
669596,Similar survival between uncemented and cemented fixation prostheses in total knee arthroplasty: a meta-analysis and systematic comparative analysis using registers.,59,59,1.0
474288,Current palliative chemotherapy trials in the elderly neglect patient-centred outcome measures.,60,60,1.0
108424,Outcome of gastric bypass patients.,61,61,1.0
841679,A Modified Technique for Pulmonary Valve Replacement with a Homograft,62,62,1.0
173830,"Advances in allergic skin disease, anaphylaxis, and hypersensitivity reactions to foods, drugs, and insects",63,63,1.0
852927,"Phase II study of epirubicin, oxaliplatin and docetaxel combination in metastatic gastric or gastroesophageal junction adenocarcinoma.",64,64,1.0
237623,Neck pain.,65,65,1.0
912884,A guide to physiotherapy in cerebral palsy,66,66,1.0
318931,Community associated methicillin-resistant Staphylococcus aureus in HIV-infected patients,67,67,1.0
93659,[The anxiety level of the patients who will have ultrasound-guided puncture biopsy: a survey study].,68,68,1.0
349150,The relationship between capsulorhexis size and anterior chamber depth relation.,69,69,1.0
572010,"A pilot study of rituximab in patients with recurrent, classic Hodgkin disease.",70,70,1.0
826030,A cognitive behavior intervention program in women with unexplained chest pain--a pilot study,71,71,1.0
34962,Assessing social isolation in motor neurone disease: a Rasch analysis of the MND Social Withdrawal Scale.,72,72,1.0
574309,"Three-year Outcomes in de Novo Liver Transplant Patients     Receiving Everolimus with Reduced Tacrolimus: Follow-Up Results from     a Randomized, Multicenter Study",73,73,1.0
200077,Plasma cell leukemia--a case report.,74,74,1.0
421512,CABG again outshines stenting for some patients with coronary artery blockage,75,75,1.0
715052,Health-promoting behaviors of low-income cancer survivors,76,76,1.0
172966,Food allergy in children,77,77,1.0
140274,"Here to stay. An interview with Dr. David Satcher, Director, U.S. Centers for Disease Control and Prevention.",78,78,1.0
282039,The first case of drug-induced immune hemolytic anemia due to hydrocortisone,79,79,1.0
835177,KRAS mutational status assessment in patients with metastatic colorectal cancer: are the clinical implications so clear?,80,80,1.0
519732,Classifying radiographic progression status in early rheumatoid arthritis patients using propensity scores to adjust for baseline differences.,81,81,1.0
761104,"Infusing Tolerance, Diversity, and Social Personal Curriculum into Inclusive Social Studies Classes Using Family Portraits and Contextual Teaching and Learning",82,82,1.0
408062,Adherence to fesoterodine in women with overactive bladder in routine clinical practice.,83,83,1.0
889481,Chronic pain related to quality of sleep,84,84,1.0
894596,On the role of pre and post-processing in environmental data mining,85,85,1.0
604985,Cardioactive steroid poisoning: a comparison of plant- and animal-derived compounds.,86,86,1.0
220950,Forensic odontology: A prosthodontic view,87,87,1.0
770196,FIGO staging of gynecologic cancer. 1994-1997 FIGO Committee on Gynecologic Oncology. International Federation of Gynecology and Obstetrics,88,88,1.0
914468,Effect of neuromuscular electrical stimulation and isotonic exercises in flexor and extensor muscles of knee of hemiplegic patients,89,89,1.0
346326,Ventricular fibrillation in acute mitral valve insufficiency caused by chordae tendineae rupture: report of a surgically corrected case.,90,90,1.0
612846,[Assessment of prognostic factors of thoracic synovial sarcoma].,91,91,1.0
282053,Secondary school tobacco policy and prevention curricula in South Carolina,92,92,1.0
870257,Intimate Partner Violence Survivors' Unmet Social Service Needs,93,93,1.0
417578,Partial fill strategies for oral oncolytics to reduce waste and drive persistency,94,94,1.0
949067,The impact of advancing age on P-glycoprotein expression and activity: current knowledge and future directions,95,95,1.0
931323,Prevalence of allergic diseases in Poland - ECAP study,96,96,1.0
752456,The changing patterns of systemic fluoride intake,97,97,1.0
377284,Normal insulin sensitivity and IMCL content in overweight humans are associated with higher fasting lipid oxidation.,98,98,1.0
420138,"Dietary practices of ballet, jazz, and modern dancers",99,99,1.0
444273,Iatrogenic perforation at colonic imaging.,100,100,1.0
816680,The embodied nature of medical concepts: Image schemas and language for pain,101,101,1.0
491006,Nasal steroids in snorers can decrease snoring frequency: a randomized placebo-controlled crossover trial,102,102,1.0
628299,Risk of gestational diabetes mellitus in women with polycystic ovary syndrome: a systematic review and a meta-analysis.,103,103,1.0
72089,"Clinical pharmacokinetics of Icotinib, an anti-cancer drug: evaluation of dose proportionality, food effect, and tolerability in healthy subjects.",104,104,1.0
847287,"A qualitative exploration of the cancer experience among long-term survivors: comparisons by cancer type, ethnicity, gender, and age.",105,105,1.0
764224,High intensity interval exercise training in overweight young women,106,106,1.0
591619,Effect of antibiotic prescribing in primary care on meticillin-resistant Staphylococcus aureus carriage in community-resident adults: a controlled observational study,107,107,1.0
125072,Ghrelin improves left ventricular dysfunction and cardiac cachexia in heart failure.,108,108,1.0
255432,Pool fencing for preventing drowning in children.,109,109,1.0
689284,Intrinsically de-sialylated CD103(+) CD8 T cells mediate beneficial anti-glioma immune responses.,110,110,1.0
781141,Mind the Gap: Difference between Framingham heart age and real age increases with age in HIV-positive individuals - A clinical cohort study,111,111,1.0
148787,Cardiac atrophy in women following bed rest,112,112,1.0
779281,Patent abstractsnull,113,113,1.0
684757,The value of a continuous ambulatory activity monitor to quantify the amount and intensity of daily activity in patients with rheumatoid arthritis.,114,114,1.0
447382,Antiplatelet therapy in patients with ST-elevation myocardial infarction undergoing myocardial revascularisation: Beyond clopidogrel.,115,115,1.0
585766,Thermoregulatory response of women to intermittent work in the heat,116,116,1.0
185291,Perceived barriers that impede provider relations and medication delivery: Hospice providers' experiences in nursing homes and private homes,117,117,1.0
886237,"Effet d'une intervention non m̩dicamenteuse, Voix d'Or�, sur les troubles du comportement dans la maladie d'Alzheimer ou une maladie apparent̩e. [Effect of a non-pharmacological intervention, Voix d'Or�, on behavior disturbances in Alzheimer disease and associated disorders.]",118,118,1.0
954493,The Hierarchical Organization of Intellectual Structures,119,119,1.0
922646,Desflurane and isoflurane increase lumbar cerebrospinal fluid pressure in normocapnic patients undergoing transsphenoidal hypophysectomy.,120,120,1.0
843485,Pathways of care-seeking during fatal infant illnesses in under-resourced South African settings.,121,121,1.0
668845,Impact of education and provision of complementary feeding on growth and morbidity in children less than 2 years of age in developing countries: a systematic review.,122,122,1.0
863844,Sustained complete remission of a limited-stage blastic plasmacytoid dendritic cell neoplasm followed by a simultaneous combination of low-dose DeVIC therapy and radiation therapy: a case report and review of the literature.,123,123,1.0
946006,Primary vaginal cancer and chemoradiotherapy: a patterns-of-care analysis,124,124,1.0
36429,[Neurological dysfunction induced by bilirrubin].,125,125,1.0
259367,A comparison of recovery characteristics of sevoflurane and propofol-remifentanil anesthesia in geriatric patients,126,126,1.0
977276,Data mining usage in health care management: literature survey and decision tree application,127,127,1.0
369578,Predicting infection in localized intraabdominal fluid collections: value of pH and pO2 measurements.,128,128,1.0
772616,Antivitamin K drugs in stroke prevention,129,129,1.0
334681,Teaching medical student geriatrics competencies in 1 week: an efficient model to teach and document selected competencies using clinical and community resources,130,130,1.0
757463,Low prevalence and increased household clustering of Mycobacterium tuberculosis infection in high altitude villages in Peru.,131,131,1.0
465176,A literature review on chronic pain: the daily overcoming of a complex problem.,132,132,1.0
368072," Mobilisation with movement and exercise, corticosteroid injection, or wait and see for tennis elbow",133,133,1.0
812893,Clinical outcomes and cost-effectiveness of strategies for managing people at high risk for diabetes (Structured abstract),134,134,1.0
380945,Soleus Hoffmann-reflex modulation during walking in healthy elderly and young adults.,135,135,1.0
513829,CT false-profile view of the hip: a reproducible method of measuring anterior acetabular coverage using volume CT data.,136,136,1.0
862798,A pharmacoeconomic evaluation of statins in the treatment of hypercholesterolaemia in the primary care setting in Spain (Structured abstract),137,137,1.0
316632,When is carotid angioplasty and stenting the cost-effective alternative for revascularization of symptomatic carotid stenosis? A Canadian health system perspective,138,138,1.0
38413,Proximal migration of a 5 French pancreatic stent during bile stone extraction: a successful retrieval using mini-snare,139,139,1.0
595469,Carriage of methicillin-resistant Staphylococcus aureus by veterinarians in Australia,140,140,1.0
49698,"Multicenter, randomized, placebo-controlled trial of amitriptyline in children with functional gastrointestinal disorders",141,141,1.0
900624,Terbutaline pump for the prevention of preterm birth (Structured abstract),142,142,1.0
246528,Complex regional pain syndrome type 1 after fractures of the distal radius: a prospective study of the role of psychological factors,143,143,1.0
347144,Interatrial conduction measured during biventricular pacemaker implantation accurately predicts optimal paced atrioventricular intervals.,144,144,1.0
957059,Clinical comparison of the effects of nimesulide and ibuprofen on fever in children. [Chinese],145,145,1.0
269313,Usefulness of a myofascial trigger point injection for groin pain in patients with chronic prostatitis/chronic pelvic pain syndrome: a pilot study,146,146,1.0
267879,The value of routine radiography in patients with knee osteoarthritis consulting primary health care: a study of agreement,147,147,1.0
224232,Studies with the maximal histamine test.,148,148,1.0
62306,Mandibular second molar with C-shaped canal morphology and five canals: report of a case.,149,149,1.0
182986,Assessing food safety system in sub-Saharan countries: An overview of key issues,150,150,1.0
663994,Hearing feelings: a quantitative meta-analysis on the neuroimaging literature of emotional prosody perception.,151,151,1.0
520771,[Skeletal maturation in assessing underage asylum seekers].,152,152,1.0
754594,The ex vivo antimicrobial activity and colonization rate of two antimicrobial-bonded central venous catheters,153,153,1.0
817046,Acupuncture anesthesia used in rabbit abdominal operations,154,154,1.0
736183,Posterior positional plagiocephaly treated with cranial remodeling orthosis.,155,155,1.0
963532,Cardiac MRI in ischemic heart disease,156,156,1.0
131820,"Twisting the night away: a review of the neurobiology, genetics, diagnosis, and treatment of shift work disorder.",157,157,1.0
704093,[Evaluation of treatment outcomes in tuberculosis of knee and hip joints in 2005-2012].,158,158,1.0
912377,Assessing quality of life in patients after partial laryngectomy,159,159,1.0
203935,Application of a stress and coping model to positive and negative adjustment outcomes in colorectal cancer caregiving,160,160,1.0
68354,"Cyclin d1 gene expression in oral mucosa of tobacco chewers""-an immunohistochemical study.",161,161,1.0
259916,Single bolus parecoxib attenuates sore throat after laryngeal microsurgery: A randomized double-blind control study,162,162,1.0
199407,Scar Management Practice and Science: A Comprehensive Approach to Controlling Scar Tissue and Avoiding Hypertrophic Scarring.... Reprinted and adapted with permission from Wound Healing South Africa and Medpharm. Widgerow AD. Scar management-marrying the practical with the science. Wound Heal South Afr 2010;3(1):7-10,163,163,1.0
790756,Sporadic Duane's Retraction Syndrome Associated with Imperforate Anus: Case Report.,164,164,1.0
592893,Prevalence and antibacterial susceptibility of mef(A)-positive macrolide-resistant streptococcus pneumoniae over 4 years (2000 to 2004) of the PROTEKT US study,165,165,1.0
232775,Yoga may help manage binge eating disorder,166,166,1.0
631610,Meta-analyses of experimental data in animal nutrition.,167,167,1.0
901298,"Castor oil, bath and/or enema for cervical priming and induction of labour",168,168,1.0
456691,"The Role of Radiology in Preclinical Anatomy. A Critical Review of the Past, Present, and Future.",169,169,1.0
429995,Insulin detemir lowers the risk of hypoglycaemia and provides more consistent plasma glucose levels compared with NPH insulin in Type 1 diabetes.,170,170,1.0
709359,Remote presence proctoring by using a wireless remote-control videoconferencing system,171,171,1.0
690938,"Association of transforming growth factor-�_1���T869C, G915C, and C509T gene polymorphisms with rheumatoid arthritis risk.",172,172,1.0
910604,Sinus arrhythmia and pupil size in Chiari I malformation: Evidence of autonomic dysfunction,173,173,1.0
730191,"An observational study on the prevalence and pattern of opioid use in 25,479 patients with spine and radicular pain",174,174,1.0
42135,Selective loss of anterior pituitary volume with severe pituitary-gonadal insufficiency in poorly compliant male thalassemic patients with pubertal arrest.,175,175,1.0
835178,Localized deficiencies of folic acid in aerodigestive tissues,176,176,1.0
335521,Overweight and obesity in young and middle age and early retirement: the ARIC study,177,177,1.0
22708,Comparing modelling techniques for analysing urban pluvial flooding.,178,178,1.0
704111,Unique failure mechanism of a femoral component after revision total hip arthroplasty.,179,179,1.0
804762,The impact of bleeding complications in patients receiving novel oral anticoagulants: A systematic review and metaanalysis,180,180,1.0
657210,From task characteristics to learning: A systematic review.,181,181,1.0
431896,"Daily step goal of 10,000 steps: A literature review.",182,182,1.0
490584,[Effects of hand acupuncture therapy on sleep quality in sleep disrupted adults: verification by polysomnography and cerebral blood flow test],183,183,1.0
929252,Supporting patient adherence to antiretrovirals using mobile phone reminders: patient responses from South India,184,184,1.0
821382,Amyloid neuropathies,185,185,1.0
961741,A randomized study with a hyaluronic acid and chondroitin sulfate lotion for radiodermitis in breast cancer patients,186,186,1.0
925885,A systematic review on acupuncture for trigeminal neuralgia (Provisional abstract),187,187,1.0
717315,Using Debate as a Pedagogical Tool in Enhancing Pre-Service Teachers' Learning and Critical Thinking,188,188,1.0
967781,Current status of diagnostic and therapeutic endoscopic ultrasonography,189,189,1.0
928952,Are physicians and patients in agreement? Exploring dyadic concordance,190,190,1.0
225002,Services for children and adolescents with autism spectrum disorders: payment issues.,191,191,1.0
550350,Mapping Curriculum to Ed Tech and Industry Standards,192,192,1.0
622979,Processed meat consumption and stomach cancer risk: a meta-analysis.,193,193,1.0
501663,The epidemiology of injury for an elite junior Australian Football cohort,194,194,1.0
48738,"Prebiotics, immune function, infection and inflammation: a review of the evidence",195,195,1.0
143029,Steroids and antihistamines synergize to inhibit rat's airway smooth muscle contractility.,196,196,1.0
667611,Reasons for and against participation in studies of medicinal therapies for women with breast cancer: a debate.,197,197,1.0
565079,The effect of preservation solutions for storage of liver allografts on transplant outcomes: a systematic review and meta-analysis.,198,198,1.0
348006,Ultrasonically enhanced vancomycin activity against Staphylococcus epidermidis biofilms in vivo.,199,199,1.0
55412,Cuneus and fusiform cortices thickness is reduced in trigeminal neuralgia.,200,200,1.0
546048,The Impact of Read Right: Semester-Only versus Year-Long Inplementation,201,201,1.0
979292,Muscle - tendon unit mechanical and morphological properties and sprint performance.,202,202,1.0
971456,An insulin-like growth factor-I gene polymorphism modifies the risk of microalbuminuria in subjects with an abnormal glucose tolerance,203,203,1.0
533193,Biofeedback dialysis for hypotension and hypervolemia: a systematic review and meta-analysis.,204,204,1.0
970436,Cytokine profiling of young overweight and obese female African American adults with prediabetes,205,205,1.0
437969,Review of prasugrel for the secondary prevention of atherothrombosis.,206,206,1.0
464335,Stereotactic radiosurgery for spinal metastases: a literature review. [Review],207,207,1.0
417782,Pancreatic surgery. A paradigm for progress in the age of the bottom line,208,208,1.0
979059,Difference in fascicle behaviors between superficial and deep quadriceps muscles during isometric contractions.,209,209,1.0
661572,Losing life and livelihood: a systematic review and meta-analysis of unemployment and all-cause mortality.,210,210,1.0
132901,Evaluation of a rapidly rotating shift system for tolerance of nurses to nightwork.,211,211,1.0
245822,[Osteoporosis prevention in patients with low energy hip fractures hospitalized in the orthopedic department],212,212,1.0
440401,American palm ethnomedicine: a meta-analysis..,213,213,1.0
77389,Symptoms tell it all: a systematic review of the value of symptom assessment to predict survival in advanced cancer patients.,214,214,1.0
592817,Isolates and antibiotic resistance of culture-proven endophthalmitis cases presented to a referral center in Tehran,215,215,1.0
169270,Public health impact of the 1992 Los Angeles civil unrest,216,216,1.0
288711,Laparoscopic reversal of Hartmann's rectosigmoidectomy,217,217,1.0
184949,The situation of Romanian HIV-positive adolescents: Results from the first national representative survey,218,218,1.0
833251,Life stress and the long-term treatment course of recurrent depression: III. Nonsevere life events predict recurrence for medicated patients over 3 years,219,219,1.0
470174,Value of spiral CT in hemodynamically stable patients following blunt chest trauma.,220,220,1.0
315926,Preventing injuries through interventions for problem drinking: a systematic review of randomized controlled trials,221,221,1.0
901385,Nutrition and obstructed labor,222,222,1.0
787529,"Rationale, design and methods of the HEALTHY study nutrition intervention component",223,223,1.0
431348,Atomoxetine treatment of children and adolescents with ADHD: Clinical questions and answers. (German),224,224,1.0
441393,The novel applications of the quantitative analysis of neutrophil cell surface FcgammaRI (CD64) to the diagnosis of infectious and inflammatory diseases.,225,225,1.0
481882,Inhibition of cisplatin-induced lipid catabolism and weight loss by ghrelin in male mice.,226,226,1.0
572425,Primary cutaneous large B-cell lymphoma of the legs: a distinct clinical pathologic entity treated with CD20 monoclonal antibody (rituximab).,227,227,1.0
581864,Improving Implementation of Classroom Instruction through Teacher-Directed Behavioral Consultation: A Single-Case Demonstration,228,228,1.0
455406,Green tea in dermatology. [Review],229,229,1.0
696362,Teaching Calculus and Other Challenging Courses to Nontraditional and At-Risk Students at a Research University.,230,230,1.0
504206,Tropical infection after a case of total hip arthroplasty.,231,231,1.0
800900,Chronic pelvic pain.,232,232,1.0
235689,Obstetrical anal sphincter laceration and anal incontinence 5-10 years after childbirth,233,233,1.0
659896,Comparative effectiveness of instructional design features in simulation-based education: systematic review and meta-analysis.,234,234,1.0
84944,Body mass index and outcome of ASC-H-interpreted cervical smears in postmenopausal women.,235,235,1.0
326944,Plasma concentration of asymmetric dimethylarginine and the risk of coronary heart disease: rationale and design of the multicenter CARDIAC study.,236,236,1.0
922795,[Toxicology and clinical significance of base-catalized degradation of sevoflurane to Compound A].,237,237,1.0
768486,"Functionality and feedback: a protocol for a realist synthesis of the collation, interpretation and utilisation of PROMs data to improve patient care",238,238,1.0
428363,Case report. Cutaneous cryptococcosis in a patient with systemic erythematous lupus.,239,239,1.0
519287,A method for determining skeletal lengths from DXA images.,240,240,1.0
638918,Imaging for target volume delineation in rectal cancer radiotherapy--a systematic review.,241,241,1.0
111336,The influence of smoking and impaired glucose homoeostasis on the outcome in patients presenting with an acute coronary syndrome: a cross-sectional study.,242,242,1.0
747279,Systematic review exploring the effect of exercise in pulmonary rehabilitation on depression levels in patients with chronic obstructive pulmonary disease,243,243,1.0
674696,Environmental and genomic factors as well as interventions influencing smoking cessation: a systematic review of reviews and a proposed working model.,244,244,1.0
258108,"Impact of seasonality on recruitment, retention, adherence, and outcomes in a web-based smoking cessation intervention: randomized controlled trial",245,245,1.0
59308,White matter diffusivity predicts memory in patients with subjective and mild cognitive impairment and normal CSF total tau levels.,246,246,1.0
610641,Comparison between open and closed suction systems: a systematic review.,247,247,1.0
631704,Association between interleukin-10 promoter polymorphisms and endometriosis: a meta-analysis.,248,248,1.0
846537,Overactive bladder: Optimizing quality of care,249,249,1.0
973076,Thyroid-related autoantibodies and celiac disease: a role for a gluten-free diet?,250,250,1.0
931402,Providing access to specialty care for severely disabled institutional residents: an academic health center telemedicine model,251,251,1.0
908690,A robust method for diagnosis of morphological arrhythmias based on Hermitian model of higher-order statistics,252,252,1.0
417373,Shared decision making and the future of managed care,253,253,1.0
759329,Specific plasma factors blocking human maternal cell-mediated immune reaction to placental antigens.,254,254,1.0
386327,MicroRNAs: a new piece in the paediatric cardiovascular disease puzzle.,255,255,1.0
695010,Association of Ureaplasma urealyticum colonization with development of bronchopulmonary dysplasia: a systemic review and meta-analysis.,256,256,1.0
191908,Mortality at older ages and moves in residential and sheltered housing: evidence from the UK,257,257,1.0
384767,A multinational study of thromboprophylaxis practice in critically ill children.,258,258,1.0
855912,Asymmetric inheritance of mitochondrial content in aging budding yeast cells,259,259,1.0
710727,Physical activity moderates time-of-day differences in older adults' working memory performance.,260,260,1.0
816996,Uses of the electrical skin resistance method in the study of patients with neck and upper extremity pain,261,261,1.0
625016,[New aspects in hernia surgery].,262,262,1.0
275675,An exploration of self-reported negative affect by adolescents as a reason for smoking: implications for tobacco prevention and intervention programs,263,263,1.0
967376,Diagnosis of peripheral lung cancer with three echoic features via endobronchial ultrasound,264,264,1.0
640230,A meta-analysis of labor supply effects of interventions for major depressive disorder.,265,265,1.0
625663,Combined pharmacotherapy and psychological treatment for depression: a systematic review.,266,266,1.0
480649,Dyspareunia and sexual dysfunction following vaginal delivery in thai primiparous women with second degree perineal tear: A prospective cohort study,267,267,1.0
782541,eComment. EuroSCORE II - corrected in-hospital mortality rate in a modern cohort of patients undergoing cardiac surgery,268,268,1.0
692358,"The effect of a cervical lateral glide on the upper limb neurodynamic test: a blinded, placebo-controlled investigation",269,269,1.0
836847,Thoracic Aortic Aneurysm: Reading the Enemy's Playbook,270,270,1.0
867207,Early predicting of blood component quality by Statistical Process Control,271,271,1.0
253149,Lifetime risk of suicide in affective disorders,272,272,1.0
929971,A geographic analysis of chronically homeless adults before and after enrollment in a multi-site supported housing initiative: community characteristics and migration,273,273,1.0
470385,Fetal cleft lip and palate detection by three-dimensional ultrasonography,274,274,1.0
731703,Substance Abuse and Trauma in Incarcerated Women,275,275,1.0
113399,Use of Job Design to Reduce Mechanical Stress on the Back,276,276,1.0
685178,Rehabilitation of swallowing by exercise in tube-fed patients with pharyngeal dysphagia secondary to abnormal UES opening.,277,277,1.0
653325,A meta-analysis of two genome-wide association studies identifies 3 new loci for alcohol dependence.,278,278,1.0
893573,Crowdsourced Multimedia Enhanced Spatio-temporal Constraint Based on-Demand Social Network for Group Mobility,279,279,1.0
56272,Impaired default network functional connectivity in autosomal dominant Alzheimer disease.,280,280,1.0
737786,Cranial reconstruction of major traumatic defects in children with osteoinductive and resorbable materials,281,281,1.0
680306,Meta-analysis of the effects of sometribove zinc suspension on the production and health of lactating dairy cows.,282,282,1.0
53877,"Journal of Health Communication : International Perspectives The Effect of an Internet-Based , Stage- Matched Message Intervention on Young Taiwanese Women ' s Physical Activity",283,283,1.0
504928,Azathioprine for multiple sclerosis,284,284,1.0
198650,Wound care,285,285,1.0
671386,Comparison between incidental malignant and benign breast lesions detected by computed tomography: a systematic review.,286,286,1.0
981412,"Plant Kunitz proteinase inhibitor attenuates inflammation, oxidative stress and remodeling induced by elastase in mice",287,287,1.0
785472,Streptococcus pneumoniae carriage in the Gaza strip,288,288,1.0
734077,Direct healthcare costs and cost-effectiveness of acute coronary syndrome secondary prevention with ticagrelor compared to clopidogrel: Economic evaluation from the public payer's perspective in Poland based on the PLATO trial results,289,289,1.0
46028,Changes in renal blood flow measured by radionuclide angiography following exhausting exercise in humans.,290,290,1.0
743129,Hormonal and dietary characteristics in obese human subjects with and without food addiction.,291,291,1.0
392246,Importance of membrane materials for blood purification devices in critical care.,292,292,1.0
904889,Myofascial trigger points: Spontaneous electrical activity and its consequences for pain induction and propagation,293,293,1.0
360147,Treatment of large vessel vasculitis,294,294,1.0
670289,Quantitative assessment of the influence of common variations (rs8034191 and rs1051730) at 15q25 and lung cancer risk.,295,295,1.0
821702,Cognitive deficits and psychosis in Parkinson's disease: A review of pathophysiology and therapeutic options,296,296,1.0
188890,Incidence of multi-resistance in gram-negative aerobes from intensive care units of 10 German hospitals.,297,297,1.0
321660,Tuberculosis and high altitude. Worth a try in extensively drug-resistant tuberculosis?,298,298,1.0
427455,Cultural humility: essential foundation for clinical researchers.,299,299,1.0
