ProviderNumber,Address2,original_index,unique_index,count
10010,empty,174,11,25
10010,empty,175,11,25
10010,empty,176,11,25
10010,empty,177,11,25
10010,empty,178,11,25
10010,empty,179,11,25
10010,empty,180,11,25
10010,empty,181,11,25
10010,empty,182,11,25
10010,empty,183,11,25
10010,empty,184,11,25
10010,empty,185,11,25
10010,empty,186,11,25
10010,empty,187,11,25
10010,empty,188,11,25
10010,empty,189,11,25
10010,empty,190,11,25
10010,empty,191,11,25
10010,empty,192,11,25
10010,empty,193,11,25
10011,empty,194,12,24
10011,empty,195,12,24
10011,empty,196,12,24
10011,empty,197,12,24
10011,empty,198,12,24
10011,empty,199,12,24
10011,empty,200,12,24
10011,empty,201,12,24
10011,empty,202,12,24
10011,empty,203,12,24
10011,empty,204,12,24
10011,empty,205,12,24
10011,empty,206,12,24
10011,empty,207,12,24
10011,empty,208,12,24
10011,empty,209,12,24
10011,empty,210,12,24
10011,empty,211,12,24
10011,empty,212,12,24
x00xx,empty,213,13,1
10011,empty,214,12,24
10011,empty,215,12,24
10011,empty,216,12,24
10011,empty,217,12,24
10011,empty,218,12,24
10012,empty,219,14,25
10012,empty,220,14,25
10012,empty,221,14,25
10012,empty,222,14,25
10012,empty,223,14,25
10012,empty,224,14,25
10012,empty,225,14,25
10012,empty,226,14,25
10012,empty,227,14,25
10012,empty,228,14,25
10012,empty,229,14,25
10012,empty,230,14,25
10012,empty,231,14,25
10012,empty,232,14,25
10012,empty,233,14,25
10012,empty,234,14,25
10012,empty,235,14,25
10012,empty,236,14,25
10012,empty,237,14,25
10012,empty,238,14,25
10012,empty,239,14,25
10012,empty,240,14,25
10012,empty,241,14,25
10012,empty,242,14,25
10012,empty,243,14,25
x00x5,empty,244,15,1
10015,empty,245,16,23
10015,empty,246,16,23
10015,empty,247,16,23
10015,empty,248,16,23
10015,empty,249,16,23
10015,empty,250,16,23
10015,empty,251,16,23
10015,empty,252,16,23
1xx15,empty,253,17,1
10015,empty,254,16,23
10015,empty,255,16,23
10015,empty,256,16,23
10015,empty,257,16,23
10015,empty,258,16,23
10015,empty,259,16,23
10015,empty,260,16,23
10015,empty,261,16,23
10015,empty,262,16,23
10015,empty,263,16,23
10015,empty,264,16,23
10015,empty,265,16,23
10015,empty,266,16,23
10015,empty,267,16,23
10015,empty,268,16,23
10016,empty,269,18,24
10016,empty,270,18,24
10016,empty,271,18,24
10016,empty,272,18,24
1xx16,empty,273,19,1
10016,empty,274,18,24
10016,empty,275,18,24
10016,empty,276,18,24
10016,empty,277,18,24
10016,empty,278,18,24
10016,empty,279,18,24
10016,empty,280,18,24
10016,empty,281,18,24
10016,empty,282,18,24
10016,empty,283,18,24
10016,empty,284,18,24
10016,empty,285,18,24
10016,empty,286,18,24
10016,empty,287,18,24
10016,empty,288,18,24
10016,empty,289,18,24
10016,empty,290,18,24
10016,empty,291,18,24
10016,empty,292,18,24
10016,empty,293,18,24
10018,empty,294,0,25
10018,empty,295,0,25
10018,empty,296,0,25
10018,empty,297,0,25
10018,empty,298,0,25
10018,empty,299,0,25
10018,empty,300,0,25
10018,empty,301,0,25
10018,empty,302,0,25
10018,empty,303,0,25
10018,empty,304,0,25
10018,empty,305,0,25
10018,empty,306,0,25
10018,empty,307,0,25
10018,empty,308,0,25
10018,empty,309,0,25
10018,empty,310,0,25
10038,empty,311,20,27
10038,empty,312,20,27
10038,empty,313,20,27
100x8,empty,314,21,1
10038,empty,315,20,27
10038,empty,316,20,27
10038,empty,317,20,27
10038,empty,318,20,27
10038,empty,319,20,27
10038,empty,320,20,27
10038,empty,321,20,27
10038,empty,322,20,27
10038,empty,323,20,27
10038,empty,324,20,27
10038,empty,325,20,27
10038,empty,326,20,27
10038,empty,327,20,27
10038,empty,328,20,27
10038,empty,329,20,27
10038,empty,330,20,27
10055,empty,331,22,17
10055,empty,332,22,17
10055,empty,333,22,17
10055,empty,334,22,17
10055,empty,335,22,17
10055,empty,336,22,17
10055,empty,337,22,17
10055,empty,338,22,17
10055,empty,339,22,17
10055,empty,340,22,17
10055,empty,341,22,17
10055,empty,342,22,17
10055,empty,343,22,17
10055,empty,344,22,17
10055,empty,345,22,17
10055,empty,346,22,17
10055,empty,347,22,17
10056,empty,348,23,5
10056,empty,349,23,5
10056,empty,350,23,5
10056,empty,351,23,5
10056,empty,352,23,5
10085,empty,353,24,1
10086,empty,354,25,24
10086,empty,355,25,24
10086,empty,356,25,24
10086,empty,357,25,24
10086,empty,358,25,24
10086,empty,359,25,24
100x6,empty,360,26,1
10086,empty,361,25,24
10086,empty,362,25,24
10086,empty,363,25,24
10086,empty,364,25,24
10086,empty,365,25,24
10086,empty,366,25,24
10086,empty,367,25,24
10086,empty,368,25,24
10086,empty,369,25,24
10086,empty,370,25,24
10086,empty,371,25,24
10086,empty,372,25,24
10086,empty,373,25,24
10086,empty,374,25,24
10086,empty,375,25,24
10086,empty,376,25,24
10086,empty,377,25,24
10086,empty,378,25,24
10087,empty,379,27,13
10087,empty,380,27,13
10087,empty,381,27,13
10087,empty,382,27,13
10087,empty,383,27,13
10087,empty,384,27,13
10087,empty,385,27,13
10087,empty,386,27,13
10087,empty,387,27,13
10087,empty,388,27,13
10087,empty,389,27,13
10087,empty,390,27,13
10087,empty,391,27,13
10108,empty,392,28,19
10108,empty,393,28,19
10108,empty,394,28,19
10108,empty,395,28,19
10108,empty,396,28,19
10108,empty,397,28,19
10108,empty,398,28,19
10108,empty,399,28,19
10108,empty,400,28,19
10108,empty,401,28,19
10108,empty,402,28,19
10108,empty,403,28,19
10108,empty,404,28,19
10108,empty,405,28,19
10108,empty,406,28,19
10108,empty,407,28,19
x0x08,empty,408,29,1
10108,empty,409,28,19
10108,empty,410,28,19
10108,empty,411,28,19
10158,empty,412,30,2
10158,empty,413,30,2
10164,empty,414,31,18
10164,empty,415,31,18
10164,empty,416,31,18
10164,empty,417,31,18
10164,empty,418,31,18
10164,empty,419,31,18
10164,empty,420,31,18
10164,empty,421,31,18
10164,empty,422,31,18
10164,empty,423,31,18
10164,empty,424,31,18
10164,empty,425,31,18
10164,empty,426,31,18
10164,empty,427,31,18
10164,empty,428,31,18
10164,empty,429,31,18
10164,empty,430,31,18
10164,empty,431,31,18
20017,empty,432,32,18
20017,empty,433,32,18
20017,empty,434,32,18
20017,empty,435,32,18
20017,empty,436,32,18
20017,empty,437,32,18
20017,empty,438,32,18
20017,empty,439,32,18
20017,empty,440,32,18
20017,empty,441,32,18
20017,empty,442,32,18
20017,empty,443,32,18
20017,empty,444,32,18
20017,empty,445,32,18
20017,empty,446,32,18
20017,empty,447,32,18
20017,empty,448,32,18
20017,empty,449,32,18
20018,empty,450,33,2
20018,empty,451,33,2
10019,empty,452,1,24
10019,empty,453,1,24
10019,empty,454,1,24
10019,empty,455,1,24
10019,empty,456,1,24
10019,empty,457,1,24
10019,empty,458,1,24
10019,empty,459,1,24
10019,empty,460,1,24
10019,empty,461,1,24
10019,empty,462,1,24
10019,empty,463,1,24
10019,empty,464,1,24
10019,empty,465,1,24
10021,empty,466,34,25
10021,empty,467,34,25
10021,empty,468,34,25
10021,empty,469,34,25
10021,empty,470,34,25
10021,empty,471,34,25
10021,empty,472,34,25
10021,empty,473,34,25
10021,empty,474,34,25
10021,empty,475,34,25
10021,empty,476,34,25
10021,empty,477,34,25
10021,empty,478,34,25
10021,empty,479,34,25
10021,empty,480,34,25
10021,empty,481,34,25
10021,empty,482,34,25
10021,empty,483,34,25
10021,empty,484,34,25
10021,empty,485,34,25
10021,empty,486,34,25
10021,empty,487,34,25
10021,empty,488,34,25
10021,empty,489,34,25
10021,empty,490,34,25
10022,empty,491,35,25
10022,empty,492,35,25
10022,empty,493,35,25
10022,empty,494,35,25
10022,empty,495,35,25
10022,empty,496,35,25
10022,empty,497,35,25
10022,empty,498,35,25
10022,empty,499,35,25
10022,empty,500,35,25
10022,empty,501,35,25
10022,empty,502,35,25
10022,empty,503,35,25
10022,empty,504,35,25
10022,empty,505,35,25
10022,empty,506,35,25
10022,empty,507,35,25
10022,empty,508,35,25
10022,empty,509,35,25
10022,empty,510,35,25
10022,empty,511,35,25
10022,empty,512,35,25
10022,empty,513,35,25
10022,empty,514,35,25
10022,empty,515,35,25
10023,empty,516,36,25
10023,empty,517,36,25
10023,empty,518,36,25
10023,empty,519,36,25
10023,empty,520,36,25
10023,empty,521,36,25
10023,empty,522,36,25
10023,empty,523,36,25
10023,empty,524,36,25
10023,empty,525,36,25
10023,empty,526,36,25
10023,empty,527,36,25
10023,empty,528,36,25
10023,empty,529,36,25
10023,empty,530,36,25
10023,empty,531,36,25
10023,empty,532,36,25
10023,empty,533,36,25
10023,empty,534,36,25
10023,empty,535,36,25
10023,empty,536,36,25
10023,empty,537,36,25
10023,empty,538,36,25
10023,empty,539,36,25
10023,empty,540,36,25
10024,empty,541,37,24
10024,empty,542,37,24
10024,empty,543,37,24
10024,empty,544,37,24
10024,empty,545,37,24
10024,empty,546,37,24
10024,empty,547,37,24
10024,empty,548,37,24
10024,empty,549,37,24
10024,empty,550,37,24
10024,empty,551,37,24
10024,empty,552,37,24
10024,empty,553,37,24
10024,empty,554,37,24
10024,empty,555,37,24
10024,empty,556,37,24
10024,empty,557,37,24
10024,empty,558,37,24
1xx24,empty,559,38,1
10024,empty,560,37,24
10024,empty,561,37,24
10024,empty,562,37,24
10024,empty,563,37,24
10024,empty,564,37,24
10024,empty,565,37,24
10025,empty,566,39,25
10025,empty,567,39,25
10025,empty,568,39,25
10025,empty,569,39,25
10025,empty,570,39,25
10025,empty,571,39,25
10025,empty,572,39,25
10025,empty,573,39,25
10025,empty,574,39,25
10025,empty,575,39,25
10025,empty,576,39,25
10025,empty,577,39,25
10025,empty,578,39,25
10025,empty,579,39,25
10025,empty,580,39,25
10025,empty,581,39,25
10025,empty,582,39,25
10025,empty,583,39,25
10025,empty,584,39,25
10025,empty,585,39,25
10025,empty,586,39,25
10025,empty,587,39,25
10025,empty,588,39,25
10025,empty,589,39,25
10025,empty,590,39,25
10027,empty,591,40,24
10027,empty,592,40,24
10027,empty,593,40,24
10027,empty,594,40,24
10027,empty,595,40,24
10027,empty,596,40,24
10027,empty,597,40,24
10027,empty,598,40,24
10027,empty,599,40,24
10027,empty,600,40,24
10027,empty,601,40,24
10027,empty,602,40,24
10027,empty,603,40,24
10027,empty,604,40,24
10027,empty,605,40,24
10027,empty,606,40,24
10027,empty,607,40,24
x0027,empty,608,41,1
10027,empty,609,40,24
10027,empty,610,40,24
10027,empty,611,40,24
10027,empty,612,40,24
10027,empty,613,40,24
10027,empty,614,40,24
10027,empty,615,40,24
10029,empty,616,42,23
10029,empty,617,42,23
10029,empty,618,42,23
10029,empty,619,42,23
10029,empty,620,42,23
10029,empty,621,42,23
10029,empty,622,42,23
10029,empty,623,42,23
10029,empty,624,42,23
10029,empty,625,42,23
10029,empty,626,42,23
x0029,empty,627,43,1
10029,empty,628,42,23
10029,empty,629,42,23
10029,empty,630,42,23
10029,empty,631,42,23
10029,empty,632,42,23
10029,empty,633,42,23
10029,empty,634,42,23
10029,empty,635,42,23
10029,empty,636,42,23
10029,empty,637,42,23
10029,empty,638,42,23
1xx29,empty,639,44,1
10029,empty,640,42,23
10032,empty,641,45,23
10032,empty,642,45,23
10032,empty,643,45,23
10032,empty,644,45,23
1xx32,empty,645,46,2
10032,empty,646,45,23
10032,empty,647,45,23
10032,empty,648,45,23
10032,empty,649,45,23
10032,empty,650,45,23
10032,empty,651,45,23
10032,empty,652,45,23
10032,empty,653,45,23
10032,empty,654,45,23
1xx32,empty,655,46,2
10032,empty,656,45,23
10032,empty,657,45,23
10032,empty,658,45,23
10032,empty,659,45,23
10032,empty,660,45,23
10032,empty,661,45,23
10032,empty,662,45,23
10032,empty,663,45,23
10032,empty,664,45,23
10032,empty,665,45,23
10033,empty,666,47,25
10033,empty,667,47,25
10033,empty,668,47,25
10033,empty,669,47,25
10033,empty,670,47,25
10033,empty,671,47,25
10033,empty,672,47,25
10033,empty,673,47,25
10033,empty,674,47,25
10033,empty,675,47,25
10033,empty,676,47,25
10033,empty,677,47,25
10033,empty,678,47,25
10033,empty,679,47,25
10033,empty,680,47,25
10033,empty,681,47,25
10033,empty,682,47,25
10033,empty,683,47,25
10033,empty,684,47,25
10033,empty,685,47,25
10033,empty,686,47,25
10033,empty,687,47,25
10033,empty,688,47,25
10033,empty,689,47,25
10033,empty,690,47,25
10034,empty,691,48,24
10034,empty,692,48,24
10034,empty,693,48,24
10034,empty,694,48,24
10034,empty,695,48,24
10034,empty,696,48,24
10034,empty,697,48,24
10034,empty,698,48,24
10034,empty,699,48,24
10034,empty,700,48,24
10034,empty,701,48,24
10034,empty,702,48,24
10034,empty,703,48,24
100x4,empty,704,49,1
10034,empty,705,48,24
10034,empty,706,48,24
10034,empty,707,48,24
10034,empty,708,48,24
10034,empty,709,48,24
10034,empty,710,48,24
10034,empty,711,48,24
10034,empty,712,48,24
10034,empty,713,48,24
10034,empty,714,48,24
10034,empty,715,48,24
10035,empty,716,50,23
10035,empty,717,50,23
10035,empty,718,50,23
10035,empty,719,50,23
10035,empty,720,50,23
100x5,empty,721,51,1
10035,empty,722,50,23
10035,empty,723,50,23
1xx35,empty,724,52,1
10035,empty,725,50,23
10035,empty,726,50,23
10035,empty,727,50,23
10035,empty,728,50,23
10035,empty,729,50,23
10035,empty,730,50,23
10035,empty,731,50,23
10035,empty,732,50,23
10035,empty,733,50,23
10035,empty,734,50,23
10035,empty,735,50,23
10035,empty,736,50,23
10035,empty,737,50,23
10035,empty,738,50,23
10035,empty,739,50,23
10035,empty,740,50,23
10036,empty,741,53,24
10036,empty,742,53,24
10036,empty,743,53,24
10036,empty,744,53,24
10036,empty,745,53,24
10036,empty,746,53,24
10036,empty,747,53,24
10036,empty,748,53,24
10036,empty,749,53,24
10036,empty,750,53,24
10036,empty,751,53,24
10036,empty,752,53,24
10036,empty,753,53,24
10036,empty,754,53,24
1xx36,empty,755,54,1
10036,empty,756,53,24
10036,empty,757,53,24
10036,empty,758,53,24
10036,empty,759,53,24
10036,empty,760,53,24
10036,empty,761,53,24
10036,empty,762,53,24
10036,empty,763,53,24
10036,empty,764,53,24
10036,empty,765,53,24
10038,empty,766,20,27
10038,empty,767,20,27
10038,empty,768,20,27
10038,empty,769,20,27
10038,empty,770,20,27
10038,empty,771,20,27
10038,empty,772,20,27
10038,empty,773,20,27
10039,empty,774,55,25
10039,empty,775,55,25
10039,empty,776,55,25
10039,empty,777,55,25
10039,empty,778,55,25
10039,empty,779,55,25
1003x,empty,780,56,1
10039,empty,781,55,25
10039,empty,782,55,25
10039,empty,783,55,25
10039,empty,784,55,25
10039,empty,785,55,25
10039,empty,786,55,25
10039,empty,787,55,25
10039,empty,788,55,25
1xx39,empty,789,57,1
10039,empty,790,55,25
10039,empty,791,55,25
10039,empty,792,55,25
100x9,empty,793,58,1
10039,empty,794,55,25
10039,empty,795,55,25
10039,empty,796,55,25
10039,empty,797,55,25
10039,empty,798,55,25
10039,empty,799,55,25
10039,empty,800,55,25
10039,empty,801,55,25
10040,empty,802,59,25
10040,empty,803,59,25
10040,empty,804,59,25
10040,empty,805,59,25
10040,empty,806,59,25
10040,empty,807,59,25
10040,empty,808,59,25
10040,empty,809,59,25
10040,empty,810,59,25
10040,empty,811,59,25
10040,empty,812,59,25
10040,empty,813,59,25
10040,empty,814,59,25
10040,empty,815,59,25
10040,empty,816,59,25
10040,empty,817,59,25
10040,empty,818,59,25
10040,empty,819,59,25
10040,empty,820,59,25
10040,empty,821,59,25
10040,empty,822,59,25
10040,empty,823,59,25
10040,empty,824,59,25
10040,empty,825,59,25
10040,empty,826,59,25
10043,empty,827,60,25
10043,empty,828,60,25
10043,empty,829,60,25
10043,empty,830,60,25
10043,empty,831,60,25
10043,empty,832,60,25
10043,empty,833,60,25
10043,empty,834,60,25
10043,empty,835,60,25
10043,empty,836,60,25
10043,empty,837,60,25
10043,empty,838,60,25
10043,empty,839,60,25
10043,empty,840,60,25
10043,empty,841,60,25
10043,empty,842,60,25
10043,empty,843,60,25
10043,empty,844,60,25
10043,empty,845,60,25
10043,empty,846,60,25
10043,empty,847,60,25
10043,empty,848,60,25
10043,empty,849,60,25
10043,empty,850,60,25
10043,empty,851,60,25
10044,empty,852,61,24
10044,empty,853,61,24
10044,empty,854,61,24
10044,empty,855,61,24
10044,empty,856,61,24
10044,empty,857,61,24
10044,empty,858,61,24
1xx44,empty,859,62,1
10044,empty,860,61,24
10044,empty,861,61,24
10044,empty,862,61,24
10044,empty,863,61,24
10044,empty,864,61,24
10044,empty,865,61,24
10044,empty,866,61,24
10044,empty,867,61,24
10044,empty,868,61,24
10044,empty,869,61,24
10044,empty,870,61,24
10044,empty,871,61,24
10044,empty,872,61,24
10044,empty,873,61,24
10044,empty,874,61,24
10044,empty,875,61,24
10044,empty,876,61,24
10045,empty,877,63,23
1xx45,empty,878,64,1
10045,empty,879,63,23
10045,empty,880,63,23
10045,empty,881,63,23
10045,empty,882,63,23
10045,empty,883,63,23
10045,empty,884,63,23
10045,empty,885,63,23
10045,empty,886,63,23
10045,empty,887,63,23
x0045,empty,888,65,1
10045,empty,889,63,23
10045,empty,890,63,23
10045,empty,891,63,23
10045,empty,892,63,23
10045,empty,893,63,23
10045,empty,894,63,23
10045,empty,895,63,23
10045,empty,896,63,23
10045,empty,897,63,23
10045,empty,898,63,23
10045,empty,899,63,23
10045,empty,900,63,23
10045,empty,901,63,23
10046,empty,902,66,28
10046,empty,903,66,28
10046,empty,904,66,28
10046,empty,905,66,28
10046,empty,906,66,28
10046,empty,907,66,28
10046,empty,908,66,28
10046,empty,909,66,28
10046,empty,910,66,28
10046,empty,911,66,28
10046,empty,912,66,28
10046,empty,913,66,28
10046,empty,914,66,28
10046,empty,915,66,28
10046,empty,916,66,28
10046,empty,917,66,28
10046,empty,918,66,28
10046,empty,919,66,28
10046,empty,920,66,28
10046,empty,921,66,28
10046,empty,922,66,28
10046,empty,923,66,28
10046,empty,924,66,28
10046,empty,925,66,28
10046,empty,926,66,28
10046,empty,927,66,28
10046,empty,928,66,28
10046,empty,929,66,28
10047,empty,930,67,24
10047,empty,931,67,24
10047,empty,932,67,24
1xx47,empty,933,68,1
10047,empty,934,67,24
10047,empty,935,67,24
10047,empty,936,67,24
10047,empty,937,67,24
10047,empty,938,67,24
10047,empty,939,67,24
10047,empty,940,67,24
10047,empty,941,67,24
10047,empty,942,67,24
10047,empty,943,67,24
10047,empty,944,67,24
10047,empty,945,67,24
10047,empty,946,67,24
10047,empty,947,67,24
10047,empty,948,67,24
10047,empty,949,67,24
10047,empty,950,67,24
10047,empty,951,67,24
10047,empty,952,67,24
10047,empty,953,67,24
10047,empty,954,67,24
1004x,empty,955,69,1
10049,empty,956,70,24
10049,empty,957,70,24
10049,empty,958,70,24
10049,empty,959,70,24
10049,empty,960,70,24
10049,empty,961,70,24
10049,empty,962,70,24
10049,empty,963,70,24
10049,empty,964,70,24
10049,empty,965,70,24
10049,empty,966,70,24
10049,empty,967,70,24
10049,empty,968,70,24
10049,empty,969,70,24
10049,empty,970,70,24
10049,empty,971,70,24
10049,empty,972,70,24
10049,empty,973,70,24
10049,empty,974,70,24
10049,empty,975,70,24
10049,empty,976,70,24
10049,empty,977,70,24
10049,empty,978,70,24
10049,empty,979,70,24
10050,empty,980,71,20
10050,empty,981,71,20
10050,empty,982,71,20
10050,empty,983,71,20
10050,empty,984,71,20
10050,empty,985,71,20
10050,empty,986,71,20
10050,empty,987,71,20
10050,empty,988,71,20
10050,empty,989,71,20
10050,empty,990,71,20
10050,empty,991,71,20
10050,empty,992,71,20
10050,empty,993,71,20
10050,empty,994,71,20
10050,empty,995,71,20
10050,empty,996,71,20
10050,empty,997,71,20
10050,empty,998,71,20
10050,empty,999,71,20
