PhoneNumber,EmergencyService,original_index,unique_index,count
2567688400,yes,86,10,25
2567688400,yes,87,10,25
2567688400,yes,88,10,25
2567688400,yes,89,10,25
2567688400,yes,90,10,25
2567688400,yes,91,10,25
2567688400,yes,92,10,25
2567688400,yes,93,10,25
3344933541,no,94,11,24
3344933541,no,95,11,24
3344933541,no,96,11,24
3344933541,no,97,11,24
3344933541,no,98,11,24
3344933541,no,99,11,24
3344933541,no,100,11,24
3344x33541,no,101,12,1
3344933541,no,102,11,24
3344933541,no,103,11,24
3344933541,no,104,11,24
3344933541,no,105,11,24
3344933541,no,106,11,24
3344933541,no,107,11,24
3344933541,no,108,11,24
3344933541,no,109,11,24
3344933541,no,110,11,24
3344933541,no,111,11,24
3344933541,no,112,11,24
3344933541,no,113,11,24
3344933541,no,114,11,24
3344933541,no,115,11,24
3344933541,no,116,11,24
3344933541,no,117,11,24
3344933541,no,118,11,24
3343353374,yes,119,13,25
3343353374,yes,120,13,25
3343353374,yes,121,13,25
3343353374,yes,122,13,25
3343353374,yes,123,13,25
3343353374,yes,124,13,25
3343353374,yes,125,13,25
3343353374,yes,126,13,25
3343353374,yes,127,13,25
3343353374,yes,128,13,25
3343353374,yes,129,13,25
3343353374,yes,130,13,25
3343353374,yes,131,13,25
3343353374,yes,132,13,25
3343353374,yes,133,13,25
3343353374,yes,134,13,25
3343353374,yes,135,13,25
3343353374,yes,136,13,25
3343353374,yes,137,13,25
3343353374,yes,138,13,25
3343353374,yes,139,13,25
3343353374,yes,140,13,25
3343353374,yes,141,13,25
3343353374,yes,142,13,25
3343353374,yes,143,13,25
2567736511,yes,144,14,24
2567736511,yes,145,14,24
2567736511,yes,146,14,24
2567736511,yes,147,14,24
2567736511,yes,148,14,24
2567736511,yes,149,14,24
2567736511,yes,150,14,24
2567736511,yes,151,14,24
2567736511,yes,152,14,24
2567736511,yes,153,14,24
2567736511,yes,154,14,24
2567736511,yes,155,14,24
2567736511,yes,156,14,24
2567736511,yxs,157,15,1
2567736511,yes,158,14,24
2567736511,yes,159,14,24
2567736511,yes,160,14,24
2567736511,yes,161,14,24
2567736511,yes,162,14,24
2567736511,yes,163,14,24
2567736511,yes,164,14,24
2567736511,yes,165,14,24
2567736511,yes,166,14,24
2567736511,yes,167,14,24
2567736511,yes,168,14,24
2565718000,yes,169,16,25
2565718000,yes,170,16,25
2565718000,yes,171,16,25
2565718000,yes,172,16,25
2565718000,yes,173,16,25
2565718000,yes,174,16,25
2565718000,yes,175,16,25
2565718000,yes,176,16,25
2565718000,yes,177,16,25
2565718000,yes,178,16,25
2565718000,yes,179,16,25
2565718000,yes,180,16,25
2565718000,yes,181,16,25
2565718000,yes,182,16,25
2565718000,yes,183,16,25
2565718000,yes,184,16,25
2565718000,yes,185,16,25
2565718000,yes,186,16,25
2565718000,yes,187,16,25
2565718000,yes,188,16,25
2565718000,yes,189,16,25
2565718000,yes,190,16,25
2565718000,yes,191,16,25
2565718000,yes,192,16,25
2565718000,yes,193,16,25
2058383122,yes,194,17,24
2058383122,yes,195,17,24
2058383122,yes,196,17,24
2058383122,yes,197,17,24
2058383122,yes,198,17,24
2058383122,yes,199,17,24
2058383122,yes,200,17,24
2058383122,yes,201,17,24
2058383122,yes,202,17,24
2058383122,yes,203,17,24
2058383122,yes,204,17,24
2058383122,yes,205,17,24
2058383122,yes,206,17,24
2058383122,yes,207,17,24
2058383122,yes,208,17,24
2058383122,yes,209,17,24
2058383122,yes,210,17,24
2058383122,yes,211,17,24
2058383122,yes,212,17,24
2058383122,yes,213,17,24
2058383122,yes,214,17,24
2058383122,yes,215,17,24
2058383122,yes,216,17,24
2058x8x122,yes,217,18,1
2058383122,yes,218,17,24
2568453150,yes,219,19,24
2568453150,yes,220,19,24
2568453150,yes,221,19,24
2568453150,yes,222,19,24
2568453150,yes,223,19,24
2568453150,yes,224,19,24
2568453150,yes,225,19,24
2568453150,yes,226,19,24
2568453150,yes,227,19,24
2568453x50,yes,228,20,1
2568453150,yes,229,19,24
2568453150,yes,230,19,24
2568453150,yes,231,19,24
2568453150,yes,232,19,24
2568453150,yes,233,19,24
2568453150,yes,234,19,24
2568453150,yes,235,19,24
2568453150,yes,236,19,24
2568453150,yes,237,19,24
2568453150,yes,238,19,24
2568453150,yes,239,19,24
2568453150,yes,240,19,24
2568453150,yes,241,19,24
2568453150,yes,242,19,24
2568453150,yes,243,19,24
3346366221,yes,244,21,23
3346366221,yes,245,21,23
3346366221,yes,246,21,23
xx46x66221,yes,247,22,1
3346366221,yes,248,21,23
3346366221,yes,249,21,23
3346366221,yes,250,21,23
3346366221,yes,251,21,23
3346366221,yes,252,21,23
3346366221,yes,253,21,23
3346366221,yes,254,21,23
3346366221,yes,255,21,23
3346366221,yes,256,21,23
3346366221,yes,257,21,23
3346366221,yes,258,21,23
3346366221,yes,259,21,23
3346366221,yes,260,21,23
334x3xx221,yes,261,23,1
3346366221,yes,262,21,23
3346366221,yes,263,21,23
3346366221,yes,264,21,23
3346366221,yes,265,21,23
3346366221,yes,266,21,23
3346366221,yes,267,21,23
3346366221,yes,268,21,23
2056208100,yes,269,24,25
2056208100,yes,270,24,25
2056208100,yes,271,24,25
2056208100,yes,272,24,25
2056208100,yes,273,24,25
2056208100,yes,274,24,25
2056208100,yes,275,24,25
2056208100,yes,276,24,25
2056208100,yes,277,24,25
2056208100,yes,278,24,25
2056208100,yes,279,24,25
2056208100,yes,280,24,25
2056208100,yes,281,24,25
2056208100,yes,282,24,25
2056208100,yes,283,24,25
2056208100,yes,284,24,25
2056208100,yes,285,24,25
2056208100,yes,286,24,25
2056208100,yes,287,24,25
2056208100,yes,288,24,25
2056208100,yes,289,24,25
2056208100,yes,290,24,25
2056208100,yes,291,24,25
2056208100,yes,292,24,25
2056208100,yes,293,24,25
2053258100,yes,294,0,25
2053258100,yes,295,0,25
2053258100,yes,296,0,25
2053258100,yes,297,0,25
2053258100,yes,298,0,25
2053258100,yes,299,0,25
2053258100,yes,300,0,25
2053258100,yes,301,0,25
2053258100,yes,302,0,25
2053258100,yes,303,0,25
2053258100,yes,304,0,25
2053258100,yes,305,0,25
2053258100,yes,306,0,25
2053258100,yes,307,0,25
2053258100,yes,308,0,25
2053258100,yes,309,0,25
2053258100,yes,310,0,25
2562358900,yes,311,25,25
2562358900,yes,312,25,25
2562358900,yes,313,25,25
2562358900,yes,314,25,25
2562358900,yes,315,25,25
2562358900,yes,316,25,25
2562358900,yes,317,25,25
2562358900,xes,318,26,1
2562358900,yes,319,25,25
2562358900,yes,320,25,25
256235x900,yes,321,27,1
2562358900,yes,322,25,25
2562358900,yes,323,25,25
2562358900,yes,324,25,25
2562358900,yes,325,25,25
2562358900,yes,326,25,25
2562358900,yex,327,28,1
2562358900,yes,328,25,25
2562358900,yes,329,25,25
2562358900,yes,330,25,25
3347935000,yes,331,29,15
3347935000,yex,332,30,1
3347935000,yes,333,29,15
3347935000,yes,334,29,15
3347935000,yes,335,29,15
3347935000,yes,336,29,15
3347935000,yes,337,29,15
3347935000,yes,338,29,15
3347935000,yes,339,29,15
3347935000,yes,340,29,15
3347935000,yes,341,29,15
xx479x5000,yes,342,31,1
3347935000,yes,343,29,15
3347935000,yes,344,29,15
3347935000,yes,345,29,15
3347935000,yes,346,29,15
3347935000,yes,347,29,15
2059397000,yes,348,32,4
2059397000,yes,349,32,4
2059397000,yxs,350,33,1
2059397000,yes,351,32,4
2059397000,yes,352,32,4
2563412000,yes,353,34,1
2054877736,yes,354,35,24
2054877736,yes,355,35,24
2054877736,yes,356,35,24
2054877736,yes,357,35,24
2054877736,yes,358,35,24
2054877736,yes,359,35,24
2054877736,yes,360,35,24
2054877736,yes,361,35,24
2054877736,yes,362,35,24
2054877736,yes,363,35,24
2054877736,yes,364,35,24
2054877736,yes,365,35,24
2054877736,yes,366,35,24
2054877736,yes,367,35,24
2054877736,yes,368,35,24
2054877736,yes,369,35,24
2054877736,yes,370,35,24
2054877736,yes,371,35,24
2054877736,yes,372,35,24
2054877736,yes,373,35,24
2054877736,yex,374,36,1
2054877736,yes,375,35,24
2054877736,yes,376,35,24
2054877736,yes,377,35,24
2054877736,yes,378,35,24
2514717110,yes,379,37,9
2514717110,yes,380,37,9
25x47x7xx0,yes,381,38,3
2514717110,yes,382,37,9
2514717110,yes,383,37,9
25x47x7xx0,yes,384,38,3
2514717110,yes,385,37,9
25x47x7xx0,yes,386,38,3
2514717110,yes,387,37,9
2514717110,yes,388,37,9
2514717110,yxs,389,39,1
2514717110,yes,390,37,9
2514717110,yes,391,37,9
3343614267,yes,392,40,18
33x361x267,yes,393,41,1
3343614267,yes,394,40,18
3343614267,yes,395,40,18
3343614267,yes,396,40,18
3343614267,yes,397,40,18
3343614267,yes,398,40,18
3343614267,yes,399,40,18
3343614267,yes,400,40,18
3343614267,yes,401,40,18
3343614267,yes,402,40,18
3343614267,yes,403,40,18
3343614267,yes,404,40,18
3343614267,yes,405,40,18
3343614267,yes,406,40,18
3343614267,yes,407,40,18
3343614267,yes,408,40,18
3343614267,yes,409,40,18
3343614267,yxs,410,42,1
3343614267,yes,411,40,18
2563321611,yes,412,43,2
2563321611,yes,413,43,2
2562495000,no,414,44,17
2562495000,no,415,44,17
2562495000,no,416,44,17
2562495000,no,417,44,17
2562495000,xo,418,45,1
2562495000,no,419,44,17
2562495000,no,420,44,17
2562495000,no,421,44,17
2562495000,no,422,44,17
2562495000,no,423,44,17
2562495000,no,424,44,17
2562495000,no,425,44,17
2562495000,no,426,44,17
2562495000,no,427,44,17
2562495000,no,428,44,17
2562495000,no,429,44,17
2562495000,no,430,44,17
2562495000,no,431,44,17
9072761131,yes,432,46,18
9072761131,yes,433,46,18
9072761131,yes,434,46,18
9072761131,yes,435,46,18
9072761131,yes,436,46,18
9072761131,yes,437,46,18
9072761131,yes,438,46,18
9072761131,yes,439,46,18
9072761131,yes,440,46,18
9072761131,yes,441,46,18
9072761131,yes,442,46,18
9072761131,yes,443,46,18
9072761131,yes,444,46,18
9072761131,yes,445,46,18
9072761131,yes,446,46,18
9072761131,yes,447,46,18
9072761131,yes,448,46,18
9072761131,yes,449,46,18
9075436300,no,450,47,2
9075436300,no,451,47,2
2563864556,yes,452,1,25
2563864556,yes,453,1,25
2563864556,yes,454,1,25
2563864556,yes,455,1,25
2563864556,yes,456,1,25
2563864556,yes,457,1,25
2563864556,yes,458,1,25
2563864556,yes,459,1,25
2563864556,yes,460,1,25
2563864556,yes,461,1,25
2563864556,yes,462,1,25
2563864556,yes,463,1,25
2563864556,yes,464,1,25
2563864556,yes,465,1,25
3347742601,yes,466,48,24
3347742601,yes,467,48,24
3347742601,yes,468,48,24
3347742601,yes,469,48,24
3347742601,yes,470,48,24
334774x601,yes,471,49,1
3347742601,yes,472,48,24
3347742601,yes,473,48,24
3347742601,yes,474,48,24
3347742601,yes,475,48,24
3347742601,yes,476,48,24
3347742601,yes,477,48,24
3347742601,yes,478,48,24
3347742601,yes,479,48,24
3347742601,yes,480,48,24
3347742601,yes,481,48,24
3347742601,yes,482,48,24
3347742601,yes,483,48,24
3347742601,yes,484,48,24
3347742601,yes,485,48,24
3347742601,yes,486,48,24
3347742601,yes,487,48,24
3347742601,yes,488,48,24
3347742601,yes,489,48,24
3347742601,yes,490,48,24
2569275531,yes,491,50,24
2569275531,yxs,492,51,1
2569275531,yes,493,50,24
2569275531,yes,494,50,24
2569275531,yes,495,50,24
2569275531,yes,496,50,24
2569275531,yes,497,50,24
2569275531,yes,498,50,24
2569275531,yes,499,50,24
2569275531,yes,500,50,24
2569275531,yes,501,50,24
2569275531,yes,502,50,24
2569275531,yes,503,50,24
2569275531,yes,504,50,24
2569275531,yes,505,50,24
2569275531,yes,506,50,24
2569275531,yes,507,50,24
2569275531,yes,508,50,24
2569275531,yes,509,50,24
2569275531,yes,510,50,24
2569275531,yes,511,50,24
2569275531,yes,512,50,24
2569275531,yes,513,50,24
2569275531,yes,514,50,24
2569275531,yes,515,50,24
3342xx2100,yes,516,52,1
3342882100,yes,517,53,22
3342882100,yes,518,53,22
3342882100,yes,519,53,22
3342882100,yes,520,53,22
3342882100,yxs,521,54,1
3342882100,yes,522,53,22
3342882100,yes,523,53,22
3342882100,yes,524,53,22
3342882100,yes,525,53,22
3342882100,yes,526,53,22
3342882100,yes,527,53,22
3342882100,yes,528,53,22
3342882100,yes,529,53,22
3342882100,yes,530,53,22
3342882100,yes,531,53,22
3342882100,yes,532,53,22
3342882100,yes,533,53,22
3342882100,yes,534,53,22
3342882100,yes,535,53,22
3342882100,yex,536,55,1
3342882100,yes,537,53,22
3342882100,yes,538,53,22
3342882100,yes,539,53,22
3342882100,yes,540,53,22
3342938000,yes,541,56,21
3342938000,yes,542,56,21
3342938000,yes,543,56,21
3342938000,yes,544,56,21
3342938000,yes,545,56,21
3342938000,yes,546,56,21
3342938000,yes,547,56,21
3342938xxx,yes,548,57,2
3342938000,yes,549,56,21
3342938000,yes,550,56,21
3342938000,yes,551,56,21
3342938000,yes,552,56,21
3342938000,yes,553,56,21
3342938000,yes,554,56,21
3342938000,yes,555,56,21
3342938000,yes,556,56,21
3342938000,yes,557,56,21
3342938000,yes,558,56,21
3342938000,yes,559,56,21
3342938000,yes,560,56,21
33x2938000,yes,561,58,1
3342938xxx,yes,562,57,2
3342938000,yes,563,56,21
3342938000,xes,564,59,1
3342938000,yes,565,56,21
3347561400,yes,566,60,22
3347561400,yes,567,60,22
3347561400,yes,568,60,22
3347561400,yes,569,60,22
3347561400,yes,570,60,22
3347561400,yes,571,60,22
334x561400,yes,572,61,1
3347561400,yes,573,60,22
3347561400,yes,574,60,22
3347561400,yes,575,60,22
3347561400,yes,576,60,22
3347561400,yes,577,60,22
3347561400,yes,578,60,22
3347561400,xes,579,62,2
3347561400,yes,580,60,22
3347561400,yes,581,60,22
3347561400,yes,582,60,22
3347561400,yes,583,60,22
3347561400,yes,584,60,22
3347561400,yes,585,60,22
3347561400,yes,586,60,22
3347561400,xes,587,62,2
3347561400,yes,588,60,22
3347561400,yes,589,60,22
3347561400,yes,590,60,22
3348972257,yes,591,63,24
3348972257,yes,592,63,24
33x8972257,yes,593,64,1
3348972257,yes,594,63,24
3348972257,yes,595,63,24
3348972257,yes,596,63,24
3348972257,yes,597,63,24
3348972257,yes,598,63,24
3348972257,yes,599,63,24
3348972257,yes,600,63,24
3348972257,yes,601,63,24
3348972257,yes,602,63,24
3348972257,yes,603,63,24
3348972257,yes,604,63,24
3348972257,yes,605,63,24
3348972257,yes,606,63,24
3348972257,yes,607,63,24
3348972257,yes,608,63,24
3348972257,yes,609,63,24
3348972257,yes,610,63,24
3348972257,yes,611,63,24
3348972257,yes,612,63,24
3348972257,yes,613,63,24
3348972257,yes,614,63,24
3348972257,yes,615,63,24
3347493411,yes,616,65,24
3347493411,yes,617,65,24
3347493411,yes,618,65,24
3347493411,yes,619,65,24
3347493411,yes,620,65,24
3347493411,yes,621,65,24
3347493411,yes,622,65,24
3347493411,yes,623,65,24
3347493411,yes,624,65,24
3347493411,yes,625,65,24
3347493411,yes,626,65,24
3347493411,yes,627,65,24
3347493411,yex,628,66,1
3347493411,yes,629,65,24
3347493411,yes,630,65,24
3347493411,yes,631,65,24
3347493411,yes,632,65,24
3347493411,yes,633,65,24
3347493411,yes,634,65,24
3347493411,yes,635,65,24
3347493411,yes,636,65,24
3347493411,yes,637,65,24
3347493411,yes,638,65,24
3347493411,yes,639,65,24
3347493411,yes,640,65,24
2563572111,no,641,67,24
2563572111,no,642,67,24
2563572111,no,643,67,24
2563572111,no,644,67,24
2563572111,no,645,67,24
2563572111,no,646,67,24
2563572111,no,647,67,24
2563572111,no,648,67,24
2563572111,no,649,67,24
2563572111,no,650,67,24
2563572111,no,651,67,24
2563572111,no,652,67,24
2563572111,xo,653,68,1
2563572111,no,654,67,24
2563572111,no,655,67,24
2563572111,no,656,67,24
2563572111,no,657,67,24
2563572111,no,658,67,24
2563572111,no,659,67,24
2563572111,no,660,67,24
2563572111,no,661,67,24
2563572111,no,662,67,24
2563572111,no,663,67,24
2563572111,no,664,67,24
2563572111,no,665,67,24
20593xx011,yes,666,69,1
2059344011,yes,667,70,23
2059344011,yes,668,70,23
2059344011,yes,669,70,23
2059344011,yes,670,70,23
2059344011,yes,671,70,23
2059344011,yes,672,70,23
2059344011,yes,673,70,23
2059344011,yex,674,71,1
2059344011,yes,675,70,23
2059344011,yes,676,70,23
2059344011,yes,677,70,23
2059344011,yes,678,70,23
2059344011,yes,679,70,23
2059344011,yes,680,70,23
2059344011,yes,681,70,23
2059344011,yes,682,70,23
2059344011,yes,683,70,23
2059344011,yes,684,70,23
2059344011,yes,685,70,23
2059344011,yes,686,70,23
2059344011,yes,687,70,23
2059344011,yes,688,70,23
2059344011,yes,689,70,23
2059344011,yes,690,70,23
3342836541,no,691,72,23
3342836541,no,692,72,23
3342836541,no,693,72,23
3342836541,no,694,72,23
3342836541,no,695,72,23
3342836541,no,696,72,23
3342836541,no,697,72,23
3342836541,no,698,72,23
334x836541,no,699,73,1
3342836541,no,700,72,23
3342836541,no,701,72,23
3342836541,no,702,72,23
3342836541,no,703,72,23
3342836541,no,704,72,23
3342836541,no,705,72,23
3342836541,no,706,72,23
3342836541,no,707,72,23
3342836541,no,708,72,23
3342836541,no,709,72,23
3342836541,no,710,72,23
3342836541,no,711,72,23
3342836541,no,712,72,23
33x28365x1,no,713,74,1
3342836541,no,714,72,23
3342836541,no,715,72,23
2567372000,yes,716,75,25
2567372000,yes,717,75,25
2567372000,yes,718,75,25
2567372000,yes,719,75,25
2567372000,yes,720,75,25
2567372000,yes,721,75,25
2567372000,yes,722,75,25
2567372000,yes,723,75,25
2567372000,yes,724,75,25
2567372000,yes,725,75,25
2567372000,yes,726,75,25
2567372000,yes,727,75,25
2567372000,yes,728,75,25
2567372000,yes,729,75,25
2567372000,yes,730,75,25
2567372000,yes,731,75,25
2567372000,yes,732,75,25
2567372000,yes,733,75,25
2567372000,yes,734,75,25
2567372000,yes,735,75,25
2567372000,yes,736,75,25
2567372000,yes,737,75,25
2567372000,yes,738,75,25
2567372000,yes,739,75,25
2567372000,yes,740,75,25
3342228466,no,741,76,23
3342228466,no,742,76,23
3342228466,no,743,76,23
3342228466,no,744,76,23
3342228466,no,745,76,23
3342228466,no,746,76,23
3342228466,no,747,76,23
3342228466,no,748,76,23
3342228466,no,749,76,23
3342228466,no,750,76,23
334xxx8466,no,751,77,1
3342228466,no,752,76,23
3342228466,no,753,76,23
3342228466,no,754,76,23
3342228466,no,755,76,23
3342228466,no,756,76,23
3342228466,no,757,76,23
3342228466,no,758,76,23
3342228466,no,759,76,23
3342228466,no,760,76,23
3342228466,no,761,76,23
3342228466,no,762,76,23
33422284xx,no,763,78,1
3342228466,no,764,76,23
3342228466,no,765,76,23
2562358900,yes,766,25,25
2562358900,yes,767,25,25
2562358900,yes,768,25,25
2562358900,yes,769,25,25
2562358900,yes,770,25,25
2562358900,yes,771,25,25
2562358900,yes,772,25,25
2562358900,yes,773,25,25
2562651000,yes,774,79,27
2562651000,yes,775,79,27
2562651000,yes,776,79,27
2562651000,yes,777,79,27
2562651000,yes,778,79,27
2562651000,yes,779,79,27
2562651000,yes,780,79,27
2562651000,yes,781,79,27
2562651000,yes,782,79,27
2562651000,yes,783,79,27
2562651000,yes,784,79,27
2562651000,yes,785,79,27
2562651000,yes,786,79,27
2562651000,yes,787,79,27
2562651000,yes,788,79,27
2562651000,yes,789,79,27
2562651000,yes,790,79,27
2562651000,yes,791,79,27
2562651000,yes,792,79,27
2562651000,yes,793,79,27
2562651000,yes,794,79,27
2562651000,yes,795,79,27
2562651000,yes,796,79,27
2562651000,yxs,797,80,1
2562651000,yes,798,79,27
2562651000,yes,799,79,27
2562651000,yes,800,79,27
2562651000,yes,801,79,27
2564944000,yes,802,81,23
2564944000,yes,803,81,23
2564944000,yes,804,81,23
2564944000,yes,805,81,23
2564944000,yes,806,81,23
2564944000,yes,807,81,23
2564944000,yes,808,81,23
2564944000,xes,809,82,1
2564944000,yes,810,81,23
2564944000,yes,811,81,23
2564944000,yes,812,81,23
2564944000,yes,813,81,23
2564944000,yes,814,81,23
2564944000,yes,815,81,23
2564944000,yes,816,81,23
2564944000,yes,817,81,23
2564944000,yes,818,81,23
2564944000,yes,819,81,23
2564944000,yes,820,81,23
2564944000,yes,821,81,23
2564944000,yes,822,81,23
2564944000,yes,823,81,23
2564944xxx,yes,824,83,1
2564944000,yes,825,81,23
2564944000,yes,826,81,23
2057552500,yes,827,84,25
2057552500,yes,828,84,25
2057552500,yes,829,84,25
2057552500,yes,830,84,25
2057552500,yes,831,84,25
2057552500,yes,832,84,25
2057552500,yes,833,84,25
2057552500,yes,834,84,25
2057552500,yes,835,84,25
2057552500,yes,836,84,25
2057552500,yes,837,84,25
2057552500,yes,838,84,25
2057552500,yes,839,84,25
2057552500,yes,840,84,25
2057552500,yes,841,84,25
2057552500,yes,842,84,25
2057552500,yes,843,84,25
2057552500,yes,844,84,25
2057552500,yes,845,84,25
2057552500,yes,846,84,25
2057552500,yes,847,84,25
2057552500,yes,848,84,25
2057552500,yes,849,84,25
2057552500,yes,850,84,25
2057552500,yes,851,84,25
2059216200,yes,852,85,22
2059216200,yes,853,85,22
2059216200,yes,854,85,22
x059x16x00,yes,855,86,1
2059216200,yes,856,85,22
2059216200,yes,857,85,22
2059216200,yes,858,85,22
2059216200,yes,859,85,22
2059216200,yes,860,85,22
2059216200,yes,861,85,22
2059216200,yes,862,85,22
2059216200,yes,863,85,22
2059216200,yes,864,85,22
20x9216200,yes,865,87,1
2059216200,yxs,866,88,1
2059216200,yes,867,85,22
2059216200,yes,868,85,22
2059216200,yes,869,85,22
2059216200,yes,870,85,22
2059216200,yes,871,85,22
2059216200,yes,872,85,22
2059216200,yes,873,85,22
2059216200,yes,874,85,22
2059216200,yes,875,85,22
2059216200,yes,876,85,22
2059325966,yes,877,89,22
2059325966,yes,878,89,22
2059325966,yes,879,89,22
2059325966,yes,880,89,22
x0593x5966,yes,881,90,2
2059325966,yes,882,89,22
x0593x5966,yes,883,90,2
2059325966,yes,884,89,22
2059325966,yes,885,89,22
2059325966,yes,886,89,22
2059325966,yes,887,89,22
2059325966,yes,888,89,22
2059325966,yex,889,91,1
2059325966,yes,890,89,22
2059325966,yes,891,89,22
2059325966,yes,892,89,22
2059325966,yes,893,89,22
2059325966,yes,894,89,22
2059325966,yes,895,89,22
2059325966,yes,896,89,22
2059325966,yes,897,89,22
2059325966,yes,898,89,22
2059325966,yes,899,89,22
2059325966,yes,900,89,22
2059325966,yes,901,89,22
2565435200,yes,902,92,25
2565435200,yes,903,92,25
2565435200,yes,904,92,25
2565435200,yes,905,92,25
2565435200,yes,906,92,25
2565435200,yes,907,92,25
2565435200,yes,908,92,25
2565435200,yes,909,92,25
2565435200,yes,910,92,25
2565435200,yes,911,92,25
2565435200,yes,912,92,25
2565435200,yes,913,92,25
2565435200,yes,914,92,25
2565435200,yes,915,92,25
x565435x00,yes,916,93,1
2565435200,yes,917,92,25
2565435200,yes,918,92,25
2565435200,yex,919,94,1
2565435200,yes,920,92,25
2565435200,yxs,921,95,1
2565435200,yes,922,92,25
2565435200,yes,923,92,25
2565435200,yes,924,92,25
2565435200,yes,925,92,25
2565435200,yes,926,92,25
2565435200,yes,927,92,25
2565435200,yes,928,92,25
2565435200,yes,929,92,25
3343762205,no,930,96,25
3343762205,no,931,96,25
3343762205,no,932,96,25
3343762205,no,933,96,25
3343762205,no,934,96,25
3343762205,no,935,96,25
3343762205,no,936,96,25
3343762205,no,937,96,25
3343762205,no,938,96,25
3343762205,no,939,96,25
3343762205,no,940,96,25
3343762205,no,941,96,25
3343762205,no,942,96,25
3343762205,no,943,96,25
3343762205,no,944,96,25
3343762205,no,945,96,25
3343762205,no,946,96,25
3343762205,no,947,96,25
3343762205,no,948,96,25
3343762205,no,949,96,25
3343762205,no,950,96,25
3343762205,no,951,96,25
3343762205,no,952,96,25
3343762205,no,953,96,25
3343762205,no,954,96,25
3343470584,yes,955,97,25
3343470584,yes,956,97,25
3343470584,yes,957,97,25
3343470584,yes,958,97,25
3343470584,yes,959,97,25
3343470584,yes,960,97,25
3343470584,yes,961,97,25
3343470584,yes,962,97,25
3343470584,yes,963,97,25
3343470584,yes,964,97,25
3343470584,yes,965,97,25
3343470584,yes,966,97,25
3343470584,yes,967,97,25
3343470584,yes,968,97,25
3343470584,yes,969,97,25
3343470584,yes,970,97,25
3343470584,yes,971,97,25
3343470584,yes,972,97,25
3343470584,yes,973,97,25
3343470584,yes,974,97,25
3343470584,yes,975,97,25
3343470584,yes,976,97,25
3343470584,yes,977,97,25
3343470584,yes,978,97,25
3343470584,yes,979,97,25
2052743000,yes,980,98,20
2052743000,yes,981,98,20
2052743000,yes,982,98,20
2052743000,yes,983,98,20
2052743000,yes,984,98,20
2052743000,yes,985,98,20
2052743000,yes,986,98,20
2052743000,yes,987,98,20
2052743000,yes,988,98,20
2052743000,yes,989,98,20
2052743000,yes,990,98,20
2052743000,yes,991,98,20
2052743000,yes,992,98,20
2052743000,yes,993,98,20
2052743000,yes,994,98,20
2052743000,yes,995,98,20
2052743000,yes,996,98,20
2052743000,yes,997,98,20
2052743000,yes,998,98,20
2052743000,yes,999,98,20
