abv,brewery-id,original_index,unique_index
0.056,107,338,295
0.07,107,339,296
0.047,107,340,297
0.068,107,341,298
0.047,107,342,297
0.047,107,343,297
0.048,107,344,294
0.049%,107,345,299
0.053,107,346,300
0.064%,107,347,301
0.061,107,348,302
0.058,107,349,303
0.057999999999999996%,107,350,304
0.048,107,351,294
0.048,107,352,294
0.066,107,353,292
0.071,231,354,305
0.045,300,355,306
0.065,300,356,307
0.055,300,357,308
0.055999999999999994%,300,358,309
0.049,300,359,310
0.049,300,360,310
0.053,300,361,311
0.053,300,362,311
0.049,300,363,310
0.049,417,364,312
0.057,417,365,313
0.049,417,366,312
0.062,31,367,314
0.065,167,368,315
0.058,167,369,316
0.047%,167,370,317
0.06%,219,371,318
0.057,219,372,319
0.07,219,373,320
0.06,219,374,321
0.055%,219,375,322
0.052,207,376,323
0.05,195,377,324
0.042,391,378,325
0.045,391,379,326
0.062%,391,380,327
0.054,391,381,328
0.05,308,382,329
0.072,308,383,330
0.05%,308,384,331
0.055,308,385,332
0.057999999999999996%,19,386,333
0.053,85,387,334
0.067,10,388,335
0.06,10,389,336
0.098,10,390,337
0.06,10,391,336
0.07,10,392,338
0.077,10,393,339
0.065,10,394,340
0.065,10,395,340
0.065%,10,396,341
0.065,10,397,340
0.05,10,398,342
0.09,10,399,343
0.055,10,400,344
0.059,10,401,345
0.066%,10,402,346
0.040999999999999995%,10,403,347
0.08199999999999999%,10,404,348
0.065,10,405,340
0.062%,10,406,349
,10,407,350
,10,408,350
0.061,10,409,351
0.063,10,410,352
0.055999999999999994%,10,411,353
0.099,10,412,354
0.051,10,413,355
0.062,10,414,356
0.062,10,415,356
0.053,10,416,357
0.063,10,417,352
0.064,10,418,358
0.07%,10,419,359
0.067%,10,420,360
0.067,10,421,335
0.05,10,422,342
0.06,10,423,336
0.065,10,424,340
0.045%,10,425,361
0.063,10,426,352
0.093,10,427,362
0.073,10,428,363
0.055999999999999994%,10,429,353
0.093,10,430,362
0.065,10,431,340
0.05%,10,432,364
0.09%,10,433,365
0.082,10,434,366
0.098,10,435,337
0.06%,10,436,367
0.099%,10,437,368
0.095,10,438,369
0.092%,10,439,370
0.065,10,440,340
0.099,10,441,354
0.062,10,442,356
0.09,10,443,343
0.092,10,444,371
0.097,10,445,372
0.085,10,446,373
0.055%,10,447,374
0.06%,10,448,367
0.065,10,449,340
,467,450,375
,467,451,375
0.061,89,452,376
0.05,493,453,377
0.052,493,454,378
0.048%,493,455,379
0.061,493,456,380
0.068%,437,457,381
0.045,437,458,382
0.068,437,459,383
0.045,437,460,382
0.052,437,461,384
0.052000000000000005%,437,462,385
0.08%,530,463,386
,530,464,387
0.073,530,465,388
0.099,530,466,389
0.062%,530,467,390
0.057999999999999996%,530,468,391
0.052,530,469,392
0.053%,357,470,393
0.045%,56,471,394
0.06,214,472,395
0.06,214,473,395
0.09,214,474,396
0.065%,24,475,397
0.068,24,476,398
0.078,24,477,399
0.055,24,478,400
0.099,24,479,401
0.06,24,480,402
0.065,24,481,403
0.068%,24,482,404
0.072,24,483,405
0.068,24,484,398
0.055,24,485,400
0.05,197,486,406
0.056,517,487,407
0.049%,556,488,408
0.068,556,489,409
0.049,556,490,410
0.043%,556,491,411
0.093,5,492,412
0.062,5,493,413
0.06,5,494,414
0.048,5,495,415
0.077,5,496,416
0.097,5,497,417
0.052,182,498,418
0.053,182,499,419
0.063,182,500,420
0.068%,182,501,421
0.063,182,502,420
0.053,182,503,419
0.068%,155,504,422
0.06,155,505,423
0.055999999999999994%,155,506,424
0.039,155,507,425
0.054,155,508,426
0.061,155,509,427
0.061%,155,510,428
0.055999999999999994%,155,511,424
0.056,155,512,429
0.056,155,513,429
0.056,155,514,429
0.056,155,515,429
0.054,155,516,426
0.061,155,517,427
0.05,178,518,430
0.065%,178,519,431
,497,520,432
,497,521,432
,497,522,432
,497,523,432
0.099,230,524,433
0.09,230,525,434
0.055%,230,526,435
0.054,230,527,436
0.055%,230,528,435
0.055,267,529,437
0.049%,267,530,438
0.065,192,531,439
0.052,192,532,440
0.046%,192,533,441
0.056,192,534,442
0.046,192,535,443
0.062,192,536,444
0.052000000000000005%,192,537,445
0.042%,192,538,446
0.052,192,539,440
0.05,192,540,447
,192,541,448
0.04,504,542,449
0.05%,504,543,450
0.035,504,544,451
0.059,179,545,452
0.057%,179,546,453
0.051,179,547,454
0.099,222,548,455
0.039,222,549,456
0.078,222,550,457
0.042,222,551,458
0.069,404,552,459
0.069,404,553,459
0.056,331,554,460
0.052,331,555,461
0.047,331,556,462
0.07,331,557,463
0.047,331,558,462
0.052,331,559,461
0.056,331,560,460
0.048,285,561,464
0.078,285,562,465
0.057999999999999996%,96,563,466
0.054,96,564,467
0.085,29,565,468
,29,566,469
0.068%,29,567,470
0.051%,29,568,471
0.051%,29,569,471
0.05,29,570,472
0.05%,452,571,473
0.05,452,572,474
0.05,122,573,475
0.045,122,574,476
0.05,122,575,475
0.052,122,576,477
0.051,350,577,478
0.072,350,578,479
0.095,350,579,480
0.075,350,580,481
0.07,236,581,482
0.06,236,582,483
0.05,236,583,484
0.07%,236,584,485
0.045,250,585,486
0.065,250,586,487
0.055,250,587,488
0.045%,250,588,489
0.08%,226,589,490
0.055,226,590,491
0.057%,121,591,492
0.057%,121,592,492
0.052,121,593,493
0.089,99,594,494
0.049,526,595,495
0.05,425,596,496
0.05%,425,597,497
0.055,141,598,498
0.062,141,599,499
0.082,141,600,500
0.055,141,601,498
0.055,141,602,498
0.06,141,603,501
0.045,141,604,502
0.07,141,605,503
0.07,141,606,503
0.063,141,607,504
0.07%,141,608,505
0.07,141,609,503
0.07,141,610,503
0.055,141,611,498
0.052,141,612,506
0.075,141,613,507
0.075,141,614,507
0.08,141,615,508
0.05%,141,616,509
0.055,141,617,498
0.055%,141,618,510
0.05%,141,619,509
0.07200000000000001%,141,620,511
0.075,141,621,507
0.05%,141,622,509
0.048,145,623,512
0.06,145,624,513
0.045,145,625,514
0.062%,145,626,515
0.065,145,627,516
0.038%,145,628,517
0.055999999999999994%,145,629,518
0.067,320,630,519
0.06%,418,631,520
0.044,418,632,521
0.047,415,633,522
0.062,415,634,523
0.046,101,635,524
0.065,101,636,525
0.052,101,637,526
0.052,101,638,526
0.058,232,639,527
0.068,482,640,528
0.048,482,641,529
0.056,482,642,530
0.05,139,643,531
0.052,139,644,532
0.057,139,645,533
0.061,139,646,534
0.038,512,647,535
0.05%,553,648,536
0.048%,515,649,537
0.075%,515,650,538
0.077,515,651,539
0.06,63,652,540
0.075%,63,653,541
0.059,63,654,542
,63,655,543
,63,656,543
0.052,63,657,544
0.06,63,658,540
0.052,63,659,544
0.065,247,660,545
0.045%,247,661,546
0.049%,169,662,547
0.055%,169,663,548
0.056,169,664,549
0.065,212,665,550
0.066,212,666,551
0.055%,212,667,552
0.045,212,668,553
0.055%,212,669,552
0.069,212,670,554
0.06,212,671,555
0.06%,472,672,556
0.052,472,673,557
0.049%,315,674,558
0.054,315,675,559
0.08,315,676,560
0.063,315,677,561
0.045%,323,678,562
0.06%,323,679,563
0.08,227,680,564
0.05%,227,681,565
0.053,227,682,566
0.055,227,683,567
0.092,227,684,568
0.065%,227,685,569
0.07,227,686,570
0.06,227,687,571
0.065%,451,688,572
0.065%,451,689,572
0.07200000000000001%,358,690,573
0.055,554,691,574
0.05,333,692,575
0.05,333,693,575
0.063%,330,694,576
0.06%,127,695,577
0.075%,127,696,578
0.085,127,697,579
0.06%,127,698,577
0.07,127,699,580
0.048,127,700,581
0.046,127,701,582
0.052000000000000005%,127,702,583
0.07,127,703,580
0.045,283,704,584
0.05,283,705,585
0.059,453,706,586
0.056,453,707,587
0.065,453,708,588
0.058,453,709,589
0.07,263,710,590
0.05%,263,711,591
0.05%,454,712,592
0.052000000000000005%,57,713,593
0.049%,57,714,594
0.063%,57,715,595
0.05,57,716,596
0.05%,57,717,597
0.096,57,718,598
0.049%,57,719,594
0.044000000000000004%,237,720,599
0.052,237,721,600
0.054000000000000006%,491,722,601
,491,723,602
0.071,491,724,603
0.074,491,725,604
0.045%,319,726,605
0.065%,311,727,606
,488,728,607
,531,729,608
,531,730,608
,531,731,608
,531,732,608
,531,733,608
,531,734,608
0.049,446,735,609
0.051,446,736,610
0.066%,496,737,611
0.051,496,738,612
0.043,496,739,613
0.057999999999999996%,496,740,614
0.061%,340,741,615
0.045%,538,742,616
0.05,369,743,617
0.078,369,744,618
0.06,369,745,619
0.05,369,746,617
0.055,369,747,620
0.045,369,748,621
0.078,369,749,618
0.057%,352,750,622
0.049,516,751,623
0.07,465,752,624
0.05%,473,753,625
0.052,81,754,626
0.052,81,755,626
0.05%,81,756,627
0.062,81,757,628
0.043%,170,758,629
0.062,170,759,630
0.049%,26,760,631
0.07%,26,761,632
0.051,26,762,633
0.052,26,763,634
0.048,26,764,635
0.054,26,765,636
0.04%,173,766,637
0.085,173,767,638
0.055,173,768,639
0.027000000000000003%,173,769,640
0.055%,173,770,641
0.05,335,771,642
0.045,335,772,643
0.067,335,773,644
0.063%,224,774,645
0.07,224,775,646
0.07,405,776,647
0.05%,405,777,648
0.05,405,778,649
0.05,405,779,649
0.07%,405,780,650
0.075%,201,781,651
0.046,201,782,652
0.051,201,783,653
0.075,201,784,654
0.069,201,785,655
0.05,201,786,656
0.081,172,787,657
0.08199999999999999%,172,788,658
0.082,172,789,659
0.055%,172,790,660
0.045,36,791,661
0.055%,36,792,662
0.048,36,793,663
0.09%,256,794,664
0.08,256,795,665
0.086,256,796,666
0.05,256,797,667
0.053%,256,798,668
0.08%,256,799,669
0.055,256,800,670
0.075,256,801,671
0.055,256,802,670
0.047%,256,803,672
0.045,48,804,673
0.075,48,805,674
0.053,48,806,675
0.047,48,807,676
0.047,48,808,676
0.065,16,809,677
0.05,16,810,678
0.06,16,811,679
,532,812,680
0.055%,54,813,681
0.071%,521,814,682
0.047,521,815,683
0.04,50,816,684
0.07,50,817,685
0.078,279,818,686
0.06%,279,819,687
0.065%,279,820,688
0.045,279,821,689
0.05,217,822,690
0.069,217,823,691
0.052000000000000005%,206,824,692
0.062%,206,825,693
0.045,206,826,694
0.065,206,827,695
0.062,206,828,696
0.067,206,829,697
0.058,206,830,698
0.052,206,831,699
0.055,206,832,700
0.088,206,833,701
0.051,206,834,702
0.07400000000000001%,206,835,703
,151,836,704
0.047%,4,837,705
0.056,4,838,706
0.046,4,839,707
0.063,4,840,708
0.085,15,841,709
0.072,15,842,710
0.047,15,843,711
0.076%,287,844,712
0.057,287,845,713
0.052,287,846,714
0.055,22,847,715
0.05,22,848,716
0.06,22,849,717
0.064,22,850,718
0.04%,348,851,719
0.052,160,852,720
0.06,160,853,721
0.051,160,854,722
0.042,160,855,723
0.067,160,856,724
0.06,160,857,721
0.052,160,858,720
0.06,105,859,725
0.05%,105,860,726
0.057,105,861,727
0.07,105,862,728
0.055999999999999994%,253,863,729
0.069,253,864,730
0.055,253,865,731
0.053,66,866,732
0.065%,66,867,733
0.06,66,868,734
0.042,66,869,735
0.068,66,870,736
0.042,66,871,735
0.059,66,872,737
0.044,66,873,738
0.04,460,874,739
0.045,460,875,740
0.08,460,876,741
0.065%,460,877,742
0.065,460,878,743
0.055999999999999994%,460,879,744
0.065%,460,880,742
0.053%,433,881,745
0.07%,433,882,746
0.052000000000000005%,433,883,747
0.07%,180,884,748
0.05%,347,885,749
0.072,228,886,750
0.049,228,887,751
0.05,228,888,752
0.067,106,889,753
0.072,240,890,754
0.057999999999999996%,240,891,755
0.074,240,892,756
0.08,240,893,757
0.094,240,894,758
0.059000000000000004%,240,895,759
0.046,240,896,760
0.068,240,897,761
0.059000000000000004%,240,898,759
0.05,240,899,762
0.055,240,900,763
0.08,240,901,757
0.08,240,902,757
0.059,240,903,764
0.046%,240,904,765
0.07,39,905,766
0.07,464,906,767
0.06,464,907,768
0.055999999999999994%,478,908,769
0.093,478,909,770
0.06,478,910,771
0.06,478,911,771
0.057999999999999996%,478,912,772
0.055,194,913,773
0.059,196,914,774
0.054,88,915,775
0.054000000000000006%,88,916,776
0.042%,88,917,777
0.042%,88,918,777
0.042%,88,919,777
0.052000000000000005%,420,920,778
0.05,536,921,779
0.052000000000000005%,536,922,780
0.054,536,923,781
,536,924,782
0.043,213,925,783
0.049,213,926,784
0.055,213,927,785
0.053,165,928,786
0.057,165,929,787
0.056,165,930,788
0.062,165,931,789
0.057,165,932,787
0.053,165,933,786
0.056,165,934,788
0.057%,165,935,790
0.045,165,936,791
0.057,165,937,787
0.057%,165,938,790
0.06%,165,939,792
0.051,165,940,793
0.075,165,941,794
0.08,165,942,795
0.055999999999999994%,165,943,796
0.057,165,944,787
0.042,165,945,797
0.062%,165,946,798
0.053%,165,947,799
0.05,6,948,800
0.087,6,949,801
0.061%,6,950,802
0.071,6,951,803
0.083%,6,952,804
0.05,6,953,800
0.095%,6,954,805
0.073%,6,955,806
0.071,6,956,803
0.045%,543,957,807
0.045,543,958,808
0.052,269,959,809
0.052,269,960,809
0.05,365,961,810
0.07%,365,962,811
0.048,365,963,812
0.048,365,964,812
0.048%,365,965,813
0.05,365,966,810
0.06%,365,967,814
0.055,365,968,815
0.054000000000000006%,365,969,816
0.053,365,970,817
0.09%,365,971,818
0.07,365,972,819
0.07%,365,973,811
0.059000000000000004%,365,974,820
0.048,365,975,812
0.06%,365,976,814
0.053%,365,977,821
0.054,365,978,822
0.05%,466,979,823
0.057,156,980,824
0.067,156,981,825
0.058,86,982,826
0.085,86,983,827
0.058,379,984,828
0.06%,379,985,829
0.04,379,986,830
0.055,379,987,831
0.06,379,988,832
0.06%,379,989,829
0.049%,379,990,833
0.045,124,991,834
0.065%,124,992,835
0.05,124,993,836
0.05%,124,994,837
0.065,124,995,838
0.075,124,996,839
0.05%,124,997,837
0.04,124,998,840
0.09,124,999,841
0.063,144,1000,842
0.069,290,1001,843
0.047,290,1002,844
0.07,327,1003,845
0.08,327,1004,846
0.057%,327,1005,847
0.055,327,1006,848
0.06,327,1007,849
0.06,327,1008,849
0.042,327,1009,850
0.052,327,1010,851
0.07,248,1011,852
0.052,248,1012,853
0.046,476,1013,854
0.043,476,1014,855
0.075,343,1015,856
0.044,343,1016,857
0.056,343,1017,858
0.052,234,1018,859
0.062,234,1019,860
0.048,234,1020,861
0.05%,234,1021,862
0.059,234,1022,863
0.059000000000000004%,234,1023,864
0.055,234,1024,865
0.059000000000000004%,234,1025,864
0.05%,234,1026,862
0.048,234,1027,861
0.05,234,1028,866
0.059000000000000004%,234,1029,864
,535,1030,867
0.048%,535,1031,868
0.049,204,1032,869
0.054000000000000006%,204,1033,870
0.064%,204,1034,871
0.064,204,1035,872
0.083,204,1036,873
0.076,280,1037,874
0.062%,280,1038,875
0.088,280,1039,876
0.072,479,1040,877
0.06%,479,1041,878
0.06,479,1042,879
0.063%,423,1043,880
0.08%,423,1044,881
0.099,423,1045,882
0.063,168,1046,883
0.07,168,1047,884
0.044,500,1048,885
0.045%,500,1049,886
0.055,500,1050,887
0.045%,362,1051,888
0.055%,362,1052,889
0.049,362,1053,890
0.055,362,1054,891
0.066%,362,1055,892
0.042,349,1056,893
0.042,297,1057,894
0.047%,297,1058,895
0.057999999999999996%,297,1059,896
0.049,198,1060,897
0.078%,198,1061,898
0.063,198,1062,899
0.049,198,1063,897
0.048,198,1064,900
0.065,198,1065,901
0.065,198,1066,901
0.049,198,1067,897
0.07,395,1068,902
0.051,395,1069,903
0.051,395,1070,903
0.06,395,1071,904
0.065,136,1072,905
0.068,80,1073,906
0.027000000000000003%,80,1074,907
0.039,80,1075,908
0.039,80,1076,908
0.039,80,1077,908
0.039%,80,1078,909
0.039%,80,1079,909
0.039,80,1080,908
0.039%,80,1081,909
0.039%,80,1082,909
0.039,80,1083,908
0.039%,80,1084,909
0.039,80,1085,908
0.039%,80,1086,909
0.058,80,1087,910
0.057999999999999996%,80,1088,911
0.066%,80,1089,912
0.073%,80,1090,913
0.06,80,1091,914
0.058,80,1092,910
0.073,80,1093,915
0.051,80,1094,916
0.066,80,1095,917
0.055999999999999994%,120,1096,918
0.051,120,1097,919
0.06,120,1098,920
0.065%,445,1099,921
0.055,445,1100,922
0.068%,277,1101,923
0.065,277,1102,924
0.05,277,1103,925
0.046,277,1104,926
0.065,277,1105,924
0.054000000000000006%,277,1106,927
0.048,140,1107,928
0.055,140,1108,929
0.059,140,1109,930
0.057999999999999996%,23,1110,931
0.07,242,1111,932
0.055%,242,1112,933
0.045%,527,1113,934
0.068,527,1114,935
0.053,527,1115,936
0.049,123,1116,937
,316,1117,938
0.052,2,1118,939
0.048,2,1119,940
0.072,2,1120,941
0.067%,2,1121,942
0.049%,2,1122,943
0.05,416,1123,944
0.051,416,1124,945
0.055%,312,1125,946
0.055,92,1126,947
0.065,92,1127,948
0.07%,92,1128,949
0.05,92,1129,950
0.067,92,1130,951
0.069%,114,1131,952
,32,1132,953
0.045,32,1133,954
0.055,32,1134,955
0.055,32,1135,955
0.06,32,1136,956
0.06%,32,1137,957
0.05%,233,1138,958
0.05%,233,1139,958
0.09300000000000001%,233,1140,959
0.052,233,1141,960
0.071,208,1142,961
0.075,208,1143,962
0.052000000000000005%,125,1144,963
0.057999999999999996%,125,1145,964
0.055,125,1146,965
0.055,125,1147,965
0.047%,125,1148,966
0.066%,125,1149,967
0.095%,125,1150,968
0.049%,125,1151,969
0.052,125,1152,970
0.066%,125,1153,967
0.057,342,1154,971
0.06,342,1155,972
0.055,342,1156,973
0.057999999999999996%,458,1157,974
0.05,458,1158,975
0.068,458,1159,976
0.058,458,1160,977
0.065%,510,1161,978
0.065%,510,1162,978
0.065,510,1163,979
0.055,510,1164,980
0.065%,510,1165,978
0.065,510,1166,979
,84,1167,981
,84,1168,981
,84,1169,981
,84,1170,981
,84,1171,981
,84,1172,981
,84,1173,981
0.051,102,1174,982
0.055,102,1175,983
0.06,102,1176,984
0.057%,102,1177,985
0.049,102,1178,986
0.063,87,1179,987
0.048,87,1180,988
0.046%,439,1181,989
0.046%,439,1182,989
0.046,439,1183,990
0.046,439,1184,990
0.04%,505,1185,991
0.08,354,1186,992
0.054,332,1187,993
0.07200000000000001%,332,1188,994
0.066%,545,1189,995
0.048,545,1190,996
0.045,59,1191,997
0.068%,59,1192,998
0.05%,59,1193,999
0.055,59,1194,1000
0.05,218,1195,1001
0.048,218,1196,1002
0.064,218,1197,1003
0.064,345,1198,1004
0.056,345,1199,1005
0.05,406,1200,1006
0.051,537,1201,1007
0.057,537,1202,1008
0.05%,537,1203,1009
0.05,537,1204,1010
0.057,537,1205,1008
0.052,244,1206,1011
0.06,244,1207,1012
0.058,298,1208,1013
0.057,298,1209,1014
0.052,298,1210,1015
0.065,298,1211,1016
0.057,104,1212,1017
0.06%,149,1213,1018
0.075%,149,1214,1019
0.057,149,1215,1020
0.058,149,1216,1021
0.061,149,1217,1022
0.059,268,1218,1023
0.046,268,1219,1024
0.072,268,1220,1025
0.04,268,1221,1026
0.046,268,1222,1024
0.046%,41,1223,1027
0.048,41,1224,1028
0.055,41,1225,1029
0.045%,41,1226,1030
0.062,430,1227,1031
0.056,430,1228,1032
0.052,377,1229,1033
0.062,456,1230,1034
0.052,456,1231,1035
0.048%,456,1232,1036
0.038%,245,1233,1037
0.051,245,1234,1038
0.054000000000000006%,158,1235,1039
0.053,158,1236,1040
0.061,158,1237,1041
0.057999999999999996%,158,1238,1042
0.05,485,1239,1043
0.051,485,1240,1044
0.05,400,1241,1045
0.055,400,1242,1046
0.099,91,1243,1047
0.043,91,1244,1048
0.085,91,1245,1049
0.079,91,1246,1050
0.047,91,1247,1051
0.05%,91,1248,1052
0.069,91,1249,1053
0.07,91,1250,1054
0.06,91,1251,1055
0.051,303,1252,1056
0.055,303,1253,1057
0.051%,303,1254,1058
0.042,534,1255,1059
0.065%,534,1256,1060
0.042,534,1257,1059
0.045,534,1258,1061
0.07200000000000001%,356,1259,1062
0.067,356,1260,1063
0.045,356,1261,1064
0.055,356,1262,1065
0.055,356,1263,1065
0.05%,356,1264,1066
0.09,356,1265,1067
0.06,356,1266,1068
0.085,356,1267,1069
0.099,346,1268,1070
0.08,346,1269,1071
0.06%,346,1270,1072
0.095,346,1271,1073
0.066,346,1272,1074
0.047%,443,1273,1075
0.062,443,1274,1076
0.07200000000000001%,317,1275,1077
0.05,317,1276,1078
0.099,317,1277,1079
0.063,317,1278,1080
0.09699999999999999%,317,1279,1081
0.05,161,1280,1082
0.065,161,1281,1083
0.05,161,1282,1082
0.08%,161,1283,1084
0.08,161,1284,1085
0.05,161,1285,1082
0.05,161,1286,1082
0.065%,161,1287,1086
0.065%,299,1288,1087
0.042,299,1289,1088
0.065,299,1290,1089
0.051,299,1291,1090
0.045,299,1292,1091
0.045%,299,1293,1092
0.048,299,1294,1093
