ZipCode,HospitalOwner,original_index,unique_index,count
35976,government - hospital district or authority,183,23,25
35976,government - hospital district or authority,184,23,25
35976,government - hospital district or authority,185,23,25
35976,government - hospital district or authority,186,23,25
35976,government - hospital district or authority,187,23,25
35976,government - hospital district or authority,188,23,25
35976,government - hospital district or authority,189,23,25
35976,government - hospital district or authority,190,23,25
35976,government - hospital district or authority,191,23,25
35976,government - hospital district or authority,192,23,25
35976,government - hospital district or authority,193,23,25
35235,voluntary non-profit - private,194,24,22
35235,voluntary non-profit - private,195,24,22
3x23x,voluntary non-profit - private,196,25,1
35235,voluntary non-profit - private,197,24,22
35235,voluntary non-profit - private,198,24,22
35235,voluntary non-profit - private,199,24,22
35235,voluntary non-profit - private,200,24,22
35235,voluntary non-profit - private,201,24,22
35235,voluntary non-profit - private,202,24,22
35235,voluntary non-profit - private,203,24,22
35235,voluntary non-profit - private,204,24,22
35235,voluntary non-profit - private,205,24,22
35235,voluntary non-profit - private,206,24,22
35235,voluntary non-profit - private,207,24,22
35235,voluntary non-profit - private,208,24,22
35235,voluntary non-profit - private,209,24,22
35235,voluntary non-profit - private,210,24,22
35235,voluntary non-profit - private,211,24,22
35235,voluntary non-profit - private,212,24,22
35235,voluntary non-profit - private,213,24,22
35235,voluntary non-profit - private,214,24,22
35235,voluntary non-profit - private,215,24,22
35235,volunxary non-profix - privaxe,216,26,1
35235,voluntary non-profit - private,217,24,22
35235,voluntary nonxprofit x private,218,27,1
35968,voluntary non-profit - church,219,28,22
35968,voluntary non-profit - church,220,28,22
35968,voluntaryxnon-profitx-xchurch,221,29,1
35968,voluntary non-profit - church,222,28,22
35968,voluntary non-profit - church,223,28,22
35968,voluntary non-profit - church,224,28,22
35968,voluntary non-profit - church,225,28,22
35968,voluntary non-profit - church,226,28,22
35968,voluntary non-profit - church,227,28,22
35968,voluntary non-profit - church,228,28,22
35968,voluntary non-profit - church,229,28,22
35968,voluntary non-profit - church,230,28,22
35968,voluntary non-profit - church,231,28,22
359x8,voluntary non-profit - church,232,30,1
35968,voluntary non-profit - church,233,28,22
35968,voluntary non-profit - church,234,28,22
35968,voluntary non-profit - church,235,28,22
35968,voluntary non-profit - church,236,28,22
35968,voluntary non-profit - church,237,28,22
35968,voxuntary non-profit - church,238,31,1
35968,voluntary non-profit - church,239,28,22
35968,voluntary non-profit - church,240,28,22
35968,voluntary non-profit - church,241,28,22
35968,voluntary non-profit - church,242,28,22
35968,voluntary non-profit - church,243,28,22
36784,government - federal,244,32,23
36784,government - federal,245,32,23
36784,government - federal,246,32,23
36784,governxent - federal,247,33,1
36784,government - federal,248,32,23
36784,government - federal,249,32,23
36784,government - federal,250,32,23
36784,government - federal,251,32,23
36784,government - federal,252,32,23
36784,government - federal,253,32,23
36784,government - federal,254,32,23
36784,government - federal,255,32,23
36784,government - federal,256,32,23
36784,government - federal,257,32,23
36784,government - federal,258,32,23
36784,government - federal,259,32,23
36784,government - federal,260,32,23
36784,government - federal,261,32,23
36784,government - federal,262,32,23
36784,government - federal,263,32,23
36784,government - federal,264,32,23
36784,government - federal,265,32,23
36784,government - federal,266,32,23
x6784,government - federal,267,34,1
36784,government - federal,268,32,23
35007,voluntary non-profit - church,269,35,23
35007,voluntary non-profit - church,270,35,23
35007,voluntary non-profit - church,271,35,23
35007,voluntary non-profit - church,272,35,23
35007,voluntary non-profit - church,273,35,23
35007,voluntary non-profit - church,274,35,23
35007,voluntary non-profit - church,275,35,23
35007,voluntary non-profit - church,276,35,23
35007,voluntary non-profit - church,277,35,23
35007,voluntary non-profit - church,278,35,23
35007,voluntary non-profit - church,279,35,23
35007,voluntary non-profit - church,280,35,23
35007,voluntary non-profit - church,281,35,23
35007,voluntary non-profit - church,282,35,23
3x007,voluntary non-profit - church,283,36,1
35007,voluntary non-profit - church,284,35,23
35007,voluntary non-profit - church,285,35,23
35007,voluntary non-profit - church,286,35,23
35007,voluntary non-profit - church,287,35,23
35007,voluntary non-profit - church,288,35,23
35007,voluntary non-profit - church,289,35,23
x5007,voluntary non-profit - church,290,37,1
35007,voluntary non-profit - church,291,35,23
35007,voluntary non-profit - church,292,35,23
35007,voluntary non-profit - church,293,35,23
35233,voluntary non-profit - private,294,0,25
35233,voluntary non-profit - private,295,0,25
35233,voluntary non-profit - private,296,0,25
35233,voluntary non-profit - private,297,0,25
35233,voluntary non-profit - private,298,0,25
35233,voluntary non-profit - private,299,0,25
35233,voluntary non-profit - private,300,0,25
35233,voluntary non-profit - private,301,0,25
35233,voluntary non-profit - private,302,0,25
35233,voluntary non-profit - private,303,0,25
35233,voluntary non-profit - private,304,0,25
35233,voluntary non-profit - private,305,0,25
35233,voluntary non-profit - private,306,0,25
35233,voluntary non-profit - private,307,0,25
35233,voluntary non-profit - private,308,0,25
35233,voluntary non-profit - private,309,0,25
35233,voluntary non-profit - private,310,0,25
36201,proprietary,311,38,26
36201,proprietary,312,38,26
36201,prxprietary,313,39,1
36201,proprietary,314,38,26
36201,proprietary,315,38,26
36201,proprietary,316,38,26
36201,proprietary,317,38,26
36201,proprietary,318,38,26
36201,proprietary,319,38,26
36201,proprietary,320,38,26
36201,proprietary,321,38,26
36201,proprietary,322,38,26
36201,proprietary,323,38,26
36201,proprietary,324,38,26
36x01,proprietary,325,40,1
36201,proprietary,326,38,26
36201,proprietary,327,38,26
36201,proprietary,328,38,26
36201,proprietary,329,38,26
36201,proprietary,330,38,26
36305,proprietary,331,41,15
3x305,proxrietary,332,42,1
36305,proprietary,333,41,15
36305,proprietary,334,41,15
36305,proprietary,335,41,15
36305,proprietary,336,41,15
36305,proprietary,337,41,15
36305,proprietary,338,41,15
36305,proprietary,339,41,15
x6x05,proprietary,340,43,1
36305,proprietary,341,41,15
36305,proprietary,342,41,15
36305,proprietary,343,41,15
36305,proprietary,344,41,15
36305,proprietary,345,41,15
36305,proprietary,346,41,15
36305,proprietary,347,41,15
35205,voluntary non-profit - other,348,44,5
35205,voluntary non-profit - other,349,44,5
35205,voluntary non-profit - other,350,44,5
35205,voluntary non-profit - other,351,44,5
35205,voluntary non-profit - other,352,44,5
35609,government - hospital district or authority,353,45,1
35594,proprietary,354,46,22
35594,proprietary,355,46,22
35594,prxprietary,356,47,1
35594,proprietary,357,46,22
35594,proprietary,358,46,22
35594,proprietary,359,46,22
35594,proprietary,360,46,22
35594,proprietary,361,46,22
35594,proprietary,362,46,22
35594,proprietary,363,46,22
35594,proprietary,364,46,22
35594,proprietary,365,46,22
3xx94,proprietary,366,48,2
35594,proprietary,367,46,22
35594,proprietary,368,46,22
35594,proprietary,369,46,22
35594,proprietary,370,46,22
35594,proprietary,371,46,22
35594,proprietary,372,46,22
35594,proprietary,373,46,22
35594,proprietary,374,46,22
3xx94,proprietary,375,48,2
35594,proprietary,376,46,22
35594,proprietary,377,46,22
35594,proprietary,378,46,22
36617,government - state,379,49,13
36617,government - state,380,49,13
36617,government - state,381,49,13
36617,government - state,382,49,13
36617,government - state,383,49,13
36617,government - state,384,49,13
36617,government - state,385,49,13
36617,government - state,386,49,13
36617,government - state,387,49,13
36617,government - state,388,49,13
36617,government - state,389,49,13
36617,government - state,390,49,13
36617,government - state,391,49,13
36067,voluntary non-profit - private,392,50,19
36067,voluntary non-profit - private,393,50,19
36067,voluntary non-profit - private,394,50,19
36067,voluntary non-profit - private,395,50,19
36067,voluntary non-profit - private,396,50,19
36067,voluntary non-profit - private,397,50,19
36067,voluntary non-profit - private,398,50,19
36067,voluntary non-profit - private,399,50,19
36067,voluntary non-profit - private,400,50,19
36067,voluntary non-profit - private,401,50,19
36067,voluntary non-profit - private,402,50,19
36067,voluntary non-profit - private,403,50,19
36067,voluntary non-profit - private,404,50,19
36067,voluntary non-profit - private,405,50,19
3x0x7,voluntary non-profit - private,406,51,1
36067,voluntary non-profit - private,407,50,19
36067,voluntary non-profit - private,408,50,19
36067,voluntary non-profit - private,409,50,19
36067,voluntary non-profit - private,410,50,19
36067,voluntary non-profit - private,411,50,19
35653,proprietary,412,52,2
35653,proprietary,413,52,2
35150,voluntary non-profit - other,414,53,16
35150,voluntary non-profit - other,415,53,16
35150,voluntary non-profit - other,416,53,16
35150,voluntary non-profit - other,417,53,16
35150,voluntary non-profit - other,418,53,16
35150,voluntary non-profit - other,419,53,16
x5150,voluntary non-profit - other,420,54,1
35150,voluntary non-profit - other,421,53,16
35150,voluntary non-profit - other,422,53,16
35150,voluntary non-profit - other,423,53,16
35150,voluntary non-profit - other,424,53,16
35150,voluntary non-profit - other,425,53,16
35150,voluntary non-profit - other,426,53,16
35150,voluntary non-profit - other,427,53,16
3x1x0,voluntary non-profit - other,428,55,1
35150,voluntary non-profit - other,429,53,16
35150,voluntary non-profit - other,430,53,16
35150,voluntary non-profit - other,431,53,16
99508,proprietary,432,56,17
99508,proprietary,433,56,17
99508,proprietary,434,56,17
99508,proprietary,435,56,17
99508,proprietary,436,56,17
99508,proprietary,437,56,17
99508,proprietary,438,56,17
99508,proprietary,439,56,17
99508,proprietary,440,56,17
99508,proprietary,441,56,17
99508,proprietary,442,56,17
99508,proprietary,443,56,17
99508,proprietary,444,56,17
99508,proprietary,445,56,17
99508,proprietary,446,56,17
99508,proprietary,447,56,17
99508,proprietary,448,56,17
99508,proxrietary,449,57,1
99559,government - federal,450,58,2
99559,government - federal,451,58,2
35660,government - hospital district or authority,452,1,24
35660,government - hospital district or authority,453,1,24
35660,government - hospital district or authority,454,1,24
35660,government - hospital district or authority,455,1,24
35660,gxvernment - hxspital district xr authxrity,456,59,1
35660,government - hospital district or authority,457,1,24
35660,government - hospital district or authority,458,1,24
35660,government - hospital district or authority,459,1,24
35660,government - hospital district or authority,460,1,24
35660,government - hospital district or authority,461,1,24
35660,government - hospital district or authority,462,1,24
35660,government - hospital district or authority,463,1,24
35660,government - hospital district or authority,464,1,24
35660,government - hospital district or authority,465,1,24
36360,government - hospital district or authority,466,60,24
36360,government - hospital district or authority,467,60,24
36360,government - hospital district or authority,468,60,24
36360,government - hospital district or authority,469,60,24
36360,government - hospital district or authority,470,60,24
36360,government - hospital district or authority,471,60,24
36360,government - hospital district or authority,472,60,24
36360,government - hospital district or authority,473,60,24
36360,government - hospital district or authority,474,60,24
36360,government - hospital district or authority,475,60,24
36360,government - hospital district or authority,476,60,24
36360,government - hospital district or authority,477,60,24
36360,government - hospital district or authority,478,60,24
36360,government - hospital district or authority,479,60,24
36360,government - hospital district or authority,480,60,24
36360,government - hospital district or authority,481,60,24
36360,government - hospital district or authority,482,60,24
36360,government - hospital district or authority,483,60,24
36360,government - hospital district or authority,484,60,24
36360,government - hospital district or authority,485,60,24
36360,government - hospital district or authority,486,60,24
36360,government - hospital district or authority,487,60,24
36360,government - hospital district or authority,488,60,24
36360,government - hospital district or authority,489,60,24
x6x60,government - hospital district or authority,490,61,1
35960,voluntary non-profit - private,491,62,23
35960,voluntary non-profit - private,492,62,23
35960,voluntaryxnon-profitx-xprivate,493,63,1
35960,voluntary non-profit - private,494,62,23
35960,voluntary non-profit - private,495,62,23
35960,voluntary non-profit - private,496,62,23
35960,voluntary non-profit - private,497,62,23
35960,voluntary non-profit - private,498,62,23
x5960,voluntary non-profit - private,499,64,1
35960,voluntary non-profit - private,500,62,23
35960,voluntary non-profit - private,501,62,23
35960,voluntary non-profit - private,502,62,23
35960,voluntary non-profit - private,503,62,23
35960,voluntary non-profit - private,504,62,23
35960,voluntary non-profit - private,505,62,23
35960,voluntary non-profit - private,506,62,23
35960,voluntary non-profit - private,507,62,23
35960,voluntary non-profit - private,508,62,23
35960,voluntary non-profit - private,509,62,23
35960,voluntary non-profit - private,510,62,23
35960,voluntary non-profit - private,511,62,23
35960,voluntary non-profit - private,512,62,23
35960,voluntary non-profit - private,513,62,23
35960,voluntary non-profit - private,514,62,23
35960,voluntary non-profit - private,515,62,23
36116,voluntary non-profit - church,516,65,24
36116,voluntary non-profit - church,517,65,24
36116,voluntary non-profit - church,518,65,24
36116,voluntary non-profit - church,519,65,24
36116,voluntary non-profit - church,520,65,24
36116,voluntary non-profit - church,521,65,24
36116,voluntary non-profit - church,522,65,24
36116,voluntary non-profit - church,523,65,24
36116,voluntary non-profit - church,524,65,24
36116,voluntary non-profit - church,525,65,24
36116,volxntary non-profit - chxrch,526,66,1
36116,voluntary non-profit - church,527,65,24
36116,voluntary non-profit - church,528,65,24
36116,voluntary non-profit - church,529,65,24
36116,voluntary non-profit - church,530,65,24
36116,voluntary non-profit - church,531,65,24
36116,voluntary non-profit - church,532,65,24
36116,voluntary non-profit - church,533,65,24
36116,voluntary non-profit - church,534,65,24
36116,voluntary non-profit - church,535,65,24
36116,voluntary non-profit - church,536,65,24
36116,voluntary non-profit - church,537,65,24
36116,voluntary non-profit - church,538,65,24
36116,voluntary non-profit - church,539,65,24
36116,voluntary non-profit - church,540,65,24
36106,voluntary non-profit - private,541,67,24
36106,voluntary non-profit - private,542,67,24
36106,voluntary non-profit - private,543,67,24
3x10x,voluntary non-profit - private,544,68,1
36106,voluntary non-profit - private,545,67,24
36106,voluntary non-profit - private,546,67,24
36106,voluntary non-profit - private,547,67,24
36106,voluntary non-profit - private,548,67,24
36106,voluntary non-profit - private,549,67,24
36106,voluntary non-profit - private,550,67,24
36106,voluntary non-profit - private,551,67,24
36106,voluntary non-profit - private,552,67,24
36106,voluntary non-profit - private,553,67,24
36106,voluntary non-profit - private,554,67,24
36106,voluntary non-profit - private,555,67,24
36106,voluntary non-profit - private,556,67,24
36106,voluntary non-profit - private,557,67,24
36106,voluntary non-profit - private,558,67,24
36106,voluntary non-profit - private,559,67,24
36106,voluntary non-profit - private,560,67,24
36106,voluntary non-profit - private,561,67,24
36106,voluntary non-profit - private,562,67,24
36106,voluntary non-profit - private,563,67,24
36106,voluntary non-profit - private,564,67,24
36106,voluntary non-profit - private,565,67,24
36854,voluntary non-profit - other,566,69,24
36854,voluntary non-profit - other,567,69,24
36854,voluntary non-profit - other,568,69,24
36854,voluntary non-profit - other,569,69,24
36854,voluntary non-profit - other,570,69,24
36854,voluntary non-profit - other,571,69,24
36854,voluntary non-profit - otxer,572,70,1
36854,voluntary non-profit - other,573,69,24
36854,voluntary non-profit - other,574,69,24
36854,voluntary non-profit - other,575,69,24
36854,voluntary non-profit - other,576,69,24
36854,voluntary non-profit - other,577,69,24
36854,voluntary non-profit - other,578,69,24
36854,voluntary non-profit - other,579,69,24
36854,voluntary non-profit - other,580,69,24
36854,voluntary non-profit - other,581,69,24
36854,voluntary non-profit - other,582,69,24
36854,voluntary non-profit - other,583,69,24
36854,voluntary non-profit - other,584,69,24
36854,voluntary non-profit - other,585,69,24
36854,voluntary non-profit - other,586,69,24
36854,voluntary non-profit - other,587,69,24
36854,voluntary non-profit - other,588,69,24
36854,voluntary non-profit - other,589,69,24
36854,voluntary non-profit - other,590,69,24
36323,voluntary non-profit - other,591,71,25
36323,voluntary non-profit - other,592,71,25
36323,voluntary non-profit - other,593,71,25
36323,voluntary non-profit - other,594,71,25
36323,voluntary non-profit - other,595,71,25
36323,voluntary non-profit - other,596,71,25
36323,voluntary non-profit - other,597,71,25
36323,voluntary non-profit - other,598,71,25
36323,voluntary non-profit - other,599,71,25
36323,voluntary non-profit - other,600,71,25
36323,voluntary non-profit - other,601,71,25
36323,voluntary non-profit - other,602,71,25
36323,voluntary non-profit - other,603,71,25
36323,voluntary non-profit - other,604,71,25
36323,voluntary non-profit - other,605,71,25
36323,voluntary non-profit - other,606,71,25
36323,voluntary non-profit - other,607,71,25
36323,voluntary non-profit - other,608,71,25
36323,voluntary non-profit - other,609,71,25
36323,voluntary non-profit - other,610,71,25
36323,voluntary non-profit - other,611,71,25
36323,voluntary non-profit - other,612,71,25
36323,voluntary non-profit - other,613,71,25
36323,voluntary non-profit - other,614,71,25
36323,voluntary non-profit - other,615,71,25
36801,government - hospital district or authority,616,72,25
36801,government - hospital district or authority,617,72,25
36801,government - hospital district or authority,618,72,25
36801,government - hospital district or authority,619,72,25
36801,government - hospital district or authority,620,72,25
36801,government - hospital district or authority,621,72,25
36801,government - hospital district or authority,622,72,25
36801,government - hospital district or authority,623,72,25
36801,government - hospital district or authority,624,72,25
36801,government - hospital district or authority,625,72,25
36801,government - hospital district or authority,626,72,25
36801,government - hospital district or authority,627,72,25
36801,government - hospital district or authority,628,72,25
36801,government - hospital district or authority,629,72,25
36801,government - hospital district or authority,630,72,25
36801,government - hospital district or authority,631,72,25
36801,government - hospital district or authority,632,72,25
36801,government - hospital district or authority,633,72,25
36801,government - hospital district or authority,634,72,25
36801,government - hospital district or authority,635,72,25
36801,government - hospital district or authority,636,72,25
36801,government - hospital district or authority,637,72,25
36801,government - hospital district or authority,638,72,25
36801,government - hospital district or authority,639,72,25
36801,government - hospital district or authority,640,72,25
36278,government - local,641,73,25
36278,government - local,642,73,25
36278,government - local,643,73,25
36278,government - local,644,73,25
36278,government - local,645,73,25
36278,government - local,646,73,25
36278,government - local,647,73,25
36278,government - local,648,73,25
36278,government - local,649,73,25
36278,government - local,650,73,25
36278,government - local,651,73,25
36278,government - local,652,73,25
36278,government - local,653,73,25
36278,government - local,654,73,25
36278,government - local,655,73,25
36278,government - local,656,73,25
36278,government - local,657,73,25
36278,government - local,658,73,25
36278,government - local,659,73,25
36278,government - local,660,73,25
36278,government - local,661,73,25
36278,government - local,662,73,25
36278,government - local,663,73,25
36278,government - local,664,73,25
36278,government - local,665,73,25
35233,government - state,666,74,23
35233,government - state,667,74,23
35233,government - state,668,74,23
35233,government - state,669,74,23
35233,government - state,670,74,23
35233,government - state,671,74,23
35233,government - state,672,74,23
35233,government - state,673,74,23
35233,government - state,674,74,23
35233,government - state,675,74,23
35233,government - state,676,74,23
35233,government - state,677,74,23
35233,government - state,678,74,23
3x233,government - state,679,75,1
35233,government - state,680,74,23
35233,government - state,681,74,23
35233,government - state,682,74,23
35233,government - state,683,74,23
35233,government - state,684,74,23
x52xx,government - state,685,76,1
35233,government - state,686,74,23
35233,government - state,687,74,23
35233,government - state,688,74,23
35233,government - state,689,74,23
35233,government - state,690,74,23
36078,voluntary non-profit - private,691,77,24
36078,voluntary non-profit - private,692,77,24
36078,voluntary non-profit - private,693,77,24
36078,voluntary non-profit - private,694,77,24
36078,voluntary non-profit - private,695,77,24
36078,voluntary non-profit - private,696,77,24
36078,voluntary non-profit - private,697,77,24
36078,voluntary non-profit - private,698,77,24
36078,voluntary non-profit - private,699,77,24
36078,voluntary non-profit - private,700,77,24
36078,voluntary non-profit - private,701,77,24
36078,voluntary non-profit - private,702,77,24
36078,voluntary non-profit - private,703,77,24
36078,voluntary non-profit - private,704,77,24
36078,voluntary non-profit - private,705,77,24
36078,voluntary non-profit - private,706,77,24
36078,voluntary non-profit - private,707,77,24
36078,voluntary non-profit - private,708,77,24
36078,voluntary non-profit - private,709,77,24
36x78,voluntary non-profit - private,710,78,1
36078,voluntary non-profit - private,711,77,24
36078,voluntary non-profit - private,712,77,24
36078,voluntary non-profit - private,713,77,24
36078,voluntary non-profit - private,714,77,24
36078,voluntary non-profit - private,715,77,24
35058,government - hospital district or authority,716,79,25
35058,government - hospital district or authority,717,79,25
35058,government - hospital district or authority,718,79,25
35058,government - hospital district or authority,719,79,25
35058,government - hospital district or authority,720,79,25
35058,government - hospital district or authority,721,79,25
35058,government - hospital district or authority,722,79,25
35058,government - hospital district or authority,723,79,25
35058,government - hospital district or authority,724,79,25
35058,government - hospital district or authority,725,79,25
35058,government - hospital district or authority,726,79,25
35058,government - hospital district or authority,727,79,25
35058,government - hospital district or authority,728,79,25
35058,government - hospital district or authority,729,79,25
35058,government - hospital district or authority,730,79,25
35058,government - hospital district or authority,731,79,25
35058,government - hospital district or authority,732,79,25
35058,government - hospital district or authority,733,79,25
35058,government - hospital district or authority,734,79,25
35058,government - hospital district or authority,735,79,25
35058,government - hospital district or authority,736,79,25
35058,government - hospital district or authority,737,79,25
35058,government - hospital district or authority,738,79,25
35058,government - hospital district or authority,739,79,25
35058,government - hospital district or authority,740,79,25
36420,proprietary,741,80,23
36420,proprietary,742,80,23
36420,proprietary,743,80,23
36420,prxprietary,744,81,1
36420,proprietary,745,80,23
36420,proprietary,746,80,23
36420,proprietary,747,80,23
36420,proprietary,748,80,23
36420,proprietary,749,80,23
3642x,proprietary,750,82,1
36420,proprietary,751,80,23
36420,proprietary,752,80,23
36420,proprietary,753,80,23
36420,proprietary,754,80,23
36420,proprietary,755,80,23
36420,proprietary,756,80,23
36420,proprietary,757,80,23
36420,proprietary,758,80,23
36420,proprietary,759,80,23
36420,proprietary,760,80,23
36420,proprietary,761,80,23
36420,proprietary,762,80,23
36420,proprietary,763,80,23
36420,proprietary,764,80,23
36420,proprietary,765,80,23
36201,proprietary,766,38,26
36201,proprietary,767,38,26
36201,proprietary,768,38,26
36201,proprietary,769,38,26
36201,proprietary,770,38,26
36201,proprietary,771,38,26
36201,proprietary,772,38,26
36201,proprietary,773,38,26
35801,government - hospital district or authority,774,83,27
35801,government - hospital district or authority,775,83,27
35801,government - hospital district or authority,776,83,27
35801,government - hospital district or authority,777,83,27
35801,government - hospital district or authority,778,83,27
35801,government - hospital district or authority,779,83,27
