brewery_id,original_index,unique_index,count
235,173,39,5
235,174,39,5
235,175,39,5
235,176,39,5
235,177,39,5
286,178,40,2
286,179,40,2
483,180,41,2
483,181,41,2
34,182,42,6
34,183,42,6
34,184,42,6
34,185,42,6
34,186,42,6
34,187,42,6
318,188,43,3
318,189,43,3
318,190,43,3
20,191,44,1
251,192,45,2
251,193,45,2
116,194,46,5
116,195,46,5
116,196,46,5
116,197,46,5
116,198,46,5
258,199,47,4
258,200,47,4
258,201,47,4
258,202,47,4
292,203,48,9
292,204,48,9
292,205,48,9
292,206,48,9
292,207,48,9
292,208,48,9
292,209,48,9
292,210,48,9
292,211,48,9
306,212,49,1
103,213,50,4
103,214,50,4
103,215,50,4
103,216,50,4
76,217,51,6
76,218,51,6
76,219,51,6
76,220,51,6
76,221,51,6
76,222,51,6
53,223,52,3
53,224,52,3
53,225,52,3
75,226,53,6
75,227,53,6
75,228,53,6
75,229,53,6
75,230,53,6
75,231,53,6
278,232,54,2
278,233,54,2
463,234,55,5
463,235,55,5
463,236,55,5
463,237,55,5
463,238,55,5
220,239,56,4
220,240,56,4
220,241,56,4
220,242,56,4
477,243,57,3
477,244,57,3
477,245,57,3
8,246,58,2
8,247,58,2
40,248,59,2
40,249,59,2
519,250,60,2
519,251,60,2
336,252,61,12
336,253,61,12
336,254,61,12
336,255,61,12
336,256,61,12
336,257,61,12
336,258,61,12
336,259,61,12
336,260,61,12
336,261,61,12
336,262,61,12
336,263,61,12
221,264,62,2
221,265,62,2
444,266,63,5
444,267,63,5
444,268,63,5
444,269,63,5
444,270,63,5
70,271,64,1
407,272,65,3
407,273,65,3
407,274,65,3
18,275,66,1
112,276,67,4
112,277,67,4
112,278,67,4
112,279,67,4
294,280,68,4
294,281,68,4
294,282,68,4
294,283,68,4
79,284,69,2
79,285,69,2
95,286,70,1
12,287,71,6
12,288,71,6
12,289,71,6
12,290,71,6
12,291,71,6
12,292,71,6
380,293,72,14
380,294,72,14
380,295,72,14
380,296,72,14
380,297,72,14
380,298,72,14
380,299,72,14
380,300,72,14
380,301,72,14
380,302,72,14
380,303,72,14
380,304,72,14
380,305,72,14
380,306,72,14
422,307,73,2
422,308,73,2
304,309,74,1
382,310,75,4
382,311,75,4
382,312,75,4
382,313,75,4
414,314,76,1
77,315,77,4
77,316,77,4
77,317,77,4
77,318,77,4
489,319,78,4
489,320,78,4
489,321,78,4
489,322,78,4
364,323,79,5
364,324,79,5
364,325,79,5
364,326,79,5
364,327,79,5
378,328,80,3
378,329,80,3
378,330,80,3
281,331,81,2
281,332,81,2
525,333,82,2
525,334,82,2
107,335,83,19
107,336,83,19
107,337,83,19
107,338,83,19
107,339,83,19
107,340,83,19
107,341,83,19
107,342,83,19
107,343,83,19
107,344,83,19
107,345,83,19
107,346,83,19
107,347,83,19
107,348,83,19
107,349,83,19
107,350,83,19
107,351,83,19
107,352,83,19
107,353,83,19
231,354,84,1
300,355,85,9
300,356,85,9
300,357,85,9
300,358,85,9
300,359,85,9
300,360,85,9
300,361,85,9
300,362,85,9
300,363,85,9
417,364,86,3
417,365,86,3
417,366,86,3
31,367,87,1
167,368,88,3
167,369,88,3
167,370,88,3
219,371,89,5
219,372,89,5
219,373,89,5
219,374,89,5
219,375,89,5
207,376,90,1
195,377,91,1
391,378,92,4
391,379,92,4
391,380,92,4
391,381,92,4
308,382,93,4
308,383,93,4
308,384,93,4
308,385,93,4
19,386,94,1
85,387,95,1
10,388,96,62
10,389,96,62
10,390,96,62
10,391,96,62
10,392,96,62
10,393,96,62
10,394,96,62
10,395,96,62
10,396,96,62
10,397,96,62
10,398,96,62
10,399,96,62
10,400,96,62
10,401,96,62
10,402,96,62
10,403,96,62
10,404,96,62
10,405,96,62
10,406,96,62
10,407,96,62
10,408,96,62
10,409,96,62
10,410,96,62
10,411,96,62
10,412,96,62
10,413,96,62
10,414,96,62
10,415,96,62
10,416,96,62
10,417,96,62
10,418,96,62
10,419,96,62
10,420,96,62
10,421,96,62
10,422,96,62
10,423,96,62
10,424,96,62
10,425,96,62
10,426,96,62
10,427,96,62
10,428,96,62
10,429,96,62
10,430,96,62
10,431,96,62
10,432,96,62
10,433,96,62
10,434,96,62
10,435,96,62
10,436,96,62
10,437,96,62
10,438,96,62
10,439,96,62
10,440,96,62
10,441,96,62
10,442,96,62
10,443,96,62
10,444,96,62
10,445,96,62
10,446,96,62
10,447,96,62
10,448,96,62
10,449,96,62
467,450,97,2
467,451,97,2
89,452,98,1
493,453,99,4
493,454,99,4
493,455,99,4
493,456,99,4
437,457,100,6
437,458,100,6
437,459,100,6
437,460,100,6
437,461,100,6
437,462,100,6
530,463,101,7
530,464,101,7
530,465,101,7
530,466,101,7
530,467,101,7
530,468,101,7
530,469,101,7
357,470,102,1
56,471,103,1
214,472,104,3
214,473,104,3
214,474,104,3
24,475,105,11
24,476,105,11
24,477,105,11
24,478,105,11
24,479,105,11
24,480,105,11
24,481,105,11
24,482,105,11
24,483,105,11
24,484,105,11
24,485,105,11
197,486,106,1
517,487,107,1
556,488,108,4
556,489,108,4
556,490,108,4
556,491,108,4
5,492,109,6
5,493,109,6
5,494,109,6
5,495,109,6
5,496,109,6
5,497,109,6
182,498,110,6
182,499,110,6
182,500,110,6
182,501,110,6
182,502,110,6
182,503,110,6
155,504,111,14
155,505,111,14
155,506,111,14
155,507,111,14
155,508,111,14
155,509,111,14
155,510,111,14
155,511,111,14
155,512,111,14
155,513,111,14
155,514,111,14
155,515,111,14
155,516,111,14
155,517,111,14
178,518,112,2
178,519,112,2
497,520,113,4
497,521,113,4
497,522,113,4
497,523,113,4
230,524,114,5
230,525,114,5
230,526,114,5
230,527,114,5
230,528,114,5
267,529,115,2
267,530,115,2
192,531,116,11
192,532,116,11
192,533,116,11
192,534,116,11
192,535,116,11
192,536,116,11
192,537,116,11
192,538,116,11
192,539,116,11
192,540,116,11
192,541,116,11
504,542,117,3
504,543,117,3
504,544,117,3
179,545,118,3
179,546,118,3
179,547,118,3
222,548,119,4
222,549,119,4
222,550,119,4
222,551,119,4
404,552,120,2
404,553,120,2
331,554,121,7
331,555,121,7
331,556,121,7
331,557,121,7
331,558,121,7
331,559,121,7
331,560,121,7
285,561,122,2
285,562,122,2
96,563,123,2
96,564,123,2
29,565,124,6
29,566,124,6
29,567,124,6
29,568,124,6
29,569,124,6
29,570,124,6
452,571,125,2
452,572,125,2
122,573,126,4
122,574,126,4
122,575,126,4
122,576,126,4
350,577,127,4
350,578,127,4
350,579,127,4
350,580,127,4
236,581,128,4
236,582,128,4
236,583,128,4
236,584,128,4
250,585,129,4
250,586,129,4
250,587,129,4
250,588,129,4
226,589,130,2
226,590,130,2
121,591,131,3
121,592,131,3
121,593,131,3
99,594,132,1
526,595,133,1
425,596,134,2
425,597,134,2
141,598,135,25
141,599,135,25
141,600,135,25
141,601,135,25
141,602,135,25
141,603,135,25
141,604,135,25
141,605,135,25
141,606,135,25
141,607,135,25
141,608,135,25
141,609,135,25
141,610,135,25
141,611,135,25
141,612,135,25
141,613,135,25
141,614,135,25
141,615,135,25
141,616,135,25
141,617,135,25
141,618,135,25
141,619,135,25
141,620,135,25
141,621,135,25
141,622,135,25
145,623,136,7
145,624,136,7
145,625,136,7
145,626,136,7
145,627,136,7
145,628,136,7
145,629,136,7
320,630,137,1
418,631,138,2
418,632,138,2
415,633,139,2
415,634,139,2
101,635,140,4
101,636,140,4
101,637,140,4
101,638,140,4
232,639,141,1
482,640,142,3
482,641,142,3
482,642,142,3
139,643,143,4
139,644,143,4
139,645,143,4
139,646,143,4
512,647,144,1
553,648,145,1
515,649,146,3
515,650,146,3
515,651,146,3
63,652,147,8
63,653,147,8
63,654,147,8
63,655,147,8
63,656,147,8
63,657,147,8
63,658,147,8
63,659,147,8
247,660,148,2
247,661,148,2
169,662,149,3
169,663,149,3
169,664,149,3
212,665,150,7
212,666,150,7
212,667,150,7
212,668,150,7
212,669,150,7
212,670,150,7
212,671,150,7
472,672,151,2
472,673,151,2
315,674,152,4
315,675,152,4
315,676,152,4
315,677,152,4
323,678,153,2
323,679,153,2
227,680,154,8
227,681,154,8
227,682,154,8
227,683,154,8
227,684,154,8
227,685,154,8
227,686,154,8
227,687,154,8
451,688,155,2
451,689,155,2
358,690,156,1
554,691,157,1
333,692,158,2
333,693,158,2
330,694,159,1
127,695,160,9
127,696,160,9
127,697,160,9
127,698,160,9
127,699,160,9
127,700,160,9
127,701,160,9
127,702,160,9
127,703,160,9
283,704,161,2
283,705,161,2
453,706,162,4
453,707,162,4
453,708,162,4
453,709,162,4
263,710,163,2
263,711,163,2
454,712,164,1
57,713,165,7
57,714,165,7
57,715,165,7
57,716,165,7
57,717,165,7
57,718,165,7
57,719,165,7
237,720,166,2
237,721,166,2
491,722,167,4
491,723,167,4
491,724,167,4
491,725,167,4
319,726,168,1
311,727,169,1
488,728,170,1
531,729,171,6
531,730,171,6
531,731,171,6
531,732,171,6
531,733,171,6
531,734,171,6
446,735,172,2
446,736,172,2
496,737,173,4
496,738,173,4
496,739,173,4
496,740,173,4
340,741,174,1
538,742,175,1
369,743,176,7
369,744,176,7
369,745,176,7
369,746,176,7
369,747,176,7
369,748,176,7
369,749,176,7
352,750,177,1
516,751,178,1
465,752,179,1
473,753,180,1
81,754,181,4
81,755,181,4
81,756,181,4
81,757,181,4
170,758,182,2
170,759,182,2
26,760,183,6
26,761,183,6
26,762,183,6
26,763,183,6
26,764,183,6
26,765,183,6
173,766,184,5
173,767,184,5
173,768,184,5
173,769,184,5
173,770,184,5
335,771,185,3
335,772,185,3
335,773,185,3
224,774,186,2
224,775,186,2
405,776,187,5
405,777,187,5
405,778,187,5
405,779,187,5
405,780,187,5
201,781,188,6
201,782,188,6
201,783,188,6
201,784,188,6
201,785,188,6
201,786,188,6
172,787,189,4
172,788,189,4
172,789,189,4
172,790,189,4
36,791,190,3
36,792,190,3
36,793,190,3
256,794,191,10
256,795,191,10
256,796,191,10
256,797,191,10
256,798,191,10
256,799,191,10
256,800,191,10
256,801,191,10
256,802,191,10
256,803,191,10
48,804,192,5
48,805,192,5
48,806,192,5
48,807,192,5
48,808,192,5
16,809,193,3
16,810,193,3
16,811,193,3
532,812,194,1
54,813,195,1
521,814,196,2
521,815,196,2
50,816,197,2
50,817,197,2
279,818,198,4
279,819,198,4
279,820,198,4
279,821,198,4
217,822,199,2
217,823,199,2
206,824,200,12
206,825,200,12
206,826,200,12
206,827,200,12
206,828,200,12
206,829,200,12
206,830,200,12
206,831,200,12
206,832,200,12
206,833,200,12
206,834,200,12
206,835,200,12
151,836,201,1
4,837,202,4
4,838,202,4
4,839,202,4
4,840,202,4
15,841,203,3
15,842,203,3
15,843,203,3
287,844,204,3
287,845,204,3
287,846,204,3
22,847,205,4
22,848,205,4
22,849,205,4
22,850,205,4
348,851,206,1
160,852,207,7
160,853,207,7
160,854,207,7
160,855,207,7
160,856,207,7
160,857,207,7
160,858,207,7
105,859,208,4
105,860,208,4
105,861,208,4
105,862,208,4
253,863,209,3
253,864,209,3
253,865,209,3
66,866,210,8
66,867,210,8
66,868,210,8
66,869,210,8
66,870,210,8
66,871,210,8
66,872,210,8
66,873,210,8
460,874,211,7
460,875,211,7
460,876,211,7
460,877,211,7
460,878,211,7
460,879,211,7
460,880,211,7
433,881,212,3
433,882,212,3
433,883,212,3
180,884,213,1
347,885,214,1
228,886,215,3
228,887,215,3
228,888,215,3
106,889,216,1
240,890,217,15
240,891,217,15
240,892,217,15
240,893,217,15
240,894,217,15
240,895,217,15
240,896,217,15
240,897,217,15
240,898,217,15
240,899,217,15
240,900,217,15
240,901,217,15
240,902,217,15
240,903,217,15
240,904,217,15
39,905,218,1
464,906,219,2
464,907,219,2
478,908,220,5
478,909,220,5
478,910,220,5
478,911,220,5
478,912,220,5
194,913,221,1
196,914,222,1
88,915,223,5
88,916,223,5
88,917,223,5
88,918,223,5
88,919,223,5
420,920,224,1
536,921,225,4
536,922,225,4
536,923,225,4
536,924,225,4
213,925,226,3
213,926,226,3
213,927,226,3
165,928,227,20
165,929,227,20
165,930,227,20
165,931,227,20
165,932,227,20
165,933,227,20
165,934,227,20
165,935,227,20
165,936,227,20
165,937,227,20
165,938,227,20
165,939,227,20
165,940,227,20
165,941,227,20
165,942,227,20
165,943,227,20
165,944,227,20
165,945,227,20
165,946,227,20
165,947,227,20
6,948,228,9
6,949,228,9
6,950,228,9
6,951,228,9
6,952,228,9
6,953,228,9
6,954,228,9
6,955,228,9
6,956,228,9
543,957,229,2
543,958,229,2
269,959,230,2
269,960,230,2
365,961,231,18
365,962,231,18
365,963,231,18
365,964,231,18
365,965,231,18
365,966,231,18
365,967,231,18
365,968,231,18
365,969,231,18
365,970,231,18
365,971,231,18
365,972,231,18
365,973,231,18
365,974,231,18
365,975,231,18
365,976,231,18
365,977,231,18
365,978,231,18
466,979,232,1
156,980,233,2
156,981,233,2
86,982,234,2
86,983,234,2
379,984,235,7
379,985,235,7
379,986,235,7
379,987,235,7
379,988,235,7
379,989,235,7
379,990,235,7
124,991,236,9
124,992,236,9
124,993,236,9
124,994,236,9
124,995,236,9
124,996,236,9
124,997,236,9
124,998,236,9
124,999,236,9
144,1000,237,1
290,1001,238,2
290,1002,238,2
327,1003,239,8
327,1004,239,8
327,1005,239,8
327,1006,239,8
327,1007,239,8
327,1008,239,8
327,1009,239,8
327,1010,239,8
248,1011,240,2
248,1012,240,2
476,1013,241,2
476,1014,241,2
343,1015,242,3
343,1016,242,3
343,1017,242,3
234,1018,243,12
234,1019,243,12
234,1020,243,12
234,1021,243,12
234,1022,243,12
234,1023,243,12
234,1024,243,12
234,1025,243,12
234,1026,243,12
234,1027,243,12
234,1028,243,12
234,1029,243,12
535,1030,244,2
535,1031,244,2
204,1032,245,5
204,1033,245,5
204,1034,245,5
204,1035,245,5
204,1036,245,5
280,1037,246,3
280,1038,246,3
280,1039,246,3
479,1040,247,3
479,1041,247,3
479,1042,247,3
423,1043,248,3
423,1044,248,3
423,1045,248,3
168,1046,249,2
168,1047,249,2
500,1048,250,3
500,1049,250,3
500,1050,250,3
362,1051,251,5
362,1052,251,5
362,1053,251,5
362,1054,251,5
362,1055,251,5
349,1056,252,1
297,1057,253,3
297,1058,253,3
297,1059,253,3
198,1060,254,8
198,1061,254,8
198,1062,254,8
198,1063,254,8
198,1064,254,8
198,1065,254,8
198,1066,254,8
198,1067,254,8
395,1068,255,4
395,1069,255,4
395,1070,255,4
395,1071,255,4
136,1072,256,1
80,1073,257,23
80,1074,257,23
80,1075,257,23
80,1076,257,23
80,1077,257,23
80,1078,257,23
80,1079,257,23
80,1080,257,23
80,1081,257,23
80,1082,257,23
80,1083,257,23
80,1084,257,23
80,1085,257,23
80,1086,257,23
80,1087,257,23
80,1088,257,23
80,1089,257,23
80,1090,257,23
80,1091,257,23
80,1092,257,23
80,1093,257,23
80,1094,257,23
80,1095,257,23
120,1096,258,3
120,1097,258,3
120,1098,258,3
445,1099,259,2
445,1100,259,2
277,1101,260,6
277,1102,260,6
277,1103,260,6
277,1104,260,6
277,1105,260,6
277,1106,260,6
140,1107,261,3
140,1108,261,3
140,1109,261,3
23,1110,262,1
242,1111,263,2
242,1112,263,2
527,1113,264,3
527,1114,264,3
527,1115,264,3
123,1116,265,1
316,1117,266,1
2,1118,267,5
2,1119,267,5
2,1120,267,5
2,1121,267,5
2,1122,267,5
416,1123,268,2
416,1124,268,2
312,1125,269,1
92,1126,270,5
92,1127,270,5
92,1128,270,5
92,1129,270,5
92,1130,270,5
114,1131,271,1
32,1132,272,6
32,1133,272,6
32,1134,272,6
32,1135,272,6
32,1136,272,6
32,1137,272,6
233,1138,273,4
233,1139,273,4
233,1140,273,4
233,1141,273,4
208,1142,274,2
208,1143,274,2
125,1144,275,10
125,1145,275,10
125,1146,275,10
125,1147,275,10
125,1148,275,10
125,1149,275,10
125,1150,275,10
125,1151,275,10
125,1152,275,10
125,1153,275,10
342,1154,276,3
342,1155,276,3
342,1156,276,3
458,1157,277,4
458,1158,277,4
458,1159,277,4
458,1160,277,4
510,1161,278,6
510,1162,278,6
510,1163,278,6
510,1164,278,6
510,1165,278,6
510,1166,278,6
84,1167,279,7
84,1168,279,7
84,1169,279,7
84,1170,279,7
84,1171,279,7
84,1172,279,7
84,1173,279,7
102,1174,280,5
102,1175,280,5
102,1176,280,5
102,1177,280,5
102,1178,280,5
87,1179,281,2
87,1180,281,2
439,1181,282,4
439,1182,282,4
439,1183,282,4
439,1184,282,4
505,1185,283,1
354,1186,284,1
332,1187,285,2
332,1188,285,2
545,1189,286,2
545,1190,286,2
59,1191,287,4
59,1192,287,4
59,1193,287,4
59,1194,287,4
218,1195,288,3
218,1196,288,3
218,1197,288,3
345,1198,289,2
345,1199,289,2
406,1200,290,1
537,1201,291,5
537,1202,291,5
537,1203,291,5
537,1204,291,5
537,1205,291,5
244,1206,292,2
244,1207,292,2
298,1208,293,4
298,1209,293,4
298,1210,293,4
298,1211,293,4
104,1212,294,1
149,1213,295,5
149,1214,295,5
149,1215,295,5
149,1216,295,5
149,1217,295,5
268,1218,296,5
268,1219,296,5
268,1220,296,5
268,1221,296,5
268,1222,296,5
41,1223,297,4
41,1224,297,4
41,1225,297,4
41,1226,297,4
430,1227,298,2
430,1228,298,2
377,1229,299,1
456,1230,300,3
456,1231,300,3
456,1232,300,3
245,1233,301,2
245,1234,301,2
158,1235,302,4
158,1236,302,4
158,1237,302,4
158,1238,302,4
485,1239,303,2
485,1240,303,2
400,1241,304,2
400,1242,304,2
91,1243,305,9
91,1244,305,9
91,1245,305,9
91,1246,305,9
91,1247,305,9
91,1248,305,9
91,1249,305,9
91,1250,305,9
91,1251,305,9
303,1252,306,3
303,1253,306,3
303,1254,306,3
534,1255,307,4
534,1256,307,4
534,1257,307,4
534,1258,307,4
356,1259,308,9
356,1260,308,9
356,1261,308,9
356,1262,308,9
356,1263,308,9
356,1264,308,9
356,1265,308,9
356,1266,308,9
356,1267,308,9
346,1268,309,5
346,1269,309,5
346,1270,309,5
346,1271,309,5
346,1272,309,5
443,1273,310,2
443,1274,310,2
317,1275,311,5
317,1276,311,5
317,1277,311,5
317,1278,311,5
317,1279,311,5
161,1280,312,8
161,1281,312,8
161,1282,312,8
161,1283,312,8
161,1284,312,8
161,1285,312,8
161,1286,312,8
161,1287,312,8
299,1288,313,13
299,1289,313,13
299,1290,313,13
299,1291,313,13
299,1292,313,13
299,1293,313,13
299,1294,313,13
299,1295,313,13
299,1296,313,13
299,1297,313,13
299,1298,313,13
299,1299,313,13
299,1300,313,13
375,1301,314,12
375,1302,314,12
375,1303,314,12
375,1304,314,12
375,1305,314,12
375,1306,314,12
375,1307,314,12
375,1308,314,12
375,1309,314,12
375,1310,314,12
375,1311,314,12
375,1312,314,12
448,1313,315,3
448,1314,315,3
448,1315,315,3
254,1316,316,3
254,1317,316,3
254,1318,316,3
203,1319,317,6
203,1320,317,6
203,1321,317,6
203,1322,317,6
203,1323,317,6
203,1324,317,6
393,1325,318,4
393,1326,318,4
393,1327,318,4
393,1328,318,4
552,1329,319,1
223,1330,320,5
223,1331,320,5
223,1332,320,5
223,1333,320,5
223,1334,320,5
3,1335,321,6
3,1336,321,6
3,1337,321,6
3,1338,321,6
3,1339,321,6
3,1340,321,6
65,1341,322,8
65,1342,322,8
65,1343,322,8
65,1344,322,8
65,1345,322,8
65,1346,322,8
65,1347,322,8
65,1348,322,8
363,1349,323,2
363,1350,323,2
440,1351,324,3
440,1352,324,3
440,1353,324,3
284,1354,325,7
284,1355,325,7
284,1356,325,7
284,1357,325,7
284,1358,325,7
284,1359,325,7
284,1360,325,7
134,1361,326,13
134,1362,326,13
134,1363,326,13
134,1364,326,13
134,1365,326,13
134,1366,326,13
134,1367,326,13
134,1368,326,13
134,1369,326,13
134,1370,326,13
134,1371,326,13
134,1372,326,13
134,1373,326,13
98,1374,327,4
98,1375,327,4
98,1376,327,4
98,1377,327,4
399,1378,328,4
399,1379,328,4
399,1380,328,4
399,1381,328,4
547,1382,329,2
547,1383,329,2
189,1384,330,1
209,1385,331,8
209,1386,331,8
209,1387,331,8
209,1388,331,8
209,1389,331,8
209,1390,331,8
209,1391,331,8
209,1392,331,8
549,1393,332,1
514,1394,333,3
514,1395,333,3
514,1396,333,3
276,1397,334,2
276,1398,334,2
326,1399,335,5
326,1400,335,5
326,1401,335,5
326,1402,335,5
326,1403,335,5
111,1404,336,1
540,1405,337,2
540,1406,337,2
188,1407,338,2
188,1408,338,2
260,1409,339,1
507,1410,340,5
507,1411,340,5
507,1412,340,5
507,1413,340,5
507,1414,340,5
366,1415,341,5
366,1416,341,5
366,1417,341,5
366,1418,341,5
366,1419,341,5
143,1420,342,10
143,1421,342,10
143,1422,342,10
143,1423,342,10
143,1424,342,10
143,1425,342,10
143,1426,342,10
143,1427,342,10
143,1428,342,10
143,1429,342,10
387,1430,343,6
387,1431,343,6
387,1432,343,6
387,1433,343,6
387,1434,343,6
387,1435,343,6
337,1436,344,5
337,1437,344,5
337,1438,344,5
337,1439,344,5
337,1440,344,5
325,1441,345,2
325,1442,345,2
82,1443,346,17
82,1444,346,17
82,1445,346,17
82,1446,346,17
82,1447,346,17
82,1448,346,17
82,1449,346,17
82,1450,346,17
82,1451,346,17
82,1452,346,17
82,1453,346,17
82,1454,346,17
82,1455,346,17
82,1456,346,17
82,1457,346,17
82,1458,346,17
82,1459,346,17
410,1460,347,11
410,1461,347,11
410,1462,347,11
410,1463,347,11
410,1464,347,11
410,1465,347,11
410,1466,347,11
410,1467,347,11
410,1468,347,11
410,1469,347,11
410,1470,347,11
174,1471,348,6
174,1472,348,6
174,1473,348,6
174,1474,348,6
174,1475,348,6
174,1476,348,6
241,1477,349,3
241,1478,349,3
241,1479,349,3
518,1480,350,2
518,1481,350,2
238,1482,351,1
495,1483,352,3
495,1484,352,3
495,1485,352,3
305,1486,353,1
359,1487,354,2
359,1488,354,2
431,1489,355,4
431,1490,355,4
431,1491,355,4
431,1492,355,4
0,1493,356,6
0,1494,356,6
0,1495,356,6
0,1496,356,6
0,1497,356,6
0,1498,356,6
293,1499,357,1
450,1500,358,2
450,1501,358,2
529,1502,359,2
529,1503,359,2
271,1504,360,2
271,1505,360,2
442,1506,361,3
442,1507,361,3
442,1508,361,3
150,1509,362,4
150,1510,362,4
150,1511,362,4
150,1512,362,4
184,1513,363,4
184,1514,363,4
184,1515,363,4
184,1516,363,4
200,1517,364,4
200,1518,364,4
200,1519,364,4
200,1520,364,4
148,1521,365,7
148,1522,365,7
148,1523,365,7
148,1524,365,7
148,1525,365,7
148,1526,365,7
148,1527,365,7
471,1528,366,6
471,1529,366,6
471,1530,366,6
471,1531,366,6
471,1532,366,6
471,1533,366,6
301,1534,367,10
301,1535,367,10
301,1536,367,10
301,1537,367,10
301,1538,367,10
301,1539,367,10
301,1540,367,10
301,1541,367,10
301,1542,367,10
301,1543,367,10
390,1544,368,5
390,1545,368,5
390,1546,368,5
390,1547,368,5
390,1548,368,5
216,1549,369,2
216,1550,369,2
166,1551,370,33
166,1552,370,33
166,1553,370,33
166,1554,370,33
166,1555,370,33
166,1556,370,33
166,1557,370,33
166,1558,370,33
166,1559,370,33
166,1560,370,33
166,1561,370,33
166,1562,370,33
166,1563,370,33
166,1564,370,33
166,1565,370,33
166,1566,370,33
166,1567,370,33
166,1568,370,33
166,1569,370,33
166,1570,370,33
166,1571,370,33
166,1572,370,33
166,1573,370,33
166,1574,370,33
166,1575,370,33
166,1576,370,33
166,1577,370,33
166,1578,370,33
166,1579,370,33
166,1580,370,33
166,1581,370,33
166,1582,370,33
166,1583,370,33
503,1584,371,13
503,1585,371,13
503,1586,371,13
503,1587,371,13
503,1588,371,13
503,1589,371,13
503,1590,371,13
503,1591,371,13
503,1592,371,13
503,1593,371,13
503,1594,371,13
503,1595,371,13
503,1596,371,13
389,1597,372,6
389,1598,372,6
389,1599,372,6
389,1600,372,6
389,1601,372,6
389,1602,372,6
275,1603,373,1
261,1604,374,1
259,1605,375,1
341,1606,376,2
341,1607,376,2
441,1608,377,5
441,1609,377,5
441,1610,377,5
441,1611,377,5
441,1612,377,5
307,1613,378,5
307,1614,378,5
307,1615,378,5
307,1616,378,5
307,1617,378,5
468,1618,379,1
266,1619,380,2
266,1620,380,2
187,1621,381,2
187,1622,381,2
205,1623,382,4
205,1624,382,4
205,1625,382,4
205,1626,382,4
13,1627,383,6
13,1628,383,6
13,1629,383,6
13,1630,383,6
13,1631,383,6
13,1632,383,6
470,1633,384,7
470,1634,384,7
470,1635,384,7
470,1636,384,7
470,1637,384,7
470,1638,384,7
470,1639,384,7
11,1640,385,4
11,1641,385,4
11,1642,385,4
11,1643,385,4
157,1644,386,1
355,1645,387,3
355,1646,387,3
355,1647,387,3
310,1648,388,2
310,1649,388,2
314,1650,389,8
314,1651,389,8
314,1652,389,8
314,1653,389,8
314,1654,389,8
314,1655,389,8
314,1656,389,8
314,1657,389,8
52,1658,390,1
324,1659,391,2
324,1660,391,2
370,1661,392,3
