city,original_index,unique_index,count
Lincoln,302,74,15
Lincoln,303,74,15
Lincoln,304,74,15
Lincoln,305,74,15
Lincoln,306,74,15
Eugene,307,75,6
Eugene,308,75,6
Canton MA,309,76,1
Afton VA,310,77,1
Afton,311,78,3
Afton,312,78,3
Afton,313,78,3
Arrington,314,79,1
Austin,315,39,25
Austin,316,39,25
Austin,317,39,25
Austin,318,39,25
Patchogue,319,80,4
Patchogue,320,80,4
Patchogue,321,80,4
Patchogue,322,80,4
Midvale,323,81,5
Midvale,324,81,5
Midvale,325,81,5
Midvale,326,81,5
Midvale,327,81,5
Jacksonville,328,82,7
Jacksonville,329,82,7
Jacksonville,330,82,7
Ridgefield Park,331,83,2
Ridgefield Park,332,83,2
New York,333,84,3
New York,334,84,3
Eagle,335,85,18
Eagle,336,85,18
Eagle,337,85,18
Eagle,338,85,18
Eagle,339,85,18
Eagle,340,85,18
Eagle,341,85,18
Eagle,342,85,18
Eagle,343,85,18
Eagle,344,85,18
Eagle,345,85,18
Eagle,346,85,18
Eagle,347,85,18
Eagle,348,85,18
Eagle,349,85,18
Eagle,350,85,18
Eagle,351,85,18
Eagle CO,352,86,1
Eagle,353,85,18
Tucson,354,48,3
Boston,355,87,20
Boston,356,87,20
Boston,357,87,20
Boston,358,87,20
Boston,359,87,20
Boston,360,87,20
Boston,361,87,20
Boston,362,87,20
Boston,363,87,20
Boulder,364,31,38
Boulder,365,31,38
Boulder,366,31,38
Kansas City,367,88,1
West Chester,368,89,3
West Chester,369,89,3
West Chester,370,89,3
Bozeman,371,90,5
Bozeman,372,90,5
Bozeman,373,90,5
Bozeman,374,90,5
Bozeman,375,90,5
San Antonio,376,91,16
Portland,377,15,57
Denver,378,71,37
Denver,379,71,37
Denver,380,71,37
Denver CO,381,92,3
Tampa,382,93,30
Tampa,383,93,30
Tampa,384,93,30
Tampa,385,93,30
Plainfield IN,386,94,1
Traverse City,387,95,5
Grand Rapids,388,96,65
Grand Rapids,389,96,65
Grand Rapids,390,96,65
Grand Rapids,391,96,65
Grand Rapids,392,96,65
Grand Rapids,393,96,65
Grand Rapids,394,96,65
Grand Rapids,395,96,65
Grand Rapids,396,96,65
Grand Rapids,397,96,65
Grand Rapids,398,96,65
Grand Rapids,399,96,65
Grand Rapids,400,96,65
Grand Rapids,401,96,65
Grand Rapids,402,96,65
Grand Rapids,403,96,65
Grand Rapids,404,96,65
Grand Rapids,405,96,65
Grand Rapids,406,96,65
Grand Rapids,407,96,65
Grand Rapids,408,96,65
Grand Rapids,409,96,65
Grand Rapids MI,410,97,1
Grand Rapids,411,96,65
Grand Rapids,412,96,65
Grand Rapids,413,96,65
Grand Rapids,414,96,65
Grand Rapids,415,96,65
Grand Rapids,416,96,65
Grand Rapids,417,96,65
Grand Rapids,418,96,65
Grand Rapids,419,96,65
Grand Rapids,420,96,65
Grand Rapids,421,96,65
Grand Rapids,422,96,65
Grand Rapids,423,96,65
Grand Rapids,424,96,65
Grand Rapids,425,96,65
Grand Rapids,426,96,65
Grand Rapids,427,96,65
Grand Rapids,428,96,65
Grand Rapids,429,96,65
Grand Rapids,430,96,65
Grand Rapids,431,96,65
Grand Rapids,432,96,65
Grand Rapids,433,96,65
Grand Rapids,434,96,65
Grand Rapids,435,96,65
Grand Rapids,436,96,65
Grand Rapids,437,96,65
Grand Rapids,438,96,65
Grand Rapids,439,96,65
Grand Rapids,440,96,65
Grand Rapids,441,96,65
Grand Rapids,442,96,65
Grand Rapids,443,96,65
Grand Rapids,444,96,65
Grand Rapids,445,96,65
Grand Rapids,446,96,65
Grand Rapids,447,96,65
Grand Rapids,448,96,65
Grand Rapids,449,96,65
Tampa Bay,450,98,1
Tampa Bay FL,451,99,1
East Windsor,452,100,1
Anchorage,453,101,15
Anchorage,454,101,15
Anchorage,455,101,15
Anchorage,456,101,15
Brooklyn,457,102,34
Brooklyn,458,102,34
Brooklyn,459,102,34
Brooklyn,460,102,34
Brooklyn NY,461,103,4
Brooklyn,462,102,34
Reno,463,104,6
Reno,464,104,6
Reno,465,104,6
Reno NV,466,105,1
Reno,467,104,6
Reno,468,104,6
Reno,469,104,6
Cleveland,470,106,3
Lyons,471,107,12
Houston TX,472,108,2
Houston,473,109,11
Houston,474,109,11
Michigan City,475,110,11
Michigan City,476,110,11
Michigan City,477,110,11
Michigan City,478,110,11
Michigan City,479,110,11
Michigan City,480,110,11
Michigan City,481,110,11
Michigan City,482,110,11
Michigan City,483,110,11
Michigan City,484,110,11
Michigan City,485,110,11
Portland,486,15,57
Carlsbad,487,111,4
Garrattsville,488,112,4
Garrattsville,489,112,4
Garrattsville,490,112,4
Garrattsville,491,112,4
Charleston,492,113,6
Charleston,493,113,6
Charleston,494,113,6
Charleston,495,113,6
Charleston,496,113,6
Charleston,497,113,6
Oklahoma City,498,24,8
Oklahoma City,499,24,8
Oklahoma City OK,500,114,1
Oklahoma City,501,24,8
Oklahoma City,502,24,8
Oklahoma City,503,24,8
Ashland,504,115,17
Ashland,505,115,17
Ashland,506,115,17
Ashland,507,115,17
Ashland OR,508,116,1
Ashland,509,115,17
Ashland,510,115,17
Ashland,511,115,17
Ashland,512,115,17
Ashland,513,115,17
Ashland,514,115,17
Ashland,515,115,17
Ashland,516,115,17
Ashland,517,115,17
Cambridge MA,518,117,1
Cambridge,519,118,1
Charlotte,520,67,7
Charlotte,521,67,7
Charlotte,522,67,7
Charlotte,523,67,7
Gloucester,524,119,4
Gloucester,525,119,4
Gloucester,526,119,4
Gloucester,527,119,4
Gloucester MA,528,120,1
Hyannis,529,121,2
Hyannis,530,121,2
Middleton,531,122,11
Middleton,532,122,11
Middleton,533,122,11
Middleton,534,122,11
Middleton,535,122,11
Middleton,536,122,11
Middleton,537,122,11
Middleton,538,122,11
Middleton,539,122,11
Middleton,540,122,11
Middleton,541,122,11
Mooresville NC,542,123,2
Mooresville NC,543,123,2
Mooresville,544,124,1
Pittsboro,545,125,3
Pittsboro,546,125,3
Pittsboro,547,125,3
Atlantic Highlands,548,126,3
Atlantic Highlands,549,126,3
Atlantic Highlands NJ,550,127,1
Atlantic Highlands,551,126,3
Portland,552,15,57
Portland,553,15,57
Morganton,554,128,9
Morganton,555,128,9
Morganton,556,128,9
Morganton,557,128,9
Morganton,558,128,9
Morganton,559,128,9
Morganton,560,128,9
Port Clinton,561,129,2
Port Clinton,562,129,2
Morganton,563,128,9
Morganton,564,128,9
Seven Points,565,130,6
Seven Points,566,130,6
Seven Points,567,130,6
Seven Points,568,130,6
Seven Points,569,130,6
Seven Points,570,130,6
Edwards,571,131,10
Edwards CO,572,132,1
Ashland,573,115,17
Ashland,574,115,17
Ashland,575,115,17
Ashland,576,115,17
San Luis Obispo,577,133,3
San Luis Obispo CA,578,134,1
San Luis Obispo,579,133,3
San Luis Obispo,580,133,3
Charlottesville,581,135,5
Charlottesville,582,135,5
Charlottesville,583,135,5
Charlottesville VA,584,136,1
Angola,585,137,3
Angola,586,137,3
Angola,587,137,3
Angola IN,588,138,1
Chatham,589,139,2
Chatham,590,139,2
Cheboygan,591,140,3
Cheboygan,592,140,3
Cheboygan,593,140,3
Cincinnati,594,23,19
Seattle,595,141,35
Stevens Point,596,142,29
Stevens Point,597,142,29
Tampa,598,93,30
Tampa,599,93,30
Tampa,600,93,30
Tampa,601,93,30
Tampa,602,93,30
Tampa,603,93,30
Tampa,604,93,30
Tampa,605,93,30
Tampa,606,93,30
Tampa,607,93,30
Tampa,608,93,30
Tampa,609,93,30
Tampa,610,93,30
Tampa,611,93,30
Tampa,612,93,30
Tampa,613,93,30
Tampa,614,93,30
Tampa,615,93,30
Tampa,616,93,30
Tampa FL,617,143,1
Tampa,618,93,30
Tampa,619,93,30
Tampa,620,93,30
Tampa,621,93,30
Tampa,622,93,30
Nantucket,623,144,7
Nantucket,624,144,7
Nantucket,625,144,7
Nantucket,626,144,7
Nantucket,627,144,7
Nantucket,628,144,7
Nantucket,629,144,7
Claremont,630,145,1
Portland,631,15,57
Portland,632,15,57
Savannah,633,146,2
Savannah,634,146,2
Newport,635,147,5
Newport,636,147,5
Newport,637,147,5
Newport,638,147,5
Lake Havasu City,639,148,6
Des Moines,640,149,2
Des Moines,641,149,2
Des Moines IA,642,150,1
Springdale,643,151,3
Springdale,644,151,3
Springdale,645,151,3
Springdale AR,646,152,1
Pawcatuck,647,153,1
Covington,648,154,1
Greeley,649,155,3
Greeley,650,155,3
Greeley,651,155,3
Edwards,652,131,10
Edwards,653,131,10
Edwards,654,131,10
Edwards,655,131,10
Edwards,656,131,10
Edwards,657,131,10
Edwards,658,131,10
Edwards,659,131,10
Athens,660,156,7
Athens,661,156,7
Garden City,662,157,8
Garden City,663,157,8
Garden City,664,157,8
Spearfish,665,158,7
Spearfish,666,158,7
Spearfish,667,158,7
Spearfish,668,158,7
Spearfish,669,158,7
Spearfish,670,158,7
Spearfish,671,158,7
Boulder,672,31,38
Boulder,673,31,38
Avon,674,159,4
Avon,675,159,4
Avon,676,159,4
Avon,677,159,4
Portland,678,15,57
Portland,679,15,57
Washington,680,160,8
Washington,681,160,8
Washington,682,160,8
Washington,683,160,8
Washington,684,160,8
Washington,685,160,8
Washington,686,160,8
Washington,687,160,8
Aurora,688,161,25
Aurora,689,161,25
Shelbyville,690,162,1
Wilson,691,163,1
Diamond Springs,692,164,2
Diamond Springs,693,164,2
Tulsa,694,165,1
Dallas,695,166,11
Dallas,696,166,11
Dallas,697,166,11
Dallas,698,166,11
Dallas,699,166,11
Dallas,700,166,11
Dallas,701,166,11
Dallas,702,166,11
Dallas,703,166,11
Hays,704,167,2
Hays,705,167,2
Talkeetna,706,168,4
Talkeetna,707,168,4
Talkeetna,708,168,4
Talkeetna,709,168,4
Denver,710,71,37
Denver,711,71,37
Bend,712,0,11
Bloomington,713,169,8
Bloomington,714,169,8
Bloomington IL,715,170,2
Bloomington IL,716,170,2
Bloomington,717,169,8
Bloomington,718,169,8
Bloomington,719,169,8
Lexington,720,18,8
Lexington,721,18,8
Belmont,722,171,3
Belmont CA,723,172,1
Belmont,724,171,3
Belmont,725,171,3
Centralia,726,173,1
Woodinville,727,174,4
Philadelphia,728,175,10
Dolores,729,176,6
Dolores,730,176,6
Dolores,731,176,6
Dolores,732,176,6
Dolores,733,176,6
Dolores,734,176,6
Leominster,735,177,2
Leominster,736,177,2
Aurora,737,161,25
Aurora,738,161,25
Aurora,739,161,25
Aurora,740,161,25
Boynton Beach,741,178,1
Rochester,742,179,7
Buena Vista,743,180,7
Buena Vista,744,180,7
Buena Vista,745,180,7
Buena Vista,746,180,7
Buena Vista,747,180,7
Buena Vista,748,180,7
Buena Vista,749,180,7
Columbus,750,8,17
Seattle,751,141,35
Jacksonville Beach,752,181,1
Tacoma,753,182,3
Denver,754,71,37
Denver,755,71,37
Denver,756,71,37
Denver,757,71,37
White Salmon,758,183,2
White Salmon,759,183,2
Mishawaka,760,184,6
Mishawaka,761,184,6
Mishawaka,762,184,6
Mishawaka,763,184,6
Mishawaka,764,184,6
Mishawaka,765,184,6
Brooklyn,766,102,34
Brooklyn,767,102,34
Brooklyn,768,102,34
Brooklyn,769,102,34
Brooklyn,770,102,34
Fargo,771,185,3
Fargo,772,185,3
Fargo,773,185,3
Middleburg Heights,774,186,2
Middleburg Heights,775,186,2
Boulder,776,31,38
Boulder,777,31,38
Boulder,778,31,38
Boulder CO,779,187,3
Boulder,780,31,38
Estacada,781,188,6
Estacada,782,188,6
Estacada,783,188,6
Estacada,784,188,6
Estacada,785,188,6
Estacada,786,188,6
Shelburne,787,189,4
Shelburne,788,189,4
Shelburne,789,189,4
Shelburne,790,189,4
Buellton,791,190,2
Buellton,792,190,2
Buellton CA,793,191,1
Chicago,794,192,52
Chicago,795,192,52
Chicago,796,192,52
Chicago,797,192,52
Chicago,798,192,52
Chicago,799,192,52
Chicago,800,192,52
Chicago,801,192,52
Chicago,802,192,52
Chicago,803,192,52
Paso Robles,804,193,4
Paso Robles CA,805,194,1
Paso Robles,806,193,4
Paso Robles,807,193,4
Paso Robles,808,193,4
Indianapolis,809,69,39
Indianapolis,810,69,39
Indianapolis,811,69,39
Smithton,812,195,1
Lombard,813,196,1
Frederick,814,197,2
Frederick,815,197,2
Troutville,816,198,2
Troutville,817,198,2
Pawtucket,818,199,4
Pawtucket,819,199,4
Pawtucket,820,199,4
Pawtucket,821,199,4
Cherry Hill,822,200,2
Cherry Hill,823,200,2
Astoria,824,36,16
Astoria,825,36,16
Astoria,826,36,16
Astoria,827,36,16
Astoria,828,36,16
Astoria,829,36,16
Astoria,830,36,16
Astoria,831,36,16
Astoria,832,36,16
Astoria,833,36,16
Astoria,834,36,16
Astoria,835,36,16
Latrobe PA,836,201,1
San Francisco,837,3,31
San Francisco,838,3,31
San Francisco,839,3,31
San Francisco,840,3,31
Grand Rapids,841,96,65
Grand Rapids,842,96,65
Grand Rapids,843,96,65
Dallas,844,166,11
Dallas,845,166,11
Dallas TX,846,202,1
Valparaiso,847,203,4
Valparaiso,848,203,4
Valparaiso,849,203,4
Valparaiso,850,203,4
South Bend,851,204,1
Tempe,852,205,7
Tempe,853,205,7
Tempe,854,205,7
Tempe,855,205,7
Tempe,856,205,7
Tempe,857,205,7
Tempe,858,205,7
Columbus,859,8,17
Columbus,860,8,17
Columbus,861,8,17
Columbus,862,8,17
Frankenmuth,863,206,2
Frankenmuth MI,864,207,1
Frankenmuth,865,206,2
San Antonio,866,91,16
San Antonio,867,91,16
San Antonio,868,91,16
San Antonio,869,91,16
San Antonio,870,91,16
San Antonio,871,91,16
San Antonio,872,91,16
San Antonio,873,91,16
Seattle,874,141,35
Seattle,875,141,35
Seattle,876,141,35
Seattle,877,141,35
Seattle,878,141,35
Seattle,879,141,35
Seattle,880,141,35
Asheville,881,32,5
Asheville,882,32,5
Asheville,883,32,5
Waynesville,884,208,1
Durham,885,209,4
Lake Geneva WI,886,210,1
Lake Geneva,887,211,2
Lake Geneva,888,211,2
Pineland ME,889,212,1
Los Angeles CA,890,213,2
Los Angeles,891,214,13
Los Angeles,892,214,13
Los Angeles,893,214,13
Los Angeles,894,214,13
Los Angeles,895,214,13
Los Angeles,896,214,13
Los Angeles CA,897,213,2
Los Angeles,898,214,13
Los Angeles,899,214,13
Los Angeles,900,214,13
Los Angeles,901,214,13
Los Angeles,902,214,13
Los Angeles,903,214,13
Los Angeles,904,214,13
Kalamazoo,905,53,7
Bend,906,0,11
Bend,907,0,11
Birmingham,908,215,14
Birmingham,909,215,14
Birmingham,910,215,14
Birmingham,911,215,14
Birmingham,912,215,14
Bend,913,0,11
Chicago,914,192,52
Chicago,915,192,52
Chicago,916,192,52
Chicago,917,192,52
Chicago IL,918,216,3
Chicago,919,192,52
Edwards,920,131,10
Williams,921,217,4
Williams,922,217,4
Williams,923,217,4
Williams,924,217,4
Farmers Branch,925,218,3
Farmers Branch,926,218,3
Farmers Branch,927,218,3
Aurora,928,161,25
Aurora,929,161,25
Aurora,930,161,25
Aurora,931,161,25
Aurora,932,161,25
Aurora,933,161,25
Aurora,934,161,25
Aurora,935,161,25
Aurora,936,161,25
Aurora,937,161,25
Aurora,938,161,25
Aurora,939,161,25
Aurora IN,940,219,1
Aurora,941,161,25
Aurora,942,161,25
Aurora,943,161,25
Aurora,944,161,25
Aurora,945,161,25
Aurora,946,161,25
Aurora,947,161,25
Denver,948,71,37
Denver,949,71,37
Denver,950,71,37
Denver,951,71,37
Denver CO,952,92,3
Denver,953,71,37
Denver,954,71,37
Denver,955,71,37
Denver,956,71,37
Whitefish,957,220,2
Whitefish,958,220,2
Shreveport,959,221,2
Shreveport,960,221,2
Davenport,961,222,18
Davenport,962,222,18
Davenport,963,222,18
Davenport,964,222,18
Davenport,965,222,18
Davenport,966,222,18
Davenport,967,222,18
Davenport,968,222,18
Davenport,969,222,18
Davenport,970,222,18
Davenport,971,222,18
Davenport,972,222,18
Davenport,973,222,18
Davenport,974,222,18
Davenport,975,222,18
Davenport,976,222,18
Davenport,977,222,18
Davenport,978,222,18
Jacksonville,979,82,7
Lewisburg,980,223,2
Lewisburg,981,223,2
Westerly,982,224,9
Westerly,983,224,9
Westerly,984,224,9
Westerly,985,224,9
Westerly,986,224,9
Westerly,987,224,9
Westerly,988,224,9
Westerly,989,224,9
Westerly,990,224,9
Birmingham,991,215,14
Birmingham,992,215,14
Birmingham,993,215,14
Birmingham,994,215,14
Birmingham,995,215,14
Birmingham,996,215,14
Birmingham,997,215,14
Birmingham,998,215,14
Birmingham,999,215,14
Loveland,1000,225,1
Seattle,1001,141,35
Seattle,1002,141,35
Chicago,1003,192,52
Chicago,1004,192,52
Chicago,1005,192,52
Chicago,1006,192,52
Chicago,1007,192,52
Chicago,1008,192,52
Chicago,1009,192,52
Chicago,1010,192,52
Stamford,1011,226,2
Stamford,1012,226,2
Redlands,1013,227,2
Redlands,1014,227,2
Richmond,1015,228,7
Richmond,1016,228,7
Richmond,1017,228,7
Boston,1018,87,20
Boston,1019,87,20
Boston,1020,87,20
Boston,1021,87,20
Boston,1022,87,20
Boston,1023,87,20
Boston,1024,87,20
Boston,1025,87,20
Boston,1026,87,20
Boston,1027,87,20
Boston MA,1028,229,1
Boston,1029,87,20
Belt,1030,230,2
Belt,1031,230,2
Hilo,1032,231,11
Hilo,1033,231,11
Hilo,1034,231,11
Hilo,1035,231,11
Hilo,1036,231,11
Mill Valley,1037,232,2
Mill Valley,1038,232,2
Mill Valley CA,1039,233,1
Halethorpe,1040,234,3
Halethorpe,1041,234,3
Halethorpe,1042,234,3
San Diego,1043,44,39
San Diego,1044,44,39
San Diego,1045,44,39
Windsor,1046,235,2
Windsor,1047,235,2
Leavenworth,1048,236,3
Leavenworth,1049,236,3
Leavenworth,1050,236,3
Seattle,1051,141,35
Seattle,1052,141,35
Seattle,1053,141,35
Seattle,1054,141,35
Seattle,1055,141,35
Green Bay,1056,237,2
Pittsburgh,1057,238,2
Pittsburgh,1058,238,2
Pittsburgh PA,1059,239,1
Springfield,1060,240,10
Springfield,1061,240,10
Springfield,1062,240,10
Springfield,1063,240,10
Springfield,1064,240,10
Springfield,1065,240,10
Springfield,1066,240,10
Springfield,1067,240,10
Austin,1068,39,25
Austin,1069,39,25
Austin,1070,39,25
Austin,1071,39,25
Austin,1072,39,25
Portland,1073,15,57
Portland,1074,15,57
Portland OR,1075,241,5
Portland,1076,15,57
Portland OR,1077,241,5
Portland,1078,15,57
Portland,1079,15,57
Portland,1080,15,57
Portland,1081,15,57
Portland,1082,15,57
Portland,1083,15,57
Portland,1084,15,57
Portland,1085,15,57
Portland,1086,15,57
Portland,1087,15,57
Portland OR,1088,241,5
Portland,1089,15,57
Portland,1090,15,57
Portland,1091,15,57
Portland,1092,15,57
Portland,1093,15,57
Portland,1094,15,57
Portland,1095,15,57
Milwaukee,1096,242,10
Milwaukee,1097,242,10
Milwaukee,1098,242,10
Lenoir,1099,243,2
Lenoir,1100,243,2
Minneapolis,1101,49,16
Minneapolis,1102,49,16
Minneapolis,1103,49,16
Minneapolis,1104,49,16
Minneapolis,1105,49,16
Minneapolis,1106,49,16
Austin,1107,39,25
Austin,1108,39,25
Austin,1109,39,25
Indianapolis,1110,69,39
Austin,1111,39,25
Austin,1112,39,25
Jacksonville,1113,82,7
Jacksonville,1114,82,7
Jacksonville,1115,82,7
Ipswich,1116,244,3
Wilmington,1117,245,1
Framingham,1118,246,4
Framingham,1119,246,4
Framingham MA,1120,247,1
Framingham,1121,246,4
Framingham,1122,246,4
Biglerville,1123,248,2
Biglerville,1124,248,2
Nashville,1125,249,1
Athens,1126,156,7
Athens,1127,156,7
Athens,1128,156,7
Athens,1129,156,7
Athens,1130,156,7
Laurel,1131,250,1
Stevens Point,1132,142,29
Stevens Point,1133,142,29
Stevens Point,1134,142,29
Stevens Point,1135,142,29
Stevens Point,1136,142,29
Stevens Point WI,1137,251,1
Henderson,1138,252,4
Henderson,1139,252,4
Henderson,1140,252,4
Henderson,1141,252,4
Kalona,1142,253,2
Kalona,1143,253,2
Houston,1144,109,11
Houston,1145,109,11
Houston,1146,109,11
Houston,1147,109,11
Houston TX,1148,108,2
Houston,1149,109,11
Houston,1150,109,11
Houston,1151,109,11
Houston,1152,109,11
Houston,1153,109,11
Brooklyn,1154,102,34
Brooklyn,1155,102,34
Brooklyn NY,1156,103,4
Soldotna,1157,254,3
Soldotna AK,1158,255,1
Soldotna,1159,254,3
Soldotna,1160,254,3
Missoula,1161,64,18
Missoula,1162,64,18
Missoula,1163,64,18
Missoula,1164,64,18
Missoula,1165,64,18
Missoula,1166,64,18
Houghton,1167,256,7
Houghton,1168,256,7
Houghton,1169,256,7
Houghton,1170,256,7
Houghton,1171,256,7
Houghton,1172,256,7
Houghton,1173,256,7
Anchorage,1174,101,15
