,index ,provider_number ,name                                 ,address_1                    ,address_2 ,address_3 ,city         ,state ,zip   ,county     ,phone      ,type                 ,owner                                       ,emergency_service ,condition                     ,measure_code ,measure_name                                                                                                                                                                             ,score ,sample        ,state_average
49,,,,,,,,,,,,,,,,,,,,
50,,,,,,,,,,,,,,,,,,,,
51,,,,,,,,,,,,,,,,,,,,
52,,,,,,,,,,,,,,,,,,,,
53,,,,,,,,,,,,,,,,,,,,
54,,,,,,,,,,,,,,,,,,,,
55,,,,,,,,,,,,,,,,,,,,
56,,,,,,,,,,,,,,,,pn-3b        ,,,,
57,,,,,,,,,,,,,,,,,,,,
58,,,,,,,,,,,,,,,,pn-5c        ,,,,
59,,,,,,,,,,,,,,,,,,,,
60,,,,,,,,,,,,,,,,,,,,
61,,,,,,,,,,,,,,,,,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery ,,,
62,,,,,,,,,,,,,,,,,,,,
63,,,,,,,,,,,,,,,,,surgery patients who were given the  right kind  of antibiotic to help prevent infection                                                                                                 ,,,
64,,,,,,,,,,,,,,,,,,,,
65,,,,,,,,,,,,,,,,,,,,
66,,,,,,,,,,,,,,,,,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor)            ,,,
67,,,,,,,,,,,,,,,,,,,,
68,,,,,,,,,,,,,,,,,,,,
69,,,,,,,,,,,,,,,,,,,,
70,,,,,,,,,,,,,,,,,,,,
71,,,,,,,,,,,,,,,,,,,,
72,,,,,,,,,,,,,,,,,,,,
73,,,,,,,,,,,,,,,,,,,,
74,,,,,,,,,,,,,,,,,,,,
75,,,,,,,,,,,,,,,,,,,,
76,,,,,,,,,,,,,,,,,,,,
77,,,,,,,,,,,,,,,,,,,,
78,,,,,,,,,,,,,,,,,,,,
79,,,,,,,,,,,,,,,,,,,,
80,,,,,,,,,,,,,,,,,,,,
81,,,,,,,,,,,,,,,,pn-3b        ,,,,
82,,,,,,,,,,,,,,,,,,,,
83,,,,,,,,,,,,,,,,pn-5c        ,,,,
84,,,,,,,,,,,,,,,,,,,,
85,,,,,,,,,,,,,,,,,,,,
86,,,,,,,,,,,,,,,,,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery ,,,
87,,,,,,,,,,,,,,,,,,,,
88,,,,,,,,,,,,,,,,,surgery patients who were given the  right kind  of antibiotic to help prevent infection                                                                                                 ,,,
89,,,,,,,,,,,,,,,,,,,,
90,,,,,,,,,,,,,,,,,,,,
91,,,,,,,,,,,,,,,,,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor)            ,,,
92,,,,,,,,,,,,,,,,,,,,
93,,,,,,,,,,,,,,,,,,,,
94,,,,,,,,,,,,,,,,,,,,
95,,,,,,,,,,,,,,,,,,,,
96,,,,,,,,,,,,,,,,,,,,
97,,,,,,,,,,,,,,,,,,,,
98,,,,,,,,,,,,,,,,,,,,
99,,,,,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,,,,,
101,,,,,,,,,,,,,,,,,,,,
102,,,,,,,,,,,,,,,,,,,,
103,,,,,,,,,,,,,,,,,,,,
104,,,,,,,,,,,,,,,,,,,,
105,,,,,,,,,,,,,,,,,,,,
106,,,,,,,,,,,,,,,,pn-3b        ,,,,
107,,,,,,,,,,,,,,,,,,,,
108,,,,,,,,,,,,,,,,,,,,
109,,,,,,,,,,,,,,,,,,,,
110,,,,,,,,,,,,,,,,,,,,
111,,,,,,,,,,,,,,,,,,,,
112,,,,,,,,,,,,,,,,,,,,
113,,,,,,,,,,,,,,,,,surgery patients who were given the  right kind  of antibiotic to help prevent infection                                                                                                 ,,,
114,,,,,,,,,,,,,,,,,,,,
115,,,,,,,,,,,,,,,,,,,,
116,,,,,,,,,,,,,,,,,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor)            ,,,
117,,,,,,,,,,,,,,,,,,,,
118,,,,,,,,,,,,,,,,,,,,
119,,,,,,,,,,,,,,,,,,,,
120,,,,,,,,,,,,,,,,,,,,
121,,,,,,,,,,,,,,,,,,,,
122,,,,,,,,,,,,,,,,,,,,
123,,,,,,,,,,,,,,,,,,,,
124,,,,,,,,,,,,,,,,,,,,
125,,,,,,,,,,,,,,,,,,,,
126,,,,,,,,,,,,,,,,,,,,
127,,,,,,,,,,,,,,,,,,,,
128,,,,,,,,,,,,,,,,,,,,
129,,,,,,,,,,,,,,,,,,,,
130,,,,,,,,,,,,,,,,,,,,
131,,,,,,,,,,,,,,,,pn-3b        ,,,,
132,,,,,,,,,,,,,,,,,,,,
133,,,,,,,,,,,,,,,,pn-5c        ,,,,
134,,,,,,,,,,,,,,,,,,,,
135,,,,,,,,,,,,,,,,,,,,
136,,,,,,,,,,,,,,,,,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery ,,,
137,,,,,,,,,,,,,,,,,,,,
138,,,,,,,,,,,,,,,,,surgery patients who were given the  right kind  of antibiotic to help prevent infection                                                                                                 ,,,
139,,,,,,,,,,,,,,,,,,,,
140,,,,,,,,,,,,,,,,,,,,
141,,,,,,,,,,,,,,,,,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor)            ,,,
142,,,,,,,,,,,,,,,,,,,,
143,,,,,,,,,,,,,,,,,,,,
144,,,,,,,,,,,,,proprietary                                 ,,,,,,,
145,,,,,,,,,,,,,proprietary                                 ,,,,,,,
146,,,,,,,,,,,,,proprietary                                 ,,,,,,,
147,,,,,,,,,,,,,proprietary                                 ,,,,,,,
148,,,,,,,,,,,,,proprietary                                 ,,,,,,,
149,,,,,,,,,,,,,proprietary                                 ,,,,,,,
150,,,,,,,,,,,,,proprietary                                 ,,,,,,,
151,,,,,,,,,,,,,proprietary                                 ,,,,,,,
152,,,,,,,,,,,,,proprietary                                 ,,,,,,,
153,,,,,,,,,,,,,proprietary                                 ,,,,,,,
154,,,,,,,,,,,,,proprietary                                 ,,,,,,,
155,,,,,,,,,,,,,proprietary                                 ,,,,,,,
156,,,,,,,,,,,,,proprietary                                 ,,,pn-3b        ,,,,
157,,,,,,,,,,,,,,,,,,,,
158,,,,,,,,,,,,,proprietary                                 ,,,pn-5c        ,,,,
159,,,,,,,,,,,,,,,,,,,,
160,,,,,,,,,,,,,proprietary                                 ,,,,,,,
161,,,,,,,,,,,,,proprietary                                 ,,,,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery ,,,
162,,,,,,,,,,,,,,,,,,,,
163,,,,,,,,,,,,,proprietary                                 ,,,,surgery patients who were given the  right kind  of antibiotic to help prevent infection                                                                                                 ,,,
164,,,,,,,,,,,,,,,,,,,,
165,,,,,,,,,,,,,proprietary                                 ,,,,,,,
166,,,,,,,,,,,,,proprietary                                 ,,,,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor)            ,,,
167,,,,,,,,,,,,,proprietary                                 ,,,,,,,
168,,,,,,,,,,,,,proprietary                                 ,,,,,,,
169,,,,,,,,,,,,,,,,,,,,
170,,,,,,,,,,,,,,,,,,,,
171,,,,,,,,,,,,,,,,,,,,
172,,,,,,,,,,,,,,,,,,,,
173,,,,,,,,,,,,,,,,,,,,
174,,,,,,,,,,,,,,,,,,,,
175,,,,,,,,,,,,,,,,,,,,
176,,,,,,,,,,,,,,,,,,,,
177,,,,,,,,,,,,,,,,,,,,
178,,,,,,,,,,,,,,,,,,,,
179,,,,,,,,,,,,,,,,,,,,
180,,,,,,,,,,,,,,,,,,,,
181,,,,,,,,,,,,,,,,pn-3b        ,,,,
182,,,,,,,,,,,,,,,,,,,,
183,,,,,,,,,,,,,,,,pn-5c        ,,,,
184,,,,,,,,,,,,,,,,,,,,
185,,,,,,,,,,,,,,,,,,,,
186,,,,,,,,,,,,,,,,,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery ,,,
187,,,,,,,,,,,,,,,,,,,,
188,,,,,,,,,,,,,,,,,surgery patients who were given the  right kind  of antibiotic to help prevent infection                                                                                                 ,,,
189,,,,,,,,,,,,,,,,,,,,
190,,,,,,,,,,,,,,,,,,,,
191,,,,,,,,,,,,,,,,,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor)            ,,,
192,,,,,,,,,,,,,,,,,,,,
193,,,,,,,,,,,,,,,,,,,,
194,,,,,,,,,,,,,,,,,,,,
195,,,,,,,,,,,,,,,,,,,,
196,,,,,,,,,,,,,,,,,,,,
197,,,,,,,,,,,,,,,,,,,,
198,,,,,,,,,,,,,,,,,,,,
199,,,,,,,,,,,,,,,,,,,,
200,,,,,,,,,,,,,,,,,,,,
201,,,,,,,,,,,,,,,,,,,,
202,,,,,,,,,,,,,,,,,,,,
203,,,,,,,,,,,,,,,,,,,,
204,,,,,,,,,,,,,,,,,,,,
205,,,,,,,,,,,,,,,,,,,,
206,,,,,,,,,,,,,,,,pn-3b        ,,,,
207,,,,,,,,,,,,,,,,,,,,
208,,,,,,,,,,,,,,,,pn-5c        ,,,,
209,,,,,,,,,,,,,,,,,,,,
210,,,,,,,,,,,,,,,,,,,,
211,,,,,,,,,,,,,,,,,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery ,,,
212,,,,,,,,,,,,,,,,,,,,
213,,,,,,,,,,,,,,,,,surgery patients who were given the  right kind  of antibiotic to help prevent infection                                                                                                 ,,,
214,,,,,,,,,,,,,,,,,,,,
215,,,,,,,,,,,,,,,,,,,,
216,,,,,,,,,,,,,,,,,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor)            ,,,
217,,,,,,,,,,,,,,,,,,,,
218,,,,,,,,,,,,,,,,,,,,
219,,,,,,,,,,,,,,,,,,,,
220,,,,,,,,,,,,,,,,,,,,
221,,,,,,,,,,,,,,,,,,,,
222,,,,,,,,,,,,,,,,,,,,
223,,,,,,,,,,,,,,,,,,,,
224,,,,,,,,,,,,,,,,,,,,
225,,,,,,,,,,,,,,,,,,,,
226,,,,,,,,,,,,,,,,,,,,
227,,,,,,,,,,,,,,,,,,,,
228,,,,,,,,,,,,,,,,,,,,
229,,,,,,,,,,,,,,,,,,,,
230,,,,,,,,,,,,,,,,,,,,
231,,,,,,,,,,,,,,,,pn-3b        ,,,,
232,,,,,,,,,,,,,,,,,,,,
233,,,,,,,,,,,,,,,,pn-5c        ,,,,
234,,,,,,,,,,,,,,,,,,,,
235,,,,,,,,,,,,,,,,,,,,
236,,,,,,,,,,,,,,,,,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery ,,,
237,,,,,,,,,,,,,,,,,,,,
238,,,,,,,,,,,,,,,,,surgery patients who were given the  right kind  of antibiotic to help prevent infection                                                                                                 ,,,
239,,,,,,,,,,,,,,,,,,,,
240,,,,,,,,,,,,,,,,,,,,
241,,,,,,,,,,,,,,,,,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor)            ,,,
242,,,,,,,,,,,,,,,,,,,,
243,,,,,,,,,,,,,,,,,,,,
244,,,,,,,,,,,,,,,,,,,,
245,,,,,,,,,,,,,,,,,,,,
246,,,,,,,,,,,,,,,,,,,,
247,,,,,,,,,,,,,,,,,,,,
248,,,,,,,,,,,,,,,,,,,,
249,,,,,,,,,,,,,,,,,,,,
250,,,,,,,,,,,,,,,,,,,,
251,,,,,,,,,,,,,,,,,,,,
252,,,,,,,,,,,,,,,,,,,,
253,,,,,,,,,,,,,,,,,,,,
254,,,,,,,,,,,,,,,,,,,,
255,,,,,,,,,,,,,,,,,,,,
256,,,,,,,,,,,,,,,,pn-3b        ,,,,
257,,,,,,,,,,,,,,,,,,,,
258,,,,,,,,,,,,,,,,pn-5c        ,,,,
259,,,,,,,,,,,,,,,,,,,,
260,,,,,,,,,,,,,,,,,,,,
261,,,,,,,,,,,,,,,,,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery ,,,
262,,,,,,,,,,,,,,,,,,,,
263,,,,,,,,,,,,,,,,,surgery patients who were given the  right kind  of antibiotic to help prevent infection                                                                                                 ,,,
264,,,,,,,,,,,,,,,,,,,,
265,,,,,,,,,,,,,,,,,,,,
266,,,,,,,,,,,,,,,,,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor)            ,,,
267,,,,,,,,,,,,,,,,,,,,
268,,,,,,,,,,,,,,,,,,,,
269,,,,,,,,,,,,,,,,,,,,
270,,,,,,,,,,,,,,,,,,,,
271,,,,,,,,,,,,,,,,,,,,
272,,,,,,,,,,,,,,,,,,,,
273,,,,,,,,,,,,,,,,,,,,
274,,,,,,,,,,,,,,,,,,,,
275,,,,,,,,,,,,,,,,,,,,
276,,,,,,,,,,,,,,,,,,,,
277,,,,,,,,,,,,,,,,,,,,
278,,,,,,,,,,,,,,,,,,,,
279,,,,,,,,,,,,,,,,,,,,
280,,,,,,,,,,,,,,,,,,,,
281,,,,,,,,,,,,,,,,pn-3b        ,,,,
282,,,,,,,,,,,,,,,,,,,,
283,,,,,,,,,,,,,,,,pn-5c        ,,,,
284,,,,,,,,,,,,,,,,,,,,
285,,,,,,,,,,,,,,,,,,,,
286,,,,,,,,,,,,,,,,,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery ,,,
287,,,,,,,,,,,,,,,,,,,,
288,,,,,,,,,,,,,,,,,surgery patients who were given the  right kind  of antibiotic to help prevent infection                                                                                                 ,,,
289,,,,,,,,,,,,,,,,,,,,
290,,,,,,,,,,,,,,,,,,,,
291,,,,,,,,,,,,,,,,,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor)            ,,,
292,,,,,,,,,,,,,,,,,,,,
293,,,,,,,,,,,,,,,,,,,,
294,,,,,,,,,,,,,,,,,,,,
295,,,,,,,,,,,,,,,,,,,,
296,,,,,,,,,,,,,,,,,,,,
297,,,,,,,,,,,,,,,,,,,,
298,,,,,,,,,,,,,,,,,,,,
299,,,,,,,,,,,,,,,,,,,,
300,,,,,,,,,,,,,,,,,,,,
301,,,,,,,,,,,,,,,,,,,,
302,,,,,,,,,,,,,,,,,,,,
303,,,,,,,,,,,,,,,,,,,,
304,,,,,,,,,,,,,,,,,,,,
305,,,,,,,,,,,,,,,,,,,,
306,,,,,,,,,,,,,,,,pn-3b        ,,,,
307,,,,,,,,,,,,,,,,,,,,
308,,,,,,,,,,,,,,,,pn-5c        ,,,,
309,,,,,,,,,,,,,,,,,,,,
310,,,,,,,,,,,,,,,,,,,,
311,,,,,,,,,,,,,proprietary                                 ,,,,,,,
312,,,,,,,,,,,,,proprietary                                 ,,,,,,,
313,,,,,,,,,,,,,,,,,,,,
314,,,,,,,,,,,,,proprietary                                 ,,,,,,,
315,,,,,,,,,,,,,proprietary                                 ,,,,,,,
316,,,,,,,,,,,,,proprietary                                 ,,,,,,,
317,,,,,,,,,,,,,proprietary                                 ,,,,,,,
318,,,,,,,,,,,,,proprietary                                 ,,,,,,,
319,,,,,,,,,,,,,proprietary                                 ,,,,,,,
320,,,,,,,,,,,,,proprietary                                 ,,,,,,,
321,,,,,,,,,,,,,proprietary                                 ,,,,,,,
322,,,,,,,,,,,,,proprietary                                 ,,,,,,,
323,,,,,,,,,,,,,proprietary                                 ,,,,,,,
324,,,,,,,,,,,,,proprietary                                 ,,,,,,,
325,,,,,,,,,,,,,proprietary                                 ,,,pn-3b        ,,,,
326,,,,,,,,,,,,,proprietary                                 ,,,,,,,
327,,,,,,,,,,,,,proprietary                                 ,,,pn-5c        ,,,,
328,,,,,,,,,,,,,proprietary                                 ,,,,,,,
329,,,,,,,,,,,,,proprietary                                 ,,,,,,,
330,,,,,,,,,,,,,proprietary                                 ,,,,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery ,,,
331,,,,,,,,,,,,,proprietary                                 ,,,,,,,
332,,,,,,,,,,,,,,,,,,,,
333,,,,,,,,,,,,,proprietary                                 ,,,,,,,
334,,,,,,,,,,,,,proprietary                                 ,,,,,,,
335,,,,,,,,,,,,,proprietary                                 ,,,pn-3b        ,,,,
336,,,,,,,,,,,,,proprietary                                 ,,,,,,,
337,,,,,,,,,,,,,proprietary                                 ,,,pn-5c        ,,,,
338,,,,,,,,,,,,,proprietary                                 ,,,,,,,
339,,,,,,,,,,,,,proprietary                                 ,,,,,,,
340,,,,,,,,,,,,,proprietary                                 ,,,,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery ,,,
341,,,,,,,,,,,,,proprietary                                 ,,,,,,,
342,,,,,,,,,,,,,proprietary                                 ,,,,surgery patients who were given the  right kind  of antibiotic to help prevent infection                                                                                                 ,,,
343,,,,,,,,,,,,,proprietary                                 ,,,,,,,
344,,,,,,,,,,,,,proprietary                                 ,,,,,,,
345,,,,,,,,,,,,,proprietary                                 ,,,,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor)            ,,,
346,,,,,,,,,,,,,proprietary                                 ,,,,,,,
347,,,,,,,,,,,,,proprietary                                 ,,,,,,,
348,,,,,,,,,,,,,,,,,,,,
349,,,,,,,,,,,,,,,,,,,,
350,,,,,,,,,,,,,,,,,,,,
351,,,,,,,,,,,,,,,,,,,,
352,,,,,,,,,,,,,,,,,,,,
353,,,,,,,,,,,,,,,,,,,,
354,,,,,,,,,,,,,proprietary                                 ,,,,,,,
355,,,,,,,,,,,,,proprietary                                 ,,,,,,,
356,,,,,,,,,,,,,,,,,,,,
357,,,,,,,,,,,,,proprietary                                 ,,,,,,,
358,,,,,,,,,,,,,proprietary                                 ,,,,,,,
359,,,,,,,,,,,,,proprietary                                 ,,,,,,,
360,,,,,,,,,,,,,proprietary                                 ,,,,,,,
361,,,,,,,,,,,,,proprietary                                 ,,,,,,,
362,,,,,,,,,,,,,proprietary                                 ,,,,,,,
363,,,,,,,,,,,,,proprietary                                 ,,,,,,,
364,,,,,,,,,,,,,proprietary                                 ,,,,,,,
365,,,,,,,,,,,,,proprietary                                 ,,,,,,,
366,,,,,,,,,,,,,proprietary                                 ,,,pn-3b        ,,,,
367,,,,,,,,,,,,,proprietary                                 ,,,,,,,
368,,,,,,,,,,,,,proprietary                                 ,,,pn-5c        ,,,,
369,,,,,,,,,,,,,proprietary                                 ,,,,,,,
370,,,,,,,,,,,,,proprietary                                 ,,,,,,,
371,,,,,,,,,,,,,proprietary                                 ,,,,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery ,,,
372,,,,,,,,,,,,,proprietary                                 ,,,,,,,
373,,,,,,,,,,,,,proprietary                                 ,,,,surgery patients who were given the  right kind  of antibiotic to help prevent infection                                                                                                 ,,,
374,,,,,,,,,,,,,proprietary                                 ,,,,,,,
375,,,,,,,,,,,,,proprietary                                 ,,,,,,,
376,,,,,,,,,,,,,proprietary                                 ,,,,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor)            ,,,
377,,,,,,,,,,,,,proprietary                                 ,,,,,,,
378,,,,,,,,,,,,,proprietary                                 ,,,,,,,
379,,,,,,,,,,,,,,,,,,,,
380,,,,,,,,,,,,,,,,,,,,
381,,,,,,,,,,,,,,,,,,,,
382,,,,,,,,,,,,,,,,,,,,
383,,,,,,,,,,,,,,,,,,,,
384,,,,,,,,,,,,,,,,,,,,
385,,,,,,,,,,,,,,,,,,,,
386,,,,,,,,,,,,,,,,,,,,
387,,,,,,,,,,,,,,,,,,,,
388,,,,,,,,,,,,,,,,,,,,
389,,,,,,,,,,,,,,,,,,,,
390,,,,,,,,,,,,,,,,,,,,
391,,,,,,,,,,,,,,,,,,,,
392,,,,,,,,,,,,,,,,,,,,
393,,,,,,,,,,,,,,,,,,,,
394,,,,,,,,,,,,,,,,,,,,
395,,,,,,,,,,,,,,,,,,,,
396,,,,,,,,,,,,,,,,,,,,
397,,,,,,,,,,,,,,,,,,,,
398,,,,,,,,,,,,,,,,,,,,
399,,,,,,,,,,,,,,,,,,,,
400,,,,,,,,,,,,,,,,,,,,
401,,,,,,,,,,,,,,,,,,,,
402,,,,,,,,,,,,,,,,,,,,
403,,,,,,,,,,,,,,,,pn-3b        ,,,,
404,,,,,,,,,,,,,,,,,,,,
405,,,,,,,,,,,,,,,,pn-5c        ,,,,
406,,,,,,,,,,,,,,,,,,,,
407,,,,,,,,,,,,,,,,,,,,
408,,,,,,,,,,,,,,,,,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery ,,,
409,,,,,,,,,,,,,,,,,,,,
410,,,,,,,,,,,,,,,,,surgery patients who were given the  right kind  of antibiotic to help prevent infection                                                                                                 ,,,
411,,,,,,,,,,,,,,,,,,,,
412,,,,,,,,,,,,,proprietary                                 ,,,,,,,
413,,,,,,,,,,,,,proprietary                                 ,,,,,,,
414,,,,,,,,,,,,,,,,,,,,
415,,,,,,,,,,,,,,,,,,,,
416,,,,,,,,,,,,,,,,,,,,
417,,,,,,,,,,,,,,,,,,,,
418,,,,,,,,,,,,,,,,,,,,
419,,,,,,,,,,,,,,,,,,,,
420,,,,,,,,,,,,,,,,,,,,
421,,,,,,,,,,,,,,,,,,,,
422,,,,,,,,,,,,,,,,,,,,
423,,,,,,,,,,,,,,,,,,,,
424,,,,,,,,,,,,,,,,,,,,
425,,,,,,,,,,,,,,,,,,,,
426,,,,,,,,,,,,,,,,pn-3b        ,,,,
427,,,,,,,,,,,,,,,,,,,,
428,,,,,,,,,,,,,,,,pn-5c        ,,,,
429,,,,,,,,,,,,,,,,,,,,
430,,,,,,,,,,,,,,,,,,,,
431,,,,,,,,,,,,,,,,,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery ,,,
432,,,,,,,,,,,,,proprietary                                 ,,,,,,,
433,,,,,,,,,,,,,proprietary                                 ,,,,,,,
434,,,,,,,,,,,,,proprietary                                 ,,,,,,,
435,,,,,,,,,,,,,proprietary                                 ,,,,,,,
436,,,,,,,,,,,,,proprietary                                 ,,,,,,,
437,,,,,,,,,,,,,proprietary                                 ,,,pn-3b        ,,,,
438,,,,,,,,,,,,,proprietary                                 ,,,,,,,
439,,,,,,,,,,,,,proprietary                                 ,,,pn-5c        ,,,,
440,,,,,,,,,,,,,proprietary                                 ,,,,,,,
441,,,,,,,,,,,,,proprietary                                 ,,,,,,,
442,,,,,,,,,,,,,proprietary                                 ,,,,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery ,,,
443,,,,,,,,,,,,,proprietary                                 ,,,,,,,
444,,,,,,,,,,,,,proprietary                                 ,,,,surgery patients who were given the  right kind  of antibiotic to help prevent infection                                                                                                 ,,,
445,,,,,,,,,,,,,proprietary                                 ,,,,,,,
446,,,,,,,,,,,,,proprietary                                 ,,,,,,,
447,,,,,,,,,,,,,proprietary                                 ,,,,,,,
448,,,,,,,,,,,,,proprietary                                 ,,,,,,,
449,,,,,,,,,,,,,,,,,,,,
450,,,,,,,,,,,,,,,,,,,,
451,,,,,,,,,,,,,,,,,,,,
452,,,,,,,,,,,,,,,,,,,,
453,,,,,,,,,,,,,,,,pn-3b        ,,,,
454,,,,,,,,,,,,,,,,,,,,
455,,,,,,,,,,,,,,,,pn-5c        ,,,,
456,,,,,,,,,,,,,,,,,,,,
457,,,,,,,,,,,,,,,,,,,,
458,,,,,,,,,,,,,,,,,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery ,,,
459,,,,,,,,,,,,,,,,,,,,
460,,,,,,,,,,,,,,,,,surgery patients who were given the  right kind  of antibiotic to help prevent infection                                                                                                 ,,,
461,,,,,,,,,,,,,,,,,,,,
462,,,,,,,,,,,,,,,,,,,,
463,,,,,,,,,,,,,,,,,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor)            ,,,
464,,,,,,,,,,,,,,,,,,,,
465,,,,,,,,,,,,,,,,,,,,
466,,,,,,,,,,,,,,,,,,,,
467,,,,,,,,,,,,,,,,,,,,
468,,,,,,,,,,,,,,,,,,,,
469,,,,,,,,,,,,,,,,,,,,
470,,,,,,,,,,,,,,,,,,,,
471,,,,,,,,,,,,,,,,,,,,
472,,,,,,,,,,,,,,,,,,,,
473,,,,,,,,,,,,,,,,,,,,
474,,,,,,,,,,,,,,,,,,,,
