,index ,provider_number ,name                                 ,address_1                    ,address_2 ,address_3 ,city         ,state ,zip   ,county     ,phone      ,type                 ,owner                                       ,emergency_service ,condition                     ,measure_code ,measure_name                                                                                                                                                                             ,score ,sample        ,state_average
60,,,,,,,,,,,,,,,,,,,,
61,,,,,,,,,,,,,,,,,,,,
62,,,,,,,,,,,,,,,,,,,,
63,,,,,,,,,3595x ,,,,,,,,,,,
64,,,,,,,,,,,,,,,,,,,,
65,,,,,,,,,,,,,,,,,,,,
66,,,,,,,,,,,,,,,,,,,,
67,,,,,,,,,,,,,,,,,,,,
68,,,,,,,,,,,,,,,,,,,,
69,,,,,,,,,,,,,,,,,,,,al_amx-1
70,,,,,,,,,3563x ,,,,,,,,,,,
71,,,,,,,,,,,,,,,,,,,,
72,,,,,,,,,,,,,,,,,,,,
73,,,,,,,,,,,,,,,,,,,,
74,,,,,,,,,,,,,,,,,,,,
75,,,,,,,,,,,,,,,,,,,,
76,,,,,,,,,,,,,,,,,,,,
77,,,,,,,,,,,,,,,,,,,,
78,,,,,,,,,,,,,,,,,,,,
79,,,,,,,,,,,,,,,,,,,,
80,,,,,,,,,,,,,,,,,,,,
81,,,,,,,,,,,,,,,,,,,,
82,,,,,,,,,,,,,,,,,,,,
83,,,,,,,,,,,,,,,,,,,,
84,,,,,,,,,,,,,,,,,,,,
85,,,,,,,,,,,,,,,,,,,,
86,,,,,,,,,,,,,,,,,,,,
87,,,,,,,,,,,,,,,,,,,,
88,,,,,,,,,,,,,,,,,,,,
89,,,,,,,,,,,,,,,,,,,,
90,,,,,,,,,,,,,,,,,,,,
91,,,,,,,,,,,,,,,,,,,,
92,,,,,,,,,,,,,,,,,,,,
93,,,,,,,,,3563x ,,,,,,,,,,,
94,,,,,,,,,,,,,,,,,,,,
95,,,,,,,,,,,,,,,,,,,,
96,,,,,,,,,,,,,,,,,,,,
97,,,,,,,,,,,,,,,,axi-4        ,,,,
98,,,,,,,,,,,,,,,,,,,,
99,,,,,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,,,,,
101,,,,,,,,,,,,,,,,,,,,
102,,,,,,,,,,,,,,,,,,,,
103,,,,,,,,,,,,,,,,,,,,
104,,,,,,,,,,,,,,,,,,,,
105,,,,,,,,,,,,,,,,,,,,
106,,,,,,,,,,,,,,,,,,,,
107,,,,,,,,,,,,,,,,,,,,
108,,,,,,,,,,,,,,,,,,,,
109,,,,,,,,,,,,,,,,,,,,
110,,,,,,,,,,,,,,,,,,,,
111,,,,,,,,,,,,,,,,,,,,
112,,,,,,,,,,,,,,,,,,,,
113,,,,,,,,,,,,,volunxary non-profix - privaxe              ,,,,,,,
114,,,,,,,,,,,,,,,,,,,,
115,,,,,,,,,,,,,,,,,,,,
116,,,,,,,,,,,,,,,,,,,,
117,,,,,,,,,,,,,,,,,,,,
118,,,,,,,,,,,,,,,,,,,,
119,,,,,,,,ax    ,,,,,,,,,,,,
120,,,,,,,,,,,,,,,,axi-2        ,,,,
121,,,,,,,,,,,,,,,,,,,,
122,,,,,,,,,,,,,,,,,,,,
123,,,,,,,,,,,,,,,,,,,,
124,,,,,,,,,,,,,,,,,,,,
125,,,,,,,,,,,,,,,,,,,,
126,,,,,,,,,,,,,,,,,,,,
127,,,,,,,,,,,,,,,,,,,,
128,,,,,,,,,,,,,,,,,,,,
129,,,,,,,,,,,,,,,,,,,,
130,,,,,,,,,,,,,,,,,,,,
131,,,,,,,,,,,,,,,,,,,,
132,,,,,,,,,,,,,,,,,,,,
133,,,,,,,,,,,,,,,,,,,,
134,,,,,,,,,,,,,,,,,,,,
135,,,,,,,,,,,,,,,,,,,,
136,,,,,,,,,,,,,,,,,,,,
137,,,,,,,,,36x49 ,,,,,,,,,,,
138,,,,,,,,,,,,,,,,,,,,
139,,,,,,,,,360x9 ,,,,,,,,,,,
140,,,,,,,,ax    ,,,,,,,,,,,,
141,,,,,,,,,,,,,,,,,,,,
142,,,,,,,,,,,,,,,,,,,,
143,,,,,,,,,,,,,,,,,,,,
144,,,,,,,,,,,,,,,,,,,,
145,,,,,,,,,,,,,,,,,,,,
146,,,,,,,,,,,,,,,,,,,,
147,,,,,,,,,,,,,,,,,,,,
148,,,,,,,,,,,,,,,,,,,,
149,,,,,,,,,3x640 ,,,,,,,,,,,
150,,,,,,,,,,,,,,,,,,,,
151,,,,,,,,,,,,,,,,,,,,
152,,,,,,,,,,,,,,,,,,,,
153,,,,,,,,,,,,,,,,,,,,
154,,,,,,,,,,,,,,,,,,,,
155,,,,,,,,,,,,,,,,,,,,
156,,,,,,,,,,,,,,,,,,,,
157,,,,,,,,,3x640 ,,,,,,,,,,,
158,,,,,,,,,,,,,,,,,,,,
159,,,,,,,,,,,,,,,,,,,,
160,,,,,,,,,,,,,,,,,,,,
161,,,,,,,,,,,,,,,,,,,,
162,,,,,,,,,,,,,,,,,,,,
163,,,,,,,,,,,,,,,,,,,,
164,,,,,,,,,,,,,,,,,,,,
165,,,,,,,,ax    ,,,,,,,,,,,,
166,,,,,,,,,,,,,,,,,,,,
167,,,,,,,,,,,,,,,,,,,,
168,,,,,,,,,,,,,,,,,,,,
169,,,,,,,,,,,,,,,,,,,,
170,,,,,,,,,,,,,,,,,,,,
171,,,,,,,,,,,,,,,,,,,,
172,,,,,,,,,,,,,,,,,,,,
173,,,,,,,,,,,,,,,,,,,,
174,,,,,,,,,,,,,,,,,,,,
175,,,,,,,,,,,,,,,,,,,,
176,,,,,,,,,,,,,,,,,,,,
177,,,,,,,,,,,,,,,,,,,,
178,,,,,,,,,,,,,,,,,,,,
179,,,,,,,,,,,,,,,,,,,,
180,,,,,,,,,,,,,,,,,,,,
181,,,,,,,,,,,,,,,,,,,,
182,,,,,,,,,,,,,,,,,,,,
183,,,,,,,,,,,,,,,,,,,,
184,,,,,,,,,,,,,,,,,,,,
185,,,,,,,,,,,,,,,,,,,,
186,,,,,,,,,,,,,,,,,,,,
187,,,,,,,,,,,,,,,,,,,,
188,,,,,,,,,,,,,,,,,,,,
189,,,,,,,,,,,,,,,,,,,,
190,,,,,,,,,,,,,,,,scip-inx-4   ,,,,
191,,,,,,,,,,,,,,,,,,,,
192,,,,,,,,,,,,,,,,,,,,
193,,,,,,,,,,,,,,,,,,,,al_scix-vte-2
194,,,,,,,,,,,,,,,,,,,,
195,,,,,,,,,,,,,,,,,,,,
196,,,,,,,,,3x23x ,,,,,,,,,,,
197,,,,,,,,,,,,,,,,,,,,
198,,,,,,,,,,,,,,,,,,,,
199,,,,,,,,,,,,,,,,,,,,
200,,,,,,,,,,,,,,,,,,,,
201,,,,,,,,,,,,,,,,,,,,
202,,,,,,,,,,,,,,,,,,,,
203,,,,,,,,,,,,,,,,,,,,
204,,,,,,,,,,,,,,,,,,,,
205,,,,,,,,,,,,,,,,,,,,
206,,,,,,,,,,,,,,,,,,,,
207,,,,,,,,,,,,,,,,,,,,
208,,,,,,,,,,,,,,,,,,,,
209,,,,,,,,,,,,,,,,,,,,
210,,,,,,,,,,,,,,,,,,,,
211,,,,,,,,,,,,,,,,,,,,
212,,,,,,,,,,,,,,,,,,,,
213,,,,,,,,,,,,,,,,,,,,al_sxip-inf-2
214,,,,,,,,,,,,,,,,,,,,
215,,,,,,,,,,,,,,,,,,,,
216,,,,,,,,,,,,,volunxary non-profix - privaxe              ,,,,,,,
217,,,,,,,,,,,,,,,,,,,,
218,,,,,,,,,,,,,,,,,,,,
219,,,,,,,,,,,,,,,,,,,,
220,,,,,,,,,,,,,,,,,,,,
221,,,,,,,,,,,,,,,,,,,,
222,,,,,,,,,,,,,,,,,,,,
223,,,,,,,,,,,,,,,,,,,,
224,,,,,,,,,,,,,,,,,,,,
225,,,,,,,,,,,,,,,,,,,,
226,,,,,,,,,,,,,,,,,,,,
227,,,,,,,,,,,,,,,,,,,,
228,,,,,,,,ax    ,,,,,,,,,,,,
229,,,,,,,,,,,,,,,,,,,,
230,,,,,,,,,,,,,,,,,,,,
231,,,,,,,,,,,,,,,,,,,,
232,,,,,,,,,359x8 ,,,,,,,,,,,
233,,,,,,,,,,,,,,,,,,,,
234,,,,,,,,,,,,,,,,,,,,
235,,,,,,,,,,,,,,,,,,,,
236,,,,,,,,,,,,,,,,,,,,
237,,,,,,,,,,,,,,,,,,,,
238,,,,,,,,,,,,,voxuntary non-profit - church               ,,,,,,,
239,,,,,,,,,,,,,,,,,,,,
240,,,,,,,,,,,,,,,,,,,,
241,,,,,,,,,,,,,,,,,,,,
242,,,,,,,,,,,,,,,,,,,,
243,,,,,,,,,,,,,,,,,,,,
244,,,,,,,,,,,,,,,,,,,,
245,,,,,,,,,,,,,,,,,,,,
246,,,,,,,,,,,,,,,,,,,,
247,,,,,,,,,,,,,governxent - federal                        ,,,,,,,
248,,,,,,,,,,,,,,,,,,,,
249,,,,,,,,,,,,,,,,,,,,
250,,,,,,,,,,,,,,,,,,,,
251,,,,,,,,,,,,,,,,,,,,
252,,,,,,,,,,,,,,,,,,,,
253,,,,,,,,,,,,,,,,,,,,
254,,,,,,,,,,,,,,,,,,,,
255,,,,,,,,,,,,,,,,,,,,
256,,,,,,,,,,,,,,,,,,,,
257,,,,,,,,,,,,,,,,,,,,
258,,,,,,,,,,,,,,,,,,,,
259,,,,,,,,,,,,,,,,,,,,
260,,,,33700 hxghway 43             ,,,,,,,,,,,,,,,,
261,,,,,,,,,,,,,,,,,,,,
262,,,,,,,,,,,,,,,,,,,,
263,,,,,,,,,,,,,,,,,,,,
264,,,,33700 highway x3             ,,,,,,,,,,,,,,,,
265,,,,,,,,,,,,,,,,,,,,
266,,,,,,,,,,,,,,,,,,,,
267,,,,,,,,,x6784 ,,,,,,,,,,,
268,,,,,,,,,,,,,,,,,,,,
269,,,,,,,,,,,,,,,,,,,,al_axi-1
270,,,,,,,,,,,,,,,,,,,,
271,,,,,,,,,,,,,,,,,,,,
272,,,,,,,,,,,,,,,,,,,,
273,,,,,,,,,,,,,,,,,,,,
274,,,,,,,,,,,,,,,,,,,,
275,,,,,,,,,,,,,,,,,,,,
276,,,,,,,,,,,,,,,,,,,,
277,,,,,,,,,,,,,,,,,,,,
278,,,,,,,,,,,,,,,,,,,,
279,,,,,,,,,,,,,,,,,,,,
280,,,,,,,,,,,,,,,,,,,,
281,,,,,,,,,,,,,,,,,,,,
282,,,,,,,,,,,,,,,,,,,,
283,,,,,,,,,3x007 ,,,,,,,,,,,
284,,,,,,,,,,,,,,,,,,,,
285,,,,,,,,,,,,,,,,,,,,
286,,,,,,,,,,,,,,,,,,,,
287,,,,,,,,,,,,,,,,,,,,
288,,,,,,,,,,,,,,,,,,,,
289,,,,,,,,,,,,,,,,,,,,
290,,,,,,,,,x5007 ,,,,,,,,all heart surgerx patients whose blood sugar (blood glucose) is kept under good control in the daxs right after surgerx                                                                  ,,,
291,,,,,,,,,,,,,,,,,,,,
292,,,,,,,,,,,,,,,,,,,,
293,,,,,,,,,,,,,,,,,,,,
294,,,,,,,,,,,,,,,,,,,,
295,,,,,,,,,,,,,,,,,,,,
296,,,,,,,,,,,,,,,,,,,,
297,,,,,,,,,,,,,,,,,,,,
298,,,,,,,,,,,,,,,,,,,,
299,,,,,,,,,,,,,,,,,,,,
300,,,,,,,,,,,,,,,,,,,,
301,,,,,,,,,,,,,,,,,,,,
302,,,,,,,,,,,,,,,,,,,,
303,,,,,,,,,,,,,,,,,,,,
304,,,,,,,,,,,,,,,,,,,,
305,,,,,,,,,,,,,,,,,,,,
306,,,,,,,,,,,,,,,,,,,,
307,,,,,,,,,,,,,,,,,,,,
308,,,,,,,,,,,,,,,,,,,,
309,,,,,,,,,,,,,,,,,,,,
310,,,,,,,,,,,,,,,,,,,,
311,,,,,,,,,,,,,,,,,,,,
312,,,,,,,,,,,,,,,,,,,,
313,,,,,,,,,,,,,prxprietary                                 ,,,,,,,
314,,,,,,,,,,,,,,,,,,,,
315,,,,,,,,,,,,,,,,,,,,
316,,,,,,,,,,,,,,,,,,,,
317,,,,,,,,,,,,,,,,,,,,
318,,,,,,,,,,,,,,,,,,,,
319,,,,,,,,,,,,,,,,,,,,
320,,,,,,,,,,,,,,,,,,,,
321,,,,,,,,,,,,,,,,,,,,
322,,,,,,,,,,,,,,,,,,,,
323,,,,,,,,,,,,,,,,,,,,
324,,,,,,,,,,,,,,,,,,,,
325,,,,,,,,,36x01 ,,,,,,,,,,,
326,,,,,,,,,,,,,,,,,,,,
327,,,,,,,,,,,,,,,,,,,,
328,,,,,,,,,,,,,,,,,,,,
329,,,,,,,,,,,,,,,,,,,,
330,,,,,,,,,,,,,,,,,,,,
331,,,,,,,,,,,,,,,,,,,,
332,,,,,,,,,3x305 ,,,,,,,,,,,
333,,,,,,,,,,,,,,,,,,,,
334,,,,,,,,,,,,,,,,,,,,
335,,,,,,,,,,,,,,,,,,,,
336,,,,,,,,,,,,,,,,,,,,
337,,,,,,,,,,,,,,,,,,,,
338,,,,,,,,,,,,,,,,,,,,
339,,,,,,,,,,,,,,,,,,,,
340,,,,,,,,,x6x05 ,,,,,,,,,,,
341,,,,,,,,,,,,,,,,,,,,
342,,,,,,,,,,,,,,,,,,,,
343,,,,,,,,,,,,,,,,,,,,
344,,,,,,,,,,,,,,,,,,,,
345,,,,,,,,,,,,,,,,,,,,
346,,,,,,,,,,,,,,,,,,,,
347,,,,,,,,,,,,,,,,,,,,
348,,,,,,,,,,,,,,,,,,,,
349,,,,,,,,,,,,,,,,,,,,
350,,,,,,,,,,,,,,,,,,,,
351,,,,,,,,,,,,,,,,,,,,
352,,,,,,,,,,,,,,,,,,,,
353,,,,,,,,,,,,,,,,,,,,
354,,,,,,,,,,,,,,,,,,,,
355,,,,,,,,,,,,,,,,,,,,
356,,,,,,,,ax    ,,,,,prxprietary                                 ,,,,,,,
357,,,,,,,,,,,,,,,,,,,,
358,,,,,,,,,,,,,,,,,,,,
359,,,,,,,,,,,,,,,,,,,,
360,,,,,,,,,,,,,,,,,,,,
361,,,,,,,,,,,,,,,,,,,,
362,,,,,,,,,,,,,,,,,,,,
363,,,,,,,,,,,,,,,,,,,,
364,,,,,,,,,,,,,,,,,,,,
365,,,,,,,,,,,,,,,,,,,,
366,,,,,,,,,,,,,,,,,,,,
367,,,,,,,,,,,,,,,,,,,,
368,,,,,,,,,,,,,,,,,,,,
369,,,,,,,,,,,,,,,,,,,,
370,,,,,,,,,,,,,,,,,,,,
371,,,,,,,,,,,,,,,,,,,,
372,,,,,,,,,,,,,,,,,,,,
373,,,,,,,,,,,,,,,,,,,,al_sxip-inf-2
374,,,,,,,,,,,,,,,,,,,,
375,,,,,,,,,,,,,,,,,,,,
376,,,,,,,,,,,,,,,,,,,,
377,,,,,,,,,,,,,,,,,,,,
378,,,,,,,,,,,,,,,,,,,,
379,,,,,,,,,,,,,,,,,,,,
380,,,,,,,,,,,,,,,,,,,,
381,,,,,,,,,,,,,,,,,,,,
382,,,,,,,,,,,,,,,,,,,,
383,,,,,,,,,,,,,,,,,,,,
384,,,,,,,,,,,,,,,,,,,,
385,,,,,,,,,,,,,,,,,,,,
386,,,,,,,,,,,,,,,,,,,,
387,,,,,,,,,,,,,,,,,,,,al_hx-2
388,,,,,,,,,,,,,,,,,,,,
389,,,,,,,,,,,,,,,,,,,,
390,,,,,,,,,,,,,,,,,,,,
391,,,,,,,,,,,,,,,,,,,,
392,,,,,,,,,,,,,,,,,,,,
393,,,,124xsxmemorialxdr            ,,,,,,,,,,,,,,,,
394,,,,,,,,,,,,,,,,,,,,
395,,,,,,,,,,,,,,,,,,,,
396,,,,,,,,,,,,,,,,,,,,
397,,,,,,,,,,,,,,,,,,,,
398,,,,,,,,,,,,,,,,hx-1         ,,,,
399,,,,,,,,,,,,,,,,,,,,
400,,,,,,,,,,,,,,,,,,,,
401,,,,,,,,,,,,,,,,,,,,
402,,,,,,,,ax    ,,,,,,,,,,,,
403,,,,,,,,,,,,,,,,,,,,
404,,,,,,,,,,,,,,,,,,,,
405,,,,,,,,,,,,,,,,,,,,
406,,,,,,,,,3x0x7 ,,,,,,,,,,,
407,,,,,,,,,,,,,,,,,,,,
408,,,,,,,,,,,,,,,,,,,,
409,,,,,,,,,,,,,,,,,,,,
410,,,,,,,,,,,,,,,,,,,,
411,,,,,,,,,,,,,,,,,,,,
412,,,,,,,,,,,,,,,,,,,,
413,,,,,,,,,,,,,,,,,,,,
414,,,,,,,,,,,,,,,,,,,,
415,,,,,,,,,,,,,,,,,,,,
416,,,,,,,,,,,,,,,,,,,,
417,,,,,,,,,,,,,,,,,,,,
418,,,,,,,,,,,,,,,,,,,,
419,,,,,,,,,,,,,,,,,,,,
420,,,,,,,,,x5150 ,,,,,,,,,,,
421,,,,,,,,,,,,,,,,,,,,
422,,,,,,,,,,,,,,,,,,,,
423,,,,,,,,,,,,,,,,,,,,
424,,,,,,,,,,,,,,,,,,,,
425,,,,,,,,,,,,,,,,,,,,
426,,,,,,,,,,,,,,,,,,,,
427,,,,,,,,,,,,,,,,,,,,
428,,,,,,,,,3x1x0 ,,,,,,,,,,,
429,,,,,,,,,,,,,,,,,,,,
430,,,,,,,,,,,,,,,,,,,,
431,,,,315xwxhickoryxst             ,,,,,,,,,,,,,,,,
432,,,,,,,,,,,,,,,,,,,,
433,,,,,,,,,,,,,,,,,,,,
434,,,,,,,,,,,,,,,,,,,,
435,,,,,,,,,,,,,,,,,,,,
436,,,,,,,,,,,,,,,,,,,,
437,,,,,,,,,,,,,,,,,,,,
438,,,,,,,,,,,,,,,,,,,,
439,,,,,,,,,,,,,,,,,,,,
440,,,,,,,,,,,,,,,,,,,,
441,,,,,,,,,,,,,,,,,,,,
442,,,,,,,,,,,,,,,,,,,,
443,,,,,,,,,,,,,,,,,,,,
444,,,,,,,,,,,,,,,,,,,,
445,,,,,,,,,,,,,,,,,,,,
446,,,,,,,,,,,,,,,,,,,,
447,,,,,,,,,,,,,,,,,,,,
448,,,,,,,,,,,,,,,,,,,,
449,,,,,,,,,,,,,,,,,,,,
450,,,,,,,,,,,,,,,,,,,,
451,,,,,,,,,,,,,,,,,,,,
452,,,,,,,,,,,,,,,,,,,,
453,,,,,,,,,,,,,,,,,,,,
454,,,,,,,,,,,,,,,,,,,,
455,,,,,,,,,,,,,,,,,,,,
456,,,,,,,,,,,,,,,,,,,,
457,,,,,,,,,,,,,,,,,,,,
458,,,,,,,,,,,,,,,,,,,,
459,,,,,,,,,,,,,,,,,,,,
460,,,,,,,,,,,,,,,,,,,,
461,,,,,,,,,,,,,,,,,,,,
462,,,,,,,,,,,,,,,,,,,,
463,,,,,,,,,,,,,,,,,,,,
464,,,,,,,,,,,,,,,,,,,,
465,,,,,,,,,,,,,,,,,,,,
466,,,,,,,,,,,,,,,,,,,,
467,,,,,,,,,,,,,,,,,,,,
468,,,,,,,,,,,,,,,,,,,,
469,,,,,,,,,,,,,,,,,,,,
470,,,,,,,,,,,,,,,,,,,,
471,,,,,,,,,,,,,,,,,,,,
472,,,,,,,,,,,,,,,,,,,,
473,,,,,,,,,,,,,,,,,,,,
474,,,,,,,,,,,,,,,,,,,,
475,,,,,,,,,,,,,,,,,,,,
476,,,,,,,,,,,,,,,,,,,,
477,,,,,,,,,,,,,,,,,,,,
478,,,,,,,,,,,,,,,,,,,,
479,,,,,,,,,,,,,,,,,,,,
480,,,,,,,,,,,,,,,,,,,,
481,,,,,,,,,,,,,,,,,,,,
482,,,,,,,,,,,,,,,,,,,,
483,,,,,,,,,,,,,,,,,,,,
484,,,,,,,,,,,,,,,,,,,,
485,,,,,,,,,,,,,,,,,,,,
486,,,,,,,,,,,,,,,,,,,,
487,,,,,,,,,,,,,,,,,,,,
488,,,,,,,,,,,,,,,,,,,,
489,,,,,,,,,,,,,,,,,,,,
490,,,,,,,,,x6x60 ,,,,,,,,,,,
491,,,,,,,,,,,,,,,,,,,,
492,,,,,,,,,,,,,,,,,,,,
493,,,,,,,,,,,,,,,,,,,,
494,,,,,,,,,,,,,,,,,,,,
495,,,,,,,,,,,,,,,,,,,,
496,,,,,,,,,,,,,,,,,,,,
497,,,,,,,,,,,,,,,,,,,,
498,,,,,,,,,,,,,,,,,,,,
499,,,,,,,,,x5960 ,,,,,,,,,,,
500,,,,,,,,,,,,,,,,,,,,
501,,,,,,,,,,,,,,,,,,,,
502,,,,,,,,,,,,,,,,,,,,
503,,,,,,,,,,,,,,,,,,,,
504,,,,,,,,ax    ,,,,,,,,,,,,
505,,,,,,,,,,,,,,,,,,,,
506,,,,,,,,,,,,,,,,,,,,
507,,,,,,,,,,,,,,,,,,,,
508,,,,,,,,,,,,,,,,,,,,
509,,,,,,,,,,,,,,,,,,,,
510,,,,,,,,,,,,,,,,,,,,
511,,,,,,,,,,,,,,,,,,,,
512,,,,,,,,,,,,,,,,,,,,
513,,,,,,,,,,,,,,,,,,,,
514,,,,,,,,,,,,,,,,,,,,
515,,,,,,,,,,,,,,,,,,,,
516,,,,,,,,,,,,,,,,,,,,
517,,,,,,,,,,,,,,,,,,,,
518,,,,,,,,,,,,,,,,,,,,
519,,,,,,,,,,,,,,,,,,,,
520,,,,,,,,,,,,,,,,,,,,
521,,,,,,,,,,,,,,,,,,,,
522,,,,,,,,,,,,,,,,,,,,
523,,,,,,,,,,,,,,,,,,,,
524,,,,,,,,,,,,,,,,,,,,
525,,,,,,,,,,,,,,,,,,,,
526,,,,,,,,,,,,,,,,,,,,
527,,,,,,,,,,,,,,,,,,,,
528,,,,,,,,,,,,,,,,,,,,
529,,,,,,,,,,,,,,,,,,,,
530,,,,,,,,,,,,,,,,,,,,
531,,,,,,,,,,,,,,,,,,,,
532,,,,,,,,,,,,,,,,,,,,
533,,,,,,,,,,,,,,,,,,,,
534,,,,,,,,,,,,,,,,,,,,
535,,,,,,,,,,,,,,,,,,,,
536,,,,,,,,,,,,,,,,,,,,
537,,,,,,,,,,,,,,,,,,,,
538,,,,,,,,,,,,,,,,,,,,
539,,,,,,,,,,,,,,,,,,,,
540,,,,,,,,,,,,,,,,,,,,
541,,,,,,,,,,,,,,,,,,,,
542,,,,,,,,,,,,,,,,,,,,
543,,,,,,,,,,,,,,,,,,,,
544,,,,,,,,,3x10x ,,,,,,,,,,,
545,,,,,,,,,,,,,,,,,,,,
546,,,,,,,,,,,,,,,,,,,,
547,,,,,,,,,,,,,,,,,,,,
548,,,,,,,,,,,,,,,,,,,,
549,,,,,,,,,,,,,,,,,,,,
550,,,,,,,,,,,,,,,,,,,,
551,,,,,,,,,,,,,,,,,,,,
552,,,,,,,,,,,,,,,,,,,,
553,,,,,,,,,,,,,,,,,,,,
554,,,,,,,,,,,,,,,,,,,,
555,,,,,,,,,,,,,,,,,,,,
556,,,,,,,,,,,,,,,,,,,,
557,,,,,,,,,,,,,,,,,,,,
558,,,,,,,,,,,,,,,,,,,,
559,,,,,,,,,,,,,,,,,,,,
560,,,,,,,,,,,,,,,,,,,,
561,,,,,,,,,,,,,,,,,,,,
562,,,,,,,,,,,,,,,,,,,,
563,,,,,,,,,,,,,,,,,,,,
564,,,,,,,,,,,,,,,,,,,,
565,,,,,,,,,,,,,,,,,,,,
566,,,,,,,,,,,,,,,,,,,,
567,,,,,,,,,,,,,,,,,,,,
568,,,,,,,,,,,,,,,,,,,,
569,,,,,,,,,,,,,,,,,,,,
570,,,,,,,,,,,,,,,,,,,,
571,,,,,,,,,,,,,,,,,,,,
572,,,,,,,,ax    ,,,,,,,,,,,,
573,,,,,,,,,,,,,,,,,,,,
574,,,,,,,,,,,,,,,,,,,,
575,,,,,,,,,,,,,,,,,,,,
576,,,,,,,,,,,,,,,,,,,,
577,,,,,,,,,,,,,,,,,,,,
578,,,,,,,,,,,,,,,,,,,,
579,,,,,,,,,,,,,,,,,,,,
580,,,,,,,,,,,,,,,,,,,,
581,,,,,,,,,,,,,,,,,,,,
582,,,,,,,,,,,,,,,,,,,,
583,,,,,,,,,,,,,,,,,,,,
584,,,,,,,,,,,,,,,,,,,,
585,,,,,,,,,,,,,,,,,,,,
586,,,,,,,,,,,,,,,,,,,,
587,,,,,,,,,,,,,,,,,,,,
588,,,,,,,,,,,,,,,,,,,,
589,,,,,,,,,,,,,,,,,,,,
590,,,,,,,,,,,,,,,,,,,,
591,,,,,,,,,,,,,,,,,,,,
592,,,,,,,,ax    ,,,,,,,,,,,,
593,,,,,,,,,,,,,,,,,,,,
594,,,,,,,,,,,,,,,,,,,,
595,,,,,,,,,,,,,,,,,,,,
596,,,,,,,,,,,,,,,,,,,,
597,,,,,,,,,,,,,,,,,,,,
598,,,,,,,,,,,,,,,,,,,,
599,,,,,,,,,,,,,,,,,,,,
600,,,,,,,,,,,,,,,,,,,,
601,,,,,,,,,,,,,,,,,,,,
602,,,,,,,,,,,,,,,,,,,,
603,,,,,,,,,,,,,,,,,,,,
604,,,,,,,,,,,,,,,,,,,,
605,,,,,,,,,,,,,,,,,,,,
606,,,,,,,,,,,,,,,,,,,,
607,,,,,,,,,,,,,,,,,,,,
