column_1,column_2,column_1_name,column_2_name,dependency
2,9,HospitalName,CountyName,"The facility identifier appears to determine the facility profile fields: the same identifier is associated with the same hospital name, street address, city, state abbreviation, ZIP code, county, phone number, hospital category, ownership type, and yes/no facility flag."
2,10,HospitalName,PhoneNumber,"The facility identifier appears to determine the facility profile fields: the same identifier is associated with the same hospital name, street address, city, state abbreviation, ZIP code, county, phone number, hospital category, ownership type, and yes/no facility flag."
2,11,HospitalName,HospitalType,"The facility identifier appears to determine the facility profile fields: the same identifier is associated with the same hospital name, street address, city, state abbreviation, ZIP code, county, phone number, hospital category, ownership type, and yes/no facility flag."
2,12,HospitalName,HospitalOwner,"The facility identifier appears to determine the facility profile fields: the same identifier is associated with the same hospital name, street address, city, state abbreviation, ZIP code, county, phone number, hospital category, ownership type, and yes/no facility flag."
2,13,HospitalName,EmergencyService,"The facility identifier appears to determine the facility profile fields: the same identifier is associated with the same hospital name, street address, city, state abbreviation, ZIP code, county, phone number, hospital category, ownership type, and yes/no facility flag."
3,6,Address1,City,"The facility identifier appears to determine the facility profile fields: the same identifier is associated with the same hospital name, street address, city, state abbreviation, ZIP code, county, phone number, hospital category, ownership type, and yes/no facility flag."
3,7,Address1,State,"The facility identifier appears to determine the facility profile fields: the same identifier is associated with the same hospital name, street address, city, state abbreviation, ZIP code, county, phone number, hospital category, ownership type, and yes/no facility flag."
3,8,Address1,ZipCode,"The facility identifier appears to determine the facility profile fields: the same identifier is associated with the same hospital name, street address, city, state abbreviation, ZIP code, county, phone number, hospital category, ownership type, and yes/no facility flag."
3,9,Address1,CountyName,"The facility identifier appears to determine the facility profile fields: the same identifier is associated with the same hospital name, street address, city, state abbreviation, ZIP code, county, phone number, hospital category, ownership type, and yes/no facility flag."
3,10,Address1,PhoneNumber,"The facility identifier appears to determine the facility profile fields: the same identifier is associated with the same hospital name, street address, city, state abbreviation, ZIP code, county, phone number, hospital category, ownership type, and yes/no facility flag."
3,11,Address1,HospitalType,"The facility identifier appears to determine the facility profile fields: the same identifier is associated with the same hospital name, street address, city, state abbreviation, ZIP code, county, phone number, hospital category, ownership type, and yes/no facility flag."
3,12,Address1,HospitalOwner,"The facility identifier appears to determine the facility profile fields: the same identifier is associated with the same hospital name, street address, city, state abbreviation, ZIP code, county, phone number, hospital category, ownership type, and yes/no facility flag."
3,13,Address1,EmergencyService,"The facility identifier appears to determine the facility profile fields: the same identifier is associated with the same hospital name, street address, city, state abbreviation, ZIP code, county, phone number, hospital category, ownership type, and yes/no facility flag."
6,7,City,State,"The facility identifier appears to determine the facility profile fields: the same identifier is associated with the same hospital name, street address, city, state abbreviation, ZIP code, county, phone number, hospital category, ownership type, and yes/no facility flag."
6,8,City,ZipCode,"The facility identifier appears to determine the facility profile fields: the same identifier is associated with the same hospital name, street address, city, state abbreviation, ZIP code, county, phone number, hospital category, ownership type, and yes/no facility flag."
6,9,City,CountyName,"The facility identifier appears to determine the facility profile fields: the same identifier is associated with the same hospital name, street address, city, state abbreviation, ZIP code, county, phone number, hospital category, ownership type, and yes/no facility flag."
6,10,City,PhoneNumber,"The facility identifier appears to determine the facility profile fields: the same identifier is associated with the same hospital name, street address, city, state abbreviation, ZIP code, county, phone number, hospital category, ownership type, and yes/no facility flag."
6,11,City,HospitalType,"The facility identifier appears to determine the facility profile fields: the same identifier is associated with the same hospital name, street address, city, state abbreviation, ZIP code, county, phone number, hospital category, ownership type, and yes/no facility flag."
6,12,City,HospitalOwner,"The facility identifier appears to determine the facility profile fields: the same identifier is associated with the same hospital name, street address, city, state abbreviation, ZIP code, county, phone number, hospital category, ownership type, and yes/no facility flag."
6,13,City,EmergencyService,"The facility identifier appears to determine the facility profile fields: the same identifier is associated with the same hospital name, street address, city, state abbreviation, ZIP code, county, phone number, hospital category, ownership type, and yes/no facility flag."
7,8,State,ZipCode,"The facility identifier appears to determine the facility profile fields: the same identifier is associated with the same hospital name, street address, city, state abbreviation, ZIP code, county, phone number, hospital category, ownership type, and yes/no facility flag."
7,9,State,CountyName,"The facility identifier appears to determine the facility profile fields: the same identifier is associated with the same hospital name, street address, city, state abbreviation, ZIP code, county, phone number, hospital category, ownership type, and yes/no facility flag."
7,10,State,PhoneNumber,"The facility identifier appears to determine the facility profile fields: the same identifier is associated with the same hospital name, street address, city, state abbreviation, ZIP code, county, phone number, hospital category, ownership type, and yes/no facility flag."
7,11,State,HospitalType,"The facility identifier appears to determine the facility profile fields: the same identifier is associated with the same hospital name, street address, city, state abbreviation, ZIP code, county, phone number, hospital category, ownership type, and yes/no facility flag."
7,12,State,HospitalOwner,"The facility identifier appears to determine the facility profile fields: the same identifier is associated with the same hospital name, street address, city, state abbreviation, ZIP code, county, phone number, hospital category, ownership type, and yes/no facility flag."
7,13,State,EmergencyService,"The facility identifier appears to determine the facility profile fields: the same identifier is associated with the same hospital name, street address, city, state abbreviation, ZIP code, county, phone number, hospital category, ownership type, and yes/no facility flag."
7,15,State,MeasureCode,The composite identifier in the last column is syntactically dependent on the state abbreviation and the measure code: it follows the pattern '<state>_<measure code>'.
7,19,State,Stateavg,"The state abbreviation forms the prefix of the composite identifier in the last column. In the sample, 'al' appears as the leading segment before the underscore."
8,9,ZipCode,CountyName,"The facility identifier appears to determine the facility profile fields: the same identifier is associated with the same hospital name, street address, city, state abbreviation, ZIP code, county, phone number, hospital category, ownership type, and yes/no facility flag."
8,10,ZipCode,PhoneNumber,"The facility identifier appears to determine the facility profile fields: the same identifier is associated with the same hospital name, street address, city, state abbreviation, ZIP code, county, phone number, hospital category, ownership type, and yes/no facility flag."
8,11,ZipCode,HospitalType,"The facility identifier appears to determine the facility profile fields: the same identifier is associated with the same hospital name, street address, city, state abbreviation, ZIP code, county, phone number, hospital category, ownership type, and yes/no facility flag."
8,12,ZipCode,HospitalOwner,"The facility identifier appears to determine the facility profile fields: the same identifier is associated with the same hospital name, street address, city, state abbreviation, ZIP code, county, phone number, hospital category, ownership type, and yes/no facility flag."
8,13,ZipCode,EmergencyService,"The facility identifier appears to determine the facility profile fields: the same identifier is associated with the same hospital name, street address, city, state abbreviation, ZIP code, county, phone number, hospital category, ownership type, and yes/no facility flag."
9,10,CountyName,PhoneNumber,"The facility identifier appears to determine the facility profile fields: the same identifier is associated with the same hospital name, street address, city, state abbreviation, ZIP code, county, phone number, hospital category, ownership type, and yes/no facility flag."
9,11,CountyName,HospitalType,"The facility identifier appears to determine the facility profile fields: the same identifier is associated with the same hospital name, street address, city, state abbreviation, ZIP code, county, phone number, hospital category, ownership type, and yes/no facility flag."
9,12,CountyName,HospitalOwner,"The facility identifier appears to determine the facility profile fields: the same identifier is associated with the same hospital name, street address, city, state abbreviation, ZIP code, county, phone number, hospital category, ownership type, and yes/no facility flag."
9,13,CountyName,EmergencyService,"The facility identifier appears to determine the facility profile fields: the same identifier is associated with the same hospital name, street address, city, state abbreviation, ZIP code, county, phone number, hospital category, ownership type, and yes/no facility flag."
10,11,PhoneNumber,HospitalType,"The facility identifier appears to determine the facility profile fields: the same identifier is associated with the same hospital name, street address, city, state abbreviation, ZIP code, county, phone number, hospital category, ownership type, and yes/no facility flag."
10,12,PhoneNumber,HospitalOwner,"The facility identifier appears to determine the facility profile fields: the same identifier is associated with the same hospital name, street address, city, state abbreviation, ZIP code, county, phone number, hospital category, ownership type, and yes/no facility flag."
10,13,PhoneNumber,EmergencyService,"The facility identifier appears to determine the facility profile fields: the same identifier is associated with the same hospital name, street address, city, state abbreviation, ZIP code, county, phone number, hospital category, ownership type, and yes/no facility flag."
11,12,HospitalType,HospitalOwner,"The facility identifier appears to determine the facility profile fields: the same identifier is associated with the same hospital name, street address, city, state abbreviation, ZIP code, county, phone number, hospital category, ownership type, and yes/no facility flag."
11,13,HospitalType,EmergencyService,"The facility identifier appears to determine the facility profile fields: the same identifier is associated with the same hospital name, street address, city, state abbreviation, ZIP code, county, phone number, hospital category, ownership type, and yes/no facility flag."
12,13,HospitalOwner,EmergencyService,"The facility identifier appears to determine the facility profile fields: the same identifier is associated with the same hospital name, street address, city, state abbreviation, ZIP code, county, phone number, hospital category, ownership type, and yes/no facility flag."
14,15,Condition,MeasureCode,"The medical condition/category determines the measure code and its full measure description. In the sample, the condition 'heart attack' is associated with measure codes beginning with 'ami', and each code maps to a specific textual quality-measure description."
14,16,Condition,MeasureName,"The medical condition/category determines the measure code and its full measure description. In the sample, the condition 'heart attack' is associated with measure codes beginning with 'ami', and each code maps to a specific textual quality-measure description."
14,19,Condition,Stateavg,"The clinical condition/category is linked to the measure code and the full textual measure description, and the composite key is syntactically built from state + '_' + measure code. In the sample, the condition 'pneumonia' is associated with codes such as 'pn-3b' and 'pn-4', each mapping to a specific description, while 'al_pn-3b' and 'al_pn-4' embed the state abbreviation and measure code."
15,16,MeasureCode,MeasureName,"The composite identifier in the last column is syntactically derived from the state/measure information and depends on the measure code. It embeds the measure code text (for example, 'ami-3' or 'ami-7a') and appears to prepend a state-related prefix."
15,19,MeasureCode,Stateavg,The composite identifier in the last column is syntactically dependent on the state abbreviation and the measure code: it follows the pattern '<state>_<measure code>'.
16,19,MeasureName,Stateavg,"The composite identifier in the last column is syntactically derived from the state/measure information and depends on the measure code. It embeds the measure code text (for example, 'ami-3' or 'ami-7a') and appears to prepend a state-related prefix."
17,18,Score,Sample,"The performance/result value is related to the patient-count text. Special result forms can correspond to count patterns; in the sample, a missing/empty-style result is paired with '0 patients', while '100%' is paired with a positive patient count."
