CountyName,original_index,unique_index
montgomery,550,36
monxgomery,551,37
montgomery,552,36
montgomery,553,36
montgomery,554,36
montgomery,555,36
montgomery,556,36
montgomery,557,36
montgomery,558,36
montgomery,559,36
montgomery,560,36
montgomery,561,36
montgomery,562,36
montgomery,563,36
montgomery,564,36
montgomery,565,36
chambers,566,39
chambers,567,39
chambers,568,39
chambers,569,39
chambers,570,39
chambers,571,39
chambers,572,39
chambers,573,39
chambers,574,39
chambers,575,39
chambers,576,39
chambers,577,39
xhambers,578,40
chambers,579,39
chambers,580,39
chambers,581,39
chambers,582,39
chambers,583,39
chambers,584,39
chambers,585,39
chambers,586,39
chambers,587,39
chambers,588,39
chambers,589,39
chaxbers,590,41
coffee,591,42
coffee,592,42
coffee,593,42
coffee,594,42
coffee,595,42
coffee,596,42
coffee,597,42
coffee,598,42
coffee,599,42
coffee,600,42
coffee,601,42
coffxx,602,43
coffee,603,42
coffee,604,42
coffee,605,42
coffee,606,42
coffee,607,42
coffee,608,42
coffee,609,42
coffee,610,42
coffee,611,42
coffee,612,42
coffee,613,42
coffee,614,42
coffee,615,42
lee,616,44
lee,617,44
lee,618,44
lee,619,44
lee,620,44
lee,621,44
lee,622,44
lee,623,44
lee,624,44
lee,625,44
lee,626,44
lee,627,44
lee,628,44
lee,629,44
lee,630,44
lee,631,44
lee,632,44
xee,633,45
lee,634,44
lee,635,44
lee,636,44
lee,637,44
lee,638,44
lee,639,44
lee,640,44
randolph,641,46
randolph,642,46
randolph,643,46
randolph,644,46
randolph,645,46
randolph,646,46
randolph,647,46
randolph,648,46
randolph,649,46
randolph,650,46
randolph,651,46
randolph,652,46
randolph,653,46
randolph,654,46
randolph,655,46
randolph,656,46
randolph,657,46
randolph,658,46
randolph,659,46
randolph,660,46
randolph,661,46
randolph,662,46
randolph,663,46
randolph,664,46
randolph,665,46
jefferson,666,0
jefferson,667,0
jefferson,668,0
jefferson,669,0
jefferson,670,0
jefferson,671,0
jxffxrson,672,30
jefferson,673,0
jefferson,674,0
jefferson,675,0
jefferson,676,0
jefferson,677,0
jefferson,678,0
jefferson,679,0
jefferson,680,0
jefferson,681,0
jefferson,682,0
jefferson,683,0
jefferson,684,0
jefferson,685,0
jefferson,686,0
jefferson,687,0
jefferson,688,0
jexxerson,689,32
jefferson,690,0
elmore,691,47
elmoxe,692,48
elmore,693,47
elmore,694,47
elmore,695,47
elmore,696,47
elmore,697,47
elxore,698,49
elmore,699,47
elmore,700,47
elmore,701,47
elmore,702,47
elmore,703,47
elmore,704,47
elmore,705,47
elmore,706,47
elmore,707,47
elmore,708,47
elmore,709,47
elmore,710,47
elmore,711,47
elmore,712,47
elmore,713,47
elmore,714,47
elmore,715,47
cullman,716,50
cullman,717,50
cullman,718,50
cullman,719,50
cullman,720,50
cullman,721,50
cxllman,722,51
cullman,723,50
cullman,724,50
cullman,725,50
cullman,726,50
cullman,727,50
cullman,728,50
cullman,729,50
cxllman,730,51
cullman,731,50
cullman,732,50
cullman,733,50
cullman,734,50
cullman,735,50
cullman,736,50
cullman,737,50
cullman,738,50
cullman,739,50
cullman,740,50
covington,741,7
covington,742,7
covington,743,7
covington,744,7
covington,745,7
covington,746,7
covington,747,7
covington,748,7
covington,749,7
covington,750,7
covington,751,7
coxington,752,52
covington,753,7
covington,754,7
covington,755,7
covington,756,7
covington,757,7
covington,758,7
covington,759,7
covington,760,7
covington,761,7
covington,762,7
covington,763,7
covington,764,7
covington,765,7
calhoun,766,18
calhoun,767,18
calhoun,768,18
calhoun,769,18
calhoun,770,18
calhoun,771,18
calhoun,772,18
calhoun,773,18
madison,774,53
madison,775,53
madison,776,53
madison,777,53
madison,778,53
madison,779,53
madison,780,53
madison,781,53
madison,782,53
madison,783,53
madison,784,53
madisxn,785,54
madison,786,53
madison,787,53
madison,788,53
madison,789,53
madison,790,53
madison,791,53
madison,792,53
madison,793,53
madison,794,53
madison,795,53
madison,796,53
madison,797,53
madisox,798,55
madison,799,53
madison,800,53
madison,801,53
etowah,802,56
etowah,803,56
etowah,804,56
etowah,805,56
etowah,806,56
etowah,807,56
etowah,808,56
etowah,809,56
etowah,810,56
etowah,811,56
etowah,812,56
etowah,813,56
etowah,814,56
etowah,815,56
etowah,816,56
etowah,817,56
etowah,818,56
etowah,819,56
etowah,820,56
etowah,821,56
etowah,822,56
etowah,823,56
etowah,824,56
etowah,825,56
etowah,826,56
chilton,827,57
chilton,828,57
chilton,829,57
chilton,830,57
chilton,831,57
chilton,832,57
chilton,833,57
chilton,834,57
chilton,835,57
chilton,836,57
chilton,837,57
chilton,838,57
chilton,839,57
chilton,840,57
chilton,841,57
chilton,842,57
chilton,843,57
chilton,844,57
chilton,845,57
chilton,846,57
chilton,847,57
chilton,848,57
chilton,849,57
chilton,850,57
chilton,851,57
marion,852,22
marion,853,22
marion,854,22
marion,855,22
marion,856,22
marion,857,22
marion,858,22
marion,859,22
marion,860,22
marion,861,22
marion,862,22
marion,863,22
marion,864,22
marion,865,22
marion,866,22
marion,867,22
marion,868,22
marion,869,22
marion,870,22
marion,871,22
marion,872,22
marion,873,22
marion,874,22
marion,875,22
marion,876,22
fayette,877,58
fayette,878,58
fayette,879,58
fayette,880,58
fayette,881,58
fayette,882,58
fayette,883,58
fayette,884,58
fayette,885,58
fayette,886,58
fayette,887,58
fayette,888,58
fayette,889,58
fayette,890,58
fayette,891,58
fayette,892,58
fayette,893,58
fayette,894,58
fayexxe,895,59
fayette,896,58
fayette,897,58
fayette,898,58
fayette,899,58
fayette,900,58
fayette,901,58
etowah,902,56
etowah,903,56
etowah,904,56
etowah,905,56
etowah,906,56
etowah,907,56
etowah,908,56
etowah,909,56
etowah,910,56
etowah,911,56
etowah,912,56
etowah,913,56
etowah,914,56
etowah,915,56
etowah,916,56
etowxh,917,60
etowah,918,56
etowah,919,56
etowah,920,56
etowah,921,56
etowah,922,56
etowah,923,56
etowah,924,56
etowah,925,56
etowah,926,56
etowah,927,56
etowah,928,56
etowah,929,56
butler,930,61
butler,931,61
butler,932,61
butler,933,61
butler,934,61
butler,935,61
butler,936,61
butler,937,61
butler,938,61
butler,939,61
butler,940,61
butler,941,61
butler,942,61
butxer,943,62
butler,944,61
butler,945,61
butler,946,61
butler,947,61
butler,948,61
butler,949,61
butler,950,61
butler,951,61
butler,952,61
butler,953,61
butler,954,61
coffee,955,42
coffee,956,42
coffee,957,42
coffee,958,42
coffee,959,42
coffee,960,42
coffee,961,42
coffee,962,42
coffee,963,42
coffee,964,42
coffee,965,42
cxffee,966,63
coffee,967,42
coffee,968,42
coffee,969,42
coffee,970,42
coffee,971,42
coffee,972,42
coffee,973,42
coffee,974,42
coffee,975,42
coffee,976,42
coffee,977,42
coffee,978,42
coffee,979,42
blount,980,64
blount,981,64
blount,982,64
blount,983,64
blount,984,64
blount,985,64
blount,986,64
blount,987,64
blount,988,64
blount,989,64
blount,990,64
blount,991,64
blount,992,64
blount,993,64
blount,994,64
blount,995,64
blount,996,64
blount,997,64
blount,998,64
blount,999,64
