brewery-name,city,original_index,unique_index
Avery Brewing Company,Boulder,161,43
Avery Brewing Company,Boulder,162,43
Avery Brewing Company,Boulder,163,43
Avery Brewing Company,Boulder,164,43
Avery Brewing Company,Boulder,165,43
Avery Brewing Company,Boulder,166,43
Aviator Brewing Company,Fuquay-Varina,167,44
Aviator Brewing Company,Fuquay-Varina,168,44
Aviator Brewing Company,Fuquay-Varina,169,44
Aviator Brewing Company,Fuquay-Varina,170,44
Aviator Brewing Company,Fuquay-Varina,171,44
Aviator Brewing Company,Fuquay-Varina,172,44
Back East Brewing Company,Bloomfield,173,45
Back East Brewing Company,Bloomfield,174,45
Back East Brewing Company,Bloomfield,175,45
Back East Brewing Company,Bloomfield,176,45
Back East Brewing Company,Bloomfield,177,45
Back Forty Beer Company,Gadsden,178,46
Back Forty Beer Company,Gadsden,179,46
Bale Breaker Brewing Company,Yakima,180,47
Bale Breaker Brewing Company,Yakima,181,47
Ballast Point Brewing Company,San Diego,182,48
Ballast Point Brewing Company,San Diego CA,183,49
Ballast Point Brewing Company,San Diego,184,48
Ballast Point Brewing Company,San Diego,185,48
Ballast Point Brewing Company,San Diego,186,48
Ballast Point Brewing Company,San Diego,187,48
Banner Beer Company,Williamsburg,188,50
Banner Beer Company,Williamsburg,189,50
Banner Beer Company,Williamsburg,190,50
Bare Hands Brewery,Granger,191,51
Barrio Brewing Company,Tucson,192,52
Barrio Brewing Company,Tucson,193,52
Base Camp Brewing Co.,Portland,194,53
Base Camp Brewing Co.,Portland,195,53
Base Camp Brewing Co.,Portland,196,53
Base Camp Brewing Co.,Portland,197,53
Base Camp Brewing Co.,Portland,198,53
Bauhaus Brew Labs,Minneapolis,199,54
Bauhaus Brew Labs,Minneapolis,200,54
Bauhaus Brew Labs,Minneapolis,201,54
Bauhaus Brew Labs,Minneapolis,202,54
Baxter Brewing Company,Lewiston,203,55
Baxter Brewing Company,Lewiston,204,55
Baxter Brewing Company,Lewiston,205,55
Baxter Brewing Company,Lewiston,206,55
Baxter Brewing Company,Lewiston,207,55
Baxter Brewing Company,Lewiston,208,55
Baxter Brewing Company,Lewiston,209,55
Baxter Brewing Company,Lewiston,210,55
Baxter Brewing Company,Lewiston,211,55
Beach Brewing Company,Virginia Beach,212,56
Beer Works Brewery,Lowell,213,57
Beer Works Brewery,Lowell,214,57
Beer Works Brewery,Lowell,215,57
Beer Works Brewery,Lowell,216,57
Bell's Brewery,Kalamazoo,217,58
Bell's Brewery,Kalamazoo,218,58
Bell's Brewery,Kalamazoo,219,58
Bell's Brewery,Kalamazoo,220,58
Bell's Brewery,Kalamazoo,221,58
Bell's Brewery,Kalamazoo,222,58
Bent Brewstillery,Roseville,223,59
Bent Brewstillery,Roseville,224,59
Bent Brewstillery,Roseville,225,59
Bent Paddle Brewing Company,Duluth,226,60
Bent Paddle Brewing Company,Duluth,227,60
Bent Paddle Brewing Company,Duluth,228,60
Bent Paddle Brewing Company,Duluth,229,60
Bent Paddle Brewing Company,Duluth MN,230,61
Bent Paddle Brewing Company,Duluth,231,60
Berkshire Brewing Company,South Deerfield,232,62
Berkshire Brewing Company,South Deerfield,233,62
Big Bend Brewing Company,Alpine,234,63
Big Bend Brewing Company,Alpine,235,63
Big Bend Brewing Company,Alpine,236,63
Big Bend Brewing Company,Alpine,237,63
Big Bend Brewing Company,Alpine,238,63
Big Choice Brewing,Broomfield,239,64
Big Choice Brewing,Broomfield,240,64
Big Choice Brewing,Broomfield,241,64
Big Choice Brewing,Broomfield,242,64
Big Elm Brewing,Sheffield,243,65
Big Elm Brewing,Sheffield,244,65
Big Elm Brewing,Sheffield,245,65
Big Lake Brewing,Holland,246,66
Big Lake Brewing,Holland,247,66
Big Muddy Brewing,Murphysboro,248,67
Big Muddy Brewing,Murphysboro,249,67
Big River Brewing Company,Chattanooga,250,68
Big River Brewing Company,Chattanooga,251,68
Big Sky Brewing Company,Missoula,252,69
Big Sky Brewing Company,Missoula,253,69
Big Sky Brewing Company,Missoula,254,69
Big Sky Brewing Company,Missoula,255,69
Big Sky Brewing Company,Missoula,256,69
Big Sky Brewing Company,Missoula,257,69
Big Sky Brewing Company,Missoula,258,69
Big Sky Brewing Company,Missoula,259,69
Big Sky Brewing Company,Missoula,260,69
Big Sky Brewing Company,Missoula,261,69
Big Sky Brewing Company,Missoula,262,69
Big Sky Brewing Company,Missoula,263,69
Big Storm Brewing Company,Odessa,264,70
Big Storm Brewing Company,Odessa,265,70
Big Wood Brewery,Vadnais Heights,266,71
Big Wood Brewery,Vadnais Heights,267,71
Big Wood Brewery,Vadnais Heights,268,71
Big Wood Brewery,Vadnais Heights,269,71
Big Wood Brewery,Vadnais Heights,270,71
Birdsong Brewing Company,Charlotte,271,72
Bitter Root Brewing,Hamilton,272,73
Bitter Root Brewing,Hamilton,273,73
Bitter Root Brewing,Hamilton,274,73
Black Acre Brewing Co.,Indianapolis,275,74
Black Market Brewing Company,Temecula,276,75
Black Market Brewing Company,Temecula,277,75
Black Market Brewing Company,Temecula,278,75
Black Market Brewing Company,Temecula,279,75
Black Shirt Brewing Company,Denver,280,76
Black Shirt Brewing Company,Denver,281,76
Black Shirt Brewing Company,Denver,282,76
Black Shirt Brewing Company,Denver,283,76
Black Tooth Brewing Company,Sheridan,284,77
Black Tooth Brewing Company,Sheridan,285,77
Blackrocks Brewery,Marquette,286,78
Blackrocks Brewery,Marquette,287,78
Blackrocks Brewery,Marquette,288,78
Blackrocks Brewery,Marquette,289,78
Blackrocks Brewery,Marquette,290,78
Blackrocks Brewery,Marquette,291,78
Blackrocks Brewery,Marquette,292,78
Blue Blood Brewing Company,Lincoln,293,79
Blue Blood Brewing Company,Lincoln,294,79
Blue Blood Brewing Company,Lincoln,295,79
Blue Blood Brewing Company,Lincoln,296,79
Blue Blood Brewing Company,Lincoln,297,79
Blue Blood Brewing Company,Lincoln,298,79
Blue Blood Brewing Company,Lincoln,299,79
Blue Blood Brewing Company,Lincoln,300,79
Blue Blood Brewing Company,Lincoln,301,79
Blue Blood Brewing Company,Lincoln,302,79
Blue Blood Brewing Company,Lincoln,303,79
Blue Blood Brewing Company,Lincoln,304,79
Blue Blood Brewing Company,Lincoln,305,79
Blue Blood Brewing Company,Lincoln,306,79
Blue Dog Mead,Eugene,307,80
Blue Dog Mead,Eugene,308,80
Blue Hills Brewery,Canton MA,309,81
Blue Mountain Brewery,Afton VA,310,82
Blue Mountain Brewery,Afton,311,83
Blue Mountain Brewery,Afton,312,83
Blue Mountain Brewery,Afton,313,83
Blue Mountain Brewery,Arrington,314,84
Blue Owl Brewing,Austin,315,85
Blue Owl Brewing,Austin,316,85
Blue Owl Brewing,Austin,317,85
Blue Owl Brewing,Austin,318,85
Blue Point Brewing Company,Patchogue,319,86
Blue Point Brewing Company,Patchogue,320,86
Blue Point Brewing Company,Patchogue,321,86
Blue Point Brewing Company,Patchogue,322,86
Bohemian Brewery,Midvale,323,87
Bohemian Brewery,Midvale,324,87
Bohemian Brewery,Midvale,325,87
Bohemian Brewery,Midvale,326,87
Bohemian Brewery,Midvale,327,87
Bold City Brewery,Jacksonville,328,88
Bold City Brewery,Jacksonville,329,88
Bold City Brewery,Jacksonville,330,88
Bolero Snort Brewery,Ridgefield Park,331,89
Bolero Snort Brewery,Ridgefield Park,332,89
Bomb Beer Company,New York,333,90
Bomb Beer Company,New York,334,90
Bonfire Brewing Company,Eagle,335,91
Bonfire Brewing Company,Eagle,336,91
Bonfire Brewing Company,Eagle,337,91
Bonfire Brewing Company,Eagle,338,91
Bonfire Brewing Company,Eagle,339,91
Bonfire Brewing Company,Eagle,340,91
Bonfire Brewing Company,Eagle,341,91
Bonfire Brewing Company,Eagle,342,91
Bonfire Brewing Company,Eagle,343,91
Bonfire Brewing Company,Eagle,344,91
Bonfire Brewing Company,Eagle,345,91
Bonfire Brewing Company,Eagle,346,91
Bonfire Brewing Company,Eagle,347,91
Bonfire Brewing Company,Eagle,348,91
Bonfire Brewing Company,Eagle,349,91
Bonfire Brewing Company,Eagle,350,91
Bonfire Brewing Company,Eagle,351,91
Bonfire Brewing Company,Eagle CO,352,92
Bonfire Brewing Company,Eagle,353,91
Borderlands Brewing Company,Tucson,354,93
Boston Beer Company,Boston,355,94
Boston Beer Company,Boston,356,94
Boston Beer Company,Boston,357,94
Boston Beer Company,Boston,358,94
Boston Beer Company,Boston,359,94
Boston Beer Company,Boston,360,94
Boston Beer Company,Boston,361,94
Boston Beer Company,Boston,362,94
Boston Beer Company,Boston,363,94
Boulder Beer Company,Boulder,364,95
Boulder Beer Company,Boulder,365,95
Boulder Beer Company,Boulder,366,95
Boulevard Brewing Company,Kansas City,367,96
Boxcar Brewing Company,West Chester,368,97
Boxcar Brewing Company,West Chester,369,97
Boxcar Brewing Company,West Chester,370,97
Bozeman Brewing Company,Bozeman,371,98
Bozeman Brewing Company,Bozeman,372,98
Bozeman Brewing Company,Bozeman,373,98
Bozeman Brewing Company,Bozeman,374,98
Bozeman Brewing Company,Bozeman,375,98
Branchline Brewing Company,San Antonio,376,99
Breakside Brewery,Portland,377,100
Breckenridge Brewery,Denver,378,101
Breckenridge Brewery,Denver,379,101
Breckenridge Brewery,Denver,380,101
Breckenridge Brewery,Denver CO,381,102
Brew Bus Brewing,Tampa,382,103
Brew Bus Brewing,Tampa,383,103
Brew Bus Brewing,Tampa,384,103
Brew Bus Brewing,Tampa,385,103
Brew Link Brewing,Plainfield IN,386,104
Brewery Terra Firma,Traverse City,387,105
Brewery Vivant,Grand Rapids,388,106
Brewery Vivant,Grand Rapids,389,106
Brewery Vivant,Grand Rapids,390,106
Brewery Vivant,Grand Rapids,391,106
Brewery Vivant,Grand Rapids,392,106
Brewery Vivant,Grand Rapids,393,106
Brewery Vivant,Grand Rapids,394,106
Brewery Vivant,Grand Rapids,395,106
Brewery Vivant,Grand Rapids,396,106
Brewery Vivant,Grand Rapids,397,106
Brewery Vivant,Grand Rapids,398,106
Brewery Vivant,Grand Rapids,399,106
Brewery Vivant,Grand Rapids,400,106
Brewery Vivant,Grand Rapids,401,106
Brewery Vivant,Grand Rapids,402,106
Brewery Vivant,Grand Rapids,403,106
Brewery Vivant,Grand Rapids,404,106
Brewery Vivant,Grand Rapids,405,106
Brewery Vivant,Grand Rapids,406,106
Brewery Vivant,Grand Rapids,407,106
Brewery Vivant,Grand Rapids,408,106
Brewery Vivant,Grand Rapids,409,106
Brewery Vivant,Grand Rapids MI,410,107
Brewery Vivant,Grand Rapids,411,106
Brewery Vivant,Grand Rapids,412,106
Brewery Vivant,Grand Rapids,413,106
Brewery Vivant,Grand Rapids,414,106
Brewery Vivant,Grand Rapids,415,106
Brewery Vivant,Grand Rapids,416,106
Brewery Vivant,Grand Rapids,417,106
Brewery Vivant,Grand Rapids,418,106
Brewery Vivant,Grand Rapids,419,106
Brewery Vivant,Grand Rapids,420,106
Brewery Vivant,Grand Rapids,421,106
Brewery Vivant,Grand Rapids,422,106
Brewery Vivant,Grand Rapids,423,106
Brewery Vivant,Grand Rapids,424,106
Brewery Vivant,Grand Rapids,425,106
Brewery Vivant,Grand Rapids,426,106
Brewery Vivant,Grand Rapids,427,106
Brewery Vivant,Grand Rapids,428,106
Brewery Vivant,Grand Rapids,429,106
Brewery Vivant,Grand Rapids,430,106
Brewery Vivant,Grand Rapids,431,106
Brewery Vivant,Grand Rapids,432,106
Brewery Vivant,Grand Rapids,433,106
Brewery Vivant,Grand Rapids,434,106
Brewery Vivant,Grand Rapids,435,106
Brewery Vivant,Grand Rapids,436,106
Brewery Vivant,Grand Rapids,437,106
Brewery Vivant,Grand Rapids,438,106
Brewery Vivant,Grand Rapids,439,106
Brewery Vivant,Grand Rapids,440,106
Brewery Vivant,Grand Rapids,441,106
Brewery Vivant,Grand Rapids,442,106
Brewery Vivant,Grand Rapids,443,106
Brewery Vivant,Grand Rapids,444,106
Brewery Vivant,Grand Rapids,445,106
Brewery Vivant,Grand Rapids,446,106
Brewery Vivant,Grand Rapids,447,106
Brewery Vivant,Grand Rapids,448,106
Brewery Vivant,Grand Rapids,449,106
Brindle Dog Brewing Company,Tampa Bay,450,108
Brindle Dog Brewing Company,Tampa Bay FL,451,109
Broad Brook Brewing LLC,East Windsor,452,110
Broken Tooth Brewing Company,Anchorage,453,111
Broken Tooth Brewing Company,Anchorage,454,111
Broken Tooth Brewing Company,Anchorage,455,111
Broken Tooth Brewing Company,Anchorage,456,111
Brooklyn Brewery,Brooklyn,457,112
Brooklyn Brewery,Brooklyn,458,112
Brooklyn Brewery,Brooklyn,459,112
Brooklyn Brewery,Brooklyn,460,112
Brooklyn Brewery,Brooklyn NY,461,113
Brooklyn Brewery,Brooklyn,462,112
Buckbean Brewing Company,Reno,463,114
Buckbean Brewing Company,Reno,464,114
Buckbean Brewing Company,Reno,465,114
Buckbean Brewing Company,Reno NV,466,115
Buckbean Brewing Company,Reno,467,114
Buckbean Brewing Company,Reno,468,114
Buckbean Brewing Company,Reno,469,114
Buckeye Brewing,Cleveland,470,116
BuckleDown Brewing,Lyons,471,117
Buffalo Bayou Brewing Company,Houston TX,472,118
Buffalo Bayou Brewing Company,Houston,473,119
Buffalo Bayou Brewing Company,Houston,474,119
Burn 'Em Brewing,Michigan City,475,120
Burn 'Em Brewing,Michigan City,476,120
Burn 'Em Brewing,Michigan City,477,120
Burn 'Em Brewing,Michigan City,478,120
Burn 'Em Brewing,Michigan City,479,120
Burn 'Em Brewing,Michigan City,480,120
Burn 'Em Brewing,Michigan City,481,120
Burn 'Em Brewing,Michigan City,482,120
Burn 'Em Brewing,Michigan City,483,120
Burn 'Em Brewing,Michigan City,484,120
Burn 'Em Brewing,Michigan City,485,120
Burnside Brewing Co.,Portland,486,121
Butcher's Brewing,Carlsbad,487,122
Butternuts Beer and Ale,Garrattsville,488,123
Butternuts Beer and Ale,Garrattsville,489,123
Butternuts Beer and Ale,Garrattsville,490,123
Butternuts Beer and Ale,Garrattsville,491,123
COAST Brewing Company,Charleston,492,124
COAST Brewing Company,Charleston,493,124
COAST Brewing Company,Charleston,494,124
COAST Brewing Company,Charleston,495,124
COAST Brewing Company,Charleston,496,124
COAST Brewing Company,Charleston,497,124
COOP Ale Works,Oklahoma City,498,125
COOP Ale Works,Oklahoma City,499,125
COOP Ale Works,Oklahoma City OK,500,126
COOP Ale Works,Oklahoma City,501,125
COOP Ale Works,Oklahoma City,502,125
COOP Ale Works,Oklahoma City,503,125
Caldera Brewing Company,Ashland,504,127
Caldera Brewing Company,Ashland,505,127
Caldera Brewing Company,Ashland,506,127
Caldera Brewing Company,Ashland,507,127
Caldera Brewing Company,Ashland OR,508,128
Caldera Brewing Company,Ashland,509,127
Caldera Brewing Company,Ashland,510,127
Caldera Brewing Company,Ashland,511,127
Caldera Brewing Company,Ashland,512,127
Caldera Brewing Company,Ashland,513,127
Caldera Brewing Company,Ashland,514,127
Caldera Brewing Company,Ashland,515,127
Caldera Brewing Company,Ashland,516,127
Caldera Brewing Company,Ashland,517,127
Cambridge Brewing Company,Cambridge MA,518,129
Cambridge Brewing Company,Cambridge,519,130
Cans Bar and Canteen,Charlotte,520,131
Cans Bar and Canteen,Charlotte,521,131
Cans Bar and Canteen,Charlotte,522,131
Cans Bar and Canteen,Charlotte,523,131
Cape Ann Brewing Company,Gloucester,524,132
Cape Ann Brewing Company,Gloucester,525,132
Cape Ann Brewing Company,Gloucester,526,132
Cape Ann Brewing Company,Gloucester,527,132
Cape Ann Brewing Company,Gloucester MA,528,133
Cape Cod Beer,Hyannis,529,134
Cape Cod Beer,Hyannis,530,134
Capital Brewery,Middleton,531,135
Capital Brewery,Middleton,532,135
Capital Brewery,Middleton,533,135
Capital Brewery,Middleton,534,135
Capital Brewery,Middleton,535,135
Capital Brewery,Middleton,536,135
Capital Brewery,Middleton,537,135
Capital Brewery,Middleton,538,135
Capital Brewery,Middleton,539,135
Capital Brewery,Middleton,540,135
Capital Brewery,Middleton,541,135
Carolina Beer & Beverage,Mooresville NC,542,136
Carolina Beer & Beverage,Mooresville NC,543,136
Carolina Beer & Beverage,Mooresville,544,137
Carolina Brewery,Pittsboro,545,138
Carolina Brewery,Pittsboro,546,138
Carolina Brewery,Pittsboro,547,138
Carton Brewing Company,Atlantic Highlands,548,139
Carton Brewing Company,Atlantic Highlands,549,139
Carton Brewing Company,Atlantic Highlands NJ,550,140
Carton Brewing Company,Atlantic Highlands,551,139
Cascadia Ciderworks United,Portland,552,141
Cascadia Ciderworks United,Portland,553,141
Catawba Brewing Company,Morganton,554,142
Catawba Brewing Company,Morganton,555,142
Catawba Brewing Company,Morganton,556,142
Catawba Brewing Company,Morganton,557,142
Catawba Brewing Company,Morganton,558,142
Catawba Brewing Company,Morganton,559,142
Catawba Brewing Company,Morganton,560,142
Catawba Island Brewing,Port Clinton,561,143
Catawba Island Brewing,Port Clinton,562,143
Catawba Valley Brewing Company,Morganton,563,144
Catawba Valley Brewing Company,Morganton,564,144
Cedar Creek Brewery,Seven Points,565,145
Cedar Creek Brewery,Seven Points,566,145
Cedar Creek Brewery,Seven Points,567,145
Cedar Creek Brewery,Seven Points,568,145
Cedar Creek Brewery,Seven Points,569,145
Cedar Creek Brewery,Seven Points,570,145
Centennial Beer Company,Edwards,571,146
Centennial Beer Company,Edwards CO,572,147
Center of the Universe Brewing C...,Ashland,573,148
Center of the Universe Brewing C...,Ashland,574,148
Center of the Universe Brewing C...,Ashland,575,148
Center of the Universe Brewing C...,Ashland,576,148
Central Coast Brewing Company,San Luis Obispo,577,149
Central Coast Brewing Company,San Luis Obispo CA,578,150
Central Coast Brewing Company,San Luis Obispo,579,149
Central Coast Brewing Company,San Luis Obispo,580,149
Champion Brewing Company,Charlottesville,581,151
Champion Brewing Company,Charlottesville,582,151
Champion Brewing Company,Charlottesville,583,151
Champion Brewing Company,Charlottesville VA,584,152
Chapman's Brewing,Angola,585,153
Chapman's Brewing,Angola,586,153
Chapman's Brewing,Angola,587,153
Chapman's Brewing,Angola IN,588,154
Chatham Brewing,Chatham,589,155
Chatham Brewing,Chatham,590,155
Cheboygan Brewing Company,Cheboygan,591,156
Cheboygan Brewing Company,Cheboygan,592,156
Cheboygan Brewing Company,Cheboygan,593,156
Christian Moerlein Brewing Company,Cincinnati,594,157
Churchkey Can Company,Seattle,595,158
Ciderboys,Stevens Point,596,159
Ciderboys,Stevens Point,597,159
Cigar City Brewing Company,Tampa,598,160
Cigar City Brewing Company,Tampa,599,160
Cigar City Brewing Company,Tampa,600,160
Cigar City Brewing Company,Tampa,601,160
Cigar City Brewing Company,Tampa,602,160
Cigar City Brewing Company,Tampa,603,160
Cigar City Brewing Company,Tampa,604,160
Cigar City Brewing Company,Tampa,605,160
Cigar City Brewing Company,Tampa,606,160
Cigar City Brewing Company,Tampa,607,160
Cigar City Brewing Company,Tampa,608,160
Cigar City Brewing Company,Tampa,609,160
Cigar City Brewing Company,Tampa,610,160
Cigar City Brewing Company,Tampa,611,160
Cigar City Brewing Company,Tampa,612,160
Cigar City Brewing Company,Tampa,613,160
Cigar City Brewing Company,Tampa,614,160
Cigar City Brewing Company,Tampa,615,160
Cigar City Brewing Company,Tampa,616,160
Cigar City Brewing Company,Tampa FL,617,161
Cigar City Brewing Company,Tampa,618,160
Cigar City Brewing Company,Tampa,619,160
Cigar City Brewing Company,Tampa,620,160
Cigar City Brewing Company,Tampa,621,160
Cigar City Brewing Company,Tampa,622,160
Cisco Brewers,Nantucket,623,162
Cisco Brewers,Nantucket,624,162
Cisco Brewers,Nantucket,625,162
Cisco Brewers,Nantucket,626,162
Cisco Brewers,Nantucket,627,162
Cisco Brewers,Nantucket,628,162
Cisco Brewers,Nantucket,629,162
Claremont Craft Ales,Claremont,630,163
Coalition Brewing Company,Portland,631,164
Coalition Brewing Company,Portland,632,164
Coastal Empire Beer Company,Savannah,633,165
Coastal Empire Beer Company,Savannah,634,165
Coastal Extreme Brewing Company,Newport,635,166
Coastal Extreme Brewing Company,Newport,636,166
Coastal Extreme Brewing Company,Newport,637,166
Coastal Extreme Brewing Company,Newport,638,166
College Street Brewhouse and Pub,Lake Havasu City,639,167
Confluence Brewing Company,Des Moines,640,168
Confluence Brewing Company,Des Moines,641,168
Confluence Brewing Company,Des Moines IA,642,169
Core Brewing & Distilling Company,Springdale,643,170
Core Brewing & Distilling Company,Springdale,644,170
Core Brewing & Distilling Company,Springdale,645,170
Core Brewing & Distilling Company,Springdale AR,646,171
Cottrell Brewing,Pawcatuck,647,172
Covington Brewhouse,Covington,648,173
Crabtree Brewing Company,Greeley,649,174
Crabtree Brewing Company,Greeley,650,174
Crabtree Brewing Company,Greeley,651,174
Crazy Mountain Brewing Company,Edwards,652,175
Crazy Mountain Brewing Company,Edwards,653,175
Crazy Mountain Brewing Company,Edwards,654,175
Crazy Mountain Brewing Company,Edwards,655,175
Crazy Mountain Brewing Company,Edwards,656,175
Crazy Mountain Brewing Company,Edwards,657,175
Crazy Mountain Brewing Company,Edwards,658,175
Crazy Mountain Brewing Company,Edwards,659,175
Creature Comforts,Athens,660,176
Creature Comforts,Athens,661,176
Crooked Fence Brewing Company,Garden City,662,177
