HospitalName,Address3,original_index,unique_index,count
eliza coffee memorial hospital,empty,74,5,25
eliza coffee memorial hospital,empty,75,5,25
eliza coffee memorial hospital,empty,76,5,25
eliza coffee memorial hospital,empty,77,5,25
eliza coffee memorial hospital,empty,78,5,25
eliza coffee memorial hospital,empty,79,5,25
eliza coffee memorial hospital,empty,80,5,25
eliza coffee memorial hospital,empty,81,5,25
eliza coffee memorial hospital,empty,82,5,25
eliza coffee memorial hospital,empty,83,5,25
eliza coffee memorial hospital,empty,84,5,25
eliza coffee memorial hospital,empty,85,5,25
eliza coffee memorial hospital,empty,86,5,25
eliza coffee memorial hospital,empty,87,5,25
eliza coffee memorial hospital,empty,88,5,25
eliza coffee memorial hospital,empty,89,5,25
eliza coffee memorial hospital,empty,90,5,25
eliza coffee memorial hospital,empty,91,5,25
eliza coffee memorial hospital,empty,92,5,25
eliza coffee memorial hospital,empty,93,5,25
mizell memorial hospital,empty,94,6,25
mizell memorial hospital,empty,95,6,25
mizell memorial hospital,empty,96,6,25
mizell memorial hospital,empty,97,6,25
mizell memorial hospital,empty,98,6,25
mizell memorial hospital,empty,99,6,25
mizell memorial hospital,empty,100,6,25
mizell memorial hospital,empty,101,6,25
mizell memorial hospital,empty,102,6,25
mizell memorial hospital,empty,103,6,25
mizell memorial hospital,empty,104,6,25
mizell memorial hospital,empty,105,6,25
mizell memorial hospital,empty,106,6,25
mizell memorial hospital,empty,107,6,25
mizell memorial hospital,empty,108,6,25
mizell memorial hospital,empty,109,6,25
mizell memorial hospital,empty,110,6,25
mizell memorial hospital,empty,111,6,25
mizell memorial hospital,empty,112,6,25
mizell memorial hospital,empty,113,6,25
mizell memorial hospital,empty,114,6,25
mizell memorial hospital,empty,115,6,25
mizell memorial hospital,empty,116,6,25
mizell memorial hospital,empty,117,6,25
mizell memorial hospital,empty,118,6,25
crenshaw community hospital,empty,119,7,24
crenshaw community hospital,empty,120,7,24
crenshaw community hospital,empty,121,7,24
crenshaw community hospital,empty,122,7,24
crenshaw community hospital,empty,123,7,24
crenshaw community hospital,empty,124,7,24
crenshaw community hospital,empty,125,7,24
crenshaw community hospital,empty,126,7,24
crenshaw community hospital,empty,127,7,24
crenshaw community hospital,empty,128,7,24
crenshaw community hospital,empty,129,7,24
crenshaw community hospital,empty,130,7,24
crenshaw cxmmunity hxspital,empty,131,8,1
crenshaw community hospital,empty,132,7,24
crenshaw community hospital,empty,133,7,24
crenshaw community hospital,empty,134,7,24
crenshaw community hospital,empty,135,7,24
crenshaw community hospital,empty,136,7,24
crenshaw community hospital,empty,137,7,24
crenshaw community hospital,empty,138,7,24
crenshaw community hospital,empty,139,7,24
crenshaw community hospital,empty,140,7,24
crenshaw community hospital,empty,141,7,24
crenshaw community hospital,empty,142,7,24
crenshaw community hospital,empty,143,7,24
hartselle medical center,empty,144,9,25
hartselle medical center,empty,145,9,25
hartselle medical center,empty,146,9,25
hartselle medical center,empty,147,9,25
hartselle medical center,empty,148,9,25
hartselle medical center,empty,149,9,25
hartselle medical center,empty,150,9,25
hartselle medical center,empty,151,9,25
hartselle medical center,empty,152,9,25
hartselle medical center,empty,153,9,25
hartselle medical center,empty,154,9,25
hartselle medical center,empty,155,9,25
hartselle medical center,empty,156,9,25
hartselle medical center,empty,157,9,25
hartselle medical center,empty,158,9,25
hartselle medical center,empty,159,9,25
hartselle medical center,empty,160,9,25
hartselle medical center,empty,161,9,25
hartselle medical center,empty,162,9,25
hartselle medical center,empty,163,9,25
hartselle medical center,empty,164,9,25
hartselle medical center,empty,165,9,25
hartselle medical center,empty,166,9,25
hartselle medical center,empty,167,9,25
hartselle medical center,empty,168,9,25
marshall medical center north,empty,169,10,24
marshall medical center north,empty,170,10,24
marshall medical cenxer norxh,empty,171,11,1
marshall medical center north,empty,172,10,24
marshall medical center north,empty,173,10,24
marshall medical center north,empty,174,10,24
marshall medical center north,empty,175,10,24
marshall medical center north,empty,176,10,24
marshall medical center north,empty,177,10,24
marshall medical center north,empty,178,10,24
marshall medical center north,empty,179,10,24
marshall medical center north,empty,180,10,24
marshall medical center north,empty,181,10,24
marshall medical center north,empty,182,10,24
marshall medical center north,empty,183,10,24
marshall medical center north,empty,184,10,24
marshall medical center north,empty,185,10,24
marshall medical center north,empty,186,10,24
marshall medical center north,empty,187,10,24
marshall medical center north,empty,188,10,24
marshall medical center north,empty,189,10,24
marshall medical center north,empty,190,10,24
marshall medical center north,empty,191,10,24
marshall medical center north,empty,192,10,24
marshall medical center north,empty,193,10,24
st vincents east,empty,194,12,25
st vincents east,empty,195,12,25
st vincents east,empty,196,12,25
st vincents east,empty,197,12,25
st vincents east,empty,198,12,25
st vincents east,empty,199,12,25
st vincents east,empty,200,12,25
st vincents east,empty,201,12,25
st vincents east,empty,202,12,25
st vincents east,empty,203,12,25
st vincents east,empty,204,12,25
st vincents east,empty,205,12,25
st vincents east,empty,206,12,25
st vincents east,empty,207,12,25
st vincents east,empty,208,12,25
st vincents east,empty,209,12,25
st vincents east,empty,210,12,25
st vincents east,empty,211,12,25
st vincents east,empty,212,12,25
st vincents east,empty,213,12,25
st vincents east,empty,214,12,25
st vincents east,empty,215,12,25
st vincents east,empty,216,12,25
st vincents east,empty,217,12,25
st vincents east,empty,218,12,25
dekalb regional medical center,empty,219,13,24
dekalb regional medical center,empty,220,13,24
dekalb regional medical center,empty,221,13,24
dekalb regional medical center,empty,222,13,24
dekalb regional medical center,empty,223,13,24
dekalb regional medical center,empty,224,13,24
dekalb regional medical center,empty,225,13,24
dekalb regional medical center,empty,226,13,24
dekalb regional medical center,empty,227,13,24
dekalb regional medical center,empty,228,13,24
dekalb regional medical center,empty,229,13,24
dekalb regional medical center,empty,230,13,24
dekalb regional medical center,empty,231,13,24
dekalb regional medical center,empty,232,13,24
dekalb regional medical center,empty,233,13,24
dekalb regional medical center,empty,234,13,24
dekalb regional medical center,empty,235,13,24
dekalb regional medical center,empty,236,13,24
dekalb regional medical center,empty,237,13,24
dekalb regional medical center,empty,238,13,24
dekalb regional medical center,empty,239,13,24
dekalb regional medical center,empty,240,13,24
dekalb regional medical center,empty,241,13,24
dekalb regional medical center,empty,242,13,24
dexalb regional medical center,empty,243,14,1
southwest alabama medical center,empty,244,15,25
southwest alabama medical center,empty,245,15,25
southwest alabama medical center,empty,246,15,25
southwest alabama medical center,empty,247,15,25
southwest alabama medical center,empty,248,15,25
southwest alabama medical center,empty,249,15,25
southwest alabama medical center,empty,250,15,25
southwest alabama medical center,empty,251,15,25
southwest alabama medical center,empty,252,15,25
southwest alabama medical center,empty,253,15,25
southwest alabama medical center,empty,254,15,25
southwest alabama medical center,empty,255,15,25
southwest alabama medical center,empty,256,15,25
southwest alabama medical center,empty,257,15,25
southwest alabama medical center,empty,258,15,25
southwest alabama medical center,empty,259,15,25
southwest alabama medical center,empty,260,15,25
southwest alabama medical center,empty,261,15,25
southwest alabama medical center,empty,262,15,25
southwest alabama medical center,empty,263,15,25
southwest alabama medical center,empty,264,15,25
southwest alabama medical center,empty,265,15,25
southwest alabama medical center,empty,266,15,25
southwest alabama medical center,empty,267,15,25
southwest alabama medical center,empty,268,15,25
shelby baptist medical center,empty,269,16,25
shelby baptist medical center,empty,270,16,25
shelby baptist medical center,empty,271,16,25
shelby baptist medical center,empty,272,16,25
shelby baptist medical center,empty,273,16,25
shelby baptist medical center,empty,274,16,25
shelby baptist medical center,empty,275,16,25
shelby baptist medical center,empty,276,16,25
shelby baptist medical center,empty,277,16,25
shelby baptist medical center,empty,278,16,25
shelby baptist medical center,empty,279,16,25
shelby baptist medical center,empty,280,16,25
shelby baptist medical center,empty,281,16,25
shelby baptist medical center,empty,282,16,25
shelby baptist medical center,empty,283,16,25
shelby baptist medical center,empty,284,16,25
shelby baptist medical center,empty,285,16,25
shelby baptist medical center,empty,286,16,25
shelby baptist medical center,empty,287,16,25
shelby baptist medical center,empty,288,16,25
shelby baptist medical center,empty,289,16,25
shelby baptist medical center,empty,290,16,25
shelby baptist medical center,empty,291,16,25
shelby baptist medical center,empty,292,16,25
shelby baptist medical center,empty,293,16,25
callahan eye foundation hospital,empty,294,0,25
callahan eye foundation hospital,empty,295,0,25
callahan eye foundation hospital,empty,296,0,25
callahan eye foundation hospital,empty,297,0,25
callahan eye foundation hospital,empty,298,0,25
callahan eye foundation hospital,empty,299,0,25
callahan eye foundation hospital,empty,300,0,25
callahan eye foundation hospital,empty,301,0,25
callahan eye foundation hospital,empty,302,0,25
callahan eye foundation hospital,empty,303,0,25
callahan eye foundation hospital,empty,304,0,25
callahan eye foundation hospital,empty,305,0,25
callahan eye foundation hospital,empty,306,0,25
callahan eye foundation hospital,empty,307,0,25
callahan eye foundation hospital,empty,308,0,25
callahan eye foundation hospital,empty,309,0,25
callahan eye foundation hospital,empty,310,0,25
stringfellow memorial hospital,empty,311,17,28
stringfellow memorial hospital,empty,312,17,28
stringfellow memorial hospital,empty,313,17,28
stringfellow memorial hospital,empty,314,17,28
stringfellow memorial hospital,empty,315,17,28
stringfellow memorial hospital,empty,316,17,28
stringfellow memorial hospital,empty,317,17,28
stringfellow memorial hospital,empty,318,17,28
stringfellow memorial hospital,empty,319,17,28
stringfellow memorial hospital,empty,320,17,28
stringfellow memorial hospital,empty,321,17,28
stringfellow memorial hospital,empty,322,17,28
stringfellow memorial hospital,empty,323,17,28
stringfellow memorial hospital,empty,324,17,28
stringfellow memorial hospital,empty,325,17,28
stringfellow memorial hospital,empty,326,17,28
stringfellow memorial hospital,empty,327,17,28
stringfellow memorial hospital,empty,328,17,28
stringfellow memorial hospital,empty,329,17,28
stringfellow memorial hospital,empty,330,17,28
flowers hospital,empty,331,18,16
flowers hospital,empty,332,18,16
flowers hospital,empty,333,18,16
flowers hospital,empty,334,18,16
flowers hospital,empty,335,18,16
flowers hospital,empty,336,18,16
floxers hospital,empty,337,19,1
flowers hospital,empty,338,18,16
flowers hospital,empty,339,18,16
flowers hospital,empty,340,18,16
flowers hospital,empty,341,18,16
flowers hospital,empty,342,18,16
flowers hospital,empty,343,18,16
flowers hospital,empty,344,18,16
flowers hospital,empty,345,18,16
flowers hospital,empty,346,18,16
flowers hospital,empty,347,18,16
st vincents hospital,empty,348,20,5
st vincents hospital,empty,349,20,5
st vincents hospital,empty,350,20,5
st vincents hospital,empty,351,20,5
st vincents hospital,empty,352,20,5
decatur general hospital,empty,353,21,1
northwest medical center,empty,354,22,25
northwest medical center,empty,355,22,25
northwest medical center,empty,356,22,25
northwest medical center,empty,357,22,25
northwest medical center,empty,358,22,25
northwest medical center,empty,359,22,25
northwest medical center,empty,360,22,25
northwest medical center,empty,361,22,25
northwest medical center,empty,362,22,25
northwest medical center,empty,363,22,25
northwest medical center,empty,364,22,25
northwest medical center,empty,365,22,25
northwest medical center,empty,366,22,25
northwest medical center,empty,367,22,25
northwest medical center,empty,368,22,25
northwest medical center,empty,369,22,25
northwest medical center,empty,370,22,25
northwest medical center,empty,371,22,25
northwest medical center,empty,372,22,25
northwest medical center,empty,373,22,25
northwest medical center,empty,374,22,25
northwest medical center,empty,375,22,25
northwest medical center,empty,376,22,25
northwest medical center,empty,377,22,25
northwest medical center,empty,378,22,25
univ of south alabama medical center,empty,379,23,11
univ of south alabama medical center,empty,380,23,11
univ of south alabama medical center,empty,381,23,11
univ of south alabama medical center,empty,382,23,11
univ of south alabama medical center,empty,383,23,11
univ ox south alabama medical center,empty,384,24,1
xniv of soxth alabama medical center,empty,385,25,1
univ of south alabama medical center,empty,386,23,11
univ of south alabama medical center,empty,387,23,11
univ of south alabama medical center,empty,388,23,11
univ of south alabama medical center,empty,389,23,11
univ of south alabama medical center,empty,390,23,11
univ of south alabama medical center,empty,391,23,11
prattville baptist hospital,empty,392,26,20
prattville baptist hospital,empty,393,26,20
prattville baptist hospital,empty,394,26,20
prattville baptist hospital,empty,395,26,20
prattville baptist hospital,empty,396,26,20
prattville baptist hospital,empty,397,26,20
prattville baptist hospital,empty,398,26,20
prattville baptist hospital,empty,399,26,20
prattville baptist hospital,empty,400,26,20
prattville baptist hospital,empty,401,26,20
prattville baptist hospital,empty,402,26,20
prattville baptist hospital,empty,403,26,20
prattville baptist hospital,empty,404,26,20
prattville baptist hospital,empty,405,26,20
prattville baptist hospital,empty,406,26,20
prattville baptist hospital,empty,407,26,20
prattville baptist hospital,empty,408,26,20
prattville baptist hospital,empty,409,26,20
prattville baptist hospital,empty,410,26,20
prattville baptist hospital,empty,411,26,20
russellville hospital,empty,412,27,2
russellville hospital,empty,413,27,2
coosa valley medical center,empty,414,28,18
coosa valley medical center,empty,415,28,18
coosa valley medical center,empty,416,28,18
coosa valley medical center,empty,417,28,18
coosa valley medical center,empty,418,28,18
coosa valley medical center,empty,419,28,18
coosa valley medical center,empty,420,28,18
coosa valley medical center,empty,421,28,18
coosa valley medical center,empty,422,28,18
coosa valley medical center,empty,423,28,18
coosa valley medical center,empty,424,28,18
coosa valley medical center,empty,425,28,18
coosa valley medical center,empty,426,28,18
coosa valley medical center,empty,427,28,18
coosa valley medical center,empty,428,28,18
coosa valley medical center,empty,429,28,18
coosa valley medical center,empty,430,28,18
coosa valley medical center,empty,431,28,18
alaska regional hospital,empty,432,29,17
alaska regional hospital,empty,433,29,17
alaska regional hospital,empty,434,29,17
alaska regional hospital,empty,435,29,17
alaska regional hospital,empty,436,29,17
alaska regional hospital,empty,437,29,17
alaska regional hospital,empty,438,29,17
alaska regional hospital,empty,439,29,17
alaska regional hospital,empty,440,29,17
alaska regional hospital,empty,441,29,17
alaska regional hospital,empty,442,29,17
alaska regional hospital,empty,443,29,17
alaska regional hospital,empty,444,29,17
alaska regional hospital,empty,445,29,17
alaska regional hospital,empty,446,29,17
alaska regional hospital,empty,447,29,17
xlxskx regionxl hospitxl,empty,448,30,1
alaska regional hospital,empty,449,29,17
yukon kuskokwim delta reg hospital,empty,450,31,2
yukon kuskokwim delta reg hospital,empty,451,31,2
helen keller memorial hospital,empty,452,1,25
helen keller memorial hospital,empty,453,1,25
helen keller memorial hospital,empty,454,1,25
helen keller memorial hospital,empty,455,1,25
helen keller memorial hospital,empty,456,1,25
helen keller memorial hospital,empty,457,1,25
helen keller memorial hospital,empty,458,1,25
helen keller memorial hospital,empty,459,1,25
helen keller memorial hospital,empty,460,1,25
helen keller memorial hospital,empty,461,1,25
helen keller memorial hospital,empty,462,1,25
helen keller memorial hospital,empty,463,1,25
helen keller memorial hospital,empty,464,1,25
helen keller memorial hospital,empty,465,1,25
dale medical center,empty,466,32,25
dale medical center,empty,467,32,25
dale medical center,empty,468,32,25
dale medical center,empty,469,32,25
dale medical center,empty,470,32,25
dale medical center,empty,471,32,25
dale medical center,empty,472,32,25
dale medical center,empty,473,32,25
dale medical center,empty,474,32,25
dale medical center,empty,475,32,25
dale medical center,empty,476,32,25
dale medical center,empty,477,32,25
dale medical center,empty,478,32,25
dale medical center,empty,479,32,25
dale medical center,empty,480,32,25
dale medical center,empty,481,32,25
dale medical center,empty,482,32,25
dale medical center,empty,483,32,25
dale medical center,empty,484,32,25
dale medical center,empty,485,32,25
dale medical center,empty,486,32,25
dale medical center,empty,487,32,25
dale medical center,empty,488,32,25
dale medical center,empty,489,32,25
dale medical center,empty,490,32,25
cherokee medical center,empty,491,33,25
cherokee medical center,empty,492,33,25
cherokee medical center,empty,493,33,25
cherokee medical center,empty,494,33,25
cherokee medical center,empty,495,33,25
cherokee medical center,empty,496,33,25
cherokee medical center,empty,497,33,25
cherokee medical center,empty,498,33,25
cherokee medical center,empty,499,33,25
cherokee medical center,empty,500,33,25
cherokee medical center,empty,501,33,25
cherokee medical center,empty,502,33,25
cherokee medical center,empty,503,33,25
cherokee medical center,empty,504,33,25
cherokee medical center,empty,505,33,25
cherokee medical center,empty,506,33,25
cherokee medical center,empty,507,33,25
cherokee medical center,empty,508,33,25
cherokee medical center,empty,509,33,25
cherokee medical center,empty,510,33,25
cherokee medical center,empty,511,33,25
cherokee medical center,empty,512,33,25
cherokee medical center,empty,513,33,25
cherokee medical center,empty,514,33,25
cherokee medical center,empty,515,33,25
baptist medical center south,empty,516,34,24
baptist medical center south,empty,517,34,24
baptist medical center south,empty,518,34,24
baptist medical center south,empty,519,34,24
baptist medical center south,empty,520,34,24
baptist medical center south,empty,521,34,24
baptist medical center south,empty,522,34,24
baptist medical center south,empty,523,34,24
baptist medical center south,empty,524,34,24
baptist medical center south,empty,525,34,24
baptist medical center south,empty,526,34,24
baptist medical center south,empty,527,34,24
baptist medical center south,empty,528,34,24
baptist medical center south,empty,529,34,24
baptist medical center south,empty,530,34,24
baptist medical center south,empty,531,34,24
baptist medical cexter south,empty,532,35,1
baptist medical center south,empty,533,34,24
baptist medical center south,empty,534,34,24
baptist medical center south,empty,535,34,24
baptist medical center south,empty,536,34,24
baptist medical center south,empty,537,34,24
baptist medical center south,empty,538,34,24
baptist medical center south,empty,539,34,24
baptist medical center south,empty,540,34,24
jackson hospital & clinic inc,empty,541,36,24
jackson hospital & clinic inc,empty,542,36,24
jackson hospital & clinic inc,empty,543,36,24
jackson hospital & clinic inc,empty,544,36,24
jackson hospital & clinic inc,empty,545,36,24
jackson hospital & clinic inc,empty,546,36,24
jackson hospital & clinic inc,empty,547,36,24
jackson hospital & clinic inc,empty,548,36,24
jackson hospital & clinic inc,empty,549,36,24
jackson hospital & clinic inc,empty,550,36,24
jackson hospital & clinic inc,empty,551,36,24
jackson hospital & clinic inc,empty,552,36,24
jackson hospital & clinic inc,empty,553,36,24
jackson hospital & clinic inc,empty,554,36,24
jackson hospital & clinic inc,empty,555,36,24
jackson hospital & clinic inc,empty,556,36,24
jackson hospital & clinic inc,empty,557,36,24
jackson hospital & clinic inc,empty,558,36,24
jackson hospital & clinic inc,empty,559,36,24
jaxkson hospital & xlinix inx,empty,560,37,1
jackson hospital & clinic inc,empty,561,36,24
jackson hospital & clinic inc,empty,562,36,24
jackson hospital & clinic inc,empty,563,36,24
jackson hospital & clinic inc,empty,564,36,24
jackson hospital & clinic inc,empty,565,36,24
g h lanier memorial hospital,empty,566,38,25
g h lanier memorial hospital,empty,567,38,25
g h lanier memorial hospital,empty,568,38,25
g h lanier memorial hospital,empty,569,38,25
g h lanier memorial hospital,empty,570,38,25
g h lanier memorial hospital,empty,571,38,25
g h lanier memorial hospital,empty,572,38,25
g h lanier memorial hospital,empty,573,38,25
g h lanier memorial hospital,empty,574,38,25
g h lanier memorial hospital,empty,575,38,25
g h lanier memorial hospital,empty,576,38,25
g h lanier memorial hospital,empty,577,38,25
g h lanier memorial hospital,empty,578,38,25
g h lanier memorial hospital,empty,579,38,25
g h lanier memorial hospital,empty,580,38,25
g h lanier memorial hospital,empty,581,38,25
g h lanier memorial hospital,empty,582,38,25
g h lanier memorial hospital,empty,583,38,25
g h lanier memorial hospital,empty,584,38,25
g h lanier memorial hospital,empty,585,38,25
g h lanier memorial hospital,empty,586,38,25
g h lanier memorial hospital,empty,587,38,25
g h lanier memorial hospital,empty,588,38,25
g h lanier memorial hospital,empty,589,38,25
g h lanier memorial hospital,empty,590,38,25
elba general hospital,empty,591,39,25
elba general hospital,empty,592,39,25
elba general hospital,empty,593,39,25
elba general hospital,empty,594,39,25
elba general hospital,empty,595,39,25
elba general hospital,empty,596,39,25
elba general hospital,empty,597,39,25
elba general hospital,empty,598,39,25
elba general hospital,empty,599,39,25
elba general hospital,empty,600,39,25
elba general hospital,empty,601,39,25
elba general hospital,empty,602,39,25
elba general hospital,empty,603,39,25
elba general hospital,empty,604,39,25
elba general hospital,empty,605,39,25
elba general hospital,empty,606,39,25
elba general hospital,empty,607,39,25
elba general hospital,empty,608,39,25
elba general hospital,empty,609,39,25
elba general hospital,empty,610,39,25
elba general hospital,empty,611,39,25
elba general hospital,empty,612,39,25
elba general hospital,empty,613,39,25
elba general hospital,empty,614,39,25
elba general hospital,empty,615,39,25
east alabama medical center and snf,empty,616,40,25
east alabama medical center and snf,empty,617,40,25
east alabama medical center and snf,empty,618,40,25
east alabama medical center and snf,empty,619,40,25
east alabama medical center and snf,empty,620,40,25
east alabama medical center and snf,empty,621,40,25
east alabama medical center and snf,empty,622,40,25
east alabama medical center and snf,empty,623,40,25
east alabama medical center and snf,empty,624,40,25
east alabama medical center and snf,empty,625,40,25
east alabama medical center and snf,empty,626,40,25
east alabama medical center and snf,empty,627,40,25
east alabama medical center and snf,empty,628,40,25
east alabama medical center and snf,empty,629,40,25
east alabama medical center and snf,empty,630,40,25
east alabama medical center and snf,empty,631,40,25
east alabama medical center and snf,empty,632,40,25
east alabama medical center and snf,empty,633,40,25
east alabama medical center and snf,empty,634,40,25
east alabama medical center and snf,empty,635,40,25
east alabama medical center and snf,empty,636,40,25
east alabama medical center and snf,empty,637,40,25
east alabama medical center and snf,empty,638,40,25
east alabama medical center and snf,empty,639,40,25
east alabama medical center and snf,empty,640,40,25
wedowee hospital,empty,641,41,24
wedowee hospital,empty,642,41,24
wedowee hospital,empty,643,41,24
wedowee hospital,empty,644,41,24
wedowee hospital,empty,645,41,24
wedowee hospital,empty,646,41,24
wedowee hospital,empty,647,41,24
wedowee hospital,empty,648,41,24
wedowee hospital,empty,649,41,24
wedowee hospital,empty,650,41,24
wedowee hospital,empty,651,41,24
wedowee hospital,empty,652,41,24
wedowee hospital,empty,653,41,24
wedowee hosxital,empty,654,42,1
wedowee hospital,empty,655,41,24
wedowee hospital,empty,656,41,24
wedowee hospital,empty,657,41,24
wedowee hospital,empty,658,41,24
wedowee hospital,empty,659,41,24
wedowee hospital,empty,660,41,24
wedowee hospital,empty,661,41,24
wedowee hospital,empty,662,41,24
wedowee hospital,empty,663,41,24
wedowee hospital,empty,664,41,24
wedowee hospital,empty,665,41,24
university of alabama hospital,empty,666,43,25
university of alabama hospital,empty,667,43,25
university of alabama hospital,empty,668,43,25
university of alabama hospital,empty,669,43,25
university of alabama hospital,empty,670,43,25
university of alabama hospital,empty,671,43,25
university of alabama hospital,empty,672,43,25
university of alabama hospital,empty,673,43,25
university of alabama hospital,empty,674,43,25
university of alabama hospital,empty,675,43,25
university of alabama hospital,empty,676,43,25
university of alabama hospital,empty,677,43,25
university of alabama hospital,empty,678,43,25
university of alabama hospital,empty,679,43,25
university of alabama hospital,empty,680,43,25
university of alabama hospital,empty,681,43,25
university of alabama hospital,empty,682,43,25
university of alabama hospital,empty,683,43,25
university of alabama hospital,empty,684,43,25
university of alabama hospital,empty,685,43,25
university of alabama hospital,empty,686,43,25
university of alabama hospital,empty,687,43,25
university of alabama hospital,empty,688,43,25
university of alabama hospital,empty,689,43,25
university of alabama hospital,empty,690,43,25
community hospital inc,empty,691,44,23
community hospital inc,empty,692,44,23
community hospital inc,empty,693,44,23
community hospital inc,empty,694,44,23
community hospital inc,empty,695,44,23
community hospital inc,empty,696,44,23
communitx hospital inc,empty,697,45,1
community hospital inc,empty,698,44,23
community hospital inc,empty,699,44,23
community hospital inc,empty,700,44,23
community hospital inc,empty,701,44,23
community hospital inc,empty,702,44,23
community hospital inc,empty,703,44,23
community hospital inc,empty,704,44,23
community hospital inc,empty,705,44,23
community hospital inc,empty,706,44,23
community hospital inc,empty,707,44,23
community hospital inc,empty,708,44,23
community hospital inc,empty,709,44,23
communixy hospixal inc,empty,710,46,1
community hospital inc,empty,711,44,23
community hospital inc,empty,712,44,23
community hospital inc,empty,713,44,23
community hospital inc,empty,714,44,23
community hospital inc,empty,715,44,23
cullman regional medical center,empty,716,47,24
cullman regional medical center,empty,717,47,24
cullman regional medical center,empty,718,47,24
cullman regional medical center,empty,719,47,24
cullman regional medical center,empty,720,47,24
cullman regional medical center,empty,721,47,24
cullman regional medical center,empty,722,47,24
cullman regional medical center,empty,723,47,24
cullman regional medical center,empty,724,47,24
cullman regional medical center,empty,725,47,24
cullman regional medical center,empty,726,47,24
cullman regional medical center,empty,727,47,24
cullman regional medical center,empty,728,47,24
cullman regional medical center,empty,729,47,24
cullmxn regionxl medicxl center,empty,730,48,1
cullman regional medical center,empty,731,47,24
cullman regional medical center,empty,732,47,24
cullman regional medical center,empty,733,47,24
cullman regional medical center,empty,734,47,24
cullman regional medical center,empty,735,47,24
cullman regional medical center,empty,736,47,24
cullman regional medical center,empty,737,47,24
cullman regional medical center,empty,738,47,24
cullman regional medical center,empty,739,47,24
cullman regional medical center,empty,740,47,24
andalusia regional hospital,empty,741,49,23
andalusia regional hospital,empty,742,49,23
andalusia regional hospital,empty,743,49,23
andalusia regional hospital,empty,744,49,23
andalusia regional hospital,empty,745,49,23
andalusia regional hospital,empty,746,49,23
andalusia regional hospital,empty,747,49,23
andalusia regional hospital,empty,748,49,23
andalusia regional hospital,empty,749,49,23
andalusia regional hospital,empty,750,49,23
andalusia regional hospital,empty,751,49,23
andalusia regional hospital,empty,752,49,23
andalusia regional hospital,empty,753,49,23
andalusia regional hospital,empty,754,49,23
andalusia regional hospital,empty,755,49,23
andalusia regional hospital,empty,756,49,23
andalusia regional hospital,empty,757,49,23
andaxusia regionax hospitax,empty,758,50,1
