city         ,original_index,unique_index
mobile       ,381,28
mobile       ,382,28
mobile       ,383,28
mobile       ,384,28
mobile       ,385,28
mobile       ,386,28
mobile       ,387,28
mobile       ,388,28
mobile       ,389,28
mobile       ,390,28
mobile       ,391,28
prattville   ,392,29
prattville   ,393,29
prattville   ,394,29
prattville   ,395,29
prattville   ,396,29
prattville   ,397,29
prattville   ,398,29
prattville   ,399,29
prattville   ,400,29
prattville   ,401,29
prattville   ,402,29
prattville   ,403,29
prattville   ,404,29
prattville   ,405,29
prattville   ,406,29
prattville   ,407,29
prattville   ,408,29
prattville   ,409,29
prattville   ,410,29
prattville   ,411,29
russellville ,412,30
russellville ,413,30
sylacauga    ,414,31
sylacauga    ,415,31
sylacauga    ,416,31
sylacauga    ,417,31
sylacauga    ,418,31
sylacauga    ,419,31
sylacauga    ,420,31
sylacauga    ,421,31
sylacauga    ,422,31
sylacauga    ,423,31
sylacauga    ,424,31
sylacauga    ,425,31
sylacauga    ,426,31
sylacauga    ,427,31
sylacauga    ,428,31
sylacauga    ,429,31
sylacauga    ,430,31
sylacauga    ,431,31
anchorage    ,432,32
anchorage    ,433,32
anchorage    ,434,32
anchorage    ,435,32
anchorage    ,436,32
anchoraxe    ,437,33
anchorage    ,438,32
anchorage    ,439,32
anchorage    ,440,32
anchorage    ,441,32
anchorage    ,442,32
anchorage    ,443,32
anchorage    ,444,32
anchorage    ,445,32
anchorage    ,446,32
anchorage    ,447,32
anchorage    ,448,32
anchorage    ,449,32
bethel       ,450,34
bethel       ,451,34
sheffield    ,452,3
sheffield    ,453,3
sheffield    ,454,3
sheffield    ,455,3
sheffield    ,456,3
sheffield    ,457,3
sheffield    ,458,3
sheffield    ,459,3
sheffield    ,460,3
sheffield    ,461,3
sheffield    ,462,3
sheffield    ,463,3
sheffield    ,464,3
sheffield    ,465,3
ozark        ,466,35
ozark        ,467,35
ozark        ,468,35
ozark        ,469,35
ozark        ,470,35
ozark        ,471,35
ozark        ,472,35
ozark        ,473,35
ozarx        ,474,36
ozark        ,475,35
ozark        ,476,35
ozark        ,477,35
ozark        ,478,35
ozark        ,479,35
ozark        ,480,35
ozark        ,481,35
ozark        ,482,35
ozark        ,483,35
ozark        ,484,35
xzark        ,485,37
ozark        ,486,35
ozark        ,487,35
ozark        ,488,35
ozark        ,489,35
ozark        ,490,35
centre       ,491,38
centre       ,492,38
centre       ,493,38
centre       ,494,38
centre       ,495,38
centre       ,496,38
centre       ,497,38
centre       ,498,38
centre       ,499,38
centre       ,500,38
centre       ,501,38
centre       ,502,38
centre       ,503,38
centre       ,504,38
centre       ,505,38
centre       ,506,38
centre       ,507,38
centre       ,508,38
centre       ,509,38
centre       ,510,38
centre       ,511,38
centre       ,512,38
centre       ,513,38
centre       ,514,38
centre       ,515,38
montgomery   ,516,39
montxomery   ,517,40
montgomery   ,518,39
montgomery   ,519,39
montgomery   ,520,39
montgomery   ,521,39
montgomery   ,522,39
montgomery   ,523,39
montgomery   ,524,39
montgomery   ,525,39
montgomery   ,526,39
montgomery   ,527,39
montgomery   ,528,39
montgomery   ,529,39
montgomery   ,530,39
montgomery   ,531,39
montgomery   ,532,39
montgomery   ,533,39
montgomery   ,534,39
montgomery   ,535,39
montgomery   ,536,39
montgomery   ,537,39
montgomery   ,538,39
montgomery   ,539,39
montgomery   ,540,39
montgomery   ,541,39
montgomery   ,542,39
montgomery   ,543,39
montgomery   ,544,39
montgomery   ,545,39
montgomery   ,546,39
montgomery   ,547,39
montgomery   ,548,39
montgomery   ,549,39
montgomery   ,550,39
montgomery   ,551,39
montgomery   ,552,39
montgomery   ,553,39
montgomery   ,554,39
montgomery   ,555,39
montgomery   ,556,39
montgomery   ,557,39
montgomery   ,558,39
montgomery   ,559,39
montgomery   ,560,39
montgomery   ,561,39
montgomery   ,562,39
montgomery   ,563,39
montgomery   ,564,39
montgomery   ,565,39
valley       ,566,41
valley       ,567,41
valley       ,568,41
valley       ,569,41
valley       ,570,41
valley       ,571,41
valley       ,572,41
valley       ,573,41
valley       ,574,41
valley       ,575,41
valley       ,576,41
valley       ,577,41
vallex       ,578,42
valley       ,579,41
valley       ,580,41
valley       ,581,41
valley       ,582,41
valley       ,583,41
valley       ,584,41
valley       ,585,41
valley       ,586,41
valley       ,587,41
valley       ,588,41
valley       ,589,41
vxlley       ,590,43
elba         ,591,44
elba         ,592,44
elba         ,593,44
elba         ,594,44
elba         ,595,44
elba         ,596,44
elba         ,597,44
elba         ,598,44
elba         ,599,44
elba         ,600,44
exba         ,601,45
elba         ,602,44
elba         ,603,44
elba         ,604,44
elba         ,605,44
elba         ,606,44
elba         ,607,44
elba         ,608,44
elba         ,609,44
elba         ,610,44
elba         ,611,44
elba         ,612,44
elba         ,613,44
elba         ,614,44
elba         ,615,44
opelika      ,616,46
opelika      ,617,46
opelika      ,618,46
opelika      ,619,46
opelika      ,620,46
opelika      ,621,46
opelika      ,622,46
opelika      ,623,46
opelika      ,624,46
opelika      ,625,46
opelika      ,626,46
opelika      ,627,46
opelika      ,628,46
opelika      ,629,46
opelika      ,630,46
opelika      ,631,46
opelika      ,632,46
opelika      ,633,46
opelika      ,634,46
opelika      ,635,46
opelika      ,636,46
opelika      ,637,46
opelika      ,638,46
opelika      ,639,46
opelika      ,640,46
wedowee      ,641,47
wedowee      ,642,47
wedowee      ,643,47
wedowee      ,644,47
wedowee      ,645,47
wedowee      ,646,47
wedowee      ,647,47
wedowee      ,648,47
wedowee      ,649,47
wedowee      ,650,47
wedowee      ,651,47
wedowee      ,652,47
wedowee      ,653,47
wxdowxx      ,654,48
wedowee      ,655,47
wedowee      ,656,47
wedowee      ,657,47
wedowee      ,658,47
wedowee      ,659,47
wedowee      ,660,47
wedowee      ,661,47
wedowee      ,662,47
wedowee      ,663,47
wedowee      ,664,47
wedowee      ,665,47
birmingham   ,666,0
birmingham   ,667,0
birmingham   ,668,0
birmingham   ,669,0
birmingham   ,670,0
birmingham   ,671,0
birmingham   ,672,0
birmingham   ,673,0
birmingham   ,674,0
birmingham   ,675,0
birmingham   ,676,0
birmingham   ,677,0
birmingham   ,678,0
birmingham   ,679,0
birmingham   ,680,0
birmingham   ,681,0
birmingham   ,682,0
birmingham   ,683,0
birmingham   ,684,0
birmingham   ,685,0
birmingham   ,686,0
birmingham   ,687,0
birmingham   ,688,0
birmingham   ,689,0
birminxham   ,690,49
tallassee    ,691,50
tallassee    ,692,50
tallassee    ,693,50
tallassee    ,694,50
tallassee    ,695,50
tallaxxee    ,696,51
tallassee    ,697,50
tallassee    ,698,50
tallassee    ,699,50
tallassee    ,700,50
tallassee    ,701,50
tallassee    ,702,50
tallassee    ,703,50
tallassee    ,704,50
tallassee    ,705,50
tallassee    ,706,50
tallassee    ,707,50
tallassee    ,708,50
tallassee    ,709,50
tallassee    ,710,50
tallassee    ,711,50
tallassee    ,712,50
tallassee    ,713,50
tallassee    ,714,50
tallassee    ,715,50
cullman      ,716,52
cullman      ,717,52
cullman      ,718,52
cullman      ,719,52
cullman      ,720,52
cullman      ,721,52
cullman      ,722,52
cullman      ,723,52
cullman      ,724,52
cullman      ,725,52
cullman      ,726,52
cullman      ,727,52
cullman      ,728,52
cullman      ,729,52
cullman      ,730,52
cullman      ,731,52
cullman      ,732,52
cullman      ,733,52
cullman      ,734,52
cullman      ,735,52
cuxxman      ,736,53
cullman      ,737,52
cullman      ,738,52
cullman      ,739,52
cullman      ,740,52
andalusia    ,741,54
andalusia    ,742,54
andalusia    ,743,54
andalusia    ,744,54
andalusia    ,745,54
andalusia    ,746,54
andalusia    ,747,54
andalusia    ,748,54
andalusia    ,749,54
andalusia    ,750,54
andalusia    ,751,54
andalusia    ,752,54
andalusia    ,753,54
andalusia    ,754,54
andalusia    ,755,54
andaluxia    ,756,55
andalusia    ,757,54
andalusia    ,758,54
andalusia    ,759,54
andalusia    ,760,54
andalusia    ,761,54
andalusia    ,762,54
andalusia    ,763,54
andalusia    ,764,54
andalusia    ,765,54
anniston     ,766,24
anniston     ,767,24
anniston     ,768,24
anniston     ,769,24
anniston     ,770,24
anniston     ,771,24
annxston     ,772,56
anniston     ,773,24
huntsville   ,774,57
huntsville   ,775,57
huntsville   ,776,57
huntsville   ,777,57
huntsville   ,778,57
huntsville   ,779,57
huntsville   ,780,57
huntsville   ,781,57
huntsville   ,782,57
huntsville   ,783,57
huntsville   ,784,57
huntsville   ,785,57
huntsville   ,786,57
huntsville   ,787,57
huntsville   ,788,57
huntsville   ,789,57
huntsville   ,790,57
huntsville   ,791,57
huntsville   ,792,57
huntsville   ,793,57
huntsville   ,794,57
huntsville   ,795,57
huntsville   ,796,57
huntsville   ,797,57
huntsville   ,798,57
huntsville   ,799,57
huntsville   ,800,57
huntsville   ,801,57
gadsden      ,802,58
gadsden      ,803,58
gadsden      ,804,58
gadsden      ,805,58
gadsden      ,806,58
gadsden      ,807,58
gadsden      ,808,58
gadsden      ,809,58
gadsden      ,810,58
gadsden      ,811,58
gadsden      ,812,58
gadsden      ,813,58
gadsden      ,814,58
gadsden      ,815,58
gadsden      ,816,58
gadsden      ,817,58
gadsden      ,818,58
gadsden      ,819,58
gadsden      ,820,58
gxdsden      ,821,59
gadsden      ,822,58
gadsden      ,823,58
gadsden      ,824,58
gadsden      ,825,58
gadsden      ,826,58
clanton      ,827,60
clanton      ,828,60
clanton      ,829,60
clanton      ,830,60
clanton      ,831,60
clanton      ,832,60
clanton      ,833,60
clanton      ,834,60
clanton      ,835,60
clanton      ,836,60
clanton      ,837,60
clanton      ,838,60
clanton      ,839,60
clanton      ,840,60
clanton      ,841,60
clanton      ,842,60
clanton      ,843,60
clanton      ,844,60
clanton      ,845,60
clanton      ,846,60
clanton      ,847,60
clanton      ,848,60
clanton      ,849,60
clanton      ,850,60
clanton      ,851,60
hamilton     ,852,61
hamilton     ,853,61
hamilton     ,854,61
hamilxon     ,855,62
hamilton     ,856,61
hamilton     ,857,61
hamilton     ,858,61
hamilton     ,859,61
hamilton     ,860,61
hamilton     ,861,61
hamilton     ,862,61
hamilton     ,863,61
hamilton     ,864,61
hamilton     ,865,61
hamilton     ,866,61
hamilton     ,867,61
hamilton     ,868,61
hamilton     ,869,61
hamilton     ,870,61
hamilton     ,871,61
hamilton     ,872,61
hamilton     ,873,61
hamilton     ,874,61
hamilton     ,875,61
hamilton     ,876,61
fayette      ,877,63
fayette      ,878,63
fayette      ,879,63
fayette      ,880,63
fayette      ,881,63
fayette      ,882,63
fayette      ,883,63
fayette      ,884,63
fayette      ,885,63
fayette      ,886,63
fayette      ,887,63
fayette      ,888,63
fayette      ,889,63
fayette      ,890,63
fayette      ,891,63
fayette      ,892,63
fayette      ,893,63
fayette      ,894,63
faxette      ,895,64
fayette      ,896,63
fayette      ,897,63
fayette      ,898,63
fayette      ,899,63
fayette      ,900,63
fayette      ,901,63
gadsden      ,902,58
gadsden      ,903,58
gadsden      ,904,58
gadsden      ,905,58
gadsden      ,906,58
gadsden      ,907,58
gadsden      ,908,58
gadsden      ,909,58
gadsden      ,910,58
gadsden      ,911,58
gadsden      ,912,58
gadsden      ,913,58
gadsden      ,914,58
gadsden      ,915,58
gadsden      ,916,58
gadsden      ,917,58
gadsden      ,918,58
gadsden      ,919,58
gadsden      ,920,58
gadsden      ,921,58
gadsden      ,922,58
gadsden      ,923,58
gadsden      ,924,58
gadsden      ,925,58
gadsden      ,926,58
gadsden      ,927,58
gadsden      ,928,58
gadsden      ,929,58
georgiana    ,930,65
georgiana    ,931,65
georgiana    ,932,65
georgiana    ,933,65
georgiana    ,934,65
georgiana    ,935,65
georgiana    ,936,65
georgiana    ,937,65
georgiana    ,938,65
georgiana    ,939,65
georgiana    ,940,65
georgiana    ,941,65
georgiana    ,942,65
georgiana    ,943,65
georgiana    ,944,65
georgiana    ,945,65
georgiana    ,946,65
georgiana    ,947,65
georgiana    ,948,65
geoxgiana    ,949,66
georgiana    ,950,65
georgiana    ,951,65
georgiana    ,952,65
georgiana    ,953,65
georgiana    ,954,65
enterprise   ,955,67
enterprise   ,956,67
enterprise   ,957,67
enterprise   ,958,67
enterprise   ,959,67
enterprxse   ,960,68
enterprise   ,961,67
enterprise   ,962,67
enterprise   ,963,67
enterprise   ,964,67
enterprise   ,965,67
enterprise   ,966,67
enterprise   ,967,67
xntxrprisx   ,968,69
enterprise   ,969,67
enterprise   ,970,67
enterprise   ,971,67
enterprise   ,972,67
enterprise   ,973,67
enterprise   ,974,67
enterprise   ,975,67
enterprise   ,976,67
enterprise   ,977,67
enterprise   ,978,67
enterprise   ,979,67
oneonta      ,980,70
oneonta      ,981,70
oneonta      ,982,70
oneonta      ,983,70
oneonta      ,984,70
onxonta      ,985,71
oneonta      ,986,70
oneonta      ,987,70
oneonta      ,988,70
oneonta      ,989,70
oneonta      ,990,70
oneonta      ,991,70
oneonta      ,992,70
oneonta      ,993,70
oneonta      ,994,70
oneonta      ,995,70
oneonta      ,996,70
oneonta      ,997,70
oneonta      ,998,70
oneonta      ,999,70
