city,state,original_index,unique_index
Vadnais Heights,MN,267,66
Vadnais Heights,MN,268,66
Vadnais Heights,MN,269,66
Vadnais Heights,MN,270,66
Charlotte,NC,271,67
Hamilton,MT,272,68
Hamilton,MT,273,68
Hamilton,MT,274,68
Indianapolis,IN,275,69
Temecula,CA,276,70
Temecula,CA,277,70
Temecula,CA,278,70
Temecula,CA,279,70
Denver,CO,280,71
Denver,CO,281,71
Denver,CO,282,71
Denver,CO,283,71
Sheridan,WY,284,72
Sheridan,WY,285,72
Marquette,MA,286,73
Marquette,MI,287,74
Marquette,MI,288,74
Marquette,MI,289,74
Marquette,MI,290,74
Marquette,MI,291,74
Marquette,MI,292,74
Lincoln,NE,293,75
Lincoln,NE,294,75
Lincoln,NE,295,75
Lincoln,NE,296,75
Lincoln,NE,297,75
Lincoln,NE,298,75
Lincoln,NE,299,75
Lincoln,NE,300,75
Lincoln,NE,301,75
Lincoln,NE,302,75
Lincoln,NE,303,75
Lincoln,NE,304,75
Lincoln,NE,305,75
Lincoln,NE,306,75
Eugene,OR,307,76
Eugene,OR,308,76
Canton MA,,309,77
Afton VA,,310,78
Afton,VA,311,79
Afton,VA,312,79
Afton,VA,313,79
Arrington,VA,314,80
Austin,TX,315,39
Austin,TX,316,39
Austin,TX,317,39
Austin,TX,318,39
Patchogue,NY,319,81
Patchogue,NY,320,81
Patchogue,NY,321,81
Patchogue,NY,322,81
Midvale,UT,323,82
Midvale,UT,324,82
Midvale,UT,325,82
Midvale,UT,326,82
Midvale,UT,327,82
Jacksonville,FL,328,83
Jacksonville,FL,329,83
Jacksonville,FL,330,83
Ridgefield Park,NJ,331,84
Ridgefield Park,NJ,332,84
New York,NY,333,85
New York,NY,334,85
Eagle,CO,335,86
Eagle,CO,336,86
Eagle,CO,337,86
Eagle,CO,338,86
Eagle,CO,339,86
Eagle,CO,340,86
Eagle,CO,341,86
Eagle,CO,342,86
Eagle,CO,343,86
Eagle,CO,344,86
Eagle,CO,345,86
Eagle,CO,346,86
Eagle,CO,347,86
Eagle,CO,348,86
Eagle,CO,349,86
Eagle,CO,350,86
Eagle,CO,351,86
Eagle CO,,352,87
Eagle,CO,353,86
Tucson,AZ,354,48
Boston,MA,355,88
Boston,MA,356,88
Boston,MA,357,88
Boston,MA,358,88
Boston,MA,359,88
Boston,MA,360,88
Boston,MA,361,88
Boston,MA,362,88
Boston,MA,363,88
Boulder,CO,364,31
Boulder,CO,365,31
Boulder,CO,366,31
Kansas City,MO,367,89
West Chester,PA,368,90
West Chester,PA,369,90
West Chester,PA,370,90
Bozeman,MT,371,91
Bozeman,MT,372,91
Bozeman,MT,373,91
Bozeman,MT,374,91
Bozeman,MT,375,91
San Antonio,TX,376,92
Portland,OR,377,15
Denver,CO,378,71
Denver,CO,379,71
Denver,CO,380,71
Denver CO,,381,93
Tampa,FL,382,94
Tampa,FL,383,94
Tampa,FL,384,94
Tampa,FL,385,94
Plainfield IN,,386,95
Traverse City,MI,387,96
Grand Rapids,MI,388,97
Grand Rapids,MI,389,97
Grand Rapids,MI,390,97
Grand Rapids,MI,391,97
Grand Rapids,MI,392,97
Grand Rapids,MI,393,97
Grand Rapids,MI,394,97
Grand Rapids,MI,395,97
Grand Rapids,MI,396,97
Grand Rapids,MI,397,97
Grand Rapids,MI,398,97
Grand Rapids,MI,399,97
Grand Rapids,MI,400,97
Grand Rapids,MI,401,97
Grand Rapids,MI,402,97
Grand Rapids,MI,403,97
Grand Rapids,MI,404,97
Grand Rapids,MI,405,97
Grand Rapids,MI,406,97
Grand Rapids,MI,407,97
Grand Rapids,MI,408,97
Grand Rapids,MI,409,97
Grand Rapids MI,,410,98
Grand Rapids,MI,411,97
Grand Rapids,MI,412,97
Grand Rapids,MI,413,97
Grand Rapids,MI,414,97
Grand Rapids,MI,415,97
Grand Rapids,MI,416,97
Grand Rapids,MI,417,97
Grand Rapids,MI,418,97
Grand Rapids,MI,419,97
Grand Rapids,MI,420,97
Grand Rapids,MI,421,97
Grand Rapids,MI,422,97
Grand Rapids,MI,423,97
Grand Rapids,MI,424,97
Grand Rapids,MI,425,97
Grand Rapids,MI,426,97
Grand Rapids,MI,427,97
Grand Rapids,MI,428,97
Grand Rapids,MI,429,97
Grand Rapids,MI,430,97
Grand Rapids,MI,431,97
Grand Rapids,MI,432,97
Grand Rapids,MI,433,97
Grand Rapids,MI,434,97
Grand Rapids,MI,435,97
Grand Rapids,MI,436,97
Grand Rapids,MI,437,97
Grand Rapids,MI,438,97
Grand Rapids,MI,439,97
Grand Rapids,MI,440,97
Grand Rapids,MI,441,97
Grand Rapids,MI,442,97
Grand Rapids,MI,443,97
Grand Rapids,MI,444,97
Grand Rapids,MI,445,97
Grand Rapids,MI,446,97
Grand Rapids,MI,447,97
Grand Rapids,MI,448,97
Grand Rapids,MI,449,97
Tampa Bay,FL,450,99
Tampa Bay FL,,451,100
East Windsor,CT,452,101
Anchorage,AK,453,102
Anchorage,AK,454,102
Anchorage,AK,455,102
Anchorage,AK,456,102
Brooklyn,NY,457,103
Brooklyn,NY,458,103
Brooklyn,NY,459,103
Brooklyn,NY,460,103
Brooklyn NY,,461,104
Brooklyn,NY,462,103
Reno,NV,463,105
Reno,NV,464,105
Reno,NV,465,105
Reno NV,,466,106
Reno,NV,467,105
Reno,NV,468,105
Reno,NV,469,105
Cleveland,OH,470,107
Lyons,IL,471,108
Houston TX,,472,109
Houston,TX,473,110
Houston,TX,474,110
Michigan City,IN,475,111
Michigan City,IN,476,111
Michigan City,IN,477,111
Michigan City,IN,478,111
Michigan City,IN,479,111
Michigan City,IN,480,111
Michigan City,IN,481,111
Michigan City,IN,482,111
Michigan City,IN,483,111
Michigan City,IN,484,111
Michigan City,IN,485,111
Portland,OR,486,15
Carlsbad,CA,487,112
Garrattsville,NY,488,113
Garrattsville,NY,489,113
Garrattsville,NY,490,113
Garrattsville,NY,491,113
Charleston,SC,492,114
Charleston,SC,493,114
Charleston,SC,494,114
Charleston,SC,495,114
Charleston,SC,496,114
Charleston,SC,497,114
Oklahoma City,OK,498,24
Oklahoma City,OK,499,24
Oklahoma City OK,,500,115
Oklahoma City,OK,501,24
Oklahoma City,OK,502,24
Oklahoma City,OK,503,24
Ashland,OR,504,116
Ashland,OR,505,116
Ashland,OR,506,116
Ashland,OR,507,116
Ashland OR,,508,117
Ashland,OR,509,116
Ashland,OR,510,116
Ashland,OR,511,116
Ashland,OR,512,116
Ashland,OR,513,116
Ashland,OR,514,116
Ashland,OR,515,116
Ashland,OR,516,116
Ashland,OR,517,116
Cambridge MA,,518,118
Cambridge,MA,519,119
Charlotte,NC,520,67
Charlotte,NC,521,67
Charlotte,NC,522,67
Charlotte,NC,523,67
Gloucester,MA,524,120
Gloucester,MA,525,120
Gloucester,MA,526,120
Gloucester,MA,527,120
Gloucester MA,,528,121
Hyannis,MA,529,122
Hyannis,MA,530,122
Middleton,WI,531,123
Middleton,WI,532,123
Middleton,WI,533,123
Middleton,WI,534,123
Middleton,WI,535,123
Middleton,WI,536,123
Middleton,WI,537,123
Middleton,WI,538,123
Middleton,WI,539,123
Middleton,WI,540,123
Middleton,WI,541,123
Mooresville NC,,542,124
Mooresville NC,,543,124
Mooresville,NC,544,125
Pittsboro,NC,545,126
Pittsboro,NC,546,126
Pittsboro,NC,547,126
Atlantic Highlands,NJ,548,127
Atlantic Highlands,NJ,549,127
Atlantic Highlands NJ,,550,128
Atlantic Highlands,NJ,551,127
Portland,OR,552,15
Portland,OR,553,15
Morganton,NC,554,129
Morganton,NC,555,129
Morganton,NC,556,129
Morganton,NC,557,129
Morganton,NC,558,129
Morganton,NC,559,129
Morganton,NC,560,129
Port Clinton,OH,561,130
Port Clinton,OH,562,130
Morganton,NC,563,129
Morganton,NC,564,129
Seven Points,TX,565,131
Seven Points,TX,566,131
Seven Points,TX,567,131
Seven Points,TX,568,131
Seven Points,TX,569,131
Seven Points,TX,570,131
Edwards,CO,571,132
Edwards CO,,572,133
Ashland,VA,573,134
Ashland,VA,574,134
Ashland,VA,575,134
Ashland,VA,576,134
San Luis Obispo,CA,577,135
San Luis Obispo CA,,578,136
San Luis Obispo,CA,579,135
San Luis Obispo,CA,580,135
Charlottesville,VA,581,137
Charlottesville,VA,582,137
Charlottesville,VA,583,137
Charlottesville VA,,584,138
Angola,IN,585,139
Angola,IN,586,139
Angola,IN,587,139
Angola IN,,588,140
Chatham,NY,589,141
Chatham,NY,590,141
Cheboygan,MI,591,142
Cheboygan,MI,592,142
Cheboygan,MI,593,142
Cincinnati,OH,594,23
Seattle,WA,595,143
Stevens Point,WI,596,144
Stevens Point,WI,597,144
Tampa,FL,598,94
Tampa,FL,599,94
Tampa,FL,600,94
Tampa,FL,601,94
Tampa,FL,602,94
Tampa,FL,603,94
Tampa,FL,604,94
Tampa,FL,605,94
Tampa,FL,606,94
Tampa,FL,607,94
Tampa,FL,608,94
Tampa,FL,609,94
Tampa,FL,610,94
Tampa,FL,611,94
Tampa,FL,612,94
Tampa,FL,613,94
Tampa,FL,614,94
Tampa,FL,615,94
Tampa,FL,616,94
Tampa FL,,617,145
Tampa,FL,618,94
Tampa,FL,619,94
Tampa,FL,620,94
Tampa,FL,621,94
Tampa,FL,622,94
Nantucket,MA,623,146
Nantucket,MA,624,146
Nantucket,MA,625,146
Nantucket,MA,626,146
Nantucket,MA,627,146
Nantucket,MA,628,146
Nantucket,MA,629,146
Claremont,CA,630,147
Portland,OR,631,15
Portland,OR,632,15
Savannah,GA,633,148
Savannah,GA,634,148
Newport,RI,635,149
Newport,RI,636,149
Newport,RI,637,149
Newport,RI,638,149
Lake Havasu City,AZ,639,150
Des Moines,IA,640,151
Des Moines,IA,641,151
Des Moines IA,,642,152
Springdale,AR,643,153
Springdale,AR,644,153
Springdale,AR,645,153
Springdale AR,,646,154
Pawcatuck,CT,647,155
Covington,LA,648,156
Greeley,CO,649,157
Greeley,CO,650,157
Greeley,CO,651,157
Edwards,CO,652,132
Edwards,CO,653,132
Edwards,CO,654,132
Edwards,CO,655,132
Edwards,CO,656,132
Edwards,CO,657,132
Edwards,CO,658,132
Edwards,CO,659,132
Athens,GA,660,158
Athens,GA,661,158
Garden City,ID,662,159
Garden City,ID,663,159
Garden City,ID,664,159
Spearfish,SD,665,160
Spearfish,SD,666,160
Spearfish,SD,667,160
Spearfish,SD,668,160
Spearfish,SD,669,160
Spearfish,SD,670,160
Spearfish,SD,671,160
Boulder,CO,672,31
Boulder,CO,673,31
Avon,IN,674,161
Avon,IN,675,161
Avon,IN,676,161
Avon,IN,677,161
Portland,ME,678,162
Portland,ME,679,162
Washington,DC,680,163
Washington,DC,681,163
Washington,DC,682,163
Washington,DC,683,163
Washington,DC,684,163
Washington,DC,685,163
Washington,DC,686,163
Washington,DC,687,163
Aurora,CO,688,164
Aurora,CO,689,164
Shelbyville,IN,690,165
Wilson,WI,691,166
Diamond Springs,CA,692,167
Diamond Springs,CA,693,167
Tulsa,OK,694,168
Dallas,TX,695,169
Dallas,TX,696,169
Dallas,TX,697,169
Dallas,TX,698,169
Dallas,TX,699,169
Dallas,TX,700,169
Dallas,TX,701,169
Dallas,TX,702,169
Dallas,TX,703,169
Hays,KS,704,170
Hays,KS,705,170
Talkeetna,AK,706,171
Talkeetna,AK,707,171
Talkeetna,AK,708,171
Talkeetna,AK,709,171
Denver,CO,710,71
Denver,CO,711,71
Bend,OR,712,0
Bloomington,IL,713,172
Bloomington,IL,714,172
Bloomington IL,,715,173
Bloomington IL,,716,173
Bloomington,IL,717,172
Bloomington,IL,718,172
Bloomington,IL,719,172
Lexington,VA,720,174
Lexington,VA,721,174
Belmont,CA,722,175
Belmont CA,,723,176
Belmont,CA,724,175
Belmont,CA,725,175
Centralia,WA,726,177
Woodinville,WA,727,178
Philadelphia,PA,728,179
Dolores,CO,729,180
Dolores,CO,730,180
Dolores,CO,731,180
Dolores,CO,732,180
Dolores,CO,733,180
Dolores,CO,734,180
Leominster,MA,735,181
Leominster,MA,736,181
Aurora,CO,737,164
Aurora,CO,738,164
Aurora,CO,739,164
Aurora,CO,740,164
Boynton Beach,FL,741,182
Rochester,NY,742,183
Buena Vista,CO,743,184
Buena Vista,CO,744,184
Buena Vista,CO,745,184
Buena Vista,CO,746,184
Buena Vista,CO,747,184
Buena Vista,CO,748,184
Buena Vista,CO,749,184
Columbus,OH,750,185
Seattle,WA,751,143
Jacksonville Beach,FL,752,186
Tacoma,WA,753,187
Denver,CO,754,71
Denver,CO,755,71
Denver,CO,756,71
Denver,CO,757,71
White Salmon,WA,758,188
White Salmon,WA,759,188
Mishawaka,IN,760,189
Mishawaka,IN,761,189
Mishawaka,IN,762,189
Mishawaka,IN,763,189
Mishawaka,IN,764,189
Mishawaka,IN,765,189
Brooklyn,NY,766,103
Brooklyn,NY,767,103
Brooklyn,NY,768,103
Brooklyn,NY,769,103
Brooklyn,NY,770,103
Fargo,ND,771,190
Fargo,ND,772,190
Fargo,ND,773,190
Middleburg Heights,OH,774,191
Middleburg Heights,OH,775,191
Boulder,CO,776,31
Boulder,CO,777,31
Boulder,CO,778,31
Boulder CO,,779,192
Boulder,CO,780,31
Estacada,OR,781,193
Estacada,OR,782,193
Estacada,OR,783,193
Estacada,OR,784,193
Estacada,OR,785,193
Estacada,OR,786,193
Shelburne,VT,787,194
Shelburne,VT,788,194
Shelburne,VT,789,194
Shelburne,VT,790,194
Buellton,CA,791,195
Buellton,CA,792,195
Buellton CA,,793,196
Chicago,IL,794,197
Chicago,IL,795,197
Chicago,IL,796,197
Chicago,IL,797,197
Chicago,IL,798,197
Chicago,IL,799,197
Chicago,IL,800,197
Chicago,IL,801,197
Chicago,IL,802,197
Chicago,IL,803,197
Paso Robles,CA,804,198
Paso Robles CA,,805,199
Paso Robles,CA,806,198
Paso Robles,CA,807,198
Paso Robles,CA,808,198
Indianapolis,IN,809,69
Indianapolis,IN,810,69
Indianapolis,IN,811,69
Smithton,PA,812,200
Lombard,IL,813,201
Frederick,MD,814,202
Frederick,MD,815,202
Troutville,VA,816,203
Troutville,VA,817,203
Pawtucket,RI,818,204
Pawtucket,RI,819,204
Pawtucket,RI,820,204
Pawtucket,RI,821,204
Cherry Hill,NJ,822,205
Cherry Hill,NJ,823,205
Astoria,OR,824,36
Astoria,OR,825,36
Astoria,OR,826,36
Astoria,OR,827,36
Astoria,OR,828,36
Astoria,OR,829,36
Astoria,OR,830,36
Astoria,OR,831,36
Astoria,OR,832,36
Astoria,OR,833,36
Astoria,OR,834,36
Astoria,OR,835,36
Latrobe PA,,836,206
San Francisco,CA,837,3
San Francisco,CA,838,3
San Francisco,CA,839,3
San Francisco,CA,840,3
Grand Rapids,MI,841,97
Grand Rapids,MI,842,97
Grand Rapids,MI,843,97
Dallas,TX,844,169
Dallas,TX,845,169
Dallas TX,,846,207
Valparaiso,IN,847,208
Valparaiso,IN,848,208
Valparaiso,IN,849,208
Valparaiso,IN,850,208
South Bend,IN,851,209
Tempe,AZ,852,210
Tempe,AZ,853,210
Tempe,AZ,854,210
Tempe,AZ,855,210
Tempe,AZ,856,210
Tempe,AZ,857,210
Tempe,AZ,858,210
Columbus,OH,859,185
Columbus,OH,860,185
Columbus,OH,861,185
Columbus,OH,862,185
Frankenmuth,MI,863,211
Frankenmuth MI,,864,212
Frankenmuth,MI,865,211
San Antonio,TX,866,92
San Antonio,TX,867,92
San Antonio,TX,868,92
San Antonio,TX,869,92
San Antonio,TX,870,92
San Antonio,TX,871,92
San Antonio,TX,872,92
San Antonio,TX,873,92
Seattle,WA,874,143
Seattle,WA,875,143
Seattle,WA,876,143
Seattle,WA,877,143
Seattle,WA,878,143
Seattle,WA,879,143
Seattle,WA,880,143
Asheville,NC,881,32
Asheville,NC,882,32
Asheville,NC,883,32
Waynesville,NC,884,213
Durham,NC,885,214
Lake Geneva WI,,886,215
Lake Geneva,WI,887,216
Lake Geneva,WI,888,216
Pineland ME,,889,217
Los Angeles CA,,890,218
Los Angeles,CA,891,219
Los Angeles,CA,892,219
Los Angeles,CA,893,219
Los Angeles,CA,894,219
Los Angeles,CA,895,219
Los Angeles,CA,896,219
Los Angeles CA,,897,218
Los Angeles,CA,898,219
Los Angeles,CA,899,219
Los Angeles,CA,900,219
Los Angeles,CA,901,219
Los Angeles,CA,902,219
Los Angeles,CA,903,219
Los Angeles,CA,904,219
Kalamazoo,MI,905,53
Bend,OR,906,0
Bend,OR,907,0
Birmingham,AL,908,220
Birmingham,AL,909,220
Birmingham,AL,910,220
Birmingham,AL,911,220
Birmingham,AL,912,220
Bend,OR,913,0
Chicago,IL,914,197
Chicago,IL,915,197
Chicago,IL,916,197
Chicago,IL,917,197
Chicago IL,,918,221
Chicago,IL,919,197
Edwards,CO,920,132
Williams,AZ,921,222
Williams,AZ,922,222
Williams,AZ,923,222
Williams,AZ,924,222
Farmers Branch,TX,925,223
Farmers Branch,TX,926,223
Farmers Branch,TX,927,223
Aurora,IN,928,224
Aurora,IN,929,224
Aurora,IN,930,224
Aurora,IN,931,224
Aurora,IN,932,224
Aurora,IN,933,224
Aurora,IN,934,224
Aurora,IN,935,224
Aurora,IN,936,224
Aurora,IN,937,224
Aurora,IN,938,224
Aurora,IN,939,224
Aurora IN,,940,225
Aurora,IN,941,224
Aurora,IN,942,224
Aurora,IN,943,224
Aurora,IN,944,224
Aurora,IN,945,224
Aurora,IN,946,224
Aurora,IN,947,224
Denver,CO,948,71
Denver,CO,949,71
Denver,CO,950,71
Denver,CO,951,71
Denver CO,,952,93
Denver,CO,953,71
Denver,CO,954,71
Denver,CO,955,71
Denver,CO,956,71
Whitefish,MT,957,226
Whitefish,MT,958,226
Shreveport,LA,959,227
Shreveport,LA,960,227
Davenport,IA,961,228
Davenport,IA,962,228
Davenport,IA,963,228
Davenport,IA,964,228
Davenport,IA,965,228
Davenport,IA,966,228
Davenport,IA,967,228
Davenport,IA,968,228
Davenport,IA,969,228
Davenport,IA,970,228
Davenport,IA,971,228
Davenport,IA,972,228
Davenport,IA,973,228
Davenport,IA,974,228
Davenport,IA,975,228
Davenport,IA,976,228
Davenport,IA,977,228
Davenport,IA,978,228
Jacksonville,FL,979,83
Lewisburg,WV,980,229
Lewisburg,WV,981,229
Westerly,RI,982,230
Westerly,RI,983,230
Westerly,RI,984,230
Westerly,RI,985,230
Westerly,RI,986,230
Westerly,RI,987,230
Westerly,RI,988,230
Westerly,RI,989,230
Westerly,RI,990,230
Birmingham,MI,991,231
Birmingham,MI,992,231
Birmingham,MI,993,231
Birmingham,MI,994,231
Birmingham,MI,995,231
Birmingham,MI,996,231
Birmingham,MI,997,231
Birmingham,MI,998,231
Birmingham,MI,999,231
Loveland,CO,1000,232
Seattle,WA,1001,143
Seattle,WA,1002,143
Chicago,IL,1003,197
Chicago,IL,1004,197
Chicago,IL,1005,197
Chicago,IL,1006,197
Chicago,IL,1007,197
Chicago,IL,1008,197
Chicago,IL,1009,197
Chicago,IL,1010,197
Stamford,CT,1011,233
Stamford,CT,1012,233
Redlands,CA,1013,234
Redlands,CA,1014,234
Richmond,VA,1015,235
Richmond,VA,1016,235
Richmond,VA,1017,235
Boston,MA,1018,88
Boston,MA,1019,88
Boston,MA,1020,88
Boston,MA,1021,88
Boston,MA,1022,88
Boston,MA,1023,88
Boston,MA,1024,88
Boston,MA,1025,88
Boston,MA,1026,88
Boston,MA,1027,88
Boston MA,,1028,236
Boston,MA,1029,88
Belt,MT,1030,237
Belt,MT,1031,237
Hilo,HI,1032,238
Hilo,HI,1033,238
Hilo,HI,1034,238
Hilo,HI,1035,238
Hilo,HI,1036,238
Mill Valley,CA,1037,239
Mill Valley,CA,1038,239
Mill Valley CA,,1039,240
Halethorpe,MD,1040,241
Halethorpe,MD,1041,241
Halethorpe,MD,1042,241
San Diego,CA,1043,44
San Diego,CA,1044,44
San Diego,CA,1045,44
Windsor,CO,1046,242
Windsor,CO,1047,242
Leavenworth,KS,1048,243
Leavenworth,KS,1049,243
Leavenworth,KS,1050,243
Seattle,WA,1051,143
Seattle,WA,1052,143
Seattle,WA,1053,143
Seattle,WA,1054,143
Seattle,WA,1055,143
Green Bay,WI,1056,244
Pittsburgh,PA,1057,245
Pittsburgh,PA,1058,245
Pittsburgh PA,,1059,246
Springfield,OR,1060,247
Springfield,OR,1061,247
Springfield,OR,1062,247
Springfield,OR,1063,247
Springfield,OR,1064,247
Springfield,OR,1065,247
Springfield,OR,1066,247
Springfield,OR,1067,247
Austin,TX,1068,39
Austin,TX,1069,39
Austin,TX,1070,39
Austin,TX,1071,39
Austin,TX,1072,39
Portland,OR,1073,15
Portland,OR,1074,15
Portland OR,,1075,248
Portland,OR,1076,15
Portland OR,,1077,248
Portland,OR,1078,15
Portland,OR,1079,15
Portland,OR,1080,15
Portland,OR,1081,15
Portland,OR,1082,15
Portland,OR,1083,15
Portland,OR,1084,15
Portland,OR,1085,15
Portland,OR,1086,15
Portland,OR,1087,15
Portland OR,,1088,248
Portland,OR,1089,15
Portland,OR,1090,15
Portland,OR,1091,15
Portland,OR,1092,15
Portland,OR,1093,15
Portland,OR,1094,15
