column_1,column_2,column_1_name,column_2_name,dependency
2,4,HospitalName,Address2,"These columns appear to describe the same hospital record: a facility identifier, facility name, street address, optional second address line, city, state, ZIP code, county, phone number, hospital type, and ownership/status. The values are consistently tied to the same institution across rows."
2,5,HospitalName,Address3,"These columns appear to describe the same hospital record: a facility identifier, facility name, street address, optional second address line, city, state, ZIP code, county, phone number, hospital type, and ownership/status. The values are consistently tied to the same institution across rows."
2,6,HospitalName,City,"These columns appear to describe the same hospital record: a facility identifier, facility name, street address, optional second address line, city, state, ZIP code, county, phone number, hospital type, and ownership/status. The values are consistently tied to the same institution across rows."
2,7,HospitalName,State,"These columns appear to describe the same hospital record: a facility identifier, facility name, street address, optional second address line, city, state, ZIP code, county, phone number, hospital type, and ownership/status. The values are consistently tied to the same institution across rows."
2,8,HospitalName,ZipCode,"These columns appear to describe the same hospital record: a facility identifier, facility name, street address, optional second address line, city, state, ZIP code, county, phone number, hospital type, and ownership/status. The values are consistently tied to the same institution across rows."
2,9,HospitalName,CountyName,"These columns appear to describe the same hospital record: a facility identifier, facility name, street address, optional second address line, city, state, ZIP code, county, phone number, hospital type, and ownership/status. The values are consistently tied to the same institution across rows."
2,10,HospitalName,PhoneNumber,"These columns appear to describe the same hospital record: a facility identifier, facility name, street address, optional second address line, city, state, ZIP code, county, phone number, hospital type, and ownership/status. The values are consistently tied to the same institution across rows."
2,11,HospitalName,HospitalType,"These columns appear to describe the same hospital record: a facility identifier, facility name, street address, optional second address line, city, state, ZIP code, county, phone number, hospital type, and ownership/status. The values are consistently tied to the same institution across rows."
2,12,HospitalName,HospitalOwner,"These columns appear to describe the same hospital record: a facility identifier, facility name, street address, optional second address line, city, state, ZIP code, county, phone number, hospital type, and ownership/status. The values are consistently tied to the same institution across rows."
3,4,Address1,Address2,"These columns appear to describe the same hospital record: a facility identifier, facility name, street address, optional second address line, city, state, ZIP code, county, phone number, hospital type, and ownership/status. The values are consistently tied to the same institution across rows."
3,5,Address1,Address3,"These columns appear to describe the same hospital record: a facility identifier, facility name, street address, optional second address line, city, state, ZIP code, county, phone number, hospital type, and ownership/status. The values are consistently tied to the same institution across rows."
3,6,Address1,City,"These columns appear to describe the same hospital record: a facility identifier, facility name, street address, optional second address line, city, state, ZIP code, county, phone number, hospital type, and ownership/status. The values are consistently tied to the same institution across rows."
3,7,Address1,State,"These columns appear to describe the same hospital record: a facility identifier, facility name, street address, optional second address line, city, state, ZIP code, county, phone number, hospital type, and ownership/status. The values are consistently tied to the same institution across rows."
3,8,Address1,ZipCode,"These columns appear to describe the same hospital record: a facility identifier, facility name, street address, optional second address line, city, state, ZIP code, county, phone number, hospital type, and ownership/status. The values are consistently tied to the same institution across rows."
3,9,Address1,CountyName,"These columns appear to describe the same hospital record: a facility identifier, facility name, street address, optional second address line, city, state, ZIP code, county, phone number, hospital type, and ownership/status. The values are consistently tied to the same institution across rows."
3,10,Address1,PhoneNumber,"These columns appear to describe the same hospital record: a facility identifier, facility name, street address, optional second address line, city, state, ZIP code, county, phone number, hospital type, and ownership/status. The values are consistently tied to the same institution across rows."
3,11,Address1,HospitalType,"These columns appear to describe the same hospital record: a facility identifier, facility name, street address, optional second address line, city, state, ZIP code, county, phone number, hospital type, and ownership/status. The values are consistently tied to the same institution across rows."
3,12,Address1,HospitalOwner,"These columns appear to describe the same hospital record: a facility identifier, facility name, street address, optional second address line, city, state, ZIP code, county, phone number, hospital type, and ownership/status. The values are consistently tied to the same institution across rows."
4,5,Address2,Address3,"These columns appear to describe the same hospital record: a facility identifier, facility name, street address, optional second address line, city, state, ZIP code, county, phone number, hospital type, and ownership/status. The values are consistently tied to the same institution across rows."
4,6,Address2,City,"These columns appear to describe the same hospital record: a facility identifier, facility name, street address, optional second address line, city, state, ZIP code, county, phone number, hospital type, and ownership/status. The values are consistently tied to the same institution across rows."
4,7,Address2,State,"These columns appear to describe the same hospital record: a facility identifier, facility name, street address, optional second address line, city, state, ZIP code, county, phone number, hospital type, and ownership/status. The values are consistently tied to the same institution across rows."
4,8,Address2,ZipCode,"These columns appear to describe the same hospital record: a facility identifier, facility name, street address, optional second address line, city, state, ZIP code, county, phone number, hospital type, and ownership/status. The values are consistently tied to the same institution across rows."
4,9,Address2,CountyName,"These columns appear to describe the same hospital record: a facility identifier, facility name, street address, optional second address line, city, state, ZIP code, county, phone number, hospital type, and ownership/status. The values are consistently tied to the same institution across rows."
4,10,Address2,PhoneNumber,"These columns appear to describe the same hospital record: a facility identifier, facility name, street address, optional second address line, city, state, ZIP code, county, phone number, hospital type, and ownership/status. The values are consistently tied to the same institution across rows."
4,11,Address2,HospitalType,"These columns appear to describe the same hospital record: a facility identifier, facility name, street address, optional second address line, city, state, ZIP code, county, phone number, hospital type, and ownership/status. The values are consistently tied to the same institution across rows."
4,12,Address2,HospitalOwner,"These columns appear to describe the same hospital record: a facility identifier, facility name, street address, optional second address line, city, state, ZIP code, county, phone number, hospital type, and ownership/status. The values are consistently tied to the same institution across rows."
5,6,Address3,City,"These columns appear to describe the same hospital record: a facility identifier, facility name, street address, optional second address line, city, state, ZIP code, county, phone number, hospital type, and ownership/status. The values are consistently tied to the same institution across rows."
5,7,Address3,State,"These columns appear to describe the same hospital record: a facility identifier, facility name, street address, optional second address line, city, state, ZIP code, county, phone number, hospital type, and ownership/status. The values are consistently tied to the same institution across rows."
5,8,Address3,ZipCode,"These columns appear to describe the same hospital record: a facility identifier, facility name, street address, optional second address line, city, state, ZIP code, county, phone number, hospital type, and ownership/status. The values are consistently tied to the same institution across rows."
5,9,Address3,CountyName,"These columns appear to describe the same hospital record: a facility identifier, facility name, street address, optional second address line, city, state, ZIP code, county, phone number, hospital type, and ownership/status. The values are consistently tied to the same institution across rows."
5,10,Address3,PhoneNumber,"These columns appear to describe the same hospital record: a facility identifier, facility name, street address, optional second address line, city, state, ZIP code, county, phone number, hospital type, and ownership/status. The values are consistently tied to the same institution across rows."
5,11,Address3,HospitalType,"These columns appear to describe the same hospital record: a facility identifier, facility name, street address, optional second address line, city, state, ZIP code, county, phone number, hospital type, and ownership/status. The values are consistently tied to the same institution across rows."
5,12,Address3,HospitalOwner,"These columns appear to describe the same hospital record: a facility identifier, facility name, street address, optional second address line, city, state, ZIP code, county, phone number, hospital type, and ownership/status. The values are consistently tied to the same institution across rows."
6,7,City,State,"These columns appear to describe the same hospital record: a facility identifier, facility name, street address, optional second address line, city, state, ZIP code, county, phone number, hospital type, and ownership/status. The values are consistently tied to the same institution across rows."
6,8,City,ZipCode,"These columns appear to describe the same hospital record: a facility identifier, facility name, street address, optional second address line, city, state, ZIP code, county, phone number, hospital type, and ownership/status. The values are consistently tied to the same institution across rows."
6,9,City,CountyName,"These columns appear to describe the same hospital record: a facility identifier, facility name, street address, optional second address line, city, state, ZIP code, county, phone number, hospital type, and ownership/status. The values are consistently tied to the same institution across rows."
6,10,City,PhoneNumber,"These columns appear to describe the same hospital record: a facility identifier, facility name, street address, optional second address line, city, state, ZIP code, county, phone number, hospital type, and ownership/status. The values are consistently tied to the same institution across rows."
6,11,City,HospitalType,"These columns appear to describe the same hospital record: a facility identifier, facility name, street address, optional second address line, city, state, ZIP code, county, phone number, hospital type, and ownership/status. The values are consistently tied to the same institution across rows."
6,12,City,HospitalOwner,"These columns appear to describe the same hospital record: a facility identifier, facility name, street address, optional second address line, city, state, ZIP code, county, phone number, hospital type, and ownership/status. The values are consistently tied to the same institution across rows."
7,8,State,ZipCode,"These columns appear to describe the same hospital record: a facility identifier, facility name, street address, optional second address line, city, state, ZIP code, county, phone number, hospital type, and ownership/status. The values are consistently tied to the same institution across rows."
7,9,State,CountyName,"These columns appear to describe the same hospital record: a facility identifier, facility name, street address, optional second address line, city, state, ZIP code, county, phone number, hospital type, and ownership/status. The values are consistently tied to the same institution across rows."
7,10,State,PhoneNumber,"These columns appear to describe the same hospital record: a facility identifier, facility name, street address, optional second address line, city, state, ZIP code, county, phone number, hospital type, and ownership/status. The values are consistently tied to the same institution across rows."
7,11,State,HospitalType,"These columns appear to describe the same hospital record: a facility identifier, facility name, street address, optional second address line, city, state, ZIP code, county, phone number, hospital type, and ownership/status. The values are consistently tied to the same institution across rows."
7,12,State,HospitalOwner,"These columns appear to describe the same hospital record: a facility identifier, facility name, street address, optional second address line, city, state, ZIP code, county, phone number, hospital type, and ownership/status. The values are consistently tied to the same institution across rows."
8,9,ZipCode,CountyName,"These columns appear to describe the same hospital record: a facility identifier, facility name, street address, optional second address line, city, state, ZIP code, county, phone number, hospital type, and ownership/status. The values are consistently tied to the same institution across rows."
8,10,ZipCode,PhoneNumber,"These columns appear to describe the same hospital record: a facility identifier, facility name, street address, optional second address line, city, state, ZIP code, county, phone number, hospital type, and ownership/status. The values are consistently tied to the same institution across rows."
8,11,ZipCode,HospitalType,"These columns appear to describe the same hospital record: a facility identifier, facility name, street address, optional second address line, city, state, ZIP code, county, phone number, hospital type, and ownership/status. The values are consistently tied to the same institution across rows."
8,12,ZipCode,HospitalOwner,"These columns appear to describe the same hospital record: a facility identifier, facility name, street address, optional second address line, city, state, ZIP code, county, phone number, hospital type, and ownership/status. The values are consistently tied to the same institution across rows."
9,10,CountyName,PhoneNumber,"These columns appear to describe the same hospital record: a facility identifier, facility name, street address, optional second address line, city, state, ZIP code, county, phone number, hospital type, and ownership/status. The values are consistently tied to the same institution across rows."
9,11,CountyName,HospitalType,"These columns appear to describe the same hospital record: a facility identifier, facility name, street address, optional second address line, city, state, ZIP code, county, phone number, hospital type, and ownership/status. The values are consistently tied to the same institution across rows."
9,12,CountyName,HospitalOwner,"These columns appear to describe the same hospital record: a facility identifier, facility name, street address, optional second address line, city, state, ZIP code, county, phone number, hospital type, and ownership/status. The values are consistently tied to the same institution across rows."
10,11,PhoneNumber,HospitalType,"These columns appear to describe the same hospital record: a facility identifier, facility name, street address, optional second address line, city, state, ZIP code, county, phone number, hospital type, and ownership/status. The values are consistently tied to the same institution across rows."
10,12,PhoneNumber,HospitalOwner,"These columns appear to describe the same hospital record: a facility identifier, facility name, street address, optional second address line, city, state, ZIP code, county, phone number, hospital type, and ownership/status. The values are consistently tied to the same institution across rows."
11,12,HospitalType,HospitalOwner,"These columns appear to describe the same hospital record: a facility identifier, facility name, street address, optional second address line, city, state, ZIP code, county, phone number, hospital type, and ownership/status. The values are consistently tied to the same institution across rows."
11,13,HospitalType,EmergencyService,"These columns appear to describe the hospital’s category and ownership/status: the facility type, ownership classification, and a yes/no indicator that likely reflects an additional institutional attribute tied to that hospital description."
12,13,HospitalOwner,EmergencyService,"These columns appear to describe the hospital’s category and ownership/status: the facility type, ownership classification, and a yes/no indicator that likely reflects an additional institutional attribute tied to that hospital description."
14,15,Condition,MeasureCode,"These columns appear to be syntactically and semantically linked quality-measure fields: a measure category, a specific measure code, a full textual description of the measure, and a composite identifier combining state and measure code."
14,16,Condition,MeasureName,"These columns appear to be syntactically and semantically linked quality-measure fields: a measure category, a specific measure code, a full textual description of the measure, and a composite identifier combining state and measure code."
14,19,Condition,Stateavg,"These columns appear to be syntactically and semantically linked quality-measure fields: a measure category, a specific measure code, a full textual description of the measure, and a composite identifier combining state and measure code."
15,16,MeasureCode,MeasureName,"These columns are syntactically and semantically linked as a measure/category pair: a clinical topic such as pneumonia, a short measure code, a full textual description of the quality measure, and a combined code formed from the state/region plus the measure code."
15,17,MeasureCode,Score,"The measure code determines the meaning of the measure description, while the reported percentage/result and patient count are specific outcomes for that measure. Rows show different measures under the same category with matching measure descriptions and result fields."
15,18,MeasureCode,Sample,"The measure code determines the meaning of the measure description, while the reported percentage/result and patient count are specific outcomes for that measure. Rows show different measures under the same category with matching measure descriptions and result fields."
15,19,MeasureCode,Stateavg,"These columns appear to be syntactically and semantically linked quality-measure fields: a measure category, a specific measure code, a full textual description of the measure, and a composite identifier combining state and measure code."
16,17,MeasureName,Score,"The measure code determines the meaning of the measure description, while the reported percentage/result and patient count are specific outcomes for that measure. Rows show different measures under the same category with matching measure descriptions and result fields."
16,18,MeasureName,Sample,"The measure code determines the meaning of the measure description, while the reported percentage/result and patient count are specific outcomes for that measure. Rows show different measures under the same category with matching measure descriptions and result fields."
16,19,MeasureName,Stateavg,"These columns appear to be syntactically and semantically linked quality-measure fields: a measure category, a specific measure code, a full textual description of the measure, and a composite identifier combining state and measure code."
17,18,Score,Sample,"The measure code determines the meaning of the measure description, while the reported percentage/result and patient count are specific outcomes for that measure. Rows show different measures under the same category with matching measure descriptions and result fields."
