Address1,Address2,original_index,unique_index,count
33700 highway 43,empty,244,16,23
33700 highway 43,empty,245,16,23
33700 highway 43,empty,246,16,23
33700 highway 43,empty,247,16,23
33700 highway 43,empty,248,16,23
33700 highway 43,empty,249,16,23
33700 highway 43,empty,250,16,23
33700 highway 43,empty,251,16,23
33700 highway 43,empty,252,16,23
33700 highway 43,empty,253,16,23
33700 highway 43,empty,254,16,23
33700 highway 43,empty,255,16,23
33700 highway 43,empty,256,16,23
33700 highway 43,empty,257,16,23
33700 highway 43,empty,258,16,23
33700 highway 43,empty,259,16,23
33700 hxghway 43,empty,260,17,1
33700 highway 43,empty,261,16,23
33700 highway 43,empty,262,16,23
33700 highway 43,empty,263,16,23
33700 highway x3,empty,264,18,1
33700 highway 43,empty,265,16,23
33700 highway 43,empty,266,16,23
33700 highway 43,empty,267,16,23
33700 highway 43,empty,268,16,23
1000 first street north,empty,269,19,24
1000 first street north,empty,270,19,24
1000 first street north,empty,271,19,24
1000 first street north,empty,272,19,24
1000 first street north,empty,273,19,24
1000 first street north,empty,274,19,24
1000 fixst stxeet noxth,empty,275,20,1
1000 first street north,empty,276,19,24
1000 first street north,empty,277,19,24
1000 first street north,empty,278,19,24
1000 first street north,empty,279,19,24
1000 first street north,empty,280,19,24
1000 first street north,empty,281,19,24
1000 first street north,empty,282,19,24
1000 first street north,empty,283,19,24
1000 first street north,empty,284,19,24
1000 first street north,empty,285,19,24
1000 first street north,empty,286,19,24
1000 first street north,empty,287,19,24
1000 first street north,empty,288,19,24
1000 first street north,empty,289,19,24
1000 first street north,empty,290,19,24
1000 first street north,empty,291,19,24
1000 first street north,empty,292,19,24
1000 first street north,empty,293,19,24
1720 university blvd,empty,294,0,24
1720 univxrsity blvd,empty,295,21,1
1720 university blvd,empty,296,0,24
1720 university blvd,empty,297,0,24
1720 university blvd,empty,298,0,24
1720 university blvd,empty,299,0,24
1720 university blvd,empty,300,0,24
1720 university blvd,empty,301,0,24
1720 university blvd,empty,302,0,24
1720 university blvd,empty,303,0,24
1720 university blvd,empty,304,0,24
1720 university blvd,empty,305,0,24
1720 university blvd,empty,306,0,24
1720 university blvd,empty,307,0,24
1720 university blvd,empty,308,0,24
1720 university blvd,empty,309,0,24
1720 university blvd,empty,310,0,24
301 east 18th st,empty,311,22,26
301 east 18th st,empty,312,22,26
301 east 18th st,empty,313,22,26
301 east 18th st,empty,314,22,26
301 east 18th st,empty,315,22,26
301xeastx18thxst,empty,316,23,1
301 east 18th st,empty,317,22,26
301 east 18th st,empty,318,22,26
301 east 18th st,empty,319,22,26
301 east 18th st,empty,320,22,26
301 east 18th st,empty,321,22,26
301 east 18th st,empty,322,22,26
301 east 18th st,empty,323,22,26
301 east 18th st,empty,324,22,26
301 east 18th st,empty,325,22,26
301 east 18th st,empty,326,22,26
301 east 18th st,empty,327,22,26
301 east 18th st,empty,328,22,26
301 east 18th st,empty,329,22,26
301 east 18th st,empty,330,22,26
4370 west main street,empty,331,24,16
4370 west main street,empty,332,24,16
4370 west main street,empty,333,24,16
4370xwestxmainxstreet,empty,334,25,1
4370 west main street,empty,335,24,16
4370 west main street,empty,336,24,16
4370 west main street,empty,337,24,16
4370 west main street,empty,338,24,16
4370 west main street,empty,339,24,16
4370 west main street,empty,340,24,16
4370 west main street,empty,341,24,16
4370 west main street,empty,342,24,16
4370 west main street,empty,343,24,16
4370 west main street,empty,344,24,16
4370 west main street,empty,345,24,16
4370 west main street,empty,346,24,16
4370 west main street,empty,347,24,16
810 st vincents drive,empty,348,26,4
810 st vincents drive,empty,349,26,4
810 st vxncents drxve,empty,350,27,1
810 st vincents drive,empty,351,26,4
810 st vincents drive,empty,352,26,4
1201 7th street se,empty,353,28,1
1530 u s highway 43,empty,354,29,24
1530 u s highway 43,empty,355,29,24
1530 u s highway 43,empty,356,29,24
1530 u s highway 43,empty,357,29,24
1530 u s highway 43,empty,358,29,24
1530 u s highway 43,empty,359,29,24
1530 u s highway 43,empty,360,29,24
1530 u s highway 43,empty,361,29,24
1530 u s highway 43,empty,362,29,24
1530xuxsxhighwayx43,empty,363,30,1
1530 u s highway 43,empty,364,29,24
1530 u s highway 43,empty,365,29,24
1530 u s highway 43,empty,366,29,24
1530 u s highway 43,empty,367,29,24
1530 u s highway 43,empty,368,29,24
1530 u s highway 43,empty,369,29,24
1530 u s highway 43,empty,370,29,24
1530 u s highway 43,empty,371,29,24
1530 u s highway 43,empty,372,29,24
1530 u s highway 43,empty,373,29,24
1530 u s highway 43,empty,374,29,24
1530 u s highway 43,empty,375,29,24
1530 u s highway 43,empty,376,29,24
1530 u s highway 43,empty,377,29,24
1530 u s highway 43,empty,378,29,24
2451 fillingim street,empty,379,31,13
2451 fillingim street,empty,380,31,13
2451 fillingim street,empty,381,31,13
2451 fillingim street,empty,382,31,13
2451 fillingim street,empty,383,31,13
2451 fillingim street,empty,384,31,13
2451 fillingim street,empty,385,31,13
2451 fillingim street,empty,386,31,13
2451 fillingim street,empty,387,31,13
2451 fillingim street,empty,388,31,13
2451 fillingim street,empty,389,31,13
2451 fillingim street,empty,390,31,13
2451 fillingim street,empty,391,31,13
124 s memorial dr,empty,392,32,18
124xsxmemorialxdr,empty,393,33,1
124 s memorial dr,empty,394,32,18
124 s memorial dr,empty,395,32,18
124 s memorial dr,empty,396,32,18
124 s memorial dr,empty,397,32,18
124 s memorial dr,empty,398,32,18
124 s memorial dr,empty,399,32,18
124 s memorial dr,empty,400,32,18
124 s memorial dr,empty,401,32,18
124 s memorial dr,empty,402,32,18
124 s memorial dr,empty,403,32,18
124 s memorial dr,empty,404,32,18
124 s memorial dr,empty,405,32,18
124 s memorial dr,empty,406,32,18
124 s memorial dr,empty,407,32,18
124 s memorial dr,empty,408,32,18
124 s memorial dr,empty,409,32,18
124 s memorial dr,empty,410,32,18
124 s mxmorial dr,empty,411,34,1
15155 highway 43,empty,412,35,2
15155 highway 43,empty,413,35,2
315 w hickory st,empty,414,36,16
315 w hickxry st,empty,415,37,1
315 w hickory st,empty,416,36,16
315 w hickory st,empty,417,36,16
315 w hickory st,empty,418,36,16
315 w hickory st,empty,419,36,16
315 w hickory st,empty,420,36,16
315 w hickory st,empty,421,36,16
315 w hickory st,empty,422,36,16
315 w hickory st,empty,423,36,16
315 w hickory st,empty,424,36,16
315 w hickory st,empty,425,36,16
315 w hickory st,empty,426,36,16
315 w hickory st,empty,427,36,16
315 w hickory st,empty,428,36,16
315 w hickory st,empty,429,36,16
315 w hickory st,empty,430,36,16
315xwxhickoryxst,empty,431,38,1
2801 debarr road,empty,432,39,18
2801 debarr road,empty,433,39,18
2801 debarr road,empty,434,39,18
2801 debarr road,empty,435,39,18
2801 debarr road,empty,436,39,18
2801 debarr road,empty,437,39,18
2801 debarr road,empty,438,39,18
2801 debarr road,empty,439,39,18
2801 debarr road,empty,440,39,18
2801 debarr road,empty,441,39,18
2801 debarr road,empty,442,39,18
2801 debarr road,empty,443,39,18
2801 debarr road,empty,444,39,18
2801 debarr road,empty,445,39,18
2801 debarr road,empty,446,39,18
2801 debarr road,empty,447,39,18
2801 debarr road,empty,448,39,18
2801 debarr road,empty,449,39,18
po box 287,empty,450,40,1
poxboxx287,empty,451,41,1
1300 south montgomery avenue,empty,452,1,25
1300 south montgomery avenue,empty,453,1,25
1300 south montgomery avenue,empty,454,1,25
1300 south montgomery avenue,empty,455,1,25
1300 south montgomery avenue,empty,456,1,25
1300 south montgomery avenue,empty,457,1,25
1300 south montgomery avenue,empty,458,1,25
1300 south montgomery avenue,empty,459,1,25
1300 south montgomery avenue,empty,460,1,25
1300 south montgomery avenue,empty,461,1,25
1300 south montgomery avenue,empty,462,1,25
1300 south montgomery avenue,empty,463,1,25
1300 south montgomery avenue,empty,464,1,25
1300 south montgomery avenue,empty,465,1,25
126 hospital ave,empty,466,42,23
126 hospital ave,empty,467,42,23
126 hospital ave,empty,468,42,23
126 hospital ave,empty,469,42,23
126 hospital ave,empty,470,42,23
126 hospital ave,empty,471,42,23
126xhospitalxave,empty,472,43,1
126 hospital ave,empty,473,42,23
126 hospital ave,empty,474,42,23
126 hospital ave,empty,475,42,23
126 hospital ave,empty,476,42,23
126 hospital ave,empty,477,42,23
126 hospital ave,empty,478,42,23
126 hospital ave,empty,479,42,23
126 hospital ave,empty,480,42,23
126 hospital ave,empty,481,42,23
126 hospital ave,empty,482,42,23
126 hospital ave,empty,483,42,23
1x6 hospital ave,empty,484,44,1
126 hospital ave,empty,485,42,23
126 hospital ave,empty,486,42,23
126 hospital ave,empty,487,42,23
126 hospital ave,empty,488,42,23
126 hospital ave,empty,489,42,23
126 hospital ave,empty,490,42,23
400 northwood dr,empty,491,45,25
400 northwood dr,empty,492,45,25
400 northwood dr,empty,493,45,25
400 northwood dr,empty,494,45,25
400 northwood dr,empty,495,45,25
400 northwood dr,empty,496,45,25
400 northwood dr,empty,497,45,25
400 northwood dr,empty,498,45,25
400 northwood dr,empty,499,45,25
400 northwood dr,empty,500,45,25
400 northwood dr,empty,501,45,25
400 northwood dr,empty,502,45,25
400 northwood dr,empty,503,45,25
400 northwood dr,empty,504,45,25
400 northwood dr,empty,505,45,25
400 northwood dr,empty,506,45,25
400 northwood dr,empty,507,45,25
400 northwood dr,empty,508,45,25
400 northwood dr,empty,509,45,25
400 northwood dr,empty,510,45,25
400 northwood dr,empty,511,45,25
400 northwood dr,empty,512,45,25
400 northwood dr,empty,513,45,25
400 northwood dr,empty,514,45,25
400 northwood dr,empty,515,45,25
2105 east south boulevard,empty,516,46,25
2105 east south boulevard,empty,517,46,25
2105 east south boulevard,empty,518,46,25
2105 east south boulevard,empty,519,46,25
2105 east south boulevard,empty,520,46,25
2105 east south boulevard,empty,521,46,25
2105 east south boulevard,empty,522,46,25
2105 east south boulevard,empty,523,46,25
2105 east south boulevard,empty,524,46,25
2105 east south boulevard,empty,525,46,25
2105 east south boulevard,empty,526,46,25
2105 east south boulevard,empty,527,46,25
2105 east south boulevard,empty,528,46,25
2105 east south boulevard,empty,529,46,25
2105 east south boulevard,empty,530,46,25
2105 east south boulevard,empty,531,46,25
2105 east south boulevard,empty,532,46,25
2105 east south boulevard,empty,533,46,25
2105 east south boulevard,empty,534,46,25
2105 east south boulevard,empty,535,46,25
2105 east south boulevard,empty,536,46,25
2105 east south boulevard,empty,537,46,25
2105 east south boulevard,empty,538,46,25
2105 east south boulevard,empty,539,46,25
2105 east south boulevard,empty,540,46,25
1725 pine street,empty,541,47,25
1725 pine street,empty,542,47,25
1725 pine street,empty,543,47,25
1725 pine street,empty,544,47,25
1725 pine street,empty,545,47,25
1725 pine street,empty,546,47,25
1725 pine street,empty,547,47,25
1725 pine street,empty,548,47,25
1725 pine street,empty,549,47,25
1725 pine street,empty,550,47,25
1725 pine street,empty,551,47,25
1725 pine street,empty,552,47,25
1725 pine street,empty,553,47,25
1725 pine street,empty,554,47,25
1725 pine street,empty,555,47,25
1725 pine street,empty,556,47,25
1725 pine street,empty,557,47,25
1725 pine street,empty,558,47,25
1725 pine street,empty,559,47,25
1725 pine street,empty,560,47,25
1725 pine street,empty,561,47,25
1725 pine street,empty,562,47,25
1725 pine street,empty,563,47,25
1725 pine street,empty,564,47,25
1725 pine street,empty,565,47,25
4800 48th st,empty,566,48,25
4800 48th st,empty,567,48,25
4800 48th st,empty,568,48,25
4800 48th st,empty,569,48,25
4800 48th st,empty,570,48,25
4800 48th st,empty,571,48,25
4800 48th st,empty,572,48,25
4800 48th st,empty,573,48,25
4800 48th st,empty,574,48,25
4800 48th st,empty,575,48,25
4800 48th st,empty,576,48,25
4800 48th st,empty,577,48,25
4800 48th st,empty,578,48,25
4800 48th st,empty,579,48,25
4800 48th st,empty,580,48,25
4800 48th st,empty,581,48,25
4800 48th st,empty,582,48,25
4800 48th st,empty,583,48,25
4800 48th st,empty,584,48,25
4800 48th st,empty,585,48,25
4800 48th st,empty,586,48,25
4800 48th st,empty,587,48,25
4800 48th st,empty,588,48,25
4800 48th st,empty,589,48,25
4800 48th st,empty,590,48,25
987 drayton street,empty,591,49,25
987 drayton street,empty,592,49,25
987 drayton street,empty,593,49,25
987 drayton street,empty,594,49,25
987 drayton street,empty,595,49,25
987 drayton street,empty,596,49,25
987 drayton street,empty,597,49,25
987 drayton street,empty,598,49,25
987 drayton street,empty,599,49,25
987 drayton street,empty,600,49,25
987 drayton street,empty,601,49,25
987 drayton street,empty,602,49,25
987 drayton street,empty,603,49,25
987 drayton street,empty,604,49,25
987 drayton street,empty,605,49,25
987 drayton street,empty,606,49,25
987 drayton street,empty,607,49,25
987 drayton street,empty,608,49,25
987 drayton street,empty,609,49,25
987 drayton street,empty,610,49,25
987 drayton street,empty,611,49,25
987 drayton street,empty,612,49,25
987 drayton street,empty,613,49,25
987 drayton street,empty,614,49,25
987 drayton street,empty,615,49,25
2000 pepperell parkway,empty,616,50,25
2000 pepperell parkway,empty,617,50,25
2000 pepperell parkway,empty,618,50,25
2000 pepperell parkway,empty,619,50,25
2000 pepperell parkway,empty,620,50,25
2000 pepperell parkway,empty,621,50,25
2000 pepperell parkway,empty,622,50,25
2000 pepperell parkway,empty,623,50,25
2000 pepperell parkway,empty,624,50,25
2000 pepperell parkway,empty,625,50,25
2000 pepperell parkway,empty,626,50,25
2000 pepperell parkway,empty,627,50,25
2000 pepperell parkway,empty,628,50,25
2000 pepperell parkway,empty,629,50,25
2000 pepperell parkway,empty,630,50,25
2000 pepperell parkway,empty,631,50,25
2000 pepperell parkway,empty,632,50,25
2000 pepperell parkway,empty,633,50,25
2000 pepperell parkway,empty,634,50,25
2000 pepperell parkway,empty,635,50,25
2000 pepperell parkway,empty,636,50,25
2000 pepperell parkway,empty,637,50,25
2000 pepperell parkway,empty,638,50,25
2000 pepperell parkway,empty,639,50,25
2000 pepperell parkway,empty,640,50,25
209 north main street,empty,641,51,24
209 north main street,empty,642,51,24
209 north main street,empty,643,51,24
209 north main street,empty,644,51,24
209 north main street,empty,645,51,24
209 north main street,empty,646,51,24
209 north main street,empty,647,51,24
209 north main street,empty,648,51,24
209 north main street,empty,649,51,24
209 north main street,empty,650,51,24
209 north main street,empty,651,51,24
209 xorth maix street,empty,652,52,1
209 north main street,empty,653,51,24
209 north main street,empty,654,51,24
209 north main street,empty,655,51,24
209 north main street,empty,656,51,24
209 north main street,empty,657,51,24
209 north main street,empty,658,51,24
209 north main street,empty,659,51,24
209 north main street,empty,660,51,24
209 north main street,empty,661,51,24
209 north main street,empty,662,51,24
209 north main street,empty,663,51,24
209 north main street,empty,664,51,24
209 north main street,empty,665,51,24
619 south 19th street,empty,666,53,25
619 south 19th street,empty,667,53,25
619 south 19th street,empty,668,53,25
619 south 19th street,empty,669,53,25
619 south 19th street,empty,670,53,25
619 south 19th street,empty,671,53,25
619 south 19th street,empty,672,53,25
619 south 19th street,empty,673,53,25
619 south 19th street,empty,674,53,25
619 south 19th street,empty,675,53,25
619 south 19th street,empty,676,53,25
619 south 19th street,empty,677,53,25
619 south 19th street,empty,678,53,25
619 south 19th street,empty,679,53,25
619 south 19th street,empty,680,53,25
619 south 19th street,empty,681,53,25
619 south 19th street,empty,682,53,25
619 south 19th street,empty,683,53,25
619 south 19th street,empty,684,53,25
619 south 19th street,empty,685,53,25
619 south 19th street,empty,686,53,25
619 south 19th street,empty,687,53,25
619 south 19th street,empty,688,53,25
619 south 19th street,empty,689,53,25
619 south 19th street,empty,690,53,25
805 friendship road,empty,691,54,25
805 friendship road,empty,692,54,25
805 friendship road,empty,693,54,25
805 friendship road,empty,694,54,25
805 friendship road,empty,695,54,25
805 friendship road,empty,696,54,25
805 friendship road,empty,697,54,25
805 friendship road,empty,698,54,25
805 friendship road,empty,699,54,25
805 friendship road,empty,700,54,25
805 friendship road,empty,701,54,25
805 friendship road,empty,702,54,25
805 friendship road,empty,703,54,25
805 friendship road,empty,704,54,25
805 friendship road,empty,705,54,25
805 friendship road,empty,706,54,25
805 friendship road,empty,707,54,25
805 friendship road,empty,708,54,25
805 friendship road,empty,709,54,25
805 friendship road,empty,710,54,25
805 friendship road,empty,711,54,25
805 friendship road,empty,712,54,25
805 friendship road,empty,713,54,25
805 friendship road,empty,714,54,25
805 friendship road,empty,715,54,25
1912 alabama highway 157,empty,716,55,24
1912 alabama highway 157,empty,717,55,24
1912 alabama highway 157,empty,718,55,24
1912 alabama highway 157,empty,719,55,24
1912 alabama highway 157,empty,720,55,24
1912 alabama highway 157,empty,721,55,24
1912 alabama highway 157,empty,722,55,24
1912 alabama highway 157,empty,723,55,24
1912 alabama highway 157,empty,724,55,24
1912 alabama highway 157,empty,725,55,24
1912 alabama highway 157,empty,726,55,24
1912 alabama highway 157,empty,727,55,24
1912 alabama highway 157,empty,728,55,24
1912 alabama highway 157,empty,729,55,24
1912 alabama highway 157,empty,730,55,24
1912 alabama highway 157,empty,731,55,24
1912 alabama highway 157,empty,732,55,24
1912 alabama highway 157,empty,733,55,24
1912 alabama highway 157,empty,734,55,24
1912 alabama highway 157,empty,735,55,24
1912xalabamaxhighwayx157,empty,736,56,1
1912 alabama highway 157,empty,737,55,24
1912 alabama highway 157,empty,738,55,24
1912 alabama highway 157,empty,739,55,24
1912 alabama highway 157,empty,740,55,24
849 south three notch street,empty,741,57,25
849 south three notch street,empty,742,57,25
849 south three notch street,empty,743,57,25
849 south three notch street,empty,744,57,25
849 south three notch street,empty,745,57,25
849 south three notch street,empty,746,57,25
849 south three notch street,empty,747,57,25
849 south three notch street,empty,748,57,25
849 south three notch street,empty,749,57,25
849 south three notch street,empty,750,57,25
849 south three notch street,empty,751,57,25
849 south three notch street,empty,752,57,25
849 south three notch street,empty,753,57,25
849 south three notch street,empty,754,57,25
849 south three notch street,empty,755,57,25
849 south three notch street,empty,756,57,25
849 south three notch street,empty,757,57,25
849 south three notch street,empty,758,57,25
849 south three notch street,empty,759,57,25
849 south three notch street,empty,760,57,25
849 south three notch street,empty,761,57,25
849 south three notch street,empty,762,57,25
849 south three notch street,empty,763,57,25
849 south three notch street,empty,764,57,25
849 south three notch street,empty,765,57,25
301 east 18th st,empty,766,22,26
301 east 1xth st,empty,767,58,1
301 east 18th st,empty,768,22,26
301 east 18th st,empty,769,22,26
301 east 18th st,empty,770,22,26
301 east 18th st,empty,771,22,26
301 east 18th st,empty,772,22,26
301 east 18th st,empty,773,22,26
101 sivley rd,empty,774,59,28
101 sivley rd,empty,775,59,28
101 sivley rd,empty,776,59,28
101 sivley rd,empty,777,59,28
101 sivley rd,empty,778,59,28
101 sivley rd,empty,779,59,28
101 sivley rd,empty,780,59,28
101 sivley rd,empty,781,59,28
101 sivley rd,empty,782,59,28
101 sivley rd,empty,783,59,28
101 sivley rd,empty,784,59,28
101 sivley rd,empty,785,59,28
101 sivley rd,empty,786,59,28
101 sivley rd,empty,787,59,28
101 sivley rd,empty,788,59,28
101 sivley rd,empty,789,59,28
101 sivley rd,empty,790,59,28
101 sivley rd,empty,791,59,28
101 sivley rd,empty,792,59,28
101 sivley rd,empty,793,59,28
101 sivley rd,empty,794,59,28
