sched_arr_time,act_arr_time,original_index,unique_index
2:45 p.m.,2:46 p.m.,476,20
,5:34 p.m.,477,139
,3:25 p.m.,478,154
10:35 a.m.,10:29 a.m.,479,186
7:25 p.m.,,480,2
9:10 p.m.,8:43 p.m.,481,188
12:21 a.m. Dec 02,,482,326
,7:58 p.m.,483,327
12:18 p.m.,12:09 p.m.,484,328
7:30 a.m.,7:51 a.m.,485,25
9:35 a.m.,9:29 a.m.,486,192
,7:53 p.m.,487,190
6:23 p.m.,6:35 p.m.,488,329
,7:36 p.m.,489,330
9:45 p.m.,9:49 p.m.,490,195
,6:34 p.m.,491,331
,10:45 a.m.,492,197
2:59 p.m.,3:04 p.m.,493,29
4:31 p.m.,4:23 p.m.,494,332
2:45 p.m.,2:52 p.m.,495,200
,4:17 p.m.,496,333
5:50 a.m. Dec 02,,497,334
12:29 a.m. Dec 02,,498,335
12:15 a.m. Dec 02,,499,336
11:50 p.m.,,500,33
10:34 a.m.,10:04 a.m.,501,34
11:50 a.m.,11:44 a.m.,502,35
,9:13 a.m.,503,115
3:50 p.m.,,504,36
,4:59 p.m.,505,337
,8:45 a.m.,506,338
5:11 a.m.Dec 02,,507,212
6:40 p.m.,,508,301
,8:02 a.m.,509,339
,2:02 p.m.,510,215
,9:11 p.m.,511,216
,4:24 p.m.,512,217
,7:10 p.m.,513,317
,12:12 p.m.,514,340
4:05 p.m.,3:36 p.m.,515,219
5:55 p.m.,5:34 p.m.,516,220
11:35 a.m.,11:07 a.m.,517,221
2:15 p.m.,1:43 p.m.,518,41
11:05 a.m.,11:00 a.m.,519,223
,12:09 p.m.,520,341
2:35 p.m.,3:01 p.m.,521,225
,10:10 a.m.,522,226
6:30 p.m.,6:43 p.m.,523,44
8:00 a.m.,7:57 a.m.,524,228
,4:56 p.m.,525,342
6:40 p.m.,6:09 p.m.,526,230
2:25 p.m.,2:27 p.m.,527,19
11:10 a.m.,11:06 a.m.,528,17
,5:26 p.m.,529,343
6:17 p.m.,6:17 p.m.,530,344
12:55 p.m.,12:48 p.m.,531,235
7:45 a.m.,7:32 a.m.,532,236
7:05 p.m.,6:36 p.m.,533,345
6:40 a.m.,6:19 a.m.,534,48
10:45 a.m.,11:12 a.m.,535,49
3:30 p.m.,3:14 p.m.,536,47
9:40 a.m.,9:32 a.m.,537,0
10:15 p.m.,10:29 p.m.,538,346
9:25 a.m.,9:28 a.m.,539,3
11:55 a.m.,11:58 a.m.,540,308
9:54 a.m.,9:43 a.m.,541,347
10:30 p.m.,10:30 p.m. (Estimated),542,348
2:00 p.m.,2:10 p.m.,543,16
7:25 p.m.,7:25 p.m. (Estimated runway),544,349
5:05 p.m.,5:17 p.m.,545,153
2:50 p.m.,3:31 p.m.,546,350
6:55 a.m.,6:35 a.m. (Estimated runway),547,351
7:23 a.m.,7:17 a.m.,548,352
5:35 a.m.,5:26 a.m.,549,353
6:46 p.m.,6:28 p.m.,550,354
9:21 a.m.,9:14 a.m.,551,355
1:16 p.m.,1:19 p.m.,552,356
9:55 a.m.,9:45 a.m.,553,6
10:06 a.m.,9:56 a.m.,554,357
7:55 p.m.,7:39 p.m.,555,7
12:35 p.m.,1:27 p.m.,556,15
7:03 p.m.,7:10 p.m.,557,358
8:22 p.m.,8:03 p.m.,558,359
3:50 p.m.,4:09 p.m.,559,8
1:17 p.m.,1:14 p.m.,560,360
9:20 a.m.,9:05 a.m.,561,9
4:57 p.m.,5:05 p.m.,562,361
10:20 a.m.,10:27 a.m.,563,362
10:54 a.m.,10:56 a.m.,564,363
11:05 a.m.,11:01 a.m.,565,11
12:10 p.m.,11:56 a.m.,566,12
8:00 a.m.,8:06 a.m.,567,13
2:35 p.m.,3:20 p.m. (runway),568,364
7:45 a.m.,7:40 a.m.,569,18
2:45 p.m.,2:50 p.m.,570,4
3:19 p.m.,3:21 p.m.,571,365
1:45 p.m.,1:15 p.m.,572,366
8:56 p.m.,9:52 p.m. (Estimated),573,367
2:25 p.m.,2:27 p.m.,574,19
2:45 p.m.,2:46 p.m.,575,20
5:15 p.m.,5:34 p.m.,576,368
4:00 p.m.,3:33 p.m.,577,21
10:35 a.m.,10:36 a.m.,578,22
11:35 a.m.,11:32 a.m.,579,369
9:10 p.m.,8:53 p.m.,580,23
3:15 p.m.,3:16 p.m.,581,24
12:21 a.m.,12:21 a.m. (Estimated),582,370
7:53 p.m.,7:58 p.m.,583,371
12:18 p.m.,12:09 p.m.,584,328
7:30 a.m.,7:51 a.m.,585,25
9:35 a.m.,9:31 a.m.,586,26
8:05 p.m.,7:55 p.m.,587,27
11:10 a.m.,11:06 a.m.,588,17
6:23 p.m.,6:38 p.m.,589,372
7:35 p.m.,7:36 p.m.,590,373
9:45 p.m.,9:53 p.m.,591,28
6:44 p.m.,6:34 p.m.,592,374
10:31 a.m.,10:47 a.m.,593,375
2:59 p.m.,3:04 p.m.,594,29
4:31 p.m.,4:23 p.m.,595,332
4:17 p.m.,4:17 p.m.,596,376
5:50 a.m.,5:42 a.m. (Estimated runway),597,377
12:29 a.m.,12:01 a.m. (Estimated runway),598,378
12:15 a.m.,11:49 p.m. (Estimated runway),599,379
11:50 p.m.,11:35 p.m. (Estimated runway),600,380
5:00 p.m.,4:47 p.m.,601,381
10:34 a.m.,10:04 a.m.,602,34
11:50 a.m.,11:44 a.m.,603,35
6:15 p.m.,5:42 p.m.,604,324
9:24 a.m.,9:13 a.m.,605,382
4:48 p.m.,4:59 p.m.,606,383
5:11 a.m.,,607,384
6:40 p.m.,6:40 p.m. (Estimated),608,385
1:40 p.m.,2:00 p.m.,609,386
9:20 p.m.,9:19 p.m. (Estimated),610,387
4:53 p.m.,4:44 p.m.,611,388
7:03 p.m.,7:10 p.m.,612,358
4:05 p.m.,3:43 p.m.,613,38
5:55 p.m.,5:43 p.m.,614,39
11:35 a.m.,11:06 a.m.,615,40
2:15 p.m.,1:43 p.m.,616,41
2:35 p.m.,3:13 p.m.,617,42
1:39 p.m.,1:30 p.m.,618,389
10:40 a.m.,10:16 a.m.,619,43
6:30 p.m.,6:43 p.m.,620,44
6:40 p.m.,6:15 p.m.,621,46
3:30 p.m.,3:14 p.m.,622,47
4:49 p.m.,5:26 p.m.,623,390
6:17 p.m.,5:38 p.m.,624,391
12:55 p.m.,12:50 p.m.,625,30
7:05 p.m.,6:36 p.m.,626,345
6:40 a.m.,6:19 a.m.,627,48
10:45 a.m.,11:12 a.m.,628,49
9:40 a.m.,9:22 a.m.,629,146
,10:29 p.m.,630,307
9:25 a.m.,9:28 a.m.,631,3
11:55 a.m.,11:58 a.m.,632,308
,9:43 a.m.,633,309
10:30 p.m.,,634,1
3:15 p.m.,3:16 p.m.,635,24
5:05 p.m.,5:17 p.m.,636,153
,3:31 p.m.,637,310
,11:21 a.m.,638,311
6:55 a.m. Dec 02,,639,312
,7:17 a.m.,640,313
,5:26 a.m.,641,314
6:46 p.m.,6:25 p.m.,642,159
,9:09 a.m.,643,160
,1:19 p.m.,644,315
12:35 p.m.,1:18 p.m.,645,162
,9:56 a.m.,646,67
9:55 a.m.,9:45 a.m.,647,6
7:55 p.m.,7:39 p.m.,648,7
,1:40 p.m.,649,316
,7:10 p.m.,650,317
,11:32 a.m.,651,318
,5:00 p.m.,652,76
3:50 p.m.,4:09 p.m.,653,8
,1:14 p.m.,654,319
9:20 a.m.,9:05 a.m.,655,9
4:57 p.m.,5:03 p.m.,656,172
,10:27 a.m.,657,320
,10:56 a.m.,658,321
12:10 p.m.,11:50 a.m.,659,175
2:35 p.m.,3:19 p.m.,660,176
,1:30 p.m.,661,322
,3:21 p.m.,662,323
,2:01 p.m.,663,179
6:15 p.m.,5:42 p.m.,664,324
1:45 p.m.,1:14 p.m.,665,181
,8:03 p.m.,666,325
,9:38 p.m.,667,183
2:45 p.m.,2:46 p.m.,668,20
,5:34 p.m.,669,139
,3:25 p.m.,670,154
10:35 a.m.,10:29 a.m.,671,186
7:25 p.m.,,672,2
9:10 p.m.,8:43 p.m.,673,188
12:21 a.m. Dec 02,,674,326
,7:58 p.m.,675,327
12:18 p.m.,12:09 p.m.,676,328
7:30 a.m.,7:51 a.m.,677,25
9:35 a.m.,9:29 a.m.,678,192
,7:53 p.m.,679,190
6:23 p.m.,6:35 p.m.,680,329
,7:36 p.m.,681,330
9:45 p.m.,9:49 p.m.,682,195
,6:34 p.m.,683,331
,10:45 a.m.,684,197
2:59 p.m.,3:04 p.m.,685,29
4:31 p.m.,4:23 p.m.,686,332
2:45 p.m.,2:52 p.m.,687,200
,4:17 p.m.,688,333
5:50 a.m. Dec 02,,689,334
12:29 a.m. Dec 02,,690,335
12:15 a.m. Dec 02,,691,336
11:50 p.m.,,692,33
10:34 a.m.,10:04 a.m.,693,34
11:50 a.m.,11:44 a.m.,694,35
,9:13 a.m.,695,115
3:50 p.m.,,696,36
,4:59 p.m.,697,337
,8:45 a.m.,698,338
5:11 a.m.Dec 02,,699,212
6:40 p.m.,,700,301
,8:02 a.m.,701,339
,2:02 p.m.,702,215
,9:11 p.m.,703,216
,4:24 p.m.,704,217
,7:10 p.m.,705,317
,12:12 p.m.,706,340
4:05 p.m.,3:36 p.m.,707,219
5:55 p.m.,5:34 p.m.,708,220
11:35 a.m.,11:07 a.m.,709,221
2:15 p.m.,1:43 p.m.,710,41
11:05 a.m.,11:00 a.m.,711,223
,12:09 p.m.,712,341
2:35 p.m.,3:01 p.m.,713,225
,10:10 a.m.,714,226
6:30 p.m.,6:43 p.m.,715,44
8:00 a.m.,7:57 a.m.,716,228
,4:56 p.m.,717,342
6:40 p.m.,6:09 p.m.,718,230
2:25 p.m.,2:27 p.m.,719,19
11:10 a.m.,11:06 a.m.,720,17
,5:26 p.m.,721,343
6:17 p.m.,6:17 p.m.,722,344
12:55 p.m.,12:48 p.m.,723,235
7:45 a.m.,7:32 a.m.,724,236
7:05 p.m.,6:36 p.m.,725,345
6:40 a.m.,6:19 a.m.,726,48
10:45 a.m.,11:12 a.m.,727,49
3:30 p.m.,3:14 p.m.,728,47
,9:22 a.m.,729,50
,10:28 p.m.,730,392
,10:22 p.m.,731,393
,11:30 a.m.,732,53
,9:39 a.m.,733,394
7:25 p.m.,,734,2
,4:54 p.m.,735,58
,11:16 a.m.,736,395
12/2/2011 6:55 a.m.,,737,396
,7:04 a.m.,738,61
,5:25 a.m.,739,397
,2:50 p.m.,740,107
,9:29 a.m.,741,54
,7:37 p.m.,742,68
,1:19 p.m.,743,315
,4:08 p.m.,744,73
,1:06 p.m.,745,398
,8:50 a.m.,746,75
,10:58 a.m.,747,130
,11:50 a.m.,748,79
,7:59 a.m.,749,135
,3:13 p.m.,750,80
,3:07 p.m.,751,399
,1:55 p.m.,752,83
,5:22 p.m.,753,84
,2:21 p.m.,754,137
,2:39 p.m.,755,87
4:52 p.m.,,756,185
,3:26 p.m.,757,400
,10:34 a.m.,758,90
,8:38 p.m.,759,92
,3:04 p.m.,760,93
,12:02 p.m.,761,401
,7:49 a.m.,762,97
,9:26 a.m.,763,98
,7:43 p.m.,764,99
,10:43 a.m.,765,100
,7:23 p.m.,766,102
,9:47 p.m.,767,103
,1:36 p.m.,768,69
,4:20 p.m.,769,106
,4:05 p.m.,770,402
12/2/2011 5:50 a.m.,,771,403
12/2/2011 12:15 a.m.,,772,404
11:50 p.m.,,773,33
,9:45 a.m.,774,113
,11:33 a.m.,775,114
,9:13 a.m.,776,115
3:50 p.m.,,777,36
,5:24 a.m.,778,405
6:40 p.m.,,779,301
,11:27 a.m.,780,406
,3:36 p.m.,781,126
,11:04 a.m.,782,128
12/2/2011 12:29 a.m.,,783,407
,8:33 a.m.,784,118
,1:42 p.m.,785,129
,2:49 p.m.,786,132
,3:12 p.m.,787,145
,12:37 p.m.,788,140
,7:37 a.m.,789,141
,6:13 a.m.,790,408
,10:52 a.m.,791,144
2:45P 12-01-11,2:46P,792,409
10:34A 12-01-11,10:08A,793,410
7:55P 12-01-11,7:39P,794,411
9:20A 12-01-11,9:04A,795,412
11:10A 12-01-11,11:06A,796,413
,,797,414
,,798,414
,,799,414
,,800,414
,,801,414
,,802,414
Thu  22:15,Thu  22:25,803,415
