HospitalName,original_index,unique_index
mizell memorial hospital,116,6
mizell memorial hospital,117,6
mizell memorial hospital,118,6
crenshaw community hospital,119,7
crenshaw community hospital,120,7
crenshaw community hospital,121,7
crenshaw community hospital,122,7
crenshaw community hospital,123,7
crenshaw community hospital,124,7
crenshaw community hospital,125,7
crenshaw community hospital,126,7
crenshaw community hospital,127,7
crenshaw community hospital,128,7
crenshaw community hospital,129,7
crenshaw community hospital,130,7
crenshaw cxmmunity hxspital,131,8
crenshaw community hospital,132,7
crenshaw community hospital,133,7
crenshaw community hospital,134,7
crenshaw community hospital,135,7
crenshaw community hospital,136,7
crenshaw community hospital,137,7
crenshaw community hospital,138,7
crenshaw community hospital,139,7
crenshaw community hospital,140,7
crenshaw community hospital,141,7
crenshaw community hospital,142,7
crenshaw community hospital,143,7
hartselle medical center,144,9
hartselle medical center,145,9
hartselle medical center,146,9
hartselle medical center,147,9
hartselle medical center,148,9
hartselle medical center,149,9
hartselle medical center,150,9
hartselle medical center,151,9
hartselle medical center,152,9
hartselle medical center,153,9
hartselle medical center,154,9
hartselle medical center,155,9
hartselle medical center,156,9
hartselle medical center,157,9
hartselle medical center,158,9
hartselle medical center,159,9
hartselle medical center,160,9
hartselle medical center,161,9
hartselle medical center,162,9
hartselle medical center,163,9
hartselle medical center,164,9
hartselle medical center,165,9
hartselle medical center,166,9
hartselle medical center,167,9
hartselle medical center,168,9
marshall medical center north,169,10
marshall medical center north,170,10
marshall medical cenxer norxh,171,11
marshall medical center north,172,10
marshall medical center north,173,10
marshall medical center north,174,10
marshall medical center north,175,10
marshall medical center north,176,10
marshall medical center north,177,10
marshall medical center north,178,10
marshall medical center north,179,10
marshall medical center north,180,10
marshall medical center north,181,10
marshall medical center north,182,10
marshall medical center north,183,10
marshall medical center north,184,10
marshall medical center north,185,10
marshall medical center north,186,10
marshall medical center north,187,10
marshall medical center north,188,10
marshall medical center north,189,10
marshall medical center north,190,10
marshall medical center north,191,10
marshall medical center north,192,10
marshall medical center north,193,10
st vincents east,194,12
st vincents east,195,12
st vincents east,196,12
st vincents east,197,12
st vincents east,198,12
st vincents east,199,12
st vincents east,200,12
st vincents east,201,12
st vincents east,202,12
st vincents east,203,12
st vincents east,204,12
st vincents east,205,12
st vincents east,206,12
st vincents east,207,12
st vincents east,208,12
st vincents east,209,12
st vincents east,210,12
st vincents east,211,12
st vincents east,212,12
st vincents east,213,12
st vincents east,214,12
st vincents east,215,12
st vincents east,216,12
st vincents east,217,12
st vincents east,218,12
dekalb regional medical center,219,13
dekalb regional medical center,220,13
dekalb regional medical center,221,13
dekalb regional medical center,222,13
dekalb regional medical center,223,13
dekalb regional medical center,224,13
dekalb regional medical center,225,13
dekalb regional medical center,226,13
dekalb regional medical center,227,13
dekalb regional medical center,228,13
dekalb regional medical center,229,13
dekalb regional medical center,230,13
dekalb regional medical center,231,13
dekalb regional medical center,232,13
dekalb regional medical center,233,13
dekalb regional medical center,234,13
dekalb regional medical center,235,13
dekalb regional medical center,236,13
dekalb regional medical center,237,13
dekalb regional medical center,238,13
dekalb regional medical center,239,13
dekalb regional medical center,240,13
dekalb regional medical center,241,13
dekalb regional medical center,242,13
dexalb regional medical center,243,14
southwest alabama medical center,244,15
southwest alabama medical center,245,15
southwest alabama medical center,246,15
southwest alabama medical center,247,15
southwest alabama medical center,248,15
southwest alabama medical center,249,15
southwest alabama medical center,250,15
southwest alabama medical center,251,15
southwest alabama medical center,252,15
southwest alabama medical center,253,15
southwest alabama medical center,254,15
southwest alabama medical center,255,15
southwest alabama medical center,256,15
southwest alabama medical center,257,15
southwest alabama medical center,258,15
southwest alabama medical center,259,15
southwest alabama medical center,260,15
southwest alabama medical center,261,15
southwest alabama medical center,262,15
southwest alabama medical center,263,15
southwest alabama medical center,264,15
southwest alabama medical center,265,15
southwest alabama medical center,266,15
southwest alabama medical center,267,15
southwest alabama medical center,268,15
shelby baptist medical center,269,16
shelby baptist medical center,270,16
shelby baptist medical center,271,16
shelby baptist medical center,272,16
shelby baptist medical center,273,16
shelby baptist medical center,274,16
shelby baptist medical center,275,16
shelby baptist medical center,276,16
shelby baptist medical center,277,16
shelby baptist medical center,278,16
shelby baptist medical center,279,16
shelby baptist medical center,280,16
shelby baptist medical center,281,16
shelby baptist medical center,282,16
shelby baptist medical center,283,16
shelby baptist medical center,284,16
shelby baptist medical center,285,16
shelby baptist medical center,286,16
shelby baptist medical center,287,16
shelby baptist medical center,288,16
shelby baptist medical center,289,16
shelby baptist medical center,290,16
shelby baptist medical center,291,16
shelby baptist medical center,292,16
shelby baptist medical center,293,16
callahan eye foundation hospital,294,0
callahan eye foundation hospital,295,0
callahan eye foundation hospital,296,0
callahan eye foundation hospital,297,0
callahan eye foundation hospital,298,0
callahan eye foundation hospital,299,0
callahan eye foundation hospital,300,0
callahan eye foundation hospital,301,0
callahan eye foundation hospital,302,0
callahan eye foundation hospital,303,0
callahan eye foundation hospital,304,0
callahan eye foundation hospital,305,0
callahan eye foundation hospital,306,0
callahan eye foundation hospital,307,0
callahan eye foundation hospital,308,0
callahan eye foundation hospital,309,0
callahan eye foundation hospital,310,0
stringfellow memorial hospital,311,17
stringfellow memorial hospital,312,17
stringfellow memorial hospital,313,17
stringfellow memorial hospital,314,17
stringfellow memorial hospital,315,17
stringfellow memorial hospital,316,17
stringfellow memorial hospital,317,17
stringfellow memorial hospital,318,17
stringfellow memorial hospital,319,17
stringfellow memorial hospital,320,17
stringfellow memorial hospital,321,17
stringfellow memorial hospital,322,17
stringfellow memorial hospital,323,17
stringfellow memorial hospital,324,17
stringfellow memorial hospital,325,17
stringfellow memorial hospital,326,17
stringfellow memorial hospital,327,17
stringfellow memorial hospital,328,17
stringfellow memorial hospital,329,17
stringfellow memorial hospital,330,17
flowers hospital,331,18
flowers hospital,332,18
flowers hospital,333,18
flowers hospital,334,18
flowers hospital,335,18
flowers hospital,336,18
floxers hospital,337,19
flowers hospital,338,18
flowers hospital,339,18
flowers hospital,340,18
flowers hospital,341,18
flowers hospital,342,18
flowers hospital,343,18
flowers hospital,344,18
flowers hospital,345,18
flowers hospital,346,18
flowers hospital,347,18
st vincents hospital,348,20
st vincents hospital,349,20
st vincents hospital,350,20
st vincents hospital,351,20
st vincents hospital,352,20
decatur general hospital,353,21
northwest medical center,354,22
northwest medical center,355,22
northwest medical center,356,22
northwest medical center,357,22
northwest medical center,358,22
northwest medical center,359,22
northwest medical center,360,22
northwest medical center,361,22
northwest medical center,362,22
northwest medical center,363,22
northwest medical center,364,22
northwest medical center,365,22
northwest medical center,366,22
northwest medical center,367,22
northwest medical center,368,22
northwest medical center,369,22
northwest medical center,370,22
northwest medical center,371,22
northwest medical center,372,22
northwest medical center,373,22
northwest medical center,374,22
northwest medical center,375,22
northwest medical center,376,22
northwest medical center,377,22
northwest medical center,378,22
univ of south alabama medical center,379,23
univ of south alabama medical center,380,23
univ of south alabama medical center,381,23
univ of south alabama medical center,382,23
univ of south alabama medical center,383,23
univ ox south alabama medical center,384,24
xniv of soxth alabama medical center,385,25
univ of south alabama medical center,386,23
univ of south alabama medical center,387,23
univ of south alabama medical center,388,23
univ of south alabama medical center,389,23
univ of south alabama medical center,390,23
univ of south alabama medical center,391,23
prattville baptist hospital,392,26
prattville baptist hospital,393,26
prattville baptist hospital,394,26
prattville baptist hospital,395,26
prattville baptist hospital,396,26
prattville baptist hospital,397,26
prattville baptist hospital,398,26
prattville baptist hospital,399,26
prattville baptist hospital,400,26
prattville baptist hospital,401,26
prattville baptist hospital,402,26
prattville baptist hospital,403,26
prattville baptist hospital,404,26
prattville baptist hospital,405,26
prattville baptist hospital,406,26
prattville baptist hospital,407,26
prattville baptist hospital,408,26
prattville baptist hospital,409,26
prattville baptist hospital,410,26
prattville baptist hospital,411,26
russellville hospital,412,27
russellville hospital,413,27
coosa valley medical center,414,28
coosa valley medical center,415,28
coosa valley medical center,416,28
coosa valley medical center,417,28
coosa valley medical center,418,28
coosa valley medical center,419,28
coosa valley medical center,420,28
coosa valley medical center,421,28
coosa valley medical center,422,28
coosa valley medical center,423,28
coosa valley medical center,424,28
coosa valley medical center,425,28
coosa valley medical center,426,28
coosa valley medical center,427,28
coosa valley medical center,428,28
coosa valley medical center,429,28
coosa valley medical center,430,28
coosa valley medical center,431,28
alaska regional hospital,432,29
alaska regional hospital,433,29
alaska regional hospital,434,29
alaska regional hospital,435,29
alaska regional hospital,436,29
alaska regional hospital,437,29
alaska regional hospital,438,29
alaska regional hospital,439,29
alaska regional hospital,440,29
alaska regional hospital,441,29
alaska regional hospital,442,29
alaska regional hospital,443,29
alaska regional hospital,444,29
alaska regional hospital,445,29
alaska regional hospital,446,29
alaska regional hospital,447,29
xlxskx regionxl hospitxl,448,30
alaska regional hospital,449,29
yukon kuskokwim delta reg hospital,450,31
yukon kuskokwim delta reg hospital,451,31
helen keller memorial hospital,452,1
helen keller memorial hospital,453,1
helen keller memorial hospital,454,1
helen keller memorial hospital,455,1
helen keller memorial hospital,456,1
helen keller memorial hospital,457,1
helen keller memorial hospital,458,1
helen keller memorial hospital,459,1
helen keller memorial hospital,460,1
helen keller memorial hospital,461,1
helen keller memorial hospital,462,1
helen keller memorial hospital,463,1
helen keller memorial hospital,464,1
helen keller memorial hospital,465,1
dale medical center,466,32
dale medical center,467,32
dale medical center,468,32
dale medical center,469,32
dale medical center,470,32
dale medical center,471,32
dale medical center,472,32
dale medical center,473,32
dale medical center,474,32
dale medical center,475,32
dale medical center,476,32
dale medical center,477,32
dale medical center,478,32
dale medical center,479,32
dale medical center,480,32
dale medical center,481,32
dale medical center,482,32
dale medical center,483,32
dale medical center,484,32
dale medical center,485,32
dale medical center,486,32
dale medical center,487,32
dale medical center,488,32
dale medical center,489,32
dale medical center,490,32
cherokee medical center,491,33
cherokee medical center,492,33
cherokee medical center,493,33
cherokee medical center,494,33
cherokee medical center,495,33
cherokee medical center,496,33
cherokee medical center,497,33
cherokee medical center,498,33
cherokee medical center,499,33
cherokee medical center,500,33
cherokee medical center,501,33
cherokee medical center,502,33
cherokee medical center,503,33
cherokee medical center,504,33
cherokee medical center,505,33
cherokee medical center,506,33
cherokee medical center,507,33
cherokee medical center,508,33
cherokee medical center,509,33
cherokee medical center,510,33
cherokee medical center,511,33
cherokee medical center,512,33
cherokee medical center,513,33
cherokee medical center,514,33
cherokee medical center,515,33
baptist medical center south,516,34
baptist medical center south,517,34
baptist medical center south,518,34
baptist medical center south,519,34
baptist medical center south,520,34
baptist medical center south,521,34
baptist medical center south,522,34
baptist medical center south,523,34
baptist medical center south,524,34
baptist medical center south,525,34
baptist medical center south,526,34
baptist medical center south,527,34
baptist medical center south,528,34
baptist medical center south,529,34
baptist medical center south,530,34
baptist medical center south,531,34
baptist medical cexter south,532,35
baptist medical center south,533,34
baptist medical center south,534,34
baptist medical center south,535,34
baptist medical center south,536,34
baptist medical center south,537,34
baptist medical center south,538,34
baptist medical center south,539,34
baptist medical center south,540,34
jackson hospital & clinic inc,541,36
jackson hospital & clinic inc,542,36
jackson hospital & clinic inc,543,36
jackson hospital & clinic inc,544,36
jackson hospital & clinic inc,545,36
jackson hospital & clinic inc,546,36
jackson hospital & clinic inc,547,36
jackson hospital & clinic inc,548,36
jackson hospital & clinic inc,549,36
jackson hospital & clinic inc,550,36
jackson hospital & clinic inc,551,36
jackson hospital & clinic inc,552,36
jackson hospital & clinic inc,553,36
jackson hospital & clinic inc,554,36
jackson hospital & clinic inc,555,36
jackson hospital & clinic inc,556,36
jackson hospital & clinic inc,557,36
jackson hospital & clinic inc,558,36
jackson hospital & clinic inc,559,36
jaxkson hospital & xlinix inx,560,37
jackson hospital & clinic inc,561,36
jackson hospital & clinic inc,562,36
jackson hospital & clinic inc,563,36
jackson hospital & clinic inc,564,36
jackson hospital & clinic inc,565,36
g h lanier memorial hospital,566,38
g h lanier memorial hospital,567,38
g h lanier memorial hospital,568,38
g h lanier memorial hospital,569,38
g h lanier memorial hospital,570,38
g h lanier memorial hospital,571,38
g h lanier memorial hospital,572,38
g h lanier memorial hospital,573,38
g h lanier memorial hospital,574,38
g h lanier memorial hospital,575,38
g h lanier memorial hospital,576,38
g h lanier memorial hospital,577,38
g h lanier memorial hospital,578,38
g h lanier memorial hospital,579,38
g h lanier memorial hospital,580,38
g h lanier memorial hospital,581,38
g h lanier memorial hospital,582,38
g h lanier memorial hospital,583,38
g h lanier memorial hospital,584,38
g h lanier memorial hospital,585,38
g h lanier memorial hospital,586,38
g h lanier memorial hospital,587,38
g h lanier memorial hospital,588,38
g h lanier memorial hospital,589,38
g h lanier memorial hospital,590,38
elba general hospital,591,39
elba general hospital,592,39
elba general hospital,593,39
elba general hospital,594,39
elba general hospital,595,39
elba general hospital,596,39
elba general hospital,597,39
elba general hospital,598,39
elba general hospital,599,39
elba general hospital,600,39
elba general hospital,601,39
elba general hospital,602,39
elba general hospital,603,39
elba general hospital,604,39
elba general hospital,605,39
elba general hospital,606,39
elba general hospital,607,39
elba general hospital,608,39
elba general hospital,609,39
elba general hospital,610,39
elba general hospital,611,39
elba general hospital,612,39
elba general hospital,613,39
elba general hospital,614,39
elba general hospital,615,39
east alabama medical center and snf,616,40
east alabama medical center and snf,617,40
east alabama medical center and snf,618,40
east alabama medical center and snf,619,40
east alabama medical center and snf,620,40
east alabama medical center and snf,621,40
east alabama medical center and snf,622,40
east alabama medical center and snf,623,40
east alabama medical center and snf,624,40
east alabama medical center and snf,625,40
east alabama medical center and snf,626,40
east alabama medical center and snf,627,40
east alabama medical center and snf,628,40
east alabama medical center and snf,629,40
east alabama medical center and snf,630,40
east alabama medical center and snf,631,40
east alabama medical center and snf,632,40
east alabama medical center and snf,633,40
east alabama medical center and snf,634,40
east alabama medical center and snf,635,40
east alabama medical center and snf,636,40
east alabama medical center and snf,637,40
east alabama medical center and snf,638,40
east alabama medical center and snf,639,40
east alabama medical center and snf,640,40
wedowee hospital,641,41
wedowee hospital,642,41
wedowee hospital,643,41
wedowee hospital,644,41
wedowee hospital,645,41
wedowee hospital,646,41
wedowee hospital,647,41
wedowee hospital,648,41
wedowee hospital,649,41
wedowee hospital,650,41
wedowee hospital,651,41
wedowee hospital,652,41
wedowee hospital,653,41
wedowee hosxital,654,42
wedowee hospital,655,41
wedowee hospital,656,41
wedowee hospital,657,41
wedowee hospital,658,41
wedowee hospital,659,41
wedowee hospital,660,41
wedowee hospital,661,41
wedowee hospital,662,41
wedowee hospital,663,41
wedowee hospital,664,41
wedowee hospital,665,41
university of alabama hospital,666,43
university of alabama hospital,667,43
university of alabama hospital,668,43
university of alabama hospital,669,43
university of alabama hospital,670,43
university of alabama hospital,671,43
university of alabama hospital,672,43
university of alabama hospital,673,43
university of alabama hospital,674,43
university of alabama hospital,675,43
university of alabama hospital,676,43
university of alabama hospital,677,43
university of alabama hospital,678,43
university of alabama hospital,679,43
university of alabama hospital,680,43
university of alabama hospital,681,43
university of alabama hospital,682,43
university of alabama hospital,683,43
university of alabama hospital,684,43
university of alabama hospital,685,43
university of alabama hospital,686,43
university of alabama hospital,687,43
university of alabama hospital,688,43
university of alabama hospital,689,43
university of alabama hospital,690,43
community hospital inc,691,44
community hospital inc,692,44
community hospital inc,693,44
community hospital inc,694,44
community hospital inc,695,44
community hospital inc,696,44
communitx hospital inc,697,45
community hospital inc,698,44
community hospital inc,699,44
community hospital inc,700,44
community hospital inc,701,44
community hospital inc,702,44
community hospital inc,703,44
community hospital inc,704,44
community hospital inc,705,44
community hospital inc,706,44
community hospital inc,707,44
community hospital inc,708,44
community hospital inc,709,44
communixy hospixal inc,710,46
community hospital inc,711,44
community hospital inc,712,44
community hospital inc,713,44
community hospital inc,714,44
community hospital inc,715,44
cullman regional medical center,716,47
cullman regional medical center,717,47
cullman regional medical center,718,47
cullman regional medical center,719,47
cullman regional medical center,720,47
cullman regional medical center,721,47
cullman regional medical center,722,47
cullman regional medical center,723,47
cullman regional medical center,724,47
cullman regional medical center,725,47
cullman regional medical center,726,47
cullman regional medical center,727,47
cullman regional medical center,728,47
cullman regional medical center,729,47
cullmxn regionxl medicxl center,730,48
cullman regional medical center,731,47
cullman regional medical center,732,47
cullman regional medical center,733,47
cullman regional medical center,734,47
cullman regional medical center,735,47
cullman regional medical center,736,47
cullman regional medical center,737,47
cullman regional medical center,738,47
cullman regional medical center,739,47
cullman regional medical center,740,47
andalusia regional hospital,741,49
andalusia regional hospital,742,49
andalusia regional hospital,743,49
andalusia regional hospital,744,49
andalusia regional hospital,745,49
andalusia regional hospital,746,49
andalusia regional hospital,747,49
andalusia regional hospital,748,49
andalusia regional hospital,749,49
andalusia regional hospital,750,49
andalusia regional hospital,751,49
andalusia regional hospital,752,49
andalusia regional hospital,753,49
andalusia regional hospital,754,49
andalusia regional hospital,755,49
andalusia regional hospital,756,49
andalusia regional hospital,757,49
andaxusia regionax hospitax,758,50
andalusia regional hospital,759,49
andalusia regional hospital,760,49
andalusia regional hospital,761,49
andalusia regional hospital,762,49
andalusia regional hospital,763,49
andalusia regional hospital,764,49
andaluxia regional hoxpital,765,51
stringfellow memorial hospital,766,17
stringfellow memorial hospital,767,17
stringfellow memorial hospital,768,17
stringfellow memorial hospital,769,17
stringfellow memorial hospital,770,17
stringfellow memorial hospital,771,17
stringfellow memorial hospital,772,17
stringfellow memorial hospital,773,17
huntsville hospital,774,52
huntsville hospital,775,52
huntsville hospital,776,52
huntsvxlle hospxtal,777,53
huntsville hospital,778,52
huntsville hospital,779,52
huntsville hospital,780,52
huntsville hospital,781,52
huntsville hospital,782,52
huntsville hospital,783,52
huntsville hospital,784,52
huntsville hospital,785,52
huntsville hospital,786,52
huntsville hospital,787,52
huntsville hospital,788,52
huntsville hospital,789,52
huntsville hospital,790,52
huntsville hospital,791,52
huntsville hospital,792,52
huntsville hospital,793,52
huntsville hospital,794,52
huntsville hospital,795,52
huntsville hospital,796,52
huntsville hospital,797,52
huntsville hospital,798,52
huntsville hospital,799,52
huntsville hospital,800,52
huntsville hospital,801,52
gadsden regional medical center,802,54
gadsden regional medical center,803,54
gadsden regional medical center,804,54
gadsden regional medical center,805,54
gadsden regional medical center,806,54
gadsden regional medical center,807,54
gadsden regional medical center,808,54
gadsden regional medical center,809,54
gadsden regional medical center,810,54
gadsden regional medical center,811,54
gadsden regional medical center,812,54
gadsden regional medical center,813,54
gadsden regional medical center,814,54
gadsden regional medical center,815,54
gadsden regional medical center,816,54
gadsden regional medical center,817,54
gadsden regional medical center,818,54
gadsden regional medical center,819,54
gadsden regional medical center,820,54
gadsden regional medical center,821,54
gadsden regional medical center,822,54
gadsden regional medical center,823,54
gadsden regional medical center,824,54
gadsden regional medical center,825,54
gadsden regional medical center,826,54
chilton medical center,827,55
chilton medical center,828,55
chilton medical center,829,55
chilton medical center,830,55
chilton medical center,831,55
chilton medical center,832,55
chilton medical center,833,55
chilton medical center,834,55
chilton medical center,835,55
chilton medical center,836,55
chilton medical center,837,55
chilton medical center,838,55
chilton medical center,839,55
chilton medical center,840,55
chilton medical center,841,55
chilton medical center,842,55
chilton medical center,843,55
chilton medical center,844,55
chilton medical center,845,55
chilton medical center,846,55
chilton medical center,847,55
chilton medical center,848,55
chilton medical center,849,55
chilton medical center,850,55
chilton medical center,851,55
marion regional medical center,852,56
marion regional medical center,853,56
marion regional medical center,854,56
marion regional medical center,855,56
marion regional medical center,856,56
marion regional medical center,857,56
marion regional medical center,858,56
marion regional medical center,859,56
marion regional medical center,860,56
marion regional medical center,861,56
marion regional medical center,862,56
marion regional medical center,863,56
marion regional medical center,864,56
marion regional medical center,865,56
marion regional medical center,866,56
marion regional medical center,867,56
marion regional medical center,868,56
marion regional medical center,869,56
marion regional medical center,870,56
marion regional medical center,871,56
marion regional medical center,872,56
marion regional medical center,873,56
marion regional medical center,874,56
marion regional medical center,875,56
marion regional medical center,876,56
fayette medical center,877,57
fayette medical center,878,57
fayette medical center,879,57
fayette medical center,880,57
fayette medical center,881,57
fayette medical center,882,57
fayette medical center,883,57
fayette medical center,884,57
fayette medical center,885,57
fayette medical center,886,57
fayette medical center,887,57
fayette medical center,888,57
fayette medical center,889,57
fayette medical center,890,57
fayette medical center,891,57
fayette medical center,892,57
fayette medical center,893,57
fayette medical center,894,57
fayette medical center,895,57
fayette medical center,896,57
fayette medical center,897,57
fayette medical center,898,57
fayette medical center,899,57
fayette medical center,900,57
fayette medical center,901,57
riverview regional medical center,902,58
rivxrvixw rxgional mxdical cxntxr,903,59
riverview regional medical center,904,58
riverview regional medical center,905,58
riverview regional medical center,906,58
riverview regional medical center,907,58
riverview regional medical center,908,58
riverview regional medical center,909,58
riverview regional medical center,910,58
riverview regional medical center,911,58
riverview regional medical center,912,58
riverview regional medical center,913,58
riverview regional medical center,914,58
riverview regional medical center,915,58
riverview regional medical center,916,58
riverview regional medical center,917,58
riverview regional medical center,918,58
riverview regional medical center,919,58
riverview regional medical center,920,58
xivexview xegional medical centex,921,60
riverview rexional medical center,922,61
riverview regional medical center,923,58
riverview regional medical center,924,58
riverview regional medical center,925,58
riverview regional medical center,926,58
riverview regional medical center,927,58
riverview regional medical center,928,58
riverview regional medical center,929,58
georgiana hospital,930,62
georgiana hospital,931,62
georgiana hospital,932,62
georgiana hospital,933,62
georgiana hospital,934,62
georgiana hospital,935,62
georgiana hospital,936,62
georgiana hospital,937,62
georgiaxa hospital,938,63
georgiana hospital,939,62
georgiana hospital,940,62
georgiana hospital,941,62
georgiana hospital,942,62
georgiana hospital,943,62
georgiana hospital,944,62
georgiana hospital,945,62
georgiana hospital,946,62
georgiana hospital,947,62
georgiana hospital,948,62
georgiana hospital,949,62
georgiana hospital,950,62
georgiana hospital,951,62
georgiana hospital,952,62
georgiana hospital,953,62
georgiana hospital,954,62
medical center enterprise,955,64
medixal xenter enterprise,956,65
medical center enterprise,957,64
medical center enterprise,958,64
medical center enterprise,959,64
medical center enterprise,960,64
medical center enterprise,961,64
medxcal center enterprxse,962,66
medical center enterprise,963,64
medical center enterprise,964,64
medical center enterprise,965,64
medical center enterprise,966,64
medical center enterprise,967,64
medical center enterprise,968,64
medical center enterprise,969,64
medical center enterprise,970,64
medical center enterprise,971,64
medical center enterprise,972,64
medical center enterprise,973,64
medical center enterprise,974,64
medical center enterprise,975,64
medical center enterprise,976,64
medical center enterprise,977,64
medical center enterprise,978,64
medical center enterprise,979,64
st vincents blount,980,67
st vincents blount,981,67
st vincents blount,982,67
st vincents blount,983,67
st vincents blount,984,67
st vincents blount,985,67
st vincents blount,986,67
st vincents bxount,987,68
st vincents blount,988,67
st vincents blount,989,67
st vincents blount,990,67
st vincents blount,991,67
st vincents blount,992,67
st vincents blount,993,67
st vincents blount,994,67
st vincents blount,995,67
st vincents blount,996,67
st vincents blount,997,67
st vincents blount,998,67
st vincents blount,999,67
