act_dep_time,original_index,unique_index
7:23 a.m.,403,75
8:52 a.m.,404,76
8:37 a.m.,405,77
1:41 p.m.,406,78
,407,2
7:41 a.m.,408,79
,409,2
5:38 p.m.,410,80
1:50 p.m. (+8:00),411,81
11:47 a.m.,412,82
8:40 p.m.,413,83
3:04 p.m.,414,51
,415,2
,416,2
2:44 p.m.,417,32
3:28 p.m.,418,84
7:22 a.m.,419,29
12:11 p.m.,420,22
8:04 a.m.,421,10
,422,2
1:20 p.m.,423,85
8:55 a.m.,424,86
3:38 p.m.,425,87
8:04 a.m.,426,10
4:12 p.m.,427,38
11:52 a.m.,428,17
,429,2
11:55 a.m.,430,88
10:55 a.m.,431,9
6:58 a.m.,432,89
,433,2
6:11 a.m.,434,90
7:40 a.m.,435,91
7:32 a.m.,436,92
7:16 a.m.,437,0
7:42 p.m.,438,93
6:54 a.m.,439,3
8:49 a.m.,440,94
9:01 a.m.,441,95
7:59 p.m.,442,43
12:12 p.m.,443,7
3:50 p.m.,444,44
12:37 p.m.,445,96
10:53 a.m.,446,46
,447,2
6:10 a.m.,448,40
12:58 a.m.,449,98
4:10 p.m.,450,48
7:56 a.m.,451,99
10:35 a.m.,452,100
10:11 a.m.,453,49
8:26 a.m.,454,50
7:25 a.m.,455,5
4:30 p.m.,456,101
10:55 a.m.,457,9
2:59 p.m.,458,102
8:18 a.m.,459,103
3:04 p.m.,460,51
12:13 p.m.,461,14
12:06 p.m.,462,104
6:09 a.m.,463,52
11:45 a.m.,464,53
6:17 a.m.,465,105
9:01 a.m.,466,95
10:19 a.m.,467,54
2:04 p.m.,468,12
8:07 a.m.,469,56
12:56 p.m.,470,57
12:14 p.m.,471,58
2:43 p.m.,472,59
12:08 p.m.,473,106
5:38 p.m.,474,80
8:36 p.m.,475,107
11:06 a.m.,476,61
1:43 p.m.,477,62
3:36 p.m.,478,19
7:22 a.m.,479,29
,480,2
6:56 p.m.,481,64
,482,2
2:38 p.m.,483,108
9:58 a.m.,484,109
6:57 a.m.,485,16
7:31 a.m.,486,39
5:09 p.m.,487,65
4:46 p.m.,488,110
4:37 p.m.,489,67
8:23 p.m.,490,26
10:37 a.m.,491,111
7:31 a.m.,492,39
11:02 a.m.,493,68
1:48 p.m.,494,69
12:42 p.m.,495,70
2:01 p.m.,496,112
,497,2
,498,2
,499,2
,500,2
7:23 a.m.,501,75
8:52 a.m.,502,76
8:37 a.m.,503,77
,504,2
3:17 p.m.,505,113
7:41 a.m.,506,79
,507,2
,508,2
1:45 p.m.,509,122
11:47 a.m.,510,82
8:40 p.m.,511,83
3:04 p.m.,512,51
2:59 p.m.,513,102
9:43 a.m.,514,115
2:44 p.m.,515,32
3:28 p.m.,516,84
7:23 a.m.,517,75
12:11 p.m.,518,22
8:05 a.m.,519,116
9:05 a.m.,520,117
1:20 p.m.,521,85
8:56 a.m.,522,36
3:38 p.m.,523,87
8:04 a.m.,524,10
11:41 a.m.,525,45
4:12 p.m.,526,38
11:52 a.m.,527,17
7:40 a.m.,528,91
4:02 p.m.,529,118
11:55 a.m.,530,88
10:55 a.m.,531,9
6:58 a.m.,532,89
4:15 p.m.,533,119
6:11 a.m.,534,90
7:40 a.m.,535,91
7:32 a.m.,536,92
7:16 a.m.,537,0
7:14 p.m.,538,123
6:54 a.m.,539,3
8:29 a.m.,540,124
8:42 a.m.,541,125
7:58 p.m.,542,1
12:13 p.m.,543,14
6:47 p.m. (Estimated runway),544,126
3:28 p.m.,545,84
11:32 a.m.,546,127
11:29 p.m. (Estimated runway),547,128
5:56 a.m.,548,129
12:41 a.m.,549,130
3:58 p.m.,550,131
7:29 a.m.,551,132
10:19 a.m.,552,54
7:25 a.m.,553,5
8:12 a.m.,554,133
4:29 p.m.,555,6
10:10 a.m.,556,13
2:48 p.m.,557,134
5:22 p.m.,558,135
12:12 p.m.,559,7
11:56 a.m.,560,136
6:08 a.m.,561,8
11:30 a.m.,562,137
6:02 a.m.,563,138
8:40 a.m.,564,139
8:04 a.m.,565,10
10:18 a.m.,566,11
8:04 a.m.,567,10
2:04 p.m.,568,12
6:57 a.m.,569,16
12:41 p.m.,570,4
12:35 p.m.,571,140
11:51 a.m.,572,141
8:25 p.m.,573,142
11:52 a.m.,574,17
11:05 a.m.,575,18
1:32 p.m.,576,143
3:36 p.m.,577,19
7:21 a.m.,578,20
8:00 a.m.,579,144
6:55 p.m.,580,21
12:11 p.m.,581,22
7:15 p.m. (Estimated),582,145
2:10 p.m.,583,146
9:14 a.m.,584,147
6:56 a.m.,585,23
7:30 a.m.,586,24
5:08 p.m.,587,25
7:39 a.m.,588,15
4:28 p.m.,589,72
4:15 p.m.,590,119
8:23 p.m.,591,26
10:20 a.m.,592,148
7:07 a.m.,593,149
11:01 a.m.,594,27
1:31 p.m.,595,150
1:48 p.m.,596,69
12:10 a.m. (Estimated runway),597,151
4:28 p.m. (Estimated runway),598,152
9:06 p.m. (Estimated runway),599,153
8:29 p.m. (Estimated runway),600,154
2:46 p.m.,601,155
7:22 a.m.,602,29
8:51 a.m.,603,30
2:26 p.m.,604,156
8:26 a.m.,605,50
3:01 p.m.,606,157
,607,2
5:30 p.m. (Estimated),608,158
11:15 a.m.,609,159
8:39 p.m.,610,31
2:52 p.m.,611,160
2:48 p.m.,612,134
2:44 p.m.,613,32
3:27 p.m.,614,33
7:22 a.m.,615,29
12:10 p.m.,616,34
1:19 p.m.,617,35
7:49 a.m.,618,161
8:56 a.m.,619,36
3:36 p.m.,620,19
4:12 p.m.,621,38
7:31 a.m.,622,39
3:31 p.m.,623,162
11:43 a.m.,624,163
10:54 a.m.,625,28
3:58 p.m.,626,131
6:10 a.m.,627,40
7:39 a.m.,628,15
7:16 a.m.,629,0
7:42 p.m.,630,93
6:54 a.m.,631,3
8:49 a.m.,632,94
9:01 a.m.,633,95
7:59 p.m.,634,43
12:12 p.m.,635,7
3:50 p.m.,636,44
12:37 p.m.,637,96
10:53 a.m.,638,46
,639,2
6:10 a.m.,640,40
12:58 a.m.,641,98
4:10 p.m.,642,48
7:56 a.m.,643,99
10:35 a.m.,644,100
10:11 a.m.,645,49
8:26 a.m.,646,50
7:25 a.m.,647,5
4:30 p.m.,648,101
10:55 a.m.,649,9
2:59 p.m.,650,102
8:18 a.m.,651,103
3:04 p.m.,652,51
12:13 p.m.,653,14
12:06 p.m.,654,104
6:09 a.m.,655,52
11:45 a.m.,656,53
6:17 a.m.,657,105
9:01 a.m.,658,95
10:19 a.m.,659,54
2:04 p.m.,660,12
8:07 a.m.,661,56
12:56 p.m.,662,57
12:14 p.m.,663,58
2:43 p.m.,664,59
12:08 p.m.,665,106
5:38 p.m.,666,80
8:36 p.m.,667,107
11:06 a.m.,668,61
1:43 p.m.,669,62
3:36 p.m.,670,19
7:22 a.m.,671,29
,672,2
6:56 p.m.,673,64
,674,2
2:38 p.m.,675,108
9:58 a.m.,676,109
6:57 a.m.,677,16
7:31 a.m.,678,39
5:09 p.m.,679,65
4:46 p.m.,680,110
4:37 p.m.,681,67
8:23 p.m.,682,26
10:37 a.m.,683,111
7:31 a.m.,684,39
11:02 a.m.,685,68
1:48 p.m.,686,69
12:42 p.m.,687,70
2:01 p.m.,688,112
,689,2
,690,2
,691,2
,692,2
7:23 a.m.,693,75
8:52 a.m.,694,76
8:37 a.m.,695,77
,696,2
3:17 p.m.,697,113
7:41 a.m.,698,79
,699,2
,700,2
1:45 p.m.,701,122
11:47 a.m.,702,82
8:40 p.m.,703,83
3:04 p.m.,704,51
2:59 p.m.,705,102
9:43 a.m.,706,115
2:44 p.m.,707,32
3:28 p.m.,708,84
7:23 a.m.,709,75
12:11 p.m.,710,22
8:05 a.m.,711,116
9:05 a.m.,712,117
1:20 p.m.,713,85
8:56 a.m.,714,36
3:38 p.m.,715,87
8:04 a.m.,716,10
11:41 a.m.,717,45
4:12 p.m.,718,38
11:52 a.m.,719,17
7:40 a.m.,720,91
4:02 p.m.,721,118
11:55 a.m.,722,88
10:55 a.m.,723,9
6:58 a.m.,724,89
4:15 p.m.,725,119
6:11 a.m.,726,90
7:40 a.m.,727,91
7:32 a.m.,728,92
7:16 a.m.,729,0
7:59 p.m.,730,43
7:41 p.m.,731,164
8:47 a.m.,732,165
9:01 a.m.,733,95
,734,2
11:41 a.m.,735,45
10:53 a.m.,736,46
,737,2
6:09 a.m.,738,52
12:57 a.m.,739,166
12:42 p.m.,740,70
7:25 a.m.,741,5
4:30 p.m.,742,101
10:11 a.m.,743,49
12:13 p.m.,744,14
12:05 p.m.,745,167
6:09 a.m.,746,52
8:05 a.m.,747,116
10:19 a.m.,748,54
8:04 a.m.,749,10
2:04 p.m.,750,12
12:55 p.m.,751,168
12:14 p.m.,752,58
2:41 p.m.,753,169
11:52 a.m.,754,17
11:06 a.m.,755,61
,756,2
3:36 p.m.,757,19
7:22 a.m.,758,29
6:56 p.m.,759,64
12:12 p.m.,760,7
9:56 a.m.,761,170
6:57 a.m.,762,16
7:31 a.m.,763,39
5:09 p.m.,764,65
7:40 a.m.,765,91
4:35 p.m.,766,171
8:23 p.m.,767,26
10:55 a.m.,768,9
1:46 p.m.,769,172
1:59 p.m.,770,173
,771,2
,772,2
,773,2
7:23 a.m.,774,75
8:52 a.m.,775,76
8:37 a.m.,776,77
,777,2
11/30/2011 11:34 p.m.,778,174
,779,2
8:17 a.m.,780,175
2:44 p.m.,781,32
7:23 a.m.,782,75
,783,2
7:41 a.m.,784,79
12:11 p.m.,785,22
1:20 p.m.,786,85
7:32 a.m.,787,92
10:55 a.m.,788,9
6:58 a.m.,789,89
6:11 a.m.,790,90
7:40 a.m.,791,91
,792,2
,793,2
,794,2
,795,2
,796,2
12:30,797,176
,798,2
,799,2
,800,2
,801,2
,802,2
,803,2
,804,2
,805,2
,806,2
,807,2
,808,2
,809,2
,810,2
7:16 a.m.,811,0
7:14 p.m.,812,123
6:54 a.m.,813,3
8:29 a.m.,814,124
8:42 a.m.,815,125
,816,2
12:11 p.m.,817,22
3:28 p.m.,818,84
11:32 a.m.,819,127
10:33 a.m.,820,177
,821,2
5:56 a.m.,822,129
12:41 a.m.,823,130
3:58 p.m.,824,131
7:29 a.m.,825,132
10:19 a.m.,826,54
10:10 a.m.,827,13
8:12 a.m.,828,133
7:25 a.m.,829,5
4:29 p.m.,830,6
10:55 a.m.,831,9
2:48 p.m.,832,134
8:00 a.m.,833,144
2:46 p.m.,834,155
12:12 p.m.,835,7
11:56 a.m.,836,136
6:08 a.m.,837,8
11:30 a.m.,838,137
6:02 a.m.,839,138
8:40 a.m.,840,139
10:18 a.m.,841,11
2:04 p.m.,842,12
7:49 a.m.,843,161
12:35 p.m.,844,140
12:13 p.m.,845,14
2:26 p.m.,846,156
11:51 a.m.,847,141
5:22 p.m.,848,135
8:25 p.m.,849,142
11:05 a.m.,850,18
1:32 p.m.,851,143
3:36 p.m.,852,19
7:21 a.m.,853,20
,854,2
6:55 p.m.,855,21
,856,2
2:10 p.m.,857,146
9:14 a.m.,858,147
6:56 a.m.,859,23
7:30 a.m.,860,24
5:08 p.m.,861,25
4:28 p.m.,862,72
4:15 p.m.,863,119
8:23 p.m.,864,26
10:20 a.m.,865,148
7:07 a.m.,866,149
11:01 a.m.,867,27
1:31 p.m.,868,150
12:41 p.m.,869,4
1:48 p.m.,870,69
,871,2
,872,2
,873,2
,874,2
7:22 a.m.,875,29
8:51 a.m.,876,30
8:26 a.m.,877,50
,878,2
3:01 p.m.,879,157
7:27 a.m.,880,178
,881,2
,882,2
1:32 p.m.,883,143
11:15 a.m.,884,159
8:39 p.m.,885,31
2:52 p.m.,886,160
2:48 p.m.,887,134
9:16 a.m.,888,179
2:44 p.m.,889,32
3:27 p.m.,890,33
7:22 a.m.,891,29
12:10 p.m.,892,34
8:04 a.m.,893,10
8:52 a.m.,894,76
1:19 p.m.,895,35
8:56 a.m.,896,36
3:36 p.m.,897,19
8:04 a.m.,898,10
11:40 a.m.,899,37
4:12 p.m.,900,38
11:52 a.m.,901,17
7:39 a.m.,902,15
3:31 p.m.,903,162
11:43 a.m.,904,163
10:54 a.m.,905,28
6:57 a.m.,906,16
3:58 p.m.,907,131
6:10 a.m.,908,40
7:39 a.m.,909,15
7:31 a.m.,910,39
7:16 a.m.,911,0
6:56 p.m.,912,64
,913,2
12:14 p.m.,914,58
,915,2
,916,2
7:56 a.m.,917,99
,918,2
,919,2
,920,2
6:09 a.m.,921,52
10:19 a.m.,922,54
2:04 p.m.,923,12
6:57 a.m.,924,16
12:56 p.m.,925,57
4:02 p.m.,926,118
10:11 a.m.,927,49
11:52 a.m.,928,17
11:06 a.m.,929,61
6:55 p.m.,930,21
12:12 p.m.,931,7
7:15 p.m. (Estimated),932,145
,933,2
4:46 p.m.,934,110
4:37 p.m.,935,67
,936,2
,937,2
7:31 a.m.,938,39
11:02 a.m.,939,68
1:48 p.m.,940,69
1:48 p.m.,941,69
4:28 p.m. (Estimated runway),942,152
8:29 p.m. (Estimated runway),943,154
8:52 a.m.,944,76
2:43 p.m.,945,59
,946,2
,947,2
,948,2
,949,2
11:47 a.m.,950,82
8:39 p.m.,951,31
9:43 a.m.,952,115
8:18 a.m.,953,103
7:23 a.m.,954,75
,955,2
,956,2
12:11 p.m.,957,22
,958,2
,959,2
8:07 a.m.,960,56
3:38 p.m.,961,87
,962,2
,963,2
9:01 a.m.,964,95
10:55 a.m.,965,9
6:10 a.m.,966,40
7:40 a.m.,967,91
7:32 a.m.,968,92
7:16 a.m.,969,0
6:56 a.m.,970,23
7:31 a.m.,971,39
6:47 p.m.,972,63
7:39 a.m.,973,15
11:45 a.m.,974,53
8:51 a.m.,975,30
1:48 p.m.,976,69
1:19 p.m.,977,35
8:29 p.m.,978,74
7:25 p.m.,979,180
5:38 p.m.,980,80
4:12 p.m.,981,38
7:27 p.m.,982,181
7:21 a.m.,983,20
3:36 p.m.,984,19
6:10 a.m.,985,40
7:39 a.m.,986,15
6:56 p.m.,987,64
3:36 p.m.,988,19
7:02 a.m.,989,182
6:40 a.m.,990,183
8:48 a.m.,991,41
9:00 a.m.,992,42
7:45 p.m.,993,184
Not Available,994,97
11:54 a.m.,995,185
Contact Airline,996,186
11:20 a.m.,997,187
Not Available,998,97
6:09 a.m.,999,52
12:10 p.m.,1000,34
Contact Airline,1001,186
7:04 a.m.,1002,188
8:24 a.m.,1003,189
4:16 p.m.,1004,190
2:48 p.m.,1005,134
11:54 a.m.,1006,185
5:58 a.m.,1007,191
Contact Airline,1008,186
6:02 a.m.,1009,138
8:40 a.m.,1010,139
10:42 a.m.,1011,192
7:51 a.m.,1012,193
10:10 a.m.,1013,13
7:28 a.m.,1014,194
1:48 p.m.,1015,69
9:59 a.m.,1016,195
11:47 a.m.,1017,82
Contact Airline,1018,186
7:22 a.m.,1019,29
11:33 a.m.,1020,196
10:46 a.m.,1021,197
7:08 a.m.,1022,198
8:00 a.m.,1023,144
6:40 p.m.,1024,199
Contact Airline,1025,186
2:37 p.m.,1026,200
9:14 a.m.,1027,147
5:59 a.m.,1028,201
7:10 a.m.,1029,202
Contact Airline,1030,186
8:01 p.m.,1031,203
Contact Airline,1032,186
10:47 a.m.,1033,204
1:47 p.m.,1034,205
Not Available,1035,97
Not Available,1036,97
Not Available,1037,97
Not Available,1038,97
6:56 a.m.,1039,23
8:31 a.m.,1040,206
2:42 p.m.,1041,207
8:35 a.m.,1042,208
Not Available,1043,97
3:01 p.m.,1044,157
7:41 a.m.,1045,79
1:50 p.m.,1046,209
Contact Airline,1047,186
8:30 p.m.,1048,210
Contact Airline,1049,186
Contact Airline,1050,186
2:32 p.m.,1051,211
3:00 p.m.,1052,212
7:10 a.m.,1053,202
Contact Airline,1054,186
12:01 p.m.,1055,213
Contact Airline,1056,186
1:06 p.m.,1057,214
8:07 a.m.,1058,56
8:32 a.m.,1059,215
3:09 p.m.,1060,216
3:52 p.m.,1061,217
3:31 p.m.,1062,162
Contact Airline,1063,186
10:35 a.m.,1064,100
7:05 a.m.,1065,218
6:41 a.m.,1066,219
3:58 p.m.,1067,131
5:56 a.m.,1068,129
7:14 a.m.,1069,220
7:16 a.m.,1070,0
7:42 p.m.,1071,93
6:54 a.m.,1072,3
8:49 a.m.,1073,94
9:01 a.m.,1074,95
7:59 p.m.,1075,43
12:12 p.m.,1076,7
3:50 p.m.,1077,44
12:37 p.m.,1078,96
10:53 a.m.,1079,46
,1080,2
6:10 a.m.,1081,40
12:58 a.m.,1082,98
4:10 p.m.,1083,48
7:56 a.m.,1084,99
10:35 a.m.,1085,100
10:11 a.m.,1086,49
8:26 a.m.,1087,50
7:25 a.m.,1088,5
4:30 p.m.,1089,101
10:55 a.m.,1090,9
2:59 p.m.,1091,102
8:18 a.m.,1092,103
3:04 p.m.,1093,51
12:13 p.m.,1094,14
12:06 p.m.,1095,104
6:09 a.m.,1096,52
11:45 a.m.,1097,53
6:17 a.m.,1098,105
9:01 a.m.,1099,95
10:19 a.m.,1100,54
2:04 p.m.,1101,12
8:07 a.m.,1102,56
12:56 p.m.,1103,57
12:14 p.m.,1104,58
2:43 p.m.,1105,59
12:08 p.m.,1106,106
5:38 p.m.,1107,80
8:36 p.m.,1108,107
11:06 a.m.,1109,61
1:43 p.m.,1110,62
3:36 p.m.,1111,19
7:22 a.m.,1112,29
,1113,2
6:56 p.m.,1114,64
,1115,2
2:38 p.m.,1116,108
9:58 a.m.,1117,109
6:57 a.m.,1118,16
7:31 a.m.,1119,39
5:09 p.m.,1120,65
4:46 p.m.,1121,110
4:37 p.m.,1122,67
8:23 p.m.,1123,26
10:37 a.m.,1124,111
7:31 a.m.,1125,39
11:02 a.m.,1126,68
1:48 p.m.,1127,69
12:42 p.m.,1128,70
2:01 p.m.,1129,112
,1130,2
,1131,2
,1132,2
,1133,2
7:23 a.m.,1134,75
8:52 a.m.,1135,76
8:37 a.m.,1136,77
,1137,2
3:17 p.m.,1138,113
7:41 a.m.,1139,79
,1140,2
,1141,2
1:45 p.m.,1142,122
11:47 a.m.,1143,82
8:40 p.m.,1144,83
3:04 p.m.,1145,51
2:59 p.m.,1146,102
9:43 a.m.,1147,115
2:44 p.m.,1148,32
3:28 p.m.,1149,84
7:23 a.m.,1150,75
12:11 p.m.,1151,22
8:05 a.m.,1152,116
9:05 a.m.,1153,117
1:20 p.m.,1154,85
8:56 a.m.,1155,36
3:38 p.m.,1156,87
8:04 a.m.,1157,10
11:41 a.m.,1158,45
4:12 p.m.,1159,38
11:52 a.m.,1160,17
7:40 a.m.,1161,91
4:02 p.m.,1162,118
11:55 a.m.,1163,88
10:55 a.m.,1164,9
6:58 a.m.,1165,89
4:15 p.m.,1166,119
6:11 a.m.,1167,90
7:40 a.m.,1168,91
7:32 a.m.,1169,92
,1170,2
6:54 a.m.,1171,3
7:42 p.m.,1172,93
,1173,2
,1174,2
6:10 a.m.,1175,40
8:26 a.m.,1176,50
7:25 a.m.,1177,5
,1178,2
5:38 p.m.,1179,80
6:09 a.m.,1180,52
,1181,2
,1182,2
10:19 a.m.,1183,54
6:57 a.m.,1184,16
12:42 p.m.,1185,70
12:56 p.m.,1186,57
12:08 p.m.,1187,106
11:06 a.m.,1188,61
,1189,2
3:36 p.m.,1190,19
,1191,2
