HospitalName,PhoneNumber,original_index,unique_index,count
marshall medical center south,2565938310,66,6,22
marshall medical center south,2565938310,67,6,22
marshall medical center south,2565938310,68,6,22
eliza coffee memorial hospital,2567688400,69,9,25
eliza coffee memorial hospital,2567688400,70,9,25
eliza coffee memorial hospital,2567688400,71,9,25
eliza coffee memorial hospital,2567688400,72,9,25
eliza coffee memorial hospital,2567688400,73,9,25
eliza coffee memorial hospital,2567688400,74,9,25
eliza coffee memorial hospital,2567688400,75,9,25
eliza coffee memorial hospital,2567688400,76,9,25
eliza coffee memorial hospital,2567688400,77,9,25
eliza coffee memorial hospital,2567688400,78,9,25
eliza coffee memorial hospital,2567688400,79,9,25
eliza coffee memorial hospital,2567688400,80,9,25
eliza coffee memorial hospital,2567688400,81,9,25
eliza coffee memorial hospital,2567688400,82,9,25
eliza coffee memorial hospital,2567688400,83,9,25
eliza coffee memorial hospital,2567688400,84,9,25
eliza coffee memorial hospital,2567688400,85,9,25
eliza coffee memorial hospital,2567688400,86,9,25
eliza coffee memorial hospital,2567688400,87,9,25
eliza coffee memorial hospital,2567688400,88,9,25
eliza coffee memorial hospital,2567688400,89,9,25
eliza coffee memorial hospital,2567688400,90,9,25
eliza coffee memorial hospital,2567688400,91,9,25
eliza coffee memorial hospital,2567688400,92,9,25
eliza coffee memorial hospital,2567688400,93,9,25
mizell memorial hospital,3344933541,94,10,24
mizell memorial hospital,3344933541,95,10,24
mizell memorial hospital,3344933541,96,10,24
mizell memorial hospital,3344933541,97,10,24
mizell memorial hospital,3344933541,98,10,24
mizell memorial hospital,3344933541,99,10,24
mizell memorial hospital,3344933541,100,10,24
mizell memorial hospital,3344x33541,101,11,1
mizell memorial hospital,3344933541,102,10,24
mizell memorial hospital,3344933541,103,10,24
mizell memorial hospital,3344933541,104,10,24
mizell memorial hospital,3344933541,105,10,24
mizell memorial hospital,3344933541,106,10,24
mizell memorial hospital,3344933541,107,10,24
mizell memorial hospital,3344933541,108,10,24
mizell memorial hospital,3344933541,109,10,24
mizell memorial hospital,3344933541,110,10,24
mizell memorial hospital,3344933541,111,10,24
mizell memorial hospital,3344933541,112,10,24
mizell memorial hospital,3344933541,113,10,24
mizell memorial hospital,3344933541,114,10,24
mizell memorial hospital,3344933541,115,10,24
mizell memorial hospital,3344933541,116,10,24
mizell memorial hospital,3344933541,117,10,24
mizell memorial hospital,3344933541,118,10,24
crenshaw community hospital,3343353374,119,12,24
crenshaw community hospital,3343353374,120,12,24
crenshaw community hospital,3343353374,121,12,24
crenshaw community hospital,3343353374,122,12,24
crenshaw community hospital,3343353374,123,12,24
crenshaw community hospital,3343353374,124,12,24
crenshaw community hospital,3343353374,125,12,24
crenshaw community hospital,3343353374,126,12,24
crenshaw community hospital,3343353374,127,12,24
crenshaw community hospital,3343353374,128,12,24
crenshaw community hospital,3343353374,129,12,24
crenshaw community hospital,3343353374,130,12,24
crenshaw cxmmunity hxspital,3343353374,131,13,1
crenshaw community hospital,3343353374,132,12,24
crenshaw community hospital,3343353374,133,12,24
crenshaw community hospital,3343353374,134,12,24
crenshaw community hospital,3343353374,135,12,24
crenshaw community hospital,3343353374,136,12,24
crenshaw community hospital,3343353374,137,12,24
crenshaw community hospital,3343353374,138,12,24
crenshaw community hospital,3343353374,139,12,24
crenshaw community hospital,3343353374,140,12,24
crenshaw community hospital,3343353374,141,12,24
crenshaw community hospital,3343353374,142,12,24
crenshaw community hospital,3343353374,143,12,24
hartselle medical center,2567736511,144,14,25
hartselle medical center,2567736511,145,14,25
hartselle medical center,2567736511,146,14,25
hartselle medical center,2567736511,147,14,25
hartselle medical center,2567736511,148,14,25
hartselle medical center,2567736511,149,14,25
hartselle medical center,2567736511,150,14,25
hartselle medical center,2567736511,151,14,25
hartselle medical center,2567736511,152,14,25
hartselle medical center,2567736511,153,14,25
hartselle medical center,2567736511,154,14,25
hartselle medical center,2567736511,155,14,25
hartselle medical center,2567736511,156,14,25
hartselle medical center,2567736511,157,14,25
hartselle medical center,2567736511,158,14,25
hartselle medical center,2567736511,159,14,25
hartselle medical center,2567736511,160,14,25
hartselle medical center,2567736511,161,14,25
hartselle medical center,2567736511,162,14,25
hartselle medical center,2567736511,163,14,25
hartselle medical center,2567736511,164,14,25
hartselle medical center,2567736511,165,14,25
hartselle medical center,2567736511,166,14,25
hartselle medical center,2567736511,167,14,25
hartselle medical center,2567736511,168,14,25
marshall medical center north,2565718000,169,15,24
marshall medical center north,2565718000,170,15,24
marshall medical cenxer norxh,2565718000,171,16,1
marshall medical center north,2565718000,172,15,24
marshall medical center north,2565718000,173,15,24
marshall medical center north,2565718000,174,15,24
marshall medical center north,2565718000,175,15,24
marshall medical center north,2565718000,176,15,24
marshall medical center north,2565718000,177,15,24
marshall medical center north,2565718000,178,15,24
marshall medical center north,2565718000,179,15,24
marshall medical center north,2565718000,180,15,24
marshall medical center north,2565718000,181,15,24
marshall medical center north,2565718000,182,15,24
marshall medical center north,2565718000,183,15,24
marshall medical center north,2565718000,184,15,24
marshall medical center north,2565718000,185,15,24
marshall medical center north,2565718000,186,15,24
marshall medical center north,2565718000,187,15,24
marshall medical center north,2565718000,188,15,24
marshall medical center north,2565718000,189,15,24
marshall medical center north,2565718000,190,15,24
marshall medical center north,2565718000,191,15,24
marshall medical center north,2565718000,192,15,24
marshall medical center north,2565718000,193,15,24
st vincents east,2058383122,194,17,24
st vincents east,2058383122,195,17,24
st vincents east,2058383122,196,17,24
st vincents east,2058383122,197,17,24
st vincents east,2058383122,198,17,24
st vincents east,2058383122,199,17,24
st vincents east,2058383122,200,17,24
st vincents east,2058383122,201,17,24
st vincents east,2058383122,202,17,24
st vincents east,2058383122,203,17,24
st vincents east,2058383122,204,17,24
st vincents east,2058383122,205,17,24
st vincents east,2058383122,206,17,24
st vincents east,2058383122,207,17,24
st vincents east,2058383122,208,17,24
st vincents east,2058383122,209,17,24
st vincents east,2058383122,210,17,24
st vincents east,2058383122,211,17,24
st vincents east,2058383122,212,17,24
st vincents east,2058383122,213,17,24
st vincents east,2058383122,214,17,24
st vincents east,2058383122,215,17,24
st vincents east,2058383122,216,17,24
st vincents east,2058x8x122,217,18,1
st vincents east,2058383122,218,17,24
dekalb regional medical center,2568453150,219,19,23
dekalb regional medical center,2568453150,220,19,23
dekalb regional medical center,2568453150,221,19,23
dekalb regional medical center,2568453150,222,19,23
dekalb regional medical center,2568453150,223,19,23
dekalb regional medical center,2568453150,224,19,23
dekalb regional medical center,2568453150,225,19,23
dekalb regional medical center,2568453150,226,19,23
dekalb regional medical center,2568453150,227,19,23
dekalb regional medical center,2568453x50,228,20,1
dekalb regional medical center,2568453150,229,19,23
dekalb regional medical center,2568453150,230,19,23
dekalb regional medical center,2568453150,231,19,23
dekalb regional medical center,2568453150,232,19,23
dekalb regional medical center,2568453150,233,19,23
dekalb regional medical center,2568453150,234,19,23
dekalb regional medical center,2568453150,235,19,23
dekalb regional medical center,2568453150,236,19,23
dekalb regional medical center,2568453150,237,19,23
dekalb regional medical center,2568453150,238,19,23
dekalb regional medical center,2568453150,239,19,23
dekalb regional medical center,2568453150,240,19,23
dekalb regional medical center,2568453150,241,19,23
dekalb regional medical center,2568453150,242,19,23
dexalb regional medical center,2568453150,243,21,1
southwest alabama medical center,3346366221,244,22,23
southwest alabama medical center,3346366221,245,22,23
southwest alabama medical center,3346366221,246,22,23
southwest alabama medical center,xx46x66221,247,23,1
southwest alabama medical center,3346366221,248,22,23
southwest alabama medical center,3346366221,249,22,23
southwest alabama medical center,3346366221,250,22,23
southwest alabama medical center,3346366221,251,22,23
southwest alabama medical center,3346366221,252,22,23
southwest alabama medical center,3346366221,253,22,23
southwest alabama medical center,3346366221,254,22,23
southwest alabama medical center,3346366221,255,22,23
southwest alabama medical center,3346366221,256,22,23
southwest alabama medical center,3346366221,257,22,23
southwest alabama medical center,3346366221,258,22,23
southwest alabama medical center,3346366221,259,22,23
southwest alabama medical center,3346366221,260,22,23
southwest alabama medical center,334x3xx221,261,24,1
southwest alabama medical center,3346366221,262,22,23
southwest alabama medical center,3346366221,263,22,23
southwest alabama medical center,3346366221,264,22,23
southwest alabama medical center,3346366221,265,22,23
southwest alabama medical center,3346366221,266,22,23
southwest alabama medical center,3346366221,267,22,23
southwest alabama medical center,3346366221,268,22,23
shelby baptist medical center,2056208100,269,25,25
shelby baptist medical center,2056208100,270,25,25
shelby baptist medical center,2056208100,271,25,25
shelby baptist medical center,2056208100,272,25,25
shelby baptist medical center,2056208100,273,25,25
shelby baptist medical center,2056208100,274,25,25
shelby baptist medical center,2056208100,275,25,25
shelby baptist medical center,2056208100,276,25,25
shelby baptist medical center,2056208100,277,25,25
shelby baptist medical center,2056208100,278,25,25
shelby baptist medical center,2056208100,279,25,25
shelby baptist medical center,2056208100,280,25,25
shelby baptist medical center,2056208100,281,25,25
shelby baptist medical center,2056208100,282,25,25
shelby baptist medical center,2056208100,283,25,25
shelby baptist medical center,2056208100,284,25,25
shelby baptist medical center,2056208100,285,25,25
shelby baptist medical center,2056208100,286,25,25
shelby baptist medical center,2056208100,287,25,25
shelby baptist medical center,2056208100,288,25,25
shelby baptist medical center,2056208100,289,25,25
shelby baptist medical center,2056208100,290,25,25
shelby baptist medical center,2056208100,291,25,25
shelby baptist medical center,2056208100,292,25,25
shelby baptist medical center,2056208100,293,25,25
callahan eye foundation hospital,2053258100,294,0,25
callahan eye foundation hospital,2053258100,295,0,25
callahan eye foundation hospital,2053258100,296,0,25
callahan eye foundation hospital,2053258100,297,0,25
callahan eye foundation hospital,2053258100,298,0,25
callahan eye foundation hospital,2053258100,299,0,25
callahan eye foundation hospital,2053258100,300,0,25
callahan eye foundation hospital,2053258100,301,0,25
callahan eye foundation hospital,2053258100,302,0,25
callahan eye foundation hospital,2053258100,303,0,25
callahan eye foundation hospital,2053258100,304,0,25
callahan eye foundation hospital,2053258100,305,0,25
callahan eye foundation hospital,2053258100,306,0,25
callahan eye foundation hospital,2053258100,307,0,25
callahan eye foundation hospital,2053258100,308,0,25
callahan eye foundation hospital,2053258100,309,0,25
callahan eye foundation hospital,2053258100,310,0,25
stringfellow memorial hospital,2562358900,311,26,27
stringfellow memorial hospital,2562358900,312,26,27
stringfellow memorial hospital,2562358900,313,26,27
stringfellow memorial hospital,2562358900,314,26,27
stringfellow memorial hospital,2562358900,315,26,27
stringfellow memorial hospital,2562358900,316,26,27
stringfellow memorial hospital,2562358900,317,26,27
stringfellow memorial hospital,2562358900,318,26,27
stringfellow memorial hospital,2562358900,319,26,27
stringfellow memorial hospital,2562358900,320,26,27
stringfellow memorial hospital,256235x900,321,27,1
stringfellow memorial hospital,2562358900,322,26,27
stringfellow memorial hospital,2562358900,323,26,27
stringfellow memorial hospital,2562358900,324,26,27
stringfellow memorial hospital,2562358900,325,26,27
stringfellow memorial hospital,2562358900,326,26,27
stringfellow memorial hospital,2562358900,327,26,27
stringfellow memorial hospital,2562358900,328,26,27
stringfellow memorial hospital,2562358900,329,26,27
stringfellow memorial hospital,2562358900,330,26,27
flowers hospital,3347935000,331,28,15
flowers hospital,3347935000,332,28,15
flowers hospital,3347935000,333,28,15
flowers hospital,3347935000,334,28,15
flowers hospital,3347935000,335,28,15
flowers hospital,3347935000,336,28,15
floxers hospital,3347935000,337,29,1
flowers hospital,3347935000,338,28,15
flowers hospital,3347935000,339,28,15
flowers hospital,3347935000,340,28,15
flowers hospital,3347935000,341,28,15
flowers hospital,xx479x5000,342,30,1
flowers hospital,3347935000,343,28,15
flowers hospital,3347935000,344,28,15
flowers hospital,3347935000,345,28,15
flowers hospital,3347935000,346,28,15
flowers hospital,3347935000,347,28,15
st vincents hospital,2059397000,348,31,5
st vincents hospital,2059397000,349,31,5
st vincents hospital,2059397000,350,31,5
st vincents hospital,2059397000,351,31,5
st vincents hospital,2059397000,352,31,5
decatur general hospital,2563412000,353,32,1
northwest medical center,2054877736,354,33,25
northwest medical center,2054877736,355,33,25
northwest medical center,2054877736,356,33,25
northwest medical center,2054877736,357,33,25
northwest medical center,2054877736,358,33,25
northwest medical center,2054877736,359,33,25
northwest medical center,2054877736,360,33,25
northwest medical center,2054877736,361,33,25
northwest medical center,2054877736,362,33,25
northwest medical center,2054877736,363,33,25
northwest medical center,2054877736,364,33,25
northwest medical center,2054877736,365,33,25
northwest medical center,2054877736,366,33,25
northwest medical center,2054877736,367,33,25
northwest medical center,2054877736,368,33,25
northwest medical center,2054877736,369,33,25
northwest medical center,2054877736,370,33,25
northwest medical center,2054877736,371,33,25
northwest medical center,2054877736,372,33,25
northwest medical center,2054877736,373,33,25
northwest medical center,2054877736,374,33,25
northwest medical center,2054877736,375,33,25
northwest medical center,2054877736,376,33,25
northwest medical center,2054877736,377,33,25
northwest medical center,2054877736,378,33,25
univ of south alabama medical center,2514717110,379,34,9
univ of south alabama medical center,2514717110,380,34,9
univ of south alabama medical center,25x47x7xx0,381,35,2
univ of south alabama medical center,2514717110,382,34,9
univ of south alabama medical center,2514717110,383,34,9
univ ox south alabama medical center,25x47x7xx0,384,36,1
xniv of soxth alabama medical center,2514717110,385,37,1
univ of south alabama medical center,25x47x7xx0,386,35,2
univ of south alabama medical center,2514717110,387,34,9
univ of south alabama medical center,2514717110,388,34,9
univ of south alabama medical center,2514717110,389,34,9
univ of south alabama medical center,2514717110,390,34,9
univ of south alabama medical center,2514717110,391,34,9
prattville baptist hospital,3343614267,392,38,19
prattville baptist hospital,33x361x267,393,39,1
prattville baptist hospital,3343614267,394,38,19
prattville baptist hospital,3343614267,395,38,19
prattville baptist hospital,3343614267,396,38,19
prattville baptist hospital,3343614267,397,38,19
prattville baptist hospital,3343614267,398,38,19
prattville baptist hospital,3343614267,399,38,19
prattville baptist hospital,3343614267,400,38,19
prattville baptist hospital,3343614267,401,38,19
prattville baptist hospital,3343614267,402,38,19
prattville baptist hospital,3343614267,403,38,19
prattville baptist hospital,3343614267,404,38,19
prattville baptist hospital,3343614267,405,38,19
prattville baptist hospital,3343614267,406,38,19
prattville baptist hospital,3343614267,407,38,19
prattville baptist hospital,3343614267,408,38,19
prattville baptist hospital,3343614267,409,38,19
prattville baptist hospital,3343614267,410,38,19
prattville baptist hospital,3343614267,411,38,19
russellville hospital,2563321611,412,40,2
russellville hospital,2563321611,413,40,2
coosa valley medical center,2562495000,414,41,18
coosa valley medical center,2562495000,415,41,18
coosa valley medical center,2562495000,416,41,18
coosa valley medical center,2562495000,417,41,18
coosa valley medical center,2562495000,418,41,18
coosa valley medical center,2562495000,419,41,18
coosa valley medical center,2562495000,420,41,18
coosa valley medical center,2562495000,421,41,18
coosa valley medical center,2562495000,422,41,18
coosa valley medical center,2562495000,423,41,18
coosa valley medical center,2562495000,424,41,18
coosa valley medical center,2562495000,425,41,18
coosa valley medical center,2562495000,426,41,18
coosa valley medical center,2562495000,427,41,18
coosa valley medical center,2562495000,428,41,18
coosa valley medical center,2562495000,429,41,18
coosa valley medical center,2562495000,430,41,18
coosa valley medical center,2562495000,431,41,18
alaska regional hospital,9072761131,432,42,17
alaska regional hospital,9072761131,433,42,17
alaska regional hospital,9072761131,434,42,17
alaska regional hospital,9072761131,435,42,17
alaska regional hospital,9072761131,436,42,17
alaska regional hospital,9072761131,437,42,17
alaska regional hospital,9072761131,438,42,17
alaska regional hospital,9072761131,439,42,17
alaska regional hospital,9072761131,440,42,17
alaska regional hospital,9072761131,441,42,17
alaska regional hospital,9072761131,442,42,17
alaska regional hospital,9072761131,443,42,17
alaska regional hospital,9072761131,444,42,17
alaska regional hospital,9072761131,445,42,17
alaska regional hospital,9072761131,446,42,17
alaska regional hospital,9072761131,447,42,17
xlxskx regionxl hospitxl,9072761131,448,43,1
alaska regional hospital,9072761131,449,42,17
yukon kuskokwim delta reg hospital,9075436300,450,44,2
yukon kuskokwim delta reg hospital,9075436300,451,44,2
helen keller memorial hospital,2563864556,452,1,25
helen keller memorial hospital,2563864556,453,1,25
helen keller memorial hospital,2563864556,454,1,25
helen keller memorial hospital,2563864556,455,1,25
helen keller memorial hospital,2563864556,456,1,25
helen keller memorial hospital,2563864556,457,1,25
helen keller memorial hospital,2563864556,458,1,25
helen keller memorial hospital,2563864556,459,1,25
helen keller memorial hospital,2563864556,460,1,25
helen keller memorial hospital,2563864556,461,1,25
helen keller memorial hospital,2563864556,462,1,25
helen keller memorial hospital,2563864556,463,1,25
helen keller memorial hospital,2563864556,464,1,25
helen keller memorial hospital,2563864556,465,1,25
dale medical center,3347742601,466,45,24
dale medical center,3347742601,467,45,24
dale medical center,3347742601,468,45,24
dale medical center,3347742601,469,45,24
dale medical center,3347742601,470,45,24
dale medical center,334774x601,471,46,1
dale medical center,3347742601,472,45,24
dale medical center,3347742601,473,45,24
dale medical center,3347742601,474,45,24
dale medical center,3347742601,475,45,24
dale medical center,3347742601,476,45,24
dale medical center,3347742601,477,45,24
dale medical center,3347742601,478,45,24
dale medical center,3347742601,479,45,24
dale medical center,3347742601,480,45,24
dale medical center,3347742601,481,45,24
dale medical center,3347742601,482,45,24
dale medical center,3347742601,483,45,24
dale medical center,3347742601,484,45,24
dale medical center,3347742601,485,45,24
dale medical center,3347742601,486,45,24
dale medical center,3347742601,487,45,24
dale medical center,3347742601,488,45,24
dale medical center,3347742601,489,45,24
dale medical center,3347742601,490,45,24
cherokee medical center,2569275531,491,47,25
cherokee medical center,2569275531,492,47,25
cherokee medical center,2569275531,493,47,25
cherokee medical center,2569275531,494,47,25
cherokee medical center,2569275531,495,47,25
cherokee medical center,2569275531,496,47,25
cherokee medical center,2569275531,497,47,25
cherokee medical center,2569275531,498,47,25
cherokee medical center,2569275531,499,47,25
cherokee medical center,2569275531,500,47,25
cherokee medical center,2569275531,501,47,25
cherokee medical center,2569275531,502,47,25
cherokee medical center,2569275531,503,47,25
cherokee medical center,2569275531,504,47,25
cherokee medical center,2569275531,505,47,25
cherokee medical center,2569275531,506,47,25
cherokee medical center,2569275531,507,47,25
cherokee medical center,2569275531,508,47,25
cherokee medical center,2569275531,509,47,25
cherokee medical center,2569275531,510,47,25
cherokee medical center,2569275531,511,47,25
cherokee medical center,2569275531,512,47,25
cherokee medical center,2569275531,513,47,25
cherokee medical center,2569275531,514,47,25
cherokee medical center,2569275531,515,47,25
baptist medical center south,3342xx2100,516,48,1
baptist medical center south,3342882100,517,49,23
baptist medical center south,3342882100,518,49,23
baptist medical center south,3342882100,519,49,23
baptist medical center south,3342882100,520,49,23
baptist medical center south,3342882100,521,49,23
baptist medical center south,3342882100,522,49,23
baptist medical center south,3342882100,523,49,23
baptist medical center south,3342882100,524,49,23
baptist medical center south,3342882100,525,49,23
baptist medical center south,3342882100,526,49,23
baptist medical center south,3342882100,527,49,23
baptist medical center south,3342882100,528,49,23
baptist medical center south,3342882100,529,49,23
baptist medical center south,3342882100,530,49,23
baptist medical center south,3342882100,531,49,23
baptist medical cexter south,3342882100,532,50,1
baptist medical center south,3342882100,533,49,23
baptist medical center south,3342882100,534,49,23
baptist medical center south,3342882100,535,49,23
baptist medical center south,3342882100,536,49,23
baptist medical center south,3342882100,537,49,23
baptist medical center south,3342882100,538,49,23
baptist medical center south,3342882100,539,49,23
baptist medical center south,3342882100,540,49,23
jackson hospital & clinic inc,3342938000,541,51,21
jackson hospital & clinic inc,3342938000,542,51,21
jackson hospital & clinic inc,3342938000,543,51,21
jackson hospital & clinic inc,3342938000,544,51,21
jackson hospital & clinic inc,3342938000,545,51,21
jackson hospital & clinic inc,3342938000,546,51,21
jackson hospital & clinic inc,3342938000,547,51,21
jackson hospital & clinic inc,3342938xxx,548,52,2
jackson hospital & clinic inc,3342938000,549,51,21
jackson hospital & clinic inc,3342938000,550,51,21
jackson hospital & clinic inc,3342938000,551,51,21
jackson hospital & clinic inc,3342938000,552,51,21
jackson hospital & clinic inc,3342938000,553,51,21
jackson hospital & clinic inc,3342938000,554,51,21
jackson hospital & clinic inc,3342938000,555,51,21
jackson hospital & clinic inc,3342938000,556,51,21
jackson hospital & clinic inc,3342938000,557,51,21
jackson hospital & clinic inc,3342938000,558,51,21
jackson hospital & clinic inc,3342938000,559,51,21
jaxkson hospital & xlinix inx,3342938000,560,53,1
jackson hospital & clinic inc,33x2938000,561,54,1
jackson hospital & clinic inc,3342938xxx,562,52,2
jackson hospital & clinic inc,3342938000,563,51,21
jackson hospital & clinic inc,3342938000,564,51,21
jackson hospital & clinic inc,3342938000,565,51,21
g h lanier memorial hospital,3347561400,566,55,24
g h lanier memorial hospital,3347561400,567,55,24
g h lanier memorial hospital,3347561400,568,55,24
g h lanier memorial hospital,3347561400,569,55,24
g h lanier memorial hospital,3347561400,570,55,24
g h lanier memorial hospital,3347561400,571,55,24
g h lanier memorial hospital,334x561400,572,56,1
g h lanier memorial hospital,3347561400,573,55,24
g h lanier memorial hospital,3347561400,574,55,24
g h lanier memorial hospital,3347561400,575,55,24
g h lanier memorial hospital,3347561400,576,55,24
g h lanier memorial hospital,3347561400,577,55,24
g h lanier memorial hospital,3347561400,578,55,24
g h lanier memorial hospital,3347561400,579,55,24
g h lanier memorial hospital,3347561400,580,55,24
g h lanier memorial hospital,3347561400,581,55,24
g h lanier memorial hospital,3347561400,582,55,24
g h lanier memorial hospital,3347561400,583,55,24
g h lanier memorial hospital,3347561400,584,55,24
g h lanier memorial hospital,3347561400,585,55,24
g h lanier memorial hospital,3347561400,586,55,24
g h lanier memorial hospital,3347561400,587,55,24
g h lanier memorial hospital,3347561400,588,55,24
g h lanier memorial hospital,3347561400,589,55,24
g h lanier memorial hospital,3347561400,590,55,24
elba general hospital,3348972257,591,57,24
elba general hospital,3348972257,592,57,24
elba general hospital,33x8972257,593,58,1
elba general hospital,3348972257,594,57,24
elba general hospital,3348972257,595,57,24
elba general hospital,3348972257,596,57,24
elba general hospital,3348972257,597,57,24
elba general hospital,3348972257,598,57,24
elba general hospital,3348972257,599,57,24
elba general hospital,3348972257,600,57,24
elba general hospital,3348972257,601,57,24
elba general hospital,3348972257,602,57,24
elba general hospital,3348972257,603,57,24
elba general hospital,3348972257,604,57,24
elba general hospital,3348972257,605,57,24
elba general hospital,3348972257,606,57,24
elba general hospital,3348972257,607,57,24
elba general hospital,3348972257,608,57,24
elba general hospital,3348972257,609,57,24
elba general hospital,3348972257,610,57,24
elba general hospital,3348972257,611,57,24
elba general hospital,3348972257,612,57,24
elba general hospital,3348972257,613,57,24
elba general hospital,3348972257,614,57,24
elba general hospital,3348972257,615,57,24
east alabama medical center and snf,3347493411,616,59,25
east alabama medical center and snf,3347493411,617,59,25
east alabama medical center and snf,3347493411,618,59,25
east alabama medical center and snf,3347493411,619,59,25
east alabama medical center and snf,3347493411,620,59,25
east alabama medical center and snf,3347493411,621,59,25
east alabama medical center and snf,3347493411,622,59,25
east alabama medical center and snf,3347493411,623,59,25
east alabama medical center and snf,3347493411,624,59,25
east alabama medical center and snf,3347493411,625,59,25
east alabama medical center and snf,3347493411,626,59,25
east alabama medical center and snf,3347493411,627,59,25
east alabama medical center and snf,3347493411,628,59,25
east alabama medical center and snf,3347493411,629,59,25
east alabama medical center and snf,3347493411,630,59,25
east alabama medical center and snf,3347493411,631,59,25
east alabama medical center and snf,3347493411,632,59,25
east alabama medical center and snf,3347493411,633,59,25
east alabama medical center and snf,3347493411,634,59,25
east alabama medical center and snf,3347493411,635,59,25
east alabama medical center and snf,3347493411,636,59,25
east alabama medical center and snf,3347493411,637,59,25
east alabama medical center and snf,3347493411,638,59,25
east alabama medical center and snf,3347493411,639,59,25
east alabama medical center and snf,3347493411,640,59,25
wedowee hospital,2563572111,641,60,24
wedowee hospital,2563572111,642,60,24
wedowee hospital,2563572111,643,60,24
wedowee hospital,2563572111,644,60,24
wedowee hospital,2563572111,645,60,24
wedowee hospital,2563572111,646,60,24
wedowee hospital,2563572111,647,60,24
wedowee hospital,2563572111,648,60,24
wedowee hospital,2563572111,649,60,24
wedowee hospital,2563572111,650,60,24
wedowee hospital,2563572111,651,60,24
wedowee hospital,2563572111,652,60,24
wedowee hospital,2563572111,653,60,24
wedowee hosxital,2563572111,654,61,1
wedowee hospital,2563572111,655,60,24
wedowee hospital,2563572111,656,60,24
wedowee hospital,2563572111,657,60,24
wedowee hospital,2563572111,658,60,24
wedowee hospital,2563572111,659,60,24
wedowee hospital,2563572111,660,60,24
wedowee hospital,2563572111,661,60,24
wedowee hospital,2563572111,662,60,24
wedowee hospital,2563572111,663,60,24
wedowee hospital,2563572111,664,60,24
wedowee hospital,2563572111,665,60,24
university of alabama hospital,20593xx011,666,62,1
university of alabama hospital,2059344011,667,63,24
university of alabama hospital,2059344011,668,63,24
university of alabama hospital,2059344011,669,63,24
university of alabama hospital,2059344011,670,63,24
university of alabama hospital,2059344011,671,63,24
university of alabama hospital,2059344011,672,63,24
university of alabama hospital,2059344011,673,63,24
university of alabama hospital,2059344011,674,63,24
university of alabama hospital,2059344011,675,63,24
university of alabama hospital,2059344011,676,63,24
university of alabama hospital,2059344011,677,63,24
university of alabama hospital,2059344011,678,63,24
university of alabama hospital,2059344011,679,63,24
