Address3,HospitalOwner,original_index,unique_index,count
empty,proprietary,150,9,209
empty,proprietary,151,9,209
empty,proprietary,152,9,209
empty,proprietary,153,9,209
empty,proprietary,154,9,209
empty,proprietary,155,9,209
empty,proprietary,156,9,209
empty,pxopxietaxy,157,10,2
empty,proprietary,158,9,209
empty,proxrietary,159,11,3
empty,proprietary,160,9,209
empty,proprietary,161,9,209
empty,xroprietary,162,12,1
empty,proprietary,163,9,209
empty,pxopxietaxy,164,10,2
empty,proprietary,165,9,209
empty,proprietary,166,9,209
empty,proprietary,167,9,209
empty,proprietary,168,9,209
empty,government - hospital district or authority,169,1,198
empty,government - hospital district or authority,170,1,198
empty,government - hospital district or authority,171,1,198
empty,government - hospital district or authority,172,1,198
empty,government - hospital district or authority,173,1,198
empty,government - hospital district or authority,174,1,198
empty,government - hospital district or authority,175,1,198
empty,government - hospital district or authority,176,1,198
empty,government - hospital district or authority,177,1,198
empty,government - hospital district or authority,178,1,198
empty,government - hospital district or authority,179,1,198
empty,government - hospital district or authority,180,1,198
empty,government - hospital district or authority,181,1,198
empty,government - hospital district or authority,182,1,198
empty,government - hospital district or authority,183,1,198
empty,government - hospital district or authority,184,1,198
empty,government - hospital district or authority,185,1,198
empty,government - hospital district or authority,186,1,198
empty,government - hospital district or authority,187,1,198
empty,government - hospital district or authority,188,1,198
empty,government - hospital district or authority,189,1,198
empty,government - hospital district or authority,190,1,198
empty,government - hospital district or authority,191,1,198
empty,government - hospital district or authority,192,1,198
empty,government - hospital district or authority,193,1,198
empty,voluntary non-profit - private,194,0,258
empty,voluntary non-profit - private,195,0,258
empty,voluntary non-profit - private,196,0,258
empty,voluntary non-profit - private,197,0,258
empty,voluntary non-profit - private,198,0,258
empty,voluntary non-profit - private,199,0,258
empty,voluntary non-profit - private,200,0,258
empty,voluntary non-profit - private,201,0,258
empty,voluntary non-profit - private,202,0,258
empty,voluntary non-profit - private,203,0,258
empty,voluntary non-profit - private,204,0,258
empty,voluntary non-profit - private,205,0,258
empty,voluntary non-profit - private,206,0,258
empty,voluntary non-profit - private,207,0,258
empty,voluntary non-profit - private,208,0,258
empty,voluntary non-profit - private,209,0,258
empty,voluntary non-profit - private,210,0,258
empty,voluntary non-profit - private,211,0,258
empty,voluntary non-profit - private,212,0,258
empty,voluntary non-profit - private,213,0,258
empty,voluntary non-profit - private,214,0,258
empty,voluntary non-profit - private,215,0,258
empty,volunxary non-profix - privaxe,216,7,2
empty,voluntary non-profit - private,217,0,258
empty,voluntary nonxprofit x private,218,13,1
empty,voluntary non-profit - church,219,14,72
empty,voluntary non-profit - church,220,14,72
empty,voluntaryxnon-profitx-xchurch,221,15,1
empty,voluntary non-profit - church,222,14,72
empty,voluntary non-profit - church,223,14,72
empty,voluntary non-profit - church,224,14,72
empty,voluntary non-profit - church,225,14,72
empty,voluntary non-profit - church,226,14,72
empty,voluntary non-profit - church,227,14,72
empty,voluntary non-profit - church,228,14,72
empty,voluntary non-profit - church,229,14,72
empty,voluntary non-profit - church,230,14,72
empty,voluntary non-profit - church,231,14,72
empty,voluntary non-profit - church,232,14,72
empty,voluntary non-profit - church,233,14,72
empty,voluntary non-profit - church,234,14,72
empty,voluntary non-profit - church,235,14,72
empty,voluntary non-profit - church,236,14,72
empty,voluntary non-profit - church,237,14,72
empty,voxuntary non-profit - church,238,16,1
empty,voluntary non-profit - church,239,14,72
empty,voluntary non-profit - church,240,14,72
empty,voluntary non-profit - church,241,14,72
empty,voluntary non-profit - church,242,14,72
empty,voluntary non-profit - church,243,14,72
empty,government - federal,244,8,51
empty,government - federal,245,8,51
empty,government - federal,246,8,51
empty,governxent - federal,247,17,1
empty,government - federal,248,8,51
empty,government - federal,249,8,51
empty,government - federal,250,8,51
empty,government - federal,251,8,51
empty,government - federal,252,8,51
empty,government - federal,253,8,51
empty,government - federal,254,8,51
empty,government - federal,255,8,51
empty,government - federal,256,8,51
empty,government - federal,257,8,51
empty,government - federal,258,8,51
empty,government - federal,259,8,51
empty,government - federal,260,8,51
empty,government - federal,261,8,51
empty,government - federal,262,8,51
empty,government - federal,263,8,51
empty,government - federal,264,8,51
empty,government - federal,265,8,51
empty,government - federal,266,8,51
empty,government - federal,267,8,51
empty,government - federal,268,8,51
empty,voluntary non-profit - church,269,14,72
empty,voluntary non-profit - church,270,14,72
empty,voluntary non-profit - church,271,14,72
empty,voluntary non-profit - church,272,14,72
empty,voluntary non-profit - church,273,14,72
empty,voluntary non-profit - church,274,14,72
empty,voluntary non-profit - church,275,14,72
empty,voluntary non-profit - church,276,14,72
empty,voluntary non-profit - church,277,14,72
empty,voluntary non-profit - church,278,14,72
empty,voluntary non-profit - church,279,14,72
empty,voluntary non-profit - church,280,14,72
empty,voluntary non-profit - church,281,14,72
empty,voluntary non-profit - church,282,14,72
empty,voluntary non-profit - church,283,14,72
empty,voluntary non-profit - church,284,14,72
empty,voluntary non-profit - church,285,14,72
empty,voluntary non-profit - church,286,14,72
empty,voluntary non-profit - church,287,14,72
empty,voluntary non-profit - church,288,14,72
empty,voluntary non-profit - church,289,14,72
empty,voluntary non-profit - church,290,14,72
empty,voluntary non-profit - church,291,14,72
empty,voluntary non-profit - church,292,14,72
empty,voluntary non-profit - church,293,14,72
empty,voluntary non-profit - private,294,0,258
empty,voluntary non-profit - private,295,0,258
empty,voluntary non-profit - private,296,0,258
empty,voluntary non-profit - private,297,0,258
empty,voluntary non-profit - private,298,0,258
empty,voluntary non-profit - private,299,0,258
empty,voluntary non-profit - private,300,0,258
empty,voluntary non-profit - private,301,0,258
empty,voluntary non-profit - private,302,0,258
empty,voluntary non-profit - private,303,0,258
empty,voluntary non-profit - private,304,0,258
empty,voluntary non-profit - private,305,0,258
empty,voluntary non-profit - private,306,0,258
empty,voluntary non-profit - private,307,0,258
empty,voluntary non-profit - private,308,0,258
empty,voluntary non-profit - private,309,0,258
empty,voluntary non-profit - private,310,0,258
empty,proprietary,311,9,209
empty,proprietary,312,9,209
empty,prxprietary,313,18,3
empty,proprietary,314,9,209
empty,proprietary,315,9,209
empty,proprietary,316,9,209
empty,proprietary,317,9,209
empty,proprietary,318,9,209
empty,proprietary,319,9,209
empty,proprietary,320,9,209
empty,proprietary,321,9,209
empty,proprietary,322,9,209
empty,proprietary,323,9,209
empty,proprietary,324,9,209
empty,proprietary,325,9,209
empty,proprietary,326,9,209
empty,proprietary,327,9,209
empty,proprietary,328,9,209
empty,proprietary,329,9,209
empty,proprietary,330,9,209
empty,proprietary,331,9,209
empty,proxrietary,332,11,3
empty,proprietary,333,9,209
empty,proprietary,334,9,209
empty,proprietary,335,9,209
empty,proprietary,336,9,209
empty,proprietary,337,9,209
empty,proprietary,338,9,209
empty,proprietary,339,9,209
empty,proprietary,340,9,209
empty,proprietary,341,9,209
empty,proprietary,342,9,209
empty,proprietary,343,9,209
empty,proprietary,344,9,209
empty,proprietary,345,9,209
empty,proprietary,346,9,209
empty,proprietary,347,9,209
empty,voluntary non-profit - other,348,6,122
empty,voluntary non-profit - other,349,6,122
empty,voluntary non-profit - other,350,6,122
empty,voluntary non-profit - other,351,6,122
empty,voluntary non-profit - other,352,6,122
empty,government - hospital district or authority,353,1,198
empty,proprietary,354,9,209
empty,proprietary,355,9,209
empty,prxprietary,356,18,3
empty,proprietary,357,9,209
empty,proprietary,358,9,209
empty,proprietary,359,9,209
empty,proprietary,360,9,209
empty,proprietary,361,9,209
empty,proprietary,362,9,209
empty,proprietary,363,9,209
empty,proprietary,364,9,209
empty,proprietary,365,9,209
empty,proprietary,366,9,209
empty,proprietary,367,9,209
empty,proprietary,368,9,209
empty,proprietary,369,9,209
empty,proprietary,370,9,209
empty,proprietary,371,9,209
empty,proprietary,372,9,209
empty,proprietary,373,9,209
empty,proprietary,374,9,209
empty,proprietary,375,9,209
empty,proprietary,376,9,209
empty,proprietary,377,9,209
empty,proprietary,378,9,209
empty,government - state,379,19,38
empty,government - state,380,19,38
empty,government - state,381,19,38
empty,government - state,382,19,38
empty,government - state,383,19,38
empty,government - state,384,19,38
empty,government - state,385,19,38
empty,government - state,386,19,38
empty,government - state,387,19,38
empty,government - state,388,19,38
empty,government - state,389,19,38
empty,government - state,390,19,38
empty,government - state,391,19,38
empty,voluntary non-profit - private,392,0,258
empty,voluntary non-profit - private,393,0,258
empty,voluntary non-profit - private,394,0,258
empty,voluntary non-profit - private,395,0,258
empty,voluntary non-profit - private,396,0,258
empty,voluntary non-profit - private,397,0,258
empty,voluntary non-profit - private,398,0,258
empty,voluntary non-profit - private,399,0,258
empty,voluntary non-profit - private,400,0,258
empty,voluntary non-profit - private,401,0,258
empty,voluntary non-profit - private,402,0,258
empty,voluntary non-profit - private,403,0,258
empty,voluntary non-profit - private,404,0,258
empty,voluntary non-profit - private,405,0,258
empty,voluntary non-profit - private,406,0,258
empty,voluntary non-profit - private,407,0,258
empty,voluntary non-profit - private,408,0,258
empty,voluntary non-profit - private,409,0,258
empty,voluntary non-profit - private,410,0,258
empty,voluntary non-profit - private,411,0,258
empty,proprietary,412,9,209
empty,proprietary,413,9,209
empty,voluntary non-profit - other,414,6,122
empty,voluntary non-profit - other,415,6,122
empty,voluntary non-profit - other,416,6,122
empty,voluntary non-profit - other,417,6,122
empty,voluntary non-profit - other,418,6,122
empty,voluntary non-profit - other,419,6,122
empty,voluntary non-profit - other,420,6,122
empty,voluntary non-profit - other,421,6,122
empty,voluntary non-profit - other,422,6,122
empty,voluntary non-profit - other,423,6,122
empty,voluntary non-profit - other,424,6,122
empty,voluntary non-profit - other,425,6,122
empty,voluntary non-profit - other,426,6,122
empty,voluntary non-profit - other,427,6,122
empty,voluntary non-profit - other,428,6,122
empty,voluntary non-profit - other,429,6,122
empty,voluntary non-profit - other,430,6,122
empty,voluntary non-profit - other,431,6,122
empty,proprietary,432,9,209
empty,proprietary,433,9,209
empty,proprietary,434,9,209
empty,proprietary,435,9,209
empty,proprietary,436,9,209
empty,proprietary,437,9,209
empty,proprietary,438,9,209
empty,proprietary,439,9,209
empty,proprietary,440,9,209
empty,proprietary,441,9,209
empty,proprietary,442,9,209
empty,proprietary,443,9,209
empty,proprietary,444,9,209
empty,proprietary,445,9,209
empty,proprietary,446,9,209
empty,proprietary,447,9,209
empty,proprietary,448,9,209
empty,proxrietary,449,11,3
empty,government - federal,450,8,51
empty,government - federal,451,8,51
empty,government - hospital district or authority,452,1,198
empty,government - hospital district or authority,453,1,198
empty,government - hospital district or authority,454,1,198
empty,government - hospital district or authority,455,1,198
empty,gxvernment - hxspital district xr authxrity,456,5,2
empty,government - hospital district or authority,457,1,198
empty,government - hospital district or authority,458,1,198
empty,government - hospital district or authority,459,1,198
empty,government - hospital district or authority,460,1,198
empty,government - hospital district or authority,461,1,198
empty,government - hospital district or authority,462,1,198
empty,government - hospital district or authority,463,1,198
empty,government - hospital district or authority,464,1,198
empty,government - hospital district or authority,465,1,198
empty,government - hospital district or authority,466,1,198
empty,government - hospital district or authority,467,1,198
empty,government - hospital district or authority,468,1,198
empty,government - hospital district or authority,469,1,198
empty,government - hospital district or authority,470,1,198
empty,government - hospital district or authority,471,1,198
empty,government - hospital district or authority,472,1,198
empty,government - hospital district or authority,473,1,198
empty,government - hospital district or authority,474,1,198
empty,government - hospital district or authority,475,1,198
empty,government - hospital district or authority,476,1,198
empty,government - hospital district or authority,477,1,198
empty,government - hospital district or authority,478,1,198
empty,government - hospital district or authority,479,1,198
empty,government - hospital district or authority,480,1,198
empty,government - hospital district or authority,481,1,198
empty,government - hospital district or authority,482,1,198
empty,government - hospital district or authority,483,1,198
empty,government - hospital district or authority,484,1,198
empty,government - hospital district or authority,485,1,198
empty,government - hospital district or authority,486,1,198
empty,government - hospital district or authority,487,1,198
empty,government - hospital district or authority,488,1,198
empty,government - hospital district or authority,489,1,198
empty,government - hospital district or authority,490,1,198
empty,voluntary non-profit - private,491,0,258
empty,voluntary non-profit - private,492,0,258
empty,voluntaryxnon-profitx-xprivate,493,20,1
empty,voluntary non-profit - private,494,0,258
empty,voluntary non-profit - private,495,0,258
empty,voluntary non-profit - private,496,0,258
empty,voluntary non-profit - private,497,0,258
empty,voluntary non-profit - private,498,0,258
empty,voluntary non-profit - private,499,0,258
empty,voluntary non-profit - private,500,0,258
empty,voluntary non-profit - private,501,0,258
empty,voluntary non-profit - private,502,0,258
empty,voluntary non-profit - private,503,0,258
empty,voluntary non-profit - private,504,0,258
empty,voluntary non-profit - private,505,0,258
empty,voluntary non-profit - private,506,0,258
empty,voluntary non-profit - private,507,0,258
empty,voluntary non-profit - private,508,0,258
empty,voluntary non-profit - private,509,0,258
empty,voluntary non-profit - private,510,0,258
empty,voluntary non-profit - private,511,0,258
empty,voluntary non-profit - private,512,0,258
empty,voluntary non-profit - private,513,0,258
empty,voluntary non-profit - private,514,0,258
empty,voluntary non-profit - private,515,0,258
empty,voluntary non-profit - church,516,14,72
empty,voluntary non-profit - church,517,14,72
empty,voluntary non-profit - church,518,14,72
empty,voluntary non-profit - church,519,14,72
empty,voluntary non-profit - church,520,14,72
empty,voluntary non-profit - church,521,14,72
empty,voluntary non-profit - church,522,14,72
empty,voluntary non-profit - church,523,14,72
empty,voluntary non-profit - church,524,14,72
empty,voluntary non-profit - church,525,14,72
empty,volxntary non-profit - chxrch,526,21,1
empty,voluntary non-profit - church,527,14,72
empty,voluntary non-profit - church,528,14,72
empty,voluntary non-profit - church,529,14,72
empty,voluntary non-profit - church,530,14,72
empty,voluntary non-profit - church,531,14,72
empty,voluntary non-profit - church,532,14,72
empty,voluntary non-profit - church,533,14,72
empty,voluntary non-profit - church,534,14,72
empty,voluntary non-profit - church,535,14,72
empty,voluntary non-profit - church,536,14,72
empty,voluntary non-profit - church,537,14,72
empty,voluntary non-profit - church,538,14,72
empty,voluntary non-profit - church,539,14,72
empty,voluntary non-profit - church,540,14,72
empty,voluntary non-profit - private,541,0,258
empty,voluntary non-profit - private,542,0,258
empty,voluntary non-profit - private,543,0,258
empty,voluntary non-profit - private,544,0,258
empty,voluntary non-profit - private,545,0,258
empty,voluntary non-profit - private,546,0,258
empty,voluntary non-profit - private,547,0,258
empty,voluntary non-profit - private,548,0,258
empty,voluntary non-profit - private,549,0,258
empty,voluntary non-profit - private,550,0,258
empty,voluntary non-profit - private,551,0,258
empty,voluntary non-profit - private,552,0,258
empty,voluntary non-profit - private,553,0,258
empty,voluntary non-profit - private,554,0,258
empty,voluntary non-profit - private,555,0,258
empty,voluntary non-profit - private,556,0,258
empty,voluntary non-profit - private,557,0,258
empty,voluntary non-profit - private,558,0,258
empty,voluntary non-profit - private,559,0,258
empty,voluntary non-profit - private,560,0,258
empty,voluntary non-profit - private,561,0,258
empty,voluntary non-profit - private,562,0,258
empty,voluntary non-profit - private,563,0,258
empty,voluntary non-profit - private,564,0,258
empty,voluntary non-profit - private,565,0,258
empty,voluntary non-profit - other,566,6,122
empty,voluntary non-profit - other,567,6,122
empty,voluntary non-profit - other,568,6,122
empty,voluntary non-profit - other,569,6,122
empty,voluntary non-profit - other,570,6,122
empty,voluntary non-profit - other,571,6,122
empty,voluntary non-profit - otxer,572,22,1
empty,voluntary non-profit - other,573,6,122
empty,voluntary non-profit - other,574,6,122
empty,voluntary non-profit - other,575,6,122
empty,voluntary non-profit - other,576,6,122
empty,voluntary non-profit - other,577,6,122
empty,voluntary non-profit - other,578,6,122
empty,voluntary non-profit - other,579,6,122
empty,voluntary non-profit - other,580,6,122
empty,voluntary non-profit - other,581,6,122
empty,voluntary non-profit - other,582,6,122
empty,voluntary non-profit - other,583,6,122
empty,voluntary non-profit - other,584,6,122
empty,voluntary non-profit - other,585,6,122
empty,voluntary non-profit - other,586,6,122
empty,voluntary non-profit - other,587,6,122
empty,voluntary non-profit - other,588,6,122
empty,voluntary non-profit - other,589,6,122
empty,voluntary non-profit - other,590,6,122
empty,voluntary non-profit - other,591,6,122
empty,voluntary non-profit - other,592,6,122
empty,voluntary non-profit - other,593,6,122
empty,voluntary non-profit - other,594,6,122
empty,voluntary non-profit - other,595,6,122
empty,voluntary non-profit - other,596,6,122
empty,voluntary non-profit - other,597,6,122
empty,voluntary non-profit - other,598,6,122
empty,voluntary non-profit - other,599,6,122
empty,voluntary non-profit - other,600,6,122
empty,voluntary non-profit - other,601,6,122
empty,voluntary non-profit - other,602,6,122
empty,voluntary non-profit - other,603,6,122
empty,voluntary non-profit - other,604,6,122
empty,voluntary non-profit - other,605,6,122
empty,voluntary non-profit - other,606,6,122
empty,voluntary non-profit - other,607,6,122
empty,voluntary non-profit - other,608,6,122
empty,voluntary non-profit - other,609,6,122
empty,voluntary non-profit - other,610,6,122
empty,voluntary non-profit - other,611,6,122
empty,voluntary non-profit - other,612,6,122
empty,voluntary non-profit - other,613,6,122
empty,voluntary non-profit - other,614,6,122
empty,voluntary non-profit - other,615,6,122
empty,government - hospital district or authority,616,1,198
empty,government - hospital district or authority,617,1,198
empty,government - hospital district or authority,618,1,198
empty,government - hospital district or authority,619,1,198
empty,government - hospital district or authority,620,1,198
empty,government - hospital district or authority,621,1,198
empty,government - hospital district or authority,622,1,198
empty,government - hospital district or authority,623,1,198
empty,government - hospital district or authority,624,1,198
empty,government - hospital district or authority,625,1,198
empty,government - hospital district or authority,626,1,198
empty,government - hospital district or authority,627,1,198
empty,government - hospital district or authority,628,1,198
empty,government - hospital district or authority,629,1,198
empty,government - hospital district or authority,630,1,198
empty,government - hospital district or authority,631,1,198
empty,government - hospital district or authority,632,1,198
empty,government - hospital district or authority,633,1,198
empty,government - hospital district or authority,634,1,198
empty,government - hospital district or authority,635,1,198
empty,government - hospital district or authority,636,1,198
empty,government - hospital district or authority,637,1,198
empty,government - hospital district or authority,638,1,198
empty,government - hospital district or authority,639,1,198
empty,government - hospital district or authority,640,1,198
empty,government - local,641,23,25
empty,government - local,642,23,25
empty,government - local,643,23,25
empty,government - local,644,23,25
empty,government - local,645,23,25
empty,government - local,646,23,25
empty,government - local,647,23,25
empty,government - local,648,23,25
empty,government - local,649,23,25
empty,government - local,650,23,25
empty,government - local,651,23,25
empty,government - local,652,23,25
empty,government - local,653,23,25
empty,government - local,654,23,25
empty,government - local,655,23,25
empty,government - local,656,23,25
empty,government - local,657,23,25
empty,government - local,658,23,25
empty,government - local,659,23,25
empty,government - local,660,23,25
empty,government - local,661,23,25
empty,government - local,662,23,25
empty,government - local,663,23,25
empty,government - local,664,23,25
empty,government - local,665,23,25
empty,government - state,666,19,38
empty,government - state,667,19,38
empty,government - state,668,19,38
empty,government - state,669,19,38
empty,government - state,670,19,38
empty,government - state,671,19,38
empty,government - state,672,19,38
empty,government - state,673,19,38
empty,government - state,674,19,38
empty,government - state,675,19,38
empty,government - state,676,19,38
empty,government - state,677,19,38
empty,government - state,678,19,38
empty,government - state,679,19,38
empty,government - state,680,19,38
empty,government - state,681,19,38
empty,government - state,682,19,38
empty,government - state,683,19,38
empty,government - state,684,19,38
empty,government - state,685,19,38
empty,government - state,686,19,38
empty,government - state,687,19,38
empty,government - state,688,19,38
empty,government - state,689,19,38
empty,government - state,690,19,38
empty,voluntary non-profit - private,691,0,258
empty,voluntary non-profit - private,692,0,258
empty,voluntary non-profit - private,693,0,258
empty,voluntary non-profit - private,694,0,258
empty,voluntary non-profit - private,695,0,258
empty,voluntary non-profit - private,696,0,258
empty,voluntary non-profit - private,697,0,258
empty,voluntary non-profit - private,698,0,258
empty,voluntary non-profit - private,699,0,258
empty,voluntary non-profit - private,700,0,258
empty,voluntary non-profit - private,701,0,258
empty,voluntary non-profit - private,702,0,258
empty,voluntary non-profit - private,703,0,258
empty,voluntary non-profit - private,704,0,258
empty,voluntary non-profit - private,705,0,258
empty,voluntary non-profit - private,706,0,258
empty,voluntary non-profit - private,707,0,258
empty,voluntary non-profit - private,708,0,258
empty,voluntary non-profit - private,709,0,258
empty,voluntary non-profit - private,710,0,258
empty,voluntary non-profit - private,711,0,258
empty,voluntary non-profit - private,712,0,258
empty,voluntary non-profit - private,713,0,258
empty,voluntary non-profit - private,714,0,258
empty,voluntary non-profit - private,715,0,258
empty,government - hospital district or authority,716,1,198
empty,government - hospital district or authority,717,1,198
empty,government - hospital district or authority,718,1,198
empty,government - hospital district or authority,719,1,198
empty,government - hospital district or authority,720,1,198
empty,government - hospital district or authority,721,1,198
empty,government - hospital district or authority,722,1,198
empty,government - hospital district or authority,723,1,198
empty,government - hospital district or authority,724,1,198
empty,government - hospital district or authority,725,1,198
empty,government - hospital district or authority,726,1,198
empty,government - hospital district or authority,727,1,198
empty,government - hospital district or authority,728,1,198
empty,government - hospital district or authority,729,1,198
empty,government - hospital district or authority,730,1,198
empty,government - hospital district or authority,731,1,198
empty,government - hospital district or authority,732,1,198
empty,government - hospital district or authority,733,1,198
empty,government - hospital district or authority,734,1,198
empty,government - hospital district or authority,735,1,198
empty,government - hospital district or authority,736,1,198
empty,government - hospital district or authority,737,1,198
empty,government - hospital district or authority,738,1,198
empty,government - hospital district or authority,739,1,198
empty,government - hospital district or authority,740,1,198
empty,proprietary,741,9,209
empty,proprietary,742,9,209
empty,proprietary,743,9,209
empty,prxprietary,744,18,3
empty,proprietary,745,9,209
empty,proprietary,746,9,209
empty,proprietary,747,9,209
empty,proprietary,748,9,209
empty,proprietary,749,9,209
empty,proprietary,750,9,209
empty,proprietary,751,9,209
empty,proprietary,752,9,209
empty,proprietary,753,9,209
empty,proprietary,754,9,209
empty,proprietary,755,9,209
empty,proprietary,756,9,209
empty,proprietary,757,9,209
empty,proprietary,758,9,209
empty,proprietary,759,9,209
empty,proprietary,760,9,209
empty,proprietary,761,9,209
empty,proprietary,762,9,209
empty,proprietary,763,9,209
empty,proprietary,764,9,209
empty,proprietary,765,9,209
empty,proprietary,766,9,209
empty,proprietary,767,9,209
empty,proprietary,768,9,209
empty,proprietary,769,9,209
empty,proprietary,770,9,209
empty,proprietary,771,9,209
empty,proprietary,772,9,209
empty,proprietary,773,9,209
empty,government - hospital district or authority,774,1,198
empty,government - hospital district or authority,775,1,198
empty,government - hospital district or authority,776,1,198
empty,government - hospital district or authority,777,1,198
empty,government - hospital district or authority,778,1,198
empty,government - hospital district or authority,779,1,198
empty,government - hospital district or authority,780,1,198
empty,government - hospital district or authority,781,1,198
