State,CountyName,original_index,unique_index,count
al,lauderdale,92,6,22
al,lauderdale,93,6,22
al,covington,94,10,47
al,covington,95,10,47
al,covington,96,10,47
al,covington,97,10,47
xl,covington,98,11,2
al,covington,99,10,47
al,covington,100,10,47
al,covington,101,10,47
al,covington,102,10,47
al,covington,103,10,47
al,covington,104,10,47
al,covington,105,10,47
al,covington,106,10,47
al,covington,107,10,47
al,covington,108,10,47
al,covington,109,10,47
al,covington,110,10,47
al,covington,111,10,47
al,covington,112,10,47
al,covington,113,10,47
al,covington,114,10,47
al,covington,115,10,47
al,covington,116,10,47
al,covington,117,10,47
al,covington,118,10,47
ax,crenshaw,119,12,2
al,crenshaw,120,13,22
al,crenshaw,121,13,22
al,crenshaw,122,13,22
al,crenshaw,123,13,22
al,crenshaw,124,13,22
al,crenshaw,125,13,22
al,crenshaw,126,13,22
al,crenshaw,127,13,22
al,crenshaw,128,13,22
al,crenshaw,129,13,22
al,crenshaw,130,13,22
al,crenshaw,131,13,22
al,crenshaw,132,13,22
al,crenshaw,133,13,22
al,crenshaw,134,13,22
al,crenshaw,135,13,22
al,crxnshaw,136,14,1
al,crenshaw,137,13,22
al,crenshaw,138,13,22
al,crenshaw,139,13,22
ax,crenshaw,140,12,2
al,crenshaw,141,13,22
al,crenshaw,142,13,22
al,crenshaw,143,13,22
al,morgan,144,15,25
al,morgan,145,15,25
al,morgan,146,15,25
al,morgan,147,15,25
al,morgan,148,15,25
al,morgan,149,15,25
al,morgan,150,15,25
al,morgan,151,15,25
al,morgan,152,15,25
al,morgan,153,15,25
al,morgan,154,15,25
al,morgan,155,15,25
al,morgan,156,15,25
al,morgan,157,15,25
al,morgan,158,15,25
al,morgan,159,15,25
al,morgan,160,15,25
al,morgan,161,15,25
al,morgan,162,15,25
al,morgan,163,15,25
al,morgan,164,15,25
ax,morgan,165,16,1
al,morgan,166,15,25
al,morgan,167,15,25
al,morgan,168,15,25
al,marshall,169,3,46
al,marshall,170,3,46
al,marshall,171,3,46
al,marshall,172,3,46
al,marshall,173,3,46
al,marshall,174,3,46
al,marshall,175,3,46
al,marshall,176,3,46
al,marshall,177,3,46
al,marshall,178,3,46
al,marshall,179,3,46
al,marshall,180,3,46
al,marshall,181,3,46
xl,marshall,182,4,3
al,marshall,183,3,46
al,marshall,184,3,46
al,marshall,185,3,46
al,marshall,186,3,46
al,marshall,187,3,46
al,marshall,188,3,46
al,marshall,189,3,46
al,marshall,190,3,46
al,marshall,191,3,46
al,marshall,192,3,46
al,marshall,193,3,46
al,jefferson,194,0,99
al,jefferson,195,0,99
al,jefferson,196,0,99
al,jefferson,197,0,99
al,jefferson,198,0,99
al,jefferson,199,0,99
al,jefferson,200,0,99
al,jefferson,201,0,99
al,jefferson,202,0,99
al,jefferson,203,0,99
al,jefferson,204,0,99
al,jefferson,205,0,99
al,jefferson,206,0,99
al,jefferson,207,0,99
al,jefferson,208,0,99
al,jefferson,209,0,99
al,jefferson,210,0,99
al,jefferson,211,0,99
al,jefferson,212,0,99
al,jefferson,213,0,99
al,jefferson,214,0,99
al,jefferson,215,0,99
al,jeffersxn,216,17,1
al,jefferson,217,0,99
al,jefferson,218,0,99
al,de kalb,219,18,20
al,de kalb,220,18,20
al,dx kalb,221,19,2
al,de kalb,222,18,20
al,xe kalb,223,20,2
al,de kalb,224,18,20
al,de kalb,225,18,20
al,de kalb,226,18,20
al,dx kalb,227,19,2
ax,de kalb,228,21,1
al,de kalb,229,18,20
al,de kalb,230,18,20
al,de kalb,231,18,20
al,de kalb,232,18,20
al,de kalb,233,18,20
al,de kalb,234,18,20
al,de kalb,235,18,20
al,de kalb,236,18,20
al,de kalb,237,18,20
al,xe kalb,238,20,2
al,de kalb,239,18,20
al,de kalb,240,18,20
al,de kalb,241,18,20
al,de kalb,242,18,20
al,de kalb,243,18,20
al,clarke,244,22,24
al,clarke,245,22,24
al,clarke,246,22,24
al,clarke,247,22,24
al,clarke,248,22,24
al,clarke,249,22,24
al,clarke,250,22,24
al,clarke,251,22,24
al,xlarke,252,23,1
al,clarke,253,22,24
al,clarke,254,22,24
al,clarke,255,22,24
al,clarke,256,22,24
al,clarke,257,22,24
al,clarke,258,22,24
al,clarke,259,22,24
al,clarke,260,22,24
al,clarke,261,22,24
al,clarke,262,22,24
al,clarke,263,22,24
al,clarke,264,22,24
al,clarke,265,22,24
al,clarke,266,22,24
al,clarke,267,22,24
al,clarke,268,22,24
al,shelby,269,24,24
al,shelby,270,24,24
al,shelby,271,24,24
al,shelby,272,24,24
al,shelby,273,24,24
al,shelby,274,24,24
al,shelby,275,24,24
al,shelby,276,24,24
al,shelby,277,24,24
xl,shelby,278,25,1
al,shelby,279,24,24
al,shelby,280,24,24
al,shelby,281,24,24
al,shelby,282,24,24
al,shelby,283,24,24
al,shelby,284,24,24
al,shelby,285,24,24
al,shelby,286,24,24
al,shelby,287,24,24
al,shelby,288,24,24
al,shelby,289,24,24
al,shelby,290,24,24
al,shelby,291,24,24
al,shelby,292,24,24
al,shelby,293,24,24
al,jefferson,294,0,99
al,jefferson,295,0,99
al,jefferson,296,0,99
al,jefferson,297,0,99
al,jefferson,298,0,99
al,jefferson,299,0,99
al,jefferson,300,0,99
al,jefferson,301,0,99
al,jefferson,302,0,99
al,jefferson,303,0,99
al,jefferson,304,0,99
al,jefferson,305,0,99
al,jefferson,306,0,99
al,jefferson,307,0,99
al,jefferson,308,0,99
al,jefferson,309,0,99
al,jefferson,310,0,99
al,calhoun,311,26,26
al,calhoxn,312,27,1
al,calhoun,313,26,26
al,calhoun,314,26,26
al,calhoun,315,26,26
al,calhoun,316,26,26
al,calhoun,317,26,26
al,calhoun,318,26,26
al,calhoun,319,26,26
al,calhoun,320,26,26
al,calhoun,321,26,26
al,calhoun,322,26,26
al,calhoun,323,26,26
al,caxhoun,324,28,1
al,calhoun,325,26,26
al,calhoun,326,26,26
al,calhoun,327,26,26
al,calhoun,328,26,26
al,calhoun,329,26,26
al,calhoun,330,26,26
al,houston,331,1,40
al,houston,332,1,40
al,houston,333,1,40
al,houston,334,1,40
al,houston,335,1,40
al,houston,336,1,40
al,houston,337,1,40
al,houston,338,1,40
al,houston,339,1,40
al,houston,340,1,40
al,houston,341,1,40
al,houston,342,1,40
al,houston,343,1,40
al,houston,344,1,40
al,houston,345,1,40
al,housxon,346,29,1
al,houston,347,1,40
al,jefferson,348,0,99
al,jefferson,349,0,99
al,jefferson,350,0,99
al,jefferson,351,0,99
al,jefferson,352,0,99
al,morgan,353,15,25
al,marion,354,30,49
al,marion,355,30,49
ax,marion,356,31,1
al,marion,357,30,49
al,marion,358,30,49
al,marion,359,30,49
al,marion,360,30,49
al,marion,361,30,49
al,marion,362,30,49
al,marion,363,30,49
al,marion,364,30,49
al,marion,365,30,49
al,marion,366,30,49
al,marion,367,30,49
al,marion,368,30,49
al,marion,369,30,49
al,marion,370,30,49
al,marion,371,30,49
al,marion,372,30,49
al,marion,373,30,49
al,marion,374,30,49
al,marion,375,30,49
al,marion,376,30,49
al,marion,377,30,49
al,marion,378,30,49
al,mobile,379,32,12
al,mobile,380,32,12
al,mobile,381,32,12
al,mobile,382,32,12
al,mobile,383,32,12
al,mobile,384,32,12
al,mobile,385,32,12
xl,mobile,386,33,1
al,mobile,387,32,12
al,mobile,388,32,12
al,mobile,389,32,12
al,mobile,390,32,12
al,mobile,391,32,12
al,autauga,392,34,19
al,autauga,393,34,19
al,autauga,394,34,19
al,autauga,395,34,19
al,autauga,396,34,19
al,autauga,397,34,19
al,autauga,398,34,19
al,autauga,399,34,19
al,autauga,400,34,19
al,autauga,401,34,19
ax,autauga,402,35,1
al,autauga,403,34,19
al,autauga,404,34,19
al,autauga,405,34,19
al,autauga,406,34,19
al,autauga,407,34,19
al,autauga,408,34,19
al,autauga,409,34,19
al,autauga,410,34,19
al,autauga,411,34,19
al,franklin,412,36,2
al,franklin,413,36,2
al,talladega,414,37,17
al,tallaxega,415,38,1
al,talladega,416,37,17
al,talladega,417,37,17
al,talladega,418,37,17
al,talladega,419,37,17
al,talladega,420,37,17
al,talladega,421,37,17
al,talladega,422,37,17
al,talladega,423,37,17
al,talladega,424,37,17
al,talladega,425,37,17
al,talladega,426,37,17
al,talladega,427,37,17
al,talladega,428,37,17
al,talladega,429,37,17
al,talladega,430,37,17
al,talladega,431,37,17
ak,anchorage,432,39,18
ak,anchorage,433,39,18
ak,anchorage,434,39,18
ak,anchorage,435,39,18
ak,anchorage,436,39,18
ak,anchorage,437,39,18
ak,anchorage,438,39,18
ak,anchorage,439,39,18
ak,anchorage,440,39,18
ak,anchorage,441,39,18
ak,anchorage,442,39,18
ak,anchorage,443,39,18
ak,anchorage,444,39,18
ak,anchorage,445,39,18
ak,anchorage,446,39,18
ak,anchorage,447,39,18
ak,anchorage,448,39,18
ak,anchorage,449,39,18
ak,bethel,450,40,2
ak,bethel,451,40,2
al,jefferson,452,0,99
al,jefferson,453,0,99
al,jefferson,454,0,99
al,jefferson,455,0,99
al,jxffxrson,456,41,2
al,xefferson,457,42,1
al,jefferson,458,0,99
al,jefferson,459,0,99
al,jefferson,460,0,99
al,jefferson,461,0,99
al,jefferson,462,0,99
al,jefferson,463,0,99
al,jefferson,464,0,99
al,jexxerson,465,43,2
al,dale,466,44,23
al,dale,467,44,23
al,dale,468,44,23
al,dale,469,44,23
al,dale,470,44,23
al,dale,471,44,23
al,dale,472,44,23
al,dale,473,44,23
al,dale,474,44,23
al,dale,475,44,23
al,dale,476,44,23
xl,dale,477,45,2
al,dale,478,44,23
al,dale,479,44,23
al,dale,480,44,23
al,dale,481,44,23
al,dale,482,44,23
xl,dale,483,45,2
al,dale,484,44,23
al,dale,485,44,23
al,dale,486,44,23
al,dale,487,44,23
al,dale,488,44,23
al,dale,489,44,23
al,dale,490,44,23
al,cherokee,491,46,22
al,cherokee,492,46,22
al,cherokee,493,46,22
al,cherokee,494,46,22
al,cherokee,495,46,22
al,cherokee,496,46,22
al,cherokee,497,46,22
al,cherokee,498,46,22
al,cherokee,499,46,22
al,cherokee,500,46,22
al,cherokee,501,46,22
al,chxrokxx,502,47,2
al,cherokee,503,46,22
ax,cherokee,504,48,1
al,cherokee,505,46,22
al,cherokee,506,46,22
al,cherokee,507,46,22
al,cherokee,508,46,22
al,cherokee,509,46,22
al,cherokee,510,46,22
al,cherokee,511,46,22
al,cherokee,512,46,22
al,chxrokxx,513,47,2
al,cherokee,514,46,22
al,cherokee,515,46,22
al,montgomery,516,49,46
al,montgomery,517,49,46
al,montgomery,518,49,46
al,montgomery,519,49,46
al,montgomery,520,49,46
al,montgomery,521,49,46
al,montgomery,522,49,46
al,montgomery,523,49,46
al,montgomery,524,49,46
al,montgomery,525,49,46
al,montgomery,526,49,46
al,monxgomery,527,50,2
al,montgomery,528,49,46
al,montgomery,529,49,46
al,montgomery,530,49,46
al,montgomery,531,49,46
al,montgomery,532,49,46
al,montgomery,533,49,46
al,montgomery,534,49,46
al,montgomery,535,49,46
al,montgomery,536,49,46
al,montgomery,537,49,46
al,montgomery,538,49,46
al,montgomery,539,49,46
al,montgomexy,540,51,1
al,montgomery,541,49,46
al,montgomery,542,49,46
al,montgomery,543,49,46
al,montgomery,544,49,46
al,montgomery,545,49,46
al,montgomery,546,49,46
al,montgomery,547,49,46
al,montgomery,548,49,46
al,montgomery,549,49,46
al,montgomery,550,49,46
al,monxgomery,551,50,2
al,montgomery,552,49,46
al,montgomery,553,49,46
al,montgomery,554,49,46
al,montgomery,555,49,46
al,montgomery,556,49,46
al,montgomery,557,49,46
al,montgomery,558,49,46
xl,montgomery,559,52,1
al,montgomery,560,49,46
al,montgomery,561,49,46
al,montgomery,562,49,46
al,montgomery,563,49,46
al,montgomery,564,49,46
al,montgomery,565,49,46
al,chambers,566,53,22
al,chambers,567,53,22
al,chambers,568,53,22
al,chambers,569,53,22
al,chambers,570,53,22
al,chambers,571,53,22
ax,chambers,572,54,1
al,chambers,573,53,22
al,chambers,574,53,22
al,chambers,575,53,22
al,chambers,576,53,22
al,chambers,577,53,22
al,xhambers,578,55,1
al,chambers,579,53,22
al,chambers,580,53,22
al,chambers,581,53,22
al,chambers,582,53,22
al,chambers,583,53,22
al,chambers,584,53,22
al,chambers,585,53,22
al,chambers,586,53,22
al,chambers,587,53,22
al,chambers,588,53,22
al,chambers,589,53,22
al,chaxbers,590,56,1
al,coffee,591,57,47
ax,coffee,592,58,1
al,coffee,593,57,47
al,coffee,594,57,47
al,coffee,595,57,47
al,coffee,596,57,47
al,coffee,597,57,47
al,coffee,598,57,47
al,coffee,599,57,47
al,coffee,600,57,47
al,coffee,601,57,47
al,coffxx,602,59,1
al,coffee,603,57,47
al,coffee,604,57,47
al,coffee,605,57,47
al,coffee,606,57,47
al,coffee,607,57,47
al,coffee,608,57,47
al,coffee,609,57,47
al,coffee,610,57,47
al,coffee,611,57,47
al,coffee,612,57,47
al,coffee,613,57,47
al,coffee,614,57,47
al,coffee,615,57,47
al,lee,616,60,24
al,lee,617,60,24
al,lee,618,60,24
al,lee,619,60,24
al,lee,620,60,24
al,lee,621,60,24
al,lee,622,60,24
al,lee,623,60,24
al,lee,624,60,24
al,lee,625,60,24
al,lee,626,60,24
al,lee,627,60,24
al,lee,628,60,24
al,lee,629,60,24
al,lee,630,60,24
al,lee,631,60,24
al,lee,632,60,24
al,xee,633,61,1
al,lee,634,60,24
al,lee,635,60,24
al,lee,636,60,24
al,lee,637,60,24
al,lee,638,60,24
al,lee,639,60,24
al,lee,640,60,24
al,randolph,641,62,25
al,randolph,642,62,25
al,randolph,643,62,25
al,randolph,644,62,25
al,randolph,645,62,25
al,randolph,646,62,25
al,randolph,647,62,25
al,randolph,648,62,25
al,randolph,649,62,25
al,randolph,650,62,25
al,randolph,651,62,25
al,randolph,652,62,25
al,randolph,653,62,25
al,randolph,654,62,25
al,randolph,655,62,25
al,randolph,656,62,25
al,randolph,657,62,25
al,randolph,658,62,25
al,randolph,659,62,25
al,randolph,660,62,25
al,randolph,661,62,25
al,randolph,662,62,25
al,randolph,663,62,25
al,randolph,664,62,25
al,randolph,665,62,25
al,jefferson,666,0,99
al,jefferson,667,0,99
al,jefferson,668,0,99
al,jefferson,669,0,99
al,jefferson,670,0,99
al,jefferson,671,0,99
al,jxffxrson,672,41,2
al,jefferson,673,0,99
al,jefferson,674,0,99
al,jefferson,675,0,99
al,jefferson,676,0,99
al,jefferson,677,0,99
al,jefferson,678,0,99
al,jefferson,679,0,99
al,jefferson,680,0,99
al,jefferson,681,0,99
al,jefferson,682,0,99
al,jefferson,683,0,99
al,jefferson,684,0,99
al,jefferson,685,0,99
al,jefferson,686,0,99
al,jefferson,687,0,99
al,jefferson,688,0,99
al,jexxerson,689,43,2
al,jefferson,690,0,99
al,elmore,691,63,22
al,elmoxe,692,64,1
al,elmore,693,63,22
al,elmore,694,63,22
al,elmore,695,63,22
al,elmore,696,63,22
al,elmore,697,63,22
al,elxore,698,65,1
al,elmore,699,63,22
al,elmore,700,63,22
xl,elmore,701,66,1
al,elmore,702,63,22
al,elmore,703,63,22
al,elmore,704,63,22
al,elmore,705,63,22
al,elmore,706,63,22
al,elmore,707,63,22
al,elmore,708,63,22
al,elmore,709,63,22
al,elmore,710,63,22
al,elmore,711,63,22
al,elmore,712,63,22
al,elmore,713,63,22
al,elmore,714,63,22
al,elmore,715,63,22
al,cullman,716,67,23
al,cullman,717,67,23
al,cullman,718,67,23
al,cullman,719,67,23
al,cullman,720,67,23
al,cullman,721,67,23
al,cxllman,722,68,2
al,cullman,723,67,23
al,cullman,724,67,23
al,cullman,725,67,23
al,cullman,726,67,23
al,cullman,727,67,23
al,cullman,728,67,23
al,cullman,729,67,23
al,cxllman,730,68,2
al,cullman,731,67,23
al,cullman,732,67,23
al,cullman,733,67,23
al,cullman,734,67,23
al,cullman,735,67,23
al,cullman,736,67,23
al,cullman,737,67,23
al,cullman,738,67,23
al,cullman,739,67,23
al,cullman,740,67,23
al,covington,741,10,47
al,covington,742,10,47
al,covington,743,10,47
al,covington,744,10,47
al,covington,745,10,47
al,covington,746,10,47
al,covington,747,10,47
al,covington,748,10,47
al,covington,749,10,47
al,covington,750,10,47
al,covington,751,10,47
al,coxington,752,69,1
al,covington,753,10,47
al,covington,754,10,47
al,covington,755,10,47
al,covington,756,10,47
al,covington,757,10,47
al,covington,758,10,47
al,covington,759,10,47
al,covington,760,10,47
al,covington,761,10,47
al,covington,762,10,47
al,covington,763,10,47
xl,covington,764,11,2
al,covington,765,10,47
al,calhoun,766,26,26
al,calhoun,767,26,26
al,calhoun,768,26,26
al,calhoun,769,26,26
al,calhoun,770,26,26
al,calhoun,771,26,26
al,calhoun,772,26,26
al,calhoun,773,26,26
al,madison,774,70,25
al,madison,775,70,25
al,madison,776,70,25
al,madison,777,70,25
al,madison,778,70,25
al,madison,779,70,25
al,madison,780,70,25
al,madison,781,70,25
al,madison,782,70,25
al,madison,783,70,25
al,madison,784,70,25
al,madisxn,785,71,1
al,madison,786,70,25
al,madison,787,70,25
al,madison,788,70,25
al,madison,789,70,25
al,madison,790,70,25
xl,madison,791,72,1
al,madison,792,70,25
al,madison,793,70,25
al,madison,794,70,25
al,madison,795,70,25
al,madison,796,70,25
al,madison,797,70,25
al,madisox,798,73,1
al,madison,799,70,25
al,madison,800,70,25
al,madison,801,70,25
al,etowah,802,74,51
al,etowah,803,74,51
al,etowah,804,74,51
al,etowah,805,74,51
al,etowah,806,74,51
al,etowah,807,74,51
al,etowah,808,74,51
al,etowah,809,74,51
al,etowah,810,74,51
al,etowah,811,74,51
al,etowah,812,74,51
al,etowah,813,74,51
al,etowah,814,74,51
al,etowah,815,74,51
al,etowah,816,74,51
al,etowah,817,74,51
al,etowah,818,74,51
al,etowah,819,74,51
al,etowah,820,74,51
al,etowah,821,74,51
al,etowah,822,74,51
al,etowah,823,74,51
al,etowah,824,74,51
al,etowah,825,74,51
al,etowah,826,74,51
al,chilton,827,75,25
al,chilton,828,75,25
al,chilton,829,75,25
al,chilton,830,75,25
al,chilton,831,75,25
al,chilton,832,75,25
al,chilton,833,75,25
al,chilton,834,75,25
al,chilton,835,75,25
al,chilton,836,75,25
al,chilton,837,75,25
al,chilton,838,75,25
al,chilton,839,75,25
al,chilton,840,75,25
al,chilton,841,75,25
al,chilton,842,75,25
al,chilton,843,75,25
al,chilton,844,75,25
al,chilton,845,75,25
al,chilton,846,75,25
al,chilton,847,75,25
al,chilton,848,75,25
al,chilton,849,75,25
al,chilton,850,75,25
al,chilton,851,75,25
al,marion,852,30,49
al,marion,853,30,49
al,marion,854,30,49
al,marion,855,30,49
al,marion,856,30,49
al,marion,857,30,49
al,marion,858,30,49
al,marion,859,30,49
al,marion,860,30,49
al,marion,861,30,49
al,marion,862,30,49
al,marion,863,30,49
al,marion,864,30,49
al,marion,865,30,49
al,marion,866,30,49
al,marion,867,30,49
al,marion,868,30,49
al,marion,869,30,49
al,marion,870,30,49
al,marion,871,30,49
al,marion,872,30,49
al,marion,873,30,49
al,marion,874,30,49
al,marion,875,30,49
al,marion,876,30,49
al,fayette,877,76,22
al,fayette,878,76,22
al,fayette,879,76,22
al,fayette,880,76,22
al,fayette,881,76,22
al,fayette,882,76,22
al,fayette,883,76,22
xl,fayette,884,77,2
al,fayette,885,76,22
xl,fayette,886,77,2
al,fayette,887,76,22
al,fayette,888,76,22
al,fayette,889,76,22
al,fayette,890,76,22
al,fayette,891,76,22
al,fayette,892,76,22
al,fayette,893,76,22
al,fayette,894,76,22
al,fayexxe,895,78,1
al,fayette,896,76,22
al,fayette,897,76,22
al,fayette,898,76,22
al,fayette,899,76,22
al,fayette,900,76,22
al,fayette,901,76,22
al,etowah,902,74,51
al,etowah,903,74,51
al,etowah,904,74,51
al,etowah,905,74,51
al,etowah,906,74,51
al,etowah,907,74,51
al,etowah,908,74,51
al,etowah,909,74,51
al,etowah,910,74,51
al,etowah,911,74,51
al,etowah,912,74,51
al,etowah,913,74,51
al,etowah,914,74,51
al,etowah,915,74,51
al,etowah,916,74,51
al,etowxh,917,79,1
al,etowah,918,74,51
al,etowah,919,74,51
al,etowah,920,74,51
al,etowah,921,74,51
ax,etowah,922,80,1
al,etowah,923,74,51
al,etowah,924,74,51
al,etowah,925,74,51
al,etowah,926,74,51
al,etowah,927,74,51
al,etowah,928,74,51
al,etowah,929,74,51
al,butler,930,81,24
al,butler,931,81,24
al,butler,932,81,24
al,butler,933,81,24
al,butler,934,81,24
al,butler,935,81,24
al,butler,936,81,24
al,butler,937,81,24
al,butler,938,81,24
al,butler,939,81,24
al,butler,940,81,24
al,butler,941,81,24
al,butler,942,81,24
al,butxer,943,82,1
al,butler,944,81,24
al,butler,945,81,24
al,butler,946,81,24
al,butler,947,81,24
al,butler,948,81,24
al,butler,949,81,24
al,butler,950,81,24
al,butler,951,81,24
al,butler,952,81,24
al,butler,953,81,24
al,butler,954,81,24
al,coffee,955,57,47
al,coffee,956,57,47
al,coffee,957,57,47
al,coffee,958,57,47
al,coffee,959,57,47
al,coffee,960,57,47
al,coffee,961,57,47
al,coffee,962,57,47
al,coffee,963,57,47
al,coffee,964,57,47
al,coffee,965,57,47
al,cxffee,966,83,1
al,coffee,967,57,47
al,coffee,968,57,47
al,coffee,969,57,47
al,coffee,970,57,47
al,coffee,971,57,47
al,coffee,972,57,47
al,coffee,973,57,47
al,coffee,974,57,47
al,coffee,975,57,47
al,coffee,976,57,47
al,coffee,977,57,47
al,coffee,978,57,47
al,coffee,979,57,47
al,blount,980,84,20
al,blount,981,84,20
al,blount,982,84,20
al,blount,983,84,20
al,blount,984,84,20
al,blount,985,84,20
al,blount,986,84,20
al,blount,987,84,20
al,blount,988,84,20
al,blount,989,84,20
al,blount,990,84,20
al,blount,991,84,20
al,blount,992,84,20
al,blount,993,84,20
al,blount,994,84,20
al,blount,995,84,20
al,blount,996,84,20
al,blount,997,84,20
al,blount,998,84,20
al,blount,999,84,20
