sched_arr_time,original_index,unique_index
12:21 a.m.  Fri 02-Dec-2011,856,126
,857,47
12:18 p.m.,858,60
7:30 a.m.,859,24
9:35 a.m.,860,25
,861,47
6:23 p.m.,862,78
,863,47
9:45 p.m.,864,27
,865,47
,866,47
,867,47
4:31 p.m.,868,79
2:45 p.m.,869,4
,870,47
5:50 a.m.  Fri 02-Dec-2011,871,127
12:29 a.m.  Fri 02-Dec-2011,872,128
12:15 a.m.  Fri 02-Dec-2011,873,129
11:50 p.m.,874,32
10:34 a.m.,875,33
11:50 a.m.,876,34
,877,47
3:50 p.m.,878,8
,879,47
,880,47
5:11 a.m.,881,108
6:40 p.m.,882,43
,883,47
,884,47
,885,47
,886,47
,887,47
,888,47
4:05 p.m.,889,36
5:55 p.m.,890,37
11:35 a.m.,891,38
2:15 p.m.,892,39
11:05 a.m.,893,11
,894,47
2:35 p.m.,895,14
,896,47
6:30 p.m.,897,41
8:00 a.m.,898,13
,899,47
6:40 p.m.,900,43
2:25 p.m.,901,19
11:10 a.m.,902,17
,903,47
6:17 p.m.,904,85
12:55 p.m.,905,29
7:45 a.m.,906,18
7:05 p.m.,907,68
6:40 a.m.,908,45
10:45 a.m.,909,46
3:30 p.m.,910,44
9:40 a.m.,911,0
7:25 p.m.,912,2
9:54 a.m.,913,86
,914,47
7:23 a.m.,915,89
5:35 a.m.,916,50
,917,47
1:16 p.m.,918,52
9:55 a.m.,919,6
7:03 p.m.,920,53
9:20 a.m.,921,9
12:10 p.m.,922,12
2:35 p.m.,923,14
7:45 a.m.,924,18
,925,47
,926,47
12:35 p.m.,927,15
2:25 p.m.,928,19
2:45 p.m.,929,4
9:10 p.m.,930,22
3:15 p.m.,931,23
12:21 a.m.,932,91
12:18 p.m.,933,60
6:23 p.m.,934,78
,935,47
9:45 p.m.,936,27
6:44 p.m.,937,61
,938,47
2:59 p.m.,939,28
4:31 p.m.,940,79
4:17 p.m.,941,62
12:29 a.m.,942,96
11:50 p.m.,943,32
11:50 a.m.,944,34
6:15 p.m.,945,74
9:24 a.m.,946,98
5:11 a.m.Dec 02,947,83
6:09 p.m.,948,84
8:27 a.m.,949,100
,950,47
9:20 p.m.,951,35
,952,47
,953,47
11:35 a.m.,954,38
5:00 p.m.,955,103
9:43 a.m.,956,99
2:15 p.m.,957,39
11:05 a.m.,958,11
11:53 a.m.,959,66
,960,47
6:30 p.m.,961,41
5:25 p.m.,962,42
6:40 p.m.,963,43
,964,47
12:55 p.m.,965,29
6:40 a.m.,966,45
10:45 a.m.,967,46
3:30 p.m.,968,44
9:30 a.m.,969,130
6:50 a.m.,970,131
9:00 a.m.,971,132
7:08 p.m.,972,133
10:43 a.m.,973,134
4:37 p.m.,974,135
9:34 a.m.,975,136
4:20 p.m.,976,137
2:17 p.m.,977,138
11:31 p.m.,978,139
11:52 p.m.,979,140
8:04 p.m.,980,141
6:30 p.m.,981,41
8:46 p.m.,982,142
10:18 a.m.,983,143
3:50 p.m.,984,8
6:30 a.m.,985,144
10:09 a.m.,986,145
9:00 p.m.,987,146
5:57 p.m.,988,147
9:40 a.m.,989,0
9:25 a.m.,990,3
Not Available,991,148
Not Available,992,148
10:30 p.m.,993,1
7:25 p.m.,994,2
3:15 p.m.,995,23
5:05 p.m.,996,70
5:25 p.m.,997,42
Dec 02 6:55 a.m.,998,149
Not Available,999,148
2:45 p.m.,1000,4
6:46 p.m.,1001,72
9:55 a.m.,1002,6
Not Available,1003,148
7:55 p.m.,1004,7
7:03 p.m.,1005,53
3:50 p.m.,1006,8
9:20 a.m.,1007,9
4:57 p.m.,1008,73
10:20 a.m.,1009,55
10:54 a.m.,1010,56
2:20 p.m.,1011,10
11:05 a.m.,1012,11
12:10 p.m.,1013,12
8:00 a.m.,1014,13
2:35 p.m.,1015,14
12:35 p.m.,1016,15
2:00 p.m.,1017,16
1:45 p.m.,1018,75
11:10 a.m.,1019,17
2:25 p.m.,1020,19
2:45 p.m.,1021,4
10:35 a.m.,1022,21
11:35 a.m.,1023,38
9:10 p.m.,1024,22
Dec 02 12:21 a.m.,1025,150
Not Available,1026,148
12:18 p.m.,1027,60
7:30 a.m.,1028,24
9:35 a.m.,1029,25
6:23 p.m.,1030,78
9:45 p.m.,1031,27
10:31 a.m.,1032,94
2:59 p.m.,1033,28
Not Available,1034,148
Dec 02 5:50 a.m.,1035,151
12:29 a.m.,1036,96
Dec 02 12:15 a.m.,1037,152
11:50 p.m.,1038,32
10:34 a.m.,1039,33
11:50 a.m.,1040,34
Not Available,1041,148
Not Available,1042,148
3:50 p.m.,1043,8
4:48 p.m.,1044,63
Not Available,1045,148
Not Available,1046,148
1:40 p.m.,1047,101
9:20 p.m.,1048,35
4:53 p.m.,1049,102
7:03 p.m.,1050,53
4:05 p.m.,1051,36
5:55 p.m.,1052,37
11:35 a.m.,1053,38
5:00 p.m.,1054,103
2:15 p.m.,1055,39
11:53 a.m.,1056,66
2:35 p.m.,1057,14
Not Available,1058,148
10:40 a.m.,1059,40
6:30 p.m.,1060,41
6:40 p.m.,1061,43
4:49 p.m.,1062,67
6:17 p.m.,1063,85
12:55 p.m.,1064,29
3:30 p.m.,1065,44
7:45 a.m.,1066,18
7:05 p.m.,1067,68
6:40 a.m.,1068,45
10:45 a.m.,1069,46
9:40 a.m.,1070,0
,1071,47
9:25 a.m.,1072,3
11:55 a.m.,1073,69
,1074,47
10:30 p.m.,1075,1
3:15 p.m.,1076,23
5:05 p.m.,1077,70
,1078,47
,1079,47
6:55 a.m. Dec 02,1080,71
,1081,47
,1082,47
6:46 p.m.,1083,72
,1084,47
,1085,47
12:35 p.m.,1086,15
,1087,47
9:55 a.m.,1088,6
7:55 p.m.,1089,7
,1090,47
,1091,47
,1092,47
,1093,47
3:50 p.m.,1094,8
,1095,47
9:20 a.m.,1096,9
4:57 p.m.,1097,73
,1098,47
,1099,47
12:10 p.m.,1100,12
2:35 p.m.,1101,14
,1102,47
,1103,47
,1104,47
6:15 p.m.,1105,74
1:45 p.m.,1106,75
,1107,47
,1108,47
2:45 p.m.,1109,4
,1110,47
,1111,47
10:35 a.m.,1112,21
7:25 p.m.,1113,2
9:10 p.m.,1114,22
12:21 a.m. Dec 02,1115,77
,1116,47
12:18 p.m.,1117,60
7:30 a.m.,1118,24
9:35 a.m.,1119,25
,1120,47
6:23 p.m.,1121,78
,1122,47
9:45 p.m.,1123,27
,1124,47
,1125,47
2:59 p.m.,1126,28
4:31 p.m.,1127,79
2:45 p.m.,1128,4
,1129,47
5:50 a.m. Dec 02,1130,105
12:29 a.m. Dec 02,1131,81
12:15 a.m. Dec 02,1132,82
11:50 p.m.,1133,32
10:34 a.m.,1134,33
11:50 a.m.,1135,34
,1136,47
3:50 p.m.,1137,8
,1138,47
,1139,47
5:11 a.m.Dec 02,1140,83
6:40 p.m.,1141,43
,1142,47
,1143,47
,1144,47
,1145,47
,1146,47
,1147,47
4:05 p.m.,1148,36
5:55 p.m.,1149,37
11:35 a.m.,1150,38
2:15 p.m.,1151,39
11:05 a.m.,1152,11
,1153,47
2:35 p.m.,1154,14
,1155,47
6:30 p.m.,1156,41
8:00 a.m.,1157,13
,1158,47
6:40 p.m.,1159,43
2:25 p.m.,1160,19
11:10 a.m.,1161,17
,1162,47
6:17 p.m.,1163,85
12:55 p.m.,1164,29
7:45 a.m.,1165,18
7:05 p.m.,1166,68
6:40 a.m.,1167,45
10:45 a.m.,1168,46
3:30 p.m.,1169,44
9:40 a.m.,1170,0
9:25 a.m.,1171,3
,1172,47
9:54 a.m.,1173,86
10:30 p.m.,1174,1
,1175,47
,1176,47
9:55 a.m.,1177,6
7:55 p.m.,1178,7
,1179,47
9:20 a.m.,1180,9
4:57 p.m.,1181,73
2:20 p.m.,1182,10
12:10 p.m.,1183,12
7:45 a.m.,1184,18
2:45 p.m.,1185,4
,1186,47
1:45 p.m.,1187,75
2:45 p.m.,1188,4
4:52 p.m.,1189,76
4:00 p.m.,1190,20
9:10 p.m.,1191,22
12:21 a.m. Dec 02,1192,77
,1193,47
12:18 p.m.,1194,60
9:45 p.m.,1195,27
6:44 p.m.,1196,61
2:59 p.m.,1197,28
4:31 p.m.,1198,79
5:50 a.m.,1199,95
6:15 p.m.,1200,74
9:24 a.m.,1201,98
,1202,47
,1203,47
5:11 a.m.,1204,108
6:09 p.m.,1205,84
,1206,47
,1207,47
,1208,47
4:05 p.m.,1209,36
11:35 a.m.,1210,38
12:29 a.m. Dec 02,1211,81
2:15 p.m.,1212,39
11:05 a.m.,1213,11
11:53 a.m.,1214,66
2:35 p.m.,1215,14
1:39 p.m.,1216,104
6:30 p.m.,1217,41
7:25 p.m.,1218,2
5:25 p.m.,1219,42
6:40 p.m.,1220,43
6:40 a.m.,1221,45
10:45 a.m.,1222,46
,1223,47
10:15 p.m.,1224,48
,1225,47
,1226,47
,1227,47
,1228,47
,1229,47
2:50 p.m.,1230,49
,1231,47
,1232,47
,1233,47
,1234,47
5:35 a.m.,1235,50
,1236,47
9:21 a.m.,1237,51
1:16 p.m.,1238,52
,1239,47
,1240,47
,1241,47
,1242,47
,1243,47
7:03 p.m.,1244,53
11:35 a.m.,1245,38
,1246,47
,1247,47
1:17 p.m.,1248,54
,1249,47
,1250,47
10:20 a.m.,1251,55
10:54 a.m.,1252,56
,1253,47
,1254,47
,1255,47
,1256,47
,1257,47
,1258,47
,1259,47
8:22 p.m.,1260,57
8:56 p.m.,1261,58
,1262,47
,1263,47
4:00 p.m.,1264,20
,1265,47
,1266,47
,1267,47
,1268,47
12/2/11 12:21 a.m.,1269,59
,1270,47
12:18 p.m.,1271,60
,1272,47
,1273,47
,1274,47
,1275,47
,1276,47
,1277,47
,1278,47
6:44 p.m.,1279,61
,1280,47
,1281,47
,1282,47
,1283,47
4:17 p.m.,1284,62
,1285,47
,1286,47
,1287,47
,1288,47
,1289,47
,1290,47
,1291,47
,1292,47
4:48 p.m.,1293,63
,1294,47
12/2/11 5:11 a.m.,1295,64
,1296,47
,1297,47
,1298,47
,1299,47
,1300,47
7:03 p.m.,1301,53
11:45 a.m.,1302,65
,1303,47
,1304,47
,1305,47
,1306,47
,1307,47
11:53 a.m.,1308,66
,1309,47
,1310,47
,1311,47
,1312,47
,1313,47
,1314,47
4:49 p.m.,1315,67
,1316,47
,1317,47
,1318,47
7:05 p.m.,1319,68
,1320,47
,1321,47
,1322,47
9:40aDec 1,1323,153
10:15 p.m.,1324,48
9:25aDec 1,1325,154
11:55aDec 1,1326,155
9:54aDec 1,1327,156
10:30 p.m.,1328,1
3:15 p.m.,1329,23
5:05 p.m.,1330,70
2:50 p.m.,1331,49
11:19aDec 1,1332,157
6:55aDec 2,1333,158
7:23aDec 1,1334,159
5:35aDec 1,1335,160
6:46 p.m.,1336,72
9:21aDec 2,1337,161
1:16 p.m.,1338,52
12:35 p.m.,1339,15
10:06aDec 1,1340,162
9:55aDec 1,1341,163
7:55 p.m.,1342,7
2:20 p.m.,1343,10
7:03 p.m.,1344,53
11:35aDec 1,1345,164
5:00 p.m.,1346,103
