brewery-name,original_index,unique_index
Asheville Brewing Company,140,31
Aslan Brewing Company,141,32
Aslan Brewing Company,142,32
Aslan Brewing Company,143,32
Aspen Brewing Company,144,33
Aspen Brewing Company,145,33
Astoria Brewing Company,146,34
Astoria Brewing Company,147,34
Astoria Brewing Company,148,34
Astoria Brewing Company,149,34
Atwater Brewery,150,35
Atwater Brewery,151,35
Atwater Brewery,152,35
Atwater Brewery,153,35
Atwater Brewery,154,35
Atwater Brewery,155,35
Austin Beerworks,156,36
Austin Beerworks,157,36
Austin Beerworks,158,36
Austin Beerworks,159,36
Austin Beerworks,160,36
Avery Brewing Company,161,37
Avery Brewing Company,162,37
Avery Brewing Company,163,37
Avery Brewing Company,164,37
Avery Brewing Company,165,37
Avery Brewing Company,166,37
Aviator Brewing Company,167,38
Aviator Brewing Company,168,38
Aviator Brewing Company,169,38
Aviator Brewing Company,170,38
Aviator Brewing Company,171,38
Aviator Brewing Company,172,38
Back East Brewing Company,173,39
Back East Brewing Company,174,39
Back East Brewing Company,175,39
Back East Brewing Company,176,39
Back East Brewing Company,177,39
Back Forty Beer Company,178,40
Back Forty Beer Company,179,40
Bale Breaker Brewing Company,180,41
Bale Breaker Brewing Company,181,41
Ballast Point Brewing Company,182,42
Ballast Point Brewing Company,183,42
Ballast Point Brewing Company,184,42
Ballast Point Brewing Company,185,42
Ballast Point Brewing Company,186,42
Ballast Point Brewing Company,187,42
Banner Beer Company,188,43
Banner Beer Company,189,43
Banner Beer Company,190,43
Bare Hands Brewery,191,44
Barrio Brewing Company,192,45
Barrio Brewing Company,193,45
Base Camp Brewing Co.,194,46
Base Camp Brewing Co.,195,46
Base Camp Brewing Co.,196,46
Base Camp Brewing Co.,197,46
Base Camp Brewing Co.,198,46
Bauhaus Brew Labs,199,47
Bauhaus Brew Labs,200,47
Bauhaus Brew Labs,201,47
Bauhaus Brew Labs,202,47
Baxter Brewing Company,203,48
Baxter Brewing Company,204,48
Baxter Brewing Company,205,48
Baxter Brewing Company,206,48
Baxter Brewing Company,207,48
Baxter Brewing Company,208,48
Baxter Brewing Company,209,48
Baxter Brewing Company,210,48
Baxter Brewing Company,211,48
Beach Brewing Company,212,49
Beer Works Brewery,213,50
Beer Works Brewery,214,50
Beer Works Brewery,215,50
Beer Works Brewery,216,50
Bell's Brewery,217,51
Bell's Brewery,218,51
Bell's Brewery,219,51
Bell's Brewery,220,51
Bell's Brewery,221,51
Bell's Brewery,222,51
Bent Brewstillery,223,52
Bent Brewstillery,224,52
Bent Brewstillery,225,52
Bent Paddle Brewing Company,226,53
Bent Paddle Brewing Company,227,53
Bent Paddle Brewing Company,228,53
Bent Paddle Brewing Company,229,53
Bent Paddle Brewing Company,230,53
Bent Paddle Brewing Company,231,53
Berkshire Brewing Company,232,54
Berkshire Brewing Company,233,54
Big Bend Brewing Company,234,55
Big Bend Brewing Company,235,55
Big Bend Brewing Company,236,55
Big Bend Brewing Company,237,55
Big Bend Brewing Company,238,55
Big Choice Brewing,239,56
Big Choice Brewing,240,56
Big Choice Brewing,241,56
Big Choice Brewing,242,56
Big Elm Brewing,243,57
Big Elm Brewing,244,57
Big Elm Brewing,245,57
Big Lake Brewing,246,58
Big Lake Brewing,247,58
Big Muddy Brewing,248,59
Big Muddy Brewing,249,59
Big River Brewing Company,250,60
Big River Brewing Company,251,60
Big Sky Brewing Company,252,61
Big Sky Brewing Company,253,61
Big Sky Brewing Company,254,61
Big Sky Brewing Company,255,61
Big Sky Brewing Company,256,61
Big Sky Brewing Company,257,61
Big Sky Brewing Company,258,61
Big Sky Brewing Company,259,61
Big Sky Brewing Company,260,61
Big Sky Brewing Company,261,61
Big Sky Brewing Company,262,61
Big Sky Brewing Company,263,61
Big Storm Brewing Company,264,62
Big Storm Brewing Company,265,62
Big Wood Brewery,266,63
Big Wood Brewery,267,63
Big Wood Brewery,268,63
Big Wood Brewery,269,63
Big Wood Brewery,270,63
Birdsong Brewing Company,271,64
Bitter Root Brewing,272,65
Bitter Root Brewing,273,65
Bitter Root Brewing,274,65
Black Acre Brewing Co.,275,66
Black Market Brewing Company,276,67
Black Market Brewing Company,277,67
Black Market Brewing Company,278,67
Black Market Brewing Company,279,67
Black Shirt Brewing Company,280,68
Black Shirt Brewing Company,281,68
Black Shirt Brewing Company,282,68
Black Shirt Brewing Company,283,68
Black Tooth Brewing Company,284,69
Black Tooth Brewing Company,285,69
Blackrocks Brewery,286,70
Blackrocks Brewery,287,70
Blackrocks Brewery,288,70
Blackrocks Brewery,289,70
Blackrocks Brewery,290,70
Blackrocks Brewery,291,70
Blackrocks Brewery,292,70
Blue Blood Brewing Company,293,71
Blue Blood Brewing Company,294,71
Blue Blood Brewing Company,295,71
Blue Blood Brewing Company,296,71
Blue Blood Brewing Company,297,71
Blue Blood Brewing Company,298,71
Blue Blood Brewing Company,299,71
Blue Blood Brewing Company,300,71
Blue Blood Brewing Company,301,71
Blue Blood Brewing Company,302,71
Blue Blood Brewing Company,303,71
Blue Blood Brewing Company,304,71
Blue Blood Brewing Company,305,71
Blue Blood Brewing Company,306,71
Blue Dog Mead,307,72
Blue Dog Mead,308,72
Blue Hills Brewery,309,73
Blue Mountain Brewery,310,74
Blue Mountain Brewery,311,74
Blue Mountain Brewery,312,74
Blue Mountain Brewery,313,74
Blue Mountain Brewery,314,74
Blue Owl Brewing,315,75
Blue Owl Brewing,316,75
Blue Owl Brewing,317,75
Blue Owl Brewing,318,75
Blue Point Brewing Company,319,76
Blue Point Brewing Company,320,76
Blue Point Brewing Company,321,76
Blue Point Brewing Company,322,76
Bohemian Brewery,323,77
Bohemian Brewery,324,77
Bohemian Brewery,325,77
Bohemian Brewery,326,77
Bohemian Brewery,327,77
Bold City Brewery,328,78
Bold City Brewery,329,78
Bold City Brewery,330,78
Bolero Snort Brewery,331,79
Bolero Snort Brewery,332,79
Bomb Beer Company,333,80
Bomb Beer Company,334,80
Bonfire Brewing Company,335,81
Bonfire Brewing Company,336,81
Bonfire Brewing Company,337,81
Bonfire Brewing Company,338,81
Bonfire Brewing Company,339,81
Bonfire Brewing Company,340,81
Bonfire Brewing Company,341,81
Bonfire Brewing Company,342,81
Bonfire Brewing Company,343,81
Bonfire Brewing Company,344,81
Bonfire Brewing Company,345,81
Bonfire Brewing Company,346,81
Bonfire Brewing Company,347,81
Bonfire Brewing Company,348,81
Bonfire Brewing Company,349,81
Bonfire Brewing Company,350,81
Bonfire Brewing Company,351,81
Bonfire Brewing Company,352,81
Bonfire Brewing Company,353,81
Borderlands Brewing Company,354,82
Boston Beer Company,355,83
Boston Beer Company,356,83
Boston Beer Company,357,83
Boston Beer Company,358,83
Boston Beer Company,359,83
Boston Beer Company,360,83
Boston Beer Company,361,83
Boston Beer Company,362,83
Boston Beer Company,363,83
Boulder Beer Company,364,84
Boulder Beer Company,365,84
Boulder Beer Company,366,84
Boulevard Brewing Company,367,85
Boxcar Brewing Company,368,86
Boxcar Brewing Company,369,86
Boxcar Brewing Company,370,86
Bozeman Brewing Company,371,87
Bozeman Brewing Company,372,87
Bozeman Brewing Company,373,87
Bozeman Brewing Company,374,87
Bozeman Brewing Company,375,87
Branchline Brewing Company,376,88
Breakside Brewery,377,89
Breckenridge Brewery,378,90
Breckenridge Brewery,379,90
Breckenridge Brewery,380,90
Breckenridge Brewery,381,90
Brew Bus Brewing,382,91
Brew Bus Brewing,383,91
Brew Bus Brewing,384,91
Brew Bus Brewing,385,91
Brew Link Brewing,386,92
Brewery Terra Firma,387,93
Brewery Vivant,388,94
Brewery Vivant,389,94
Brewery Vivant,390,94
Brewery Vivant,391,94
Brewery Vivant,392,94
Brewery Vivant,393,94
Brewery Vivant,394,94
Brewery Vivant,395,94
Brewery Vivant,396,94
Brewery Vivant,397,94
Brewery Vivant,398,94
Brewery Vivant,399,94
Brewery Vivant,400,94
Brewery Vivant,401,94
Brewery Vivant,402,94
Brewery Vivant,403,94
Brewery Vivant,404,94
Brewery Vivant,405,94
Brewery Vivant,406,94
Brewery Vivant,407,94
Brewery Vivant,408,94
Brewery Vivant,409,94
Brewery Vivant,410,94
Brewery Vivant,411,94
Brewery Vivant,412,94
Brewery Vivant,413,94
Brewery Vivant,414,94
Brewery Vivant,415,94
Brewery Vivant,416,94
Brewery Vivant,417,94
Brewery Vivant,418,94
Brewery Vivant,419,94
Brewery Vivant,420,94
Brewery Vivant,421,94
Brewery Vivant,422,94
Brewery Vivant,423,94
Brewery Vivant,424,94
Brewery Vivant,425,94
Brewery Vivant,426,94
Brewery Vivant,427,94
Brewery Vivant,428,94
Brewery Vivant,429,94
Brewery Vivant,430,94
Brewery Vivant,431,94
Brewery Vivant,432,94
Brewery Vivant,433,94
Brewery Vivant,434,94
Brewery Vivant,435,94
Brewery Vivant,436,94
Brewery Vivant,437,94
Brewery Vivant,438,94
Brewery Vivant,439,94
Brewery Vivant,440,94
Brewery Vivant,441,94
Brewery Vivant,442,94
Brewery Vivant,443,94
Brewery Vivant,444,94
Brewery Vivant,445,94
Brewery Vivant,446,94
Brewery Vivant,447,94
Brewery Vivant,448,94
Brewery Vivant,449,94
Brindle Dog Brewing Company,450,95
Brindle Dog Brewing Company,451,95
Broad Brook Brewing LLC,452,96
Broken Tooth Brewing Company,453,97
Broken Tooth Brewing Company,454,97
Broken Tooth Brewing Company,455,97
Broken Tooth Brewing Company,456,97
Brooklyn Brewery,457,98
Brooklyn Brewery,458,98
Brooklyn Brewery,459,98
Brooklyn Brewery,460,98
Brooklyn Brewery,461,98
Brooklyn Brewery,462,98
Buckbean Brewing Company,463,99
Buckbean Brewing Company,464,99
Buckbean Brewing Company,465,99
Buckbean Brewing Company,466,99
Buckbean Brewing Company,467,99
Buckbean Brewing Company,468,99
Buckbean Brewing Company,469,99
Buckeye Brewing,470,100
BuckleDown Brewing,471,101
Buffalo Bayou Brewing Company,472,102
Buffalo Bayou Brewing Company,473,102
Buffalo Bayou Brewing Company,474,102
Burn 'Em Brewing,475,103
Burn 'Em Brewing,476,103
Burn 'Em Brewing,477,103
Burn 'Em Brewing,478,103
Burn 'Em Brewing,479,103
Burn 'Em Brewing,480,103
Burn 'Em Brewing,481,103
Burn 'Em Brewing,482,103
Burn 'Em Brewing,483,103
Burn 'Em Brewing,484,103
Burn 'Em Brewing,485,103
Burnside Brewing Co.,486,104
Butcher's Brewing,487,105
Butternuts Beer and Ale,488,106
Butternuts Beer and Ale,489,106
Butternuts Beer and Ale,490,106
Butternuts Beer and Ale,491,106
COAST Brewing Company,492,107
COAST Brewing Company,493,107
COAST Brewing Company,494,107
COAST Brewing Company,495,107
COAST Brewing Company,496,107
COAST Brewing Company,497,107
COOP Ale Works,498,108
COOP Ale Works,499,108
COOP Ale Works,500,108
COOP Ale Works,501,108
COOP Ale Works,502,108
COOP Ale Works,503,108
Caldera Brewing Company,504,109
Caldera Brewing Company,505,109
Caldera Brewing Company,506,109
Caldera Brewing Company,507,109
Caldera Brewing Company,508,109
Caldera Brewing Company,509,109
Caldera Brewing Company,510,109
Caldera Brewing Company,511,109
Caldera Brewing Company,512,109
Caldera Brewing Company,513,109
Caldera Brewing Company,514,109
Caldera Brewing Company,515,109
Caldera Brewing Company,516,109
Caldera Brewing Company,517,109
Cambridge Brewing Company,518,110
Cambridge Brewing Company,519,110
Cans Bar and Canteen,520,111
Cans Bar and Canteen,521,111
Cans Bar and Canteen,522,111
Cans Bar and Canteen,523,111
Cape Ann Brewing Company,524,112
Cape Ann Brewing Company,525,112
Cape Ann Brewing Company,526,112
Cape Ann Brewing Company,527,112
Cape Ann Brewing Company,528,112
Cape Cod Beer,529,113
Cape Cod Beer,530,113
Capital Brewery,531,114
Capital Brewery,532,114
Capital Brewery,533,114
Capital Brewery,534,114
Capital Brewery,535,114
Capital Brewery,536,114
Capital Brewery,537,114
Capital Brewery,538,114
Capital Brewery,539,114
Capital Brewery,540,114
Capital Brewery,541,114
Carolina Beer & Beverage,542,115
Carolina Beer & Beverage,543,115
Carolina Beer & Beverage,544,115
Carolina Brewery,545,116
Carolina Brewery,546,116
Carolina Brewery,547,116
Carton Brewing Company,548,117
Carton Brewing Company,549,117
Carton Brewing Company,550,117
Carton Brewing Company,551,117
Cascadia Ciderworks United,552,118
Cascadia Ciderworks United,553,118
Catawba Brewing Company,554,119
Catawba Brewing Company,555,119
Catawba Brewing Company,556,119
Catawba Brewing Company,557,119
Catawba Brewing Company,558,119
Catawba Brewing Company,559,119
Catawba Brewing Company,560,119
Catawba Island Brewing,561,120
Catawba Island Brewing,562,120
Catawba Valley Brewing Company,563,121
Catawba Valley Brewing Company,564,121
Cedar Creek Brewery,565,122
Cedar Creek Brewery,566,122
Cedar Creek Brewery,567,122
Cedar Creek Brewery,568,122
Cedar Creek Brewery,569,122
Cedar Creek Brewery,570,122
Centennial Beer Company,571,123
Centennial Beer Company,572,123
Center of the Universe Brewing C...,573,124
Center of the Universe Brewing C...,574,124
Center of the Universe Brewing C...,575,124
Center of the Universe Brewing C...,576,124
Central Coast Brewing Company,577,125
Central Coast Brewing Company,578,125
Central Coast Brewing Company,579,125
Central Coast Brewing Company,580,125
Champion Brewing Company,581,126
Champion Brewing Company,582,126
Champion Brewing Company,583,126
Champion Brewing Company,584,126
Chapman's Brewing,585,127
Chapman's Brewing,586,127
Chapman's Brewing,587,127
Chapman's Brewing,588,127
Chatham Brewing,589,128
Chatham Brewing,590,128
Cheboygan Brewing Company,591,129
Cheboygan Brewing Company,592,129
Cheboygan Brewing Company,593,129
Christian Moerlein Brewing Company,594,130
Churchkey Can Company,595,131
Ciderboys,596,132
Ciderboys,597,132
Cigar City Brewing Company,598,133
Cigar City Brewing Company,599,133
Cigar City Brewing Company,600,133
Cigar City Brewing Company,601,133
Cigar City Brewing Company,602,133
Cigar City Brewing Company,603,133
Cigar City Brewing Company,604,133
Cigar City Brewing Company,605,133
Cigar City Brewing Company,606,133
Cigar City Brewing Company,607,133
Cigar City Brewing Company,608,133
Cigar City Brewing Company,609,133
Cigar City Brewing Company,610,133
Cigar City Brewing Company,611,133
Cigar City Brewing Company,612,133
Cigar City Brewing Company,613,133
Cigar City Brewing Company,614,133
Cigar City Brewing Company,615,133
Cigar City Brewing Company,616,133
Cigar City Brewing Company,617,133
Cigar City Brewing Company,618,133
Cigar City Brewing Company,619,133
Cigar City Brewing Company,620,133
Cigar City Brewing Company,621,133
Cigar City Brewing Company,622,133
Cisco Brewers,623,134
Cisco Brewers,624,134
Cisco Brewers,625,134
Cisco Brewers,626,134
Cisco Brewers,627,134
Cisco Brewers,628,134
Cisco Brewers,629,134
Claremont Craft Ales,630,135
Coalition Brewing Company,631,136
Coalition Brewing Company,632,136
Coastal Empire Beer Company,633,137
Coastal Empire Beer Company,634,137
Coastal Extreme Brewing Company,635,138
Coastal Extreme Brewing Company,636,138
Coastal Extreme Brewing Company,637,138
Coastal Extreme Brewing Company,638,138
College Street Brewhouse and Pub,639,139
Confluence Brewing Company,640,140
Confluence Brewing Company,641,140
Confluence Brewing Company,642,140
Core Brewing & Distilling Company,643,141
Core Brewing & Distilling Company,644,141
Core Brewing & Distilling Company,645,141
Core Brewing & Distilling Company,646,141
Cottrell Brewing,647,142
Covington Brewhouse,648,143
Crabtree Brewing Company,649,144
Crabtree Brewing Company,650,144
Crabtree Brewing Company,651,144
Crazy Mountain Brewing Company,652,145
Crazy Mountain Brewing Company,653,145
Crazy Mountain Brewing Company,654,145
Crazy Mountain Brewing Company,655,145
Crazy Mountain Brewing Company,656,145
Crazy Mountain Brewing Company,657,145
Crazy Mountain Brewing Company,658,145
Crazy Mountain Brewing Company,659,145
Creature Comforts,660,146
Creature Comforts,661,146
Crooked Fence Brewing Company,662,147
Crooked Fence Brewing Company,663,147
Crooked Fence Brewing Company,664,147
Crow Peak Brewing Company,665,148
Crow Peak Brewing Company,666,148
Crow Peak Brewing Company,667,148
Crow Peak Brewing Company,668,148
Crow Peak Brewing Company,669,148
Crow Peak Brewing Company,670,148
Crow Peak Brewing Company,671,148
Crystal Springs Brewing Company,672,149
Crystal Springs Brewing Company,673,149
Cutters Brewing Company,674,150
Cutters Brewing Company,675,150
Cutters Brewing Company,676,150
Cutters Brewing Company,677,150
D.L. Geary Brewing Company,678,151
D.L. Geary Brewing Company,679,151
DC Brau Brewing Company,680,152
DC Brau Brewing Company,681,152
DC Brau Brewing Company,682,152
DC Brau Brewing Company,683,152
DC Brau Brewing Company,684,152
DC Brau Brewing Company,685,152
DC Brau Brewing Company,686,152
DC Brau Brewing Company,687,152
Dad & Dude's Breweria,688,153
Dad & Dude's Breweria,689,153
Daredevil Brewing Company,690,154
Dave's Brewfarm,691,155
David's Ale Works,692,156
David's Ale Works,693,156
Dead Armadillo Craft Brewing,694,157
Deep Ellum Brewing Company,695,158
Deep Ellum Brewing Company,696,158
Deep Ellum Brewing Company,697,158
Deep Ellum Brewing Company,698,158
Deep Ellum Brewing Company,699,158
Deep Ellum Brewing Company,700,158
Deep Ellum Brewing Company,701,158
Deep Ellum Brewing Company,702,158
Deep Ellum Brewing Company,703,158
Defiance Brewing Company,704,159
Defiance Brewing Company,705,159
Denali Brewing Company,706,160
Denali Brewing Company,707,160
Denali Brewing Company,708,160
Denali Brewing Company,709,160
Denver Beer Company,710,161
Denver Beer Company,711,161
Deschutes Brewery,712,162
Destihl Brewery,713,163
Destihl Brewery,714,163
Destihl Brewery,715,163
Destihl Brewery,716,163
Destihl Brewery,717,163
Destihl Brewery,718,163
Destihl Brewery,719,163
Devil's Backbone Brewing Company,720,164
Devil's Backbone Brewing Company,721,164
Devil's Canyon Brewery,722,165
Devil's Canyon Brewery,723,165
Devil's Canyon Brewery,724,165
Devil's Canyon Brewery,725,165
Dick's Brewing Company,726,166
Dirty Bucket Brewing Company,727,167
Dock Street Brewery,728,168
Dolores River Brewery,729,169
Dolores River Brewery,730,169
Dolores River Brewery,731,169
Dolores River Brewery,732,169
Dolores River Brewery,733,169
Dolores River Brewery,734,169
Downeast Cider House,735,170
Downeast Cider House,736,170
Dry Dock Brewing Company,737,171
Dry Dock Brewing Company,738,171
Dry Dock Brewing Company,739,171
Dry Dock Brewing Company,740,171
Due South Brewing Company,741,172
Dundee Brewing Company,742,173
Eddyline Brewery & Restaurant,743,174
Eddyline Brewery & Restaurant,744,174
Eddyline Brewery & Restaurant,745,174
Eddyline Brewery & Restaurant,746,174
Eddyline Brewery & Restaurant,747,174
Eddyline Brewery & Restaurant,748,174
Eddyline Brewery & Restaurant,749,174
Elevator Brewing Company,750,175
Emerald City Beer Company,751,176
Engine 15 Brewing,752,177
Engine House 9,753,178
Epic Brewing,754,179
Epic Brewing,755,179
Epic Brewing,756,179
Epic Brewing,757,179
Everybody's Brewing,758,180
Everybody's Brewing,759,180
Evil Czech Brewery,760,181
Evil Czech Brewery,761,181
Evil Czech Brewery,762,181
Evil Czech Brewery,763,181
Evil Czech Brewery,764,181
Evil Czech Brewery,765,181
Evil Twin Brewing,766,182
Evil Twin Brewing,767,182
Evil Twin Brewing,768,182
Evil Twin Brewing,769,182
Evil Twin Brewing,770,182
Fargo Brewing Company,771,183
Fargo Brewing Company,772,183
Fargo Brewing Company,773,183
Fat Head's Brewery,774,184
Fat Head's Brewery,775,184
Fate Brewing Company,776,185
Fate Brewing Company,777,185
Fate Brewing Company,778,185
Fate Brewing Company,779,185
Fate Brewing Company,780,185
Fearless Brewing Company,781,186
Fearless Brewing Company,782,186
Fearless Brewing Company,783,186
Fearless Brewing Company,784,186
Fearless Brewing Company,785,186
Fearless Brewing Company,786,186
Fiddlehead Brewing Company,787,187
Fiddlehead Brewing Company,788,187
Fiddlehead Brewing Company,789,187
Fiddlehead Brewing Company,790,187
Figueroa Mountain Brewing Company,791,188
Figueroa Mountain Brewing Company,792,188
Figueroa Mountain Brewing Company,793,188
Finch's Beer Company,794,189
Finch's Beer Company,795,189
Finch's Beer Company,796,189
Finch's Beer Company,797,189
Finch's Beer Company,798,189
Finch's Beer Company,799,189
Finch's Beer Company,800,189
Finch's Beer Company,801,189
Finch's Beer Company,802,189
Finch's Beer Company,803,189
Firestone Walker Brewing Company,804,190
Firestone Walker Brewing Company,805,190
Firestone Walker Brewing Company,806,190
Firestone Walker Brewing Company,807,190
Firestone Walker Brewing Company,808,190
Flat 12 Bierwerks,809,191
Flat 12 Bierwerks,810,191
Flat 12 Bierwerks,811,191
Flat Rock Brewing Company,812,192
Flesk Brewing Company,813,193
Flying Dog Brewery,814,194
Flying Dog Brewery,815,194
Flying Mouse Brewery,816,195
Flying Mouse Brewery,817,195
Foolproof Brewing Company,818,196
Foolproof Brewing Company,819,196
Foolproof Brewing Company,820,196
Foolproof Brewing Company,821,196
Forgotten Boardwalk,822,197
Forgotten Boardwalk,823,197
Fort George Brewery,824,198
Fort George Brewery,825,198
Fort George Brewery,826,198
Fort George Brewery,827,198
Fort George Brewery,828,198
Fort George Brewery,829,198
Fort George Brewery,830,198
Fort George Brewery,831,198
Fort George Brewery,832,198
Fort George Brewery,833,198
Fort George Brewery,834,198
Fort George Brewery,835,198
Fort Pitt Brewing Company,836,199
Fort Point Beer Company,837,200
Fort Point Beer Company,838,200
Fort Point Beer Company,839,200
Fort Point Beer Company,840,200
Founders Brewing Company,841,201
Founders Brewing Company,842,201
Founders Brewing Company,843,201
Four Corners Brewing Company,844,202
Four Corners Brewing Company,845,202
Four Corners Brewing Company,846,202
Four Fathers Brewing,847,203
Four Fathers Brewing,848,203
Four Fathers Brewing,849,203
Four Fathers Brewing,850,203
Four Horsemen Brewing Company,851,204
Four Peaks Brewing Company,852,205
Four Peaks Brewing Company,853,205
Four Peaks Brewing Company,854,205
Four Peaks Brewing Company,855,205
Four Peaks Brewing Company,856,205
Four Peaks Brewing Company,857,205
Four Peaks Brewing Company,858,205
Four String Brewing Company,859,206
Four String Brewing Company,860,206
Four String Brewing Company,861,206
Four String Brewing Company,862,206
Frankenmuth Brewery,863,207
Frankenmuth Brewery,864,207
Frankenmuth Brewery,865,207
Freetail Brewing Company,866,208
Freetail Brewing Company,867,208
Freetail Brewing Company,868,208
Freetail Brewing Company,869,208
Freetail Brewing Company,870,208
Freetail Brewing Company,871,208
Freetail Brewing Company,872,208
Freetail Brewing Company,873,208
Fremont Brewing Company,874,209
Fremont Brewing Company,875,209
Fremont Brewing Company,876,209
Fremont Brewing Company,877,209
Fremont Brewing Company,878,209
Fremont Brewing Company,879,209
Fremont Brewing Company,880,209
French Broad Brewery,881,210
French Broad Brewery,882,210
French Broad Brewery,883,210
Frog Level Brewing Company,884,211
Fullsteam Brewery,885,212
Geneva Lake Brewing Company,886,213
Geneva Lake Brewing Company,887,213
Geneva Lake Brewing Company,888,213
Glabrous Brewing Company,889,214
Golden Road Brewing,890,215
Golden Road Brewing,891,215
Golden Road Brewing,892,215
Golden Road Brewing,893,215
Golden Road Brewing,894,215
Golden Road Brewing,895,215
Golden Road Brewing,896,215
Golden Road Brewing,897,215
Golden Road Brewing,898,215
Golden Road Brewing,899,215
Golden Road Brewing,900,215
Golden Road Brewing,901,215
Golden Road Brewing,902,215
Golden Road Brewing,903,215
Golden Road Brewing,904,215
Gonzo's BiggDogg Brewing,905,216
Good Life Brewing Company,906,217
Good Life Brewing Company,907,217
Good People Brewing Company,908,218
Good People Brewing Company,909,218
Good People Brewing Company,910,218
Good People Brewing Company,911,218
Good People Brewing Company,912,218
Goodlife Brewing Co.,913,219
Goose Island Brewery Company,914,220
Goose Island Brewing Company,915,221
Goose Island Brewing Company,916,221
