City,CountyName,original_index,unique_index,count
opp,covington,103,15,25
opp,covington,104,15,25
opp,covington,105,15,25
opp,covington,106,15,25
opp,covington,107,15,25
opp,covington,108,15,25
opp,covington,109,15,25
opp,covington,110,15,25
opp,covington,111,15,25
opp,covington,112,15,25
opp,covington,113,15,25
opp,covington,114,15,25
opp,covington,115,15,25
opp,covington,116,15,25
opp,covington,117,15,25
opp,covington,118,15,25
luverne,crenshaw,119,16,24
luverne,crenshaw,120,16,24
luverne,crenshaw,121,16,24
luverne,crenshaw,122,16,24
luverne,crenshaw,123,16,24
luverne,crenshaw,124,16,24
luverne,crenshaw,125,16,24
luverne,crenshaw,126,16,24
luverne,crenshaw,127,16,24
luverne,crenshaw,128,16,24
luverne,crenshaw,129,16,24
luverne,crenshaw,130,16,24
luverne,crenshaw,131,16,24
luverne,crenshaw,132,16,24
luverne,crenshaw,133,16,24
luverne,crenshaw,134,16,24
luverne,crenshaw,135,16,24
luverne,crxnshaw,136,17,1
luverne,crenshaw,137,16,24
luverne,crenshaw,138,16,24
luverne,crenshaw,139,16,24
luverne,crenshaw,140,16,24
luverne,crenshaw,141,16,24
luverne,crenshaw,142,16,24
luverne,crenshaw,143,16,24
hartselle,morgan,144,18,25
hartselle,morgan,145,18,25
hartselle,morgan,146,18,25
hartselle,morgan,147,18,25
hartselle,morgan,148,18,25
hartselle,morgan,149,18,25
hartselle,morgan,150,18,25
hartselle,morgan,151,18,25
hartselle,morgan,152,18,25
hartselle,morgan,153,18,25
hartselle,morgan,154,18,25
hartselle,morgan,155,18,25
hartselle,morgan,156,18,25
hartselle,morgan,157,18,25
hartselle,morgan,158,18,25
hartselle,morgan,159,18,25
hartselle,morgan,160,18,25
hartselle,morgan,161,18,25
hartselle,morgan,162,18,25
hartselle,morgan,163,18,25
hartselle,morgan,164,18,25
hartselle,morgan,165,18,25
hartselle,morgan,166,18,25
hartselle,morgan,167,18,25
hartselle,morgan,168,18,25
guntersville,marshall,169,19,24
guntersville,marshall,170,19,24
guntersville,marshall,171,19,24
guntersville,marshall,172,19,24
guntersville,marshall,173,19,24
guntersville,marshall,174,19,24
guntersville,marshall,175,19,24
guntersville,marshall,176,19,24
guntersville,marshall,177,19,24
guntersville,marshall,178,19,24
guntersville,marshall,179,19,24
guntxrsvillx,marshall,180,20,1
guntersville,marshall,181,19,24
guntersville,marshall,182,19,24
guntersville,marshall,183,19,24
guntersville,marshall,184,19,24
guntersville,marshall,185,19,24
guntersville,marshall,186,19,24
guntersville,marshall,187,19,24
guntersville,marshall,188,19,24
guntersville,marshall,189,19,24
guntersville,marshall,190,19,24
guntersville,marshall,191,19,24
guntersville,marshall,192,19,24
guntersville,marshall,193,19,24
birmingham,jefferson,194,0,72
birmingham,jefferson,195,0,72
birmingham,jefferson,196,0,72
birmingham,jefferson,197,0,72
birmingham,jefferson,198,0,72
birmingham,jefferson,199,0,72
birmingham,jefferson,200,0,72
birmingham,jefferson,201,0,72
birmingham,jefferson,202,0,72
birmingham,jefferson,203,0,72
birmingham,jefferson,204,0,72
birmingham,jefferson,205,0,72
birmingham,jefferson,206,0,72
birmixgham,jefferson,207,21,1
birmingham,jefferson,208,0,72
birmingham,jefferson,209,0,72
birmingham,jefferson,210,0,72
birmingham,jefferson,211,0,72
bxrmxngham,jefferson,212,22,1
birmingham,jefferson,213,0,72
birmingham,jefferson,214,0,72
birmingham,jefferson,215,0,72
birmingham,jeffersxn,216,23,1
birmingham,jefferson,217,0,72
birmingham,jefferson,218,0,72
fort payne,de kalb,219,24,20
fort payne,de kalb,220,24,20
fort payne,dx kalb,221,25,2
fort payne,de kalb,222,24,20
fort payne,xe kalb,223,26,2
fort payne,de kalb,224,24,20
fort payne,de kalb,225,24,20
fort payne,de kalb,226,24,20
fort payne,dx kalb,227,25,2
fort payxe,de kalb,228,27,1
fort payne,de kalb,229,24,20
fort payne,de kalb,230,24,20
fort payne,de kalb,231,24,20
fort payne,de kalb,232,24,20
fort payne,de kalb,233,24,20
fort payne,de kalb,234,24,20
fort payne,de kalb,235,24,20
fort payne,de kalb,236,24,20
fort payne,de kalb,237,24,20
fort payne,xe kalb,238,26,2
fort payne,de kalb,239,24,20
fort payne,de kalb,240,24,20
fort payne,de kalb,241,24,20
fort payne,de kalb,242,24,20
fort payne,de kalb,243,24,20
thomasville,clarke,244,28,24
thomasville,clarke,245,28,24
thomasville,clarke,246,28,24
thomasville,clarke,247,28,24
thomasville,clarke,248,28,24
thomasville,clarke,249,28,24
thomasville,clarke,250,28,24
thomasville,clarke,251,28,24
thomasville,xlarke,252,29,1
thomasville,clarke,253,28,24
thomasville,clarke,254,28,24
thomasville,clarke,255,28,24
thomasville,clarke,256,28,24
thomasville,clarke,257,28,24
thomasville,clarke,258,28,24
thomasville,clarke,259,28,24
thomasville,clarke,260,28,24
thomasville,clarke,261,28,24
thomasville,clarke,262,28,24
thomasville,clarke,263,28,24
thomasville,clarke,264,28,24
thomasville,clarke,265,28,24
thomasville,clarke,266,28,24
thomasville,clarke,267,28,24
thomasville,clarke,268,28,24
alabaster,shelby,269,30,25
alabaster,shelby,270,30,25
alabaster,shelby,271,30,25
alabaster,shelby,272,30,25
alabaster,shelby,273,30,25
alabaster,shelby,274,30,25
alabaster,shelby,275,30,25
alabaster,shelby,276,30,25
alabaster,shelby,277,30,25
alabaster,shelby,278,30,25
alabaster,shelby,279,30,25
alabaster,shelby,280,30,25
alabaster,shelby,281,30,25
alabaster,shelby,282,30,25
alabaster,shelby,283,30,25
alabaster,shelby,284,30,25
alabaster,shelby,285,30,25
alabaster,shelby,286,30,25
alabaster,shelby,287,30,25
alabaster,shelby,288,30,25
alabaster,shelby,289,30,25
alabaster,shelby,290,30,25
alabaster,shelby,291,30,25
alabaster,shelby,292,30,25
alabaster,shelby,293,30,25
birmingham,jefferson,294,0,72
birmingham,jefferson,295,0,72
birmingham,jefferson,296,0,72
birmingham,jefferson,297,0,72
birmingham,jefferson,298,0,72
birmingham,jefferson,299,0,72
birmingham,jefferson,300,0,72
birmingham,jefferson,301,0,72
birmingham,jefferson,302,0,72
birmingham,jefferson,303,0,72
birmingham,jefferson,304,0,72
birmingham,jefferson,305,0,72
birmingham,jefferson,306,0,72
birmingham,jefferson,307,0,72
birmingham,jefferson,308,0,72
birmingham,jefferson,309,0,72
birmingham,jefferson,310,0,72
axxistox,calhoun,311,31,1
anniston,calhoxn,312,32,1
anniston,calhoun,313,33,24
anniston,calhoun,314,33,24
anniston,calhoun,315,33,24
anniston,calhoun,316,33,24
anniston,calhoun,317,33,24
anniston,calhoun,318,33,24
anniston,calhoun,319,33,24
anniston,calhoun,320,33,24
anniston,calhoun,321,33,24
anniston,calhoun,322,33,24
anniston,calhoun,323,33,24
anniston,caxhoun,324,34,1
anniston,calhoun,325,33,24
anniston,calhoun,326,33,24
anniston,calhoun,327,33,24
anniston,calhoun,328,33,24
anniston,calhoun,329,33,24
anniston,calhoun,330,33,24
dothan,houston,331,5,41
dothan,houston,332,5,41
dothan,houston,333,5,41
dothan,houston,334,5,41
dothan,houston,335,5,41
dothan,houston,336,5,41
dothan,houston,337,5,41
dothan,houston,338,5,41
dothan,houston,339,5,41
dothan,houston,340,5,41
dothan,houston,341,5,41
dothan,houston,342,5,41
dothan,houston,343,5,41
dothan,houston,344,5,41
dothan,houston,345,5,41
dothan,housxon,346,35,1
dothan,houston,347,5,41
birmingham,jefferson,348,0,72
birmingham,jefferson,349,0,72
birmingham,jefferson,350,0,72
birmingham,jefferson,351,0,72
birmingham,jefferson,352,0,72
decatur,morgan,353,36,1
winfield,marion,354,37,24
winfield,marion,355,37,24
winfield,marion,356,37,24
winfield,marion,357,37,24
winfield,marion,358,37,24
winfield,marion,359,37,24
winfield,marion,360,37,24
winfield,marion,361,37,24
winfield,marion,362,37,24
winfield,marion,363,37,24
winfield,marion,364,37,24
winfield,marion,365,37,24
winfield,marion,366,37,24
winfielx,marion,367,38,1
winfield,marion,368,37,24
winfield,marion,369,37,24
winfield,marion,370,37,24
winfield,marion,371,37,24
winfield,marion,372,37,24
winfield,marion,373,37,24
winfield,marion,374,37,24
winfield,marion,375,37,24
winfield,marion,376,37,24
winfield,marion,377,37,24
winfield,marion,378,37,24
mobile,mobile,379,39,13
mobile,mobile,380,39,13
mobile,mobile,381,39,13
mobile,mobile,382,39,13
mobile,mobile,383,39,13
mobile,mobile,384,39,13
mobile,mobile,385,39,13
mobile,mobile,386,39,13
mobile,mobile,387,39,13
mobile,mobile,388,39,13
mobile,mobile,389,39,13
mobile,mobile,390,39,13
mobile,mobile,391,39,13
prattville,autauga,392,40,20
prattville,autauga,393,40,20
prattville,autauga,394,40,20
prattville,autauga,395,40,20
prattville,autauga,396,40,20
prattville,autauga,397,40,20
prattville,autauga,398,40,20
prattville,autauga,399,40,20
prattville,autauga,400,40,20
prattville,autauga,401,40,20
prattville,autauga,402,40,20
prattville,autauga,403,40,20
prattville,autauga,404,40,20
prattville,autauga,405,40,20
prattville,autauga,406,40,20
prattville,autauga,407,40,20
prattville,autauga,408,40,20
prattville,autauga,409,40,20
prattville,autauga,410,40,20
prattville,autauga,411,40,20
russellville,franklin,412,41,2
russellville,franklin,413,41,2
sylacauga,talladega,414,42,17
sylacauga,tallaxega,415,43,1
sylacauga,talladega,416,42,17
sylacauga,talladega,417,42,17
sylacauga,talladega,418,42,17
sylacauga,talladega,419,42,17
sylacauga,talladega,420,42,17
sylacauga,talladega,421,42,17
sylacauga,talladega,422,42,17
sylacauga,talladega,423,42,17
sylacauga,talladega,424,42,17
sylacauga,talladega,425,42,17
sylacauga,talladega,426,42,17
sylacauga,talladega,427,42,17
sylacauga,talladega,428,42,17
sylacauga,talladega,429,42,17
sylacauga,talladega,430,42,17
sylacauga,talladega,431,42,17
anchorage,anchorage,432,44,17
anchorage,anchorage,433,44,17
anchorage,anchorage,434,44,17
anchorage,anchorage,435,44,17
anchorage,anchorage,436,44,17
anchoraxe,anchorage,437,45,1
anchorage,anchorage,438,44,17
anchorage,anchorage,439,44,17
anchorage,anchorage,440,44,17
anchorage,anchorage,441,44,17
anchorage,anchorage,442,44,17
anchorage,anchorage,443,44,17
anchorage,anchorage,444,44,17
anchorage,anchorage,445,44,17
anchorage,anchorage,446,44,17
anchorage,anchorage,447,44,17
anchorage,anchorage,448,44,17
anchorage,anchorage,449,44,17
bethel,bethel,450,46,2
bethel,bethel,451,46,2
sheffield,jefferson,452,3,21
sheffield,jefferson,453,3,21
sheffield,jefferson,454,3,21
sheffield,jefferson,455,3,21
sheffield,jxffxrson,456,47,1
sheffield,xefferson,457,48,1
sheffield,jefferson,458,3,21
sheffield,jefferson,459,3,21
sheffield,jefferson,460,3,21
sheffield,jefferson,461,3,21
sheffield,jefferson,462,3,21
sheffield,jefferson,463,3,21
sheffield,jefferson,464,3,21
sheffield,jexxerson,465,49,1
ozark,dale,466,50,23
ozark,dale,467,50,23
ozark,dale,468,50,23
ozark,dale,469,50,23
ozark,dale,470,50,23
ozark,dale,471,50,23
ozark,dale,472,50,23
ozark,dale,473,50,23
ozarx,dale,474,51,1
ozark,dale,475,50,23
ozark,dale,476,50,23
ozark,dale,477,50,23
ozark,dale,478,50,23
ozark,dale,479,50,23
ozark,dale,480,50,23
ozark,dale,481,50,23
ozark,dale,482,50,23
ozark,dale,483,50,23
ozark,dale,484,50,23
xzark,dale,485,52,1
ozark,dale,486,50,23
ozark,dale,487,50,23
ozark,dale,488,50,23
ozark,dale,489,50,23
ozark,dale,490,50,23
centre,cherokee,491,53,23
centre,cherokee,492,53,23
centre,cherokee,493,53,23
centre,cherokee,494,53,23
centre,cherokee,495,53,23
centre,cherokee,496,53,23
centre,cherokee,497,53,23
centre,cherokee,498,53,23
centre,cherokee,499,53,23
centre,cherokee,500,53,23
centre,cherokee,501,53,23
centre,chxrokxx,502,54,2
centre,cherokee,503,53,23
centre,cherokee,504,53,23
centre,cherokee,505,53,23
centre,cherokee,506,53,23
centre,cherokee,507,53,23
centre,cherokee,508,53,23
centre,cherokee,509,53,23
centre,cherokee,510,53,23
centre,cherokee,511,53,23
centre,cherokee,512,53,23
centre,chxrokxx,513,54,2
centre,cherokee,514,53,23
centre,cherokee,515,53,23
montgomery,montgomery,516,55,46
montxomery,montgomery,517,56,1
montgomery,montgomery,518,55,46
montgomery,montgomery,519,55,46
montgomery,montgomery,520,55,46
montgomery,montgomery,521,55,46
montgomery,montgomery,522,55,46
montgomery,montgomery,523,55,46
montgomery,montgomery,524,55,46
montgomery,montgomery,525,55,46
montgomery,montgomery,526,55,46
montgomery,monxgomery,527,57,2
montgomery,montgomery,528,55,46
montgomery,montgomery,529,55,46
montgomery,montgomery,530,55,46
montgomery,montgomery,531,55,46
montgomery,montgomery,532,55,46
montgomery,montgomery,533,55,46
montgomery,montgomery,534,55,46
montgomery,montgomery,535,55,46
montgomery,montgomery,536,55,46
montgomery,montgomery,537,55,46
montgomery,montgomery,538,55,46
montgomery,montgomery,539,55,46
montgomery,montgomexy,540,58,1
montgomery,montgomery,541,55,46
montgomery,montgomery,542,55,46
montgomery,montgomery,543,55,46
montgomery,montgomery,544,55,46
montgomery,montgomery,545,55,46
montgomery,montgomery,546,55,46
montgomery,montgomery,547,55,46
montgomery,montgomery,548,55,46
montgomery,montgomery,549,55,46
montgomery,montgomery,550,55,46
montgomery,monxgomery,551,57,2
montgomery,montgomery,552,55,46
montgomery,montgomery,553,55,46
montgomery,montgomery,554,55,46
montgomery,montgomery,555,55,46
montgomery,montgomery,556,55,46
montgomery,montgomery,557,55,46
montgomery,montgomery,558,55,46
montgomery,montgomery,559,55,46
montgomery,montgomery,560,55,46
montgomery,montgomery,561,55,46
montgomery,montgomery,562,55,46
montgomery,montgomery,563,55,46
montgomery,montgomery,564,55,46
montgomery,montgomery,565,55,46
valley,chambers,566,59,23
valley,chambers,567,59,23
valley,chambers,568,59,23
valley,chambers,569,59,23
valley,chambers,570,59,23
valley,chambers,571,59,23
valley,chambers,572,59,23
valley,chambers,573,59,23
valley,chambers,574,59,23
valley,chambers,575,59,23
valley,chambers,576,59,23
valley,chambers,577,59,23
vallex,xhambers,578,60,1
valley,chambers,579,59,23
valley,chambers,580,59,23
valley,chambers,581,59,23
valley,chambers,582,59,23
valley,chambers,583,59,23
valley,chambers,584,59,23
valley,chambers,585,59,23
valley,chambers,586,59,23
valley,chambers,587,59,23
valley,chambers,588,59,23
valley,chambers,589,59,23
vxlley,chaxbers,590,61,1
elba,coffee,591,62,23
elba,coffee,592,62,23
elba,coffee,593,62,23
elba,coffee,594,62,23
elba,coffee,595,62,23
elba,coffee,596,62,23
elba,coffee,597,62,23
elba,coffee,598,62,23
elba,coffee,599,62,23
elba,coffee,600,62,23
exba,coffee,601,63,1
elba,coffxx,602,64,1
elba,coffee,603,62,23
elba,coffee,604,62,23
elba,coffee,605,62,23
elba,coffee,606,62,23
elba,coffee,607,62,23
elba,coffee,608,62,23
elba,coffee,609,62,23
elba,coffee,610,62,23
elba,coffee,611,62,23
elba,coffee,612,62,23
elba,coffee,613,62,23
elba,coffee,614,62,23
elba,coffee,615,62,23
opelika,lee,616,65,24
opelika,lee,617,65,24
opelika,lee,618,65,24
opelika,lee,619,65,24
opelika,lee,620,65,24
opelika,lee,621,65,24
opelika,lee,622,65,24
opelika,lee,623,65,24
opelika,lee,624,65,24
opelika,lee,625,65,24
opelika,lee,626,65,24
opelika,lee,627,65,24
opelika,lee,628,65,24
opelika,lee,629,65,24
opelika,lee,630,65,24
opelika,lee,631,65,24
opelika,lee,632,65,24
opelika,xee,633,66,1
opelika,lee,634,65,24
opelika,lee,635,65,24
opelika,lee,636,65,24
opelika,lee,637,65,24
opelika,lee,638,65,24
opelika,lee,639,65,24
opelika,lee,640,65,24
wedowee,randolph,641,67,24
wedowee,randolph,642,67,24
wedowee,randolph,643,67,24
wedowee,randolph,644,67,24
wedowee,randolph,645,67,24
wedowee,randolph,646,67,24
wedowee,randolph,647,67,24
wedowee,randolph,648,67,24
wedowee,randolph,649,67,24
wedowee,randolph,650,67,24
wedowee,randolph,651,67,24
wedowee,randolph,652,67,24
wedowee,randolph,653,67,24
wxdowxx,randolph,654,68,1
wedowee,randolph,655,67,24
wedowee,randolph,656,67,24
wedowee,randolph,657,67,24
wedowee,randolph,658,67,24
wedowee,randolph,659,67,24
wedowee,randolph,660,67,24
wedowee,randolph,661,67,24
wedowee,randolph,662,67,24
wedowee,randolph,663,67,24
wedowee,randolph,664,67,24
wedowee,randolph,665,67,24
birmingham,jefferson,666,0,72
birmingham,jefferson,667,0,72
birmingham,jefferson,668,0,72
birmingham,jefferson,669,0,72
birmingham,jefferson,670,0,72
birmingham,jefferson,671,0,72
birmingham,jxffxrson,672,69,1
birmingham,jefferson,673,0,72
birmingham,jefferson,674,0,72
birmingham,jefferson,675,0,72
birmingham,jefferson,676,0,72
birmingham,jefferson,677,0,72
birmingham,jefferson,678,0,72
birmingham,jefferson,679,0,72
birmingham,jefferson,680,0,72
birmingham,jefferson,681,0,72
birmingham,jefferson,682,0,72
birmingham,jefferson,683,0,72
birmingham,jefferson,684,0,72
birmingham,jefferson,685,0,72
birmingham,jefferson,686,0,72
birmingham,jefferson,687,0,72
birmingham,jefferson,688,0,72
birmingham,jexxerson,689,70,1
birminxham,jefferson,690,71,1
tallassee,elmore,691,72,22
tallassee,elmoxe,692,73,1
tallassee,elmore,693,72,22
tallassee,elmore,694,72,22
tallassee,elmore,695,72,22
tallaxxee,elmore,696,74,1
tallassee,elmore,697,72,22
tallassee,elxore,698,75,1
tallassee,elmore,699,72,22
tallassee,elmore,700,72,22
tallassee,elmore,701,72,22
tallassee,elmore,702,72,22
tallassee,elmore,703,72,22
tallassee,elmore,704,72,22
tallassee,elmore,705,72,22
tallassee,elmore,706,72,22
tallassee,elmore,707,72,22
tallassee,elmore,708,72,22
tallassee,elmore,709,72,22
tallassee,elmore,710,72,22
tallassee,elmore,711,72,22
tallassee,elmore,712,72,22
tallassee,elmore,713,72,22
tallassee,elmore,714,72,22
tallassee,elmore,715,72,22
cullman,cullman,716,76,22
cullman,cullman,717,76,22
cullman,cullman,718,76,22
cullman,cullman,719,76,22
cullman,cullman,720,76,22
cullman,cullman,721,76,22
cullman,cxllman,722,77,2
cullman,cullman,723,76,22
cullman,cullman,724,76,22
cullman,cullman,725,76,22
cullman,cullman,726,76,22
cullman,cullman,727,76,22
cullman,cullman,728,76,22
cullman,cullman,729,76,22
cullman,cxllman,730,77,2
cullman,cullman,731,76,22
cullman,cullman,732,76,22
cullman,cullman,733,76,22
cullman,cullman,734,76,22
cullman,cullman,735,76,22
cuxxman,cullman,736,78,1
cullman,cullman,737,76,22
cullman,cullman,738,76,22
cullman,cullman,739,76,22
cullman,cullman,740,76,22
andalusia,covington,741,79,23
andalusia,covington,742,79,23
andalusia,covington,743,79,23
andalusia,covington,744,79,23
andalusia,covington,745,79,23
andalusia,covington,746,79,23
andalusia,covington,747,79,23
andalusia,covington,748,79,23
andalusia,covington,749,79,23
andalusia,covington,750,79,23
andalusia,covington,751,79,23
andalusia,coxington,752,80,1
andalusia,covington,753,79,23
andalusia,covington,754,79,23
andalusia,covington,755,79,23
andaluxia,covington,756,81,1
andalusia,covington,757,79,23
andalusia,covington,758,79,23
andalusia,covington,759,79,23
andalusia,covington,760,79,23
andalusia,covington,761,79,23
andalusia,covington,762,79,23
andalusia,covington,763,79,23
andalusia,covington,764,79,23
andalusia,covington,765,79,23
anniston,calhoun,766,33,24
anniston,calhoun,767,33,24
anniston,calhoun,768,33,24
anniston,calhoun,769,33,24
anniston,calhoun,770,33,24
anniston,calhoun,771,33,24
annxston,calhoun,772,82,1
anniston,calhoun,773,33,24
huntsville,madison,774,83,26
huntsville,madison,775,83,26
huntsville,madison,776,83,26
huntsville,madison,777,83,26
huntsville,madison,778,83,26
huntsville,madison,779,83,26
huntsville,madison,780,83,26
huntsville,madison,781,83,26
huntsville,madison,782,83,26
huntsville,madison,783,83,26
huntsville,madison,784,83,26
huntsville,madisxn,785,84,1
huntsville,madison,786,83,26
huntsville,madison,787,83,26
huntsville,madison,788,83,26
huntsville,madison,789,83,26
huntsville,madison,790,83,26
huntsville,madison,791,83,26
huntsville,madison,792,83,26
huntsville,madison,793,83,26
huntsville,madison,794,83,26
huntsville,madison,795,83,26
huntsville,madison,796,83,26
huntsville,madison,797,83,26
huntsville,madisox,798,85,1
huntsville,madison,799,83,26
huntsville,madison,800,83,26
huntsville,madison,801,83,26
gadsden,etowah,802,86,51
gadsden,etowah,803,86,51
gadsden,etowah,804,86,51
gadsden,etowah,805,86,51
gadsden,etowah,806,86,51
gadsden,etowah,807,86,51
gadsden,etowah,808,86,51
gadsden,etowah,809,86,51
gadsden,etowah,810,86,51
gadsden,etowah,811,86,51
gadsden,etowah,812,86,51
gadsden,etowah,813,86,51
gadsden,etowah,814,86,51
gadsden,etowah,815,86,51
gadsden,etowah,816,86,51
gadsden,etowah,817,86,51
gadsden,etowah,818,86,51
gadsden,etowah,819,86,51
gadsden,etowah,820,86,51
gxdsden,etowah,821,87,1
gadsden,etowah,822,86,51
gadsden,etowah,823,86,51
gadsden,etowah,824,86,51
gadsden,etowah,825,86,51
gadsden,etowah,826,86,51
clanton,chilton,827,88,25
clanton,chilton,828,88,25
clanton,chilton,829,88,25
clanton,chilton,830,88,25
clanton,chilton,831,88,25
clanton,chilton,832,88,25
clanton,chilton,833,88,25
clanton,chilton,834,88,25
clanton,chilton,835,88,25
clanton,chilton,836,88,25
clanton,chilton,837,88,25
clanton,chilton,838,88,25
clanton,chilton,839,88,25
clanton,chilton,840,88,25
clanton,chilton,841,88,25
clanton,chilton,842,88,25
clanton,chilton,843,88,25
clanton,chilton,844,88,25
clanton,chilton,845,88,25
clanton,chilton,846,88,25
clanton,chilton,847,88,25
clanton,chilton,848,88,25
clanton,chilton,849,88,25
clanton,chilton,850,88,25
clanton,chilton,851,88,25
hamilton,marion,852,89,24
hamilton,marion,853,89,24
hamilton,marion,854,89,24
hamilxon,marion,855,90,1
hamilton,marion,856,89,24
hamilton,marion,857,89,24
hamilton,marion,858,89,24
hamilton,marion,859,89,24
hamilton,marion,860,89,24
hamilton,marion,861,89,24
hamilton,marion,862,89,24
hamilton,marion,863,89,24
hamilton,marion,864,89,24
hamilton,marion,865,89,24
hamilton,marion,866,89,24
hamilton,marion,867,89,24
hamilton,marion,868,89,24
hamilton,marion,869,89,24
hamilton,marion,870,89,24
hamilton,marion,871,89,24
hamilton,marion,872,89,24
hamilton,marion,873,89,24
hamilton,marion,874,89,24
hamilton,marion,875,89,24
hamilton,marion,876,89,24
fayette,fayette,877,91,24
fayette,fayette,878,91,24
fayette,fayette,879,91,24
fayette,fayette,880,91,24
fayette,fayette,881,91,24
fayette,fayette,882,91,24
fayette,fayette,883,91,24
fayette,fayette,884,91,24
fayette,fayette,885,91,24
fayette,fayette,886,91,24
fayette,fayette,887,91,24
fayette,fayette,888,91,24
fayette,fayette,889,91,24
fayette,fayette,890,91,24
fayette,fayette,891,91,24
fayette,fayette,892,91,24
fayette,fayette,893,91,24
fayette,fayette,894,91,24
faxette,fayexxe,895,92,1
fayette,fayette,896,91,24
fayette,fayette,897,91,24
fayette,fayette,898,91,24
fayette,fayette,899,91,24
fayette,fayette,900,91,24
fayette,fayette,901,91,24
gadsden,etowah,902,86,51
gadsden,etowah,903,86,51
gadsden,etowah,904,86,51
gadsden,etowah,905,86,51
gadsden,etowah,906,86,51
gadsden,etowah,907,86,51
gadsden,etowah,908,86,51
gadsden,etowah,909,86,51
gadsden,etowah,910,86,51
gadsden,etowah,911,86,51
gadsden,etowah,912,86,51
gadsden,etowah,913,86,51
gadsden,etowah,914,86,51
gadsden,etowah,915,86,51
gadsden,etowah,916,86,51
gadsden,etowxh,917,93,1
gadsden,etowah,918,86,51
gadsden,etowah,919,86,51
gadsden,etowah,920,86,51
gadsden,etowah,921,86,51
gadsden,etowah,922,86,51
gadsden,etowah,923,86,51
gadsden,etowah,924,86,51
gadsden,etowah,925,86,51
gadsden,etowah,926,86,51
gadsden,etowah,927,86,51
gadsden,etowah,928,86,51
gadsden,etowah,929,86,51
georgiana,butler,930,94,23
georgiana,butler,931,94,23
georgiana,butler,932,94,23
georgiana,butler,933,94,23
georgiana,butler,934,94,23
georgiana,butler,935,94,23
georgiana,butler,936,94,23
georgiana,butler,937,94,23
georgiana,butler,938,94,23
georgiana,butler,939,94,23
georgiana,butler,940,94,23
georgiana,butler,941,94,23
georgiana,butler,942,94,23
georgiana,butxer,943,95,1
georgiana,butler,944,94,23
georgiana,butler,945,94,23
georgiana,butler,946,94,23
georgiana,butler,947,94,23
georgiana,butler,948,94,23
geoxgiana,butler,949,96,1
georgiana,butler,950,94,23
georgiana,butler,951,94,23
georgiana,butler,952,94,23
georgiana,butler,953,94,23
