ZipCode,EmergencyService,original_index,unique_index,count
36049,yes,121,12,23
36049,yes,122,12,23
36049,yes,123,12,23
36049,yes,124,12,23
36049,yes,125,12,23
36049,yes,126,12,23
36049,yes,127,12,23
36049,yes,128,12,23
36049,yes,129,12,23
36049,yes,130,12,23
36049,yes,131,12,23
36049,yes,132,12,23
36049,yes,133,12,23
36049,yes,134,12,23
36049,yes,135,12,23
36049,yes,136,12,23
36x49,yes,137,13,1
36049,yes,138,12,23
360x9,yes,139,14,1
36049,yes,140,12,23
36049,yes,141,12,23
36049,yes,142,12,23
36049,yes,143,12,23
35640,yes,144,15,23
35640,yes,145,15,23
35640,yes,146,15,23
35640,yes,147,15,23
35640,yes,148,15,23
3x640,yes,149,16,1
35640,yes,150,15,23
35640,yes,151,15,23
35640,yes,152,15,23
35640,yes,153,15,23
35640,yes,154,15,23
35640,yes,155,15,23
35640,yes,156,15,23
3x640,yxs,157,17,1
35640,yes,158,15,23
35640,yes,159,15,23
35640,yes,160,15,23
35640,yes,161,15,23
35640,yes,162,15,23
35640,yes,163,15,23
35640,yes,164,15,23
35640,yes,165,15,23
35640,yes,166,15,23
35640,yes,167,15,23
35640,yes,168,15,23
35976,yes,169,18,25
35976,yes,170,18,25
35976,yes,171,18,25
35976,yes,172,18,25
35976,yes,173,18,25
35976,yes,174,18,25
35976,yes,175,18,25
35976,yes,176,18,25
35976,yes,177,18,25
35976,yes,178,18,25
35976,yes,179,18,25
35976,yes,180,18,25
35976,yes,181,18,25
35976,yes,182,18,25
35976,yes,183,18,25
35976,yes,184,18,25
35976,yes,185,18,25
35976,yes,186,18,25
35976,yes,187,18,25
35976,yes,188,18,25
35976,yes,189,18,25
35976,yes,190,18,25
35976,yes,191,18,25
35976,yes,192,18,25
35976,yes,193,18,25
35235,yes,194,19,24
35235,yes,195,19,24
3x23x,yes,196,20,1
35235,yes,197,19,24
35235,yes,198,19,24
35235,yes,199,19,24
35235,yes,200,19,24
35235,yes,201,19,24
35235,yes,202,19,24
35235,yes,203,19,24
35235,yes,204,19,24
35235,yes,205,19,24
35235,yes,206,19,24
35235,yes,207,19,24
35235,yes,208,19,24
35235,yes,209,19,24
35235,yes,210,19,24
35235,yes,211,19,24
35235,yes,212,19,24
35235,yes,213,19,24
35235,yes,214,19,24
35235,yes,215,19,24
35235,yes,216,19,24
35235,yes,217,19,24
35235,yes,218,19,24
35968,yes,219,21,24
35968,yes,220,21,24
35968,yes,221,21,24
35968,yes,222,21,24
35968,yes,223,21,24
35968,yes,224,21,24
35968,yes,225,21,24
35968,yes,226,21,24
35968,yes,227,21,24
35968,yes,228,21,24
35968,yes,229,21,24
35968,yes,230,21,24
35968,yes,231,21,24
359x8,yes,232,22,1
35968,yes,233,21,24
35968,yes,234,21,24
35968,yes,235,21,24
35968,yes,236,21,24
35968,yes,237,21,24
35968,yes,238,21,24
35968,yes,239,21,24
35968,yes,240,21,24
35968,yes,241,21,24
35968,yes,242,21,24
35968,yes,243,21,24
36784,yes,244,23,24
36784,yes,245,23,24
36784,yes,246,23,24
36784,yes,247,23,24
36784,yes,248,23,24
36784,yes,249,23,24
36784,yes,250,23,24
36784,yes,251,23,24
36784,yes,252,23,24
36784,yes,253,23,24
36784,yes,254,23,24
36784,yes,255,23,24
36784,yes,256,23,24
36784,yes,257,23,24
36784,yes,258,23,24
36784,yes,259,23,24
36784,yes,260,23,24
36784,yes,261,23,24
36784,yes,262,23,24
36784,yes,263,23,24
36784,yes,264,23,24
36784,yes,265,23,24
36784,yes,266,23,24
x6784,yes,267,24,1
36784,yes,268,23,24
35007,yes,269,25,23
35007,yes,270,25,23
35007,yes,271,25,23
35007,yes,272,25,23
35007,yes,273,25,23
35007,yes,274,25,23
35007,yes,275,25,23
35007,yes,276,25,23
35007,yes,277,25,23
35007,yes,278,25,23
35007,yes,279,25,23
35007,yes,280,25,23
35007,yes,281,25,23
35007,yes,282,25,23
3x007,yes,283,26,1
35007,yes,284,25,23
35007,yes,285,25,23
35007,yes,286,25,23
35007,yes,287,25,23
35007,yes,288,25,23
35007,yes,289,25,23
x5007,yes,290,27,1
35007,yes,291,25,23
35007,yes,292,25,23
35007,yes,293,25,23
35233,yes,294,0,47
35233,yes,295,0,47
35233,yes,296,0,47
35233,yes,297,0,47
35233,yes,298,0,47
35233,yes,299,0,47
35233,yes,300,0,47
35233,yes,301,0,47
35233,yes,302,0,47
35233,yes,303,0,47
35233,yes,304,0,47
35233,yes,305,0,47
35233,yes,306,0,47
35233,yes,307,0,47
35233,yes,308,0,47
35233,yes,309,0,47
35233,yes,310,0,47
36201,yes,311,28,25
36201,yes,312,28,25
36201,yes,313,28,25
36201,yes,314,28,25
36201,yes,315,28,25
36201,yes,316,28,25
36201,yes,317,28,25
36201,xes,318,29,1
36201,yes,319,28,25
36201,yes,320,28,25
36201,yes,321,28,25
36201,yes,322,28,25
36201,yes,323,28,25
36201,yes,324,28,25
36x01,yes,325,30,1
36201,yes,326,28,25
36201,yex,327,31,1
36201,yes,328,28,25
36201,yes,329,28,25
36201,yes,330,28,25
36305,yes,331,32,15
3x305,yex,332,33,1
36305,yes,333,32,15
36305,yes,334,32,15
36305,yes,335,32,15
36305,yes,336,32,15
36305,yes,337,32,15
36305,yes,338,32,15
36305,yes,339,32,15
x6x05,yes,340,34,1
36305,yes,341,32,15
36305,yes,342,32,15
36305,yes,343,32,15
36305,yes,344,32,15
36305,yes,345,32,15
36305,yes,346,32,15
36305,yes,347,32,15
35205,yes,348,35,4
35205,yes,349,35,4
35205,yxs,350,36,1
35205,yes,351,35,4
35205,yes,352,35,4
35609,yes,353,37,1
35594,yes,354,38,22
35594,yes,355,38,22
35594,yes,356,38,22
35594,yes,357,38,22
35594,yes,358,38,22
35594,yes,359,38,22
35594,yes,360,38,22
35594,yes,361,38,22
35594,yes,362,38,22
35594,yes,363,38,22
35594,yes,364,38,22
35594,yes,365,38,22
3xx94,yes,366,39,2
35594,yes,367,38,22
35594,yes,368,38,22
35594,yes,369,38,22
35594,yes,370,38,22
35594,yes,371,38,22
35594,yes,372,38,22
35594,yes,373,38,22
35594,yex,374,40,1
3xx94,yes,375,39,2
35594,yes,376,38,22
35594,yes,377,38,22
35594,yes,378,38,22
36617,yes,379,41,12
36617,yes,380,41,12
36617,yes,381,41,12
36617,yes,382,41,12
36617,yes,383,41,12
36617,yes,384,41,12
36617,yes,385,41,12
36617,yes,386,41,12
36617,yes,387,41,12
36617,yes,388,41,12
36617,yxs,389,42,1
36617,yes,390,41,12
36617,yes,391,41,12
36067,yes,392,43,18
36067,yes,393,43,18
36067,yes,394,43,18
36067,yes,395,43,18
36067,yes,396,43,18
36067,yes,397,43,18
36067,yes,398,43,18
36067,yes,399,43,18
36067,yes,400,43,18
36067,yes,401,43,18
36067,yes,402,43,18
36067,yes,403,43,18
36067,yes,404,43,18
36067,yes,405,43,18
3x0x7,yes,406,44,1
36067,yes,407,43,18
36067,yes,408,43,18
36067,yes,409,43,18
36067,yxs,410,45,1
36067,yes,411,43,18
35653,yes,412,46,2
35653,yes,413,46,2
35150,no,414,47,15
35150,no,415,47,15
35150,no,416,47,15
35150,no,417,47,15
35150,xo,418,48,1
35150,no,419,47,15
x5150,no,420,49,1
35150,no,421,47,15
35150,no,422,47,15
35150,no,423,47,15
35150,no,424,47,15
35150,no,425,47,15
35150,no,426,47,15
35150,no,427,47,15
3x1x0,no,428,50,1
35150,no,429,47,15
35150,no,430,47,15
35150,no,431,47,15
99508,yes,432,51,18
99508,yes,433,51,18
99508,yes,434,51,18
99508,yes,435,51,18
99508,yes,436,51,18
99508,yes,437,51,18
99508,yes,438,51,18
99508,yes,439,51,18
99508,yes,440,51,18
99508,yes,441,51,18
99508,yes,442,51,18
99508,yes,443,51,18
99508,yes,444,51,18
99508,yes,445,51,18
99508,yes,446,51,18
99508,yes,447,51,18
99508,yes,448,51,18
99508,yes,449,51,18
99559,no,450,52,2
99559,no,451,52,2
35660,yes,452,1,25
35660,yes,453,1,25
35660,yes,454,1,25
35660,yes,455,1,25
35660,yes,456,1,25
35660,yes,457,1,25
35660,yes,458,1,25
35660,yes,459,1,25
35660,yes,460,1,25
35660,yes,461,1,25
35660,yes,462,1,25
35660,yes,463,1,25
35660,yes,464,1,25
35660,yes,465,1,25
36360,yes,466,53,24
36360,yes,467,53,24
36360,yes,468,53,24
36360,yes,469,53,24
36360,yes,470,53,24
36360,yes,471,53,24
36360,yes,472,53,24
36360,yes,473,53,24
36360,yes,474,53,24
36360,yes,475,53,24
36360,yes,476,53,24
36360,yes,477,53,24
36360,yes,478,53,24
36360,yes,479,53,24
36360,yes,480,53,24
36360,yes,481,53,24
36360,yes,482,53,24
36360,yes,483,53,24
36360,yes,484,53,24
36360,yes,485,53,24
36360,yes,486,53,24
36360,yes,487,53,24
36360,yes,488,53,24
36360,yes,489,53,24
x6x60,yes,490,54,1
35960,yes,491,55,23
35960,yxs,492,56,1
35960,yes,493,55,23
35960,yes,494,55,23
35960,yes,495,55,23
35960,yes,496,55,23
35960,yes,497,55,23
35960,yes,498,55,23
x5960,yes,499,57,1
35960,yes,500,55,23
35960,yes,501,55,23
35960,yes,502,55,23
35960,yes,503,55,23
35960,yes,504,55,23
35960,yes,505,55,23
35960,yes,506,55,23
35960,yes,507,55,23
35960,yes,508,55,23
35960,yes,509,55,23
35960,yes,510,55,23
35960,yes,511,55,23
35960,yes,512,55,23
35960,yes,513,55,23
35960,yes,514,55,23
35960,yes,515,55,23
36116,yes,516,58,23
36116,yes,517,58,23
36116,yes,518,58,23
36116,yes,519,58,23
36116,yes,520,58,23
36116,yxs,521,59,1
36116,yes,522,58,23
36116,yes,523,58,23
36116,yes,524,58,23
36116,yes,525,58,23
36116,yes,526,58,23
36116,yes,527,58,23
36116,yes,528,58,23
36116,yes,529,58,23
36116,yes,530,58,23
36116,yes,531,58,23
36116,yes,532,58,23
36116,yes,533,58,23
36116,yes,534,58,23
36116,yes,535,58,23
36116,yex,536,60,1
36116,yes,537,58,23
36116,yes,538,58,23
36116,yes,539,58,23
36116,yes,540,58,23
36106,yes,541,61,23
36106,yes,542,61,23
36106,yes,543,61,23
3x10x,yes,544,62,1
36106,yes,545,61,23
36106,yes,546,61,23
36106,yes,547,61,23
36106,yes,548,61,23
36106,yes,549,61,23
36106,yes,550,61,23
36106,yes,551,61,23
36106,yes,552,61,23
36106,yes,553,61,23
36106,yes,554,61,23
36106,yes,555,61,23
36106,yes,556,61,23
36106,yes,557,61,23
36106,yes,558,61,23
36106,yes,559,61,23
36106,yes,560,61,23
36106,yes,561,61,23
36106,yes,562,61,23
36106,yes,563,61,23
36106,xes,564,63,1
36106,yes,565,61,23
36854,yes,566,64,23
36854,yes,567,64,23
36854,yes,568,64,23
36854,yes,569,64,23
36854,yes,570,64,23
36854,yes,571,64,23
36854,yes,572,64,23
36854,yes,573,64,23
36854,yes,574,64,23
36854,yes,575,64,23
36854,yes,576,64,23
36854,yes,577,64,23
36854,yes,578,64,23
36854,xes,579,65,2
36854,yes,580,64,23
36854,yes,581,64,23
36854,yes,582,64,23
36854,yes,583,64,23
36854,yes,584,64,23
36854,yes,585,64,23
36854,yes,586,64,23
36854,xes,587,65,2
36854,yes,588,64,23
36854,yes,589,64,23
36854,yes,590,64,23
36323,yes,591,66,25
36323,yes,592,66,25
36323,yes,593,66,25
36323,yes,594,66,25
36323,yes,595,66,25
36323,yes,596,66,25
36323,yes,597,66,25
36323,yes,598,66,25
36323,yes,599,66,25
36323,yes,600,66,25
36323,yes,601,66,25
36323,yes,602,66,25
36323,yes,603,66,25
36323,yes,604,66,25
36323,yes,605,66,25
36323,yes,606,66,25
36323,yes,607,66,25
36323,yes,608,66,25
36323,yes,609,66,25
36323,yes,610,66,25
36323,yes,611,66,25
36323,yes,612,66,25
36323,yes,613,66,25
36323,yes,614,66,25
36323,yes,615,66,25
36801,yes,616,67,24
36801,yes,617,67,24
36801,yes,618,67,24
36801,yes,619,67,24
36801,yes,620,67,24
36801,yes,621,67,24
36801,yes,622,67,24
36801,yes,623,67,24
36801,yes,624,67,24
36801,yes,625,67,24
36801,yes,626,67,24
36801,yes,627,67,24
36801,yex,628,68,1
36801,yes,629,67,24
36801,yes,630,67,24
36801,yes,631,67,24
36801,yes,632,67,24
36801,yes,633,67,24
36801,yes,634,67,24
36801,yes,635,67,24
36801,yes,636,67,24
36801,yes,637,67,24
36801,yes,638,67,24
36801,yes,639,67,24
36801,yes,640,67,24
36278,no,641,69,24
36278,no,642,69,24
36278,no,643,69,24
36278,no,644,69,24
36278,no,645,69,24
36278,no,646,69,24
36278,no,647,69,24
36278,no,648,69,24
36278,no,649,69,24
36278,no,650,69,24
36278,no,651,69,24
36278,no,652,69,24
36278,xo,653,70,1
36278,no,654,69,24
36278,no,655,69,24
36278,no,656,69,24
36278,no,657,69,24
36278,no,658,69,24
36278,no,659,69,24
36278,no,660,69,24
36278,no,661,69,24
36278,no,662,69,24
36278,no,663,69,24
36278,no,664,69,24
36278,no,665,69,24
35233,yes,666,0,47
35233,yes,667,0,47
35233,yes,668,0,47
35233,yes,669,0,47
35233,yes,670,0,47
35233,yes,671,0,47
35233,yes,672,0,47
35233,yes,673,0,47
35233,yex,674,71,1
35233,yes,675,0,47
35233,yes,676,0,47
35233,yes,677,0,47
35233,yes,678,0,47
3x233,yes,679,72,1
35233,yes,680,0,47
35233,yes,681,0,47
35233,yes,682,0,47
35233,yes,683,0,47
35233,yes,684,0,47
x52xx,yes,685,73,1
35233,yes,686,0,47
35233,yes,687,0,47
35233,yes,688,0,47
35233,yes,689,0,47
35233,yes,690,0,47
36078,no,691,74,24
36078,no,692,74,24
36078,no,693,74,24
36078,no,694,74,24
36078,no,695,74,24
36078,no,696,74,24
36078,no,697,74,24
36078,no,698,74,24
36078,no,699,74,24
36078,no,700,74,24
36078,no,701,74,24
36078,no,702,74,24
36078,no,703,74,24
36078,no,704,74,24
36078,no,705,74,24
36078,no,706,74,24
36078,no,707,74,24
36078,no,708,74,24
36078,no,709,74,24
36x78,no,710,75,1
36078,no,711,74,24
36078,no,712,74,24
36078,no,713,74,24
36078,no,714,74,24
36078,no,715,74,24
35058,yes,716,76,25
35058,yes,717,76,25
35058,yes,718,76,25
35058,yes,719,76,25
35058,yes,720,76,25
35058,yes,721,76,25
35058,yes,722,76,25
35058,yes,723,76,25
35058,yes,724,76,25
35058,yes,725,76,25
35058,yes,726,76,25
35058,yes,727,76,25
35058,yes,728,76,25
35058,yes,729,76,25
35058,yes,730,76,25
35058,yes,731,76,25
35058,yes,732,76,25
35058,yes,733,76,25
35058,yes,734,76,25
35058,yes,735,76,25
35058,yes,736,76,25
35058,yes,737,76,25
35058,yes,738,76,25
35058,yes,739,76,25
35058,yes,740,76,25
36420,no,741,77,24
36420,no,742,77,24
36420,no,743,77,24
36420,no,744,77,24
36420,no,745,77,24
36420,no,746,77,24
36420,no,747,77,24
36420,no,748,77,24
36420,no,749,77,24
3642x,no,750,78,1
36420,no,751,77,24
36420,no,752,77,24
36420,no,753,77,24
36420,no,754,77,24
36420,no,755,77,24
36420,no,756,77,24
36420,no,757,77,24
36420,no,758,77,24
36420,no,759,77,24
36420,no,760,77,24
36420,no,761,77,24
36420,no,762,77,24
36420,no,763,77,24
36420,no,764,77,24
36420,no,765,77,24
36201,yes,766,28,25
36201,yes,767,28,25
36201,yes,768,28,25
36201,yes,769,28,25
36201,yes,770,28,25
36201,yes,771,28,25
36201,yes,772,28,25
36201,yes,773,28,25
35801,yes,774,79,27
35801,yes,775,79,27
35801,yes,776,79,27
35801,yes,777,79,27
35801,yes,778,79,27
35801,yes,779,79,27
35801,yes,780,79,27
35801,yes,781,79,27
35801,yes,782,79,27
35801,yes,783,79,27
35801,yes,784,79,27
35801,yes,785,79,27
35801,yes,786,79,27
35801,yes,787,79,27
35801,yes,788,79,27
35801,yes,789,79,27
35801,yes,790,79,27
35801,yes,791,79,27
35801,yes,792,79,27
35801,yes,793,79,27
35801,yes,794,79,27
35801,yes,795,79,27
35801,yes,796,79,27
35801,yxs,797,80,1
35801,yes,798,79,27
35801,yes,799,79,27
35801,yes,800,79,27
35801,yes,801,79,27
35903,yes,802,81,23
35903,yes,803,81,23
35903,yes,804,81,23
35903,yes,805,81,23
35903,yes,806,81,23
35903,yes,807,81,23
35903,yes,808,81,23
35903,xes,809,82,1
35903,yes,810,81,23
35903,yes,811,81,23
35903,yes,812,81,23
35903,yes,813,81,23
35903,yes,814,81,23
x590x,yes,815,83,1
35903,yes,816,81,23
35903,yes,817,81,23
35903,yes,818,81,23
35903,yes,819,81,23
35903,yes,820,81,23
35903,yes,821,81,23
35903,yes,822,81,23
35903,yes,823,81,23
35903,yes,824,81,23
35903,yes,825,81,23
35903,yes,826,81,23
35045,yes,827,84,25
35045,yes,828,84,25
35045,yes,829,84,25
35045,yes,830,84,25
35045,yes,831,84,25
35045,yes,832,84,25
35045,yes,833,84,25
35045,yes,834,84,25
35045,yes,835,84,25
35045,yes,836,84,25
35045,yes,837,84,25
35045,yes,838,84,25
35045,yes,839,84,25
35045,yes,840,84,25
35045,yes,841,84,25
35045,yes,842,84,25
35045,yes,843,84,25
35045,yes,844,84,25
35045,yes,845,84,25
35045,yes,846,84,25
35045,yes,847,84,25
35045,yes,848,84,25
35045,yes,849,84,25
35045,yes,850,84,25
35045,yes,851,84,25
35570,yes,852,85,24
35570,yes,853,85,24
35570,yes,854,85,24
35570,yes,855,85,24
35570,yes,856,85,24
35570,yes,857,85,24
35570,yes,858,85,24
35570,yes,859,85,24
35570,yes,860,85,24
35570,yes,861,85,24
35570,yes,862,85,24
35570,yes,863,85,24
35570,yes,864,85,24
35570,yes,865,85,24
35570,yxs,866,86,1
35570,yes,867,85,24
35570,yes,868,85,24
35570,yes,869,85,24
35570,yes,870,85,24
35570,yes,871,85,24
35570,yes,872,85,24
35570,yes,873,85,24
35570,yes,874,85,24
35570,yes,875,85,24
35570,yes,876,85,24
35555,yes,877,87,24
35555,yes,878,87,24
35555,yes,879,87,24
35555,yes,880,87,24
35555,yes,881,87,24
35555,yes,882,87,24
35555,yes,883,87,24
35555,yes,884,87,24
35555,yes,885,87,24
35555,yes,886,87,24
35555,yes,887,87,24
35555,yes,888,87,24
35555,yex,889,88,1
35555,yes,890,87,24
35555,yes,891,87,24
35555,yes,892,87,24
35555,yes,893,87,24
35555,yes,894,87,24
35555,yes,895,87,24
35555,yes,896,87,24
35555,yes,897,87,24
35555,yes,898,87,24
35555,yes,899,87,24
35555,yes,900,87,24
35555,yes,901,87,24
35901,yes,902,89,25
35901,yes,903,89,25
35901,yes,904,89,25
35901,yes,905,89,25
35901,yes,906,89,25
35901,yes,907,89,25
35901,yes,908,89,25
35901,yes,909,89,25
35901,yes,910,89,25
35901,yes,911,89,25
35901,yes,912,89,25
35901,yes,913,89,25
35901,yes,914,89,25
35901,yes,915,89,25
35901,yes,916,89,25
35901,yes,917,89,25
35901,yes,918,89,25
35901,yex,919,90,1
35901,yes,920,89,25
35901,yxs,921,91,1
35901,yes,922,89,25
3590x,yes,923,92,1
35901,yes,924,89,25
35901,yes,925,89,25
35901,yes,926,89,25
35901,yes,927,89,25
35901,yes,928,89,25
35901,yes,929,89,25
36033,no,930,93,25
36033,no,931,93,25
36033,no,932,93,25
36033,no,933,93,25
36033,no,934,93,25
36033,no,935,93,25
36033,no,936,93,25
36033,no,937,93,25
36033,no,938,93,25
36033,no,939,93,25
36033,no,940,93,25
36033,no,941,93,25
36033,no,942,93,25
36033,no,943,93,25
36033,no,944,93,25
36033,no,945,93,25
36033,no,946,93,25
36033,no,947,93,25
36033,no,948,93,25
36033,no,949,93,25
36033,no,950,93,25
36033,no,951,93,25
36033,no,952,93,25
36033,no,953,93,25
36033,no,954,93,25
36330,yes,955,94,25
36330,yes,956,94,25
36330,yes,957,94,25
36330,yes,958,94,25
36330,yes,959,94,25
36330,yes,960,94,25
36330,yes,961,94,25
36330,yes,962,94,25
36330,yes,963,94,25
36330,yes,964,94,25
36330,yes,965,94,25
36330,yes,966,94,25
36330,yes,967,94,25
36330,yes,968,94,25
36330,yes,969,94,25
36330,yes,970,94,25
36330,yes,971,94,25
36330,yes,972,94,25
36330,yes,973,94,25
36330,yes,974,94,25
36330,yes,975,94,25
36330,yes,976,94,25
36330,yes,977,94,25
36330,yes,978,94,25
36330,yes,979,94,25
35121,yes,980,95,20
35121,yes,981,95,20
35121,yes,982,95,20
35121,yes,983,95,20
35121,yes,984,95,20
35121,yes,985,95,20
35121,yes,986,95,20
35121,yes,987,95,20
35121,yes,988,95,20
35121,yes,989,95,20
35121,yes,990,95,20
35121,yes,991,95,20
35121,yes,992,95,20
35121,yes,993,95,20
35121,yes,994,95,20
35121,yes,995,95,20
35121,yes,996,95,20
35121,yes,997,95,20
35121,yes,998,95,20
35121,yes,999,95,20
