City,State,original_index,unique_index,count
sheffield,al,465,3,24
ozark,al,466,46,21
ozark,al,467,46,21
ozark,al,468,46,21
ozark,al,469,46,21
ozark,al,470,46,21
ozark,al,471,46,21
ozark,al,472,46,21
ozark,al,473,46,21
ozarx,al,474,47,1
ozark,al,475,46,21
ozark,al,476,46,21
ozark,xl,477,48,2
ozark,al,478,46,21
ozark,al,479,46,21
ozark,al,480,46,21
ozark,al,481,46,21
ozark,al,482,46,21
ozark,xl,483,48,2
ozark,al,484,46,21
xzark,al,485,49,1
ozark,al,486,46,21
ozark,al,487,46,21
ozark,al,488,46,21
ozark,al,489,46,21
ozark,al,490,46,21
centre,al,491,50,24
centre,al,492,50,24
centre,al,493,50,24
centre,al,494,50,24
centre,al,495,50,24
centre,al,496,50,24
centre,al,497,50,24
centre,al,498,50,24
centre,al,499,50,24
centre,al,500,50,24
centre,al,501,50,24
centre,al,502,50,24
centre,al,503,50,24
centre,ax,504,51,1
centre,al,505,50,24
centre,al,506,50,24
centre,al,507,50,24
centre,al,508,50,24
centre,al,509,50,24
centre,al,510,50,24
centre,al,511,50,24
centre,al,512,50,24
centre,al,513,50,24
centre,al,514,50,24
centre,al,515,50,24
montgomery,al,516,52,48
montxomery,al,517,53,1
montgomery,al,518,52,48
montgomery,al,519,52,48
montgomery,al,520,52,48
montgomery,al,521,52,48
montgomery,al,522,52,48
montgomery,al,523,52,48
montgomery,al,524,52,48
montgomery,al,525,52,48
montgomery,al,526,52,48
montgomery,al,527,52,48
montgomery,al,528,52,48
montgomery,al,529,52,48
montgomery,al,530,52,48
montgomery,al,531,52,48
montgomery,al,532,52,48
montgomery,al,533,52,48
montgomery,al,534,52,48
montgomery,al,535,52,48
montgomery,al,536,52,48
montgomery,al,537,52,48
montgomery,al,538,52,48
montgomery,al,539,52,48
montgomery,al,540,52,48
montgomery,al,541,52,48
montgomery,al,542,52,48
montgomery,al,543,52,48
montgomery,al,544,52,48
montgomery,al,545,52,48
montgomery,al,546,52,48
montgomery,al,547,52,48
montgomery,al,548,52,48
montgomery,al,549,52,48
montgomery,al,550,52,48
montgomery,al,551,52,48
montgomery,al,552,52,48
montgomery,al,553,52,48
montgomery,al,554,52,48
montgomery,al,555,52,48
montgomery,al,556,52,48
montgomery,al,557,52,48
montgomery,al,558,52,48
montgomery,xl,559,54,1
montgomery,al,560,52,48
montgomery,al,561,52,48
montgomery,al,562,52,48
montgomery,al,563,52,48
montgomery,al,564,52,48
montgomery,al,565,52,48
valley,al,566,55,22
valley,al,567,55,22
valley,al,568,55,22
valley,al,569,55,22
valley,al,570,55,22
valley,al,571,55,22
valley,ax,572,56,1
valley,al,573,55,22
valley,al,574,55,22
valley,al,575,55,22
valley,al,576,55,22
valley,al,577,55,22
vallex,al,578,57,1
valley,al,579,55,22
valley,al,580,55,22
valley,al,581,55,22
valley,al,582,55,22
valley,al,583,55,22
valley,al,584,55,22
valley,al,585,55,22
valley,al,586,55,22
valley,al,587,55,22
valley,al,588,55,22
valley,al,589,55,22
vxlley,al,590,58,1
elba,al,591,59,23
elba,ax,592,60,1
elba,al,593,59,23
elba,al,594,59,23
elba,al,595,59,23
elba,al,596,59,23
elba,al,597,59,23
elba,al,598,59,23
elba,al,599,59,23
elba,al,600,59,23
exba,al,601,61,1
elba,al,602,59,23
elba,al,603,59,23
elba,al,604,59,23
elba,al,605,59,23
elba,al,606,59,23
elba,al,607,59,23
elba,al,608,59,23
elba,al,609,59,23
elba,al,610,59,23
elba,al,611,59,23
elba,al,612,59,23
elba,al,613,59,23
elba,al,614,59,23
elba,al,615,59,23
opelika,al,616,62,25
opelika,al,617,62,25
opelika,al,618,62,25
opelika,al,619,62,25
opelika,al,620,62,25
opelika,al,621,62,25
opelika,al,622,62,25
opelika,al,623,62,25
opelika,al,624,62,25
opelika,al,625,62,25
opelika,al,626,62,25
opelika,al,627,62,25
opelika,al,628,62,25
opelika,al,629,62,25
opelika,al,630,62,25
opelika,al,631,62,25
opelika,al,632,62,25
opelika,al,633,62,25
opelika,al,634,62,25
opelika,al,635,62,25
opelika,al,636,62,25
opelika,al,637,62,25
opelika,al,638,62,25
opelika,al,639,62,25
opelika,al,640,62,25
wedowee,al,641,63,24
wedowee,al,642,63,24
wedowee,al,643,63,24
wedowee,al,644,63,24
wedowee,al,645,63,24
wedowee,al,646,63,24
wedowee,al,647,63,24
wedowee,al,648,63,24
wedowee,al,649,63,24
wedowee,al,650,63,24
wedowee,al,651,63,24
wedowee,al,652,63,24
wedowee,al,653,63,24
wxdowxx,al,654,64,1
wedowee,al,655,63,24
wedowee,al,656,63,24
wedowee,al,657,63,24
wedowee,al,658,63,24
wedowee,al,659,63,24
wedowee,al,660,63,24
wedowee,al,661,63,24
wedowee,al,662,63,24
wedowee,al,663,63,24
wedowee,al,664,63,24
wedowee,al,665,63,24
birmingham,al,666,0,75
birmingham,al,667,0,75
birmingham,al,668,0,75
birmingham,al,669,0,75
birmingham,al,670,0,75
birmingham,al,671,0,75
birmingham,al,672,0,75
birmingham,al,673,0,75
birmingham,al,674,0,75
birmingham,al,675,0,75
birmingham,al,676,0,75
birmingham,al,677,0,75
birmingham,al,678,0,75
birmingham,al,679,0,75
birmingham,al,680,0,75
birmingham,al,681,0,75
birmingham,al,682,0,75
birmingham,al,683,0,75
birmingham,al,684,0,75
birmingham,al,685,0,75
birmingham,al,686,0,75
birmingham,al,687,0,75
birmingham,al,688,0,75
birmingham,al,689,0,75
birminxham,al,690,65,1
tallassee,al,691,66,23
tallassee,al,692,66,23
tallassee,al,693,66,23
tallassee,al,694,66,23
tallassee,al,695,66,23
tallaxxee,al,696,67,1
tallassee,al,697,66,23
tallassee,al,698,66,23
tallassee,al,699,66,23
tallassee,al,700,66,23
tallassee,xl,701,68,1
tallassee,al,702,66,23
tallassee,al,703,66,23
tallassee,al,704,66,23
tallassee,al,705,66,23
tallassee,al,706,66,23
tallassee,al,707,66,23
tallassee,al,708,66,23
tallassee,al,709,66,23
tallassee,al,710,66,23
tallassee,al,711,66,23
tallassee,al,712,66,23
tallassee,al,713,66,23
tallassee,al,714,66,23
tallassee,al,715,66,23
cullman,al,716,69,24
cullman,al,717,69,24
cullman,al,718,69,24
cullman,al,719,69,24
cullman,al,720,69,24
cullman,al,721,69,24
cullman,al,722,69,24
cullman,al,723,69,24
cullman,al,724,69,24
cullman,al,725,69,24
cullman,al,726,69,24
cullman,al,727,69,24
cullman,al,728,69,24
cullman,al,729,69,24
cullman,al,730,69,24
cullman,al,731,69,24
cullman,al,732,69,24
cullman,al,733,69,24
cullman,al,734,69,24
cullman,al,735,69,24
cuxxman,al,736,70,1
cullman,al,737,69,24
cullman,al,738,69,24
cullman,al,739,69,24
cullman,al,740,69,24
andalusia,al,741,71,23
andalusia,al,742,71,23
andalusia,al,743,71,23
andalusia,al,744,71,23
andalusia,al,745,71,23
andalusia,al,746,71,23
andalusia,al,747,71,23
andalusia,al,748,71,23
andalusia,al,749,71,23
andalusia,al,750,71,23
andalusia,al,751,71,23
andalusia,al,752,71,23
andalusia,al,753,71,23
andalusia,al,754,71,23
andalusia,al,755,71,23
andaluxia,al,756,72,1
andalusia,al,757,71,23
andalusia,al,758,71,23
andalusia,al,759,71,23
andalusia,al,760,71,23
andalusia,al,761,71,23
andalusia,al,762,71,23
andalusia,al,763,71,23
andalusia,xl,764,73,1
andalusia,al,765,71,23
anniston,al,766,32,26
anniston,al,767,32,26
anniston,al,768,32,26
anniston,al,769,32,26
anniston,al,770,32,26
anniston,al,771,32,26
annxston,al,772,74,1
anniston,al,773,32,26
huntsville,al,774,75,27
huntsville,al,775,75,27
huntsville,al,776,75,27
huntsville,al,777,75,27
huntsville,al,778,75,27
huntsville,al,779,75,27
huntsville,al,780,75,27
huntsville,al,781,75,27
huntsville,al,782,75,27
huntsville,al,783,75,27
huntsville,al,784,75,27
huntsville,al,785,75,27
huntsville,al,786,75,27
huntsville,al,787,75,27
huntsville,al,788,75,27
huntsville,al,789,75,27
huntsville,al,790,75,27
huntsville,xl,791,76,1
huntsville,al,792,75,27
huntsville,al,793,75,27
huntsville,al,794,75,27
huntsville,al,795,75,27
huntsville,al,796,75,27
huntsville,al,797,75,27
huntsville,al,798,75,27
huntsville,al,799,75,27
huntsville,al,800,75,27
huntsville,al,801,75,27
gadsden,al,802,77,51
gadsden,al,803,77,51
gadsden,al,804,77,51
gadsden,al,805,77,51
gadsden,al,806,77,51
gadsden,al,807,77,51
gadsden,al,808,77,51
gadsden,al,809,77,51
gadsden,al,810,77,51
gadsden,al,811,77,51
gadsden,al,812,77,51
gadsden,al,813,77,51
gadsden,al,814,77,51
gadsden,al,815,77,51
gadsden,al,816,77,51
gadsden,al,817,77,51
gadsden,al,818,77,51
gadsden,al,819,77,51
gadsden,al,820,77,51
gxdsden,al,821,78,1
gadsden,al,822,77,51
gadsden,al,823,77,51
gadsden,al,824,77,51
gadsden,al,825,77,51
gadsden,al,826,77,51
clanton,al,827,79,25
clanton,al,828,79,25
clanton,al,829,79,25
clanton,al,830,79,25
clanton,al,831,79,25
clanton,al,832,79,25
clanton,al,833,79,25
clanton,al,834,79,25
clanton,al,835,79,25
clanton,al,836,79,25
clanton,al,837,79,25
clanton,al,838,79,25
clanton,al,839,79,25
clanton,al,840,79,25
clanton,al,841,79,25
clanton,al,842,79,25
clanton,al,843,79,25
clanton,al,844,79,25
clanton,al,845,79,25
clanton,al,846,79,25
clanton,al,847,79,25
clanton,al,848,79,25
clanton,al,849,79,25
clanton,al,850,79,25
clanton,al,851,79,25
hamilton,al,852,80,24
hamilton,al,853,80,24
hamilton,al,854,80,24
hamilxon,al,855,81,1
hamilton,al,856,80,24
hamilton,al,857,80,24
hamilton,al,858,80,24
hamilton,al,859,80,24
hamilton,al,860,80,24
hamilton,al,861,80,24
hamilton,al,862,80,24
hamilton,al,863,80,24
hamilton,al,864,80,24
hamilton,al,865,80,24
hamilton,al,866,80,24
hamilton,al,867,80,24
hamilton,al,868,80,24
hamilton,al,869,80,24
hamilton,al,870,80,24
hamilton,al,871,80,24
hamilton,al,872,80,24
hamilton,al,873,80,24
hamilton,al,874,80,24
hamilton,al,875,80,24
hamilton,al,876,80,24
fayette,al,877,82,22
fayette,al,878,82,22
fayette,al,879,82,22
fayette,al,880,82,22
fayette,al,881,82,22
fayette,al,882,82,22
fayette,al,883,82,22
fayette,xl,884,83,2
fayette,al,885,82,22
fayette,xl,886,83,2
fayette,al,887,82,22
fayette,al,888,82,22
fayette,al,889,82,22
fayette,al,890,82,22
fayette,al,891,82,22
fayette,al,892,82,22
fayette,al,893,82,22
fayette,al,894,82,22
faxette,al,895,84,1
fayette,al,896,82,22
fayette,al,897,82,22
fayette,al,898,82,22
fayette,al,899,82,22
fayette,al,900,82,22
fayette,al,901,82,22
gadsden,al,902,77,51
gadsden,al,903,77,51
gadsden,al,904,77,51
gadsden,al,905,77,51
gadsden,al,906,77,51
gadsden,al,907,77,51
gadsden,al,908,77,51
gadsden,al,909,77,51
gadsden,al,910,77,51
gadsden,al,911,77,51
gadsden,al,912,77,51
gadsden,al,913,77,51
gadsden,al,914,77,51
gadsden,al,915,77,51
gadsden,al,916,77,51
gadsden,al,917,77,51
gadsden,al,918,77,51
gadsden,al,919,77,51
gadsden,al,920,77,51
gadsden,al,921,77,51
gadsden,ax,922,85,1
gadsden,al,923,77,51
gadsden,al,924,77,51
gadsden,al,925,77,51
gadsden,al,926,77,51
gadsden,al,927,77,51
gadsden,al,928,77,51
gadsden,al,929,77,51
georgiana,al,930,86,24
georgiana,al,931,86,24
georgiana,al,932,86,24
georgiana,al,933,86,24
georgiana,al,934,86,24
georgiana,al,935,86,24
georgiana,al,936,86,24
georgiana,al,937,86,24
georgiana,al,938,86,24
georgiana,al,939,86,24
georgiana,al,940,86,24
georgiana,al,941,86,24
georgiana,al,942,86,24
georgiana,al,943,86,24
georgiana,al,944,86,24
georgiana,al,945,86,24
georgiana,al,946,86,24
georgiana,al,947,86,24
georgiana,al,948,86,24
geoxgiana,al,949,87,1
georgiana,al,950,86,24
georgiana,al,951,86,24
georgiana,al,952,86,24
georgiana,al,953,86,24
georgiana,al,954,86,24
enterprise,al,955,88,23
enterprise,al,956,88,23
enterprise,al,957,88,23
enterprise,al,958,88,23
enterprise,al,959,88,23
enterprxse,al,960,89,1
enterprise,al,961,88,23
enterprise,al,962,88,23
enterprise,al,963,88,23
enterprise,al,964,88,23
enterprise,al,965,88,23
enterprise,al,966,88,23
enterprise,al,967,88,23
xntxrprisx,al,968,90,1
enterprise,al,969,88,23
enterprise,al,970,88,23
enterprise,al,971,88,23
enterprise,al,972,88,23
enterprise,al,973,88,23
enterprise,al,974,88,23
enterprise,al,975,88,23
enterprise,al,976,88,23
enterprise,al,977,88,23
enterprise,al,978,88,23
enterprise,al,979,88,23
oneonta,al,980,91,19
oneonta,al,981,91,19
oneonta,al,982,91,19
oneonta,al,983,91,19
oneonta,al,984,91,19
onxonta,al,985,92,1
oneonta,al,986,91,19
oneonta,al,987,91,19
oneonta,al,988,91,19
oneonta,al,989,91,19
oneonta,al,990,91,19
oneonta,al,991,91,19
oneonta,al,992,91,19
oneonta,al,993,91,19
oneonta,al,994,91,19
oneonta,al,995,91,19
oneonta,al,996,91,19
oneonta,al,997,91,19
oneonta,al,998,91,19
oneonta,al,999,91,19
