HospitalName,Address1,original_index,unique_index,count
prattville baptist hospital,124 s memorial dr,399,39,18
prattville baptist hospital,124 s memorial dr,400,39,18
prattville baptist hospital,124 s memorial dr,401,39,18
prattville baptist hospital,124 s memorial dr,402,39,18
prattville baptist hospital,124 s memorial dr,403,39,18
prattville baptist hospital,124 s memorial dr,404,39,18
prattville baptist hospital,124 s memorial dr,405,39,18
prattville baptist hospital,124 s memorial dr,406,39,18
prattville baptist hospital,124 s memorial dr,407,39,18
prattville baptist hospital,124 s memorial dr,408,39,18
prattville baptist hospital,124 s memorial dr,409,39,18
prattville baptist hospital,124 s memorial dr,410,39,18
prattville baptist hospital,124 s mxmorial dr,411,41,1
russellville hospital,15155 highway 43,412,42,2
russellville hospital,15155 highway 43,413,42,2
coosa valley medical center,315 w hickory st,414,43,16
coosa valley medical center,315 w hickxry st,415,44,1
coosa valley medical center,315 w hickory st,416,43,16
coosa valley medical center,315 w hickory st,417,43,16
coosa valley medical center,315 w hickory st,418,43,16
coosa valley medical center,315 w hickory st,419,43,16
coosa valley medical center,315 w hickory st,420,43,16
coosa valley medical center,315 w hickory st,421,43,16
coosa valley medical center,315 w hickory st,422,43,16
coosa valley medical center,315 w hickory st,423,43,16
coosa valley medical center,315 w hickory st,424,43,16
coosa valley medical center,315 w hickory st,425,43,16
coosa valley medical center,315 w hickory st,426,43,16
coosa valley medical center,315 w hickory st,427,43,16
coosa valley medical center,315 w hickory st,428,43,16
coosa valley medical center,315 w hickory st,429,43,16
coosa valley medical center,315 w hickory st,430,43,16
coosa valley medical center,315xwxhickoryxst,431,45,1
alaska regional hospital,2801 debarr road,432,46,17
alaska regional hospital,2801 debarr road,433,46,17
alaska regional hospital,2801 debarr road,434,46,17
alaska regional hospital,2801 debarr road,435,46,17
alaska regional hospital,2801 debarr road,436,46,17
alaska regional hospital,2801 debarr road,437,46,17
alaska regional hospital,2801 debarr road,438,46,17
alaska regional hospital,2801 debarr road,439,46,17
alaska regional hospital,2801 debarr road,440,46,17
alaska regional hospital,2801 debarr road,441,46,17
alaska regional hospital,2801 debarr road,442,46,17
alaska regional hospital,2801 debarr road,443,46,17
alaska regional hospital,2801 debarr road,444,46,17
alaska regional hospital,2801 debarr road,445,46,17
alaska regional hospital,2801 debarr road,446,46,17
alaska regional hospital,2801 debarr road,447,46,17
xlxskx regionxl hospitxl,2801 debarr road,448,47,1
alaska regional hospital,2801 debarr road,449,46,17
yukon kuskokwim delta reg hospital,po box 287,450,48,1
yukon kuskokwim delta reg hospital,poxboxx287,451,49,1
helen keller memorial hospital,1300 south montgomery avenue,452,1,25
helen keller memorial hospital,1300 south montgomery avenue,453,1,25
helen keller memorial hospital,1300 south montgomery avenue,454,1,25
helen keller memorial hospital,1300 south montgomery avenue,455,1,25
helen keller memorial hospital,1300 south montgomery avenue,456,1,25
helen keller memorial hospital,1300 south montgomery avenue,457,1,25
helen keller memorial hospital,1300 south montgomery avenue,458,1,25
helen keller memorial hospital,1300 south montgomery avenue,459,1,25
helen keller memorial hospital,1300 south montgomery avenue,460,1,25
helen keller memorial hospital,1300 south montgomery avenue,461,1,25
helen keller memorial hospital,1300 south montgomery avenue,462,1,25
helen keller memorial hospital,1300 south montgomery avenue,463,1,25
helen keller memorial hospital,1300 south montgomery avenue,464,1,25
helen keller memorial hospital,1300 south montgomery avenue,465,1,25
dale medical center,126 hospital ave,466,50,23
dale medical center,126 hospital ave,467,50,23
dale medical center,126 hospital ave,468,50,23
dale medical center,126 hospital ave,469,50,23
dale medical center,126 hospital ave,470,50,23
dale medical center,126 hospital ave,471,50,23
dale medical center,126xhospitalxave,472,51,1
dale medical center,126 hospital ave,473,50,23
dale medical center,126 hospital ave,474,50,23
dale medical center,126 hospital ave,475,50,23
dale medical center,126 hospital ave,476,50,23
dale medical center,126 hospital ave,477,50,23
dale medical center,126 hospital ave,478,50,23
dale medical center,126 hospital ave,479,50,23
dale medical center,126 hospital ave,480,50,23
dale medical center,126 hospital ave,481,50,23
dale medical center,126 hospital ave,482,50,23
dale medical center,126 hospital ave,483,50,23
dale medical center,1x6 hospital ave,484,52,1
dale medical center,126 hospital ave,485,50,23
dale medical center,126 hospital ave,486,50,23
dale medical center,126 hospital ave,487,50,23
dale medical center,126 hospital ave,488,50,23
dale medical center,126 hospital ave,489,50,23
dale medical center,126 hospital ave,490,50,23
cherokee medical center,400 northwood dr,491,53,25
cherokee medical center,400 northwood dr,492,53,25
cherokee medical center,400 northwood dr,493,53,25
cherokee medical center,400 northwood dr,494,53,25
cherokee medical center,400 northwood dr,495,53,25
cherokee medical center,400 northwood dr,496,53,25
cherokee medical center,400 northwood dr,497,53,25
cherokee medical center,400 northwood dr,498,53,25
cherokee medical center,400 northwood dr,499,53,25
cherokee medical center,400 northwood dr,500,53,25
cherokee medical center,400 northwood dr,501,53,25
cherokee medical center,400 northwood dr,502,53,25
cherokee medical center,400 northwood dr,503,53,25
cherokee medical center,400 northwood dr,504,53,25
cherokee medical center,400 northwood dr,505,53,25
cherokee medical center,400 northwood dr,506,53,25
cherokee medical center,400 northwood dr,507,53,25
cherokee medical center,400 northwood dr,508,53,25
cherokee medical center,400 northwood dr,509,53,25
cherokee medical center,400 northwood dr,510,53,25
cherokee medical center,400 northwood dr,511,53,25
cherokee medical center,400 northwood dr,512,53,25
cherokee medical center,400 northwood dr,513,53,25
cherokee medical center,400 northwood dr,514,53,25
cherokee medical center,400 northwood dr,515,53,25
baptist medical center south,2105 east south boulevard,516,54,24
baptist medical center south,2105 east south boulevard,517,54,24
baptist medical center south,2105 east south boulevard,518,54,24
baptist medical center south,2105 east south boulevard,519,54,24
baptist medical center south,2105 east south boulevard,520,54,24
baptist medical center south,2105 east south boulevard,521,54,24
baptist medical center south,2105 east south boulevard,522,54,24
baptist medical center south,2105 east south boulevard,523,54,24
baptist medical center south,2105 east south boulevard,524,54,24
baptist medical center south,2105 east south boulevard,525,54,24
baptist medical center south,2105 east south boulevard,526,54,24
baptist medical center south,2105 east south boulevard,527,54,24
baptist medical center south,2105 east south boulevard,528,54,24
baptist medical center south,2105 east south boulevard,529,54,24
baptist medical center south,2105 east south boulevard,530,54,24
baptist medical center south,2105 east south boulevard,531,54,24
baptist medical cexter south,2105 east south boulevard,532,55,1
baptist medical center south,2105 east south boulevard,533,54,24
baptist medical center south,2105 east south boulevard,534,54,24
baptist medical center south,2105 east south boulevard,535,54,24
baptist medical center south,2105 east south boulevard,536,54,24
baptist medical center south,2105 east south boulevard,537,54,24
baptist medical center south,2105 east south boulevard,538,54,24
baptist medical center south,2105 east south boulevard,539,54,24
baptist medical center south,2105 east south boulevard,540,54,24
jackson hospital & clinic inc,1725 pine street,541,56,24
jackson hospital & clinic inc,1725 pine street,542,56,24
jackson hospital & clinic inc,1725 pine street,543,56,24
jackson hospital & clinic inc,1725 pine street,544,56,24
jackson hospital & clinic inc,1725 pine street,545,56,24
jackson hospital & clinic inc,1725 pine street,546,56,24
jackson hospital & clinic inc,1725 pine street,547,56,24
jackson hospital & clinic inc,1725 pine street,548,56,24
jackson hospital & clinic inc,1725 pine street,549,56,24
jackson hospital & clinic inc,1725 pine street,550,56,24
jackson hospital & clinic inc,1725 pine street,551,56,24
jackson hospital & clinic inc,1725 pine street,552,56,24
jackson hospital & clinic inc,1725 pine street,553,56,24
jackson hospital & clinic inc,1725 pine street,554,56,24
jackson hospital & clinic inc,1725 pine street,555,56,24
jackson hospital & clinic inc,1725 pine street,556,56,24
jackson hospital & clinic inc,1725 pine street,557,56,24
jackson hospital & clinic inc,1725 pine street,558,56,24
jackson hospital & clinic inc,1725 pine street,559,56,24
jaxkson hospital & xlinix inx,1725 pine street,560,57,1
jackson hospital & clinic inc,1725 pine street,561,56,24
jackson hospital & clinic inc,1725 pine street,562,56,24
jackson hospital & clinic inc,1725 pine street,563,56,24
jackson hospital & clinic inc,1725 pine street,564,56,24
jackson hospital & clinic inc,1725 pine street,565,56,24
g h lanier memorial hospital,4800 48th st,566,58,25
g h lanier memorial hospital,4800 48th st,567,58,25
g h lanier memorial hospital,4800 48th st,568,58,25
g h lanier memorial hospital,4800 48th st,569,58,25
g h lanier memorial hospital,4800 48th st,570,58,25
g h lanier memorial hospital,4800 48th st,571,58,25
g h lanier memorial hospital,4800 48th st,572,58,25
g h lanier memorial hospital,4800 48th st,573,58,25
g h lanier memorial hospital,4800 48th st,574,58,25
g h lanier memorial hospital,4800 48th st,575,58,25
g h lanier memorial hospital,4800 48th st,576,58,25
