Address3,CountyName,original_index,unique_index,count
empty,morgan,148,10,26
empty,morgan,149,10,26
empty,morgan,150,10,26
empty,morgan,151,10,26
empty,morgan,152,10,26
empty,morgan,153,10,26
empty,morgan,154,10,26
empty,morgan,155,10,26
empty,morgan,156,10,26
empty,morgan,157,10,26
empty,morgan,158,10,26
empty,morgan,159,10,26
empty,morgan,160,10,26
empty,morgan,161,10,26
empty,morgan,162,10,26
empty,morgan,163,10,26
empty,morgan,164,10,26
empty,morgan,165,10,26
empty,morgan,166,10,26
empty,morgan,167,10,26
empty,morgan,168,10,26
empty,marshall,169,2,49
empty,marshall,170,2,49
empty,marshall,171,2,49
empty,marshall,172,2,49
empty,marshall,173,2,49
empty,marshall,174,2,49
empty,marshall,175,2,49
empty,marshall,176,2,49
empty,marshall,177,2,49
empty,marshall,178,2,49
empty,marshall,179,2,49
empty,marshall,180,2,49
empty,marshall,181,2,49
empty,marshall,182,2,49
empty,marshall,183,2,49
empty,marshall,184,2,49
empty,marshall,185,2,49
empty,marshall,186,2,49
empty,marshall,187,2,49
empty,marshall,188,2,49
empty,marshall,189,2,49
empty,marshall,190,2,49
empty,marshall,191,2,49
empty,marshall,192,2,49
empty,marshall,193,2,49
empty,jefferson,194,0,99
empty,jefferson,195,0,99
empty,jefferson,196,0,99
empty,jefferson,197,0,99
empty,jefferson,198,0,99
empty,jefferson,199,0,99
empty,jefferson,200,0,99
empty,jefferson,201,0,99
empty,jefferson,202,0,99
empty,jefferson,203,0,99
empty,jefferson,204,0,99
empty,jefferson,205,0,99
empty,jefferson,206,0,99
empty,jefferson,207,0,99
empty,jefferson,208,0,99
empty,jefferson,209,0,99
empty,jefferson,210,0,99
empty,jefferson,211,0,99
empty,jefferson,212,0,99
empty,jefferson,213,0,99
empty,jefferson,214,0,99
empty,jefferson,215,0,99
empty,jeffersxn,216,11,1
empty,jefferson,217,0,99
empty,jefferson,218,0,99
empty,de kalb,219,12,21
empty,de kalb,220,12,21
empty,dx kalb,221,13,2
empty,de kalb,222,12,21
empty,xe kalb,223,14,2
empty,de kalb,224,12,21
empty,de kalb,225,12,21
empty,de kalb,226,12,21
empty,dx kalb,227,13,2
empty,de kalb,228,12,21
empty,de kalb,229,12,21
empty,de kalb,230,12,21
empty,de kalb,231,12,21
empty,de kalb,232,12,21
empty,de kalb,233,12,21
empty,de kalb,234,12,21
empty,de kalb,235,12,21
empty,de kalb,236,12,21
empty,de kalb,237,12,21
empty,xe kalb,238,14,2
empty,de kalb,239,12,21
empty,de kalb,240,12,21
empty,de kalb,241,12,21
empty,de kalb,242,12,21
empty,de kalb,243,12,21
empty,clarke,244,15,24
empty,clarke,245,15,24
empty,clarke,246,15,24
empty,clarke,247,15,24
empty,clarke,248,15,24
empty,clarke,249,15,24
empty,clarke,250,15,24
empty,clarke,251,15,24
empty,xlarke,252,16,1
empty,clarke,253,15,24
empty,clarke,254,15,24
empty,clarke,255,15,24
empty,clarke,256,15,24
empty,clarke,257,15,24
empty,clarke,258,15,24
empty,clarke,259,15,24
empty,clarke,260,15,24
empty,clarke,261,15,24
empty,clarke,262,15,24
empty,clarke,263,15,24
empty,clarke,264,15,24
empty,clarke,265,15,24
empty,clarke,266,15,24
empty,clarke,267,15,24
empty,clarke,268,15,24
empty,shelby,269,17,25
empty,shelby,270,17,25
empty,shelby,271,17,25
empty,shelby,272,17,25
empty,shelby,273,17,25
empty,shelby,274,17,25
empty,shelby,275,17,25
empty,shelby,276,17,25
empty,shelby,277,17,25
empty,shelby,278,17,25
empty,shelby,279,17,25
empty,shelby,280,17,25
empty,shelby,281,17,25
empty,shelby,282,17,25
empty,shelby,283,17,25
empty,shelby,284,17,25
empty,shelby,285,17,25
empty,shelby,286,17,25
empty,shelby,287,17,25
empty,shelby,288,17,25
empty,shelby,289,17,25
empty,shelby,290,17,25
empty,shelby,291,17,25
empty,shelby,292,17,25
empty,shelby,293,17,25
empty,jefferson,294,0,99
empty,jefferson,295,0,99
empty,jefferson,296,0,99
empty,jefferson,297,0,99
empty,jefferson,298,0,99
empty,jefferson,299,0,99
empty,jefferson,300,0,99
empty,jefferson,301,0,99
empty,jefferson,302,0,99
empty,jefferson,303,0,99
empty,jefferson,304,0,99
empty,jefferson,305,0,99
empty,jefferson,306,0,99
empty,jefferson,307,0,99
empty,jefferson,308,0,99
empty,jefferson,309,0,99
empty,jefferson,310,0,99
empty,calhoun,311,18,26
empty,calhoxn,312,19,1
empty,calhoun,313,18,26
empty,calhoun,314,18,26
empty,calhoun,315,18,26
empty,calhoun,316,18,26
empty,calhoun,317,18,26
empty,calhoun,318,18,26
empty,calhoun,319,18,26
empty,calhoun,320,18,26
empty,calhoun,321,18,26
empty,calhoun,322,18,26
empty,calhoun,323,18,26
empty,caxhoun,324,20,1
empty,calhoun,325,18,26
empty,calhoun,326,18,26
empty,calhoun,327,18,26
empty,calhoun,328,18,26
empty,calhoun,329,18,26
empty,calhoun,330,18,26
empty,houston,331,1,41
empty,houston,332,1,41
empty,houston,333,1,41
empty,houston,334,1,41
empty,houston,335,1,41
empty,houston,336,1,41
empty,houston,337,1,41
empty,houston,338,1,41
empty,houston,339,1,41
empty,houston,340,1,41
empty,houston,341,1,41
empty,houston,342,1,41
empty,houston,343,1,41
empty,houston,344,1,41
empty,houston,345,1,41
empty,housxon,346,21,1
empty,houston,347,1,41
empty,jefferson,348,0,99
empty,jefferson,349,0,99
empty,jefferson,350,0,99
empty,jefferson,351,0,99
empty,jefferson,352,0,99
empty,morgan,353,10,26
empty,marion,354,22,50
empty,marion,355,22,50
empty,marion,356,22,50
empty,marion,357,22,50
empty,marion,358,22,50
empty,marion,359,22,50
empty,marion,360,22,50
empty,marion,361,22,50
empty,marion,362,22,50
empty,marion,363,22,50
empty,marion,364,22,50
empty,marion,365,22,50
empty,marion,366,22,50
empty,marion,367,22,50
empty,marion,368,22,50
empty,marion,369,22,50
empty,marion,370,22,50
empty,marion,371,22,50
empty,marion,372,22,50
empty,marion,373,22,50
empty,marion,374,22,50
empty,marion,375,22,50
empty,marion,376,22,50
empty,marion,377,22,50
empty,marion,378,22,50
empty,mobile,379,23,13
empty,mobile,380,23,13
empty,mobile,381,23,13
empty,mobile,382,23,13
empty,mobile,383,23,13
empty,mobile,384,23,13
empty,mobile,385,23,13
empty,mobile,386,23,13
empty,mobile,387,23,13
empty,mobile,388,23,13
empty,mobile,389,23,13
empty,mobile,390,23,13
empty,mobile,391,23,13
empty,autauga,392,24,20
empty,autauga,393,24,20
empty,autauga,394,24,20
empty,autauga,395,24,20
empty,autauga,396,24,20
empty,autauga,397,24,20
empty,autauga,398,24,20
empty,autauga,399,24,20
empty,autauga,400,24,20
empty,autauga,401,24,20
empty,autauga,402,24,20
empty,autauga,403,24,20
empty,autauga,404,24,20
empty,autauga,405,24,20
empty,autauga,406,24,20
empty,autauga,407,24,20
empty,autauga,408,24,20
empty,autauga,409,24,20
empty,autauga,410,24,20
empty,autauga,411,24,20
empty,franklin,412,25,2
empty,franklin,413,25,2
empty,talladega,414,26,17
empty,tallaxega,415,27,1
empty,talladega,416,26,17
empty,talladega,417,26,17
empty,talladega,418,26,17
empty,talladega,419,26,17
empty,talladega,420,26,17
empty,talladega,421,26,17
empty,talladega,422,26,17
empty,talladega,423,26,17
empty,talladega,424,26,17
empty,talladega,425,26,17
empty,talladega,426,26,17
empty,talladega,427,26,17
empty,talladega,428,26,17
empty,talladega,429,26,17
empty,talladega,430,26,17
empty,talladega,431,26,17
empty,anchorage,432,28,18
empty,anchorage,433,28,18
empty,anchorage,434,28,18
empty,anchorage,435,28,18
empty,anchorage,436,28,18
empty,anchorage,437,28,18
empty,anchorage,438,28,18
empty,anchorage,439,28,18
empty,anchorage,440,28,18
empty,anchorage,441,28,18
empty,anchorage,442,28,18
empty,anchorage,443,28,18
empty,anchorage,444,28,18
empty,anchorage,445,28,18
empty,anchorage,446,28,18
empty,anchorage,447,28,18
empty,anchorage,448,28,18
empty,anchorage,449,28,18
empty,bethel,450,29,2
empty,bethel,451,29,2
empty,jefferson,452,0,99
empty,jefferson,453,0,99
empty,jefferson,454,0,99
empty,jefferson,455,0,99
empty,jxffxrson,456,30,2
empty,xefferson,457,31,1
empty,jefferson,458,0,99
empty,jefferson,459,0,99
empty,jefferson,460,0,99
empty,jefferson,461,0,99
empty,jefferson,462,0,99
empty,jefferson,463,0,99
empty,jefferson,464,0,99
empty,jexxerson,465,32,2
empty,dale,466,33,25
empty,dale,467,33,25
empty,dale,468,33,25
empty,dale,469,33,25
empty,dale,470,33,25
empty,dale,471,33,25
empty,dale,472,33,25
empty,dale,473,33,25
empty,dale,474,33,25
empty,dale,475,33,25
empty,dale,476,33,25
empty,dale,477,33,25
empty,dale,478,33,25
empty,dale,479,33,25
empty,dale,480,33,25
empty,dale,481,33,25
empty,dale,482,33,25
empty,dale,483,33,25
empty,dale,484,33,25
empty,dale,485,33,25
empty,dale,486,33,25
empty,dale,487,33,25
empty,dale,488,33,25
empty,dale,489,33,25
empty,dale,490,33,25
empty,cherokee,491,34,23
empty,cherokee,492,34,23
empty,cherokee,493,34,23
empty,cherokee,494,34,23
empty,cherokee,495,34,23
empty,cherokee,496,34,23
empty,cherokee,497,34,23
empty,cherokee,498,34,23
empty,cherokee,499,34,23
empty,cherokee,500,34,23
empty,cherokee,501,34,23
empty,chxrokxx,502,35,2
empty,cherokee,503,34,23
empty,cherokee,504,34,23
empty,cherokee,505,34,23
empty,cherokee,506,34,23
empty,cherokee,507,34,23
empty,cherokee,508,34,23
empty,cherokee,509,34,23
empty,cherokee,510,34,23
empty,cherokee,511,34,23
empty,cherokee,512,34,23
empty,chxrokxx,513,35,2
empty,cherokee,514,34,23
empty,cherokee,515,34,23
empty,montgomery,516,36,47
empty,montgomery,517,36,47
empty,montgomery,518,36,47
empty,montgomery,519,36,47
empty,montgomery,520,36,47
empty,montgomery,521,36,47
empty,montgomery,522,36,47
empty,montgomery,523,36,47
empty,montgomery,524,36,47
empty,montgomery,525,36,47
empty,montgomery,526,36,47
empty,monxgomery,527,37,2
empty,montgomery,528,36,47
empty,montgomery,529,36,47
empty,montgomery,530,36,47
empty,montgomery,531,36,47
empty,montgomery,532,36,47
empty,montgomery,533,36,47
empty,montgomery,534,36,47
empty,montgomery,535,36,47
empty,montgomery,536,36,47
empty,montgomery,537,36,47
empty,montgomery,538,36,47
empty,montgomery,539,36,47
empty,montgomexy,540,38,1
empty,montgomery,541,36,47
empty,montgomery,542,36,47
empty,montgomery,543,36,47
empty,montgomery,544,36,47
empty,montgomery,545,36,47
empty,montgomery,546,36,47
empty,montgomery,547,36,47
empty,montgomery,548,36,47
empty,montgomery,549,36,47
empty,montgomery,550,36,47
empty,monxgomery,551,37,2
empty,montgomery,552,36,47
empty,montgomery,553,36,47
empty,montgomery,554,36,47
empty,montgomery,555,36,47
empty,montgomery,556,36,47
empty,montgomery,557,36,47
empty,montgomery,558,36,47
empty,montgomery,559,36,47
empty,montgomery,560,36,47
empty,montgomery,561,36,47
empty,montgomery,562,36,47
empty,montgomery,563,36,47
empty,montgomery,564,36,47
empty,montgomery,565,36,47
empty,chambers,566,39,23
empty,chambers,567,39,23
empty,chambers,568,39,23
empty,chambers,569,39,23
empty,chambers,570,39,23
empty,chambers,571,39,23
empty,chambers,572,39,23
empty,chambers,573,39,23
empty,chambers,574,39,23
empty,chambers,575,39,23
empty,chambers,576,39,23
empty,chambers,577,39,23
empty,xhambers,578,40,1
empty,chambers,579,39,23
empty,chambers,580,39,23
empty,chambers,581,39,23
empty,chambers,582,39,23
empty,chambers,583,39,23
empty,chambers,584,39,23
empty,chambers,585,39,23
empty,chambers,586,39,23
empty,chambers,587,39,23
empty,chambers,588,39,23
empty,chambers,589,39,23
empty,chaxbers,590,41,1
empty,coffee,591,42,48
empty,coffee,592,42,48
empty,coffee,593,42,48
empty,coffee,594,42,48
empty,coffee,595,42,48
empty,coffee,596,42,48
empty,coffee,597,42,48
empty,coffee,598,42,48
empty,coffee,599,42,48
empty,coffee,600,42,48
empty,coffee,601,42,48
empty,coffxx,602,43,1
empty,coffee,603,42,48
empty,coffee,604,42,48
empty,coffee,605,42,48
empty,coffee,606,42,48
empty,coffee,607,42,48
empty,coffee,608,42,48
empty,coffee,609,42,48
empty,coffee,610,42,48
empty,coffee,611,42,48
empty,coffee,612,42,48
empty,coffee,613,42,48
empty,coffee,614,42,48
empty,coffee,615,42,48
empty,lee,616,44,24
empty,lee,617,44,24
empty,lee,618,44,24
empty,lee,619,44,24
empty,lee,620,44,24
empty,lee,621,44,24
empty,lee,622,44,24
empty,lee,623,44,24
empty,lee,624,44,24
empty,lee,625,44,24
empty,lee,626,44,24
empty,lee,627,44,24
empty,lee,628,44,24
empty,lee,629,44,24
empty,lee,630,44,24
empty,lee,631,44,24
empty,lee,632,44,24
empty,xee,633,45,1
empty,lee,634,44,24
empty,lee,635,44,24
empty,lee,636,44,24
empty,lee,637,44,24
empty,lee,638,44,24
empty,lee,639,44,24
empty,lee,640,44,24
empty,randolph,641,46,25
empty,randolph,642,46,25
empty,randolph,643,46,25
empty,randolph,644,46,25
empty,randolph,645,46,25
empty,randolph,646,46,25
empty,randolph,647,46,25
empty,randolph,648,46,25
empty,randolph,649,46,25
empty,randolph,650,46,25
empty,randolph,651,46,25
empty,randolph,652,46,25
empty,randolph,653,46,25
empty,randolph,654,46,25
empty,randolph,655,46,25
empty,randolph,656,46,25
empty,randolph,657,46,25
empty,randolph,658,46,25
empty,randolph,659,46,25
empty,randolph,660,46,25
empty,randolph,661,46,25
empty,randolph,662,46,25
empty,randolph,663,46,25
empty,randolph,664,46,25
empty,randolph,665,46,25
empty,jefferson,666,0,99
empty,jefferson,667,0,99
empty,jefferson,668,0,99
empty,jefferson,669,0,99
empty,jefferson,670,0,99
empty,jefferson,671,0,99
empty,jxffxrson,672,30,2
empty,jefferson,673,0,99
empty,jefferson,674,0,99
empty,jefferson,675,0,99
empty,jefferson,676,0,99
empty,jefferson,677,0,99
empty,jefferson,678,0,99
empty,jefferson,679,0,99
empty,jefferson,680,0,99
empty,jefferson,681,0,99
empty,jefferson,682,0,99
empty,jefferson,683,0,99
empty,jefferson,684,0,99
empty,jefferson,685,0,99
empty,jefferson,686,0,99
empty,jefferson,687,0,99
empty,jefferson,688,0,99
empty,jexxerson,689,32,2
empty,jefferson,690,0,99
empty,elmore,691,47,23
empty,elmoxe,692,48,1
empty,elmore,693,47,23
empty,elmore,694,47,23
empty,elmore,695,47,23
empty,elmore,696,47,23
empty,elmore,697,47,23
empty,elxore,698,49,1
empty,elmore,699,47,23
empty,elmore,700,47,23
empty,elmore,701,47,23
empty,elmore,702,47,23
empty,elmore,703,47,23
empty,elmore,704,47,23
empty,elmore,705,47,23
empty,elmore,706,47,23
empty,elmore,707,47,23
empty,elmore,708,47,23
empty,elmore,709,47,23
empty,elmore,710,47,23
empty,elmore,711,47,23
empty,elmore,712,47,23
empty,elmore,713,47,23
empty,elmore,714,47,23
empty,elmore,715,47,23
empty,cullman,716,50,23
empty,cullman,717,50,23
empty,cullman,718,50,23
empty,cullman,719,50,23
empty,cullman,720,50,23
empty,cullman,721,50,23
empty,cxllman,722,51,2
empty,cullman,723,50,23
empty,cullman,724,50,23
empty,cullman,725,50,23
empty,cullman,726,50,23
empty,cullman,727,50,23
empty,cullman,728,50,23
empty,cullman,729,50,23
empty,cxllman,730,51,2
empty,cullman,731,50,23
empty,cullman,732,50,23
empty,cullman,733,50,23
empty,cullman,734,50,23
empty,cullman,735,50,23
empty,cullman,736,50,23
empty,cullman,737,50,23
empty,cullman,738,50,23
empty,cullman,739,50,23
empty,cullman,740,50,23
empty,covington,741,7,49
empty,covington,742,7,49
empty,covington,743,7,49
empty,covington,744,7,49
empty,covington,745,7,49
empty,covington,746,7,49
empty,covington,747,7,49
empty,covington,748,7,49
empty,covington,749,7,49
empty,covington,750,7,49
empty,covington,751,7,49
empty,coxington,752,52,1
empty,covington,753,7,49
empty,covington,754,7,49
empty,covington,755,7,49
empty,covington,756,7,49
empty,covington,757,7,49
empty,covington,758,7,49
empty,covington,759,7,49
empty,covington,760,7,49
empty,covington,761,7,49
empty,covington,762,7,49
empty,covington,763,7,49
empty,covington,764,7,49
empty,covington,765,7,49
empty,calhoun,766,18,26
empty,calhoun,767,18,26
empty,calhoun,768,18,26
empty,calhoun,769,18,26
empty,calhoun,770,18,26
empty,calhoun,771,18,26
empty,calhoun,772,18,26
empty,calhoun,773,18,26
empty,madison,774,53,26
empty,madison,775,53,26
empty,madison,776,53,26
empty,madison,777,53,26
empty,madison,778,53,26
empty,madison,779,53,26
empty,madison,780,53,26
empty,madison,781,53,26
empty,madison,782,53,26
empty,madison,783,53,26
empty,madison,784,53,26
empty,madisxn,785,54,1
empty,madison,786,53,26
empty,madison,787,53,26
empty,madison,788,53,26
empty,madison,789,53,26
empty,madison,790,53,26
empty,madison,791,53,26
empty,madison,792,53,26
empty,madison,793,53,26
empty,madison,794,53,26
empty,madison,795,53,26
empty,madison,796,53,26
empty,madison,797,53,26
empty,madisox,798,55,1
empty,madison,799,53,26
empty,madison,800,53,26
empty,madison,801,53,26
empty,etowah,802,56,52
empty,etowah,803,56,52
empty,etowah,804,56,52
empty,etowah,805,56,52
empty,etowah,806,56,52
empty,etowah,807,56,52
empty,etowah,808,56,52
empty,etowah,809,56,52
empty,etowah,810,56,52
empty,etowah,811,56,52
empty,etowah,812,56,52
empty,etowah,813,56,52
empty,etowah,814,56,52
empty,etowah,815,56,52
empty,etowah,816,56,52
empty,etowah,817,56,52
empty,etowah,818,56,52
empty,etowah,819,56,52
empty,etowah,820,56,52
empty,etowah,821,56,52
empty,etowah,822,56,52
empty,etowah,823,56,52
empty,etowah,824,56,52
empty,etowah,825,56,52
empty,etowah,826,56,52
empty,chilton,827,57,25
empty,chilton,828,57,25
empty,chilton,829,57,25
empty,chilton,830,57,25
empty,chilton,831,57,25
empty,chilton,832,57,25
empty,chilton,833,57,25
empty,chilton,834,57,25
empty,chilton,835,57,25
empty,chilton,836,57,25
empty,chilton,837,57,25
empty,chilton,838,57,25
empty,chilton,839,57,25
empty,chilton,840,57,25
empty,chilton,841,57,25
empty,chilton,842,57,25
empty,chilton,843,57,25
empty,chilton,844,57,25
empty,chilton,845,57,25
empty,chilton,846,57,25
empty,chilton,847,57,25
empty,chilton,848,57,25
empty,chilton,849,57,25
empty,chilton,850,57,25
empty,chilton,851,57,25
empty,marion,852,22,50
empty,marion,853,22,50
empty,marion,854,22,50
empty,marion,855,22,50
empty,marion,856,22,50
empty,marion,857,22,50
empty,marion,858,22,50
empty,marion,859,22,50
empty,marion,860,22,50
empty,marion,861,22,50
empty,marion,862,22,50
empty,marion,863,22,50
empty,marion,864,22,50
empty,marion,865,22,50
empty,marion,866,22,50
empty,marion,867,22,50
empty,marion,868,22,50
empty,marion,869,22,50
empty,marion,870,22,50
empty,marion,871,22,50
empty,marion,872,22,50
empty,marion,873,22,50
empty,marion,874,22,50
empty,marion,875,22,50
empty,marion,876,22,50
empty,fayette,877,58,24
empty,fayette,878,58,24
empty,fayette,879,58,24
empty,fayette,880,58,24
empty,fayette,881,58,24
empty,fayette,882,58,24
empty,fayette,883,58,24
empty,fayette,884,58,24
empty,fayette,885,58,24
empty,fayette,886,58,24
empty,fayette,887,58,24
empty,fayette,888,58,24
empty,fayette,889,58,24
empty,fayette,890,58,24
empty,fayette,891,58,24
empty,fayette,892,58,24
empty,fayette,893,58,24
empty,fayette,894,58,24
empty,fayexxe,895,59,1
empty,fayette,896,58,24
empty,fayette,897,58,24
empty,fayette,898,58,24
empty,fayette,899,58,24
empty,fayette,900,58,24
empty,fayette,901,58,24
empty,etowah,902,56,52
empty,etowah,903,56,52
empty,etowah,904,56,52
empty,etowah,905,56,52
empty,etowah,906,56,52
empty,etowah,907,56,52
empty,etowah,908,56,52
empty,etowah,909,56,52
empty,etowah,910,56,52
empty,etowah,911,56,52
empty,etowah,912,56,52
empty,etowah,913,56,52
empty,etowah,914,56,52
empty,etowah,915,56,52
empty,etowah,916,56,52
empty,etowxh,917,60,1
empty,etowah,918,56,52
empty,etowah,919,56,52
empty,etowah,920,56,52
empty,etowah,921,56,52
empty,etowah,922,56,52
empty,etowah,923,56,52
empty,etowah,924,56,52
empty,etowah,925,56,52
empty,etowah,926,56,52
empty,etowah,927,56,52
empty,etowah,928,56,52
empty,etowah,929,56,52
empty,butler,930,61,24
empty,butler,931,61,24
empty,butler,932,61,24
empty,butler,933,61,24
empty,butler,934,61,24
empty,butler,935,61,24
empty,butler,936,61,24
empty,butler,937,61,24
empty,butler,938,61,24
empty,butler,939,61,24
empty,butler,940,61,24
empty,butler,941,61,24
empty,butler,942,61,24
empty,butxer,943,62,1
empty,butler,944,61,24
empty,butler,945,61,24
empty,butler,946,61,24
empty,butler,947,61,24
empty,butler,948,61,24
empty,butler,949,61,24
empty,butler,950,61,24
empty,butler,951,61,24
empty,butler,952,61,24
empty,butler,953,61,24
empty,butler,954,61,24
empty,coffee,955,42,48
empty,coffee,956,42,48
empty,coffee,957,42,48
empty,coffee,958,42,48
empty,coffee,959,42,48
empty,coffee,960,42,48
empty,coffee,961,42,48
empty,coffee,962,42,48
empty,coffee,963,42,48
empty,coffee,964,42,48
empty,coffee,965,42,48
empty,cxffee,966,63,1
empty,coffee,967,42,48
empty,coffee,968,42,48
empty,coffee,969,42,48
empty,coffee,970,42,48
empty,coffee,971,42,48
empty,coffee,972,42,48
empty,coffee,973,42,48
empty,coffee,974,42,48
empty,coffee,975,42,48
empty,coffee,976,42,48
empty,coffee,977,42,48
empty,coffee,978,42,48
empty,coffee,979,42,48
empty,blount,980,64,20
empty,blount,981,64,20
empty,blount,982,64,20
empty,blount,983,64,20
empty,blount,984,64,20
empty,blount,985,64,20
empty,blount,986,64,20
empty,blount,987,64,20
empty,blount,988,64,20
empty,blount,989,64,20
empty,blount,990,64,20
empty,blount,991,64,20
empty,blount,992,64,20
empty,blount,993,64,20
empty,blount,994,64,20
empty,blount,995,64,20
empty,blount,996,64,20
empty,blount,997,64,20
empty,blount,998,64,20
empty,blount,999,64,20
