city,state,original_index,unique_index,count
Austin,TX,156,39,25.0
Austin,TX,157,39,25.0
Austin,TX,158,39,25.0
Austin,TX,159,39,25.0
Austin,TX,160,39,25.0
Boulder,CO,161,31,38.0
Boulder,CO,162,31,38.0
Boulder,CO,163,31,38.0
Boulder,CO,164,31,38.0
Boulder,CO,165,31,38.0
Boulder,CO,166,31,38.0
Fuquay-Varina,NC,167,40,6.0
Fuquay-Varina,NC,168,40,6.0
Fuquay-Varina,NC,169,40,6.0
Fuquay-Varina,NC,170,40,6.0
Fuquay-Varina,NC,171,40,6.0
Fuquay-Varina,NC,172,40,6.0
Bloomfield,CT,173,41,6.0
Bloomfield,CT,174,41,6.0
Bloomfield,CT,175,41,6.0
Bloomfield,CT,176,41,6.0
Bloomfield,CT,177,41,6.0
Gadsden,AL,178,42,2.0
Gadsden,AL,179,42,2.0
Yakima,WA,180,43,2.0
Yakima,WA,181,43,2.0
San Diego,CA,182,44,39.0
San Diego CA,,183,45,
San Diego,CA,184,44,39.0
San Diego,CA,185,44,39.0
San Diego,CA,186,44,39.0
San Diego,CA,187,44,39.0
Williamsburg,MA,188,46,3.0
Williamsburg,MA,189,46,3.0
Williamsburg,MA,190,46,3.0
Granger,IN,191,47,1.0
Tucson,AZ,192,48,3.0
Tucson,AZ,193,48,3.0
Portland,OR,194,15,47.0
Portland,OR,195,15,47.0
Portland,OR,196,15,47.0
Portland,OR,197,15,47.0
Portland,OR,198,15,47.0
Minneapolis,MN,199,49,16.0
Minneapolis,MN,200,49,16.0
Minneapolis,MN,201,49,16.0
Minneapolis,MN,202,49,16.0
Lewiston,ME,203,50,9.0
Lewiston,ME,204,50,9.0
Lewiston,ME,205,50,9.0
Lewiston,ME,206,50,9.0
Lewiston,ME,207,50,9.0
Lewiston,ME,208,50,9.0
Lewiston,ME,209,50,9.0
Lewiston,ME,210,50,9.0
Lewiston,ME,211,50,9.0
Virginia Beach,VA,212,51,1.0
Lowell,MA,213,52,4.0
Lowell,MA,214,52,4.0
Lowell,MA,215,52,4.0
Lowell,MA,216,52,4.0
Kalamazoo,MI,217,53,7.0
Kalamazoo,MI,218,53,7.0
Kalamazoo,MI,219,53,7.0
Kalamazoo,MI,220,53,7.0
Kalamazoo,MI,221,53,7.0
Kalamazoo,MI,222,53,7.0
Roseville,MN,223,54,3.0
Roseville,MN,224,54,3.0
Roseville,MN,225,54,3.0
Duluth,MN,226,55,5.0
Duluth,MN,227,55,5.0
Duluth,MN,228,55,5.0
Duluth,MN,229,55,5.0
Duluth MN,,230,56,
Duluth,MN,231,55,5.0
South Deerfield,MA,232,57,2.0
South Deerfield,MA,233,57,2.0
Alpine,TX,234,58,5.0
Alpine,TX,235,58,5.0
Alpine,TX,236,58,5.0
Alpine,TX,237,58,5.0
Alpine,TX,238,58,5.0
Broomfield,CO,239,59,4.0
Broomfield,CO,240,59,4.0
Broomfield,CO,241,59,4.0
Broomfield,CO,242,59,4.0
Sheffield,MA,243,60,3.0
Sheffield,MA,244,60,3.0
Sheffield,MA,245,60,3.0
Holland,MI,246,61,2.0
Holland,MI,247,61,2.0
Murphysboro,IL,248,62,2.0
Murphysboro,IL,249,62,2.0
Chattanooga,TN,250,63,2.0
Chattanooga,TN,251,63,2.0
Missoula,MT,252,64,18.0
Missoula,MT,253,64,18.0
Missoula,MT,254,64,18.0
Missoula,MT,255,64,18.0
Missoula,MT,256,64,18.0
Missoula,MT,257,64,18.0
Missoula,MT,258,64,18.0
Missoula,MT,259,64,18.0
Missoula,MT,260,64,18.0
Missoula,MT,261,64,18.0
Missoula,MT,262,64,18.0
Missoula,MT,263,64,18.0
Odessa,FL,264,65,2.0
Odessa,FL,265,65,2.0
Vadnais Heights,MN,266,66,5.0
Vadnais Heights,MN,267,66,5.0
Vadnais Heights,MN,268,66,5.0
Vadnais Heights,MN,269,66,5.0
Vadnais Heights,MN,270,66,5.0
Charlotte,NC,271,67,7.0
Hamilton,MT,272,68,3.0
Hamilton,MT,273,68,3.0
Hamilton,MT,274,68,3.0
Indianapolis,IN,275,69,39.0
Temecula,CA,276,70,5.0
Temecula,CA,277,70,5.0
Temecula,CA,278,70,5.0
Temecula,CA,279,70,5.0
Denver,CO,280,71,37.0
Denver,CO,281,71,37.0
Denver,CO,282,71,37.0
Denver,CO,283,71,37.0
Sheridan,WY,284,72,6.0
Sheridan,WY,285,72,6.0
Marquette,MA,286,73,1.0
Marquette,MI,287,74,6.0
Marquette,MI,288,74,6.0
Marquette,MI,289,74,6.0
Marquette,MI,290,74,6.0
Marquette,MI,291,74,6.0
Marquette,MI,292,74,6.0
Lincoln,NE,293,75,15.0
Lincoln,NE,294,75,15.0
Lincoln,NE,295,75,15.0
Lincoln,NE,296,75,15.0
Lincoln,NE,297,75,15.0
Lincoln,NE,298,75,15.0
Lincoln,NE,299,75,15.0
Lincoln,NE,300,75,15.0
Lincoln,NE,301,75,15.0
Lincoln,NE,302,75,15.0
Lincoln,NE,303,75,15.0
Lincoln,NE,304,75,15.0
Lincoln,NE,305,75,15.0
Lincoln,NE,306,75,15.0
Eugene,OR,307,76,6.0
Eugene,OR,308,76,6.0
Canton MA,,309,77,
Afton VA,,310,78,
Afton,VA,311,79,3.0
Afton,VA,312,79,3.0
Afton,VA,313,79,3.0
Arrington,VA,314,80,1.0
Austin,TX,315,39,25.0
Austin,TX,316,39,25.0
Austin,TX,317,39,25.0
Austin,TX,318,39,25.0
Patchogue,NY,319,81,4.0
Patchogue,NY,320,81,4.0
Patchogue,NY,321,81,4.0
Patchogue,NY,322,81,4.0
Midvale,UT,323,82,5.0
Midvale,UT,324,82,5.0
Midvale,UT,325,82,5.0
Midvale,UT,326,82,5.0
Midvale,UT,327,82,5.0
Jacksonville,FL,328,83,7.0
Jacksonville,FL,329,83,7.0
Jacksonville,FL,330,83,7.0
Ridgefield Park,NJ,331,84,2.0
Ridgefield Park,NJ,332,84,2.0
New York,NY,333,85,3.0
New York,NY,334,85,3.0
Eagle,CO,335,86,18.0
Eagle,CO,336,86,18.0
Eagle,CO,337,86,18.0
Eagle,CO,338,86,18.0
Eagle,CO,339,86,18.0
Eagle,CO,340,86,18.0
Eagle,CO,341,86,18.0
Eagle,CO,342,86,18.0
Eagle,CO,343,86,18.0
Eagle,CO,344,86,18.0
Eagle,CO,345,86,18.0
Eagle,CO,346,86,18.0
Eagle,CO,347,86,18.0
Eagle,CO,348,86,18.0
Eagle,CO,349,86,18.0
Eagle,CO,350,86,18.0
Eagle,CO,351,86,18.0
Eagle CO,,352,87,
Eagle,CO,353,86,18.0
Tucson,AZ,354,48,3.0
Boston,MA,355,88,20.0
Boston,MA,356,88,20.0
Boston,MA,357,88,20.0
Boston,MA,358,88,20.0
Boston,MA,359,88,20.0
Boston,MA,360,88,20.0
Boston,MA,361,88,20.0
Boston,MA,362,88,20.0
Boston,MA,363,88,20.0
Boulder,CO,364,31,38.0
Boulder,CO,365,31,38.0
Boulder,CO,366,31,38.0
Kansas City,MO,367,89,1.0
West Chester,PA,368,90,3.0
West Chester,PA,369,90,3.0
West Chester,PA,370,90,3.0
Bozeman,MT,371,91,5.0
Bozeman,MT,372,91,5.0
Bozeman,MT,373,91,5.0
Bozeman,MT,374,91,5.0
Bozeman,MT,375,91,5.0
San Antonio,TX,376,92,16.0
Portland,OR,377,15,47.0
Denver,CO,378,71,37.0
Denver,CO,379,71,37.0
Denver,CO,380,71,37.0
Denver CO,,381,93,
Tampa,FL,382,94,30.0
Tampa,FL,383,94,30.0
Tampa,FL,384,94,30.0
Tampa,FL,385,94,30.0
Plainfield IN,,386,95,
Traverse City,MI,387,96,5.0
Grand Rapids,MI,388,97,65.0
Grand Rapids,MI,389,97,65.0
Grand Rapids,MI,390,97,65.0
Grand Rapids,MI,391,97,65.0
Grand Rapids,MI,392,97,65.0
Grand Rapids,MI,393,97,65.0
Grand Rapids,MI,394,97,65.0
Grand Rapids,MI,395,97,65.0
Grand Rapids,MI,396,97,65.0
Grand Rapids,MI,397,97,65.0
Grand Rapids,MI,398,97,65.0
Grand Rapids,MI,399,97,65.0
Grand Rapids,MI,400,97,65.0
Grand Rapids,MI,401,97,65.0
Grand Rapids,MI,402,97,65.0
Grand Rapids,MI,403,97,65.0
Grand Rapids,MI,404,97,65.0
Grand Rapids,MI,405,97,65.0
Grand Rapids,MI,406,97,65.0
Grand Rapids,MI,407,97,65.0
Grand Rapids,MI,408,97,65.0
Grand Rapids,MI,409,97,65.0
Grand Rapids MI,,410,98,
Grand Rapids,MI,411,97,65.0
Grand Rapids,MI,412,97,65.0
Grand Rapids,MI,413,97,65.0
Grand Rapids,MI,414,97,65.0
Grand Rapids,MI,415,97,65.0
Grand Rapids,MI,416,97,65.0
Grand Rapids,MI,417,97,65.0
Grand Rapids,MI,418,97,65.0
Grand Rapids,MI,419,97,65.0
Grand Rapids,MI,420,97,65.0
Grand Rapids,MI,421,97,65.0
Grand Rapids,MI,422,97,65.0
Grand Rapids,MI,423,97,65.0
Grand Rapids,MI,424,97,65.0
Grand Rapids,MI,425,97,65.0
Grand Rapids,MI,426,97,65.0
Grand Rapids,MI,427,97,65.0
Grand Rapids,MI,428,97,65.0
Grand Rapids,MI,429,97,65.0
Grand Rapids,MI,430,97,65.0
Grand Rapids,MI,431,97,65.0
Grand Rapids,MI,432,97,65.0
Grand Rapids,MI,433,97,65.0
Grand Rapids,MI,434,97,65.0
Grand Rapids,MI,435,97,65.0
Grand Rapids,MI,436,97,65.0
Grand Rapids,MI,437,97,65.0
Grand Rapids,MI,438,97,65.0
Grand Rapids,MI,439,97,65.0
Grand Rapids,MI,440,97,65.0
Grand Rapids,MI,441,97,65.0
Grand Rapids,MI,442,97,65.0
Grand Rapids,MI,443,97,65.0
Grand Rapids,MI,444,97,65.0
Grand Rapids,MI,445,97,65.0
Grand Rapids,MI,446,97,65.0
Grand Rapids,MI,447,97,65.0
Grand Rapids,MI,448,97,65.0
Grand Rapids,MI,449,97,65.0
Tampa Bay,FL,450,99,1.0
Tampa Bay FL,,451,100,
East Windsor,CT,452,101,1.0
Anchorage,AK,453,102,15.0
Anchorage,AK,454,102,15.0
Anchorage,AK,455,102,15.0
Anchorage,AK,456,102,15.0
Brooklyn,NY,457,103,34.0
Brooklyn,NY,458,103,34.0
Brooklyn,NY,459,103,34.0
Brooklyn,NY,460,103,34.0
Brooklyn NY,,461,104,
Brooklyn,NY,462,103,34.0
Reno,NV,463,105,6.0
Reno,NV,464,105,6.0
Reno,NV,465,105,6.0
Reno NV,,466,106,
Reno,NV,467,105,6.0
Reno,NV,468,105,6.0
Reno,NV,469,105,6.0
Cleveland,OH,470,107,3.0
Lyons,IL,471,108,1.0
Houston TX,,472,109,
Houston,TX,473,110,11.0
Houston,TX,474,110,11.0
Michigan City,IN,475,111,11.0
Michigan City,IN,476,111,11.0
Michigan City,IN,477,111,11.0
Michigan City,IN,478,111,11.0
Michigan City,IN,479,111,11.0
Michigan City,IN,480,111,11.0
Michigan City,IN,481,111,11.0
Michigan City,IN,482,111,11.0
Michigan City,IN,483,111,11.0
Michigan City,IN,484,111,11.0
Michigan City,IN,485,111,11.0
Portland,OR,486,15,47.0
Carlsbad,CA,487,112,4.0
Garrattsville,NY,488,113,4.0
Garrattsville,NY,489,113,4.0
Garrattsville,NY,490,113,4.0
Garrattsville,NY,491,113,4.0
Charleston,SC,492,114,6.0
Charleston,SC,493,114,6.0
Charleston,SC,494,114,6.0
Charleston,SC,495,114,6.0
Charleston,SC,496,114,6.0
Charleston,SC,497,114,6.0
Oklahoma City,OK,498,24,8.0
Oklahoma City,OK,499,24,8.0
Oklahoma City OK,,500,115,
Oklahoma City,OK,501,24,8.0
Oklahoma City,OK,502,24,8.0
Oklahoma City,OK,503,24,8.0
Ashland,OR,504,116,13.0
Ashland,OR,505,116,13.0
Ashland,OR,506,116,13.0
Ashland,OR,507,116,13.0
Ashland OR,,508,117,
Ashland,OR,509,116,13.0
Ashland,OR,510,116,13.0
Ashland,OR,511,116,13.0
Ashland,OR,512,116,13.0
Ashland,OR,513,116,13.0
Ashland,OR,514,116,13.0
Ashland,OR,515,116,13.0
Ashland,OR,516,116,13.0
Ashland,OR,517,116,13.0
Cambridge MA,,518,118,
Cambridge,MA,519,119,1.0
Charlotte,NC,520,67,7.0
Charlotte,NC,521,67,7.0
Charlotte,NC,522,67,7.0
Charlotte,NC,523,67,7.0
Gloucester,MA,524,120,4.0
Gloucester,MA,525,120,4.0
Gloucester,MA,526,120,4.0
Gloucester,MA,527,120,4.0
Gloucester MA,,528,121,
Hyannis,MA,529,122,2.0
Hyannis,MA,530,122,2.0
Middleton,WI,531,123,11.0
Middleton,WI,532,123,11.0
Middleton,WI,533,123,11.0
Middleton,WI,534,123,11.0
Middleton,WI,535,123,11.0
Middleton,WI,536,123,11.0
Middleton,WI,537,123,11.0
Middleton,WI,538,123,11.0
Middleton,WI,539,123,11.0
Middleton,WI,540,123,11.0
Middleton,WI,541,123,11.0
Mooresville NC,,542,124,
Mooresville NC,,543,124,
Mooresville,NC,544,125,1.0
Pittsboro,NC,545,126,3.0
Pittsboro,NC,546,126,3.0
Pittsboro,NC,547,126,3.0
Atlantic Highlands,NJ,548,127,3.0
Atlantic Highlands,NJ,549,127,3.0
Atlantic Highlands NJ,,550,128,
Atlantic Highlands,NJ,551,127,3.0
Portland,OR,552,15,47.0
Portland,OR,553,15,47.0
Morganton,NC,554,129,9.0
Morganton,NC,555,129,9.0
Morganton,NC,556,129,9.0
Morganton,NC,557,129,9.0
Morganton,NC,558,129,9.0
Morganton,NC,559,129,9.0
Morganton,NC,560,129,9.0
Port Clinton,OH,561,130,2.0
Port Clinton,OH,562,130,2.0
Morganton,NC,563,129,9.0
Morganton,NC,564,129,9.0
Seven Points,TX,565,131,6.0
Seven Points,TX,566,131,6.0
Seven Points,TX,567,131,6.0
Seven Points,TX,568,131,6.0
Seven Points,TX,569,131,6.0
Seven Points,TX,570,131,6.0
Edwards,CO,571,132,10.0
Edwards CO,,572,133,
Ashland,VA,573,134,4.0
Ashland,VA,574,134,4.0
Ashland,VA,575,134,4.0
Ashland,VA,576,134,4.0
San Luis Obispo,CA,577,135,3.0
San Luis Obispo CA,,578,136,
San Luis Obispo,CA,579,135,3.0
San Luis Obispo,CA,580,135,3.0
Charlottesville,VA,581,137,5.0
Charlottesville,VA,582,137,5.0
Charlottesville,VA,583,137,5.0
Charlottesville VA,,584,138,
Angola,IN,585,139,3.0
Angola,IN,586,139,3.0
Angola,IN,587,139,3.0
Angola IN,,588,140,
Chatham,NY,589,141,2.0
Chatham,NY,590,141,2.0
Cheboygan,MI,591,142,3.0
Cheboygan,MI,592,142,3.0
Cheboygan,MI,593,142,3.0
Cincinnati,OH,594,23,19.0
Seattle,WA,595,143,35.0
Stevens Point,WI,596,144,29.0
Stevens Point,WI,597,144,29.0
Tampa,FL,598,94,30.0
Tampa,FL,599,94,30.0
Tampa,FL,600,94,30.0
Tampa,FL,601,94,30.0
Tampa,FL,602,94,30.0
Tampa,FL,603,94,30.0
Tampa,FL,604,94,30.0
Tampa,FL,605,94,30.0
Tampa,FL,606,94,30.0
Tampa,FL,607,94,30.0
Tampa,FL,608,94,30.0
Tampa,FL,609,94,30.0
Tampa,FL,610,94,30.0
Tampa,FL,611,94,30.0
Tampa,FL,612,94,30.0
Tampa,FL,613,94,30.0
Tampa,FL,614,94,30.0
Tampa,FL,615,94,30.0
Tampa,FL,616,94,30.0
Tampa FL,,617,145,
Tampa,FL,618,94,30.0
Tampa,FL,619,94,30.0
Tampa,FL,620,94,30.0
Tampa,FL,621,94,30.0
Tampa,FL,622,94,30.0
Nantucket,MA,623,146,7.0
Nantucket,MA,624,146,7.0
Nantucket,MA,625,146,7.0
Nantucket,MA,626,146,7.0
Nantucket,MA,627,146,7.0
Nantucket,MA,628,146,7.0
Nantucket,MA,629,146,7.0
Claremont,CA,630,147,1.0
Portland,OR,631,15,47.0
Portland,OR,632,15,47.0
Savannah,GA,633,148,2.0
Savannah,GA,634,148,2.0
Newport,RI,635,149,4.0
Newport,RI,636,149,4.0
Newport,RI,637,149,4.0
Newport,RI,638,149,4.0
Lake Havasu City,AZ,639,150,6.0
Des Moines,IA,640,151,2.0
Des Moines,IA,641,151,2.0
Des Moines IA,,642,152,
Springdale,AR,643,153,3.0
Springdale,AR,644,153,3.0
Springdale,AR,645,153,3.0
Springdale AR,,646,154,
Pawcatuck,CT,647,155,1.0
Covington,LA,648,156,1.0
Greeley,CO,649,157,3.0
Greeley,CO,650,157,3.0
Greeley,CO,651,157,3.0
Edwards,CO,652,132,10.0
Edwards,CO,653,132,10.0
Edwards,CO,654,132,10.0
Edwards,CO,655,132,10.0
Edwards,CO,656,132,10.0
Edwards,CO,657,132,10.0
Edwards,CO,658,132,10.0
Edwards,CO,659,132,10.0
Athens,GA,660,158,2.0
Athens,GA,661,158,2.0
Garden City,ID,662,159,8.0
Garden City,ID,663,159,8.0
Garden City,ID,664,159,8.0
Spearfish,SD,665,160,7.0
Spearfish,SD,666,160,7.0
Spearfish,SD,667,160,7.0
Spearfish,SD,668,160,7.0
Spearfish,SD,669,160,7.0
Spearfish,SD,670,160,7.0
Spearfish,SD,671,160,7.0
Boulder,CO,672,31,38.0
Boulder,CO,673,31,38.0
Avon,IN,674,161,4.0
Avon,IN,675,161,4.0
Avon,IN,676,161,4.0
Avon,IN,677,161,4.0
Portland,ME,678,162,10.0
Portland,ME,679,162,10.0
Washington,DC,680,163,8.0
Washington,DC,681,163,8.0
Washington,DC,682,163,8.0
Washington,DC,683,163,8.0
Washington,DC,684,163,8.0
Washington,DC,685,163,8.0
Washington,DC,686,163,8.0
Washington,DC,687,163,8.0
Aurora,CO,688,164,6.0
Aurora,CO,689,164,6.0
Shelbyville,IN,690,165,1.0
Wilson,WI,691,166,1.0
Diamond Springs,CA,692,167,2.0
Diamond Springs,CA,693,167,2.0
Tulsa,OK,694,168,1.0
Dallas,TX,695,169,11.0
Dallas,TX,696,169,11.0
Dallas,TX,697,169,11.0
Dallas,TX,698,169,11.0
Dallas,TX,699,169,11.0
Dallas,TX,700,169,11.0
Dallas,TX,701,169,11.0
Dallas,TX,702,169,11.0
Dallas,TX,703,169,11.0
Hays,KS,704,170,2.0
Hays,KS,705,170,2.0
Talkeetna,AK,706,171,4.0
Talkeetna,AK,707,171,4.0
Talkeetna,AK,708,171,4.0
Talkeetna,AK,709,171,4.0
Denver,CO,710,71,37.0
Denver,CO,711,71,37.0
Bend,OR,712,0,11.0
Bloomington,IL,713,172,5.0
Bloomington,IL,714,172,5.0
Bloomington IL,,715,173,
Bloomington IL,,716,173,
Bloomington,IL,717,172,5.0
Bloomington,IL,718,172,5.0
Bloomington,IL,719,172,5.0
Lexington,VA,720,174,2.0
Lexington,VA,721,174,2.0
Belmont,CA,722,175,3.0
Belmont CA,,723,176,
Belmont,CA,724,175,3.0
Belmont,CA,725,175,3.0
Centralia,WA,726,177,1.0
Woodinville,WA,727,178,4.0
Philadelphia,PA,728,179,10.0
Dolores,CO,729,180,6.0
Dolores,CO,730,180,6.0
Dolores,CO,731,180,6.0
Dolores,CO,732,180,6.0
Dolores,CO,733,180,6.0
Dolores,CO,734,180,6.0
Leominster,MA,735,181,2.0
Leominster,MA,736,181,2.0
Aurora,CO,737,164,6.0
Aurora,CO,738,164,6.0
Aurora,CO,739,164,6.0
Aurora,CO,740,164,6.0
Boynton Beach,FL,741,182,1.0
Rochester,NY,742,183,1.0
Buena Vista,CO,743,184,7.0
Buena Vista,CO,744,184,7.0
Buena Vista,CO,745,184,7.0
Buena Vista,CO,746,184,7.0
Buena Vista,CO,747,184,7.0
Buena Vista,CO,748,184,7.0
Buena Vista,CO,749,184,7.0
Columbus,OH,750,185,10.0
Seattle,WA,751,143,35.0
Jacksonville Beach,FL,752,186,1.0
Tacoma,WA,753,187,3.0
Denver,CO,754,71,37.0
Denver,CO,755,71,37.0
Denver,CO,756,71,37.0
Denver,CO,757,71,37.0
White Salmon,WA,758,188,2.0
White Salmon,WA,759,188,2.0
Mishawaka,IN,760,189,6.0
Mishawaka,IN,761,189,6.0
Mishawaka,IN,762,189,6.0
Mishawaka,IN,763,189,6.0
Mishawaka,IN,764,189,6.0
Mishawaka,IN,765,189,6.0
Brooklyn,NY,766,103,34.0
Brooklyn,NY,767,103,34.0
Brooklyn,NY,768,103,34.0
Brooklyn,NY,769,103,34.0
Brooklyn,NY,770,103,34.0
Fargo,ND,771,190,3.0
Fargo,ND,772,190,3.0
Fargo,ND,773,190,3.0
Middleburg Heights,OH,774,191,2.0
Middleburg Heights,OH,775,191,2.0
Boulder,CO,776,31,38.0
Boulder,CO,777,31,38.0
Boulder,CO,778,31,38.0
Boulder CO,,779,192,
Boulder,CO,780,31,38.0
Estacada,OR,781,193,6.0
Estacada,OR,782,193,6.0
Estacada,OR,783,193,6.0
Estacada,OR,784,193,6.0
Estacada,OR,785,193,6.0
Estacada,OR,786,193,6.0
Shelburne,VT,787,194,4.0
Shelburne,VT,788,194,4.0
Shelburne,VT,789,194,4.0
Shelburne,VT,790,194,4.0
Buellton,CA,791,195,2.0
Buellton,CA,792,195,2.0
Buellton CA,,793,196,
Chicago,IL,794,197,52.0
Chicago,IL,795,197,52.0
Chicago,IL,796,197,52.0
Chicago,IL,797,197,52.0
Chicago,IL,798,197,52.0
Chicago,IL,799,197,52.0
Chicago,IL,800,197,52.0
Chicago,IL,801,197,52.0
Chicago,IL,802,197,52.0
Chicago,IL,803,197,52.0
Paso Robles,CA,804,198,4.0
Paso Robles CA,,805,199,
Paso Robles,CA,806,198,4.0
Paso Robles,CA,807,198,4.0
Paso Robles,CA,808,198,4.0
Indianapolis,IN,809,69,39.0
Indianapolis,IN,810,69,39.0
Indianapolis,IN,811,69,39.0
Smithton,PA,812,200,1.0
Lombard,IL,813,201,1.0
Frederick,MD,814,202,2.0
Frederick,MD,815,202,2.0
Troutville,VA,816,203,2.0
Troutville,VA,817,203,2.0
Pawtucket,RI,818,204,4.0
Pawtucket,RI,819,204,4.0
Pawtucket,RI,820,204,4.0
Pawtucket,RI,821,204,4.0
Cherry Hill,NJ,822,205,2.0
Cherry Hill,NJ,823,205,2.0
Astoria,OR,824,36,16.0
Astoria,OR,825,36,16.0
Astoria,OR,826,36,16.0
Astoria,OR,827,36,16.0
Astoria,OR,828,36,16.0
Astoria,OR,829,36,16.0
Astoria,OR,830,36,16.0
Astoria,OR,831,36,16.0
Astoria,OR,832,36,16.0
Astoria,OR,833,36,16.0
Astoria,OR,834,36,16.0
Astoria,OR,835,36,16.0
Latrobe PA,,836,206,
San Francisco,CA,837,3,31.0
San Francisco,CA,838,3,31.0
San Francisco,CA,839,3,31.0
