State,original_index,unique_index,count
al,602,0,954
al,603,0,954
al,604,0,954
al,605,0,954
al,606,0,954
al,607,0,954
al,608,0,954
al,609,0,954
al,610,0,954
al,611,0,954
al,612,0,954
al,613,0,954
al,614,0,954
al,615,0,954
al,616,0,954
al,617,0,954
al,618,0,954
al,619,0,954
al,620,0,954
al,621,0,954
al,622,0,954
al,623,0,954
al,624,0,954
al,625,0,954
al,626,0,954
al,627,0,954
al,628,0,954
al,629,0,954
al,630,0,954
al,631,0,954
al,632,0,954
al,633,0,954
al,634,0,954
al,635,0,954
al,636,0,954
al,637,0,954
al,638,0,954
al,639,0,954
al,640,0,954
al,641,0,954
al,642,0,954
al,643,0,954
al,644,0,954
al,645,0,954
al,646,0,954
al,647,0,954
al,648,0,954
al,649,0,954
al,650,0,954
al,651,0,954
al,652,0,954
al,653,0,954
al,654,0,954
al,655,0,954
al,656,0,954
al,657,0,954
al,658,0,954
al,659,0,954
al,660,0,954
al,661,0,954
al,662,0,954
al,663,0,954
al,664,0,954
al,665,0,954
al,666,0,954
al,667,0,954
al,668,0,954
al,669,0,954
al,670,0,954
al,671,0,954
al,672,0,954
al,673,0,954
al,674,0,954
al,675,0,954
al,676,0,954
al,677,0,954
al,678,0,954
al,679,0,954
al,680,0,954
al,681,0,954
al,682,0,954
al,683,0,954
al,684,0,954
al,685,0,954
al,686,0,954
al,687,0,954
al,688,0,954
al,689,0,954
al,690,0,954
al,691,0,954
al,692,0,954
al,693,0,954
al,694,0,954
al,695,0,954
al,696,0,954
al,697,0,954
al,698,0,954
al,699,0,954
al,700,0,954
xl,701,1,16
al,702,0,954
al,703,0,954
al,704,0,954
al,705,0,954
al,706,0,954
al,707,0,954
al,708,0,954
al,709,0,954
al,710,0,954
al,711,0,954
al,712,0,954
al,713,0,954
al,714,0,954
al,715,0,954
al,716,0,954
al,717,0,954
al,718,0,954
al,719,0,954
al,720,0,954
al,721,0,954
al,722,0,954
al,723,0,954
al,724,0,954
al,725,0,954
al,726,0,954
al,727,0,954
al,728,0,954
al,729,0,954
al,730,0,954
al,731,0,954
al,732,0,954
al,733,0,954
al,734,0,954
al,735,0,954
al,736,0,954
al,737,0,954
al,738,0,954
al,739,0,954
al,740,0,954
al,741,0,954
al,742,0,954
al,743,0,954
al,744,0,954
al,745,0,954
al,746,0,954
al,747,0,954
al,748,0,954
al,749,0,954
al,750,0,954
al,751,0,954
al,752,0,954
al,753,0,954
al,754,0,954
al,755,0,954
al,756,0,954
al,757,0,954
al,758,0,954
al,759,0,954
al,760,0,954
al,761,0,954
al,762,0,954
al,763,0,954
xl,764,1,16
al,765,0,954
al,766,0,954
al,767,0,954
al,768,0,954
al,769,0,954
al,770,0,954
al,771,0,954
al,772,0,954
al,773,0,954
al,774,0,954
al,775,0,954
al,776,0,954
al,777,0,954
al,778,0,954
al,779,0,954
al,780,0,954
al,781,0,954
al,782,0,954
al,783,0,954
al,784,0,954
al,785,0,954
al,786,0,954
al,787,0,954
al,788,0,954
al,789,0,954
al,790,0,954
xl,791,1,16
al,792,0,954
al,793,0,954
al,794,0,954
al,795,0,954
al,796,0,954
al,797,0,954
al,798,0,954
al,799,0,954
al,800,0,954
al,801,0,954
al,802,0,954
al,803,0,954
al,804,0,954
al,805,0,954
al,806,0,954
al,807,0,954
al,808,0,954
al,809,0,954
al,810,0,954
al,811,0,954
al,812,0,954
al,813,0,954
al,814,0,954
al,815,0,954
al,816,0,954
al,817,0,954
al,818,0,954
al,819,0,954
al,820,0,954
al,821,0,954
al,822,0,954
al,823,0,954
al,824,0,954
al,825,0,954
al,826,0,954
al,827,0,954
al,828,0,954
al,829,0,954
al,830,0,954
al,831,0,954
al,832,0,954
al,833,0,954
al,834,0,954
al,835,0,954
al,836,0,954
al,837,0,954
al,838,0,954
al,839,0,954
al,840,0,954
al,841,0,954
al,842,0,954
al,843,0,954
al,844,0,954
al,845,0,954
al,846,0,954
al,847,0,954
al,848,0,954
al,849,0,954
al,850,0,954
al,851,0,954
al,852,0,954
al,853,0,954
al,854,0,954
al,855,0,954
al,856,0,954
al,857,0,954
al,858,0,954
al,859,0,954
al,860,0,954
al,861,0,954
al,862,0,954
al,863,0,954
al,864,0,954
al,865,0,954
al,866,0,954
al,867,0,954
al,868,0,954
al,869,0,954
al,870,0,954
al,871,0,954
al,872,0,954
al,873,0,954
al,874,0,954
al,875,0,954
al,876,0,954
al,877,0,954
al,878,0,954
al,879,0,954
al,880,0,954
al,881,0,954
al,882,0,954
al,883,0,954
xl,884,1,16
al,885,0,954
xl,886,1,16
al,887,0,954
al,888,0,954
al,889,0,954
al,890,0,954
al,891,0,954
al,892,0,954
al,893,0,954
al,894,0,954
al,895,0,954
al,896,0,954
al,897,0,954
al,898,0,954
al,899,0,954
al,900,0,954
al,901,0,954
al,902,0,954
al,903,0,954
al,904,0,954
al,905,0,954
al,906,0,954
al,907,0,954
al,908,0,954
al,909,0,954
al,910,0,954
al,911,0,954
al,912,0,954
al,913,0,954
al,914,0,954
al,915,0,954
al,916,0,954
al,917,0,954
al,918,0,954
al,919,0,954
al,920,0,954
al,921,0,954
ax,922,2,10
al,923,0,954
al,924,0,954
al,925,0,954
al,926,0,954
al,927,0,954
al,928,0,954
al,929,0,954
al,930,0,954
al,931,0,954
al,932,0,954
al,933,0,954
al,934,0,954
al,935,0,954
al,936,0,954
al,937,0,954
al,938,0,954
al,939,0,954
al,940,0,954
al,941,0,954
al,942,0,954
al,943,0,954
al,944,0,954
al,945,0,954
al,946,0,954
al,947,0,954
al,948,0,954
al,949,0,954
al,950,0,954
al,951,0,954
al,952,0,954
al,953,0,954
al,954,0,954
al,955,0,954
al,956,0,954
al,957,0,954
al,958,0,954
al,959,0,954
al,960,0,954
al,961,0,954
al,962,0,954
al,963,0,954
al,964,0,954
al,965,0,954
al,966,0,954
al,967,0,954
al,968,0,954
al,969,0,954
al,970,0,954
al,971,0,954
al,972,0,954
al,973,0,954
al,974,0,954
al,975,0,954
al,976,0,954
al,977,0,954
al,978,0,954
al,979,0,954
al,980,0,954
al,981,0,954
al,982,0,954
al,983,0,954
al,984,0,954
al,985,0,954
al,986,0,954
al,987,0,954
al,988,0,954
al,989,0,954
al,990,0,954
al,991,0,954
al,992,0,954
al,993,0,954
al,994,0,954
al,995,0,954
al,996,0,954
al,997,0,954
al,998,0,954
al,999,0,954
