brewery_name,original_index,unique_index,count
Alameda Brewing,86,14,3
Alameda Brewing,87,14,3
Alaskan Brewing Company,88,15,2
Alaskan Brewing Company,89,15,2
Ale Asylum,90,16,1
Alltech's Lexington Brewing Company,91,17,2
Alltech's Lexington Brewing Company,92,17,2
Amnesia Brewing Company,93,18,3
Amnesia Brewing Company,94,18,3
Amnesia Brewing Company,95,18,3
Anchor Brewing Company,96,19,5
Anchor Brewing Company,97,19,5
Anchor Brewing Company,98,19,5
Anchor Brewing Company,99,19,5
Anchor Brewing Company,100,19,5
Anderson Valley Brewing Company,101,20,18
Anderson Valley Brewing Company,102,20,18
Anderson Valley Brewing Company,103,20,18
Anderson Valley Brewing Company,104,20,18
Anderson Valley Brewing Company,105,20,18
Anderson Valley Brewing Company,106,20,18
Anderson Valley Brewing Company,107,20,18
Anderson Valley Brewing Company,108,20,18
Anderson Valley Brewing Company,109,20,18
Anderson Valley Brewing Company,110,20,18
Anderson Valley Brewing Company,111,20,18
Anderson Valley Brewing Company,112,20,18
Anderson Valley Brewing Company,113,20,18
Anderson Valley Brewing Company,114,20,18
Anderson Valley Brewing Company,115,20,18
Anderson Valley Brewing Company,116,20,18
Anderson Valley Brewing Company,117,20,18
Anderson Valley Brewing Company,118,20,18
Angry Minnow,119,21,1
Angry Minnow Brewing Company,120,22,2
Angry Minnow Brewing Company,121,22,2
Angry Orchard Cider Company,122,23,3
Angry Orchard Cider Company,123,23,3
Angry Orchard Cider Company,124,23,3
Anthem Brewing Company,125,24,3
Anthem Brewing Company,126,24,3
Anthem Brewing Company,127,24,3
Appalachian Mountain Brewery,128,25,3
Appalachian Mountain Brewery,129,25,3
Appalachian Mountain Brewery,130,25,3
Arcadia Brewing Company,131,26,2
Arcadia Brewing Company,132,26,2
Arctic Craft Brewery,133,27,1
Armadillo Ale Works,134,28,2
Armadillo Ale Works,135,28,2
Armstrong Brewing Company,136,29,1
Asher Brewing Company,137,30,1
Asheville Brewing Company,138,31,3
Asheville Brewing Company,139,31,3
Asheville Brewing Company,140,31,3
Aslan Brewing Company,141,32,3
Aslan Brewing Company,142,32,3
Aslan Brewing Company,143,32,3
Aspen Brewing Company,144,33,2
Aspen Brewing Company,145,33,2
Astoria Brewing Company,146,34,4
Astoria Brewing Company,147,34,4
Astoria Brewing Company,148,34,4
Astoria Brewing Company,149,34,4
Atwater Brewery,150,35,6
Atwater Brewery,151,35,6
Atwater Brewery,152,35,6
Atwater Brewery,153,35,6
Atwater Brewery,154,35,6
Atwater Brewery,155,35,6
Austin Beerworks,156,36,5
Austin Beerworks,157,36,5
Austin Beerworks,158,36,5
Austin Beerworks,159,36,5
Austin Beerworks,160,36,5
Avery Brewing Company,161,37,6
Avery Brewing Company,162,37,6
Avery Brewing Company,163,37,6
Avery Brewing Company,164,37,6
Avery Brewing Company,165,37,6
Avery Brewing Company,166,37,6
Aviator Brewing Company,167,38,6
Aviator Brewing Company,168,38,6
Aviator Brewing Company,169,38,6
Aviator Brewing Company,170,38,6
Aviator Brewing Company,171,38,6
Aviator Brewing Company,172,38,6
Back East Brewing Company,173,39,5
Back East Brewing Company,174,39,5
Back East Brewing Company,175,39,5
Back East Brewing Company,176,39,5
Back East Brewing Company,177,39,5
Back Forty Beer Company,178,40,2
Back Forty Beer Company,179,40,2
Bale Breaker Brewing Company,180,41,2
Bale Breaker Brewing Company,181,41,2
Ballast Point Brewing Company,182,42,6
Ballast Point Brewing Company,183,42,6
Ballast Point Brewing Company,184,42,6
Ballast Point Brewing Company,185,42,6
Ballast Point Brewing Company,186,42,6
Ballast Point Brewing Company,187,42,6
Banner Beer Company,188,43,3
Banner Beer Company,189,43,3
Banner Beer Company,190,43,3
Bare Hands Brewery,191,44,1
Barrio Brewing Company,192,45,2
Barrio Brewing Company,193,45,2
Base Camp Brewing Co.,194,46,5
Base Camp Brewing Co.,195,46,5
Base Camp Brewing Co.,196,46,5
Base Camp Brewing Co.,197,46,5
Base Camp Brewing Co.,198,46,5
Bauhaus Brew Labs,199,47,4
Bauhaus Brew Labs,200,47,4
Bauhaus Brew Labs,201,47,4
Bauhaus Brew Labs,202,47,4
Baxter Brewing Company,203,48,9
Baxter Brewing Company,204,48,9
Baxter Brewing Company,205,48,9
Baxter Brewing Company,206,48,9
Baxter Brewing Company,207,48,9
Baxter Brewing Company,208,48,9
Baxter Brewing Company,209,48,9
Baxter Brewing Company,210,48,9
Baxter Brewing Company,211,48,9
Beach Brewing Company,212,49,1
Beer Works Brewery,213,50,4
Beer Works Brewery,214,50,4
Beer Works Brewery,215,50,4
Beer Works Brewery,216,50,4
Bell's Brewery,217,51,6
Bell's Brewery,218,51,6
Bell's Brewery,219,51,6
Bell's Brewery,220,51,6
Bell's Brewery,221,51,6
Bell's Brewery,222,51,6
Bent Brewstillery,223,52,3
Bent Brewstillery,224,52,3
Bent Brewstillery,225,52,3
Bent Paddle Brewing Company,226,53,6
Bent Paddle Brewing Company,227,53,6
Bent Paddle Brewing Company,228,53,6
Bent Paddle Brewing Company,229,53,6
Bent Paddle Brewing Company,230,53,6
Bent Paddle Brewing Company,231,53,6
Berkshire Brewing Company,232,54,2
Berkshire Brewing Company,233,54,2
Big Bend Brewing Company,234,55,5
Big Bend Brewing Company,235,55,5
Big Bend Brewing Company,236,55,5
Big Bend Brewing Company,237,55,5
Big Bend Brewing Company,238,55,5
Big Choice Brewing,239,56,4
Big Choice Brewing,240,56,4
Big Choice Brewing,241,56,4
Big Choice Brewing,242,56,4
Big Elm Brewing,243,57,3
Big Elm Brewing,244,57,3
Big Elm Brewing,245,57,3
Big Lake Brewing,246,58,2
Big Lake Brewing,247,58,2
Big Muddy Brewing,248,59,2
Big Muddy Brewing,249,59,2
Big River Brewing Company,250,60,2
Big River Brewing Company,251,60,2
Big Sky Brewing Company,252,61,12
Big Sky Brewing Company,253,61,12
Big Sky Brewing Company,254,61,12
Big Sky Brewing Company,255,61,12
Big Sky Brewing Company,256,61,12
Big Sky Brewing Company,257,61,12
Big Sky Brewing Company,258,61,12
Big Sky Brewing Company,259,61,12
Big Sky Brewing Company,260,61,12
Big Sky Brewing Company,261,61,12
Big Sky Brewing Company,262,61,12
Big Sky Brewing Company,263,61,12
Big Storm Brewing Company,264,62,2
Big Storm Brewing Company,265,62,2
Big Wood Brewery,266,63,5
Big Wood Brewery,267,63,5
Big Wood Brewery,268,63,5
Big Wood Brewery,269,63,5
Big Wood Brewery,270,63,5
Birdsong Brewing Company,271,64,1
Bitter Root Brewing,272,65,3
Bitter Root Brewing,273,65,3
Bitter Root Brewing,274,65,3
Black Acre Brewing Co.,275,66,1
Black Market Brewing Company,276,67,4
Black Market Brewing Company,277,67,4
Black Market Brewing Company,278,67,4
Black Market Brewing Company,279,67,4
Black Shirt Brewing Company,280,68,4
Black Shirt Brewing Company,281,68,4
Black Shirt Brewing Company,282,68,4
Black Shirt Brewing Company,283,68,4
Black Tooth Brewing Company,284,69,2
Black Tooth Brewing Company,285,69,2
Blackrocks Brewery,286,70,7
Blackrocks Brewery,287,70,7
Blackrocks Brewery,288,70,7
Blackrocks Brewery,289,70,7
Blackrocks Brewery,290,70,7
Blackrocks Brewery,291,70,7
Blackrocks Brewery,292,70,7
Blue Blood Brewing Company,293,71,14
Blue Blood Brewing Company,294,71,14
Blue Blood Brewing Company,295,71,14
Blue Blood Brewing Company,296,71,14
Blue Blood Brewing Company,297,71,14
Blue Blood Brewing Company,298,71,14
Blue Blood Brewing Company,299,71,14
Blue Blood Brewing Company,300,71,14
Blue Blood Brewing Company,301,71,14
Blue Blood Brewing Company,302,71,14
Blue Blood Brewing Company,303,71,14
Blue Blood Brewing Company,304,71,14
Blue Blood Brewing Company,305,71,14
Blue Blood Brewing Company,306,71,14
Blue Dog Mead,307,72,2
Blue Dog Mead,308,72,2
Blue Hills Brewery,309,73,1
Blue Mountain Brewery,310,74,5
Blue Mountain Brewery,311,74,5
Blue Mountain Brewery,312,74,5
Blue Mountain Brewery,313,74,5
Blue Mountain Brewery,314,74,5
Blue Owl Brewing,315,75,4
Blue Owl Brewing,316,75,4
Blue Owl Brewing,317,75,4
Blue Owl Brewing,318,75,4
Blue Point Brewing Company,319,76,4
Blue Point Brewing Company,320,76,4
Blue Point Brewing Company,321,76,4
Blue Point Brewing Company,322,76,4
Bohemian Brewery,323,77,5
Bohemian Brewery,324,77,5
Bohemian Brewery,325,77,5
Bohemian Brewery,326,77,5
Bohemian Brewery,327,77,5
Bold City Brewery,328,78,3
Bold City Brewery,329,78,3
Bold City Brewery,330,78,3
Bolero Snort Brewery,331,79,2
Bolero Snort Brewery,332,79,2
Bomb Beer Company,333,80,2
Bomb Beer Company,334,80,2
Bonfire Brewing Company,335,81,19
Bonfire Brewing Company,336,81,19
Bonfire Brewing Company,337,81,19
Bonfire Brewing Company,338,81,19
Bonfire Brewing Company,339,81,19
Bonfire Brewing Company,340,81,19
Bonfire Brewing Company,341,81,19
Bonfire Brewing Company,342,81,19
Bonfire Brewing Company,343,81,19
Bonfire Brewing Company,344,81,19
Bonfire Brewing Company,345,81,19
Bonfire Brewing Company,346,81,19
Bonfire Brewing Company,347,81,19
Bonfire Brewing Company,348,81,19
Bonfire Brewing Company,349,81,19
Bonfire Brewing Company,350,81,19
Bonfire Brewing Company,351,81,19
Bonfire Brewing Company,352,81,19
Bonfire Brewing Company,353,81,19
Borderlands Brewing Company,354,82,1
Boston Beer Company,355,83,9
Boston Beer Company,356,83,9
Boston Beer Company,357,83,9
Boston Beer Company,358,83,9
Boston Beer Company,359,83,9
Boston Beer Company,360,83,9
Boston Beer Company,361,83,9
Boston Beer Company,362,83,9
Boston Beer Company,363,83,9
Boulder Beer Company,364,84,3
Boulder Beer Company,365,84,3
Boulder Beer Company,366,84,3
Boulevard Brewing Company,367,85,1
Boxcar Brewing Company,368,86,3
Boxcar Brewing Company,369,86,3
Boxcar Brewing Company,370,86,3
Bozeman Brewing Company,371,87,5
Bozeman Brewing Company,372,87,5
Bozeman Brewing Company,373,87,5
Bozeman Brewing Company,374,87,5
Bozeman Brewing Company,375,87,5
Branchline Brewing Company,376,88,1
Breakside Brewery,377,89,1
Breckenridge Brewery,378,90,4
Breckenridge Brewery,379,90,4
Breckenridge Brewery,380,90,4
Breckenridge Brewery,381,90,4
Brew Bus Brewing,382,91,4
Brew Bus Brewing,383,91,4
Brew Bus Brewing,384,91,4
Brew Bus Brewing,385,91,4
Brew Link Brewing,386,92,1
Brewery Terra Firma,387,93,1
Brewery Vivant,388,94,62
Brewery Vivant,389,94,62
Brewery Vivant,390,94,62
Brewery Vivant,391,94,62
Brewery Vivant,392,94,62
Brewery Vivant,393,94,62
Brewery Vivant,394,94,62
Brewery Vivant,395,94,62
Brewery Vivant,396,94,62
Brewery Vivant,397,94,62
Brewery Vivant,398,94,62
Brewery Vivant,399,94,62
Brewery Vivant,400,94,62
Brewery Vivant,401,94,62
Brewery Vivant,402,94,62
Brewery Vivant,403,94,62
Brewery Vivant,404,94,62
Brewery Vivant,405,94,62
Brewery Vivant,406,94,62
Brewery Vivant,407,94,62
Brewery Vivant,408,94,62
Brewery Vivant,409,94,62
Brewery Vivant,410,94,62
Brewery Vivant,411,94,62
Brewery Vivant,412,94,62
Brewery Vivant,413,94,62
Brewery Vivant,414,94,62
Brewery Vivant,415,94,62
Brewery Vivant,416,94,62
Brewery Vivant,417,94,62
Brewery Vivant,418,94,62
Brewery Vivant,419,94,62
Brewery Vivant,420,94,62
Brewery Vivant,421,94,62
Brewery Vivant,422,94,62
Brewery Vivant,423,94,62
Brewery Vivant,424,94,62
Brewery Vivant,425,94,62
Brewery Vivant,426,94,62
Brewery Vivant,427,94,62
Brewery Vivant,428,94,62
Brewery Vivant,429,94,62
Brewery Vivant,430,94,62
Brewery Vivant,431,94,62
Brewery Vivant,432,94,62
Brewery Vivant,433,94,62
Brewery Vivant,434,94,62
Brewery Vivant,435,94,62
Brewery Vivant,436,94,62
Brewery Vivant,437,94,62
Brewery Vivant,438,94,62
Brewery Vivant,439,94,62
Brewery Vivant,440,94,62
Brewery Vivant,441,94,62
Brewery Vivant,442,94,62
Brewery Vivant,443,94,62
Brewery Vivant,444,94,62
Brewery Vivant,445,94,62
Brewery Vivant,446,94,62
Brewery Vivant,447,94,62
Brewery Vivant,448,94,62
Brewery Vivant,449,94,62
Brindle Dog Brewing Company,450,95,2
Brindle Dog Brewing Company,451,95,2
Broad Brook Brewing LLC,452,96,1
Broken Tooth Brewing Company,453,97,4
Broken Tooth Brewing Company,454,97,4
Broken Tooth Brewing Company,455,97,4
Broken Tooth Brewing Company,456,97,4
Brooklyn Brewery,457,98,6
Brooklyn Brewery,458,98,6
Brooklyn Brewery,459,98,6
Brooklyn Brewery,460,98,6
Brooklyn Brewery,461,98,6
Brooklyn Brewery,462,98,6
Buckbean Brewing Company,463,99,7
Buckbean Brewing Company,464,99,7
Buckbean Brewing Company,465,99,7
Buckbean Brewing Company,466,99,7
Buckbean Brewing Company,467,99,7
Buckbean Brewing Company,468,99,7
Buckbean Brewing Company,469,99,7
Buckeye Brewing,470,100,1
BuckleDown Brewing,471,101,1
Buffalo Bayou Brewing Company,472,102,3
Buffalo Bayou Brewing Company,473,102,3
Buffalo Bayou Brewing Company,474,102,3
Burn 'Em Brewing,475,103,11
Burn 'Em Brewing,476,103,11
Burn 'Em Brewing,477,103,11
Burn 'Em Brewing,478,103,11
Burn 'Em Brewing,479,103,11
Burn 'Em Brewing,480,103,11
Burn 'Em Brewing,481,103,11
Burn 'Em Brewing,482,103,11
Burn 'Em Brewing,483,103,11
Burn 'Em Brewing,484,103,11
Burn 'Em Brewing,485,103,11
Burnside Brewing Co.,486,104,1
Butcher's Brewing,487,105,1
Butternuts Beer and Ale,488,106,4
Butternuts Beer and Ale,489,106,4
Butternuts Beer and Ale,490,106,4
Butternuts Beer and Ale,491,106,4
COAST Brewing Company,492,107,6
COAST Brewing Company,493,107,6
COAST Brewing Company,494,107,6
COAST Brewing Company,495,107,6
COAST Brewing Company,496,107,6
COAST Brewing Company,497,107,6
COOP Ale Works,498,108,6
COOP Ale Works,499,108,6
COOP Ale Works,500,108,6
COOP Ale Works,501,108,6
COOP Ale Works,502,108,6
COOP Ale Works,503,108,6
Caldera Brewing Company,504,109,14
Caldera Brewing Company,505,109,14
Caldera Brewing Company,506,109,14
Caldera Brewing Company,507,109,14
Caldera Brewing Company,508,109,14
Caldera Brewing Company,509,109,14
Caldera Brewing Company,510,109,14
Caldera Brewing Company,511,109,14
Caldera Brewing Company,512,109,14
Caldera Brewing Company,513,109,14
Caldera Brewing Company,514,109,14
Caldera Brewing Company,515,109,14
Caldera Brewing Company,516,109,14
Caldera Brewing Company,517,109,14
Cambridge Brewing Company,518,110,2
Cambridge Brewing Company,519,110,2
Cans Bar and Canteen,520,111,4
Cans Bar and Canteen,521,111,4
Cans Bar and Canteen,522,111,4
Cans Bar and Canteen,523,111,4
Cape Ann Brewing Company,524,112,5
Cape Ann Brewing Company,525,112,5
Cape Ann Brewing Company,526,112,5
Cape Ann Brewing Company,527,112,5
Cape Ann Brewing Company,528,112,5
Cape Cod Beer,529,113,2
Cape Cod Beer,530,113,2
Capital Brewery,531,114,11
Capital Brewery,532,114,11
Capital Brewery,533,114,11
Capital Brewery,534,114,11
Capital Brewery,535,114,11
Capital Brewery,536,114,11
Capital Brewery,537,114,11
Capital Brewery,538,114,11
Capital Brewery,539,114,11
Capital Brewery,540,114,11
Capital Brewery,541,114,11
Carolina Beer & Beverage,542,115,3
Carolina Beer & Beverage,543,115,3
Carolina Beer & Beverage,544,115,3
Carolina Brewery,545,116,3
Carolina Brewery,546,116,3
Carolina Brewery,547,116,3
Carton Brewing Company,548,117,4
Carton Brewing Company,549,117,4
Carton Brewing Company,550,117,4
Carton Brewing Company,551,117,4
Cascadia Ciderworks United,552,118,2
Cascadia Ciderworks United,553,118,2
Catawba Brewing Company,554,119,7
Catawba Brewing Company,555,119,7
Catawba Brewing Company,556,119,7
Catawba Brewing Company,557,119,7
Catawba Brewing Company,558,119,7
Catawba Brewing Company,559,119,7
Catawba Brewing Company,560,119,7
Catawba Island Brewing,561,120,2
Catawba Island Brewing,562,120,2
Catawba Valley Brewing Company,563,121,2
Catawba Valley Brewing Company,564,121,2
Cedar Creek Brewery,565,122,6
Cedar Creek Brewery,566,122,6
Cedar Creek Brewery,567,122,6
Cedar Creek Brewery,568,122,6
Cedar Creek Brewery,569,122,6
Cedar Creek Brewery,570,122,6
Centennial Beer Company,571,123,2
Centennial Beer Company,572,123,2
Center of the Universe Brewing C...,573,124,4
Center of the Universe Brewing C...,574,124,4
Center of the Universe Brewing C...,575,124,4
Center of the Universe Brewing C...,576,124,4
Central Coast Brewing Company,577,125,4
Central Coast Brewing Company,578,125,4
Central Coast Brewing Company,579,125,4
Central Coast Brewing Company,580,125,4
Champion Brewing Company,581,126,4
Champion Brewing Company,582,126,4
Champion Brewing Company,583,126,4
Champion Brewing Company,584,126,4
Chapman's Brewing,585,127,4
Chapman's Brewing,586,127,4
Chapman's Brewing,587,127,4
Chapman's Brewing,588,127,4
Chatham Brewing,589,128,2
Chatham Brewing,590,128,2
Cheboygan Brewing Company,591,129,3
Cheboygan Brewing Company,592,129,3
Cheboygan Brewing Company,593,129,3
Christian Moerlein Brewing Company,594,130,1
Churchkey Can Company,595,131,1
Ciderboys,596,132,2
Ciderboys,597,132,2
Cigar City Brewing Company,598,133,25
Cigar City Brewing Company,599,133,25
Cigar City Brewing Company,600,133,25
Cigar City Brewing Company,601,133,25
Cigar City Brewing Company,602,133,25
Cigar City Brewing Company,603,133,25
Cigar City Brewing Company,604,133,25
Cigar City Brewing Company,605,133,25
Cigar City Brewing Company,606,133,25
Cigar City Brewing Company,607,133,25
Cigar City Brewing Company,608,133,25
Cigar City Brewing Company,609,133,25
Cigar City Brewing Company,610,133,25
Cigar City Brewing Company,611,133,25
Cigar City Brewing Company,612,133,25
Cigar City Brewing Company,613,133,25
Cigar City Brewing Company,614,133,25
Cigar City Brewing Company,615,133,25
Cigar City Brewing Company,616,133,25
Cigar City Brewing Company,617,133,25
Cigar City Brewing Company,618,133,25
Cigar City Brewing Company,619,133,25
Cigar City Brewing Company,620,133,25
Cigar City Brewing Company,621,133,25
Cigar City Brewing Company,622,133,25
Cisco Brewers,623,134,7
Cisco Brewers,624,134,7
Cisco Brewers,625,134,7
Cisco Brewers,626,134,7
Cisco Brewers,627,134,7
Cisco Brewers,628,134,7
Cisco Brewers,629,134,7
Claremont Craft Ales,630,135,1
Coalition Brewing Company,631,136,2
Coalition Brewing Company,632,136,2
Coastal Empire Beer Company,633,137,2
Coastal Empire Beer Company,634,137,2
Coastal Extreme Brewing Company,635,138,4
Coastal Extreme Brewing Company,636,138,4
Coastal Extreme Brewing Company,637,138,4
Coastal Extreme Brewing Company,638,138,4
College Street Brewhouse and Pub,639,139,1
Confluence Brewing Company,640,140,3
Confluence Brewing Company,641,140,3
Confluence Brewing Company,642,140,3
Core Brewing & Distilling Company,643,141,4
Core Brewing & Distilling Company,644,141,4
Core Brewing & Distilling Company,645,141,4
Core Brewing & Distilling Company,646,141,4
Cottrell Brewing,647,142,1
Covington Brewhouse,648,143,1
Crabtree Brewing Company,649,144,3
Crabtree Brewing Company,650,144,3
Crabtree Brewing Company,651,144,3
Crazy Mountain Brewing Company,652,145,8
Crazy Mountain Brewing Company,653,145,8
Crazy Mountain Brewing Company,654,145,8
Crazy Mountain Brewing Company,655,145,8
Crazy Mountain Brewing Company,656,145,8
Crazy Mountain Brewing Company,657,145,8
Crazy Mountain Brewing Company,658,145,8
Crazy Mountain Brewing Company,659,145,8
Creature Comforts,660,146,2
Creature Comforts,661,146,2
Crooked Fence Brewing Company,662,147,3
Crooked Fence Brewing Company,663,147,3
Crooked Fence Brewing Company,664,147,3
Crow Peak Brewing Company,665,148,7
Crow Peak Brewing Company,666,148,7
Crow Peak Brewing Company,667,148,7
Crow Peak Brewing Company,668,148,7
Crow Peak Brewing Company,669,148,7
Crow Peak Brewing Company,670,148,7
Crow Peak Brewing Company,671,148,7
Crystal Springs Brewing Company,672,149,2
Crystal Springs Brewing Company,673,149,2
Cutters Brewing Company,674,150,4
Cutters Brewing Company,675,150,4
Cutters Brewing Company,676,150,4
Cutters Brewing Company,677,150,4
D.L. Geary Brewing Company,678,151,2
D.L. Geary Brewing Company,679,151,2
DC Brau Brewing Company,680,152,8
DC Brau Brewing Company,681,152,8
DC Brau Brewing Company,682,152,8
DC Brau Brewing Company,683,152,8
DC Brau Brewing Company,684,152,8
DC Brau Brewing Company,685,152,8
DC Brau Brewing Company,686,152,8
DC Brau Brewing Company,687,152,8
Dad & Dude's Breweria,688,153,2
Dad & Dude's Breweria,689,153,2
Daredevil Brewing Company,690,154,1
Dave's Brewfarm,691,155,1
David's Ale Works,692,156,2
David's Ale Works,693,156,2
Dead Armadillo Craft Brewing,694,157,1
Deep Ellum Brewing Company,695,158,9
Deep Ellum Brewing Company,696,158,9
Deep Ellum Brewing Company,697,158,9
Deep Ellum Brewing Company,698,158,9
Deep Ellum Brewing Company,699,158,9
Deep Ellum Brewing Company,700,158,9
Deep Ellum Brewing Company,701,158,9
Deep Ellum Brewing Company,702,158,9
Deep Ellum Brewing Company,703,158,9
Defiance Brewing Company,704,159,2
Defiance Brewing Company,705,159,2
Denali Brewing Company,706,160,4
Denali Brewing Company,707,160,4
Denali Brewing Company,708,160,4
Denali Brewing Company,709,160,4
Denver Beer Company,710,161,2
Denver Beer Company,711,161,2
Deschutes Brewery,712,162,1
Destihl Brewery,713,163,7
Destihl Brewery,714,163,7
Destihl Brewery,715,163,7
Destihl Brewery,716,163,7
Destihl Brewery,717,163,7
Destihl Brewery,718,163,7
Destihl Brewery,719,163,7
Devil's Backbone Brewing Company,720,164,2
Devil's Backbone Brewing Company,721,164,2
Devil's Canyon Brewery,722,165,4
Devil's Canyon Brewery,723,165,4
Devil's Canyon Brewery,724,165,4
Devil's Canyon Brewery,725,165,4
Dick's Brewing Company,726,166,1
Dirty Bucket Brewing Company,727,167,1
Dock Street Brewery,728,168,1
Dolores River Brewery,729,169,6
Dolores River Brewery,730,169,6
Dolores River Brewery,731,169,6
Dolores River Brewery,732,169,6
Dolores River Brewery,733,169,6
Dolores River Brewery,734,169,6
Downeast Cider House,735,170,2
Downeast Cider House,736,170,2
Dry Dock Brewing Company,737,171,4
Dry Dock Brewing Company,738,171,4
Dry Dock Brewing Company,739,171,4
Dry Dock Brewing Company,740,171,4
Due South Brewing Company,741,172,1
Dundee Brewing Company,742,173,1
Eddyline Brewery & Restaurant,743,174,7
Eddyline Brewery & Restaurant,744,174,7
Eddyline Brewery & Restaurant,745,174,7
Eddyline Brewery & Restaurant,746,174,7
Eddyline Brewery & Restaurant,747,174,7
Eddyline Brewery & Restaurant,748,174,7
Eddyline Brewery & Restaurant,749,174,7
Elevator Brewing Company,750,175,1
Emerald City Beer Company,751,176,1
Engine 15 Brewing,752,177,1
Engine House 9,753,178,1
Epic Brewing,754,179,4
Epic Brewing,755,179,4
Epic Brewing,756,179,4
Epic Brewing,757,179,4
Everybody's Brewing,758,180,2
Everybody's Brewing,759,180,2
Evil Czech Brewery,760,181,6
Evil Czech Brewery,761,181,6
Evil Czech Brewery,762,181,6
Evil Czech Brewery,763,181,6
Evil Czech Brewery,764,181,6
Evil Czech Brewery,765,181,6
Evil Twin Brewing,766,182,5
Evil Twin Brewing,767,182,5
Evil Twin Brewing,768,182,5
Evil Twin Brewing,769,182,5
Evil Twin Brewing,770,182,5
Fargo Brewing Company,771,183,3
Fargo Brewing Company,772,183,3
Fargo Brewing Company,773,183,3
Fat Head's Brewery,774,184,2
Fat Head's Brewery,775,184,2
Fate Brewing Company,776,185,5
Fate Brewing Company,777,185,5
Fate Brewing Company,778,185,5
Fate Brewing Company,779,185,5
Fate Brewing Company,780,185,5
Fearless Brewing Company,781,186,6
Fearless Brewing Company,782,186,6
Fearless Brewing Company,783,186,6
Fearless Brewing Company,784,186,6
Fearless Brewing Company,785,186,6
Fearless Brewing Company,786,186,6
Fiddlehead Brewing Company,787,187,4
Fiddlehead Brewing Company,788,187,4
Fiddlehead Brewing Company,789,187,4
Fiddlehead Brewing Company,790,187,4
Figueroa Mountain Brewing Company,791,188,3
Figueroa Mountain Brewing Company,792,188,3
Figueroa Mountain Brewing Company,793,188,3
Finch's Beer Company,794,189,10
Finch's Beer Company,795,189,10
Finch's Beer Company,796,189,10
Finch's Beer Company,797,189,10
Finch's Beer Company,798,189,10
Finch's Beer Company,799,189,10
Finch's Beer Company,800,189,10
Finch's Beer Company,801,189,10
Finch's Beer Company,802,189,10
Finch's Beer Company,803,189,10
Firestone Walker Brewing Company,804,190,5
Firestone Walker Brewing Company,805,190,5
Firestone Walker Brewing Company,806,190,5
Firestone Walker Brewing Company,807,190,5
Firestone Walker Brewing Company,808,190,5
