ProviderNumber,City,original_index,unique_index,count
20017,anchorage,448,45,17
20017,anchorage,449,45,17
20018,bethel,450,47,2
20018,bethel,451,47,2
10019,sheffield,452,3,23
10019,sheffield,453,3,23
10019,sheffield,454,3,23
10019,sheffield,455,3,23
10019,sheffield,456,3,23
10019,sheffield,457,3,23
10019,sheffield,458,3,23
10019,sheffield,459,3,23
10019,sheffield,460,3,23
10019,sheffield,461,3,23
10019,sheffield,462,3,23
10019,sheffield,463,3,23
10019,sheffield,464,3,23
10019,sheffield,465,3,23
10021,ozark,466,48,23
10021,ozark,467,48,23
10021,ozark,468,48,23
10021,ozark,469,48,23
10021,ozark,470,48,23
10021,ozark,471,48,23
10021,ozark,472,48,23
10021,ozark,473,48,23
10021,ozarx,474,49,1
10021,ozark,475,48,23
10021,ozark,476,48,23
10021,ozark,477,48,23
10021,ozark,478,48,23
10021,ozark,479,48,23
10021,ozark,480,48,23
10021,ozark,481,48,23
10021,ozark,482,48,23
10021,ozark,483,48,23
10021,ozark,484,48,23
10021,xzark,485,50,1
10021,ozark,486,48,23
10021,ozark,487,48,23
10021,ozark,488,48,23
10021,ozark,489,48,23
10021,ozark,490,48,23
10022,centre,491,51,25
10022,centre,492,51,25
10022,centre,493,51,25
10022,centre,494,51,25
10022,centre,495,51,25
10022,centre,496,51,25
10022,centre,497,51,25
10022,centre,498,51,25
10022,centre,499,51,25
10022,centre,500,51,25
10022,centre,501,51,25
10022,centre,502,51,25
10022,centre,503,51,25
10022,centre,504,51,25
10022,centre,505,51,25
10022,centre,506,51,25
10022,centre,507,51,25
10022,centre,508,51,25
10022,centre,509,51,25
10022,centre,510,51,25
10022,centre,511,51,25
10022,centre,512,51,25
10022,centre,513,51,25
10022,centre,514,51,25
10022,centre,515,51,25
10023,montgomery,516,52,24
10023,montxomery,517,53,1
10023,montgomery,518,52,24
10023,montgomery,519,52,24
10023,montgomery,520,52,24
10023,montgomery,521,52,24
10023,montgomery,522,52,24
10023,montgomery,523,52,24
10023,montgomery,524,52,24
10023,montgomery,525,52,24
10023,montgomery,526,52,24
10023,montgomery,527,52,24
10023,montgomery,528,52,24
10023,montgomery,529,52,24
10023,montgomery,530,52,24
10023,montgomery,531,52,24
10023,montgomery,532,52,24
10023,montgomery,533,52,24
10023,montgomery,534,52,24
10023,montgomery,535,52,24
10023,montgomery,536,52,24
10023,montgomery,537,52,24
10023,montgomery,538,52,24
10023,montgomery,539,52,24
10023,montgomery,540,52,24
10024,montgomery,541,54,24
10024,montgomery,542,54,24
10024,montgomery,543,54,24
10024,montgomery,544,54,24
10024,montgomery,545,54,24
10024,montgomery,546,54,24
10024,montgomery,547,54,24
10024,montgomery,548,54,24
10024,montgomery,549,54,24
10024,montgomery,550,54,24
10024,montgomery,551,54,24
10024,montgomery,552,54,24
10024,montgomery,553,54,24
10024,montgomery,554,54,24
10024,montgomery,555,54,24
10024,montgomery,556,54,24
10024,montgomery,557,54,24
10024,montgomery,558,54,24
1xx24,montgomery,559,55,1
10024,montgomery,560,54,24
10024,montgomery,561,54,24
10024,montgomery,562,54,24
10024,montgomery,563,54,24
10024,montgomery,564,54,24
10024,montgomery,565,54,24
10025,valley,566,56,23
10025,valley,567,56,23
10025,valley,568,56,23
10025,valley,569,56,23
10025,valley,570,56,23
10025,valley,571,56,23
10025,valley,572,56,23
10025,valley,573,56,23
10025,valley,574,56,23
10025,valley,575,56,23
10025,valley,576,56,23
10025,valley,577,56,23
10025,vallex,578,57,1
10025,valley,579,56,23
10025,valley,580,56,23
10025,valley,581,56,23
10025,valley,582,56,23
10025,valley,583,56,23
10025,valley,584,56,23
10025,valley,585,56,23
10025,valley,586,56,23
10025,valley,587,56,23
10025,valley,588,56,23
10025,valley,589,56,23
10025,vxlley,590,58,1
10027,elba,591,59,23
10027,elba,592,59,23
10027,elba,593,59,23
10027,elba,594,59,23
10027,elba,595,59,23
10027,elba,596,59,23
10027,elba,597,59,23
10027,elba,598,59,23
10027,elba,599,59,23
10027,elba,600,59,23
10027,exba,601,60,1
10027,elba,602,59,23
10027,elba,603,59,23
10027,elba,604,59,23
10027,elba,605,59,23
10027,elba,606,59,23
10027,elba,607,59,23
x0027,elba,608,61,1
10027,elba,609,59,23
10027,elba,610,59,23
10027,elba,611,59,23
10027,elba,612,59,23
10027,elba,613,59,23
10027,elba,614,59,23
10027,elba,615,59,23
10029,opelika,616,62,23
10029,opelika,617,62,23
10029,opelika,618,62,23
10029,opelika,619,62,23
10029,opelika,620,62,23
10029,opelika,621,62,23
10029,opelika,622,62,23
10029,opelika,623,62,23
10029,opelika,624,62,23
10029,opelika,625,62,23
10029,opelika,626,62,23
x0029,opelika,627,63,1
10029,opelika,628,62,23
10029,opelika,629,62,23
10029,opelika,630,62,23
10029,opelika,631,62,23
10029,opelika,632,62,23
10029,opelika,633,62,23
10029,opelika,634,62,23
10029,opelika,635,62,23
10029,opelika,636,62,23
10029,opelika,637,62,23
10029,opelika,638,62,23
1xx29,opelika,639,64,1
10029,opelika,640,62,23
10032,wedowee,641,65,22
10032,wedowee,642,65,22
10032,wedowee,643,65,22
10032,wedowee,644,65,22
1xx32,wedowee,645,66,2
10032,wedowee,646,65,22
10032,wedowee,647,65,22
10032,wedowee,648,65,22
10032,wedowee,649,65,22
10032,wedowee,650,65,22
10032,wedowee,651,65,22
10032,wedowee,652,65,22
10032,wedowee,653,65,22
10032,wxdowxx,654,67,1
1xx32,wedowee,655,66,2
10032,wedowee,656,65,22
10032,wedowee,657,65,22
10032,wedowee,658,65,22
10032,wedowee,659,65,22
10032,wedowee,660,65,22
10032,wedowee,661,65,22
10032,wedowee,662,65,22
10032,wedowee,663,65,22
10032,wedowee,664,65,22
10032,wedowee,665,65,22
10033,birmingham,666,68,24
10033,birmingham,667,68,24
10033,birmingham,668,68,24
10033,birmingham,669,68,24
10033,birmingham,670,68,24
10033,birmingham,671,68,24
10033,birmingham,672,68,24
10033,birmingham,673,68,24
10033,birmingham,674,68,24
10033,birmingham,675,68,24
10033,birmingham,676,68,24
10033,birmingham,677,68,24
10033,birmingham,678,68,24
10033,birmingham,679,68,24
10033,birmingham,680,68,24
10033,birmingham,681,68,24
10033,birmingham,682,68,24
10033,birmingham,683,68,24
10033,birmingham,684,68,24
10033,birmingham,685,68,24
10033,birmingham,686,68,24
10033,birmingham,687,68,24
10033,birmingham,688,68,24
10033,birmingham,689,68,24
10033,birminxham,690,69,1
10034,tallassee,691,70,23
10034,tallassee,692,70,23
10034,tallassee,693,70,23
10034,tallassee,694,70,23
10034,tallassee,695,70,23
10034,tallaxxee,696,71,1
10034,tallassee,697,70,23
10034,tallassee,698,70,23
10034,tallassee,699,70,23
10034,tallassee,700,70,23
10034,tallassee,701,70,23
10034,tallassee,702,70,23
10034,tallassee,703,70,23
100x4,tallassee,704,72,1
10034,tallassee,705,70,23
10034,tallassee,706,70,23
10034,tallassee,707,70,23
10034,tallassee,708,70,23
10034,tallassee,709,70,23
10034,tallassee,710,70,23
10034,tallassee,711,70,23
10034,tallassee,712,70,23
10034,tallassee,713,70,23
10034,tallassee,714,70,23
10034,tallassee,715,70,23
10035,cullman,716,73,22
10035,cullman,717,73,22
10035,cullman,718,73,22
10035,cullman,719,73,22
10035,cullman,720,73,22
100x5,cullman,721,74,1
10035,cullman,722,73,22
10035,cullman,723,73,22
1xx35,cullman,724,75,1
10035,cullman,725,73,22
10035,cullman,726,73,22
10035,cullman,727,73,22
10035,cullman,728,73,22
10035,cullman,729,73,22
10035,cullman,730,73,22
10035,cullman,731,73,22
10035,cullman,732,73,22
10035,cullman,733,73,22
10035,cullman,734,73,22
10035,cullman,735,73,22
10035,cuxxman,736,76,1
10035,cullman,737,73,22
10035,cullman,738,73,22
10035,cullman,739,73,22
10035,cullman,740,73,22
10036,andalusia,741,77,23
10036,andalusia,742,77,23
10036,andalusia,743,77,23
10036,andalusia,744,77,23
10036,andalusia,745,77,23
10036,andalusia,746,77,23
10036,andalusia,747,77,23
10036,andalusia,748,77,23
10036,andalusia,749,77,23
10036,andalusia,750,77,23
10036,andalusia,751,77,23
10036,andalusia,752,77,23
10036,andalusia,753,77,23
10036,andalusia,754,77,23
1xx36,andalusia,755,78,1
10036,andaluxia,756,79,1
10036,andalusia,757,77,23
10036,andalusia,758,77,23
10036,andalusia,759,77,23
10036,andalusia,760,77,23
10036,andalusia,761,77,23
10036,andalusia,762,77,23
10036,andalusia,763,77,23
10036,andalusia,764,77,23
10036,andalusia,765,77,23
10038,anniston,766,32,25
10038,anniston,767,32,25
10038,anniston,768,32,25
10038,anniston,769,32,25
10038,anniston,770,32,25
10038,anniston,771,32,25
10038,annxston,772,80,1
10038,anniston,773,32,25
10039,huntsville,774,81,25
10039,huntsville,775,81,25
10039,huntsville,776,81,25
10039,huntsville,777,81,25
10039,huntsville,778,81,25
10039,huntsville,779,81,25
1003x,huntsville,780,82,1
10039,huntsville,781,81,25
10039,huntsville,782,81,25
10039,huntsville,783,81,25
10039,huntsville,784,81,25
10039,huntsville,785,81,25
10039,huntsville,786,81,25
10039,huntsville,787,81,25
10039,huntsville,788,81,25
1xx39,huntsville,789,83,1
10039,huntsville,790,81,25
10039,huntsville,791,81,25
10039,huntsville,792,81,25
100x9,huntsville,793,84,1
10039,huntsville,794,81,25
10039,huntsville,795,81,25
10039,huntsville,796,81,25
10039,huntsville,797,81,25
10039,huntsville,798,81,25
10039,huntsville,799,81,25
10039,huntsville,800,81,25
10039,huntsville,801,81,25
10040,gadsden,802,85,24
10040,gadsden,803,85,24
10040,gadsden,804,85,24
10040,gadsden,805,85,24
10040,gadsden,806,85,24
10040,gadsden,807,85,24
10040,gadsden,808,85,24
10040,gadsden,809,85,24
10040,gadsden,810,85,24
10040,gadsden,811,85,24
10040,gadsden,812,85,24
10040,gadsden,813,85,24
10040,gadsden,814,85,24
10040,gadsden,815,85,24
10040,gadsden,816,85,24
10040,gadsden,817,85,24
10040,gadsden,818,85,24
10040,gadsden,819,85,24
10040,gadsden,820,85,24
10040,gxdsden,821,86,1
10040,gadsden,822,85,24
10040,gadsden,823,85,24
10040,gadsden,824,85,24
10040,gadsden,825,85,24
10040,gadsden,826,85,24
10043,clanton,827,87,25
10043,clanton,828,87,25
10043,clanton,829,87,25
10043,clanton,830,87,25
10043,clanton,831,87,25
10043,clanton,832,87,25
10043,clanton,833,87,25
10043,clanton,834,87,25
10043,clanton,835,87,25
10043,clanton,836,87,25
10043,clanton,837,87,25
10043,clanton,838,87,25
10043,clanton,839,87,25
10043,clanton,840,87,25
10043,clanton,841,87,25
10043,clanton,842,87,25
10043,clanton,843,87,25
10043,clanton,844,87,25
10043,clanton,845,87,25
10043,clanton,846,87,25
10043,clanton,847,87,25
10043,clanton,848,87,25
10043,clanton,849,87,25
10043,clanton,850,87,25
10043,clanton,851,87,25
10044,hamilton,852,88,23
10044,hamilton,853,88,23
10044,hamilton,854,88,23
10044,hamilxon,855,89,1
10044,hamilton,856,88,23
10044,hamilton,857,88,23
10044,hamilton,858,88,23
1xx44,hamilton,859,90,1
10044,hamilton,860,88,23
10044,hamilton,861,88,23
10044,hamilton,862,88,23
10044,hamilton,863,88,23
10044,hamilton,864,88,23
10044,hamilton,865,88,23
10044,hamilton,866,88,23
10044,hamilton,867,88,23
10044,hamilton,868,88,23
10044,hamilton,869,88,23
10044,hamilton,870,88,23
10044,hamilton,871,88,23
10044,hamilton,872,88,23
10044,hamilton,873,88,23
10044,hamilton,874,88,23
10044,hamilton,875,88,23
10044,hamilton,876,88,23
10045,fayette,877,91,22
1xx45,fayette,878,92,1
10045,fayette,879,91,22
10045,fayette,880,91,22
10045,fayette,881,91,22
10045,fayette,882,91,22
10045,fayette,883,91,22
10045,fayette,884,91,22
10045,fayette,885,91,22
10045,fayette,886,91,22
10045,fayette,887,91,22
x0045,fayette,888,93,1
10045,fayette,889,91,22
10045,fayette,890,91,22
10045,fayette,891,91,22
10045,fayette,892,91,22
10045,fayette,893,91,22
10045,fayette,894,91,22
10045,faxette,895,94,1
10045,fayette,896,91,22
10045,fayette,897,91,22
10045,fayette,898,91,22
10045,fayette,899,91,22
10045,fayette,900,91,22
10045,fayette,901,91,22
10046,gadsden,902,95,28
10046,gadsden,903,95,28
10046,gadsden,904,95,28
10046,gadsden,905,95,28
10046,gadsden,906,95,28
10046,gadsden,907,95,28
10046,gadsden,908,95,28
10046,gadsden,909,95,28
10046,gadsden,910,95,28
10046,gadsden,911,95,28
10046,gadsden,912,95,28
10046,gadsden,913,95,28
10046,gadsden,914,95,28
10046,gadsden,915,95,28
10046,gadsden,916,95,28
10046,gadsden,917,95,28
10046,gadsden,918,95,28
10046,gadsden,919,95,28
10046,gadsden,920,95,28
10046,gadsden,921,95,28
10046,gadsden,922,95,28
10046,gadsden,923,95,28
10046,gadsden,924,95,28
10046,gadsden,925,95,28
10046,gadsden,926,95,28
10046,gadsden,927,95,28
10046,gadsden,928,95,28
10046,gadsden,929,95,28
10047,georgiana,930,96,23
10047,georgiana,931,96,23
10047,georgiana,932,96,23
1xx47,georgiana,933,97,1
10047,georgiana,934,96,23
10047,georgiana,935,96,23
10047,georgiana,936,96,23
10047,georgiana,937,96,23
10047,georgiana,938,96,23
10047,georgiana,939,96,23
10047,georgiana,940,96,23
10047,georgiana,941,96,23
10047,georgiana,942,96,23
10047,georgiana,943,96,23
10047,georgiana,944,96,23
10047,georgiana,945,96,23
10047,georgiana,946,96,23
10047,georgiana,947,96,23
10047,georgiana,948,96,23
10047,geoxgiana,949,98,1
10047,georgiana,950,96,23
10047,georgiana,951,96,23
10047,georgiana,952,96,23
10047,georgiana,953,96,23
10047,georgiana,954,96,23
1004x,enterprise,955,99,1
10049,enterprise,956,100,22
10049,enterprise,957,100,22
10049,enterprise,958,100,22
10049,enterprise,959,100,22
10049,enterprxse,960,101,1
10049,enterprise,961,100,22
10049,enterprise,962,100,22
10049,enterprise,963,100,22
10049,enterprise,964,100,22
10049,enterprise,965,100,22
10049,enterprise,966,100,22
10049,enterprise,967,100,22
10049,xntxrprisx,968,102,1
10049,enterprise,969,100,22
10049,enterprise,970,100,22
10049,enterprise,971,100,22
10049,enterprise,972,100,22
10049,enterprise,973,100,22
10049,enterprise,974,100,22
10049,enterprise,975,100,22
10049,enterprise,976,100,22
10049,enterprise,977,100,22
10049,enterprise,978,100,22
10049,enterprise,979,100,22
10050,oneonta,980,103,19
10050,oneonta,981,103,19
10050,oneonta,982,103,19
10050,oneonta,983,103,19
10050,oneonta,984,103,19
10050,onxonta,985,104,1
10050,oneonta,986,103,19
10050,oneonta,987,103,19
10050,oneonta,988,103,19
10050,oneonta,989,103,19
10050,oneonta,990,103,19
10050,oneonta,991,103,19
10050,oneonta,992,103,19
10050,oneonta,993,103,19
10050,oneonta,994,103,19
10050,oneonta,995,103,19
10050,oneonta,996,103,19
10050,oneonta,997,103,19
10050,oneonta,998,103,19
10050,oneonta,999,103,19
