Address1,original_index,unique_index,count
1000 first street north,272,19,24
1000 first street north,273,19,24
1000 first street north,274,19,24
1000 fixst stxeet noxth,275,20,1
1000 first street north,276,19,24
1000 first street north,277,19,24
1000 first street north,278,19,24
1000 first street north,279,19,24
1000 first street north,280,19,24
1000 first street north,281,19,24
1000 first street north,282,19,24
1000 first street north,283,19,24
1000 first street north,284,19,24
1000 first street north,285,19,24
1000 first street north,286,19,24
1000 first street north,287,19,24
1000 first street north,288,19,24
1000 first street north,289,19,24
1000 first street north,290,19,24
1000 first street north,291,19,24
1000 first street north,292,19,24
1000 first street north,293,19,24
1720 university blvd,294,0,24
1720 univxrsity blvd,295,21,1
1720 university blvd,296,0,24
1720 university blvd,297,0,24
1720 university blvd,298,0,24
1720 university blvd,299,0,24
1720 university blvd,300,0,24
1720 university blvd,301,0,24
1720 university blvd,302,0,24
1720 university blvd,303,0,24
1720 university blvd,304,0,24
1720 university blvd,305,0,24
1720 university blvd,306,0,24
1720 university blvd,307,0,24
1720 university blvd,308,0,24
1720 university blvd,309,0,24
1720 university blvd,310,0,24
301 east 18th st,311,22,26
301 east 18th st,312,22,26
301 east 18th st,313,22,26
301 east 18th st,314,22,26
301 east 18th st,315,22,26
301xeastx18thxst,316,23,1
301 east 18th st,317,22,26
301 east 18th st,318,22,26
301 east 18th st,319,22,26
301 east 18th st,320,22,26
301 east 18th st,321,22,26
301 east 18th st,322,22,26
301 east 18th st,323,22,26
301 east 18th st,324,22,26
301 east 18th st,325,22,26
301 east 18th st,326,22,26
301 east 18th st,327,22,26
301 east 18th st,328,22,26
301 east 18th st,329,22,26
301 east 18th st,330,22,26
4370 west main street,331,24,16
4370 west main street,332,24,16
4370 west main street,333,24,16
4370xwestxmainxstreet,334,25,1
4370 west main street,335,24,16
4370 west main street,336,24,16
4370 west main street,337,24,16
4370 west main street,338,24,16
4370 west main street,339,24,16
4370 west main street,340,24,16
4370 west main street,341,24,16
4370 west main street,342,24,16
4370 west main street,343,24,16
4370 west main street,344,24,16
4370 west main street,345,24,16
4370 west main street,346,24,16
4370 west main street,347,24,16
810 st vincents drive,348,26,4
810 st vincents drive,349,26,4
810 st vxncents drxve,350,27,1
810 st vincents drive,351,26,4
810 st vincents drive,352,26,4
1201 7th street se,353,28,1
1530 u s highway 43,354,29,24
1530 u s highway 43,355,29,24
1530 u s highway 43,356,29,24
1530 u s highway 43,357,29,24
1530 u s highway 43,358,29,24
1530 u s highway 43,359,29,24
1530 u s highway 43,360,29,24
1530 u s highway 43,361,29,24
1530 u s highway 43,362,29,24
1530xuxsxhighwayx43,363,30,1
1530 u s highway 43,364,29,24
1530 u s highway 43,365,29,24
1530 u s highway 43,366,29,24
1530 u s highway 43,367,29,24
1530 u s highway 43,368,29,24
1530 u s highway 43,369,29,24
1530 u s highway 43,370,29,24
1530 u s highway 43,371,29,24
1530 u s highway 43,372,29,24
1530 u s highway 43,373,29,24
1530 u s highway 43,374,29,24
1530 u s highway 43,375,29,24
1530 u s highway 43,376,29,24
1530 u s highway 43,377,29,24
1530 u s highway 43,378,29,24
2451 fillingim street,379,31,13
2451 fillingim street,380,31,13
2451 fillingim street,381,31,13
2451 fillingim street,382,31,13
2451 fillingim street,383,31,13
2451 fillingim street,384,31,13
2451 fillingim street,385,31,13
2451 fillingim street,386,31,13
2451 fillingim street,387,31,13
2451 fillingim street,388,31,13
2451 fillingim street,389,31,13
2451 fillingim street,390,31,13
2451 fillingim street,391,31,13
124 s memorial dr,392,32,18
124xsxmemorialxdr,393,33,1
124 s memorial dr,394,32,18
124 s memorial dr,395,32,18
124 s memorial dr,396,32,18
124 s memorial dr,397,32,18
124 s memorial dr,398,32,18
124 s memorial dr,399,32,18
124 s memorial dr,400,32,18
124 s memorial dr,401,32,18
124 s memorial dr,402,32,18
124 s memorial dr,403,32,18
124 s memorial dr,404,32,18
124 s memorial dr,405,32,18
124 s memorial dr,406,32,18
124 s memorial dr,407,32,18
124 s memorial dr,408,32,18
124 s memorial dr,409,32,18
124 s memorial dr,410,32,18
124 s mxmorial dr,411,34,1
15155 highway 43,412,35,2
15155 highway 43,413,35,2
315 w hickory st,414,36,16
315 w hickxry st,415,37,1
315 w hickory st,416,36,16
315 w hickory st,417,36,16
315 w hickory st,418,36,16
315 w hickory st,419,36,16
315 w hickory st,420,36,16
315 w hickory st,421,36,16
315 w hickory st,422,36,16
315 w hickory st,423,36,16
315 w hickory st,424,36,16
315 w hickory st,425,36,16
315 w hickory st,426,36,16
315 w hickory st,427,36,16
315 w hickory st,428,36,16
315 w hickory st,429,36,16
315 w hickory st,430,36,16
315xwxhickoryxst,431,38,1
2801 debarr road,432,39,18
2801 debarr road,433,39,18
2801 debarr road,434,39,18
2801 debarr road,435,39,18
2801 debarr road,436,39,18
2801 debarr road,437,39,18
2801 debarr road,438,39,18
2801 debarr road,439,39,18
2801 debarr road,440,39,18
2801 debarr road,441,39,18
2801 debarr road,442,39,18
2801 debarr road,443,39,18
2801 debarr road,444,39,18
2801 debarr road,445,39,18
2801 debarr road,446,39,18
2801 debarr road,447,39,18
2801 debarr road,448,39,18
2801 debarr road,449,39,18
po box 287,450,40,1
poxboxx287,451,41,1
1300 south montgomery avenue,452,1,25
1300 south montgomery avenue,453,1,25
1300 south montgomery avenue,454,1,25
1300 south montgomery avenue,455,1,25
1300 south montgomery avenue,456,1,25
1300 south montgomery avenue,457,1,25
1300 south montgomery avenue,458,1,25
1300 south montgomery avenue,459,1,25
1300 south montgomery avenue,460,1,25
1300 south montgomery avenue,461,1,25
1300 south montgomery avenue,462,1,25
1300 south montgomery avenue,463,1,25
1300 south montgomery avenue,464,1,25
1300 south montgomery avenue,465,1,25
126 hospital ave,466,42,23
126 hospital ave,467,42,23
126 hospital ave,468,42,23
126 hospital ave,469,42,23
126 hospital ave,470,42,23
126 hospital ave,471,42,23
126xhospitalxave,472,43,1
126 hospital ave,473,42,23
126 hospital ave,474,42,23
126 hospital ave,475,42,23
126 hospital ave,476,42,23
126 hospital ave,477,42,23
126 hospital ave,478,42,23
126 hospital ave,479,42,23
126 hospital ave,480,42,23
126 hospital ave,481,42,23
126 hospital ave,482,42,23
126 hospital ave,483,42,23
1x6 hospital ave,484,44,1
126 hospital ave,485,42,23
126 hospital ave,486,42,23
126 hospital ave,487,42,23
126 hospital ave,488,42,23
126 hospital ave,489,42,23
126 hospital ave,490,42,23
400 northwood dr,491,45,25
400 northwood dr,492,45,25
400 northwood dr,493,45,25
400 northwood dr,494,45,25
400 northwood dr,495,45,25
400 northwood dr,496,45,25
400 northwood dr,497,45,25
400 northwood dr,498,45,25
400 northwood dr,499,45,25
400 northwood dr,500,45,25
400 northwood dr,501,45,25
400 northwood dr,502,45,25
400 northwood dr,503,45,25
400 northwood dr,504,45,25
400 northwood dr,505,45,25
400 northwood dr,506,45,25
400 northwood dr,507,45,25
400 northwood dr,508,45,25
400 northwood dr,509,45,25
400 northwood dr,510,45,25
400 northwood dr,511,45,25
400 northwood dr,512,45,25
400 northwood dr,513,45,25
400 northwood dr,514,45,25
400 northwood dr,515,45,25
2105 east south boulevard,516,46,25
2105 east south boulevard,517,46,25
2105 east south boulevard,518,46,25
2105 east south boulevard,519,46,25
2105 east south boulevard,520,46,25
2105 east south boulevard,521,46,25
2105 east south boulevard,522,46,25
2105 east south boulevard,523,46,25
2105 east south boulevard,524,46,25
2105 east south boulevard,525,46,25
2105 east south boulevard,526,46,25
2105 east south boulevard,527,46,25
2105 east south boulevard,528,46,25
2105 east south boulevard,529,46,25
2105 east south boulevard,530,46,25
2105 east south boulevard,531,46,25
2105 east south boulevard,532,46,25
2105 east south boulevard,533,46,25
2105 east south boulevard,534,46,25
2105 east south boulevard,535,46,25
2105 east south boulevard,536,46,25
2105 east south boulevard,537,46,25
2105 east south boulevard,538,46,25
2105 east south boulevard,539,46,25
2105 east south boulevard,540,46,25
1725 pine street,541,47,25
1725 pine street,542,47,25
1725 pine street,543,47,25
1725 pine street,544,47,25
1725 pine street,545,47,25
1725 pine street,546,47,25
1725 pine street,547,47,25
1725 pine street,548,47,25
1725 pine street,549,47,25
1725 pine street,550,47,25
1725 pine street,551,47,25
1725 pine street,552,47,25
1725 pine street,553,47,25
1725 pine street,554,47,25
1725 pine street,555,47,25
1725 pine street,556,47,25
1725 pine street,557,47,25
1725 pine street,558,47,25
1725 pine street,559,47,25
1725 pine street,560,47,25
1725 pine street,561,47,25
1725 pine street,562,47,25
1725 pine street,563,47,25
1725 pine street,564,47,25
1725 pine street,565,47,25
4800 48th st,566,48,25
4800 48th st,567,48,25
4800 48th st,568,48,25
4800 48th st,569,48,25
4800 48th st,570,48,25
4800 48th st,571,48,25
4800 48th st,572,48,25
4800 48th st,573,48,25
4800 48th st,574,48,25
4800 48th st,575,48,25
4800 48th st,576,48,25
4800 48th st,577,48,25
4800 48th st,578,48,25
4800 48th st,579,48,25
4800 48th st,580,48,25
4800 48th st,581,48,25
4800 48th st,582,48,25
4800 48th st,583,48,25
4800 48th st,584,48,25
4800 48th st,585,48,25
4800 48th st,586,48,25
4800 48th st,587,48,25
4800 48th st,588,48,25
4800 48th st,589,48,25
4800 48th st,590,48,25
987 drayton street,591,49,25
987 drayton street,592,49,25
987 drayton street,593,49,25
987 drayton street,594,49,25
987 drayton street,595,49,25
987 drayton street,596,49,25
987 drayton street,597,49,25
987 drayton street,598,49,25
987 drayton street,599,49,25
987 drayton street,600,49,25
987 drayton street,601,49,25
987 drayton street,602,49,25
987 drayton street,603,49,25
987 drayton street,604,49,25
987 drayton street,605,49,25
987 drayton street,606,49,25
987 drayton street,607,49,25
987 drayton street,608,49,25
987 drayton street,609,49,25
987 drayton street,610,49,25
987 drayton street,611,49,25
987 drayton street,612,49,25
987 drayton street,613,49,25
987 drayton street,614,49,25
987 drayton street,615,49,25
2000 pepperell parkway,616,50,25
2000 pepperell parkway,617,50,25
2000 pepperell parkway,618,50,25
2000 pepperell parkway,619,50,25
2000 pepperell parkway,620,50,25
2000 pepperell parkway,621,50,25
2000 pepperell parkway,622,50,25
2000 pepperell parkway,623,50,25
2000 pepperell parkway,624,50,25
2000 pepperell parkway,625,50,25
2000 pepperell parkway,626,50,25
2000 pepperell parkway,627,50,25
2000 pepperell parkway,628,50,25
2000 pepperell parkway,629,50,25
2000 pepperell parkway,630,50,25
2000 pepperell parkway,631,50,25
2000 pepperell parkway,632,50,25
2000 pepperell parkway,633,50,25
2000 pepperell parkway,634,50,25
2000 pepperell parkway,635,50,25
2000 pepperell parkway,636,50,25
2000 pepperell parkway,637,50,25
2000 pepperell parkway,638,50,25
2000 pepperell parkway,639,50,25
2000 pepperell parkway,640,50,25
209 north main street,641,51,24
209 north main street,642,51,24
209 north main street,643,51,24
209 north main street,644,51,24
209 north main street,645,51,24
209 north main street,646,51,24
209 north main street,647,51,24
209 north main street,648,51,24
209 north main street,649,51,24
209 north main street,650,51,24
209 north main street,651,51,24
209 xorth maix street,652,52,1
209 north main street,653,51,24
209 north main street,654,51,24
209 north main street,655,51,24
209 north main street,656,51,24
209 north main street,657,51,24
209 north main street,658,51,24
209 north main street,659,51,24
209 north main street,660,51,24
209 north main street,661,51,24
209 north main street,662,51,24
209 north main street,663,51,24
209 north main street,664,51,24
209 north main street,665,51,24
619 south 19th street,666,53,25
619 south 19th street,667,53,25
619 south 19th street,668,53,25
619 south 19th street,669,53,25
619 south 19th street,670,53,25
619 south 19th street,671,53,25
619 south 19th street,672,53,25
619 south 19th street,673,53,25
619 south 19th street,674,53,25
619 south 19th street,675,53,25
619 south 19th street,676,53,25
619 south 19th street,677,53,25
619 south 19th street,678,53,25
619 south 19th street,679,53,25
619 south 19th street,680,53,25
619 south 19th street,681,53,25
619 south 19th street,682,53,25
619 south 19th street,683,53,25
619 south 19th street,684,53,25
619 south 19th street,685,53,25
619 south 19th street,686,53,25
619 south 19th street,687,53,25
619 south 19th street,688,53,25
619 south 19th street,689,53,25
619 south 19th street,690,53,25
805 friendship road,691,54,25
805 friendship road,692,54,25
805 friendship road,693,54,25
805 friendship road,694,54,25
805 friendship road,695,54,25
805 friendship road,696,54,25
805 friendship road,697,54,25
805 friendship road,698,54,25
805 friendship road,699,54,25
805 friendship road,700,54,25
805 friendship road,701,54,25
805 friendship road,702,54,25
805 friendship road,703,54,25
805 friendship road,704,54,25
805 friendship road,705,54,25
805 friendship road,706,54,25
805 friendship road,707,54,25
805 friendship road,708,54,25
805 friendship road,709,54,25
805 friendship road,710,54,25
805 friendship road,711,54,25
805 friendship road,712,54,25
805 friendship road,713,54,25
805 friendship road,714,54,25
805 friendship road,715,54,25
1912 alabama highway 157,716,55,24
1912 alabama highway 157,717,55,24
1912 alabama highway 157,718,55,24
1912 alabama highway 157,719,55,24
1912 alabama highway 157,720,55,24
1912 alabama highway 157,721,55,24
1912 alabama highway 157,722,55,24
1912 alabama highway 157,723,55,24
1912 alabama highway 157,724,55,24
1912 alabama highway 157,725,55,24
1912 alabama highway 157,726,55,24
1912 alabama highway 157,727,55,24
1912 alabama highway 157,728,55,24
1912 alabama highway 157,729,55,24
1912 alabama highway 157,730,55,24
1912 alabama highway 157,731,55,24
1912 alabama highway 157,732,55,24
1912 alabama highway 157,733,55,24
1912 alabama highway 157,734,55,24
1912 alabama highway 157,735,55,24
1912xalabamaxhighwayx157,736,56,1
1912 alabama highway 157,737,55,24
1912 alabama highway 157,738,55,24
1912 alabama highway 157,739,55,24
1912 alabama highway 157,740,55,24
849 south three notch street,741,57,25
849 south three notch street,742,57,25
849 south three notch street,743,57,25
849 south three notch street,744,57,25
849 south three notch street,745,57,25
849 south three notch street,746,57,25
849 south three notch street,747,57,25
849 south three notch street,748,57,25
849 south three notch street,749,57,25
849 south three notch street,750,57,25
849 south three notch street,751,57,25
849 south three notch street,752,57,25
849 south three notch street,753,57,25
849 south three notch street,754,57,25
849 south three notch street,755,57,25
849 south three notch street,756,57,25
849 south three notch street,757,57,25
849 south three notch street,758,57,25
849 south three notch street,759,57,25
849 south three notch street,760,57,25
849 south three notch street,761,57,25
849 south three notch street,762,57,25
849 south three notch street,763,57,25
849 south three notch street,764,57,25
849 south three notch street,765,57,25
301 east 18th st,766,22,26
301 east 1xth st,767,58,1
301 east 18th st,768,22,26
301 east 18th st,769,22,26
301 east 18th st,770,22,26
301 east 18th st,771,22,26
301 east 18th st,772,22,26
301 east 18th st,773,22,26
101 sivley rd,774,59,28
101 sivley rd,775,59,28
101 sivley rd,776,59,28
101 sivley rd,777,59,28
101 sivley rd,778,59,28
101 sivley rd,779,59,28
101 sivley rd,780,59,28
101 sivley rd,781,59,28
101 sivley rd,782,59,28
101 sivley rd,783,59,28
101 sivley rd,784,59,28
101 sivley rd,785,59,28
101 sivley rd,786,59,28
101 sivley rd,787,59,28
101 sivley rd,788,59,28
101 sivley rd,789,59,28
101 sivley rd,790,59,28
101 sivley rd,791,59,28
101 sivley rd,792,59,28
101 sivley rd,793,59,28
101 sivley rd,794,59,28
101 sivley rd,795,59,28
101 sivley rd,796,59,28
101 sivley rd,797,59,28
101 sivley rd,798,59,28
101 sivley rd,799,59,28
101 sivley rd,800,59,28
101 sivley rd,801,59,28
1007 goodyear avenue,802,60,25
1007 goodyear avenue,803,60,25
1007 goodyear avenue,804,60,25
1007 goodyear avenue,805,60,25
1007 goodyear avenue,806,60,25
1007 goodyear avenue,807,60,25
1007 goodyear avenue,808,60,25
1007 goodyear avenue,809,60,25
1007 goodyear avenue,810,60,25
1007 goodyear avenue,811,60,25
1007 goodyear avenue,812,60,25
1007 goodyear avenue,813,60,25
1007 goodyear avenue,814,60,25
1007 goodyear avenue,815,60,25
1007 goodyear avenue,816,60,25
1007 goodyear avenue,817,60,25
1007 goodyear avenue,818,60,25
1007 goodyear avenue,819,60,25
1007 goodyear avenue,820,60,25
1007 goodyear avenue,821,60,25
1007 goodyear avenue,822,60,25
1007 goodyear avenue,823,60,25
1007 goodyear avenue,824,60,25
1007 goodyear avenue,825,60,25
1007 goodyear avenue,826,60,25
1010 lay dam road,827,61,24
1010 lay dam road,828,61,24
1010 lay dam road,829,61,24
1010 lay dam road,830,61,24
1010 lay dam road,831,61,24
1010 lay dam road,832,61,24
1010 lay dam road,833,61,24
1010 lay dam road,834,61,24
1010 lay dam road,835,61,24
1010 lay dam road,836,61,24
1010 lay dam road,837,61,24
1010 lay dam road,838,61,24
1010 lay dam road,839,61,24
1010 lay dam road,840,61,24
1010 lay dam road,841,61,24
1010 lay dam road,842,61,24
1010 lay dam road,843,61,24
1010 lay dam road,844,61,24
1010 lay dam road,845,61,24
1010 lay dam road,846,61,24
1010 lay dam road,847,61,24
1010 lay dam road,848,61,24
x0x0 lay dam road,849,62,1
1010 lay dam road,850,61,24
1010 lay dam road,851,61,24
1256 military street south,852,63,24
1256 military street south,853,63,24
1256 military street south,854,63,24
1256 military street south,855,63,24
1256 military street south,856,63,24
1256 military street sxuth,857,64,1
1256 military street south,858,63,24
1256 military street south,859,63,24
1256 military street south,860,63,24
1256 military street south,861,63,24
1256 military street south,862,63,24
1256 military street south,863,63,24
1256 military street south,864,63,24
1256 military street south,865,63,24
1256 military street south,866,63,24
1256 military street south,867,63,24
1256 military street south,868,63,24
1256 military street south,869,63,24
1256 military street south,870,63,24
1256 military street south,871,63,24
1256 military street south,872,63,24
1256 military street south,873,63,24
1256 military street south,874,63,24
1256 military street south,875,63,24
1256 military street south,876,63,24
1653 temple avenue north,877,65,25
1653 temple avenue north,878,65,25
1653 temple avenue north,879,65,25
1653 temple avenue north,880,65,25
1653 temple avenue north,881,65,25
1653 temple avenue north,882,65,25
1653 temple avenue north,883,65,25
1653 temple avenue north,884,65,25
1653 temple avenue north,885,65,25
1653 temple avenue north,886,65,25
1653 temple avenue north,887,65,25
1653 temple avenue north,888,65,25
1653 temple avenue north,889,65,25
1653 temple avenue north,890,65,25
1653 temple avenue north,891,65,25
1653 temple avenue north,892,65,25
1653 temple avenue north,893,65,25
1653 temple avenue north,894,65,25
1653 temple avenue north,895,65,25
1653 temple avenue north,896,65,25
1653 temple avenue north,897,65,25
1653 temple avenue north,898,65,25
1653 temple avenue north,899,65,25
1653 temple avenue north,900,65,25
1653 temple avenue north,901,65,25
600 south third street,902,66,27
600 south third street,903,66,27
600 south third street,904,66,27
600 south third street,905,66,27
600 south third street,906,66,27
600 south third street,907,66,27
600 south third street,908,66,27
600 south third street,909,66,27
600 south third street,910,66,27
600 south third street,911,66,27
600 south third street,912,66,27
600 south third street,913,66,27
600 south third street,914,66,27
600 souxh xhird sxreex,915,67,1
600 south third street,916,66,27
600 south third street,917,66,27
600 south third street,918,66,27
600 south third street,919,66,27
600 south third street,920,66,27
600 south third street,921,66,27
600 south third street,922,66,27
600 south third street,923,66,27
600 south third street,924,66,27
600 south third street,925,66,27
600 south third street,926,66,27
600 south third street,927,66,27
600 south third street,928,66,27
600 south third street,929,66,27
515 miranda st,930,68,22
515 miranda st,931,68,22
515 miranda st,932,68,22
515 miranda st,933,68,22
515 miranda sx,934,69,1
515 miranxa st,935,70,1
515 miranda st,936,68,22
515 miranda st,937,68,22
515 miranda st,938,68,22
515 miranda st,939,68,22
515 miranda st,940,68,22
515 miranda st,941,68,22
515 miranda st,942,68,22
515 miranda st,943,68,22
515 miranda st,944,68,22
515 mirxndx st,945,71,1
515 miranda st,946,68,22
515 miranda st,947,68,22
515 miranda st,948,68,22
515 miranda st,949,68,22
515 miranda st,950,68,22
515 miranda st,951,68,22
515 miranda st,952,68,22
515 miranda st,953,68,22
515 miranda st,954,68,22
400 n edwards street,955,72,24
400xnxedwardsxstreet,956,73,1
400 n edwards street,957,72,24
400 n edwards street,958,72,24
400 n edwards street,959,72,24
400 n edwards street,960,72,24
400 n edwards street,961,72,24
