City,EmergencyService,original_index,unique_index,count
opp,no,106,15,25
opp,no,107,15,25
opp,no,108,15,25
opp,no,109,15,25
opp,no,110,15,25
opp,no,111,15,25
opp,no,112,15,25
opp,no,113,15,25
opp,no,114,15,25
opp,no,115,15,25
opp,no,116,15,25
opp,no,117,15,25
opp,no,118,15,25
luverne,yes,119,16,25
luverne,yes,120,16,25
luverne,yes,121,16,25
luverne,yes,122,16,25
luverne,yes,123,16,25
luverne,yes,124,16,25
luverne,yes,125,16,25
luverne,yes,126,16,25
luverne,yes,127,16,25
luverne,yes,128,16,25
luverne,yes,129,16,25
luverne,yes,130,16,25
luverne,yes,131,16,25
luverne,yes,132,16,25
luverne,yes,133,16,25
luverne,yes,134,16,25
luverne,yes,135,16,25
luverne,yes,136,16,25
luverne,yes,137,16,25
luverne,yes,138,16,25
luverne,yes,139,16,25
luverne,yes,140,16,25
luverne,yes,141,16,25
luverne,yes,142,16,25
luverne,yes,143,16,25
hartselle,yes,144,17,24
hartselle,yes,145,17,24
hartselle,yes,146,17,24
hartselle,yes,147,17,24
hartselle,yes,148,17,24
hartselle,yes,149,17,24
hartselle,yes,150,17,24
hartselle,yes,151,17,24
hartselle,yes,152,17,24
hartselle,yes,153,17,24
hartselle,yes,154,17,24
hartselle,yes,155,17,24
hartselle,yes,156,17,24
hartselle,yxs,157,18,1
hartselle,yes,158,17,24
hartselle,yes,159,17,24
hartselle,yes,160,17,24
hartselle,yes,161,17,24
hartselle,yes,162,17,24
hartselle,yes,163,17,24
hartselle,yes,164,17,24
hartselle,yes,165,17,24
hartselle,yes,166,17,24
hartselle,yes,167,17,24
hartselle,yes,168,17,24
guntersville,yes,169,19,24
guntersville,yes,170,19,24
guntersville,yes,171,19,24
guntersville,yes,172,19,24
guntersville,yes,173,19,24
guntersville,yes,174,19,24
guntersville,yes,175,19,24
guntersville,yes,176,19,24
guntersville,yes,177,19,24
guntersville,yes,178,19,24
guntersville,yes,179,19,24
guntxrsvillx,yes,180,20,1
guntersville,yes,181,19,24
guntersville,yes,182,19,24
guntersville,yes,183,19,24
guntersville,yes,184,19,24
guntersville,yes,185,19,24
guntersville,yes,186,19,24
guntersville,yes,187,19,24
guntersville,yes,188,19,24
guntersville,yes,189,19,24
guntersville,yes,190,19,24
guntersville,yes,191,19,24
guntersville,yes,192,19,24
guntersville,yes,193,19,24
birmingham,yes,194,0,73
birmingham,yes,195,0,73
birmingham,yes,196,0,73
birmingham,yes,197,0,73
birmingham,yes,198,0,73
birmingham,yes,199,0,73
birmingham,yes,200,0,73
birmingham,yes,201,0,73
birmingham,yes,202,0,73
birmingham,yes,203,0,73
birmingham,yes,204,0,73
birmingham,yes,205,0,73
birmingham,yes,206,0,73
birmixgham,yes,207,21,1
birmingham,yes,208,0,73
birmingham,yes,209,0,73
birmingham,yes,210,0,73
birmingham,yes,211,0,73
bxrmxngham,yes,212,22,1
birmingham,yes,213,0,73
birmingham,yes,214,0,73
birmingham,yes,215,0,73
birmingham,yes,216,0,73
birmingham,yes,217,0,73
birmingham,yes,218,0,73
fort payne,yes,219,23,24
fort payne,yes,220,23,24
fort payne,yes,221,23,24
fort payne,yes,222,23,24
fort payne,yes,223,23,24
fort payne,yes,224,23,24
fort payne,yes,225,23,24
fort payne,yes,226,23,24
fort payne,yes,227,23,24
fort payxe,yes,228,24,1
fort payne,yes,229,23,24
fort payne,yes,230,23,24
fort payne,yes,231,23,24
fort payne,yes,232,23,24
fort payne,yes,233,23,24
fort payne,yes,234,23,24
fort payne,yes,235,23,24
fort payne,yes,236,23,24
fort payne,yes,237,23,24
fort payne,yes,238,23,24
fort payne,yes,239,23,24
fort payne,yes,240,23,24
fort payne,yes,241,23,24
fort payne,yes,242,23,24
fort payne,yes,243,23,24
thomasville,yes,244,25,25
thomasville,yes,245,25,25
thomasville,yes,246,25,25
thomasville,yes,247,25,25
thomasville,yes,248,25,25
thomasville,yes,249,25,25
thomasville,yes,250,25,25
thomasville,yes,251,25,25
thomasville,yes,252,25,25
thomasville,yes,253,25,25
thomasville,yes,254,25,25
thomasville,yes,255,25,25
thomasville,yes,256,25,25
thomasville,yes,257,25,25
thomasville,yes,258,25,25
thomasville,yes,259,25,25
thomasville,yes,260,25,25
thomasville,yes,261,25,25
thomasville,yes,262,25,25
thomasville,yes,263,25,25
thomasville,yes,264,25,25
thomasville,yes,265,25,25
thomasville,yes,266,25,25
thomasville,yes,267,25,25
thomasville,yes,268,25,25
alabaster,yes,269,26,25
alabaster,yes,270,26,25
alabaster,yes,271,26,25
alabaster,yes,272,26,25
alabaster,yes,273,26,25
alabaster,yes,274,26,25
alabaster,yes,275,26,25
alabaster,yes,276,26,25
alabaster,yes,277,26,25
alabaster,yes,278,26,25
alabaster,yes,279,26,25
alabaster,yes,280,26,25
alabaster,yes,281,26,25
alabaster,yes,282,26,25
alabaster,yes,283,26,25
alabaster,yes,284,26,25
alabaster,yes,285,26,25
alabaster,yes,286,26,25
alabaster,yes,287,26,25
alabaster,yes,288,26,25
alabaster,yes,289,26,25
alabaster,yes,290,26,25
alabaster,yes,291,26,25
alabaster,yes,292,26,25
alabaster,yes,293,26,25
birmingham,yes,294,0,73
birmingham,yes,295,0,73
birmingham,yes,296,0,73
birmingham,yes,297,0,73
birmingham,yes,298,0,73
birmingham,yes,299,0,73
birmingham,yes,300,0,73
birmingham,yes,301,0,73
birmingham,yes,302,0,73
birmingham,yes,303,0,73
birmingham,yes,304,0,73
birmingham,yes,305,0,73
birmingham,yes,306,0,73
birmingham,yes,307,0,73
birmingham,yes,308,0,73
birmingham,yes,309,0,73
birmingham,yes,310,0,73
axxistox,yes,311,27,1
anniston,yes,312,28,24
anniston,yes,313,28,24
anniston,yes,314,28,24
anniston,yes,315,28,24
anniston,yes,316,28,24
anniston,yes,317,28,24
anniston,xes,318,29,1
anniston,yes,319,28,24
anniston,yes,320,28,24
anniston,yes,321,28,24
anniston,yes,322,28,24
anniston,yes,323,28,24
anniston,yes,324,28,24
anniston,yes,325,28,24
anniston,yes,326,28,24
anniston,yex,327,30,1
anniston,yes,328,28,24
anniston,yes,329,28,24
anniston,yes,330,28,24
dothan,yes,331,5,39
dothan,yex,332,7,2
dothan,yes,333,5,39
dothan,yes,334,5,39
dothan,yes,335,5,39
dothan,yes,336,5,39
dothan,yes,337,5,39
dothan,yes,338,5,39
dothan,yes,339,5,39
dothan,yes,340,5,39
dothan,yes,341,5,39
dothan,yes,342,5,39
dothan,yes,343,5,39
dothan,yes,344,5,39
dothan,yes,345,5,39
dothan,yes,346,5,39
dothan,yes,347,5,39
birmingham,yes,348,0,73
birmingham,yes,349,0,73
birmingham,yxs,350,31,1
birmingham,yes,351,0,73
birmingham,yes,352,0,73
decatur,yes,353,32,1
winfield,yes,354,33,23
winfield,yes,355,33,23
winfield,yes,356,33,23
winfield,yes,357,33,23
winfield,yes,358,33,23
winfield,yes,359,33,23
winfield,yes,360,33,23
winfield,yes,361,33,23
winfield,yes,362,33,23
winfield,yes,363,33,23
winfield,yes,364,33,23
winfield,yes,365,33,23
winfield,yes,366,33,23
winfielx,yes,367,34,1
winfield,yes,368,33,23
winfield,yes,369,33,23
winfield,yes,370,33,23
winfield,yes,371,33,23
winfield,yes,372,33,23
winfield,yes,373,33,23
winfield,yex,374,35,1
winfield,yes,375,33,23
winfield,yes,376,33,23
winfield,yes,377,33,23
winfield,yes,378,33,23
mobile,yes,379,36,12
mobile,yes,380,36,12
mobile,yes,381,36,12
mobile,yes,382,36,12
mobile,yes,383,36,12
mobile,yes,384,36,12
mobile,yes,385,36,12
mobile,yes,386,36,12
mobile,yes,387,36,12
mobile,yes,388,36,12
mobile,yxs,389,37,1
mobile,yes,390,36,12
mobile,yes,391,36,12
prattville,yes,392,38,19
prattville,yes,393,38,19
prattville,yes,394,38,19
prattville,yes,395,38,19
prattville,yes,396,38,19
prattville,yes,397,38,19
prattville,yes,398,38,19
prattville,yes,399,38,19
prattville,yes,400,38,19
prattville,yes,401,38,19
prattville,yes,402,38,19
prattville,yes,403,38,19
prattville,yes,404,38,19
prattville,yes,405,38,19
prattville,yes,406,38,19
prattville,yes,407,38,19
prattville,yes,408,38,19
prattville,yes,409,38,19
prattville,yxs,410,39,1
prattville,yes,411,38,19
russellville,yes,412,40,2
russellville,yes,413,40,2
sylacauga,no,414,41,17
sylacauga,no,415,41,17
sylacauga,no,416,41,17
sylacauga,no,417,41,17
sylacauga,xo,418,42,1
sylacauga,no,419,41,17
sylacauga,no,420,41,17
sylacauga,no,421,41,17
sylacauga,no,422,41,17
sylacauga,no,423,41,17
sylacauga,no,424,41,17
sylacauga,no,425,41,17
sylacauga,no,426,41,17
sylacauga,no,427,41,17
sylacauga,no,428,41,17
sylacauga,no,429,41,17
sylacauga,no,430,41,17
sylacauga,no,431,41,17
anchorage,yes,432,43,17
anchorage,yes,433,43,17
anchorage,yes,434,43,17
anchorage,yes,435,43,17
anchorage,yes,436,43,17
anchoraxe,yes,437,44,1
anchorage,yes,438,43,17
anchorage,yes,439,43,17
anchorage,yes,440,43,17
anchorage,yes,441,43,17
anchorage,yes,442,43,17
anchorage,yes,443,43,17
anchorage,yes,444,43,17
anchorage,yes,445,43,17
anchorage,yes,446,43,17
anchorage,yes,447,43,17
anchorage,yes,448,43,17
anchorage,yes,449,43,17
bethel,no,450,45,2
bethel,no,451,45,2
sheffield,yes,452,3,24
sheffield,yes,453,3,24
sheffield,yes,454,3,24
sheffield,yes,455,3,24
sheffield,yes,456,3,24
sheffield,yes,457,3,24
sheffield,yes,458,3,24
sheffield,yes,459,3,24
sheffield,yes,460,3,24
sheffield,yes,461,3,24
sheffield,yes,462,3,24
sheffield,yes,463,3,24
sheffield,yes,464,3,24
sheffield,yes,465,3,24
ozark,yes,466,46,23
ozark,yes,467,46,23
ozark,yes,468,46,23
ozark,yes,469,46,23
ozark,yes,470,46,23
ozark,yes,471,46,23
ozark,yes,472,46,23
ozark,yes,473,46,23
ozarx,yes,474,47,1
ozark,yes,475,46,23
ozark,yes,476,46,23
ozark,yes,477,46,23
ozark,yes,478,46,23
ozark,yes,479,46,23
ozark,yes,480,46,23
ozark,yes,481,46,23
ozark,yes,482,46,23
ozark,yes,483,46,23
ozark,yes,484,46,23
xzark,yes,485,48,1
ozark,yes,486,46,23
ozark,yes,487,46,23
ozark,yes,488,46,23
ozark,yes,489,46,23
ozark,yes,490,46,23
centre,yes,491,49,24
centre,yxs,492,50,1
centre,yes,493,49,24
centre,yes,494,49,24
centre,yes,495,49,24
centre,yes,496,49,24
centre,yes,497,49,24
centre,yes,498,49,24
centre,yes,499,49,24
centre,yes,500,49,24
centre,yes,501,49,24
centre,yes,502,49,24
centre,yes,503,49,24
centre,yes,504,49,24
centre,yes,505,49,24
centre,yes,506,49,24
centre,yes,507,49,24
centre,yes,508,49,24
centre,yes,509,49,24
centre,yes,510,49,24
centre,yes,511,49,24
centre,yes,512,49,24
centre,yes,513,49,24
centre,yes,514,49,24
centre,yes,515,49,24
montgomery,yes,516,51,46
montxomery,yes,517,52,1
montgomery,yes,518,51,46
montgomery,yes,519,51,46
montgomery,yes,520,51,46
montgomery,yxs,521,53,1
montgomery,yes,522,51,46
montgomery,yes,523,51,46
montgomery,yes,524,51,46
montgomery,yes,525,51,46
montgomery,yes,526,51,46
montgomery,yes,527,51,46
montgomery,yes,528,51,46
montgomery,yes,529,51,46
montgomery,yes,530,51,46
montgomery,yes,531,51,46
montgomery,yes,532,51,46
montgomery,yes,533,51,46
montgomery,yes,534,51,46
montgomery,yes,535,51,46
montgomery,yex,536,54,1
montgomery,yes,537,51,46
montgomery,yes,538,51,46
montgomery,yes,539,51,46
montgomery,yes,540,51,46
montgomery,yes,541,51,46
montgomery,yes,542,51,46
montgomery,yes,543,51,46
montgomery,yes,544,51,46
montgomery,yes,545,51,46
montgomery,yes,546,51,46
montgomery,yes,547,51,46
montgomery,yes,548,51,46
montgomery,yes,549,51,46
montgomery,yes,550,51,46
montgomery,yes,551,51,46
montgomery,yes,552,51,46
montgomery,yes,553,51,46
montgomery,yes,554,51,46
montgomery,yes,555,51,46
montgomery,yes,556,51,46
montgomery,yes,557,51,46
montgomery,yes,558,51,46
montgomery,yes,559,51,46
montgomery,yes,560,51,46
montgomery,yes,561,51,46
montgomery,yes,562,51,46
montgomery,yes,563,51,46
montgomery,xes,564,55,1
montgomery,yes,565,51,46
valley,yes,566,56,21
valley,yes,567,56,21
valley,yes,568,56,21
valley,yes,569,56,21
valley,yes,570,56,21
valley,yes,571,56,21
valley,yes,572,56,21
valley,yes,573,56,21
valley,yes,574,56,21
valley,yes,575,56,21
valley,yes,576,56,21
valley,yes,577,56,21
vallex,yes,578,57,1
valley,xes,579,58,2
valley,yes,580,56,21
valley,yes,581,56,21
valley,yes,582,56,21
valley,yes,583,56,21
valley,yes,584,56,21
valley,yes,585,56,21
valley,yes,586,56,21
valley,xes,587,58,2
valley,yes,588,56,21
valley,yes,589,56,21
vxlley,yes,590,59,1
elba,yes,591,60,24
elba,yes,592,60,24
elba,yes,593,60,24
elba,yes,594,60,24
elba,yes,595,60,24
elba,yes,596,60,24
elba,yes,597,60,24
elba,yes,598,60,24
elba,yes,599,60,24
elba,yes,600,60,24
exba,yes,601,61,1
elba,yes,602,60,24
elba,yes,603,60,24
elba,yes,604,60,24
elba,yes,605,60,24
elba,yes,606,60,24
elba,yes,607,60,24
elba,yes,608,60,24
elba,yes,609,60,24
elba,yes,610,60,24
elba,yes,611,60,24
elba,yes,612,60,24
elba,yes,613,60,24
elba,yes,614,60,24
elba,yes,615,60,24
opelika,yes,616,62,24
opelika,yes,617,62,24
opelika,yes,618,62,24
opelika,yes,619,62,24
opelika,yes,620,62,24
opelika,yes,621,62,24
opelika,yes,622,62,24
opelika,yes,623,62,24
opelika,yes,624,62,24
opelika,yes,625,62,24
opelika,yes,626,62,24
opelika,yes,627,62,24
opelika,yex,628,63,1
opelika,yes,629,62,24
opelika,yes,630,62,24
opelika,yes,631,62,24
opelika,yes,632,62,24
opelika,yes,633,62,24
opelika,yes,634,62,24
opelika,yes,635,62,24
opelika,yes,636,62,24
opelika,yes,637,62,24
opelika,yes,638,62,24
opelika,yes,639,62,24
opelika,yes,640,62,24
wedowee,no,641,64,23
wedowee,no,642,64,23
wedowee,no,643,64,23
wedowee,no,644,64,23
wedowee,no,645,64,23
wedowee,no,646,64,23
wedowee,no,647,64,23
wedowee,no,648,64,23
wedowee,no,649,64,23
wedowee,no,650,64,23
wedowee,no,651,64,23
wedowee,no,652,64,23
wedowee,xo,653,65,1
wxdowxx,no,654,66,1
wedowee,no,655,64,23
wedowee,no,656,64,23
wedowee,no,657,64,23
wedowee,no,658,64,23
wedowee,no,659,64,23
wedowee,no,660,64,23
wedowee,no,661,64,23
wedowee,no,662,64,23
wedowee,no,663,64,23
wedowee,no,664,64,23
wedowee,no,665,64,23
birmingham,yes,666,0,73
birmingham,yes,667,0,73
birmingham,yes,668,0,73
birmingham,yes,669,0,73
birmingham,yes,670,0,73
birmingham,yes,671,0,73
birmingham,yes,672,0,73
birmingham,yes,673,0,73
birmingham,yex,674,67,1
birmingham,yes,675,0,73
birmingham,yes,676,0,73
birmingham,yes,677,0,73
birmingham,yes,678,0,73
birmingham,yes,679,0,73
birmingham,yes,680,0,73
birmingham,yes,681,0,73
birmingham,yes,682,0,73
birmingham,yes,683,0,73
birmingham,yes,684,0,73
birmingham,yes,685,0,73
birmingham,yes,686,0,73
birmingham,yes,687,0,73
birmingham,yes,688,0,73
birmingham,yes,689,0,73
birminxham,yes,690,68,1
tallassee,no,691,69,24
tallassee,no,692,69,24
tallassee,no,693,69,24
tallassee,no,694,69,24
tallassee,no,695,69,24
tallaxxee,no,696,70,1
tallassee,no,697,69,24
tallassee,no,698,69,24
tallassee,no,699,69,24
tallassee,no,700,69,24
tallassee,no,701,69,24
tallassee,no,702,69,24
tallassee,no,703,69,24
tallassee,no,704,69,24
tallassee,no,705,69,24
tallassee,no,706,69,24
tallassee,no,707,69,24
tallassee,no,708,69,24
tallassee,no,709,69,24
tallassee,no,710,69,24
tallassee,no,711,69,24
tallassee,no,712,69,24
tallassee,no,713,69,24
tallassee,no,714,69,24
tallassee,no,715,69,24
cullman,yes,716,71,24
cullman,yes,717,71,24
cullman,yes,718,71,24
cullman,yes,719,71,24
cullman,yes,720,71,24
cullman,yes,721,71,24
cullman,yes,722,71,24
cullman,yes,723,71,24
cullman,yes,724,71,24
cullman,yes,725,71,24
cullman,yes,726,71,24
cullman,yes,727,71,24
cullman,yes,728,71,24
cullman,yes,729,71,24
cullman,yes,730,71,24
cullman,yes,731,71,24
cullman,yes,732,71,24
cullman,yes,733,71,24
cullman,yes,734,71,24
cullman,yes,735,71,24
cuxxman,yes,736,72,1
cullman,yes,737,71,24
cullman,yes,738,71,24
cullman,yes,739,71,24
cullman,yes,740,71,24
andalusia,no,741,73,24
andalusia,no,742,73,24
andalusia,no,743,73,24
andalusia,no,744,73,24
andalusia,no,745,73,24
andalusia,no,746,73,24
andalusia,no,747,73,24
andalusia,no,748,73,24
andalusia,no,749,73,24
andalusia,no,750,73,24
andalusia,no,751,73,24
andalusia,no,752,73,24
andalusia,no,753,73,24
andalusia,no,754,73,24
andalusia,no,755,73,24
andaluxia,no,756,74,1
andalusia,no,757,73,24
andalusia,no,758,73,24
andalusia,no,759,73,24
andalusia,no,760,73,24
andalusia,no,761,73,24
andalusia,no,762,73,24
andalusia,no,763,73,24
andalusia,no,764,73,24
andalusia,no,765,73,24
anniston,yes,766,28,24
anniston,yes,767,28,24
anniston,yes,768,28,24
anniston,yes,769,28,24
anniston,yes,770,28,24
anniston,yes,771,28,24
annxston,yes,772,75,1
anniston,yes,773,28,24
huntsville,yes,774,76,27
huntsville,yes,775,76,27
huntsville,yes,776,76,27
huntsville,yes,777,76,27
huntsville,yes,778,76,27
huntsville,yes,779,76,27
huntsville,yes,780,76,27
huntsville,yes,781,76,27
huntsville,yes,782,76,27
huntsville,yes,783,76,27
huntsville,yes,784,76,27
huntsville,yes,785,76,27
huntsville,yes,786,76,27
huntsville,yes,787,76,27
huntsville,yes,788,76,27
huntsville,yes,789,76,27
huntsville,yes,790,76,27
huntsville,yes,791,76,27
huntsville,yes,792,76,27
huntsville,yes,793,76,27
huntsville,yes,794,76,27
huntsville,yes,795,76,27
huntsville,yes,796,76,27
huntsville,yxs,797,77,1
huntsville,yes,798,76,27
huntsville,yes,799,76,27
huntsville,yes,800,76,27
huntsville,yes,801,76,27
gadsden,yes,802,78,49
gadsden,yes,803,78,49
gadsden,yes,804,78,49
gadsden,yes,805,78,49
gadsden,yes,806,78,49
gadsden,yes,807,78,49
gadsden,yes,808,78,49
gadsden,xes,809,79,1
gadsden,yes,810,78,49
gadsden,yes,811,78,49
gadsden,yes,812,78,49
gadsden,yes,813,78,49
gadsden,yes,814,78,49
gadsden,yes,815,78,49
gadsden,yes,816,78,49
gadsden,yes,817,78,49
gadsden,yes,818,78,49
gadsden,yes,819,78,49
gadsden,yes,820,78,49
gxdsden,yes,821,80,1
gadsden,yes,822,78,49
gadsden,yes,823,78,49
gadsden,yes,824,78,49
gadsden,yes,825,78,49
gadsden,yes,826,78,49
clanton,yes,827,81,25
clanton,yes,828,81,25
clanton,yes,829,81,25
clanton,yes,830,81,25
clanton,yes,831,81,25
clanton,yes,832,81,25
clanton,yes,833,81,25
clanton,yes,834,81,25
clanton,yes,835,81,25
clanton,yes,836,81,25
clanton,yes,837,81,25
clanton,yes,838,81,25
clanton,yes,839,81,25
clanton,yes,840,81,25
clanton,yes,841,81,25
clanton,yes,842,81,25
clanton,yes,843,81,25
clanton,yes,844,81,25
clanton,yes,845,81,25
clanton,yes,846,81,25
clanton,yes,847,81,25
clanton,yes,848,81,25
clanton,yes,849,81,25
clanton,yes,850,81,25
clanton,yes,851,81,25
hamilton,yes,852,82,23
hamilton,yes,853,82,23
hamilton,yes,854,82,23
hamilxon,yes,855,83,1
hamilton,yes,856,82,23
hamilton,yes,857,82,23
hamilton,yes,858,82,23
hamilton,yes,859,82,23
hamilton,yes,860,82,23
hamilton,yes,861,82,23
hamilton,yes,862,82,23
hamilton,yes,863,82,23
hamilton,yes,864,82,23
hamilton,yes,865,82,23
hamilton,yxs,866,84,1
hamilton,yes,867,82,23
hamilton,yes,868,82,23
hamilton,yes,869,82,23
hamilton,yes,870,82,23
hamilton,yes,871,82,23
hamilton,yes,872,82,23
hamilton,yes,873,82,23
hamilton,yes,874,82,23
hamilton,yes,875,82,23
hamilton,yes,876,82,23
fayette,yes,877,85,23
fayette,yes,878,85,23
fayette,yes,879,85,23
fayette,yes,880,85,23
fayette,yes,881,85,23
fayette,yes,882,85,23
fayette,yes,883,85,23
fayette,yes,884,85,23
fayette,yes,885,85,23
fayette,yes,886,85,23
fayette,yes,887,85,23
fayette,yes,888,85,23
fayette,yex,889,86,1
fayette,yes,890,85,23
fayette,yes,891,85,23
fayette,yes,892,85,23
fayette,yes,893,85,23
fayette,yes,894,85,23
faxette,yes,895,87,1
fayette,yes,896,85,23
fayette,yes,897,85,23
fayette,yes,898,85,23
fayette,yes,899,85,23
fayette,yes,900,85,23
fayette,yes,901,85,23
gadsden,yes,902,78,49
gadsden,yes,903,78,49
gadsden,yes,904,78,49
gadsden,yes,905,78,49
gadsden,yes,906,78,49
gadsden,yes,907,78,49
gadsden,yes,908,78,49
gadsden,yes,909,78,49
gadsden,yes,910,78,49
gadsden,yes,911,78,49
gadsden,yes,912,78,49
gadsden,yes,913,78,49
gadsden,yes,914,78,49
gadsden,yes,915,78,49
gadsden,yes,916,78,49
gadsden,yes,917,78,49
gadsden,yes,918,78,49
gadsden,yex,919,88,1
gadsden,yes,920,78,49
gadsden,yxs,921,89,1
gadsden,yes,922,78,49
gadsden,yes,923,78,49
gadsden,yes,924,78,49
gadsden,yes,925,78,49
gadsden,yes,926,78,49
gadsden,yes,927,78,49
gadsden,yes,928,78,49
gadsden,yes,929,78,49
georgiana,no,930,90,24
georgiana,no,931,90,24
georgiana,no,932,90,24
georgiana,no,933,90,24
georgiana,no,934,90,24
georgiana,no,935,90,24
georgiana,no,936,90,24
georgiana,no,937,90,24
georgiana,no,938,90,24
georgiana,no,939,90,24
georgiana,no,940,90,24
georgiana,no,941,90,24
georgiana,no,942,90,24
georgiana,no,943,90,24
georgiana,no,944,90,24
georgiana,no,945,90,24
georgiana,no,946,90,24
georgiana,no,947,90,24
georgiana,no,948,90,24
geoxgiana,no,949,91,1
georgiana,no,950,90,24
georgiana,no,951,90,24
georgiana,no,952,90,24
georgiana,no,953,90,24
georgiana,no,954,90,24
enterprise,yes,955,92,23
enterprise,yes,956,92,23
enterprise,yes,957,92,23
enterprise,yes,958,92,23
enterprise,yes,959,92,23
enterprxse,yes,960,93,1
enterprise,yes,961,92,23
enterprise,yes,962,92,23
enterprise,yes,963,92,23
enterprise,yes,964,92,23
enterprise,yes,965,92,23
enterprise,yes,966,92,23
enterprise,yes,967,92,23
xntxrprisx,yes,968,94,1
enterprise,yes,969,92,23
enterprise,yes,970,92,23
enterprise,yes,971,92,23
enterprise,yes,972,92,23
enterprise,yes,973,92,23
enterprise,yes,974,92,23
enterprise,yes,975,92,23
enterprise,yes,976,92,23
enterprise,yes,977,92,23
enterprise,yes,978,92,23
enterprise,yes,979,92,23
oneonta,yes,980,95,19
oneonta,yes,981,95,19
oneonta,yes,982,95,19
oneonta,yes,983,95,19
oneonta,yes,984,95,19
onxonta,yes,985,96,1
oneonta,yes,986,95,19
oneonta,yes,987,95,19
oneonta,yes,988,95,19
oneonta,yes,989,95,19
oneonta,yes,990,95,19
oneonta,yes,991,95,19
oneonta,yes,992,95,19
oneonta,yes,993,95,19
oneonta,yes,994,95,19
oneonta,yes,995,95,19
oneonta,yes,996,95,19
oneonta,yes,997,95,19
oneonta,yes,998,95,19
oneonta,yes,999,95,19
