City,original_index,unique_index,count
guntersville,178,15,24
guntersville,179,15,24
guntxrsvillx,180,16,1
guntersville,181,15,24
guntersville,182,15,24
guntersville,183,15,24
guntersville,184,15,24
guntersville,185,15,24
guntersville,186,15,24
guntersville,187,15,24
guntersville,188,15,24
guntersville,189,15,24
guntersville,190,15,24
guntersville,191,15,24
guntersville,192,15,24
guntersville,193,15,24
birmingham,194,0,75
birmingham,195,0,75
birmingham,196,0,75
birmingham,197,0,75
birmingham,198,0,75
birmingham,199,0,75
birmingham,200,0,75
birmingham,201,0,75
birmingham,202,0,75
birmingham,203,0,75
birmingham,204,0,75
birmingham,205,0,75
birmingham,206,0,75
birmixgham,207,17,1
birmingham,208,0,75
birmingham,209,0,75
birmingham,210,0,75
birmingham,211,0,75
bxrmxngham,212,18,1
birmingham,213,0,75
birmingham,214,0,75
birmingham,215,0,75
birmingham,216,0,75
birmingham,217,0,75
birmingham,218,0,75
fort payne,219,19,24
fort payne,220,19,24
fort payne,221,19,24
fort payne,222,19,24
fort payne,223,19,24
fort payne,224,19,24
fort payne,225,19,24
fort payne,226,19,24
fort payne,227,19,24
fort payxe,228,20,1
fort payne,229,19,24
fort payne,230,19,24
fort payne,231,19,24
fort payne,232,19,24
fort payne,233,19,24
fort payne,234,19,24
fort payne,235,19,24
fort payne,236,19,24
fort payne,237,19,24
fort payne,238,19,24
fort payne,239,19,24
fort payne,240,19,24
fort payne,241,19,24
fort payne,242,19,24
fort payne,243,19,24
thomasville,244,21,25
thomasville,245,21,25
thomasville,246,21,25
thomasville,247,21,25
thomasville,248,21,25
thomasville,249,21,25
thomasville,250,21,25
thomasville,251,21,25
thomasville,252,21,25
thomasville,253,21,25
thomasville,254,21,25
thomasville,255,21,25
thomasville,256,21,25
thomasville,257,21,25
thomasville,258,21,25
thomasville,259,21,25
thomasville,260,21,25
thomasville,261,21,25
thomasville,262,21,25
thomasville,263,21,25
thomasville,264,21,25
thomasville,265,21,25
thomasville,266,21,25
thomasville,267,21,25
thomasville,268,21,25
alabaster,269,22,25
alabaster,270,22,25
alabaster,271,22,25
alabaster,272,22,25
alabaster,273,22,25
alabaster,274,22,25
alabaster,275,22,25
alabaster,276,22,25
alabaster,277,22,25
alabaster,278,22,25
alabaster,279,22,25
alabaster,280,22,25
alabaster,281,22,25
alabaster,282,22,25
alabaster,283,22,25
alabaster,284,22,25
alabaster,285,22,25
alabaster,286,22,25
alabaster,287,22,25
alabaster,288,22,25
alabaster,289,22,25
alabaster,290,22,25
alabaster,291,22,25
alabaster,292,22,25
alabaster,293,22,25
birmingham,294,0,75
birmingham,295,0,75
birmingham,296,0,75
birmingham,297,0,75
birmingham,298,0,75
birmingham,299,0,75
birmingham,300,0,75
birmingham,301,0,75
birmingham,302,0,75
birmingham,303,0,75
birmingham,304,0,75
birmingham,305,0,75
birmingham,306,0,75
birmingham,307,0,75
birmingham,308,0,75
birmingham,309,0,75
birmingham,310,0,75
axxistox,311,23,1
anniston,312,24,26
anniston,313,24,26
anniston,314,24,26
anniston,315,24,26
anniston,316,24,26
anniston,317,24,26
anniston,318,24,26
anniston,319,24,26
anniston,320,24,26
anniston,321,24,26
anniston,322,24,26
anniston,323,24,26
anniston,324,24,26
anniston,325,24,26
anniston,326,24,26
anniston,327,24,26
anniston,328,24,26
anniston,329,24,26
anniston,330,24,26
dothan,331,5,42
dothan,332,5,42
dothan,333,5,42
dothan,334,5,42
dothan,335,5,42
dothan,336,5,42
dothan,337,5,42
dothan,338,5,42
dothan,339,5,42
dothan,340,5,42
dothan,341,5,42
dothan,342,5,42
dothan,343,5,42
dothan,344,5,42
dothan,345,5,42
dothan,346,5,42
dothan,347,5,42
birmingham,348,0,75
birmingham,349,0,75
birmingham,350,0,75
birmingham,351,0,75
birmingham,352,0,75
decatur,353,25,1
winfield,354,26,24
winfield,355,26,24
winfield,356,26,24
winfield,357,26,24
winfield,358,26,24
winfield,359,26,24
winfield,360,26,24
winfield,361,26,24
winfield,362,26,24
winfield,363,26,24
winfield,364,26,24
winfield,365,26,24
winfield,366,26,24
winfielx,367,27,1
winfield,368,26,24
winfield,369,26,24
winfield,370,26,24
winfield,371,26,24
winfield,372,26,24
winfield,373,26,24
winfield,374,26,24
winfield,375,26,24
winfield,376,26,24
winfield,377,26,24
winfield,378,26,24
mobile,379,28,13
mobile,380,28,13
mobile,381,28,13
mobile,382,28,13
mobile,383,28,13
mobile,384,28,13
mobile,385,28,13
mobile,386,28,13
mobile,387,28,13
mobile,388,28,13
mobile,389,28,13
mobile,390,28,13
mobile,391,28,13
prattville,392,29,20
prattville,393,29,20
prattville,394,29,20
prattville,395,29,20
prattville,396,29,20
prattville,397,29,20
prattville,398,29,20
prattville,399,29,20
prattville,400,29,20
prattville,401,29,20
prattville,402,29,20
prattville,403,29,20
prattville,404,29,20
prattville,405,29,20
prattville,406,29,20
prattville,407,29,20
prattville,408,29,20
prattville,409,29,20
prattville,410,29,20
prattville,411,29,20
russellville,412,30,2
russellville,413,30,2
sylacauga,414,31,18
sylacauga,415,31,18
sylacauga,416,31,18
sylacauga,417,31,18
sylacauga,418,31,18
sylacauga,419,31,18
sylacauga,420,31,18
sylacauga,421,31,18
sylacauga,422,31,18
sylacauga,423,31,18
sylacauga,424,31,18
sylacauga,425,31,18
sylacauga,426,31,18
sylacauga,427,31,18
sylacauga,428,31,18
sylacauga,429,31,18
sylacauga,430,31,18
sylacauga,431,31,18
anchorage,432,32,17
anchorage,433,32,17
anchorage,434,32,17
anchorage,435,32,17
anchorage,436,32,17
anchoraxe,437,33,1
anchorage,438,32,17
anchorage,439,32,17
anchorage,440,32,17
anchorage,441,32,17
anchorage,442,32,17
anchorage,443,32,17
anchorage,444,32,17
anchorage,445,32,17
anchorage,446,32,17
anchorage,447,32,17
anchorage,448,32,17
anchorage,449,32,17
bethel,450,34,2
bethel,451,34,2
sheffield,452,3,24
sheffield,453,3,24
sheffield,454,3,24
sheffield,455,3,24
sheffield,456,3,24
sheffield,457,3,24
sheffield,458,3,24
sheffield,459,3,24
sheffield,460,3,24
sheffield,461,3,24
sheffield,462,3,24
sheffield,463,3,24
sheffield,464,3,24
sheffield,465,3,24
ozark,466,35,23
ozark,467,35,23
ozark,468,35,23
ozark,469,35,23
ozark,470,35,23
ozark,471,35,23
ozark,472,35,23
ozark,473,35,23
ozarx,474,36,1
ozark,475,35,23
ozark,476,35,23
ozark,477,35,23
ozark,478,35,23
ozark,479,35,23
ozark,480,35,23
ozark,481,35,23
ozark,482,35,23
ozark,483,35,23
ozark,484,35,23
xzark,485,37,1
ozark,486,35,23
ozark,487,35,23
ozark,488,35,23
ozark,489,35,23
ozark,490,35,23
centre,491,38,25
centre,492,38,25
centre,493,38,25
centre,494,38,25
centre,495,38,25
centre,496,38,25
centre,497,38,25
centre,498,38,25
centre,499,38,25
centre,500,38,25
centre,501,38,25
centre,502,38,25
centre,503,38,25
centre,504,38,25
centre,505,38,25
centre,506,38,25
centre,507,38,25
centre,508,38,25
centre,509,38,25
centre,510,38,25
centre,511,38,25
centre,512,38,25
centre,513,38,25
centre,514,38,25
centre,515,38,25
montgomery,516,39,49
montxomery,517,40,1
montgomery,518,39,49
montgomery,519,39,49
montgomery,520,39,49
montgomery,521,39,49
montgomery,522,39,49
montgomery,523,39,49
montgomery,524,39,49
montgomery,525,39,49
montgomery,526,39,49
montgomery,527,39,49
montgomery,528,39,49
montgomery,529,39,49
montgomery,530,39,49
montgomery,531,39,49
montgomery,532,39,49
montgomery,533,39,49
montgomery,534,39,49
montgomery,535,39,49
montgomery,536,39,49
montgomery,537,39,49
montgomery,538,39,49
montgomery,539,39,49
montgomery,540,39,49
montgomery,541,39,49
montgomery,542,39,49
montgomery,543,39,49
montgomery,544,39,49
montgomery,545,39,49
montgomery,546,39,49
montgomery,547,39,49
montgomery,548,39,49
montgomery,549,39,49
montgomery,550,39,49
montgomery,551,39,49
montgomery,552,39,49
montgomery,553,39,49
montgomery,554,39,49
montgomery,555,39,49
montgomery,556,39,49
montgomery,557,39,49
montgomery,558,39,49
montgomery,559,39,49
montgomery,560,39,49
montgomery,561,39,49
montgomery,562,39,49
montgomery,563,39,49
montgomery,564,39,49
montgomery,565,39,49
valley,566,41,23
valley,567,41,23
valley,568,41,23
valley,569,41,23
valley,570,41,23
valley,571,41,23
valley,572,41,23
valley,573,41,23
valley,574,41,23
valley,575,41,23
valley,576,41,23
valley,577,41,23
vallex,578,42,1
valley,579,41,23
valley,580,41,23
valley,581,41,23
valley,582,41,23
valley,583,41,23
valley,584,41,23
valley,585,41,23
valley,586,41,23
valley,587,41,23
valley,588,41,23
valley,589,41,23
vxlley,590,43,1
elba,591,44,24
elba,592,44,24
elba,593,44,24
elba,594,44,24
elba,595,44,24
elba,596,44,24
elba,597,44,24
elba,598,44,24
elba,599,44,24
elba,600,44,24
exba,601,45,1
elba,602,44,24
elba,603,44,24
elba,604,44,24
elba,605,44,24
elba,606,44,24
elba,607,44,24
elba,608,44,24
elba,609,44,24
elba,610,44,24
elba,611,44,24
elba,612,44,24
elba,613,44,24
elba,614,44,24
elba,615,44,24
opelika,616,46,25
opelika,617,46,25
opelika,618,46,25
opelika,619,46,25
opelika,620,46,25
opelika,621,46,25
opelika,622,46,25
opelika,623,46,25
opelika,624,46,25
opelika,625,46,25
opelika,626,46,25
opelika,627,46,25
opelika,628,46,25
opelika,629,46,25
opelika,630,46,25
opelika,631,46,25
opelika,632,46,25
opelika,633,46,25
opelika,634,46,25
opelika,635,46,25
opelika,636,46,25
opelika,637,46,25
opelika,638,46,25
opelika,639,46,25
opelika,640,46,25
wedowee,641,47,24
wedowee,642,47,24
wedowee,643,47,24
wedowee,644,47,24
wedowee,645,47,24
wedowee,646,47,24
wedowee,647,47,24
wedowee,648,47,24
wedowee,649,47,24
wedowee,650,47,24
wedowee,651,47,24
wedowee,652,47,24
wedowee,653,47,24
wxdowxx,654,48,1
wedowee,655,47,24
wedowee,656,47,24
wedowee,657,47,24
wedowee,658,47,24
wedowee,659,47,24
wedowee,660,47,24
wedowee,661,47,24
wedowee,662,47,24
wedowee,663,47,24
wedowee,664,47,24
wedowee,665,47,24
birmingham,666,0,75
birmingham,667,0,75
birmingham,668,0,75
birmingham,669,0,75
birmingham,670,0,75
birmingham,671,0,75
birmingham,672,0,75
birmingham,673,0,75
birmingham,674,0,75
birmingham,675,0,75
birmingham,676,0,75
birmingham,677,0,75
birmingham,678,0,75
birmingham,679,0,75
birmingham,680,0,75
birmingham,681,0,75
birmingham,682,0,75
birmingham,683,0,75
birmingham,684,0,75
birmingham,685,0,75
birmingham,686,0,75
birmingham,687,0,75
birmingham,688,0,75
birmingham,689,0,75
birminxham,690,49,1
tallassee,691,50,24
tallassee,692,50,24
tallassee,693,50,24
tallassee,694,50,24
tallassee,695,50,24
tallaxxee,696,51,1
tallassee,697,50,24
tallassee,698,50,24
tallassee,699,50,24
tallassee,700,50,24
tallassee,701,50,24
tallassee,702,50,24
tallassee,703,50,24
tallassee,704,50,24
tallassee,705,50,24
tallassee,706,50,24
tallassee,707,50,24
tallassee,708,50,24
tallassee,709,50,24
tallassee,710,50,24
tallassee,711,50,24
tallassee,712,50,24
tallassee,713,50,24
tallassee,714,50,24
tallassee,715,50,24
cullman,716,52,24
cullman,717,52,24
cullman,718,52,24
cullman,719,52,24
cullman,720,52,24
cullman,721,52,24
cullman,722,52,24
cullman,723,52,24
cullman,724,52,24
cullman,725,52,24
cullman,726,52,24
cullman,727,52,24
cullman,728,52,24
cullman,729,52,24
cullman,730,52,24
cullman,731,52,24
cullman,732,52,24
cullman,733,52,24
cullman,734,52,24
cullman,735,52,24
cuxxman,736,53,1
cullman,737,52,24
cullman,738,52,24
cullman,739,52,24
cullman,740,52,24
andalusia,741,54,24
andalusia,742,54,24
andalusia,743,54,24
andalusia,744,54,24
andalusia,745,54,24
andalusia,746,54,24
andalusia,747,54,24
andalusia,748,54,24
andalusia,749,54,24
andalusia,750,54,24
andalusia,751,54,24
andalusia,752,54,24
andalusia,753,54,24
andalusia,754,54,24
andalusia,755,54,24
andaluxia,756,55,1
andalusia,757,54,24
andalusia,758,54,24
andalusia,759,54,24
andalusia,760,54,24
andalusia,761,54,24
andalusia,762,54,24
andalusia,763,54,24
andalusia,764,54,24
andalusia,765,54,24
anniston,766,24,26
anniston,767,24,26
anniston,768,24,26
anniston,769,24,26
anniston,770,24,26
anniston,771,24,26
annxston,772,56,1
anniston,773,24,26
huntsville,774,57,28
huntsville,775,57,28
huntsville,776,57,28
huntsville,777,57,28
huntsville,778,57,28
huntsville,779,57,28
huntsville,780,57,28
huntsville,781,57,28
huntsville,782,57,28
huntsville,783,57,28
huntsville,784,57,28
huntsville,785,57,28
huntsville,786,57,28
huntsville,787,57,28
huntsville,788,57,28
huntsville,789,57,28
huntsville,790,57,28
huntsville,791,57,28
huntsville,792,57,28
huntsville,793,57,28
huntsville,794,57,28
huntsville,795,57,28
huntsville,796,57,28
huntsville,797,57,28
huntsville,798,57,28
huntsville,799,57,28
huntsville,800,57,28
huntsville,801,57,28
gadsden,802,58,52
gadsden,803,58,52
gadsden,804,58,52
gadsden,805,58,52
gadsden,806,58,52
gadsden,807,58,52
gadsden,808,58,52
gadsden,809,58,52
gadsden,810,58,52
gadsden,811,58,52
gadsden,812,58,52
gadsden,813,58,52
gadsden,814,58,52
gadsden,815,58,52
gadsden,816,58,52
gadsden,817,58,52
gadsden,818,58,52
gadsden,819,58,52
gadsden,820,58,52
gxdsden,821,59,1
gadsden,822,58,52
gadsden,823,58,52
gadsden,824,58,52
gadsden,825,58,52
gadsden,826,58,52
clanton,827,60,25
clanton,828,60,25
clanton,829,60,25
clanton,830,60,25
clanton,831,60,25
clanton,832,60,25
clanton,833,60,25
clanton,834,60,25
clanton,835,60,25
clanton,836,60,25
clanton,837,60,25
clanton,838,60,25
clanton,839,60,25
clanton,840,60,25
clanton,841,60,25
clanton,842,60,25
clanton,843,60,25
clanton,844,60,25
clanton,845,60,25
clanton,846,60,25
clanton,847,60,25
clanton,848,60,25
clanton,849,60,25
clanton,850,60,25
clanton,851,60,25
hamilton,852,61,24
hamilton,853,61,24
hamilton,854,61,24
hamilxon,855,62,1
hamilton,856,61,24
hamilton,857,61,24
hamilton,858,61,24
hamilton,859,61,24
hamilton,860,61,24
hamilton,861,61,24
hamilton,862,61,24
hamilton,863,61,24
hamilton,864,61,24
hamilton,865,61,24
hamilton,866,61,24
hamilton,867,61,24
hamilton,868,61,24
hamilton,869,61,24
hamilton,870,61,24
hamilton,871,61,24
hamilton,872,61,24
hamilton,873,61,24
hamilton,874,61,24
hamilton,875,61,24
hamilton,876,61,24
fayette,877,63,24
fayette,878,63,24
fayette,879,63,24
fayette,880,63,24
fayette,881,63,24
fayette,882,63,24
fayette,883,63,24
fayette,884,63,24
fayette,885,63,24
fayette,886,63,24
fayette,887,63,24
fayette,888,63,24
fayette,889,63,24
fayette,890,63,24
fayette,891,63,24
fayette,892,63,24
fayette,893,63,24
fayette,894,63,24
faxette,895,64,1
fayette,896,63,24
fayette,897,63,24
fayette,898,63,24
fayette,899,63,24
fayette,900,63,24
fayette,901,63,24
gadsden,902,58,52
gadsden,903,58,52
gadsden,904,58,52
gadsden,905,58,52
gadsden,906,58,52
gadsden,907,58,52
gadsden,908,58,52
gadsden,909,58,52
gadsden,910,58,52
gadsden,911,58,52
gadsden,912,58,52
gadsden,913,58,52
gadsden,914,58,52
gadsden,915,58,52
gadsden,916,58,52
gadsden,917,58,52
gadsden,918,58,52
gadsden,919,58,52
gadsden,920,58,52
gadsden,921,58,52
gadsden,922,58,52
gadsden,923,58,52
gadsden,924,58,52
gadsden,925,58,52
gadsden,926,58,52
gadsden,927,58,52
gadsden,928,58,52
gadsden,929,58,52
georgiana,930,65,24
georgiana,931,65,24
georgiana,932,65,24
georgiana,933,65,24
georgiana,934,65,24
georgiana,935,65,24
georgiana,936,65,24
georgiana,937,65,24
georgiana,938,65,24
georgiana,939,65,24
georgiana,940,65,24
georgiana,941,65,24
georgiana,942,65,24
georgiana,943,65,24
georgiana,944,65,24
georgiana,945,65,24
georgiana,946,65,24
georgiana,947,65,24
georgiana,948,65,24
geoxgiana,949,66,1
georgiana,950,65,24
georgiana,951,65,24
georgiana,952,65,24
georgiana,953,65,24
georgiana,954,65,24
enterprise,955,67,23
enterprise,956,67,23
enterprise,957,67,23
enterprise,958,67,23
enterprise,959,67,23
enterprxse,960,68,1
enterprise,961,67,23
enterprise,962,67,23
enterprise,963,67,23
enterprise,964,67,23
enterprise,965,67,23
enterprise,966,67,23
enterprise,967,67,23
xntxrprisx,968,69,1
enterprise,969,67,23
enterprise,970,67,23
enterprise,971,67,23
enterprise,972,67,23
enterprise,973,67,23
enterprise,974,67,23
enterprise,975,67,23
enterprise,976,67,23
enterprise,977,67,23
enterprise,978,67,23
enterprise,979,67,23
oneonta,980,70,19
oneonta,981,70,19
oneonta,982,70,19
oneonta,983,70,19
oneonta,984,70,19
onxonta,985,71,1
oneonta,986,70,19
oneonta,987,70,19
oneonta,988,70,19
oneonta,989,70,19
oneonta,990,70,19
oneonta,991,70,19
oneonta,992,70,19
oneonta,993,70,19
oneonta,994,70,19
oneonta,995,70,19
oneonta,996,70,19
oneonta,997,70,19
oneonta,998,70,19
oneonta,999,70,19
