id,original_index,unique_index
1762,240,240
1422,241,241
1067,242,242
1003,243,243
1002,244,244
1001,245,245
2639,246,246
2469,247,247
2586,248,248
2585,249,249
643,250,250
632,251,251
1714,252,252
1713,253,253
1712,254,254
1711,255,255
1456,256,256
767,257,257
766,258,258
579,259,259
168,260,260
159,261,261
35,262,262
34,263,263
2096,264,264
2095,265,265
1257,266,266
1256,267,267
1255,268,268
986,269,269
985,270,270
2508,271,271
1441,272,272
1413,273,273
1411,274,274
2620,275,275
2412,276,276
1898,277,277
1897,278,278
1896,279,279
1850,280,280
1849,281,281
1848,282,282
1847,283,283
2485,284,284
2484,285,285
2449,286,286
2634,287,287
2153,288,288
1953,289,289
1496,290,290
1481,291,291
1480,292,292
1564,293,293
1541,294,294
1321,295,295
1320,296,296
1319,297,297
1303,298,298
1025,299,299
1012,300,300
942,301,301
937,302,302
888,303,303
886,304,304
612,305,305
611,306,306
1372,307,307
1371,308,308
1812,309,309
1547,310,310
1546,311,311
1545,312,312
119,313,313
1408,314,314
2490,315,315
2489,316,316
2488,317,317
2487,318,318
939,319,319
692,320,320
667,321,321
665,322,322
1607,323,323
1597,324,324
344,325,325
89,326,326
88,327,327
1569,328,328
1568,329,329
1188,330,330
1891,331,331
1890,332,332
577,333,333
513,334,334
2422,335,335
1727,336,336
1614,337,337
1613,338,338
1549,339,339
1548,340,340
1517,341,341
1500,342,342
1421,343,343
1360,344,344
1184,345,345
1183,346,346
1023,347,347
998,348,348
997,349,349
996,350,350
931,351,351
798,352,352
633,353,353
2062,354,354
1830,355,355
1629,356,356
1601,357,357
1427,358,358
1349,359,359
1310,360,360
1281,361,361
1144,362,362
1143,363,363
1395,364,364
808,365,365
81,366,366
2596,367,367
2300,368,368
2299,369,369
2298,370,370
2107,371,371
1573,372,372
1289,373,373
1288,374,374
470,375,375
2167,376,376
2204,377,377
1522,378,378
397,379,379
193,380,380
83,381,381
1802,382,382
1801,383,383
1800,384,384
1799,385,385
2619,386,386
2468,387,387
2637,388,388
2636,389,389
2598,390,390
2597,391,391
2548,392,392
2542,393,393
2541,394,394
2504,395,395
2500,396,396
2499,397,397
2498,398,398
2481,399,399
2476,400,400
2467,401,401
2466,402,402
2465,403,403
2433,404,404
2418,405,405
2416,406,406
2382,407,407
2381,408,408
2290,409,409
2241,410,410
2240,411,411
2137,412,412
2101,413,413
2092,414,414
2091,415,415
2086,416,416
2023,417,417
2006,418,418
1997,419,419
1977,420,420
1976,421,421
1974,422,422
1973,423,423
1959,424,424
1958,425,425
1949,426,426
1947,427,427
1785,428,428
1651,429,429
1443,430,430
1352,431,431
1267,432,432
1266,433,433
1178,434,434
1136,435,435
1044,436,436
1033,437,437
1031,438,438
909,439,439
873,440,440
860,441,441
677,442,442
671,443,443
670,444,444
669,445,445
627,446,446
387,447,447
385,448,448
384,449,449
1096,450,450
1095,451,451
2456,452,452
921,453,453
920,454,454
919,455,455
648,456,456
1279,457,457
756,458,458
566,459,459
328,460,460
66,461,461
65,462,462
538,463,463
504,464,464
383,465,465
29,466,466
28,467,467
27,468,468
26,469,469
1627,470,470
2552,471,471
2125,472,472
2124,473,473
2123,474,474
2608,475,475
2607,476,476
2606,477,477
2478,478,478
2471,479,479
2470,480,480
2464,481,481
2160,482,482
2158,483,483
2072,484,484
2054,485,485
2196,486,486
668,487,487
52,488,488
51,489,489
50,490,490
49,491,491
2657,492,492
2656,493,493
2655,494,494
2654,495,495
2653,496,496
2652,497,497
2252,498,498
2214,499,499
2213,500,500
1442,501,501
170,502,502
169,503,503
2315,504,504
1808,505,505
1419,506,506
878,507,507
794,508,508
793,509,509
792,510,510
791,511,511
790,512,512
789,513,513
788,514,514
38,515,515
37,516,516
36,517,517
2257,518,518
2256,519,519
870,520,520
869,521,521
868,522,522
867,523,523
2068,524,524
2067,525,525
2066,526,526
2065,527,527
2064,528,528
1928,529,529
1927,530,530
2227,531,531
2226,532,532
2225,533,533
1954,534,534
1910,535,535
1177,536,536
840,537,537
180,538,538
63,539,539
62,540,540
61,541,541
784,542,542
783,543,543
782,544,544
2255,545,545
530,546,546
427,547,547
2094,548,548
1941,549,549
1940,550,550
1439,551,551
1465,552,552
1464,553,553
1744,554,554
1743,555,555
1742,556,556
1719,557,557
638,558,558
507,559,559
480,560,560
1882,561,561
1881,562,562
2446,563,563
2106,564,564
2600,565,565
2210,566,566
2052,567,567
1584,568,568
1182,569,569
1050,570,570
1219,571,571
1218,572,572
2377,573,573
1839,574,574
1248,575,575
1247,576,576
1649,577,577
1648,578,578
1647,579,579
1646,580,580
2057,581,581
2056,582,582
2055,583,583
1933,584,584
2019,585,585
2018,586,586
2017,587,587
2016,588,588
2080,589,589
2079,590,590
2380,591,591
2379,592,592
2354,593,593
2440,594,594
567,595,595
1342,596,596
1341,597,597
2349,598,598
2014,599,599
2013,600,600
2012,601,601
2011,602,602
2010,603,603
2009,604,604
1726,605,605
1725,606,606
1695,607,607
1694,608,608
1693,609,609
1692,610,610
1369,611,611
1243,612,612
1142,613,613
1141,614,614
1140,615,615
1139,616,616
1138,617,617
571,618,618
570,619,619
569,620,620
546,621,621
545,622,622
2338,623,623
1365,624,624
1094,625,625
657,626,626
656,627,627
359,628,628
56,629,629
1772,630,630
1393,631,631
893,632,632
1407,633,633
1406,634,634
2438,635,635
2437,636,636
751,637,637
120,638,638
2061,639,639
970,640,640
969,641,641
968,642,642
2351,643,643
1650,644,644
1337,645,645
1336,646,646
737,647,647
129,648,648
716,649,649
659,650,650
556,651,651
2538,652,652
2355,653,653
1689,654,654
1163,655,655
940,656,656
685,657,657
613,658,658
356,659,659
2029,660,660
2028,661,661
2293,662,662
1105,663,663
1104,664,664
2145,665,665
1804,666,666
1602,667,667
1301,668,668
542,669,669
272,670,670
271,671,671
1057,672,672
681,673,673
1789,674,674
1788,675,675
1787,676,676
1786,677,677
1763,678,678
1311,679,679
2078,680,680
1809,681,681
1263,682,682
1092,683,683
851,684,684
186,685,685
185,686,686
184,687,687
1224,688,688
964,689,689
1623,690,690
110,691,691
1735,692,692
1734,693,693
1746,694,694
2371,695,695
2251,696,696
2166,697,697
1827,698,698
1203,699,699
1202,700,700
1161,701,701
946,702,702
943,703,703
1886,704,704
1885,705,705
1213,706,706
1159,707,707
947,708,708
929,709,709
1944,710,710
1943,711,711
1210,712,712
2550,713,713
2505,714,714
2025,715,715
2021,716,716
2015,717,717
1888,718,718
1887,719,719
2051,720,720
1201,721,721
924,722,722
731,723,723
730,724,724
647,725,725
1773,726,726
1795,727,727
944,728,728
524,729,729
450,730,730
449,731,731
448,732,732
447,733,733
446,734,734
1246,735,735
977,736,736
881,737,737
880,738,738
872,739,739
871,740,740
1685,741,741
457,742,742
1590,743,743
1382,744,744
1110,745,745
1014,746,746
911,747,747
680,748,748
395,749,749
1642,750,750
673,751,751
1107,752,752
1039,753,753
2477,754,754
2008,755,755
2004,756,756
2003,757,757
2292,758,758
1504,759,759
2604,760,760
2432,761,761
2431,762,762
2430,763,763
2429,764,764
1967,765,765
2283,766,766
2248,767,767
1287,768,768
1286,769,769
640,770,770
1722,771,771
1435,772,772
1434,773,773
2089,774,774
2088,775,775
1455,776,776
1454,777,777
1453,778,778
1452,779,779
1451,780,780
2191,781,781
1731,782,782
1022,783,783
895,784,784
682,785,785
112,786,786
2289,787,787
2027,788,788
1929,789,789
1858,790,790
2591,791,791
2590,792,792
1968,793,793
1981,794,794
1664,795,795
1663,796,796
1662,797,797
941,798,798
935,799,799
809,800,800
481,801,801
351,802,802
350,803,803
2569,804,804
2463,805,805
2462,806,806
1957,807,807
1733,808,808
2624,809,809
2284,810,810
1610,811,811
520,812,812
2554,813,813
608,814,814
607,815,815
2567,816,816
2566,817,817
1899,818,818
983,819,819
982,820,820
981,821,821
2111,822,822
2110,823,823
2172,824,824
2171,825,825
1911,826,826
1803,827,827
1566,828,828
1515,829,829
1214,830,830
674,831,831
562,832,832
552,833,833
319,834,834
318,835,835
2322,836,836
2661,837,837
2660,838,838
2659,839,839
2658,840,840
2625,841,841
1565,842,842
1223,843,843
1874,844,844
1873,845,845
1872,846,846
2613,847,847
2612,848,848
2611,849,849
2610,850,850
1657,851,851
2309,852,852
1635,853,853
1616,854,854
1585,855,855
358,856,856
179,857,857
178,858,858
2428,859,859
2427,860,860
2425,861,861
2424,862,862
1998,863,863
1556,864,864
1208,865,865
2527,866,866
2526,867,867
2525,868,868
2524,869,869
2523,870,870
2522,871,871
2521,872,872
2520,873,873
1174,874,874
1116,875,875
994,876,876
901,877,877
875,878,878
858,879,879
857,880,880
1300,881,881
1260,882,882
1259,883,883
2254,884,884
1658,885,885
2077,886,886
2076,887,887
2075,888,888
2426,889,889
2045,890,890
1960,891,891
1777,892,892
1698,893,893
1641,894,894
1490,895,895
1489,896,896
1399,897,897
1296,898,898
1034,899,899
991,900,900
750,901,901
749,902,902
549,903,903
548,904,904
2587,905,905
1109,906,906
1108,907,907
1000,908,908
312,909,909
311,910,910
309,911,911
308,912,912
2205,913,913
2198,914,914
2457,915,915
2202,916,916
2201,917,917
1829,918,918
581,919,919
1383,920,920
477,921,921
476,922,922
143,923,923
142,924,924
2129,925,925
2127,926,926
2126,927,927
2303,928,928
1990,929,929
1702,930,930
1701,931,931
1700,932,932
1699,933,933
1269,934,934
930,935,935
649,936,936
639,937,937
626,938,938
615,939,939
478,940,940
455,941,941
442,942,942
441,943,943
440,944,944
439,945,945
436,946,946
389,947,947
2650,948,948
2649,949,949
2648,950,950
2647,951,951
2646,952,952
2645,953,953
2644,954,954
2643,955,955
2642,956,956
404,957,957
164,958,958
1923,959,959
1922,960,960
1604,961,961
1574,962,962
1446,963,963
1275,964,964
1244,965,965
1064,966,966
1028,967,967
865,968,968
864,969,969
863,970,970
672,971,971
655,972,972
540,973,973
539,974,974
517,975,975
371,976,976
190,977,977
189,978,978
1106,979,979
2314,980,980
2313,981,981
2461,982,982
2044,983,983
1567,984,984
1505,985,985
1186,986,986
1185,987,987
984,988,988
693,989,989
631,990,990
2375,991,991
2143,992,992
2142,993,993
2141,994,994
2140,995,995
2139,996,996
2138,997,997
2007,998,998
1570,999,999
2339,1000,1000
1857,1001,1001
1440,1002,1002
1753,1003,1003
1448,1004,1004
1134,1005,1005
1066,1006,1006
849,1007,1007
352,1008,1008
149,1009,1009
148,1010,1010
2026,1011,1011
1361,1012,1012
1016,1013,1013
1015,1014,1014
1677,1015,1015
1331,1016,1016
1270,1017,1017
2059,1018,1018
1653,1019,1019
1558,1020,1020
1380,1021,1021
1379,1022,1022
1340,1023,1023
1313,1024,1024
770,1025,1025
769,1026,1026
610,1027,1027
192,1028,1028
126,1029,1029
506,1030,1030
181,1031,1031
2183,1032,1032
2182,1033,1033
2181,1034,1034
2180,1035,1035
2179,1036,1036
1895,1037,1037
1894,1038,1038
1893,1039,1039
990,1040,1040
989,1041,1041
988,1042,1042
1351,1043,1043
1346,1044,1044
904,1045,1045
2295,1046,1046
2294,1047,1047
824,1048,1048
616,1049,1049
96,1050,1050
1615,1051,1051
889,1052,1052
724,1053,1053
497,1054,1054
496,1055,1055
1652,1056,1056
1835,1057,1057
1834,1058,1058
1833,1059,1059
2195,1060,1060
1605,1061,1061
1543,1062,1062
1390,1063,1063
1354,1064,1064
1353,1065,1065
499,1066,1066
498,1067,1067
1501,1068,1068
1004,1069,1069
502,1070,1070
501,1071,1071
2357,1072,1072
2483,1073,1073
2482,1074,1074
2400,1075,1075
2399,1076,1076
2398,1077,1077
2397,1078,1078
2396,1079,1079
2395,1080,1080
2394,1081,1081
2393,1082,1082
2392,1083,1083
2391,1084,1084
2390,1085,1085
2389,1086,1086
2388,1087,1087
2200,1088,1088
2199,1089,1089
2193,1090,1090
1398,1091,1091
1085,1092,1092
916,1093,1093
658,1094,1094
653,1095,1095
2385,1096,1096
2384,1097,1097
2383,1098,1098
1251,1099,1099
1250,1100,1100
1903,1101,1101
1691,1102,1102
1555,1103,1103
1115,1104,1104
729,1105,1105
728,1106,1106
2350,1107,1107
2301,1108,1108
1904,1109,1109
2609,1110,1110
2038,1111,1111
1774,1112,1112
559,1113,1113
558,1114,1114
553,1115,1115
2376,1116,1116
1784,1117,1117
2673,1118,1118
2672,1119,1119
2671,1120,1120
2670,1121,1121
2669,1122,1122
1405,1123,1123
823,1124,1124
1793,1125,1125
2453,1126,1126
2363,1127,1127
689,1128,1128
688,1129,1129
687,1130,1130
2408,1131,1131
2595,1132,1132
2480,1133,1133
1525,1134,1134
1524,1135,1135
1523,1136,1136
1254,1137,1137
2060,1138,1138
469,1139,1139
468,1140,1140
467,1141,1141
2163,1142,1142
2162,1143,1143
2374,1144,1144
1560,1145,1145
1557,1146,1146
1458,1147,1147
1235,1148,1148
1068,1149,1149
666,1150,1150
465,1151,1151
464,1152,1152
463,1153,1153
1678,1154,1154
1572,1155,1155
1348,1156,1156
1193,1157,1157
1187,1158,1158
349,1159,1159
348,1160,1160
760,1161,1161
759,1162,1162
758,1163,1163
87,1164,1164
86,1165,1165
85,1166,1166
2472,1167,1167
779,1168,1168
364,1169,1169
60,1170,1170
59,1171,1171
58,1172,1172
57,1173,1173
2436,1174,1174
1706,1175,1175
1667,1176,1176
1666,1177,1177
1665,1178,1178
2460,1179,1179
2459,1180,1180
1274,1181,1181
1220,1182,1182
1070,1183,1183
590,1184,1184
781,1185,1185
1637,1186,1186
1741,1187,1187
664,1188,1188
392,1189,1189
195,1190,1190
2547,1191,1191
2493,1192,1192
2492,1193,1193
2491,1194,1194
2108,1195,1195
1397,1196,1196
1396,1197,1197
1675,1198,1198
1249,1199,1199
1445,1200,1200
475,1201,1201
474,1202,1202
473,1203,1203
472,1204,1204
471,1205,1205
2036,1206,1206
1168,1207,1207
1832,1208,1208
1688,1209,1209
1687,1210,1210
1686,1211,1211
2434,1212,1212
2332,1213,1213
2330,1214,1214
2329,1215,1215
2327,1216,1216
2326,1217,1217
1926,1218,1218
1924,1219,1219
1090,1220,1220
574,1221,1221
573,1222,1222
2584,1223,1223
2583,1224,1224
2582,1225,1225
2581,1226,1226
1309,1227,1227
1308,1228,1228
1571,1229,1229
1204,1230,1230
1122,1231,1231
700,1232,1232
2033,1233,1233
2032,1234,1234
2311,1235,1235
1153,1236,1236
355,1237,1237
125,1238,1238
962,1239,1239
961,1240,1240
1475,1241,1241
1008,1242,1242
2454,1243,1243
2209,1244,1244
2133,1245,1245
1994,1246,1246
1816,1247,1247
1815,1248,1248
1126,1249,1249
1125,1250,1250
1124,1251,1251
1813,1252,1252
1113,1253,1253
360,1254,1254
511,1255,1255
75,1256,1256
74,1257,1257
73,1258,1258
1628,1259,1259
1626,1260,1260
1625,1261,1261
1624,1262,1262
1600,1263,1263
1484,1264,1264
1356,1265,1265
1355,1266,1266
1334,1267,1267
1674,1268,1268
1673,1269,1269
1672,1270,1270
1671,1271,1271
1670,1272,1272
1262,1273,1273
845,1274,1274
1783,1275,1275
1717,1276,1276
1716,1277,1277
1516,1278,1278
725,1279,1279
2308,1280,1280
2268,1281,1281
2197,1282,1282
2120,1283,1283
1234,1284,1284
1233,1285,1285
1232,1286,1286
1231,1287,1287
1831,1288,1288
1359,1289,1289
1135,1290,1290
960,1291,1291
959,1292,1292
958,1293,1293
957,1294,1294
956,1295,1295
773,1296,1296
686,1297,1297
453,1298,1298
150,1299,1299
133,1300,1300
1578,1301,1301
1429,1302,1302
1271,1303,1303
713,1304,1304
712,1305,1305
690,1306,1306
547,1307,1307
435,1308,1308
313,1309,1309
33,1310,1310
32,1311,1311
31,1312,1312
1237,1313,1313
1236,1314,1314
1047,1315,1315
1986,1316,1316
1985,1317,1317
1984,1318,1318
2186,1319,1319
2185,1320,1320
2184,1321,1321
2178,1322,1322
2177,1323,1323
2176,1324,1324
1508,1325,1325
1507,1326,1326
1506,1327,1327
1325,1328,1328
174,1329,1329
2093,1330,1330
1814,1331,1331
587,1332,1332
586,1333,1333
434,1334,1334
2668,1335,1335
2667,1336,1336
2666,1337,1337
2664,1338,1338
2663,1339,1339
2662,1340,1340
2535,1341,1341
2534,1342,1342
2533,1343,1343
2532,1344,1344
2531,1345,1345
2530,1346,1346
2529,1347,1347
2528,1348,1348
1612,1349,1349
1611,1350,1350
1273,1351,1351
365,1352,1352
273,1353,1353
1884,1354,1354
1272,1355,1355
1080,1356,1356
932,1357,1357
776,1358,1358
172,1359,1359
171,1360,1360
2361,1361,1361
2359,1362,1362
2358,1363,1363
2282,1364,1364
2281,1365,1365
2280,1366,1366
2279,1367,1367
2278,1368,1368
2277,1369,1369
2276,1370,1370
2275,1371,1371
2274,1372,1372
2273,1373,1373
2442,1374,1374
2441,1375,1375
1460,1376,1376
1459,1377,1377
1476,1378,1378
902,1379,1379
645,1380,1380
644,1381,1381
337,1382,1382
336,1383,1383
2236,1384,1384
2159,1385,1385
2157,1386,1386
2156,1387,1387
2154,1388,1388
1495,1389,1389
1494,1390,1390
1493,1391,1391
1492,1392,1392
327,1393,1393
719,1394,1394
718,1395,1395
717,1396,1396
1907,1397,1397
1906,1398,1398
1756,1399,1399
1617,1400,1400
1052,1401,1401
1051,1402,1402
1046,1403,1403
2413,1404,1404
419,1405,1405
408,1406,1406
2237,1407,1407
2208,1408,1408
1952,1409,1409
768,1410,1410
625,1411,1411
326,1412,1412
132,1413,1413
131,1414,1414
1598,1415,1415
862,1416,1416
699,1417,1417
421,1418,1418
420,1419,1419
2345,1420,1420
2224,1421,1421
1775,1422,1422
1291,1423,1423
1093,1424,1424
580,1425,1425
403,1426,1426
316,1427,1427
315,1428,1428
314,1429,1429
1537,1430,1430
1536,1431,1431
1265,1432,1432
747,1433,1433
746,1434,1434
654,1435,1435
1705,1436,1436
1148,1437,1437
1147,1438,1438
1146,1439,1439
1145,1440,1440
1758,1441,1441
1757,1442,1442
2475,1443,1443
2230,1444,1444
1987,1445,1445
1978,1446,1446
1975,1447,1447
1737,1448,1448
1707,1449,1449
1690,1450,1450
1586,1451,1451
952,1452,1452
748,1453,1453
578,1454,1454
564,1455,1455
563,1456,1456
115,1457,1457
72,1458,1458
71,1459,1459
1417,1460,1460
885,1461,1461
884,1462,1462
757,1463,1463
568,1464,1464
320,1465,1465
43,1466,1466
42,1467,1467
41,1468,1468
40,1469,1469
39,1470,1470
2272,1471,1471
1582,1472,1472
1114,1473,1473
486,1474,1474
485,1475,1475
484,1476,1476
2043,1477,1477
2042,1478,1478
2041,1479,1479
646,1480,1480
165,1481,1481
2050,1482,1482
915,1483,1483
914,1484,1484
913,1485,1485
1811,1486,1486
1622,1487,1487
1621,1488,1488
1307,1489,1489
1306,1490,1490
1305,1491,1491
1304,1492,1492
2692,1493,1493
2691,1494,1494
2690,1495,1495
2689,1496,1496
2688,1497,1497
2687,1498,1498
1854,1499,1499
1227,1500,1500
1226,1501,1501
541,1502,1502
109,1503,1503
1917,1504,1504
1190,1505,1505
1264,1506,1506
1258,1507,1507
128,1508,1508
2331,1509,1509
1669,1510,1510
1668,1511,1511
999,1512,1512
2247,1513,1513
2071,1514,1514
2070,1515,1515
2069,1516,1516
2192,1517,1517
1130,1518,1518
1129,1519,1519
1081,1520,1520
2335,1521,1521
2334,1522,1522
2333,1523,1523
1721,1524,1524
1720,1525,1525
1431,1526,1526
1430,1527,1527
1059,1528,1528
1058,1529,1529
603,1530,1530
602,1531,1531
601,1532,1532
600,1533,1533
1828,1534,1534
1487,1535,1535
1486,1536,1536
1485,1537,1537
1394,1538,1538
1381,1539,1539
900,1540,1540
891,1541,1541
509,1542,1542
508,1543,1543
1530,1544,1544
1529,1545,1545
1528,1546,1546
1527,1547,1547
1526,1548,1548
2113,1549,1549
2112,1550,1550
2302,1551,1551
1883,1552,1552
1859,1553,1553
1796,1554,1554
1790,1555,1555
1752,1556,1556
1751,1557,1557
1750,1558,1558
1444,1559,1559
1252,1560,1560
1167,1561,1561
993,1562,1562
992,1563,1563
955,1564,1564
933,1565,1565
892,1566,1566
828,1567,1567
806,1568,1568
755,1569,1569
754,1570,1570
726,1571,1571
720,1572,1572
661,1573,1573
585,1574,1574
565,1575,1575
391,1576,1576
388,1577,1577
8,1578,1578
7,1579,1579
6,1580,1580
5,1581,1581
4,1582,1582
1,1583,1583
805,1584,1584
804,1585,1585
803,1586,1586
787,1587,1587
786,1588,1588
785,1589,1589
745,1590,1590
744,1591,1591
743,1592,1592
742,1593,1593
741,1594,1594
734,1595,1595
733,1596,1596
1533,1597,1597
1532,1598,1598
1328,1599,1599
1175,1600,1600
1166,1601,1601
1065,1602,1602
1908,1603,1603
1946,1604,1604
1961,1605,1605
1684,1606,1606
927,1607,1607
1268,1608,1608
697,1609,1609
696,1610,1610
695,1611,1611
694,1612,1612
1805,1613,1613
1048,1614,1614
1043,1615,1615
890,1616,1616
775,1617,1617
1087,1618,1618
1931,1619,1619
1930,1620,1620
2238,1621,1621
2144,1622,1622
2175,1623,1623
2168,1624,1624
1956,1625,1625
1794,1626,1626
2633,1627,1627
2632,1628,1628
2631,1629,1629
2630,1630,1630
2629,1631,1631
2628,1632,1632
1062,1633,1633
1061,1634,1634
1060,1635,1635
1056,1636,1636
1055,1637,1637
1054,1638,1638
1053,1639,1639
2635,1640,1640
1404,1641,1641
1403,1642,1642
1402,1643,1643
2312,1644,1644
1636,1645,1645
1518,1646,1646
1384,1647,1647
1797,1648,1648
1437,1649,1649
1791,1650,1650
1540,1651,1651
1491,1652,1652
1335,1653,1653
847,1654,1654
846,1655,1655
521,1656,1656
479,1657,1657
2559,1658,1658
1760,1659,1659
1759,1660,1660
1589,1661,1661
1457,1662,1662
1191,1663,1663
2336,1664,1664
2553,1665,1665
1909,1666,1666
335,1667,1667
64,1668,1668
2360,1669,1669
1463,1670,1670
1462,1671,1671
1461,1672,1672
711,1673,1673
188,1674,1674
130,1675,1675
399,1676,1676
82,1677,1677
2031,1678,1678
2030,1679,1679
2269,1680,1680
2229,1681,1681
2370,1682,1682
2211,1683,1683
1861,1684,1684
1718,1685,1685
1290,1686,1686
1091,1687,1687
1086,1688,1688
830,1689,1689
1021,1690,1690
938,1691,1691
715,1692,1692
2516,1693,1693
2515,1694,1694
2514,1695,1695
2513,1696,1696
2512,1697,1697
1467,1698,1698
945,1699,1699
583,1700,1700
339,1701,1701
1375,1702,1702
1374,1703,1703
1373,1704,1704
2087,1705,1705
2414,1706,1706
1581,1707,1707
1176,1708,1708
1006,1709,1709
1005,1710,1710
636,1711,1711
1538,1712,1712
1075,1713,1713
710,1714,1714
709,1715,1715
708,1716,1716
706,1717,1717
220,1718,1718
219,1719,1719
2576,1720,1720
1133,1721,1721
609,1722,1722
418,1723,1723
417,1724,1724
416,1725,1725
415,1726,1726
414,1727,1727
2452,1728,1728
2451,1729,1729
2132,1730,1730
1993,1731,1731
1992,1732,1732
1935,1733,1733
1852,1734,1734
1851,1735,1735
2307,1736,1736
2580,1737,1737
1807,1738,1738
1180,1739,1739
1179,1740,1740
1771,1741,1741
1654,1742,1742
2579,1743,1743
2373,1744,1744
2049,1745,1745
2048,1746,1746
1880,1747,1747
1879,1748,1748
1878,1749,1749
1877,1750,1750
1764,1751,1751
1103,1752,1752
1102,1753,1753
1101,1754,1754
1100,1755,1755
1099,1756,1756
1098,1757,1757
1330,1758,1758
2074,1759,1759
1724,1760,1760
1280,1761,1761
899,1762,1762
363,1763,1763
158,1764,1764
97,1765,1765
1860,1766,1766
1577,1767,1767
1576,1768,1768
1575,1769,1769
2304,1770,1770
2249,1771,1771
2053,1772,1772
1842,1773,1773
1841,1774,1774
1782,1775,1775
1552,1776,1776
1479,1777,1777
1478,1778,1778
1370,1779,1779
883,1780,1780
882,1781,1781
1868,1782,1782
1867,1783,1783
1865,1784,1784
1864,1785,1785
2599,1786,1786
2073,1787,1787
2063,1788,1788
1995,1789,1789
1934,1790,1790
1329,1791,1791
1299,1792,1792
1073,1793,1793
1072,1794,1794
1071,1795,1795
852,1796,1796
850,1797,1797
839,1798,1798
777,1799,1799
764,1800,1800
317,1801,1801
286,1802,1802
285,1803,1803
124,1804,1804
1392,1805,1805
1391,1806,1806
2002,1807,1807
1683,1808,1808
1362,1809,1809
1519,1810,1810
967,1811,1811
599,1812,1812
307,1813,1813
305,1814,1814
304,1815,1815
217,1816,1816
1477,1817,1817
1503,1818,1818
1466,1819,1819
1245,1820,1820
1324,1821,1821
1323,1822,1822
1078,1823,1823
1077,1824,1824
588,1825,1825
53,1826,1826
815,1827,1827
1302,1828,1828
1416,1829,1829
1415,1830,1830
918,1831,1831
917,1832,1832
2250,1833,1833
1768,1834,1834
1767,1835,1835
1766,1836,1836
1765,1837,1837
2368,1838,1838
