CountyName,PhoneNumber,original_index,unique_index,count
shelby,2056208100,273,29,25
shelby,2056208100,274,29,25
shelby,2056208100,275,29,25
shelby,2056208100,276,29,25
shelby,2056208100,277,29,25
shelby,2056208100,278,29,25
shelby,2056208100,279,29,25
shelby,2056208100,280,29,25
shelby,2056208100,281,29,25
shelby,2056208100,282,29,25
shelby,2056208100,283,29,25
shelby,2056208100,284,29,25
shelby,2056208100,285,29,25
shelby,2056208100,286,29,25
shelby,2056208100,287,29,25
shelby,2056208100,288,29,25
shelby,2056208100,289,29,25
shelby,2056208100,290,29,25
shelby,2056208100,291,29,25
shelby,2056208100,292,29,25
shelby,2056208100,293,29,25
jefferson,2053258100,294,0,25
jefferson,2053258100,295,0,25
jefferson,2053258100,296,0,25
jefferson,2053258100,297,0,25
jefferson,2053258100,298,0,25
jefferson,2053258100,299,0,25
jefferson,2053258100,300,0,25
jefferson,2053258100,301,0,25
jefferson,2053258100,302,0,25
jefferson,2053258100,303,0,25
jefferson,2053258100,304,0,25
jefferson,2053258100,305,0,25
jefferson,2053258100,306,0,25
jefferson,2053258100,307,0,25
jefferson,2053258100,308,0,25
jefferson,2053258100,309,0,25
jefferson,2053258100,310,0,25
calhoun,2562358900,311,30,25
calhoxn,2562358900,312,31,1
calhoun,2562358900,313,30,25
calhoun,2562358900,314,30,25
calhoun,2562358900,315,30,25
calhoun,2562358900,316,30,25
calhoun,2562358900,317,30,25
calhoun,2562358900,318,30,25
calhoun,2562358900,319,30,25
calhoun,2562358900,320,30,25
calhoun,256235x900,321,32,1
calhoun,2562358900,322,30,25
calhoun,2562358900,323,30,25
caxhoun,2562358900,324,33,1
calhoun,2562358900,325,30,25
calhoun,2562358900,326,30,25
calhoun,2562358900,327,30,25
calhoun,2562358900,328,30,25
calhoun,2562358900,329,30,25
calhoun,2562358900,330,30,25
houston,3347935000,331,34,15
houston,3347935000,332,34,15
houston,3347935000,333,34,15
houston,3347935000,334,34,15
houston,3347935000,335,34,15
houston,3347935000,336,34,15
houston,3347935000,337,34,15
houston,3347935000,338,34,15
houston,3347935000,339,34,15
houston,3347935000,340,34,15
houston,3347935000,341,34,15
houston,xx479x5000,342,35,1
houston,3347935000,343,34,15
houston,3347935000,344,34,15
houston,3347935000,345,34,15
housxon,3347935000,346,36,1
houston,3347935000,347,34,15
jefferson,2059397000,348,37,5
jefferson,2059397000,349,37,5
jefferson,2059397000,350,37,5
jefferson,2059397000,351,37,5
jefferson,2059397000,352,37,5
morgan,2563412000,353,38,1
marion,2054877736,354,39,25
marion,2054877736,355,39,25
marion,2054877736,356,39,25
marion,2054877736,357,39,25
marion,2054877736,358,39,25
marion,2054877736,359,39,25
marion,2054877736,360,39,25
marion,2054877736,361,39,25
marion,2054877736,362,39,25
marion,2054877736,363,39,25
marion,2054877736,364,39,25
marion,2054877736,365,39,25
marion,2054877736,366,39,25
marion,2054877736,367,39,25
marion,2054877736,368,39,25
marion,2054877736,369,39,25
marion,2054877736,370,39,25
marion,2054877736,371,39,25
marion,2054877736,372,39,25
marion,2054877736,373,39,25
marion,2054877736,374,39,25
marion,2054877736,375,39,25
marion,2054877736,376,39,25
marion,2054877736,377,39,25
marion,2054877736,378,39,25
mobile,2514717110,379,40,10
mobile,2514717110,380,40,10
mobile,25x47x7xx0,381,41,3
mobile,2514717110,382,40,10
mobile,2514717110,383,40,10
mobile,25x47x7xx0,384,41,3
mobile,2514717110,385,40,10
mobile,25x47x7xx0,386,41,3
mobile,2514717110,387,40,10
mobile,2514717110,388,40,10
mobile,2514717110,389,40,10
mobile,2514717110,390,40,10
mobile,2514717110,391,40,10
autauga,3343614267,392,42,19
autauga,33x361x267,393,43,1
autauga,3343614267,394,42,19
autauga,3343614267,395,42,19
autauga,3343614267,396,42,19
autauga,3343614267,397,42,19
autauga,3343614267,398,42,19
autauga,3343614267,399,42,19
autauga,3343614267,400,42,19
autauga,3343614267,401,42,19
autauga,3343614267,402,42,19
autauga,3343614267,403,42,19
autauga,3343614267,404,42,19
autauga,3343614267,405,42,19
autauga,3343614267,406,42,19
autauga,3343614267,407,42,19
autauga,3343614267,408,42,19
autauga,3343614267,409,42,19
autauga,3343614267,410,42,19
autauga,3343614267,411,42,19
franklin,2563321611,412,44,2
franklin,2563321611,413,44,2
talladega,2562495000,414,45,17
tallaxega,2562495000,415,46,1
talladega,2562495000,416,45,17
talladega,2562495000,417,45,17
talladega,2562495000,418,45,17
talladega,2562495000,419,45,17
talladega,2562495000,420,45,17
talladega,2562495000,421,45,17
talladega,2562495000,422,45,17
talladega,2562495000,423,45,17
talladega,2562495000,424,45,17
talladega,2562495000,425,45,17
talladega,2562495000,426,45,17
talladega,2562495000,427,45,17
talladega,2562495000,428,45,17
talladega,2562495000,429,45,17
talladega,2562495000,430,45,17
talladega,2562495000,431,45,17
anchorage,9072761131,432,47,18
anchorage,9072761131,433,47,18
anchorage,9072761131,434,47,18
anchorage,9072761131,435,47,18
anchorage,9072761131,436,47,18
anchorage,9072761131,437,47,18
anchorage,9072761131,438,47,18
anchorage,9072761131,439,47,18
anchorage,9072761131,440,47,18
anchorage,9072761131,441,47,18
anchorage,9072761131,442,47,18
anchorage,9072761131,443,47,18
anchorage,9072761131,444,47,18
anchorage,9072761131,445,47,18
anchorage,9072761131,446,47,18
anchorage,9072761131,447,47,18
anchorage,9072761131,448,47,18
anchorage,9072761131,449,47,18
bethel,9075436300,450,48,2
bethel,9075436300,451,48,2
jefferson,2563864556,452,1,22
jefferson,2563864556,453,1,22
jefferson,2563864556,454,1,22
jefferson,2563864556,455,1,22
jxffxrson,2563864556,456,49,1
xefferson,2563864556,457,50,1
jefferson,2563864556,458,1,22
jefferson,2563864556,459,1,22
jefferson,2563864556,460,1,22
jefferson,2563864556,461,1,22
jefferson,2563864556,462,1,22
jefferson,2563864556,463,1,22
jefferson,2563864556,464,1,22
jexxerson,2563864556,465,51,1
dale,3347742601,466,52,24
dale,3347742601,467,52,24
dale,3347742601,468,52,24
dale,3347742601,469,52,24
dale,3347742601,470,52,24
dale,334774x601,471,53,1
dale,3347742601,472,52,24
dale,3347742601,473,52,24
dale,3347742601,474,52,24
dale,3347742601,475,52,24
dale,3347742601,476,52,24
dale,3347742601,477,52,24
dale,3347742601,478,52,24
dale,3347742601,479,52,24
dale,3347742601,480,52,24
dale,3347742601,481,52,24
dale,3347742601,482,52,24
dale,3347742601,483,52,24
dale,3347742601,484,52,24
dale,3347742601,485,52,24
dale,3347742601,486,52,24
dale,3347742601,487,52,24
dale,3347742601,488,52,24
dale,3347742601,489,52,24
dale,3347742601,490,52,24
cherokee,2569275531,491,54,23
cherokee,2569275531,492,54,23
cherokee,2569275531,493,54,23
cherokee,2569275531,494,54,23
cherokee,2569275531,495,54,23
cherokee,2569275531,496,54,23
cherokee,2569275531,497,54,23
cherokee,2569275531,498,54,23
cherokee,2569275531,499,54,23
cherokee,2569275531,500,54,23
cherokee,2569275531,501,54,23
chxrokxx,2569275531,502,55,2
cherokee,2569275531,503,54,23
cherokee,2569275531,504,54,23
cherokee,2569275531,505,54,23
cherokee,2569275531,506,54,23
cherokee,2569275531,507,54,23
cherokee,2569275531,508,54,23
cherokee,2569275531,509,54,23
cherokee,2569275531,510,54,23
cherokee,2569275531,511,54,23
cherokee,2569275531,512,54,23
chxrokxx,2569275531,513,55,2
cherokee,2569275531,514,54,23
cherokee,2569275531,515,54,23
montgomery,3342xx2100,516,56,1
montgomery,3342882100,517,57,22
montgomery,3342882100,518,57,22
montgomery,3342882100,519,57,22
montgomery,3342882100,520,57,22
montgomery,3342882100,521,57,22
montgomery,3342882100,522,57,22
montgomery,3342882100,523,57,22
montgomery,3342882100,524,57,22
montgomery,3342882100,525,57,22
montgomery,3342882100,526,57,22
monxgomery,3342882100,527,58,1
montgomery,3342882100,528,57,22
montgomery,3342882100,529,57,22
montgomery,3342882100,530,57,22
montgomery,3342882100,531,57,22
montgomery,3342882100,532,57,22
montgomery,3342882100,533,57,22
montgomery,3342882100,534,57,22
montgomery,3342882100,535,57,22
montgomery,3342882100,536,57,22
montgomery,3342882100,537,57,22
montgomery,3342882100,538,57,22
montgomery,3342882100,539,57,22
montgomexy,3342882100,540,59,1
montgomery,3342938000,541,60,21
montgomery,3342938000,542,60,21
montgomery,3342938000,543,60,21
montgomery,3342938000,544,60,21
montgomery,3342938000,545,60,21
montgomery,3342938000,546,60,21
montgomery,3342938000,547,60,21
montgomery,3342938xxx,548,61,2
montgomery,3342938000,549,60,21
montgomery,3342938000,550,60,21
monxgomery,3342938000,551,62,1
montgomery,3342938000,552,60,21
montgomery,3342938000,553,60,21
montgomery,3342938000,554,60,21
montgomery,3342938000,555,60,21
montgomery,3342938000,556,60,21
montgomery,3342938000,557,60,21
montgomery,3342938000,558,60,21
montgomery,3342938000,559,60,21
montgomery,3342938000,560,60,21
montgomery,33x2938000,561,63,1
montgomery,3342938xxx,562,61,2
montgomery,3342938000,563,60,21
montgomery,3342938000,564,60,21
montgomery,3342938000,565,60,21
chambers,3347561400,566,64,22
chambers,3347561400,567,64,22
chambers,3347561400,568,64,22
chambers,3347561400,569,64,22
chambers,3347561400,570,64,22
chambers,3347561400,571,64,22
chambers,334x561400,572,65,1
chambers,3347561400,573,64,22
chambers,3347561400,574,64,22
chambers,3347561400,575,64,22
chambers,3347561400,576,64,22
chambers,3347561400,577,64,22
xhambers,3347561400,578,66,1
chambers,3347561400,579,64,22
chambers,3347561400,580,64,22
chambers,3347561400,581,64,22
chambers,3347561400,582,64,22
chambers,3347561400,583,64,22
chambers,3347561400,584,64,22
chambers,3347561400,585,64,22
chambers,3347561400,586,64,22
chambers,3347561400,587,64,22
chambers,3347561400,588,64,22
chambers,3347561400,589,64,22
chaxbers,3347561400,590,67,1
coffee,3348972257,591,68,23
coffee,3348972257,592,68,23
coffee,33x8972257,593,69,1
coffee,3348972257,594,68,23
coffee,3348972257,595,68,23
coffee,3348972257,596,68,23
coffee,3348972257,597,68,23
coffee,3348972257,598,68,23
coffee,3348972257,599,68,23
coffee,3348972257,600,68,23
coffee,3348972257,601,68,23
coffxx,3348972257,602,70,1
coffee,3348972257,603,68,23
coffee,3348972257,604,68,23
coffee,3348972257,605,68,23
coffee,3348972257,606,68,23
coffee,3348972257,607,68,23
coffee,3348972257,608,68,23
coffee,3348972257,609,68,23
coffee,3348972257,610,68,23
coffee,3348972257,611,68,23
coffee,3348972257,612,68,23
coffee,3348972257,613,68,23
coffee,3348972257,614,68,23
coffee,3348972257,615,68,23
lee,3347493411,616,71,24
lee,3347493411,617,71,24
lee,3347493411,618,71,24
lee,3347493411,619,71,24
lee,3347493411,620,71,24
lee,3347493411,621,71,24
lee,3347493411,622,71,24
lee,3347493411,623,71,24
lee,3347493411,624,71,24
lee,3347493411,625,71,24
lee,3347493411,626,71,24
lee,3347493411,627,71,24
lee,3347493411,628,71,24
lee,3347493411,629,71,24
lee,3347493411,630,71,24
lee,3347493411,631,71,24
lee,3347493411,632,71,24
xee,3347493411,633,72,1
lee,3347493411,634,71,24
lee,3347493411,635,71,24
lee,3347493411,636,71,24
lee,3347493411,637,71,24
lee,3347493411,638,71,24
lee,3347493411,639,71,24
lee,3347493411,640,71,24
randolph,2563572111,641,73,25
randolph,2563572111,642,73,25
randolph,2563572111,643,73,25
randolph,2563572111,644,73,25
randolph,2563572111,645,73,25
randolph,2563572111,646,73,25
randolph,2563572111,647,73,25
randolph,2563572111,648,73,25
randolph,2563572111,649,73,25
randolph,2563572111,650,73,25
randolph,2563572111,651,73,25
randolph,2563572111,652,73,25
randolph,2563572111,653,73,25
randolph,2563572111,654,73,25
randolph,2563572111,655,73,25
randolph,2563572111,656,73,25
randolph,2563572111,657,73,25
randolph,2563572111,658,73,25
randolph,2563572111,659,73,25
randolph,2563572111,660,73,25
randolph,2563572111,661,73,25
randolph,2563572111,662,73,25
randolph,2563572111,663,73,25
randolph,2563572111,664,73,25
randolph,2563572111,665,73,25
jefferson,20593xx011,666,74,1
jefferson,2059344011,667,75,22
jefferson,2059344011,668,75,22
jefferson,2059344011,669,75,22
jefferson,2059344011,670,75,22
jefferson,2059344011,671,75,22
jxffxrson,2059344011,672,76,1
jefferson,2059344011,673,75,22
jefferson,2059344011,674,75,22
jefferson,2059344011,675,75,22
jefferson,2059344011,676,75,22
jefferson,2059344011,677,75,22
jefferson,2059344011,678,75,22
jefferson,2059344011,679,75,22
jefferson,2059344011,680,75,22
jefferson,2059344011,681,75,22
jefferson,2059344011,682,75,22
jefferson,2059344011,683,75,22
jefferson,2059344011,684,75,22
jefferson,2059344011,685,75,22
jefferson,2059344011,686,75,22
jefferson,2059344011,687,75,22
jefferson,2059344011,688,75,22
jexxerson,2059344011,689,77,1
jefferson,2059344011,690,75,22
elmore,3342836541,691,78,21
elmoxe,3342836541,692,79,1
elmore,3342836541,693,78,21
elmore,3342836541,694,78,21
elmore,3342836541,695,78,21
elmore,3342836541,696,78,21
elmore,3342836541,697,78,21
elxore,3342836541,698,80,1
elmore,334x836541,699,81,1
elmore,3342836541,700,78,21
elmore,3342836541,701,78,21
elmore,3342836541,702,78,21
elmore,3342836541,703,78,21
elmore,3342836541,704,78,21
elmore,3342836541,705,78,21
elmore,3342836541,706,78,21
elmore,3342836541,707,78,21
elmore,3342836541,708,78,21
elmore,3342836541,709,78,21
elmore,3342836541,710,78,21
elmore,3342836541,711,78,21
elmore,3342836541,712,78,21
elmore,33x28365x1,713,82,1
elmore,3342836541,714,78,21
elmore,3342836541,715,78,21
cullman,2567372000,716,83,23
cullman,2567372000,717,83,23
cullman,2567372000,718,83,23
cullman,2567372000,719,83,23
cullman,2567372000,720,83,23
cullman,2567372000,721,83,23
cxllman,2567372000,722,84,2
cullman,2567372000,723,83,23
cullman,2567372000,724,83,23
cullman,2567372000,725,83,23
cullman,2567372000,726,83,23
cullman,2567372000,727,83,23
cullman,2567372000,728,83,23
cullman,2567372000,729,83,23
cxllman,2567372000,730,84,2
cullman,2567372000,731,83,23
cullman,2567372000,732,83,23
cullman,2567372000,733,83,23
cullman,2567372000,734,83,23
cullman,2567372000,735,83,23
cullman,2567372000,736,83,23
cullman,2567372000,737,83,23
cullman,2567372000,738,83,23
cullman,2567372000,739,83,23
cullman,2567372000,740,83,23
covington,3342228466,741,85,22
covington,3342228466,742,85,22
covington,3342228466,743,85,22
covington,3342228466,744,85,22
covington,3342228466,745,85,22
covington,3342228466,746,85,22
covington,3342228466,747,85,22
covington,3342228466,748,85,22
covington,3342228466,749,85,22
covington,3342228466,750,85,22
covington,334xxx8466,751,86,1
coxington,3342228466,752,87,1
covington,3342228466,753,85,22
covington,3342228466,754,85,22
covington,3342228466,755,85,22
covington,3342228466,756,85,22
covington,3342228466,757,85,22
covington,3342228466,758,85,22
covington,3342228466,759,85,22
covington,3342228466,760,85,22
covington,3342228466,761,85,22
covington,3342228466,762,85,22
covington,33422284xx,763,88,1
covington,3342228466,764,85,22
covington,3342228466,765,85,22
calhoun,2562358900,766,30,25
calhoun,2562358900,767,30,25
calhoun,2562358900,768,30,25
calhoun,2562358900,769,30,25
calhoun,2562358900,770,30,25
calhoun,2562358900,771,30,25
calhoun,2562358900,772,30,25
calhoun,2562358900,773,30,25
madison,2562651000,774,89,26
madison,2562651000,775,89,26
madison,2562651000,776,89,26
madison,2562651000,777,89,26
madison,2562651000,778,89,26
madison,2562651000,779,89,26
madison,2562651000,780,89,26
madison,2562651000,781,89,26
madison,2562651000,782,89,26
madison,2562651000,783,89,26
madison,2562651000,784,89,26
madisxn,2562651000,785,90,1
madison,2562651000,786,89,26
madison,2562651000,787,89,26
madison,2562651000,788,89,26
madison,2562651000,789,89,26
madison,2562651000,790,89,26
madison,2562651000,791,89,26
madison,2562651000,792,89,26
madison,2562651000,793,89,26
madison,2562651000,794,89,26
madison,2562651000,795,89,26
madison,2562651000,796,89,26
madison,2562651000,797,89,26
madisox,2562651000,798,91,1
madison,2562651000,799,89,26
madison,2562651000,800,89,26
madison,2562651000,801,89,26
etowah,2564944000,802,92,24
etowah,2564944000,803,92,24
etowah,2564944000,804,92,24
etowah,2564944000,805,92,24
etowah,2564944000,806,92,24
etowah,2564944000,807,92,24
etowah,2564944000,808,92,24
etowah,2564944000,809,92,24
etowah,2564944000,810,92,24
etowah,2564944000,811,92,24
etowah,2564944000,812,92,24
etowah,2564944000,813,92,24
etowah,2564944000,814,92,24
etowah,2564944000,815,92,24
etowah,2564944000,816,92,24
etowah,2564944000,817,92,24
etowah,2564944000,818,92,24
etowah,2564944000,819,92,24
etowah,2564944000,820,92,24
etowah,2564944000,821,92,24
etowah,2564944000,822,92,24
etowah,2564944000,823,92,24
etowah,2564944xxx,824,93,1
etowah,2564944000,825,92,24
etowah,2564944000,826,92,24
chilton,2057552500,827,94,25
chilton,2057552500,828,94,25
chilton,2057552500,829,94,25
chilton,2057552500,830,94,25
chilton,2057552500,831,94,25
chilton,2057552500,832,94,25
chilton,2057552500,833,94,25
chilton,2057552500,834,94,25
chilton,2057552500,835,94,25
chilton,2057552500,836,94,25
chilton,2057552500,837,94,25
chilton,2057552500,838,94,25
chilton,2057552500,839,94,25
chilton,2057552500,840,94,25
chilton,2057552500,841,94,25
chilton,2057552500,842,94,25
chilton,2057552500,843,94,25
chilton,2057552500,844,94,25
chilton,2057552500,845,94,25
chilton,2057552500,846,94,25
chilton,2057552500,847,94,25
chilton,2057552500,848,94,25
chilton,2057552500,849,94,25
chilton,2057552500,850,94,25
chilton,2057552500,851,94,25
marion,2059216200,852,95,23
marion,2059216200,853,95,23
marion,2059216200,854,95,23
marion,x059x16x00,855,96,1
marion,2059216200,856,95,23
marion,2059216200,857,95,23
marion,2059216200,858,95,23
marion,2059216200,859,95,23
marion,2059216200,860,95,23
marion,2059216200,861,95,23
marion,2059216200,862,95,23
marion,2059216200,863,95,23
marion,2059216200,864,95,23
marion,20x9216200,865,97,1
marion,2059216200,866,95,23
marion,2059216200,867,95,23
marion,2059216200,868,95,23
marion,2059216200,869,95,23
marion,2059216200,870,95,23
marion,2059216200,871,95,23
marion,2059216200,872,95,23
marion,2059216200,873,95,23
marion,2059216200,874,95,23
marion,2059216200,875,95,23
marion,2059216200,876,95,23
fayette,2059325966,877,98,22
fayette,2059325966,878,98,22
fayette,2059325966,879,98,22
fayette,2059325966,880,98,22
fayette,x0593x5966,881,99,2
fayette,2059325966,882,98,22
fayette,x0593x5966,883,99,2
fayette,2059325966,884,98,22
fayette,2059325966,885,98,22
fayette,2059325966,886,98,22
fayette,2059325966,887,98,22
fayette,2059325966,888,98,22
fayette,2059325966,889,98,22
fayette,2059325966,890,98,22
fayette,2059325966,891,98,22
fayette,2059325966,892,98,22
fayette,2059325966,893,98,22
fayette,2059325966,894,98,22
fayexxe,2059325966,895,100,1
fayette,2059325966,896,98,22
fayette,2059325966,897,98,22
fayette,2059325966,898,98,22
fayette,2059325966,899,98,22
fayette,2059325966,900,98,22
fayette,2059325966,901,98,22
etowah,2565435200,902,101,26
etowah,2565435200,903,101,26
etowah,2565435200,904,101,26
etowah,2565435200,905,101,26
etowah,2565435200,906,101,26
etowah,2565435200,907,101,26
etowah,2565435200,908,101,26
etowah,2565435200,909,101,26
etowah,2565435200,910,101,26
etowah,2565435200,911,101,26
etowah,2565435200,912,101,26
etowah,2565435200,913,101,26
