CountyName,HospitalType,original_index,unique_index,count
jefferson,acute care hospitals,217,0,95
jefferson,acute care hospitals,218,0,95
de kalb,acute care hospitals,219,17,21
de kalb,acute care hospitals,220,17,21
dx kalb,acute care hospitals,221,18,2
de kalb,acute care hospitals,222,17,21
xe kalb,acute care hospitals,223,19,2
de kalb,acute care hospitals,224,17,21
de kalb,acute care hospitals,225,17,21
de kalb,acute care hospitals,226,17,21
dx kalb,acute care hospitals,227,18,2
de kalb,acute care hospitals,228,17,21
de kalb,acute care hospitals,229,17,21
de kalb,acute care hospitals,230,17,21
de kalb,acute care hospitals,231,17,21
de kalb,acute care hospitals,232,17,21
de kalb,acute care hospitals,233,17,21
de kalb,acute care hospitals,234,17,21
de kalb,acute care hospitals,235,17,21
de kalb,acute care hospitals,236,17,21
de kalb,acute care hospitals,237,17,21
xe kalb,acute care hospitals,238,19,2
de kalb,acute care hospitals,239,17,21
de kalb,acute care hospitals,240,17,21
de kalb,acute care hospitals,241,17,21
de kalb,acute care hospitals,242,17,21
de kalb,acute care hospitals,243,17,21
clarke,acute care hospitals,244,20,23
clarke,acute care hospitals,245,20,23
clarke,acute care hospitals,246,20,23
clarke,acute care hospitals,247,20,23
clarke,acute care hospitals,248,20,23
clarke,acute care hospitals,249,20,23
clarke,acute care hospitals,250,20,23
clarke,acute care hospitals,251,20,23
xlarke,acute care hospitals,252,21,1
clarke,acute care hospitals,253,20,23
clarke,acute care hospitals,254,20,23
clarke,acute care hospitals,255,20,23
clarke,acute care hospitals,256,20,23
clarke,acute care hospitals,257,20,23
clarke,acute care hospitals,258,20,23
clarke,acute care hospitals,259,20,23
clarke,acute care hospitals,260,20,23
clarke,acute care hospitals,261,20,23
clarke,acute care hospitals,262,20,23
clarke,acute care hospitals,263,20,23
clarke,acute care hospitals,264,20,23
clarke,acute care hospitals,265,20,23
clarke,acuxe care hospixals,266,22,1
clarke,acute care hospitals,267,20,23
clarke,acute care hospitals,268,20,23
shelby,acute care hospitals,269,23,23
shelby,acute care hospitals,270,23,23
shelby,acute care hospitals,271,23,23
shelby,acute care hospitals,272,23,23
shelby,acute care hospitals,273,23,23
shelby,acute care hospitals,274,23,23
shelby,acute care hospitals,275,23,23
shelby,acute care hospitals,276,23,23
shelby,acute care hospitals,277,23,23
shelby,acute care hospitals,278,23,23
shelby,acute care hospitals,279,23,23
shelby,acutexcarexhospitals,280,24,1
shelby,acute care hospitals,281,23,23
shelby,acute care hospitals,282,23,23
shelby,acute care hospitals,283,23,23
shelby,acute care hospitals,284,23,23
shelby,acute care hospitals,285,23,23
shelby,acute care hospitals,286,23,23
shelby,acute care hospitals,287,23,23
shelby,acute care hospitals,288,23,23
shelby,acute care hospitals,289,23,23
shelby,acute care hospitals,290,23,23
shelby,acute care hospitals,291,23,23
shelby,acute care hospitals,292,23,23
shelby,acuxe care hospixals,293,25,1
jefferson,acute care hospitals,294,0,95
jefferson,acute care hospitals,295,0,95
jefferson,acute care hospitals,296,0,95
jefferson,acute care hospitals,297,0,95
jefferson,acute care hospitals,298,0,95
jefferson,acute care hospitals,299,0,95
jefferson,acute care hospitals,300,0,95
jefferson,acute care hospitals,301,0,95
jefferson,acute care hospitals,302,0,95
jefferson,acute care hospitals,303,0,95
jefferson,acute care hospitals,304,0,95
jefferson,acute care hospitals,305,0,95
jefferson,acute care hospitals,306,0,95
jefferson,acute care hospitals,307,0,95
jefferson,acute care hospitals,308,0,95
jefferson,acute care hospitals,309,0,95
jefferson,acute care hospitals,310,0,95
calhoun,acute care hospitals,311,26,26
calhoxn,acute care hospitals,312,27,1
calhoun,acute care hospitals,313,26,26
calhoun,acute care hospitals,314,26,26
calhoun,acute care hospitals,315,26,26
calhoun,acute care hospitals,316,26,26
calhoun,acute care hospitals,317,26,26
calhoun,acute care hospitals,318,26,26
calhoun,acute care hospitals,319,26,26
calhoun,acute care hospitals,320,26,26
calhoun,acute care hospitals,321,26,26
calhoun,acute care hospitals,322,26,26
calhoun,acute care hospitals,323,26,26
caxhoun,acute care hospitals,324,28,1
calhoun,acute care hospitals,325,26,26
calhoun,acute care hospitals,326,26,26
calhoun,acute care hospitals,327,26,26
calhoun,acute care hospitals,328,26,26
calhoun,acute care hospitals,329,26,26
calhoun,acute care hospitals,330,26,26
houston,acute care hospitals,331,2,40
houston,acute care hospitals,332,2,40
houston,acute care hospitals,333,2,40
houston,acute care hospitals,334,2,40
houston,acute care hospitals,335,2,40
houston,acute care hospitals,336,2,40
houston,acute care hospitals,337,2,40
houston,acute care hospitals,338,2,40
houston,acute care hospitals,339,2,40
houston,acute care hospitals,340,2,40
houston,acute care hospitals,341,2,40
houston,acute care hospitals,342,2,40
houston,acute care hospitals,343,2,40
houston,acute care hospitals,344,2,40
houston,acute care hospitals,345,2,40
housxon,acute care hospitals,346,29,1
houston,acute care hospitals,347,2,40
jefferson,acute care hospitals,348,0,95
jefferson,acute care hospitals,349,0,95
jefferson,acute care hospitals,350,0,95
jefferson,acute care hospitals,351,0,95
jefferson,acute care hospitals,352,0,95
morgan,acute care hospitals,353,13,26
marion,acute care hospitals,354,30,50
marion,acute care hospitals,355,30,50
marion,acute care hospitals,356,30,50
marion,acute care hospitals,357,30,50
marion,acute care hospitals,358,30,50
marion,acute care hospitals,359,30,50
marion,acute care hospitals,360,30,50
marion,acute care hospitals,361,30,50
marion,acute care hospitals,362,30,50
marion,acute care hospitals,363,30,50
marion,acute care hospitals,364,30,50
marion,acute care hospitals,365,30,50
marion,acute care hospitals,366,30,50
marion,acute care hospitals,367,30,50
marion,acute care hospitals,368,30,50
marion,acute care hospitals,369,30,50
marion,acute care hospitals,370,30,50
marion,acute care hospitals,371,30,50
marion,acute care hospitals,372,30,50
marion,acute care hospitals,373,30,50
marion,acute care hospitals,374,30,50
marion,acute care hospitals,375,30,50
marion,acute care hospitals,376,30,50
marion,acute care hospitals,377,30,50
marion,acute care hospitals,378,30,50
mobile,acute care hospitals,379,31,13
mobile,acute care hospitals,380,31,13
mobile,acute care hospitals,381,31,13
mobile,acute care hospitals,382,31,13
mobile,acute care hospitals,383,31,13
mobile,acute care hospitals,384,31,13
mobile,acute care hospitals,385,31,13
mobile,acute care hospitals,386,31,13
mobile,acute care hospitals,387,31,13
mobile,acute care hospitals,388,31,13
mobile,acute care hospitals,389,31,13
mobile,acute care hospitals,390,31,13
mobile,acute care hospitals,391,31,13
autauga,acute care hospitals,392,32,19
autauga,acute care hospitals,393,32,19
autauga,acute care hospitals,394,32,19
autauga,acute care hospitals,395,32,19
autauga,acute care hospitals,396,32,19
autauga,acute care hospitals,397,32,19
autauga,acute care hospitals,398,32,19
autauga,acute care hospitals,399,32,19
autauga,acute care hospitals,400,32,19
autauga,acute care hospitals,401,32,19
autauga,acute care hospitals,402,32,19
autauga,acute care hospitals,403,32,19
autauga,acute care hospitals,404,32,19
autauga,acute care hospitals,405,32,19
autauga,acute care hospitals,406,32,19
autauga,acute care hospitals,407,32,19
autauga,acute care hospitals,408,32,19
autauga,acute care hospitals,409,32,19
autauga,acute care hospitals,410,32,19
autauga,acute care hosxitals,411,33,1
franklin,acute care hospitals,412,34,1
franklin,acuxe care hospixals,413,35,1
talladega,acute care hospitals,414,36,17
tallaxega,acute care hospitals,415,37,1
talladega,acute care hospitals,416,36,17
talladega,acute care hospitals,417,36,17
talladega,acute care hospitals,418,36,17
talladega,acute care hospitals,419,36,17
talladega,acute care hospitals,420,36,17
talladega,acute care hospitals,421,36,17
talladega,acute care hospitals,422,36,17
talladega,acute care hospitals,423,36,17
talladega,acute care hospitals,424,36,17
talladega,acute care hospitals,425,36,17
talladega,acute care hospitals,426,36,17
talladega,acute care hospitals,427,36,17
talladega,acute care hospitals,428,36,17
talladega,acute care hospitals,429,36,17
talladega,acute care hospitals,430,36,17
talladega,acute care hospitals,431,36,17
anchorage,acute care hospitals,432,38,18
anchorage,acute care hospitals,433,38,18
anchorage,acute care hospitals,434,38,18
anchorage,acute care hospitals,435,38,18
anchorage,acute care hospitals,436,38,18
anchorage,acute care hospitals,437,38,18
anchorage,acute care hospitals,438,38,18
anchorage,acute care hospitals,439,38,18
anchorage,acute care hospitals,440,38,18
anchorage,acute care hospitals,441,38,18
anchorage,acute care hospitals,442,38,18
anchorage,acute care hospitals,443,38,18
anchorage,acute care hospitals,444,38,18
anchorage,acute care hospitals,445,38,18
anchorage,acute care hospitals,446,38,18
anchorage,acute care hospitals,447,38,18
anchorage,acute care hospitals,448,38,18
anchorage,acute care hospitals,449,38,18
bethel,acute care hospitals,450,39,2
bethel,acute care hospitals,451,39,2
jefferson,acute care hospitals,452,0,95
jefferson,acute care hospitaxs,453,40,1
jefferson,acute care hospitals,454,0,95
jefferson,acute care hospitals,455,0,95
jxffxrson,acute care hospitals,456,41,2
xefferson,acute care hospitals,457,42,1
jefferson,acute care hospitals,458,0,95
jefferson,acute care hospitals,459,0,95
jefferson,acute care hospitals,460,0,95
jefferson,acute care hospitals,461,0,95
jefferson,acute care hospitals,462,0,95
jefferson,acute care hospitals,463,0,95
jefferson,acute care hospitals,464,0,95
jexxerson,acute care hospitals,465,43,2
dale,acute care hospitals,466,44,24
dale,acute care hospitals,467,44,24
dale,acute care hospitals,468,44,24
dale,acute care hospitals,469,44,24
dale,acute care hospitals,470,44,24
dale,acute care hospitals,471,44,24
dale,acute care hospitals,472,44,24
dale,acute care hospitals,473,44,24
dale,acute care hospitals,474,44,24
dale,acute care hospitals,475,44,24
dale,acute care hospitals,476,44,24
dale,acute care hospitals,477,44,24
dale,acute care hospitals,478,44,24
dale,acute care hospitals,479,44,24
dale,acute care hospitals,480,44,24
dale,acute care hospitals,481,44,24
dale,acute care hospitals,482,44,24
dale,acute care hospitals,483,44,24
dale,acute care hospitals,484,44,24
dale,acute care hospitals,485,44,24
dale,acute care hospitals,486,44,24
dale,acute care hospitals,487,44,24
dale,acute care hospitals,488,44,24
dale,acute care hospitals,489,44,24
dale,acute caxe hospitals,490,45,1
cherokee,acute care hospitals,491,46,20
cherokee,acute care hospitals,492,46,20
cherokee,acute care hxspitals,493,47,1
cherokee,acute care hospitals,494,46,20
cherokee,acute care hospitals,495,46,20
cherokee,acute care hospitals,496,46,20
cherokee,acutx carx hospitals,497,48,1
cherokee,acute care hospitals,498,46,20
cherokee,acute care hospitals,499,46,20
cherokee,acute care hospitals,500,46,20
cherokee,acute care hospitals,501,46,20
chxrokxx,acute care hospitals,502,49,2
cherokee,acute care hospitals,503,46,20
cherokee,acute care hospitals,504,46,20
cherokee,acute care hospitals,505,46,20
cherokee,acute care hospitals,506,46,20
cherokee,acute care hospitals,507,46,20
cherokee,acute care hospitals,508,46,20
cherokee,acute care hospitals,509,46,20
cherokee,acute care hospitals,510,46,20
cherokee,acuxe care hospixals,511,50,1
cherokee,acute care hospitals,512,46,20
chxrokxx,acute care hospitals,513,49,2
cherokee,acute care hospitals,514,46,20
cherokee,acute care hospitals,515,46,20
montgomery,acute care hospitals,516,51,46
montgomery,acute care hospitals,517,51,46
montgomery,acute care hospitals,518,51,46
montgomery,acute care hospitals,519,51,46
montgomery,acute care hospitals,520,51,46
montgomery,acute care hospitals,521,51,46
montgomery,acute care hospitals,522,51,46
montgomery,acute care hospitals,523,51,46
montgomery,acute care hospitals,524,51,46
montgomery,acute care hospitals,525,51,46
montgomery,acute care hospitals,526,51,46
monxgomery,acute care hospitals,527,52,2
montgomery,acute care hospitals,528,51,46
montgomery,acute care hospitals,529,51,46
montgomery,acute care hospitals,530,51,46
montgomery,acute care hospitals,531,51,46
montgomery,acute care hosxitals,532,53,1
montgomery,acute care hospitals,533,51,46
montgomery,acute care hospitals,534,51,46
montgomery,acute care hospitals,535,51,46
montgomery,acute care hospitals,536,51,46
montgomery,acute care hospitals,537,51,46
montgomery,acute care hospitals,538,51,46
montgomery,acute care hospitals,539,51,46
montgomexy,acute care hospitals,540,54,1
montgomery,acute care hospitals,541,51,46
montgomery,acute care hospitals,542,51,46
montgomery,acute care hospitals,543,51,46
montgomery,acute care hospitals,544,51,46
montgomery,acute care hospitals,545,51,46
montgomery,acute care hospitals,546,51,46
montgomery,acute care hospitals,547,51,46
montgomery,acute care hospitals,548,51,46
montgomery,acute care hospitals,549,51,46
montgomery,acute care hospitals,550,51,46
monxgomery,acute care hospitals,551,52,2
montgomery,acute care hospitals,552,51,46
montgomery,acute care hospitals,553,51,46
montgomery,acute care hospitals,554,51,46
montgomery,acute care hospitals,555,51,46
montgomery,acute care hospitals,556,51,46
montgomery,acute care hospitals,557,51,46
montgomery,acute care hospitals,558,51,46
montgomery,acute care hospitals,559,51,46
montgomery,acute care hospitals,560,51,46
montgomery,acute care hospitals,561,51,46
montgomery,acute care hospitals,562,51,46
montgomery,acute care hospitals,563,51,46
montgomery,acute care hospitals,564,51,46
montgomery,acute care hospitals,565,51,46
chambers,acute care hospitals,566,55,22
chambers,acute care hospitals,567,55,22
chambers,acute care hospitals,568,55,22
chambers,acute care hospitals,569,55,22
chambers,acute care hospitals,570,55,22
chambers,acute care hospitals,571,55,22
chambers,acute care hospitals,572,55,22
chambers,acute care hospitals,573,55,22
chambers,acute care hospitals,574,55,22
chambers,acute care hospitals,575,55,22
chambers,acute care hospitals,576,55,22
chambers,acute care hospitals,577,55,22
xhambers,acute care hospitals,578,56,1
chambers,acute care hospitals,579,55,22
chambers,acute care hospitals,580,55,22
chambers,acute care hospitals,581,55,22
chambers,acute care hospitals,582,55,22
chambers,acute care hospitals,583,55,22
chambers,acute care hospitals,584,55,22
chambers,acute care hospitals,585,55,22
chambers,acute care hospitals,586,55,22
chambers,acute care hospitals,587,55,22
chambers,acuxe care hospixals,588,57,1
chambers,acute care hospitals,589,55,22
chaxbers,acute care hospitals,590,58,1
coffee,acute care hospitals,591,59,45
coffee,acute care hospitals,592,59,45
coffee,acute care hospitals,593,59,45
coffee,acute care hospitals,594,59,45
coffee,acute care hospitals,595,59,45
coffee,acute care hospitals,596,59,45
coffee,acute care hospitals,597,59,45
coffee,acute care hospitals,598,59,45
coffee,acute care hospitals,599,59,45
coffee,acute care hospitals,600,59,45
coffee,acute care hospitals,601,59,45
coffxx,acute care hospitals,602,60,1
coffee,acute care hospitals,603,59,45
coffee,acute care hospitals,604,59,45
coffee,acute care hospitals,605,59,45
coffee,acute care hospitals,606,59,45
coffee,acute care hospitals,607,59,45
coffee,acute care hospitals,608,59,45
coffee,acute care hospitals,609,59,45
coffee,acute care hospitals,610,59,45
coffee,acute care hospitals,611,59,45
coffee,acute care hospitals,612,59,45
coffee,acute care hospitals,613,59,45
coffee,acute care hospitals,614,59,45
coffee,acute care hospitals,615,59,45
lee,acute care hospitals,616,61,23
lee,acute care hospitals,617,61,23
lee,acute care hospitals,618,61,23
lee,acute care hospitals,619,61,23
lee,acute care hospitals,620,61,23
lee,acute care hospitals,621,61,23
lee,acute care hospitals,622,61,23
lee,acute care hospitals,623,61,23
lee,acute care hospitals,624,61,23
lee,acute care hospitals,625,61,23
lee,acute care hospitals,626,61,23
lee,acute care hospitals,627,61,23
lee,acute care hospitals,628,61,23
lee,acute care hospitals,629,61,23
lee,acute care hospitals,630,61,23
lee,acute care hospitals,631,61,23
lee,acute care hospitals,632,61,23
xee,acute care hospitals,633,62,1
lee,acuxe care hospixals,634,63,1
lee,acute care hospitals,635,61,23
lee,acute care hospitals,636,61,23
lee,acute care hospitals,637,61,23
lee,acute care hospitals,638,61,23
lee,acute care hospitals,639,61,23
lee,acute care hospitals,640,61,23
randolph,acute care hospitals,641,64,25
randolph,acute care hospitals,642,64,25
randolph,acute care hospitals,643,64,25
randolph,acute care hospitals,644,64,25
randolph,acute care hospitals,645,64,25
randolph,acute care hospitals,646,64,25
randolph,acute care hospitals,647,64,25
randolph,acute care hospitals,648,64,25
randolph,acute care hospitals,649,64,25
randolph,acute care hospitals,650,64,25
randolph,acute care hospitals,651,64,25
randolph,acute care hospitals,652,64,25
randolph,acute care hospitals,653,64,25
randolph,acute care hospitals,654,64,25
randolph,acute care hospitals,655,64,25
randolph,acute care hospitals,656,64,25
randolph,acute care hospitals,657,64,25
randolph,acute care hospitals,658,64,25
randolph,acute care hospitals,659,64,25
randolph,acute care hospitals,660,64,25
randolph,acute care hospitals,661,64,25
randolph,acute care hospitals,662,64,25
randolph,acute care hospitals,663,64,25
randolph,acute care hospitals,664,64,25
randolph,acute care hospitals,665,64,25
jefferson,acute care hospitals,666,0,95
jefferson,acute care hospitals,667,0,95
jefferson,acute care hospitals,668,0,95
jefferson,acute care hospitals,669,0,95
jefferson,acute care hospitals,670,0,95
jefferson,acute care hospitals,671,0,95
jxffxrson,acute care hospitals,672,41,2
jefferson,acute care hospitals,673,0,95
jefferson,acute care hospitals,674,0,95
jefferson,acute care hospitals,675,0,95
jefferson,acute care hospitals,676,0,95
jefferson,acute care hospitals,677,0,95
jefferson,acute care hospitals,678,0,95
jefferson,acute care hospitals,679,0,95
jefferson,acute care hospitals,680,0,95
jefferson,acute care hospitals,681,0,95
jefferson,acute care hospitals,682,0,95
jefferson,acute care hospitals,683,0,95
jefferson,acute care hospitals,684,0,95
jefferson,acute care hospitals,685,0,95
jefferson,acute care hospitals,686,0,95
jefferson,acute care hospitals,687,0,95
jefferson,acute care hospitals,688,0,95
jexxerson,acute care hospitals,689,43,2
jefferson,acute care hospitals,690,0,95
elmore,acute care hospitals,691,65,21
elmoxe,acute care hospitals,692,66,1
elmore,acute care hospitals,693,65,21
elmore,acute care hospitals,694,65,21
elmore,acute cxre hospitxls,695,67,1
elmore,acute care hospitals,696,65,21
elmore,acute care hospitals,697,65,21
elxore,acute care hospitals,698,68,1
elmore,acute care hospitals,699,65,21
elmore,acute care hospitals,700,65,21
elmore,acute care hospitals,701,65,21
elmore,acute care hospitals,702,65,21
elmore,acute care hospitals,703,65,21
elmore,acute care hospitals,704,65,21
elmore,acutexcarexhospitals,705,69,1
elmore,acute care hospitals,706,65,21
elmore,acute care hospitals,707,65,21
elmore,acute care hospitals,708,65,21
elmore,acute care hospitals,709,65,21
elmore,acute care hospitals,710,65,21
elmore,acute care hospitals,711,65,21
elmore,acute care hospitals,712,65,21
elmore,acute care hospitals,713,65,21
elmore,acute care hospitals,714,65,21
elmore,acute care hospitals,715,65,21
cullman,acute care hospitals,716,70,22
cullman,acute care hospitals,717,70,22
cullman,acute care hospitals,718,70,22
cullman,acute care hospitals,719,70,22
cullman,acute care hospitals,720,70,22
cullman,acute care hospitals,721,70,22
cxllman,acute care hospitals,722,71,2
cullman,acute care hospitals,723,70,22
cullman,acute care hospitals,724,70,22
cullman,acute care hospitals,725,70,22
cullman,acute care hospitals,726,70,22
cullman,acute care hospitals,727,70,22
cullman,acute care hospitals,728,70,22
cullman,acutexcarexhospitals,729,72,1
cxllman,acute care hospitals,730,71,2
cullman,acute care hospitals,731,70,22
cullman,acute care hospitals,732,70,22
cullman,acute care hospitals,733,70,22
cullman,acute care hospitals,734,70,22
cullman,acute care hospitals,735,70,22
cullman,acute care hospitals,736,70,22
cullman,acute care hospitals,737,70,22
cullman,acute care hospitals,738,70,22
cullman,acute care hospitals,739,70,22
cullman,acute care hospitals,740,70,22
covington,acute care hospitals,741,9,48
covington,acute care hospitals,742,9,48
covington,acute care hospitals,743,9,48
covington,acute care hospitals,744,9,48
covington,acute care hospitals,745,9,48
covington,acute care hospitals,746,9,48
covington,acute care hospitals,747,9,48
covington,acute care hospitals,748,9,48
covington,acute care hospitals,749,9,48
covington,acute care hospitals,750,9,48
covington,acute care hospitals,751,9,48
coxington,acute care hospitals,752,73,1
covington,acute care hospitals,753,9,48
covington,acute care hospitals,754,9,48
covington,acute care hospitals,755,9,48
covington,acute care hospitals,756,9,48
covington,acute care hospitals,757,9,48
covington,acute care hospitals,758,9,48
covington,acute care hospitals,759,9,48
