brewery-name,state,original_index,unique_index
Black Acre Brewing Co.,IN,275,74
Black Market Brewing Company,CA,276,75
Black Market Brewing Company,CA,277,75
Black Market Brewing Company,CA,278,75
Black Market Brewing Company,CA,279,75
Black Shirt Brewing Company,CO,280,76
Black Shirt Brewing Company,CO,281,76
Black Shirt Brewing Company,CO,282,76
Black Shirt Brewing Company,CO,283,76
Black Tooth Brewing Company,WY,284,77
Black Tooth Brewing Company,WY,285,77
Blackrocks Brewery,MA,286,78
Blackrocks Brewery,MI,287,79
Blackrocks Brewery,MI,288,79
Blackrocks Brewery,MI,289,79
Blackrocks Brewery,MI,290,79
Blackrocks Brewery,MI,291,79
Blackrocks Brewery,MI,292,79
Blue Blood Brewing Company,NE,293,80
Blue Blood Brewing Company,NE,294,80
Blue Blood Brewing Company,NE,295,80
Blue Blood Brewing Company,NE,296,80
Blue Blood Brewing Company,NE,297,80
Blue Blood Brewing Company,NE,298,80
Blue Blood Brewing Company,NE,299,80
Blue Blood Brewing Company,NE,300,80
Blue Blood Brewing Company,NE,301,80
Blue Blood Brewing Company,NE,302,80
Blue Blood Brewing Company,NE,303,80
Blue Blood Brewing Company,NE,304,80
Blue Blood Brewing Company,NE,305,80
Blue Blood Brewing Company,NE,306,80
Blue Dog Mead,OR,307,81
Blue Dog Mead,OR,308,81
Blue Hills Brewery,,309,82
Blue Mountain Brewery,,310,83
Blue Mountain Brewery,VA,311,84
Blue Mountain Brewery,VA,312,84
Blue Mountain Brewery,VA,313,84
Blue Mountain Brewery,VA,314,84
Blue Owl Brewing,TX,315,85
Blue Owl Brewing,TX,316,85
Blue Owl Brewing,TX,317,85
Blue Owl Brewing,TX,318,85
Blue Point Brewing Company,NY,319,86
Blue Point Brewing Company,NY,320,86
Blue Point Brewing Company,NY,321,86
Blue Point Brewing Company,NY,322,86
Bohemian Brewery,UT,323,87
Bohemian Brewery,UT,324,87
Bohemian Brewery,UT,325,87
Bohemian Brewery,UT,326,87
Bohemian Brewery,UT,327,87
Bold City Brewery,FL,328,88
Bold City Brewery,FL,329,88
Bold City Brewery,FL,330,88
Bolero Snort Brewery,NJ,331,89
Bolero Snort Brewery,NJ,332,89
Bomb Beer Company,NY,333,90
Bomb Beer Company,NY,334,90
Bonfire Brewing Company,CO,335,91
Bonfire Brewing Company,CO,336,91
Bonfire Brewing Company,CO,337,91
Bonfire Brewing Company,CO,338,91
Bonfire Brewing Company,CO,339,91
Bonfire Brewing Company,CO,340,91
Bonfire Brewing Company,CO,341,91
Bonfire Brewing Company,CO,342,91
Bonfire Brewing Company,CO,343,91
Bonfire Brewing Company,CO,344,91
Bonfire Brewing Company,CO,345,91
Bonfire Brewing Company,CO,346,91
Bonfire Brewing Company,CO,347,91
Bonfire Brewing Company,CO,348,91
Bonfire Brewing Company,CO,349,91
Bonfire Brewing Company,CO,350,91
Bonfire Brewing Company,CO,351,91
Bonfire Brewing Company,,352,92
Bonfire Brewing Company,CO,353,91
Borderlands Brewing Company,AZ,354,93
Boston Beer Company,MA,355,94
Boston Beer Company,MA,356,94
Boston Beer Company,MA,357,94
Boston Beer Company,MA,358,94
Boston Beer Company,MA,359,94
Boston Beer Company,MA,360,94
Boston Beer Company,MA,361,94
Boston Beer Company,MA,362,94
Boston Beer Company,MA,363,94
Boulder Beer Company,CO,364,95
Boulder Beer Company,CO,365,95
Boulder Beer Company,CO,366,95
Boulevard Brewing Company,MO,367,96
Boxcar Brewing Company,PA,368,97
Boxcar Brewing Company,PA,369,97
Boxcar Brewing Company,PA,370,97
Bozeman Brewing Company,MT,371,98
Bozeman Brewing Company,MT,372,98
Bozeman Brewing Company,MT,373,98
Bozeman Brewing Company,MT,374,98
Bozeman Brewing Company,MT,375,98
Branchline Brewing Company,TX,376,99
Breakside Brewery,OR,377,100
Breckenridge Brewery,CO,378,101
Breckenridge Brewery,CO,379,101
Breckenridge Brewery,CO,380,101
Breckenridge Brewery,,381,102
Brew Bus Brewing,FL,382,103
Brew Bus Brewing,FL,383,103
Brew Bus Brewing,FL,384,103
Brew Bus Brewing,FL,385,103
Brew Link Brewing,,386,104
Brewery Terra Firma,MI,387,105
Brewery Vivant,MI,388,106
Brewery Vivant,MI,389,106
Brewery Vivant,MI,390,106
Brewery Vivant,MI,391,106
Brewery Vivant,MI,392,106
Brewery Vivant,MI,393,106
Brewery Vivant,MI,394,106
Brewery Vivant,MI,395,106
Brewery Vivant,MI,396,106
Brewery Vivant,MI,397,106
Brewery Vivant,MI,398,106
Brewery Vivant,MI,399,106
Brewery Vivant,MI,400,106
Brewery Vivant,MI,401,106
Brewery Vivant,MI,402,106
Brewery Vivant,MI,403,106
Brewery Vivant,MI,404,106
Brewery Vivant,MI,405,106
Brewery Vivant,MI,406,106
Brewery Vivant,MI,407,106
Brewery Vivant,MI,408,106
Brewery Vivant,MI,409,106
Brewery Vivant,,410,107
Brewery Vivant,MI,411,106
Brewery Vivant,MI,412,106
Brewery Vivant,MI,413,106
Brewery Vivant,MI,414,106
Brewery Vivant,MI,415,106
Brewery Vivant,MI,416,106
Brewery Vivant,MI,417,106
Brewery Vivant,MI,418,106
Brewery Vivant,MI,419,106
Brewery Vivant,MI,420,106
Brewery Vivant,MI,421,106
Brewery Vivant,MI,422,106
Brewery Vivant,MI,423,106
Brewery Vivant,MI,424,106
Brewery Vivant,MI,425,106
Brewery Vivant,MI,426,106
Brewery Vivant,MI,427,106
Brewery Vivant,MI,428,106
Brewery Vivant,MI,429,106
Brewery Vivant,MI,430,106
Brewery Vivant,MI,431,106
Brewery Vivant,MI,432,106
Brewery Vivant,MI,433,106
Brewery Vivant,MI,434,106
Brewery Vivant,MI,435,106
Brewery Vivant,MI,436,106
Brewery Vivant,MI,437,106
Brewery Vivant,MI,438,106
Brewery Vivant,MI,439,106
Brewery Vivant,MI,440,106
Brewery Vivant,MI,441,106
Brewery Vivant,MI,442,106
Brewery Vivant,MI,443,106
Brewery Vivant,MI,444,106
Brewery Vivant,MI,445,106
Brewery Vivant,MI,446,106
Brewery Vivant,MI,447,106
Brewery Vivant,MI,448,106
Brewery Vivant,MI,449,106
Brindle Dog Brewing Company,FL,450,108
Brindle Dog Brewing Company,,451,109
Broad Brook Brewing LLC,CT,452,110
Broken Tooth Brewing Company,AK,453,111
Broken Tooth Brewing Company,AK,454,111
Broken Tooth Brewing Company,AK,455,111
Broken Tooth Brewing Company,AK,456,111
Brooklyn Brewery,NY,457,112
Brooklyn Brewery,NY,458,112
Brooklyn Brewery,NY,459,112
Brooklyn Brewery,NY,460,112
Brooklyn Brewery,,461,113
Brooklyn Brewery,NY,462,112
Buckbean Brewing Company,NV,463,114
Buckbean Brewing Company,NV,464,114
Buckbean Brewing Company,NV,465,114
Buckbean Brewing Company,,466,115
Buckbean Brewing Company,NV,467,114
Buckbean Brewing Company,NV,468,114
Buckbean Brewing Company,NV,469,114
Buckeye Brewing,OH,470,116
BuckleDown Brewing,IL,471,117
Buffalo Bayou Brewing Company,,472,118
Buffalo Bayou Brewing Company,TX,473,119
Buffalo Bayou Brewing Company,TX,474,119
Burn 'Em Brewing,IN,475,120
Burn 'Em Brewing,IN,476,120
Burn 'Em Brewing,IN,477,120
Burn 'Em Brewing,IN,478,120
Burn 'Em Brewing,IN,479,120
Burn 'Em Brewing,IN,480,120
Burn 'Em Brewing,IN,481,120
Burn 'Em Brewing,IN,482,120
Burn 'Em Brewing,IN,483,120
Burn 'Em Brewing,IN,484,120
Burn 'Em Brewing,IN,485,120
Burnside Brewing Co.,OR,486,121
Butcher's Brewing,CA,487,122
Butternuts Beer and Ale,NY,488,123
Butternuts Beer and Ale,NY,489,123
Butternuts Beer and Ale,NY,490,123
Butternuts Beer and Ale,NY,491,123
COAST Brewing Company,SC,492,124
COAST Brewing Company,SC,493,124
COAST Brewing Company,SC,494,124
COAST Brewing Company,SC,495,124
COAST Brewing Company,SC,496,124
COAST Brewing Company,SC,497,124
COOP Ale Works,OK,498,125
COOP Ale Works,OK,499,125
COOP Ale Works,,500,126
COOP Ale Works,OK,501,125
COOP Ale Works,OK,502,125
COOP Ale Works,OK,503,125
Caldera Brewing Company,OR,504,127
Caldera Brewing Company,OR,505,127
Caldera Brewing Company,OR,506,127
Caldera Brewing Company,OR,507,127
Caldera Brewing Company,,508,128
Caldera Brewing Company,OR,509,127
Caldera Brewing Company,OR,510,127
Caldera Brewing Company,OR,511,127
Caldera Brewing Company,OR,512,127
Caldera Brewing Company,OR,513,127
Caldera Brewing Company,OR,514,127
Caldera Brewing Company,OR,515,127
Caldera Brewing Company,OR,516,127
Caldera Brewing Company,OR,517,127
Cambridge Brewing Company,,518,129
Cambridge Brewing Company,MA,519,130
Cans Bar and Canteen,NC,520,131
Cans Bar and Canteen,NC,521,131
Cans Bar and Canteen,NC,522,131
Cans Bar and Canteen,NC,523,131
Cape Ann Brewing Company,MA,524,132
Cape Ann Brewing Company,MA,525,132
Cape Ann Brewing Company,MA,526,132
Cape Ann Brewing Company,MA,527,132
Cape Ann Brewing Company,,528,133
Cape Cod Beer,MA,529,134
Cape Cod Beer,MA,530,134
Capital Brewery,WI,531,135
Capital Brewery,WI,532,135
Capital Brewery,WI,533,135
Capital Brewery,WI,534,135
Capital Brewery,WI,535,135
Capital Brewery,WI,536,135
Capital Brewery,WI,537,135
Capital Brewery,WI,538,135
Capital Brewery,WI,539,135
Capital Brewery,WI,540,135
Capital Brewery,WI,541,135
Carolina Beer & Beverage,,542,136
Carolina Beer & Beverage,,543,136
Carolina Beer & Beverage,NC,544,137
Carolina Brewery,NC,545,138
Carolina Brewery,NC,546,138
Carolina Brewery,NC,547,138
Carton Brewing Company,NJ,548,139
Carton Brewing Company,NJ,549,139
Carton Brewing Company,,550,140
Carton Brewing Company,NJ,551,139
Cascadia Ciderworks United,OR,552,141
Cascadia Ciderworks United,OR,553,141
Catawba Brewing Company,NC,554,142
Catawba Brewing Company,NC,555,142
Catawba Brewing Company,NC,556,142
Catawba Brewing Company,NC,557,142
Catawba Brewing Company,NC,558,142
Catawba Brewing Company,NC,559,142
Catawba Brewing Company,NC,560,142
Catawba Island Brewing,OH,561,143
Catawba Island Brewing,OH,562,143
Catawba Valley Brewing Company,NC,563,144
Catawba Valley Brewing Company,NC,564,144
Cedar Creek Brewery,TX,565,145
Cedar Creek Brewery,TX,566,145
Cedar Creek Brewery,TX,567,145
Cedar Creek Brewery,TX,568,145
Cedar Creek Brewery,TX,569,145
Cedar Creek Brewery,TX,570,145
Centennial Beer Company,CO,571,146
Centennial Beer Company,,572,147
Center of the Universe Brewing C...,VA,573,148
Center of the Universe Brewing C...,VA,574,148
Center of the Universe Brewing C...,VA,575,148
Center of the Universe Brewing C...,VA,576,148
Central Coast Brewing Company,CA,577,149
Central Coast Brewing Company,,578,150
Central Coast Brewing Company,CA,579,149
Central Coast Brewing Company,CA,580,149
Champion Brewing Company,VA,581,151
Champion Brewing Company,VA,582,151
Champion Brewing Company,VA,583,151
Champion Brewing Company,,584,152
Chapman's Brewing,IN,585,153
Chapman's Brewing,IN,586,153
Chapman's Brewing,IN,587,153
Chapman's Brewing,,588,154
Chatham Brewing,NY,589,155
Chatham Brewing,NY,590,155
Cheboygan Brewing Company,MI,591,156
Cheboygan Brewing Company,MI,592,156
Cheboygan Brewing Company,MI,593,156
Christian Moerlein Brewing Company,OH,594,157
Churchkey Can Company,WA,595,158
Ciderboys,WI,596,159
Ciderboys,WI,597,159
Cigar City Brewing Company,FL,598,160
Cigar City Brewing Company,FL,599,160
Cigar City Brewing Company,FL,600,160
Cigar City Brewing Company,FL,601,160
Cigar City Brewing Company,FL,602,160
Cigar City Brewing Company,FL,603,160
Cigar City Brewing Company,FL,604,160
Cigar City Brewing Company,FL,605,160
Cigar City Brewing Company,FL,606,160
Cigar City Brewing Company,FL,607,160
Cigar City Brewing Company,FL,608,160
Cigar City Brewing Company,FL,609,160
Cigar City Brewing Company,FL,610,160
Cigar City Brewing Company,FL,611,160
Cigar City Brewing Company,FL,612,160
Cigar City Brewing Company,FL,613,160
Cigar City Brewing Company,FL,614,160
Cigar City Brewing Company,FL,615,160
Cigar City Brewing Company,FL,616,160
Cigar City Brewing Company,,617,161
Cigar City Brewing Company,FL,618,160
Cigar City Brewing Company,FL,619,160
Cigar City Brewing Company,FL,620,160
Cigar City Brewing Company,FL,621,160
Cigar City Brewing Company,FL,622,160
Cisco Brewers,MA,623,162
Cisco Brewers,MA,624,162
Cisco Brewers,MA,625,162
Cisco Brewers,MA,626,162
Cisco Brewers,MA,627,162
Cisco Brewers,MA,628,162
Cisco Brewers,MA,629,162
Claremont Craft Ales,CA,630,163
Coalition Brewing Company,OR,631,164
Coalition Brewing Company,OR,632,164
Coastal Empire Beer Company,GA,633,165
Coastal Empire Beer Company,GA,634,165
Coastal Extreme Brewing Company,RI,635,166
Coastal Extreme Brewing Company,RI,636,166
Coastal Extreme Brewing Company,RI,637,166
Coastal Extreme Brewing Company,RI,638,166
College Street Brewhouse and Pub,AZ,639,167
Confluence Brewing Company,IA,640,168
Confluence Brewing Company,IA,641,168
Confluence Brewing Company,,642,169
Core Brewing & Distilling Company,AR,643,170
Core Brewing & Distilling Company,AR,644,170
Core Brewing & Distilling Company,AR,645,170
Core Brewing & Distilling Company,,646,171
Cottrell Brewing,CT,647,172
Covington Brewhouse,LA,648,173
Crabtree Brewing Company,CO,649,174
Crabtree Brewing Company,CO,650,174
Crabtree Brewing Company,CO,651,174
Crazy Mountain Brewing Company,CO,652,175
Crazy Mountain Brewing Company,CO,653,175
Crazy Mountain Brewing Company,CO,654,175
Crazy Mountain Brewing Company,CO,655,175
Crazy Mountain Brewing Company,CO,656,175
Crazy Mountain Brewing Company,CO,657,175
Crazy Mountain Brewing Company,CO,658,175
Crazy Mountain Brewing Company,CO,659,175
Creature Comforts,GA,660,176
Creature Comforts,GA,661,176
Crooked Fence Brewing Company,ID,662,177
Crooked Fence Brewing Company,ID,663,177
Crooked Fence Brewing Company,ID,664,177
Crow Peak Brewing Company,SD,665,178
Crow Peak Brewing Company,SD,666,178
Crow Peak Brewing Company,SD,667,178
Crow Peak Brewing Company,SD,668,178
Crow Peak Brewing Company,SD,669,178
Crow Peak Brewing Company,SD,670,178
Crow Peak Brewing Company,SD,671,178
Crystal Springs Brewing Company,CO,672,179
Crystal Springs Brewing Company,CO,673,179
Cutters Brewing Company,IN,674,180
Cutters Brewing Company,IN,675,180
Cutters Brewing Company,IN,676,180
Cutters Brewing Company,IN,677,180
D.L. Geary Brewing Company,ME,678,181
D.L. Geary Brewing Company,ME,679,181
DC Brau Brewing Company,DC,680,182
DC Brau Brewing Company,DC,681,182
DC Brau Brewing Company,DC,682,182
DC Brau Brewing Company,DC,683,182
DC Brau Brewing Company,DC,684,182
DC Brau Brewing Company,DC,685,182
DC Brau Brewing Company,DC,686,182
DC Brau Brewing Company,DC,687,182
Dad & Dude's Breweria,CO,688,183
Dad & Dude's Breweria,CO,689,183
Daredevil Brewing Company,IN,690,184
Dave's Brewfarm,WI,691,185
David's Ale Works,CA,692,186
David's Ale Works,CA,693,186
Dead Armadillo Craft Brewing,OK,694,187
Deep Ellum Brewing Company,TX,695,188
Deep Ellum Brewing Company,TX,696,188
Deep Ellum Brewing Company,TX,697,188
Deep Ellum Brewing Company,TX,698,188
Deep Ellum Brewing Company,TX,699,188
Deep Ellum Brewing Company,TX,700,188
Deep Ellum Brewing Company,TX,701,188
Deep Ellum Brewing Company,TX,702,188
Deep Ellum Brewing Company,TX,703,188
Defiance Brewing Company,KS,704,189
Defiance Brewing Company,KS,705,189
Denali Brewing Company,AK,706,190
Denali Brewing Company,AK,707,190
Denali Brewing Company,AK,708,190
Denali Brewing Company,AK,709,190
Denver Beer Company,CO,710,191
Denver Beer Company,CO,711,191
Deschutes Brewery,OR,712,192
Destihl Brewery,IL,713,193
Destihl Brewery,IL,714,193
Destihl Brewery,,715,194
Destihl Brewery,,716,194
Destihl Brewery,IL,717,193
Destihl Brewery,IL,718,193
Destihl Brewery,IL,719,193
Devil's Backbone Brewing Company,VA,720,195
Devil's Backbone Brewing Company,VA,721,195
Devil's Canyon Brewery,CA,722,196
Devil's Canyon Brewery,,723,197
Devil's Canyon Brewery,CA,724,196
Devil's Canyon Brewery,CA,725,196
Dick's Brewing Company,WA,726,198
Dirty Bucket Brewing Company,WA,727,199
Dock Street Brewery,PA,728,200
Dolores River Brewery,CO,729,201
Dolores River Brewery,CO,730,201
Dolores River Brewery,CO,731,201
Dolores River Brewery,CO,732,201
Dolores River Brewery,CO,733,201
Dolores River Brewery,CO,734,201
Downeast Cider House,MA,735,202
Downeast Cider House,MA,736,202
Dry Dock Brewing Company,CO,737,203
Dry Dock Brewing Company,CO,738,203
Dry Dock Brewing Company,CO,739,203
Dry Dock Brewing Company,CO,740,203
Due South Brewing Company,FL,741,204
Dundee Brewing Company,NY,742,205
Eddyline Brewery & Restaurant,CO,743,206
Eddyline Brewery & Restaurant,CO,744,206
Eddyline Brewery & Restaurant,CO,745,206
Eddyline Brewery & Restaurant,CO,746,206
Eddyline Brewery & Restaurant,CO,747,206
Eddyline Brewery & Restaurant,CO,748,206
Eddyline Brewery & Restaurant,CO,749,206
Elevator Brewing Company,OH,750,207
Emerald City Beer Company,WA,751,208
Engine 15 Brewing,FL,752,209
Engine House 9,WA,753,210
Epic Brewing,CO,754,211
Epic Brewing,CO,755,211
Epic Brewing,CO,756,211
Epic Brewing,CO,757,211
Everybody's Brewing,WA,758,212
Everybody's Brewing,WA,759,212
Evil Czech Brewery,IN,760,213
Evil Czech Brewery,IN,761,213
Evil Czech Brewery,IN,762,213
Evil Czech Brewery,IN,763,213
Evil Czech Brewery,IN,764,213
Evil Czech Brewery,IN,765,213
Evil Twin Brewing,NY,766,214
Evil Twin Brewing,NY,767,214
Evil Twin Brewing,NY,768,214
