sched_dep_time,sched_arr_time,original_index,unique_index,count
,,134,50,
9:05 a.m. (-00:00),11:53 a.m.,135,70,4.0
,,136,50,
,,137,50,
,,138,50,
,,139,50,
,,140,50,
,,141,50,
2:55 p.m.,4:49 p.m.,142,71,11.0
,,143,50,
,,144,50,
,,145,50,
4:00 p.m.,7:05 p.m.,146,72,20.0
,,147,50,
,,148,50,
,,149,50,
7:10 a.m.,9:40 a.m.,150,0,18.0
,,151,50,
6:40 a.m.,9:25 a.m.,152,3,16.0
8:00 a.m.,11:55 a.m.,153,73,14.0
,,154,50,
7:45 p.m.,10:30 p.m.,155,1,19.0
12:00 p.m.,3:15 p.m.,156,24,17.0
3:27 p.m.,5:05 p.m.,157,74,17.0
,,158,50,
,,159,50,
11:25 p.m.,6:55 a.m. Dec 02,160,75,6.0
,,161,50,
,,162,50,
4:00 p.m.,6:46 p.m.,163,76,17.0
,,164,50,
,,165,50,
9:05 a.m.,12:35 p.m.,166,15,18.0
,,167,50,
7:00 a.m.,9:55 a.m.,168,6,18.0
4:15 p.m.,7:55 p.m.,169,7,17.0
,,170,50,
,,171,50,
,,172,50,
,,173,50,
11:50 a.m.,3:50 p.m.,174,8,16.0
,,175,50,
6:00 a.m.,9:20 a.m.,176,9,17.0
11:05 a.m.,4:57 p.m.,177,77,16.0
,,178,50,
,,179,50,
10:15 a.m.,12:10 p.m.,180,12,18.0
1:00 p.m.,2:35 p.m.,181,14,17.0
,,182,50,
,,183,50,
,,184,50,
2:30 p.m.,6:15 p.m.,185,78,16.0
12:00 p.m.,1:45 p.m.,186,79,16.0
,,187,50,
,,188,50,
10:40 a.m.,2:45 p.m.,189,20,19.0
12:57 p.m.,4:52 p.m.,190,80,2.0
,,191,50,
7:15 a.m.,10:35 a.m.,192,22,16.0
6:30 p.m.,7:25 p.m.,193,2,20.0
6:45 p.m.,9:10 p.m.,194,23,19.0
7:15 p.m.,12:21 a.m. Dec 02,195,81,7.0
,,196,50,
9:15 a.m.,12:18 p.m.,197,64,21.0
6:00 a.m.,7:30 a.m.,198,25,17.0
7:10 a.m.,9:35 a.m.,199,26,16.0
,,200,50,
3:50 p.m.,6:23 p.m.,201,82,18.0
,,202,50,
8:00 p.m.,9:45 p.m.,203,28,19.0
,,204,50,
,,205,50,
10:40 a.m.,2:59 p.m.,206,29,13.0
1:33 p.m.,4:31 p.m.,207,83,19.0
12:15 p.m.,2:45 p.m.,208,4,19.0
,,209,50,
11:55 p.m.,5:50 a.m.Dec 02,210,84,1.0
4:25 p.m.,12:29 a.m. Dec 02,211,85,7.0
9:00 p.m.,12:15 a.m. Dec 02,212,86,6.0
8:25 p.m.,11:50 p.m.,213,33,19.0
6:59 a.m.,10:34 a.m.,214,34,15.0
8:35 a.m.,11:50 a.m.,215,35,17.0
,,216,50,
1:30 p.m.,3:50 p.m.,217,36,16.0
,,218,50,
,,219,50,
11:08 p.m.,5:11 a.m.Dec 02,220,87,7.0
5:30 p.m.,6:09 p.m.,221,88,3.0
,,222,50,
,,223,50,
,,224,50,
,,225,50,
,,226,50,
,,227,50,
2:35 p.m.,4:05 p.m.,228,38,19.0
2:55 p.m.,5:55 p.m.,229,39,18.0
7:15 a.m.,11:35 a.m.,230,40,18.0
12:10 p.m.,2:15 p.m.,231,41,19.0
7:55 a.m.,11:05 a.m.,232,11,17.0
,,233,50,
1:05 p.m.,2:35 p.m.,234,42,19.0
,,235,50,
3:05 p.m.,6:30 p.m.,236,44,18.0
7:30 a.m.,8:00 a.m.,237,13,17.0
,,238,50,
4:00 p.m.,6:40 p.m.,239,46,20.0
11:35 a.m.,2:25 p.m.,240,19,17.0
7:25 a.m.,11:10 a.m.,241,17,15.0
,,242,50,
11:55 a.m.,6:17 p.m.,243,89,16.0
10:40 a.m.,12:55 p.m.,244,30,17.0
6:45 a.m.,7:45 a.m.,245,18,17.0
4:00 p.m.,7:05 p.m.,246,72,20.0
6:00 a.m.,6:40 a.m.,247,48,18.0
7:10 a.m.,10:45 a.m.,248,49,18.0
7:10 a.m.,3:30 p.m.,249,47,16.0
7:10 a.m.,9:40 a.m.,250,0,18.0
6:40 a.m.,9:25 a.m.,251,3,16.0
8:00 a.m.,11:55 a.m.,252,73,14.0
8:41 a.m.,9:54 a.m.,253,90,7.0
7:45 p.m.,10:30 p.m.,254,1,19.0
6:30 p.m.,7:25 p.m.,255,2,20.0
3:27 p.m.,5:05 p.m.,256,74,17.0
11:25 a.m.,2:50 p.m.,257,52,9.0
11:25 a.m.,5:25 p.m.,258,45,5.0
10:39 a.m.,11:19 a.m.,259,91,2.0
11:25 p.m.,6:55 a.m.,260,92,4.0
6:00 a.m.,7:23 a.m.,261,93,5.0
12:15 p.m.,2:45 p.m.,262,4,19.0
4:00 p.m.,6:46 p.m.,263,76,17.0
9:45 a.m.,1:16 p.m.,264,55,10.0
7:00 a.m.,9:55 a.m.,265,6,18.0
8:15 a.m.,10:06 a.m.,266,94,4.0
4:15 p.m.,7:55 p.m.,267,7,17.0
2:30 p.m.,7:03 p.m.,268,56,23.0
11:50 a.m.,3:50 p.m.,269,8,16.0
6:00 a.m.,9:20 a.m.,270,9,17.0
11:05 a.m.,4:57 p.m.,271,77,16.0
6:00 a.m.,10:20 a.m.,272,59,10.0
8:40 a.m.,10:54 a.m.,273,60,9.0
10:45 a.m.,2:20 p.m.,274,10,4.0
10:15 a.m.,12:10 p.m.,275,12,18.0
7:30 a.m.,8:00 a.m.,276,13,17.0
1:00 p.m.,2:35 p.m.,277,14,17.0
12:30 a.m.,5:35 a.m.,278,53,10.0
9:05 a.m.,12:35 p.m.,279,15,18.0
11:45 a.m.,2:00 p.m.,280,16,6.0
12:00 p.m.,1:45 p.m.,281,79,16.0
7:25 a.m.,11:10 a.m.,282,17,15.0
11:35 a.m.,2:25 p.m.,283,19,17.0
10:40 a.m.,2:45 p.m.,284,20,19.0
7:15 a.m.,10:35 a.m.,285,22,16.0
8:05 a.m.,11:35 a.m.,286,57,9.0
6:45 p.m.,9:10 p.m.,287,23,19.0
12:00 p.m.,3:15 p.m.,288,24,17.0
7:15 p.m.,12:21 a.m.,289,95,7.0
1:55 p.m.,7:53 p.m.,290,96,4.0
9:15 a.m.,12:18 p.m.,291,64,21.0
6:00 a.m.,7:30 a.m.,292,25,17.0
7:10 a.m.,9:35 a.m.,293,26,16.0
3:50 p.m.,6:23 p.m.,294,82,18.0
4:16 p.m.,7:35 p.m.,295,97,6.0
8:00 p.m.,9:45 p.m.,296,28,19.0
10:25 a.m.,6:44 p.m.,297,65,11.0
7:05 a.m.,10:31 a.m.,298,98,5.0
10:40 a.m.,2:59 p.m.,299,29,13.0
1:33 p.m.,4:31 p.m.,300,83,19.0
11:55 p.m.,5:50 a.m.,301,99,5.0
4:25 p.m.,12:29 a.m.,302,100,7.0
9:00 p.m.,12:15 a.m.,303,101,5.0
8:25 p.m.,11:50 p.m.,304,33,19.0
6:59 a.m.,10:34 a.m.,305,34,15.0
8:35 a.m.,11:50 a.m.,306,35,17.0
2:30 p.m.,6:15 p.m.,307,78,16.0
8:29 a.m.,9:24 a.m.,308,102,7.0
1:30 p.m.,3:50 p.m.,309,36,16.0
2:53 p.m.,4:48 p.m.,310,67,12.0
7:35 a.m.,9:43 a.m.,311,103,3.0
1:45 p.m.,8:27 a.m.,312,104,3.0
11:15 a.m.,1:40 p.m.,313,105,5.0
8:20 p.m.,9:20 p.m.,314,37,7.0
2:55 p.m.,4:53 p.m.,315,106,6.0
2:30 p.m.,7:03 p.m.,316,56,23.0
2:35 p.m.,4:05 p.m.,317,38,19.0
2:55 p.m.,5:55 p.m.,318,39,18.0
7:15 a.m.,11:35 a.m.,319,40,18.0
2:55 p.m.,5:00 p.m.,320,107,8.0
12:10 p.m.,2:15 p.m.,321,41,19.0
7:55 a.m.,11:05 a.m.,322,11,17.0
9:05 a.m.,11:53 a.m.,323,108,5.0
1:05 p.m.,2:35 p.m.,324,42,19.0
7:53 a.m.,1:39 p.m.,325,109,5.0
8:35 a.m.,10:40 a.m.,326,43,7.0
3:05 p.m.,6:30 p.m.,327,44,18.0
4:00 p.m.,6:40 p.m.,328,46,20.0
2:55 p.m.,4:49 p.m.,329,71,11.0
11:55 a.m.,6:17 p.m.,330,89,16.0
10:40 a.m.,12:55 p.m.,331,30,17.0
6:45 a.m.,7:45 a.m.,332,18,17.0
4:00 p.m.,7:05 p.m.,333,72,20.0
6:00 a.m.,6:40 a.m.,334,48,18.0
7:10 a.m.,10:45 a.m.,335,49,18.0
7:10 a.m.,3:30 p.m.,336,47,16.0
,,337,50,
7:00 p.m.,10:15 p.m.,338,51,9.0
,,339,50,
,,340,50,
,,341,50,
,,342,50,
,,343,50,
11:25 a.m.,2:50 p.m.,344,52,9.0
,,345,50,
,,346,50,
,,347,50,
,,348,50,
12:30 a.m.,5:35 a.m.,349,53,10.0
,,350,50,
7:35 a.m.,9:21 a.m.,351,54,7.0
9:45 a.m.,1:16 p.m.,352,55,10.0
,,353,50,
,,354,50,
,,355,50,
,,356,50,
,,357,50,
2:30 p.m.,7:03 p.m.,358,56,23.0
8:05 a.m.,11:35 a.m.,359,57,9.0
,,360,50,
,,361,50,
11:40 a.m.,1:17 p.m.,362,58,7.0
,,363,50,
,,364,50,
6:00 a.m.,10:20 a.m.,365,59,10.0
8:40 a.m.,10:54 a.m.,366,60,9.0
,,367,50,
,,368,50,
,,369,50,
,,370,50,
,,371,50,
,,372,50,
,,373,50,
5:25 p.m.,8:22 p.m.,374,61,8.0
7:10 p.m.,8:56 p.m.,375,62,7.0
,,376,50,
,,377,50,
3:35 p.m.,4:00 p.m.,378,21,10.0
,,379,50,
,,380,50,
,,381,50,
,,382,50,
7:15 p.m.,12/2/11 12:21 a.m.,383,63,4.0
,,384,50,
9:15 a.m.,12:18 p.m.,385,64,21.0
,,386,50,
,,387,50,
,,388,50,
,,389,50,
,,390,50,
,,391,50,
,,392,50,
10:25 a.m.,6:44 p.m.,393,65,11.0
,,394,50,
,,395,50,
,,396,50,
,,397,50,
1:29 p.m.,4:17 p.m.,398,66,9.0
,,399,50,
,,400,50,
,,401,50,
,,402,50,
,,403,50,
,,404,50,
,,405,50,
,,406,50,
2:53 p.m.,4:48 p.m.,407,67,12.0
,,408,50,
11:08 p.m.,12/2/11 5:11 a.m.,409,68,4.0
,,410,50,
,,411,50,
,,412,50,
,,413,50,
,,414,50,
2:30 p.m.,7:03 p.m.,415,56,23.0
8:55 a.m.,11:45 a.m.,416,69,5.0
,,417,50,
,,418,50,
,,419,50,
,,420,50,
,,421,50,
9:05 a.m. (-00:00),11:53 a.m.,422,70,4.0
,,423,50,
,,424,50,
,,425,50,
,,426,50,
,,427,50,
,,428,50,
2:55 p.m.,4:49 p.m.,429,71,11.0
,,430,50,
,,431,50,
,,432,50,
4:00 p.m.,7:05 p.m.,433,72,20.0
,,434,50,
,,435,50,
,,436,50,
7:10 a.m.,9:40 a.m.,437,0,18.0
,,438,50,
6:40 a.m.,9:25 a.m.,439,3,16.0
8:00 a.m.,11:55 a.m.,440,73,14.0
,,441,50,
7:45 p.m.,10:30 p.m.,442,1,19.0
12:00 p.m.,3:15 p.m.,443,24,17.0
3:27 p.m.,5:05 p.m.,444,74,17.0
,,445,50,
,,446,50,
11:25 p.m.,6:55 a.m. Dec 02,447,75,6.0
,,448,50,
,,449,50,
4:00 p.m.,6:46 p.m.,450,76,17.0
,,451,50,
,,452,50,
9:05 a.m.,12:35 p.m.,453,15,18.0
,,454,50,
7:00 a.m.,9:55 a.m.,455,6,18.0
4:15 p.m.,7:55 p.m.,456,7,17.0
,,457,50,
,,458,50,
,,459,50,
,,460,50,
11:50 a.m.,3:50 p.m.,461,8,16.0
,,462,50,
6:00 a.m.,9:20 a.m.,463,9,17.0
11:05 a.m.,4:57 p.m.,464,77,16.0
,,465,50,
,,466,50,
10:15 a.m.,12:10 p.m.,467,12,18.0
1:00 p.m.,2:35 p.m.,468,14,17.0
,,469,50,
,,470,50,
,,471,50,
2:30 p.m.,6:15 p.m.,472,78,16.0
12:00 p.m.,1:45 p.m.,473,79,16.0
,,474,50,
,,475,50,
10:40 a.m.,2:45 p.m.,476,20,19.0
,,477,50,
,,478,50,
7:15 a.m.,10:35 a.m.,479,22,16.0
6:30 p.m.,7:25 p.m.,480,2,20.0
6:45 p.m.,9:10 p.m.,481,23,19.0
7:15 p.m.,12:21 a.m. Dec 02,482,81,7.0
,,483,50,
9:15 a.m.,12:18 p.m.,484,64,21.0
6:00 a.m.,7:30 a.m.,485,25,17.0
7:10 a.m.,9:35 a.m.,486,26,16.0
,,487,50,
3:50 p.m.,6:23 p.m.,488,82,18.0
,,489,50,
8:00 p.m.,9:45 p.m.,490,28,19.0
,,491,50,
,,492,50,
10:40 a.m.,2:59 p.m.,493,29,13.0
1:33 p.m.,4:31 p.m.,494,83,19.0
12:15 p.m.,2:45 p.m.,495,4,19.0
,,496,50,
11:55 p.m.,5:50 a.m. Dec 02,497,110,5.0
4:25 p.m.,12:29 a.m. Dec 02,498,85,7.0
9:00 p.m.,12:15 a.m. Dec 02,499,86,6.0
8:25 p.m.,11:50 p.m.,500,33,19.0
6:59 a.m.,10:34 a.m.,501,34,15.0
8:35 a.m.,11:50 a.m.,502,35,17.0
,,503,50,
1:30 p.m.,3:50 p.m.,504,36,16.0
,,505,50,
,,506,50,
11:08 p.m.,5:11 a.m.Dec 02,507,87,7.0
5:30 p.m.,6:40 p.m.,508,111,13.0
,,509,50,
,,510,50,
,,511,50,
,,512,50,
,,513,50,
,,514,50,
2:35 p.m.,4:05 p.m.,515,38,19.0
2:55 p.m.,5:55 p.m.,516,39,18.0
7:15 a.m.,11:35 a.m.,517,40,18.0
12:10 p.m.,2:15 p.m.,518,41,19.0
7:55 a.m.,11:05 a.m.,519,11,17.0
,,520,50,
1:05 p.m.,2:35 p.m.,521,42,19.0
,,522,50,
3:05 p.m.,6:30 p.m.,523,44,18.0
7:30 a.m.,8:00 a.m.,524,13,17.0
,,525,50,
4:00 p.m.,6:40 p.m.,526,46,20.0
11:35 a.m.,2:25 p.m.,527,19,17.0
7:25 a.m.,11:10 a.m.,528,17,15.0
,,529,50,
11:55 a.m.,6:17 p.m.,530,89,16.0
10:40 a.m.,12:55 p.m.,531,30,17.0
6:45 a.m.,7:45 a.m.,532,18,17.0
4:00 p.m.,7:05 p.m.,533,72,20.0
6:00 a.m.,6:40 a.m.,534,48,18.0
7:10 a.m.,10:45 a.m.,535,49,18.0
7:10 a.m.,3:30 p.m.,536,47,16.0
7:10 a.m.,9:40 a.m.,537,0,18.0
7:00 p.m.,10:15 p.m.,538,51,9.0
6:40 a.m.,9:25 a.m.,539,3,16.0
8:00 a.m.,11:55 a.m.,540,73,14.0
8:41 a.m.,9:54 a.m.,541,90,7.0
7:45 p.m.,10:30 p.m.,542,1,19.0
11:45 a.m.,2:00 p.m.,543,16,6.0
6:30 p.m.,7:25 p.m.,544,2,20.0
3:27 p.m.,5:05 p.m.,545,74,17.0
11:25 a.m.,2:50 p.m.,546,52,9.0
11:25 p.m.,6:55 a.m.,547,92,4.0
6:00 a.m.,7:23 a.m.,548,93,5.0
12:30 a.m.,5:35 a.m.,549,53,10.0
4:00 p.m.,6:46 p.m.,550,76,17.0
7:35 a.m.,9:21 a.m.,551,54,7.0
9:45 a.m.,1:16 p.m.,552,55,10.0
7:00 a.m.,9:55 a.m.,553,6,18.0
8:15 a.m.,10:06 a.m.,554,94,4.0
4:15 p.m.,7:55 p.m.,555,7,17.0
9:05 a.m.,12:35 p.m.,556,15,18.0
2:30 p.m.,7:03 p.m.,557,56,23.0
5:25 p.m.,8:22 p.m.,558,61,8.0
11:50 a.m.,3:50 p.m.,559,8,16.0
11:40 a.m.,1:17 p.m.,560,58,7.0
6:00 a.m.,9:20 a.m.,561,9,17.0
11:05 a.m.,4:57 p.m.,562,77,16.0
6:00 a.m.,10:20 a.m.,563,59,10.0
8:40 a.m.,10:54 a.m.,564,60,9.0
7:55 a.m.,11:05 a.m.,565,11,17.0
10:15 a.m.,12:10 p.m.,566,12,18.0
7:30 a.m.,8:00 a.m.,567,13,17.0
1:00 p.m.,2:35 p.m.,568,14,17.0
6:45 a.m.,7:45 a.m.,569,18,17.0
12:15 p.m.,2:45 p.m.,570,4,19.0
12:30 p.m.,3:19 p.m.,571,112,3.0
12:00 p.m.,1:45 p.m.,572,79,16.0
7:10 p.m.,8:56 p.m.,573,62,7.0
11:35 a.m.,2:25 p.m.,574,19,17.0
10:40 a.m.,2:45 p.m.,575,20,19.0
12:57 p.m.,5:15 p.m.,576,113,4.0
3:35 p.m.,4:00 p.m.,577,21,10.0
7:15 a.m.,10:35 a.m.,578,22,16.0
8:05 a.m.,11:35 a.m.,579,57,9.0
6:45 p.m.,9:10 p.m.,580,23,19.0
12:00 p.m.,3:15 p.m.,581,24,17.0
7:15 p.m.,12:21 a.m.,582,95,7.0
1:55 p.m.,7:53 p.m.,583,96,4.0
9:15 a.m.,12:18 p.m.,584,64,21.0
6:00 a.m.,7:30 a.m.,585,25,17.0
7:10 a.m.,9:35 a.m.,586,26,16.0
4:55 p.m.,8:05 p.m.,587,27,5.0
7:25 a.m.,11:10 a.m.,588,17,15.0
3:50 p.m.,6:23 p.m.,589,82,18.0
4:16 p.m.,7:35 p.m.,590,97,6.0
8:00 p.m.,9:45 p.m.,591,28,19.0
10:25 a.m.,6:44 p.m.,592,65,11.0
7:05 a.m.,10:31 a.m.,593,98,5.0
10:40 a.m.,2:59 p.m.,594,29,13.0
1:33 p.m.,4:31 p.m.,595,83,19.0
1:29 p.m.,4:17 p.m.,596,66,9.0
11:55 p.m.,5:50 a.m.,597,99,5.0
4:25 p.m.,12:29 a.m.,598,100,7.0
9:00 p.m.,12:15 a.m.,599,101,5.0
8:25 p.m.,11:50 p.m.,600,33,19.0
2:55 p.m.,5:00 p.m.,601,107,8.0
6:59 a.m.,10:34 a.m.,602,34,15.0
8:35 a.m.,11:50 a.m.,603,35,17.0
2:30 p.m.,6:15 p.m.,604,78,16.0
8:29 a.m.,9:24 a.m.,605,102,7.0
2:53 p.m.,4:48 p.m.,606,67,12.0
11:08 p.m.,5:11 a.m.,607,114,6.0
5:30 p.m.,6:40 p.m.,608,111,13.0
11:15 a.m.,1:40 p.m.,609,105,5.0
8:20 p.m.,9:20 p.m.,610,37,7.0
2:55 p.m.,4:53 p.m.,611,106,6.0
2:30 p.m.,7:03 p.m.,612,56,23.0
2:35 p.m.,4:05 p.m.,613,38,19.0
2:55 p.m.,5:55 p.m.,614,39,18.0
7:15 a.m.,11:35 a.m.,615,40,18.0
12:10 p.m.,2:15 p.m.,616,41,19.0
1:05 p.m.,2:35 p.m.,617,42,19.0
7:53 a.m.,1:39 p.m.,618,109,5.0
8:35 a.m.,10:40 a.m.,619,43,7.0
3:05 p.m.,6:30 p.m.,620,44,18.0
4:00 p.m.,6:40 p.m.,621,46,20.0
7:10 a.m.,3:30 p.m.,622,47,16.0
2:55 p.m.,4:49 p.m.,623,71,11.0
11:55 a.m.,6:17 p.m.,624,89,16.0
10:40 a.m.,12:55 p.m.,625,30,17.0
4:00 p.m.,7:05 p.m.,626,72,20.0
6:00 a.m.,6:40 a.m.,627,48,18.0
7:10 a.m.,10:45 a.m.,628,49,18.0
7:10 a.m.,9:40 a.m.,629,0,18.0
,,630,50,
6:40 a.m.,9:25 a.m.,631,3,16.0
8:00 a.m.,11:55 a.m.,632,73,14.0
,,633,50,
7:45 p.m.,10:30 p.m.,634,1,19.0
12:00 p.m.,3:15 p.m.,635,24,17.0
3:27 p.m.,5:05 p.m.,636,74,17.0
,,637,50,
,,638,50,
11:25 p.m.,6:55 a.m. Dec 02,639,75,6.0
,,640,50,
,,641,50,
4:00 p.m.,6:46 p.m.,642,76,17.0
,,643,50,
,,644,50,
9:05 a.m.,12:35 p.m.,645,15,18.0
,,646,50,
7:00 a.m.,9:55 a.m.,647,6,18.0
4:15 p.m.,7:55 p.m.,648,7,17.0
,,649,50,
,,650,50,
,,651,50,
,,652,50,
11:50 a.m.,3:50 p.m.,653,8,16.0
,,654,50,
6:00 a.m.,9:20 a.m.,655,9,17.0
11:05 a.m.,4:57 p.m.,656,77,16.0
,,657,50,
,,658,50,
10:15 a.m.,12:10 p.m.,659,12,18.0
1:00 p.m.,2:35 p.m.,660,14,17.0
,,661,50,
,,662,50,
,,663,50,
2:30 p.m.,6:15 p.m.,664,78,16.0
12:00 p.m.,1:45 p.m.,665,79,16.0
,,666,50,
,,667,50,
10:40 a.m.,2:45 p.m.,668,20,19.0
,,669,50,
,,670,50,
7:15 a.m.,10:35 a.m.,671,22,16.0
6:30 p.m.,7:25 p.m.,672,2,20.0
6:45 p.m.,9:10 p.m.,673,23,19.0
7:15 p.m.,12:21 a.m. Dec 02,674,81,7.0
,,675,50,
9:15 a.m.,12:18 p.m.,676,64,21.0
6:00 a.m.,7:30 a.m.,677,25,17.0
7:10 a.m.,9:35 a.m.,678,26,16.0
,,679,50,
3:50 p.m.,6:23 p.m.,680,82,18.0
,,681,50,
8:00 p.m.,9:45 p.m.,682,28,19.0
,,683,50,
,,684,50,
10:40 a.m.,2:59 p.m.,685,29,13.0
1:33 p.m.,4:31 p.m.,686,83,19.0
12:15 p.m.,2:45 p.m.,687,4,19.0
,,688,50,
11:55 p.m.,5:50 a.m. Dec 02,689,110,5.0
4:25 p.m.,12:29 a.m. Dec 02,690,85,7.0
9:00 p.m.,12:15 a.m. Dec 02,691,86,6.0
8:25 p.m.,11:50 p.m.,692,33,19.0
6:59 a.m.,10:34 a.m.,693,34,15.0
8:35 a.m.,11:50 a.m.,694,35,17.0
,,695,50,
1:30 p.m.,3:50 p.m.,696,36,16.0
,,697,50,
,,698,50,
11:08 p.m.,5:11 a.m.Dec 02,699,87,7.0
5:30 p.m.,6:40 p.m.,700,111,13.0
,,701,50,
,,702,50,
,,703,50,
,,704,50,
,,705,50,
,,706,50,
2:35 p.m.,4:05 p.m.,707,38,19.0
2:55 p.m.,5:55 p.m.,708,39,18.0
7:15 a.m.,11:35 a.m.,709,40,18.0
12:10 p.m.,2:15 p.m.,710,41,19.0
7:55 a.m.,11:05 a.m.,711,11,17.0
,,712,50,
1:05 p.m.,2:35 p.m.,713,42,19.0
,,714,50,
3:05 p.m.,6:30 p.m.,715,44,18.0
7:30 a.m.,8:00 a.m.,716,13,17.0
,,717,50,
4:00 p.m.,6:40 p.m.,718,46,20.0
11:35 a.m.,2:25 p.m.,719,19,17.0
7:25 a.m.,11:10 a.m.,720,17,15.0
,,721,50,
11:55 a.m.,6:17 p.m.,722,89,16.0
10:40 a.m.,12:55 p.m.,723,30,17.0
6:45 a.m.,7:45 a.m.,724,18,17.0
4:00 p.m.,7:05 p.m.,725,72,20.0
6:00 a.m.,6:40 a.m.,726,48,18.0
7:10 a.m.,10:45 a.m.,727,49,18.0
7:10 a.m.,3:30 p.m.,728,47,16.0
,,729,50,
,,730,50,
,,731,50,
,,732,50,
,,733,50,
6:30 p.m.,7:25 p.m.,734,2,20.0
,,735,50,
,,736,50,
11:25 p.m.,12/2/2011 6:55 a.m.,737,115,1.0
