id,original_index,unique_index,count
1923,959,959,1
1922,960,960,1
1604,961,961,1
1574,962,962,1
1446,963,963,1
1275,964,964,1
1244,965,965,1
1064,966,966,1
1028,967,967,1
865,968,968,1
864,969,969,1
863,970,970,1
672,971,971,1
655,972,972,1
540,973,973,1
539,974,974,1
517,975,975,1
371,976,976,1
190,977,977,1
189,978,978,1
1106,979,979,1
2314,980,980,1
2313,981,981,1
2461,982,982,1
2044,983,983,1
1567,984,984,1
1505,985,985,1
1186,986,986,1
1185,987,987,1
984,988,988,1
693,989,989,1
631,990,990,1
2375,991,991,1
2143,992,992,1
2142,993,993,1
2141,994,994,1
2140,995,995,1
2139,996,996,1
2138,997,997,1
2007,998,998,1
1570,999,999,1
2339,1000,1000,1
1857,1001,1001,1
1440,1002,1002,1
1753,1003,1003,1
1448,1004,1004,1
1134,1005,1005,1
1066,1006,1006,1
849,1007,1007,1
352,1008,1008,1
149,1009,1009,1
148,1010,1010,1
2026,1011,1011,1
1361,1012,1012,1
1016,1013,1013,1
1015,1014,1014,1
1677,1015,1015,1
1331,1016,1016,1
1270,1017,1017,1
2059,1018,1018,1
1653,1019,1019,1
1558,1020,1020,1
1380,1021,1021,1
1379,1022,1022,1
1340,1023,1023,1
1313,1024,1024,1
770,1025,1025,1
769,1026,1026,1
610,1027,1027,1
192,1028,1028,1
126,1029,1029,1
506,1030,1030,1
181,1031,1031,1
2183,1032,1032,1
2182,1033,1033,1
2181,1034,1034,1
2180,1035,1035,1
2179,1036,1036,1
1895,1037,1037,1
1894,1038,1038,1
1893,1039,1039,1
990,1040,1040,1
989,1041,1041,1
988,1042,1042,1
1351,1043,1043,1
1346,1044,1044,1
904,1045,1045,1
2295,1046,1046,1
2294,1047,1047,1
824,1048,1048,1
616,1049,1049,1
96,1050,1050,1
1615,1051,1051,1
889,1052,1052,1
724,1053,1053,1
497,1054,1054,1
496,1055,1055,1
1652,1056,1056,1
1835,1057,1057,1
1834,1058,1058,1
1833,1059,1059,1
2195,1060,1060,1
1605,1061,1061,1
1543,1062,1062,1
1390,1063,1063,1
1354,1064,1064,1
1353,1065,1065,1
499,1066,1066,1
498,1067,1067,1
1501,1068,1068,1
1004,1069,1069,1
502,1070,1070,1
501,1071,1071,1
2357,1072,1072,1
2483,1073,1073,1
2482,1074,1074,1
2400,1075,1075,1
2399,1076,1076,1
2398,1077,1077,1
2397,1078,1078,1
2396,1079,1079,1
2395,1080,1080,1
2394,1081,1081,1
2393,1082,1082,1
2392,1083,1083,1
2391,1084,1084,1
2390,1085,1085,1
2389,1086,1086,1
2388,1087,1087,1
2200,1088,1088,1
2199,1089,1089,1
2193,1090,1090,1
1398,1091,1091,1
1085,1092,1092,1
916,1093,1093,1
658,1094,1094,1
653,1095,1095,1
2385,1096,1096,1
2384,1097,1097,1
2383,1098,1098,1
1251,1099,1099,1
1250,1100,1100,1
1903,1101,1101,1
1691,1102,1102,1
1555,1103,1103,1
1115,1104,1104,1
729,1105,1105,1
728,1106,1106,1
2350,1107,1107,1
2301,1108,1108,1
1904,1109,1109,1
2609,1110,1110,1
2038,1111,1111,1
1774,1112,1112,1
559,1113,1113,1
558,1114,1114,1
553,1115,1115,1
2376,1116,1116,1
1784,1117,1117,1
2673,1118,1118,1
2672,1119,1119,1
2671,1120,1120,1
2670,1121,1121,1
2669,1122,1122,1
1405,1123,1123,1
823,1124,1124,1
1793,1125,1125,1
2453,1126,1126,1
2363,1127,1127,1
689,1128,1128,1
688,1129,1129,1
687,1130,1130,1
2408,1131,1131,1
2595,1132,1132,1
2480,1133,1133,1
1525,1134,1134,1
1524,1135,1135,1
1523,1136,1136,1
1254,1137,1137,1
2060,1138,1138,1
469,1139,1139,1
468,1140,1140,1
467,1141,1141,1
2163,1142,1142,1
2162,1143,1143,1
2374,1144,1144,1
1560,1145,1145,1
1557,1146,1146,1
1458,1147,1147,1
1235,1148,1148,1
1068,1149,1149,1
666,1150,1150,1
465,1151,1151,1
464,1152,1152,1
463,1153,1153,1
1678,1154,1154,1
1572,1155,1155,1
1348,1156,1156,1
1193,1157,1157,1
1187,1158,1158,1
349,1159,1159,1
348,1160,1160,1
760,1161,1161,1
759,1162,1162,1
758,1163,1163,1
87,1164,1164,1
86,1165,1165,1
85,1166,1166,1
2472,1167,1167,1
779,1168,1168,1
364,1169,1169,1
60,1170,1170,1
59,1171,1171,1
58,1172,1172,1
57,1173,1173,1
2436,1174,1174,1
1706,1175,1175,1
1667,1176,1176,1
1666,1177,1177,1
1665,1178,1178,1
2460,1179,1179,1
2459,1180,1180,1
1274,1181,1181,1
1220,1182,1182,1
1070,1183,1183,1
590,1184,1184,1
781,1185,1185,1
1637,1186,1186,1
1741,1187,1187,1
664,1188,1188,1
392,1189,1189,1
195,1190,1190,1
2547,1191,1191,1
2493,1192,1192,1
2492,1193,1193,1
2491,1194,1194,1
2108,1195,1195,1
1397,1196,1196,1
1396,1197,1197,1
1675,1198,1198,1
1249,1199,1199,1
1445,1200,1200,1
475,1201,1201,1
474,1202,1202,1
473,1203,1203,1
472,1204,1204,1
471,1205,1205,1
2036,1206,1206,1
1168,1207,1207,1
1832,1208,1208,1
1688,1209,1209,1
1687,1210,1210,1
1686,1211,1211,1
2434,1212,1212,1
2332,1213,1213,1
2330,1214,1214,1
2329,1215,1215,1
2327,1216,1216,1
2326,1217,1217,1
1926,1218,1218,1
1924,1219,1219,1
1090,1220,1220,1
574,1221,1221,1
573,1222,1222,1
2584,1223,1223,1
2583,1224,1224,1
2582,1225,1225,1
2581,1226,1226,1
1309,1227,1227,1
1308,1228,1228,1
1571,1229,1229,1
1204,1230,1230,1
1122,1231,1231,1
700,1232,1232,1
2033,1233,1233,1
2032,1234,1234,1
2311,1235,1235,1
1153,1236,1236,1
355,1237,1237,1
125,1238,1238,1
962,1239,1239,1
961,1240,1240,1
1475,1241,1241,1
1008,1242,1242,1
2454,1243,1243,1
2209,1244,1244,1
2133,1245,1245,1
1994,1246,1246,1
1816,1247,1247,1
1815,1248,1248,1
1126,1249,1249,1
1125,1250,1250,1
1124,1251,1251,1
1813,1252,1252,1
1113,1253,1253,1
360,1254,1254,1
511,1255,1255,1
75,1256,1256,1
74,1257,1257,1
73,1258,1258,1
1628,1259,1259,1
1626,1260,1260,1
1625,1261,1261,1
1624,1262,1262,1
1600,1263,1263,1
1484,1264,1264,1
1356,1265,1265,1
1355,1266,1266,1
1334,1267,1267,1
1674,1268,1268,1
1673,1269,1269,1
1672,1270,1270,1
1671,1271,1271,1
1670,1272,1272,1
1262,1273,1273,1
845,1274,1274,1
1783,1275,1275,1
1717,1276,1276,1
1716,1277,1277,1
1516,1278,1278,1
725,1279,1279,1
2308,1280,1280,1
2268,1281,1281,1
2197,1282,1282,1
2120,1283,1283,1
1234,1284,1284,1
1233,1285,1285,1
1232,1286,1286,1
1231,1287,1287,1
1831,1288,1288,1
1359,1289,1289,1
1135,1290,1290,1
960,1291,1291,1
959,1292,1292,1
958,1293,1293,1
957,1294,1294,1
956,1295,1295,1
773,1296,1296,1
686,1297,1297,1
453,1298,1298,1
150,1299,1299,1
133,1300,1300,1
1578,1301,1301,1
1429,1302,1302,1
1271,1303,1303,1
713,1304,1304,1
712,1305,1305,1
690,1306,1306,1
547,1307,1307,1
435,1308,1308,1
313,1309,1309,1
33,1310,1310,1
32,1311,1311,1
31,1312,1312,1
1237,1313,1313,1
1236,1314,1314,1
1047,1315,1315,1
1986,1316,1316,1
1985,1317,1317,1
1984,1318,1318,1
2186,1319,1319,1
2185,1320,1320,1
2184,1321,1321,1
2178,1322,1322,1
2177,1323,1323,1
2176,1324,1324,1
1508,1325,1325,1
1507,1326,1326,1
1506,1327,1327,1
1325,1328,1328,1
174,1329,1329,1
2093,1330,1330,1
1814,1331,1331,1
587,1332,1332,1
586,1333,1333,1
434,1334,1334,1
2668,1335,1335,1
2667,1336,1336,1
2666,1337,1337,1
2664,1338,1338,1
2663,1339,1339,1
2662,1340,1340,1
2535,1341,1341,1
2534,1342,1342,1
2533,1343,1343,1
2532,1344,1344,1
2531,1345,1345,1
2530,1346,1346,1
2529,1347,1347,1
2528,1348,1348,1
1612,1349,1349,1
1611,1350,1350,1
1273,1351,1351,1
365,1352,1352,1
273,1353,1353,1
1884,1354,1354,1
1272,1355,1355,1
1080,1356,1356,1
932,1357,1357,1
776,1358,1358,1
172,1359,1359,1
171,1360,1360,1
2361,1361,1361,1
2359,1362,1362,1
2358,1363,1363,1
2282,1364,1364,1
2281,1365,1365,1
2280,1366,1366,1
2279,1367,1367,1
2278,1368,1368,1
2277,1369,1369,1
2276,1370,1370,1
2275,1371,1371,1
2274,1372,1372,1
2273,1373,1373,1
2442,1374,1374,1
2441,1375,1375,1
1460,1376,1376,1
1459,1377,1377,1
1476,1378,1378,1
902,1379,1379,1
645,1380,1380,1
644,1381,1381,1
337,1382,1382,1
336,1383,1383,1
2236,1384,1384,1
2159,1385,1385,1
2157,1386,1386,1
2156,1387,1387,1
2154,1388,1388,1
1495,1389,1389,1
1494,1390,1390,1
1493,1391,1391,1
1492,1392,1392,1
327,1393,1393,1
719,1394,1394,1
718,1395,1395,1
717,1396,1396,1
1907,1397,1397,1
1906,1398,1398,1
1756,1399,1399,1
1617,1400,1400,1
1052,1401,1401,1
1051,1402,1402,1
1046,1403,1403,1
2413,1404,1404,1
419,1405,1405,1
408,1406,1406,1
2237,1407,1407,1
2208,1408,1408,1
1952,1409,1409,1
768,1410,1410,1
625,1411,1411,1
326,1412,1412,1
132,1413,1413,1
131,1414,1414,1
1598,1415,1415,1
862,1416,1416,1
699,1417,1417,1
421,1418,1418,1
420,1419,1419,1
2345,1420,1420,1
2224,1421,1421,1
1775,1422,1422,1
1291,1423,1423,1
1093,1424,1424,1
580,1425,1425,1
403,1426,1426,1
316,1427,1427,1
315,1428,1428,1
314,1429,1429,1
1537,1430,1430,1
1536,1431,1431,1
1265,1432,1432,1
747,1433,1433,1
746,1434,1434,1
654,1435,1435,1
1705,1436,1436,1
1148,1437,1437,1
1147,1438,1438,1
1146,1439,1439,1
1145,1440,1440,1
1758,1441,1441,1
1757,1442,1442,1
2475,1443,1443,1
2230,1444,1444,1
1987,1445,1445,1
1978,1446,1446,1
1975,1447,1447,1
1737,1448,1448,1
1707,1449,1449,1
1690,1450,1450,1
1586,1451,1451,1
952,1452,1452,1
748,1453,1453,1
578,1454,1454,1
564,1455,1455,1
563,1456,1456,1
115,1457,1457,1
72,1458,1458,1
71,1459,1459,1
1417,1460,1460,1
885,1461,1461,1
884,1462,1462,1
757,1463,1463,1
568,1464,1464,1
320,1465,1465,1
43,1466,1466,1
42,1467,1467,1
41,1468,1468,1
40,1469,1469,1
39,1470,1470,1
2272,1471,1471,1
1582,1472,1472,1
1114,1473,1473,1
486,1474,1474,1
485,1475,1475,1
484,1476,1476,1
2043,1477,1477,1
2042,1478,1478,1
2041,1479,1479,1
646,1480,1480,1
165,1481,1481,1
2050,1482,1482,1
915,1483,1483,1
914,1484,1484,1
913,1485,1485,1
1811,1486,1486,1
1622,1487,1487,1
1621,1488,1488,1
1307,1489,1489,1
1306,1490,1490,1
1305,1491,1491,1
1304,1492,1492,1
2692,1493,1493,1
