City,ZipCode,original_index,unique_index,count
guntersville,35976,185,21,24
guntersville,35976,186,21,24
guntersville,35976,187,21,24
guntersville,35976,188,21,24
guntersville,35976,189,21,24
guntersville,35976,190,21,24
guntersville,35976,191,21,24
guntersville,35976,192,21,24
guntersville,35976,193,21,24
birmingham,35235,194,23,22
birmingham,35235,195,23,22
birmingham,3x23x,196,24,1
birmingham,35235,197,23,22
birmingham,35235,198,23,22
birmingham,35235,199,23,22
birmingham,35235,200,23,22
birmingham,35235,201,23,22
birmingham,35235,202,23,22
birmingham,35235,203,23,22
birmingham,35235,204,23,22
birmingham,35235,205,23,22
birmingham,35235,206,23,22
birmixgham,35235,207,25,1
birmingham,35235,208,23,22
birmingham,35235,209,23,22
birmingham,35235,210,23,22
birmingham,35235,211,23,22
bxrmxngham,35235,212,26,1
birmingham,35235,213,23,22
birmingham,35235,214,23,22
birmingham,35235,215,23,22
birmingham,35235,216,23,22
birmingham,35235,217,23,22
birmingham,35235,218,23,22
fort payne,35968,219,27,23
fort payne,35968,220,27,23
fort payne,35968,221,27,23
fort payne,35968,222,27,23
fort payne,35968,223,27,23
fort payne,35968,224,27,23
fort payne,35968,225,27,23
fort payne,35968,226,27,23
fort payne,35968,227,27,23
fort payxe,35968,228,28,1
fort payne,35968,229,27,23
fort payne,35968,230,27,23
fort payne,35968,231,27,23
fort payne,359x8,232,29,1
fort payne,35968,233,27,23
fort payne,35968,234,27,23
fort payne,35968,235,27,23
fort payne,35968,236,27,23
fort payne,35968,237,27,23
fort payne,35968,238,27,23
fort payne,35968,239,27,23
fort payne,35968,240,27,23
fort payne,35968,241,27,23
fort payne,35968,242,27,23
fort payne,35968,243,27,23
thomasville,36784,244,30,24
thomasville,36784,245,30,24
thomasville,36784,246,30,24
thomasville,36784,247,30,24
thomasville,36784,248,30,24
thomasville,36784,249,30,24
thomasville,36784,250,30,24
thomasville,36784,251,30,24
thomasville,36784,252,30,24
thomasville,36784,253,30,24
thomasville,36784,254,30,24
thomasville,36784,255,30,24
thomasville,36784,256,30,24
thomasville,36784,257,30,24
thomasville,36784,258,30,24
thomasville,36784,259,30,24
thomasville,36784,260,30,24
thomasville,36784,261,30,24
thomasville,36784,262,30,24
thomasville,36784,263,30,24
thomasville,36784,264,30,24
thomasville,36784,265,30,24
thomasville,36784,266,30,24
thomasville,x6784,267,31,1
thomasville,36784,268,30,24
alabaster,35007,269,32,23
alabaster,35007,270,32,23
alabaster,35007,271,32,23
alabaster,35007,272,32,23
alabaster,35007,273,32,23
alabaster,35007,274,32,23
alabaster,35007,275,32,23
alabaster,35007,276,32,23
alabaster,35007,277,32,23
alabaster,35007,278,32,23
alabaster,35007,279,32,23
alabaster,35007,280,32,23
alabaster,35007,281,32,23
alabaster,35007,282,32,23
alabaster,3x007,283,33,1
alabaster,35007,284,32,23
alabaster,35007,285,32,23
alabaster,35007,286,32,23
alabaster,35007,287,32,23
alabaster,35007,288,32,23
alabaster,35007,289,32,23
alabaster,x5007,290,34,1
alabaster,35007,291,32,23
alabaster,35007,292,32,23
alabaster,35007,293,32,23
birmingham,35233,294,0,45
birmingham,35233,295,0,45
birmingham,35233,296,0,45
birmingham,35233,297,0,45
birmingham,35233,298,0,45
birmingham,35233,299,0,45
birmingham,35233,300,0,45
birmingham,35233,301,0,45
birmingham,35233,302,0,45
birmingham,35233,303,0,45
birmingham,35233,304,0,45
birmingham,35233,305,0,45
birmingham,35233,306,0,45
birmingham,35233,307,0,45
birmingham,35233,308,0,45
birmingham,35233,309,0,45
birmingham,35233,310,0,45
axxistox,36201,311,35,1
anniston,36201,312,36,25
anniston,36201,313,36,25
anniston,36201,314,36,25
anniston,36201,315,36,25
anniston,36201,316,36,25
anniston,36201,317,36,25
anniston,36201,318,36,25
anniston,36201,319,36,25
anniston,36201,320,36,25
anniston,36201,321,36,25
anniston,36201,322,36,25
anniston,36201,323,36,25
anniston,36201,324,36,25
anniston,36x01,325,37,1
anniston,36201,326,36,25
anniston,36201,327,36,25
anniston,36201,328,36,25
anniston,36201,329,36,25
anniston,36201,330,36,25
dothan,36305,331,38,15
dothan,3x305,332,39,1
dothan,36305,333,38,15
dothan,36305,334,38,15
dothan,36305,335,38,15
dothan,36305,336,38,15
dothan,36305,337,38,15
dothan,36305,338,38,15
dothan,36305,339,38,15
dothan,x6x05,340,40,1
dothan,36305,341,38,15
dothan,36305,342,38,15
dothan,36305,343,38,15
dothan,36305,344,38,15
dothan,36305,345,38,15
dothan,36305,346,38,15
dothan,36305,347,38,15
birmingham,35205,348,41,5
birmingham,35205,349,41,5
birmingham,35205,350,41,5
birmingham,35205,351,41,5
birmingham,35205,352,41,5
decatur,35609,353,42,1
winfield,35594,354,43,22
winfield,35594,355,43,22
winfield,35594,356,43,22
winfield,35594,357,43,22
winfield,35594,358,43,22
winfield,35594,359,43,22
winfield,35594,360,43,22
winfield,35594,361,43,22
winfield,35594,362,43,22
winfield,35594,363,43,22
winfield,35594,364,43,22
winfield,35594,365,43,22
winfield,3xx94,366,44,2
winfielx,35594,367,45,1
winfield,35594,368,43,22
winfield,35594,369,43,22
winfield,35594,370,43,22
winfield,35594,371,43,22
winfield,35594,372,43,22
winfield,35594,373,43,22
winfield,35594,374,43,22
winfield,3xx94,375,44,2
winfield,35594,376,43,22
winfield,35594,377,43,22
winfield,35594,378,43,22
mobile,36617,379,46,13
mobile,36617,380,46,13
mobile,36617,381,46,13
mobile,36617,382,46,13
mobile,36617,383,46,13
mobile,36617,384,46,13
mobile,36617,385,46,13
mobile,36617,386,46,13
mobile,36617,387,46,13
mobile,36617,388,46,13
mobile,36617,389,46,13
mobile,36617,390,46,13
mobile,36617,391,46,13
prattville,36067,392,47,19
prattville,36067,393,47,19
prattville,36067,394,47,19
prattville,36067,395,47,19
prattville,36067,396,47,19
prattville,36067,397,47,19
prattville,36067,398,47,19
prattville,36067,399,47,19
prattville,36067,400,47,19
prattville,36067,401,47,19
prattville,36067,402,47,19
prattville,36067,403,47,19
prattville,36067,404,47,19
prattville,36067,405,47,19
prattville,3x0x7,406,48,1
prattville,36067,407,47,19
prattville,36067,408,47,19
prattville,36067,409,47,19
prattville,36067,410,47,19
prattville,36067,411,47,19
russellville,35653,412,49,2
russellville,35653,413,49,2
sylacauga,35150,414,50,16
sylacauga,35150,415,50,16
sylacauga,35150,416,50,16
sylacauga,35150,417,50,16
sylacauga,35150,418,50,16
sylacauga,35150,419,50,16
sylacauga,x5150,420,51,1
sylacauga,35150,421,50,16
sylacauga,35150,422,50,16
sylacauga,35150,423,50,16
sylacauga,35150,424,50,16
sylacauga,35150,425,50,16
sylacauga,35150,426,50,16
sylacauga,35150,427,50,16
sylacauga,3x1x0,428,52,1
sylacauga,35150,429,50,16
sylacauga,35150,430,50,16
sylacauga,35150,431,50,16
anchorage,99508,432,53,17
anchorage,99508,433,53,17
anchorage,99508,434,53,17
anchorage,99508,435,53,17
anchorage,99508,436,53,17
anchoraxe,99508,437,54,1
anchorage,99508,438,53,17
anchorage,99508,439,53,17
anchorage,99508,440,53,17
anchorage,99508,441,53,17
anchorage,99508,442,53,17
anchorage,99508,443,53,17
anchorage,99508,444,53,17
anchorage,99508,445,53,17
anchorage,99508,446,53,17
anchorage,99508,447,53,17
anchorage,99508,448,53,17
anchorage,99508,449,53,17
bethel,99559,450,55,2
bethel,99559,451,55,2
sheffield,35660,452,3,24
sheffield,35660,453,3,24
sheffield,35660,454,3,24
sheffield,35660,455,3,24
sheffield,35660,456,3,24
sheffield,35660,457,3,24
sheffield,35660,458,3,24
sheffield,35660,459,3,24
sheffield,35660,460,3,24
sheffield,35660,461,3,24
sheffield,35660,462,3,24
sheffield,35660,463,3,24
sheffield,35660,464,3,24
sheffield,35660,465,3,24
ozark,36360,466,56,22
ozark,36360,467,56,22
ozark,36360,468,56,22
ozark,36360,469,56,22
ozark,36360,470,56,22
ozark,36360,471,56,22
ozark,36360,472,56,22
ozark,36360,473,56,22
ozarx,36360,474,57,1
ozark,36360,475,56,22
ozark,36360,476,56,22
ozark,36360,477,56,22
ozark,36360,478,56,22
ozark,36360,479,56,22
ozark,36360,480,56,22
ozark,36360,481,56,22
ozark,36360,482,56,22
ozark,36360,483,56,22
ozark,36360,484,56,22
xzark,36360,485,58,1
ozark,36360,486,56,22
ozark,36360,487,56,22
ozark,36360,488,56,22
ozark,36360,489,56,22
ozark,x6x60,490,59,1
centre,35960,491,60,24
centre,35960,492,60,24
centre,35960,493,60,24
centre,35960,494,60,24
centre,35960,495,60,24
centre,35960,496,60,24
centre,35960,497,60,24
centre,35960,498,60,24
centre,x5960,499,61,1
centre,35960,500,60,24
centre,35960,501,60,24
centre,35960,502,60,24
centre,35960,503,60,24
centre,35960,504,60,24
centre,35960,505,60,24
centre,35960,506,60,24
centre,35960,507,60,24
centre,35960,508,60,24
centre,35960,509,60,24
centre,35960,510,60,24
centre,35960,511,60,24
centre,35960,512,60,24
centre,35960,513,60,24
centre,35960,514,60,24
centre,35960,515,60,24
montgomery,36116,516,62,24
montxomery,36116,517,63,1
montgomery,36116,518,62,24
montgomery,36116,519,62,24
montgomery,36116,520,62,24
montgomery,36116,521,62,24
montgomery,36116,522,62,24
montgomery,36116,523,62,24
montgomery,36116,524,62,24
montgomery,36116,525,62,24
montgomery,36116,526,62,24
montgomery,36116,527,62,24
montgomery,36116,528,62,24
montgomery,36116,529,62,24
montgomery,36116,530,62,24
montgomery,36116,531,62,24
montgomery,36116,532,62,24
montgomery,36116,533,62,24
montgomery,36116,534,62,24
montgomery,36116,535,62,24
montgomery,36116,536,62,24
montgomery,36116,537,62,24
montgomery,36116,538,62,24
montgomery,36116,539,62,24
montgomery,36116,540,62,24
montgomery,36106,541,64,24
montgomery,36106,542,64,24
montgomery,36106,543,64,24
montgomery,3x10x,544,65,1
montgomery,36106,545,64,24
montgomery,36106,546,64,24
montgomery,36106,547,64,24
montgomery,36106,548,64,24
montgomery,36106,549,64,24
montgomery,36106,550,64,24
montgomery,36106,551,64,24
montgomery,36106,552,64,24
montgomery,36106,553,64,24
montgomery,36106,554,64,24
montgomery,36106,555,64,24
montgomery,36106,556,64,24
montgomery,36106,557,64,24
montgomery,36106,558,64,24
montgomery,36106,559,64,24
montgomery,36106,560,64,24
montgomery,36106,561,64,24
montgomery,36106,562,64,24
montgomery,36106,563,64,24
montgomery,36106,564,64,24
montgomery,36106,565,64,24
valley,36854,566,66,23
valley,36854,567,66,23
valley,36854,568,66,23
valley,36854,569,66,23
valley,36854,570,66,23
valley,36854,571,66,23
valley,36854,572,66,23
valley,36854,573,66,23
valley,36854,574,66,23
valley,36854,575,66,23
valley,36854,576,66,23
valley,36854,577,66,23
vallex,36854,578,67,1
valley,36854,579,66,23
valley,36854,580,66,23
valley,36854,581,66,23
valley,36854,582,66,23
valley,36854,583,66,23
valley,36854,584,66,23
valley,36854,585,66,23
valley,36854,586,66,23
valley,36854,587,66,23
valley,36854,588,66,23
valley,36854,589,66,23
vxlley,36854,590,68,1
elba,36323,591,69,24
elba,36323,592,69,24
elba,36323,593,69,24
elba,36323,594,69,24
elba,36323,595,69,24
elba,36323,596,69,24
elba,36323,597,69,24
elba,36323,598,69,24
elba,36323,599,69,24
elba,36323,600,69,24
exba,36323,601,70,1
elba,36323,602,69,24
elba,36323,603,69,24
elba,36323,604,69,24
elba,36323,605,69,24
elba,36323,606,69,24
elba,36323,607,69,24
elba,36323,608,69,24
elba,36323,609,69,24
elba,36323,610,69,24
elba,36323,611,69,24
elba,36323,612,69,24
elba,36323,613,69,24
elba,36323,614,69,24
elba,36323,615,69,24
opelika,36801,616,71,25
opelika,36801,617,71,25
opelika,36801,618,71,25
opelika,36801,619,71,25
opelika,36801,620,71,25
opelika,36801,621,71,25
opelika,36801,622,71,25
opelika,36801,623,71,25
opelika,36801,624,71,25
opelika,36801,625,71,25
opelika,36801,626,71,25
opelika,36801,627,71,25
opelika,36801,628,71,25
opelika,36801,629,71,25
opelika,36801,630,71,25
opelika,36801,631,71,25
opelika,36801,632,71,25
opelika,36801,633,71,25
opelika,36801,634,71,25
opelika,36801,635,71,25
opelika,36801,636,71,25
opelika,36801,637,71,25
opelika,36801,638,71,25
opelika,36801,639,71,25
opelika,36801,640,71,25
wedowee,36278,641,72,24
wedowee,36278,642,72,24
wedowee,36278,643,72,24
wedowee,36278,644,72,24
wedowee,36278,645,72,24
wedowee,36278,646,72,24
wedowee,36278,647,72,24
wedowee,36278,648,72,24
wedowee,36278,649,72,24
wedowee,36278,650,72,24
wedowee,36278,651,72,24
wedowee,36278,652,72,24
wedowee,36278,653,72,24
wxdowxx,36278,654,73,1
wedowee,36278,655,72,24
wedowee,36278,656,72,24
wedowee,36278,657,72,24
wedowee,36278,658,72,24
wedowee,36278,659,72,24
wedowee,36278,660,72,24
wedowee,36278,661,72,24
wedowee,36278,662,72,24
wedowee,36278,663,72,24
wedowee,36278,664,72,24
wedowee,36278,665,72,24
birmingham,35233,666,0,45
birmingham,35233,667,0,45
birmingham,35233,668,0,45
birmingham,35233,669,0,45
birmingham,35233,670,0,45
birmingham,35233,671,0,45
birmingham,35233,672,0,45
birmingham,35233,673,0,45
birmingham,35233,674,0,45
birmingham,35233,675,0,45
birmingham,35233,676,0,45
birmingham,35233,677,0,45
birmingham,35233,678,0,45
birmingham,3x233,679,74,1
birmingham,35233,680,0,45
birmingham,35233,681,0,45
birmingham,35233,682,0,45
birmingham,35233,683,0,45
birmingham,35233,684,0,45
birmingham,x52xx,685,75,1
birmingham,35233,686,0,45
birmingham,35233,687,0,45
birmingham,35233,688,0,45
birmingham,35233,689,0,45
birminxham,35233,690,76,1
tallassee,36078,691,77,23
tallassee,36078,692,77,23
tallassee,36078,693,77,23
tallassee,36078,694,77,23
tallassee,36078,695,77,23
tallaxxee,36078,696,78,1
tallassee,36078,697,77,23
tallassee,36078,698,77,23
tallassee,36078,699,77,23
tallassee,36078,700,77,23
tallassee,36078,701,77,23
tallassee,36078,702,77,23
tallassee,36078,703,77,23
tallassee,36078,704,77,23
tallassee,36078,705,77,23
tallassee,36078,706,77,23
tallassee,36078,707,77,23
tallassee,36078,708,77,23
tallassee,36078,709,77,23
tallassee,36x78,710,79,1
tallassee,36078,711,77,23
tallassee,36078,712,77,23
tallassee,36078,713,77,23
tallassee,36078,714,77,23
tallassee,36078,715,77,23
cullman,35058,716,80,24
cullman,35058,717,80,24
cullman,35058,718,80,24
cullman,35058,719,80,24
cullman,35058,720,80,24
cullman,35058,721,80,24
cullman,35058,722,80,24
cullman,35058,723,80,24
cullman,35058,724,80,24
cullman,35058,725,80,24
cullman,35058,726,80,24
cullman,35058,727,80,24
cullman,35058,728,80,24
cullman,35058,729,80,24
cullman,35058,730,80,24
cullman,35058,731,80,24
cullman,35058,732,80,24
cullman,35058,733,80,24
cullman,35058,734,80,24
cullman,35058,735,80,24
cuxxman,35058,736,81,1
cullman,35058,737,80,24
cullman,35058,738,80,24
cullman,35058,739,80,24
cullman,35058,740,80,24
andalusia,36420,741,82,23
andalusia,36420,742,82,23
andalusia,36420,743,82,23
andalusia,36420,744,82,23
andalusia,36420,745,82,23
andalusia,36420,746,82,23
andalusia,36420,747,82,23
andalusia,36420,748,82,23
andalusia,36420,749,82,23
andalusia,3642x,750,83,1
andalusia,36420,751,82,23
andalusia,36420,752,82,23
andalusia,36420,753,82,23
andalusia,36420,754,82,23
andalusia,36420,755,82,23
andaluxia,36420,756,84,1
andalusia,36420,757,82,23
andalusia,36420,758,82,23
andalusia,36420,759,82,23
andalusia,36420,760,82,23
andalusia,36420,761,82,23
andalusia,36420,762,82,23
andalusia,36420,763,82,23
andalusia,36420,764,82,23
andalusia,36420,765,82,23
anniston,36201,766,36,25
anniston,36201,767,36,25
anniston,36201,768,36,25
anniston,36201,769,36,25
anniston,36201,770,36,25
anniston,36201,771,36,25
annxston,36201,772,85,1
anniston,36201,773,36,25
huntsville,35801,774,86,28
huntsville,35801,775,86,28
huntsville,35801,776,86,28
huntsville,35801,777,86,28
huntsville,35801,778,86,28
huntsville,35801,779,86,28
huntsville,35801,780,86,28
huntsville,35801,781,86,28
huntsville,35801,782,86,28
huntsville,35801,783,86,28
huntsville,35801,784,86,28
huntsville,35801,785,86,28
huntsville,35801,786,86,28
huntsville,35801,787,86,28
huntsville,35801,788,86,28
huntsville,35801,789,86,28
huntsville,35801,790,86,28
huntsville,35801,791,86,28
huntsville,35801,792,86,28
huntsville,35801,793,86,28
huntsville,35801,794,86,28
huntsville,35801,795,86,28
huntsville,35801,796,86,28
huntsville,35801,797,86,28
huntsville,35801,798,86,28
huntsville,35801,799,86,28
huntsville,35801,800,86,28
huntsville,35801,801,86,28
gadsden,35903,802,87,23
gadsden,35903,803,87,23
gadsden,35903,804,87,23
gadsden,35903,805,87,23
gadsden,35903,806,87,23
gadsden,35903,807,87,23
gadsden,35903,808,87,23
gadsden,35903,809,87,23
gadsden,35903,810,87,23
gadsden,35903,811,87,23
gadsden,35903,812,87,23
gadsden,35903,813,87,23
gadsden,35903,814,87,23
gadsden,x590x,815,88,1
gadsden,35903,816,87,23
gadsden,35903,817,87,23
gadsden,35903,818,87,23
gadsden,35903,819,87,23
gadsden,35903,820,87,23
gxdsden,35903,821,89,1
gadsden,35903,822,87,23
gadsden,35903,823,87,23
gadsden,35903,824,87,23
gadsden,35903,825,87,23
gadsden,35903,826,87,23
clanton,35045,827,90,25
clanton,35045,828,90,25
clanton,35045,829,90,25
clanton,35045,830,90,25
clanton,35045,831,90,25
clanton,35045,832,90,25
clanton,35045,833,90,25
clanton,35045,834,90,25
clanton,35045,835,90,25
clanton,35045,836,90,25
clanton,35045,837,90,25
clanton,35045,838,90,25
clanton,35045,839,90,25
clanton,35045,840,90,25
clanton,35045,841,90,25
clanton,35045,842,90,25
clanton,35045,843,90,25
clanton,35045,844,90,25
clanton,35045,845,90,25
clanton,35045,846,90,25
clanton,35045,847,90,25
clanton,35045,848,90,25
clanton,35045,849,90,25
clanton,35045,850,90,25
clanton,35045,851,90,25
hamilton,35570,852,91,24
hamilton,35570,853,91,24
hamilton,35570,854,91,24
hamilxon,35570,855,92,1
hamilton,35570,856,91,24
hamilton,35570,857,91,24
hamilton,35570,858,91,24
hamilton,35570,859,91,24
hamilton,35570,860,91,24
hamilton,35570,861,91,24
hamilton,35570,862,91,24
hamilton,35570,863,91,24
hamilton,35570,864,91,24
hamilton,35570,865,91,24
hamilton,35570,866,91,24
hamilton,35570,867,91,24
hamilton,35570,868,91,24
hamilton,35570,869,91,24
hamilton,35570,870,91,24
hamilton,35570,871,91,24
hamilton,35570,872,91,24
hamilton,35570,873,91,24
hamilton,35570,874,91,24
hamilton,35570,875,91,24
hamilton,35570,876,91,24
fayette,35555,877,93,24
fayette,35555,878,93,24
fayette,35555,879,93,24
fayette,35555,880,93,24
fayette,35555,881,93,24
fayette,35555,882,93,24
fayette,35555,883,93,24
fayette,35555,884,93,24
fayette,35555,885,93,24
fayette,35555,886,93,24
fayette,35555,887,93,24
fayette,35555,888,93,24
fayette,35555,889,93,24
fayette,35555,890,93,24
fayette,35555,891,93,24
fayette,35555,892,93,24
fayette,35555,893,93,24
fayette,35555,894,93,24
faxette,35555,895,94,1
fayette,35555,896,93,24
fayette,35555,897,93,24
fayette,35555,898,93,24
fayette,35555,899,93,24
fayette,35555,900,93,24
fayette,35555,901,93,24
gadsden,35901,902,95,27
gadsden,35901,903,95,27
gadsden,35901,904,95,27
gadsden,35901,905,95,27
gadsden,35901,906,95,27
gadsden,35901,907,95,27
gadsden,35901,908,95,27
gadsden,35901,909,95,27
gadsden,35901,910,95,27
gadsden,35901,911,95,27
gadsden,35901,912,95,27
gadsden,35901,913,95,27
gadsden,35901,914,95,27
gadsden,35901,915,95,27
gadsden,35901,916,95,27
gadsden,35901,917,95,27
gadsden,35901,918,95,27
gadsden,35901,919,95,27
gadsden,35901,920,95,27
gadsden,35901,921,95,27
gadsden,35901,922,95,27
gadsden,3590x,923,96,1
gadsden,35901,924,95,27
gadsden,35901,925,95,27
gadsden,35901,926,95,27
gadsden,35901,927,95,27
gadsden,35901,928,95,27
gadsden,35901,929,95,27
georgiana,36033,930,97,24
georgiana,36033,931,97,24
georgiana,36033,932,97,24
georgiana,36033,933,97,24
georgiana,36033,934,97,24
georgiana,36033,935,97,24
georgiana,36033,936,97,24
georgiana,36033,937,97,24
georgiana,36033,938,97,24
georgiana,36033,939,97,24
georgiana,36033,940,97,24
georgiana,36033,941,97,24
georgiana,36033,942,97,24
georgiana,36033,943,97,24
georgiana,36033,944,97,24
georgiana,36033,945,97,24
georgiana,36033,946,97,24
georgiana,36033,947,97,24
georgiana,36033,948,97,24
geoxgiana,36033,949,98,1
georgiana,36033,950,97,24
georgiana,36033,951,97,24
georgiana,36033,952,97,24
georgiana,36033,953,97,24
georgiana,36033,954,97,24
enterprise,36330,955,99,23
enterprise,36330,956,99,23
enterprise,36330,957,99,23
enterprise,36330,958,99,23
enterprise,36330,959,99,23
enterprxse,36330,960,100,1
enterprise,36330,961,99,23
enterprise,36330,962,99,23
enterprise,36330,963,99,23
enterprise,36330,964,99,23
enterprise,36330,965,99,23
enterprise,36330,966,99,23
enterprise,36330,967,99,23
xntxrprisx,36330,968,101,1
enterprise,36330,969,99,23
enterprise,36330,970,99,23
enterprise,36330,971,99,23
enterprise,36330,972,99,23
enterprise,36330,973,99,23
enterprise,36330,974,99,23
enterprise,36330,975,99,23
enterprise,36330,976,99,23
enterprise,36330,977,99,23
enterprise,36330,978,99,23
enterprise,36330,979,99,23
oneonta,35121,980,102,19
oneonta,35121,981,102,19
oneonta,35121,982,102,19
oneonta,35121,983,102,19
oneonta,35121,984,102,19
onxonta,35121,985,103,1
oneonta,35121,986,102,19
oneonta,35121,987,102,19
oneonta,35121,988,102,19
oneonta,35121,989,102,19
oneonta,35121,990,102,19
oneonta,35121,991,102,19
oneonta,35121,992,102,19
oneonta,35121,993,102,19
oneonta,35121,994,102,19
oneonta,35121,995,102,19
oneonta,35121,996,102,19
oneonta,35121,997,102,19
oneonta,35121,998,102,19
oneonta,35121,999,102,19
