CountyName,PhoneNumber,original_index,unique_index
marshall,2565718000,192,17
marshall,2565718000,193,17
jefferson,2058383122,194,18
jefferson,2058383122,195,18
jefferson,2058383122,196,18
jefferson,2058383122,197,18
jefferson,2058383122,198,18
jefferson,2058383122,199,18
jefferson,2058383122,200,18
jefferson,2058383122,201,18
jefferson,2058383122,202,18
jefferson,2058383122,203,18
jefferson,2058383122,204,18
jefferson,2058383122,205,18
jefferson,2058383122,206,18
jefferson,2058383122,207,18
jefferson,2058383122,208,18
jefferson,2058383122,209,18
jefferson,2058383122,210,18
jefferson,2058383122,211,18
jefferson,2058383122,212,18
jefferson,2058383122,213,18
jefferson,2058383122,214,18
jefferson,2058383122,215,18
jeffersxn,2058383122,216,19
jefferson,2058x8x122,217,20
jefferson,2058383122,218,18
de kalb,2568453150,219,21
de kalb,2568453150,220,21
dx kalb,2568453150,221,22
de kalb,2568453150,222,21
xe kalb,2568453150,223,23
de kalb,2568453150,224,21
de kalb,2568453150,225,21
de kalb,2568453150,226,21
dx kalb,2568453150,227,22
de kalb,2568453x50,228,24
de kalb,2568453150,229,21
de kalb,2568453150,230,21
de kalb,2568453150,231,21
de kalb,2568453150,232,21
de kalb,2568453150,233,21
de kalb,2568453150,234,21
de kalb,2568453150,235,21
de kalb,2568453150,236,21
de kalb,2568453150,237,21
xe kalb,2568453150,238,23
de kalb,2568453150,239,21
de kalb,2568453150,240,21
de kalb,2568453150,241,21
de kalb,2568453150,242,21
de kalb,2568453150,243,21
clarke,3346366221,244,25
clarke,3346366221,245,25
clarke,3346366221,246,25
clarke,xx46x66221,247,26
clarke,3346366221,248,25
clarke,3346366221,249,25
clarke,3346366221,250,25
clarke,3346366221,251,25
xlarke,3346366221,252,27
clarke,3346366221,253,25
clarke,3346366221,254,25
clarke,3346366221,255,25
clarke,3346366221,256,25
clarke,3346366221,257,25
clarke,3346366221,258,25
clarke,3346366221,259,25
clarke,3346366221,260,25
clarke,334x3xx221,261,28
clarke,3346366221,262,25
clarke,3346366221,263,25
clarke,3346366221,264,25
clarke,3346366221,265,25
clarke,3346366221,266,25
clarke,3346366221,267,25
clarke,3346366221,268,25
shelby,2056208100,269,29
shelby,2056208100,270,29
shelby,2056208100,271,29
shelby,2056208100,272,29
shelby,2056208100,273,29
shelby,2056208100,274,29
shelby,2056208100,275,29
shelby,2056208100,276,29
shelby,2056208100,277,29
shelby,2056208100,278,29
shelby,2056208100,279,29
shelby,2056208100,280,29
shelby,2056208100,281,29
shelby,2056208100,282,29
shelby,2056208100,283,29
shelby,2056208100,284,29
shelby,2056208100,285,29
shelby,2056208100,286,29
shelby,2056208100,287,29
shelby,2056208100,288,29
shelby,2056208100,289,29
shelby,2056208100,290,29
shelby,2056208100,291,29
shelby,2056208100,292,29
shelby,2056208100,293,29
jefferson,2053258100,294,0
jefferson,2053258100,295,0
jefferson,2053258100,296,0
jefferson,2053258100,297,0
jefferson,2053258100,298,0
jefferson,2053258100,299,0
jefferson,2053258100,300,0
jefferson,2053258100,301,0
jefferson,2053258100,302,0
jefferson,2053258100,303,0
jefferson,2053258100,304,0
jefferson,2053258100,305,0
jefferson,2053258100,306,0
jefferson,2053258100,307,0
jefferson,2053258100,308,0
jefferson,2053258100,309,0
jefferson,2053258100,310,0
calhoun,2562358900,311,30
calhoxn,2562358900,312,31
calhoun,2562358900,313,30
calhoun,2562358900,314,30
calhoun,2562358900,315,30
calhoun,2562358900,316,30
calhoun,2562358900,317,30
calhoun,2562358900,318,30
calhoun,2562358900,319,30
calhoun,2562358900,320,30
calhoun,256235x900,321,32
calhoun,2562358900,322,30
calhoun,2562358900,323,30
caxhoun,2562358900,324,33
calhoun,2562358900,325,30
calhoun,2562358900,326,30
calhoun,2562358900,327,30
calhoun,2562358900,328,30
calhoun,2562358900,329,30
calhoun,2562358900,330,30
houston,3347935000,331,34
houston,3347935000,332,34
houston,3347935000,333,34
houston,3347935000,334,34
houston,3347935000,335,34
houston,3347935000,336,34
houston,3347935000,337,34
houston,3347935000,338,34
houston,3347935000,339,34
houston,3347935000,340,34
houston,3347935000,341,34
houston,xx479x5000,342,35
houston,3347935000,343,34
houston,3347935000,344,34
houston,3347935000,345,34
housxon,3347935000,346,36
houston,3347935000,347,34
jefferson,2059397000,348,37
jefferson,2059397000,349,37
jefferson,2059397000,350,37
jefferson,2059397000,351,37
jefferson,2059397000,352,37
morgan,2563412000,353,38
marion,2054877736,354,39
marion,2054877736,355,39
marion,2054877736,356,39
marion,2054877736,357,39
marion,2054877736,358,39
marion,2054877736,359,39
marion,2054877736,360,39
marion,2054877736,361,39
marion,2054877736,362,39
marion,2054877736,363,39
marion,2054877736,364,39
marion,2054877736,365,39
marion,2054877736,366,39
marion,2054877736,367,39
marion,2054877736,368,39
marion,2054877736,369,39
marion,2054877736,370,39
marion,2054877736,371,39
marion,2054877736,372,39
marion,2054877736,373,39
marion,2054877736,374,39
marion,2054877736,375,39
marion,2054877736,376,39
marion,2054877736,377,39
marion,2054877736,378,39
mobile,2514717110,379,40
mobile,2514717110,380,40
mobile,25x47x7xx0,381,41
mobile,2514717110,382,40
mobile,2514717110,383,40
mobile,25x47x7xx0,384,41
mobile,2514717110,385,40
mobile,25x47x7xx0,386,41
mobile,2514717110,387,40
mobile,2514717110,388,40
mobile,2514717110,389,40
mobile,2514717110,390,40
mobile,2514717110,391,40
autauga,3343614267,392,42
autauga,33x361x267,393,43
autauga,3343614267,394,42
autauga,3343614267,395,42
autauga,3343614267,396,42
autauga,3343614267,397,42
autauga,3343614267,398,42
autauga,3343614267,399,42
autauga,3343614267,400,42
autauga,3343614267,401,42
autauga,3343614267,402,42
autauga,3343614267,403,42
autauga,3343614267,404,42
autauga,3343614267,405,42
autauga,3343614267,406,42
autauga,3343614267,407,42
autauga,3343614267,408,42
autauga,3343614267,409,42
autauga,3343614267,410,42
autauga,3343614267,411,42
franklin,2563321611,412,44
franklin,2563321611,413,44
talladega,2562495000,414,45
tallaxega,2562495000,415,46
talladega,2562495000,416,45
talladega,2562495000,417,45
talladega,2562495000,418,45
talladega,2562495000,419,45
talladega,2562495000,420,45
talladega,2562495000,421,45
talladega,2562495000,422,45
talladega,2562495000,423,45
talladega,2562495000,424,45
talladega,2562495000,425,45
talladega,2562495000,426,45
talladega,2562495000,427,45
talladega,2562495000,428,45
talladega,2562495000,429,45
talladega,2562495000,430,45
talladega,2562495000,431,45
anchorage,9072761131,432,47
anchorage,9072761131,433,47
anchorage,9072761131,434,47
anchorage,9072761131,435,47
anchorage,9072761131,436,47
anchorage,9072761131,437,47
anchorage,9072761131,438,47
anchorage,9072761131,439,47
anchorage,9072761131,440,47
anchorage,9072761131,441,47
anchorage,9072761131,442,47
anchorage,9072761131,443,47
anchorage,9072761131,444,47
anchorage,9072761131,445,47
anchorage,9072761131,446,47
anchorage,9072761131,447,47
anchorage,9072761131,448,47
anchorage,9072761131,449,47
bethel,9075436300,450,48
bethel,9075436300,451,48
jefferson,2563864556,452,1
jefferson,2563864556,453,1
jefferson,2563864556,454,1
jefferson,2563864556,455,1
jxffxrson,2563864556,456,49
xefferson,2563864556,457,50
jefferson,2563864556,458,1
jefferson,2563864556,459,1
jefferson,2563864556,460,1
jefferson,2563864556,461,1
jefferson,2563864556,462,1
jefferson,2563864556,463,1
jefferson,2563864556,464,1
jexxerson,2563864556,465,51
dale,3347742601,466,52
dale,3347742601,467,52
dale,3347742601,468,52
dale,3347742601,469,52
dale,3347742601,470,52
dale,334774x601,471,53
dale,3347742601,472,52
dale,3347742601,473,52
dale,3347742601,474,52
dale,3347742601,475,52
dale,3347742601,476,52
dale,3347742601,477,52
dale,3347742601,478,52
dale,3347742601,479,52
dale,3347742601,480,52
dale,3347742601,481,52
dale,3347742601,482,52
dale,3347742601,483,52
dale,3347742601,484,52
dale,3347742601,485,52
dale,3347742601,486,52
dale,3347742601,487,52
dale,3347742601,488,52
dale,3347742601,489,52
dale,3347742601,490,52
cherokee,2569275531,491,54
cherokee,2569275531,492,54
cherokee,2569275531,493,54
cherokee,2569275531,494,54
cherokee,2569275531,495,54
cherokee,2569275531,496,54
cherokee,2569275531,497,54
cherokee,2569275531,498,54
cherokee,2569275531,499,54
cherokee,2569275531,500,54
cherokee,2569275531,501,54
chxrokxx,2569275531,502,55
cherokee,2569275531,503,54
cherokee,2569275531,504,54
cherokee,2569275531,505,54
cherokee,2569275531,506,54
cherokee,2569275531,507,54
cherokee,2569275531,508,54
cherokee,2569275531,509,54
cherokee,2569275531,510,54
cherokee,2569275531,511,54
cherokee,2569275531,512,54
chxrokxx,2569275531,513,55
cherokee,2569275531,514,54
cherokee,2569275531,515,54
montgomery,3342xx2100,516,56
montgomery,3342882100,517,57
montgomery,3342882100,518,57
montgomery,3342882100,519,57
montgomery,3342882100,520,57
montgomery,3342882100,521,57
montgomery,3342882100,522,57
montgomery,3342882100,523,57
montgomery,3342882100,524,57
montgomery,3342882100,525,57
montgomery,3342882100,526,57
monxgomery,3342882100,527,58
montgomery,3342882100,528,57
montgomery,3342882100,529,57
montgomery,3342882100,530,57
montgomery,3342882100,531,57
montgomery,3342882100,532,57
montgomery,3342882100,533,57
montgomery,3342882100,534,57
montgomery,3342882100,535,57
montgomery,3342882100,536,57
montgomery,3342882100,537,57
montgomery,3342882100,538,57
montgomery,3342882100,539,57
montgomexy,3342882100,540,59
montgomery,3342938000,541,60
montgomery,3342938000,542,60
montgomery,3342938000,543,60
montgomery,3342938000,544,60
montgomery,3342938000,545,60
montgomery,3342938000,546,60
montgomery,3342938000,547,60
montgomery,3342938xxx,548,61
montgomery,3342938000,549,60
montgomery,3342938000,550,60
monxgomery,3342938000,551,62
montgomery,3342938000,552,60
montgomery,3342938000,553,60
montgomery,3342938000,554,60
montgomery,3342938000,555,60
montgomery,3342938000,556,60
montgomery,3342938000,557,60
montgomery,3342938000,558,60
montgomery,3342938000,559,60
montgomery,3342938000,560,60
montgomery,33x2938000,561,63
montgomery,3342938xxx,562,61
montgomery,3342938000,563,60
montgomery,3342938000,564,60
montgomery,3342938000,565,60
chambers,3347561400,566,64
chambers,3347561400,567,64
chambers,3347561400,568,64
chambers,3347561400,569,64
chambers,3347561400,570,64
chambers,3347561400,571,64
chambers,334x561400,572,65
chambers,3347561400,573,64
chambers,3347561400,574,64
chambers,3347561400,575,64
chambers,3347561400,576,64
chambers,3347561400,577,64
xhambers,3347561400,578,66
chambers,3347561400,579,64
chambers,3347561400,580,64
chambers,3347561400,581,64
chambers,3347561400,582,64
chambers,3347561400,583,64
chambers,3347561400,584,64
chambers,3347561400,585,64
chambers,3347561400,586,64
chambers,3347561400,587,64
chambers,3347561400,588,64
chambers,3347561400,589,64
chaxbers,3347561400,590,67
coffee,3348972257,591,68
coffee,3348972257,592,68
coffee,33x8972257,593,69
coffee,3348972257,594,68
coffee,3348972257,595,68
coffee,3348972257,596,68
coffee,3348972257,597,68
coffee,3348972257,598,68
coffee,3348972257,599,68
coffee,3348972257,600,68
coffee,3348972257,601,68
coffxx,3348972257,602,70
coffee,3348972257,603,68
coffee,3348972257,604,68
coffee,3348972257,605,68
coffee,3348972257,606,68
coffee,3348972257,607,68
coffee,3348972257,608,68
coffee,3348972257,609,68
coffee,3348972257,610,68
coffee,3348972257,611,68
coffee,3348972257,612,68
coffee,3348972257,613,68
coffee,3348972257,614,68
coffee,3348972257,615,68
lee,3347493411,616,71
lee,3347493411,617,71
lee,3347493411,618,71
lee,3347493411,619,71
lee,3347493411,620,71
lee,3347493411,621,71
lee,3347493411,622,71
lee,3347493411,623,71
lee,3347493411,624,71
lee,3347493411,625,71
lee,3347493411,626,71
lee,3347493411,627,71
lee,3347493411,628,71
lee,3347493411,629,71
lee,3347493411,630,71
lee,3347493411,631,71
lee,3347493411,632,71
xee,3347493411,633,72
lee,3347493411,634,71
lee,3347493411,635,71
lee,3347493411,636,71
lee,3347493411,637,71
lee,3347493411,638,71
lee,3347493411,639,71
lee,3347493411,640,71
randolph,2563572111,641,73
randolph,2563572111,642,73
randolph,2563572111,643,73
randolph,2563572111,644,73
randolph,2563572111,645,73
randolph,2563572111,646,73
randolph,2563572111,647,73
randolph,2563572111,648,73
randolph,2563572111,649,73
randolph,2563572111,650,73
randolph,2563572111,651,73
randolph,2563572111,652,73
randolph,2563572111,653,73
randolph,2563572111,654,73
randolph,2563572111,655,73
randolph,2563572111,656,73
randolph,2563572111,657,73
randolph,2563572111,658,73
randolph,2563572111,659,73
randolph,2563572111,660,73
randolph,2563572111,661,73
randolph,2563572111,662,73
randolph,2563572111,663,73
randolph,2563572111,664,73
randolph,2563572111,665,73
jefferson,20593xx011,666,74
jefferson,2059344011,667,75
jefferson,2059344011,668,75
jefferson,2059344011,669,75
jefferson,2059344011,670,75
jefferson,2059344011,671,75
jxffxrson,2059344011,672,76
jefferson,2059344011,673,75
jefferson,2059344011,674,75
jefferson,2059344011,675,75
jefferson,2059344011,676,75
jefferson,2059344011,677,75
jefferson,2059344011,678,75
jefferson,2059344011,679,75
jefferson,2059344011,680,75
jefferson,2059344011,681,75
jefferson,2059344011,682,75
jefferson,2059344011,683,75
jefferson,2059344011,684,75
jefferson,2059344011,685,75
jefferson,2059344011,686,75
jefferson,2059344011,687,75
jefferson,2059344011,688,75
jexxerson,2059344011,689,77
jefferson,2059344011,690,75
elmore,3342836541,691,78
elmoxe,3342836541,692,79
elmore,3342836541,693,78
elmore,3342836541,694,78
elmore,3342836541,695,78
elmore,3342836541,696,78
elmore,3342836541,697,78
elxore,3342836541,698,80
elmore,334x836541,699,81
elmore,3342836541,700,78
elmore,3342836541,701,78
elmore,3342836541,702,78
elmore,3342836541,703,78
elmore,3342836541,704,78
elmore,3342836541,705,78
elmore,3342836541,706,78
elmore,3342836541,707,78
elmore,3342836541,708,78
elmore,3342836541,709,78
elmore,3342836541,710,78
elmore,3342836541,711,78
elmore,3342836541,712,78
elmore,33x28365x1,713,82
elmore,3342836541,714,78
elmore,3342836541,715,78
cullman,2567372000,716,83
cullman,2567372000,717,83
cullman,2567372000,718,83
cullman,2567372000,719,83
cullman,2567372000,720,83
cullman,2567372000,721,83
cxllman,2567372000,722,84
cullman,2567372000,723,83
cullman,2567372000,724,83
cullman,2567372000,725,83
cullman,2567372000,726,83
cullman,2567372000,727,83
cullman,2567372000,728,83
cullman,2567372000,729,83
cxllman,2567372000,730,84
cullman,2567372000,731,83
cullman,2567372000,732,83
cullman,2567372000,733,83
cullman,2567372000,734,83
cullman,2567372000,735,83
cullman,2567372000,736,83
cullman,2567372000,737,83
cullman,2567372000,738,83
cullman,2567372000,739,83
cullman,2567372000,740,83
covington,3342228466,741,85
covington,3342228466,742,85
covington,3342228466,743,85
covington,3342228466,744,85
covington,3342228466,745,85
covington,3342228466,746,85
covington,3342228466,747,85
covington,3342228466,748,85
covington,3342228466,749,85
covington,3342228466,750,85
covington,334xxx8466,751,86
coxington,3342228466,752,87
covington,3342228466,753,85
covington,3342228466,754,85
covington,3342228466,755,85
covington,3342228466,756,85
covington,3342228466,757,85
covington,3342228466,758,85
covington,3342228466,759,85
covington,3342228466,760,85
covington,3342228466,761,85
covington,3342228466,762,85
covington,33422284xx,763,88
covington,3342228466,764,85
covington,3342228466,765,85
calhoun,2562358900,766,30
calhoun,2562358900,767,30
calhoun,2562358900,768,30
calhoun,2562358900,769,30
calhoun,2562358900,770,30
calhoun,2562358900,771,30
calhoun,2562358900,772,30
calhoun,2562358900,773,30
madison,2562651000,774,89
madison,2562651000,775,89
madison,2562651000,776,89
madison,2562651000,777,89
madison,2562651000,778,89
madison,2562651000,779,89
madison,2562651000,780,89
madison,2562651000,781,89
madison,2562651000,782,89
madison,2562651000,783,89
madison,2562651000,784,89
madisxn,2562651000,785,90
madison,2562651000,786,89
madison,2562651000,787,89
madison,2562651000,788,89
madison,2562651000,789,89
madison,2562651000,790,89
madison,2562651000,791,89
madison,2562651000,792,89
madison,2562651000,793,89
madison,2562651000,794,89
madison,2562651000,795,89
madison,2562651000,796,89
madison,2562651000,797,89
madisox,2562651000,798,91
madison,2562651000,799,89
madison,2562651000,800,89
madison,2562651000,801,89
etowah,2564944000,802,92
etowah,2564944000,803,92
etowah,2564944000,804,92
etowah,2564944000,805,92
etowah,2564944000,806,92
etowah,2564944000,807,92
etowah,2564944000,808,92
etowah,2564944000,809,92
etowah,2564944000,810,92
etowah,2564944000,811,92
etowah,2564944000,812,92
etowah,2564944000,813,92
etowah,2564944000,814,92
etowah,2564944000,815,92
etowah,2564944000,816,92
etowah,2564944000,817,92
etowah,2564944000,818,92
etowah,2564944000,819,92
etowah,2564944000,820,92
etowah,2564944000,821,92
etowah,2564944000,822,92
etowah,2564944000,823,92
etowah,2564944xxx,824,93
etowah,2564944000,825,92
etowah,2564944000,826,92
chilton,2057552500,827,94
chilton,2057552500,828,94
chilton,2057552500,829,94
chilton,2057552500,830,94
chilton,2057552500,831,94
chilton,2057552500,832,94
chilton,2057552500,833,94
chilton,2057552500,834,94
chilton,2057552500,835,94
chilton,2057552500,836,94
chilton,2057552500,837,94
chilton,2057552500,838,94
chilton,2057552500,839,94
chilton,2057552500,840,94
chilton,2057552500,841,94
chilton,2057552500,842,94
chilton,2057552500,843,94
chilton,2057552500,844,94
chilton,2057552500,845,94
chilton,2057552500,846,94
chilton,2057552500,847,94
chilton,2057552500,848,94
chilton,2057552500,849,94
chilton,2057552500,850,94
chilton,2057552500,851,94
marion,2059216200,852,95
marion,2059216200,853,95
marion,2059216200,854,95
marion,x059x16x00,855,96
marion,2059216200,856,95
marion,2059216200,857,95
marion,2059216200,858,95
marion,2059216200,859,95
marion,2059216200,860,95
marion,2059216200,861,95
marion,2059216200,862,95
marion,2059216200,863,95
marion,2059216200,864,95
marion,20x9216200,865,97
marion,2059216200,866,95
marion,2059216200,867,95
marion,2059216200,868,95
marion,2059216200,869,95
marion,2059216200,870,95
marion,2059216200,871,95
marion,2059216200,872,95
marion,2059216200,873,95
marion,2059216200,874,95
marion,2059216200,875,95
marion,2059216200,876,95
fayette,2059325966,877,98
fayette,2059325966,878,98
fayette,2059325966,879,98
fayette,2059325966,880,98
fayette,x0593x5966,881,99
fayette,2059325966,882,98
fayette,x0593x5966,883,99
fayette,2059325966,884,98
fayette,2059325966,885,98
fayette,2059325966,886,98
fayette,2059325966,887,98
fayette,2059325966,888,98
fayette,2059325966,889,98
fayette,2059325966,890,98
fayette,2059325966,891,98
fayette,2059325966,892,98
fayette,2059325966,893,98
fayette,2059325966,894,98
fayexxe,2059325966,895,100
fayette,2059325966,896,98
fayette,2059325966,897,98
fayette,2059325966,898,98
fayette,2059325966,899,98
fayette,2059325966,900,98
fayette,2059325966,901,98
etowah,2565435200,902,101
etowah,2565435200,903,101
etowah,2565435200,904,101
etowah,2565435200,905,101
etowah,2565435200,906,101
etowah,2565435200,907,101
etowah,2565435200,908,101
etowah,2565435200,909,101
etowah,2565435200,910,101
etowah,2565435200,911,101
etowah,2565435200,912,101
etowah,2565435200,913,101
etowah,2565435200,914,101
etowah,2565435200,915,101
etowah,x565435x00,916,102
etowxh,2565435200,917,103
etowah,2565435200,918,101
etowah,2565435200,919,101
etowah,2565435200,920,101
etowah,2565435200,921,101
etowah,2565435200,922,101
etowah,2565435200,923,101
etowah,2565435200,924,101
etowah,2565435200,925,101
etowah,2565435200,926,101
etowah,2565435200,927,101
etowah,2565435200,928,101
etowah,2565435200,929,101
butler,3343762205,930,104
butler,3343762205,931,104
butler,3343762205,932,104
butler,3343762205,933,104
butler,3343762205,934,104
butler,3343762205,935,104
butler,3343762205,936,104
butler,3343762205,937,104
butler,3343762205,938,104
butler,3343762205,939,104
butler,3343762205,940,104
butler,3343762205,941,104
butler,3343762205,942,104
butxer,3343762205,943,105
butler,3343762205,944,104
butler,3343762205,945,104
butler,3343762205,946,104
butler,3343762205,947,104
butler,3343762205,948,104
butler,3343762205,949,104
butler,3343762205,950,104
butler,3343762205,951,104
butler,3343762205,952,104
butler,3343762205,953,104
butler,3343762205,954,104
coffee,3343470584,955,106
coffee,3343470584,956,106
coffee,3343470584,957,106
coffee,3343470584,958,106
coffee,3343470584,959,106
coffee,3343470584,960,106
coffee,3343470584,961,106
coffee,3343470584,962,106
coffee,3343470584,963,106
coffee,3343470584,964,106
coffee,3343470584,965,106
cxffee,3343470584,966,107
coffee,3343470584,967,106
coffee,3343470584,968,106
coffee,3343470584,969,106
coffee,3343470584,970,106
coffee,3343470584,971,106
coffee,3343470584,972,106
coffee,3343470584,973,106
coffee,3343470584,974,106
coffee,3343470584,975,106
coffee,3343470584,976,106
coffee,3343470584,977,106
coffee,3343470584,978,106
coffee,3343470584,979,106
blount,2052743000,980,108
blount,2052743000,981,108
blount,2052743000,982,108
blount,2052743000,983,108
blount,2052743000,984,108
blount,2052743000,985,108
blount,2052743000,986,108
blount,2052743000,987,108
blount,2052743000,988,108
blount,2052743000,989,108
blount,2052743000,990,108
blount,2052743000,991,108
blount,2052743000,992,108
blount,2052743000,993,108
blount,2052743000,994,108
blount,2052743000,995,108
blount,2052743000,996,108
blount,2052743000,997,108
blount,2052743000,998,108
blount,2052743000,999,108
