ProviderNumber,PhoneNumber,original_index,unique_index,count
10008,3343353374,127,14,25
10008,3343353374,128,14,25
10008,3343353374,129,14,25
10008,3343353374,130,14,25
10008,3343353374,131,14,25
10008,3343353374,132,14,25
10008,3343353374,133,14,25
10008,3343353374,134,14,25
10008,3343353374,135,14,25
10008,3343353374,136,14,25
10008,3343353374,137,14,25
10008,3343353374,138,14,25
10008,3343353374,139,14,25
10008,3343353374,140,14,25
10008,3343353374,141,14,25
10008,3343353374,142,14,25
10008,3343353374,143,14,25
10009,2567736511,144,15,25
10009,2567736511,145,15,25
10009,2567736511,146,15,25
10009,2567736511,147,15,25
10009,2567736511,148,15,25
10009,2567736511,149,15,25
10009,2567736511,150,15,25
10009,2567736511,151,15,25
10009,2567736511,152,15,25
10009,2567736511,153,15,25
10009,2567736511,154,15,25
10009,2567736511,155,15,25
10009,2567736511,156,15,25
10009,2567736511,157,15,25
10009,2567736511,158,15,25
10009,2567736511,159,15,25
10009,2567736511,160,15,25
10009,2567736511,161,15,25
10009,2567736511,162,15,25
10009,2567736511,163,15,25
10009,2567736511,164,15,25
10009,2567736511,165,15,25
10009,2567736511,166,15,25
10009,2567736511,167,15,25
10009,2567736511,168,15,25
10010,2565718000,169,16,25
10010,2565718000,170,16,25
10010,2565718000,171,16,25
10010,2565718000,172,16,25
10010,2565718000,173,16,25
10010,2565718000,174,16,25
10010,2565718000,175,16,25
10010,2565718000,176,16,25
10010,2565718000,177,16,25
10010,2565718000,178,16,25
10010,2565718000,179,16,25
10010,2565718000,180,16,25
10010,2565718000,181,16,25
10010,2565718000,182,16,25
10010,2565718000,183,16,25
10010,2565718000,184,16,25
10010,2565718000,185,16,25
10010,2565718000,186,16,25
10010,2565718000,187,16,25
10010,2565718000,188,16,25
10010,2565718000,189,16,25
10010,2565718000,190,16,25
10010,2565718000,191,16,25
10010,2565718000,192,16,25
10010,2565718000,193,16,25
10011,2058383122,194,17,23
10011,2058383122,195,17,23
10011,2058383122,196,17,23
10011,2058383122,197,17,23
10011,2058383122,198,17,23
10011,2058383122,199,17,23
10011,2058383122,200,17,23
10011,2058383122,201,17,23
10011,2058383122,202,17,23
10011,2058383122,203,17,23
10011,2058383122,204,17,23
10011,2058383122,205,17,23
10011,2058383122,206,17,23
10011,2058383122,207,17,23
10011,2058383122,208,17,23
10011,2058383122,209,17,23
10011,2058383122,210,17,23
10011,2058383122,211,17,23
10011,2058383122,212,17,23
x00xx,2058383122,213,18,1
10011,2058383122,214,17,23
10011,2058383122,215,17,23
10011,2058383122,216,17,23
10011,2058x8x122,217,19,1
10011,2058383122,218,17,23
10012,2568453150,219,20,24
10012,2568453150,220,20,24
10012,2568453150,221,20,24
10012,2568453150,222,20,24
10012,2568453150,223,20,24
10012,2568453150,224,20,24
10012,2568453150,225,20,24
10012,2568453150,226,20,24
10012,2568453150,227,20,24
10012,2568453x50,228,21,1
10012,2568453150,229,20,24
10012,2568453150,230,20,24
10012,2568453150,231,20,24
10012,2568453150,232,20,24
10012,2568453150,233,20,24
10012,2568453150,234,20,24
10012,2568453150,235,20,24
10012,2568453150,236,20,24
10012,2568453150,237,20,24
10012,2568453150,238,20,24
10012,2568453150,239,20,24
10012,2568453150,240,20,24
10012,2568453150,241,20,24
10012,2568453150,242,20,24
10012,2568453150,243,20,24
x00x5,3346366221,244,22,1
10015,3346366221,245,23,21
10015,3346366221,246,23,21
10015,xx46x66221,247,24,1
10015,3346366221,248,23,21
10015,3346366221,249,23,21
10015,3346366221,250,23,21
10015,3346366221,251,23,21
10015,3346366221,252,23,21
1xx15,3346366221,253,25,1
10015,3346366221,254,23,21
10015,3346366221,255,23,21
10015,3346366221,256,23,21
10015,3346366221,257,23,21
10015,3346366221,258,23,21
10015,3346366221,259,23,21
10015,3346366221,260,23,21
10015,334x3xx221,261,26,1
10015,3346366221,262,23,21
10015,3346366221,263,23,21
10015,3346366221,264,23,21
10015,3346366221,265,23,21
10015,3346366221,266,23,21
10015,3346366221,267,23,21
10015,3346366221,268,23,21
10016,2056208100,269,27,24
10016,2056208100,270,27,24
10016,2056208100,271,27,24
10016,2056208100,272,27,24
1xx16,2056208100,273,28,1
10016,2056208100,274,27,24
10016,2056208100,275,27,24
10016,2056208100,276,27,24
10016,2056208100,277,27,24
10016,2056208100,278,27,24
10016,2056208100,279,27,24
10016,2056208100,280,27,24
10016,2056208100,281,27,24
10016,2056208100,282,27,24
10016,2056208100,283,27,24
10016,2056208100,284,27,24
10016,2056208100,285,27,24
10016,2056208100,286,27,24
10016,2056208100,287,27,24
10016,2056208100,288,27,24
10016,2056208100,289,27,24
10016,2056208100,290,27,24
10016,2056208100,291,27,24
10016,2056208100,292,27,24
10016,2056208100,293,27,24
10018,2053258100,294,0,25
10018,2053258100,295,0,25
10018,2053258100,296,0,25
10018,2053258100,297,0,25
10018,2053258100,298,0,25
10018,2053258100,299,0,25
10018,2053258100,300,0,25
10018,2053258100,301,0,25
10018,2053258100,302,0,25
10018,2053258100,303,0,25
10018,2053258100,304,0,25
10018,2053258100,305,0,25
10018,2053258100,306,0,25
10018,2053258100,307,0,25
10018,2053258100,308,0,25
10018,2053258100,309,0,25
10018,2053258100,310,0,25
10038,2562358900,311,29,26
10038,2562358900,312,29,26
10038,2562358900,313,29,26
100x8,2562358900,314,30,1
10038,2562358900,315,29,26
10038,2562358900,316,29,26
10038,2562358900,317,29,26
10038,2562358900,318,29,26
10038,2562358900,319,29,26
10038,2562358900,320,29,26
10038,256235x900,321,31,1
10038,2562358900,322,29,26
10038,2562358900,323,29,26
10038,2562358900,324,29,26
10038,2562358900,325,29,26
10038,2562358900,326,29,26
10038,2562358900,327,29,26
10038,2562358900,328,29,26
10038,2562358900,329,29,26
10038,2562358900,330,29,26
10055,3347935000,331,32,16
10055,3347935000,332,32,16
10055,3347935000,333,32,16
10055,3347935000,334,32,16
10055,3347935000,335,32,16
10055,3347935000,336,32,16
10055,3347935000,337,32,16
10055,3347935000,338,32,16
10055,3347935000,339,32,16
10055,3347935000,340,32,16
10055,3347935000,341,32,16
10055,xx479x5000,342,33,1
10055,3347935000,343,32,16
10055,3347935000,344,32,16
10055,3347935000,345,32,16
10055,3347935000,346,32,16
10055,3347935000,347,32,16
10056,2059397000,348,34,5
10056,2059397000,349,34,5
10056,2059397000,350,34,5
10056,2059397000,351,34,5
10056,2059397000,352,34,5
10085,2563412000,353,35,1
10086,2054877736,354,36,24
10086,2054877736,355,36,24
10086,2054877736,356,36,24
10086,2054877736,357,36,24
10086,2054877736,358,36,24
10086,2054877736,359,36,24
100x6,2054877736,360,37,1
10086,2054877736,361,36,24
10086,2054877736,362,36,24
10086,2054877736,363,36,24
10086,2054877736,364,36,24
10086,2054877736,365,36,24
10086,2054877736,366,36,24
10086,2054877736,367,36,24
10086,2054877736,368,36,24
10086,2054877736,369,36,24
10086,2054877736,370,36,24
10086,2054877736,371,36,24
10086,2054877736,372,36,24
10086,2054877736,373,36,24
10086,2054877736,374,36,24
10086,2054877736,375,36,24
10086,2054877736,376,36,24
10086,2054877736,377,36,24
10086,2054877736,378,36,24
10087,2514717110,379,38,10
10087,2514717110,380,38,10
10087,25x47x7xx0,381,39,3
10087,2514717110,382,38,10
10087,2514717110,383,38,10
10087,25x47x7xx0,384,39,3
10087,2514717110,385,38,10
10087,25x47x7xx0,386,39,3
10087,2514717110,387,38,10
10087,2514717110,388,38,10
10087,2514717110,389,38,10
10087,2514717110,390,38,10
10087,2514717110,391,38,10
10108,3343614267,392,40,18
10108,33x361x267,393,41,1
10108,3343614267,394,40,18
10108,3343614267,395,40,18
10108,3343614267,396,40,18
10108,3343614267,397,40,18
10108,3343614267,398,40,18
10108,3343614267,399,40,18
10108,3343614267,400,40,18
10108,3343614267,401,40,18
10108,3343614267,402,40,18
10108,3343614267,403,40,18
10108,3343614267,404,40,18
10108,3343614267,405,40,18
10108,3343614267,406,40,18
10108,3343614267,407,40,18
x0x08,3343614267,408,42,1
10108,3343614267,409,40,18
10108,3343614267,410,40,18
10108,3343614267,411,40,18
10158,2563321611,412,43,2
10158,2563321611,413,43,2
10164,2562495000,414,44,18
10164,2562495000,415,44,18
10164,2562495000,416,44,18
10164,2562495000,417,44,18
10164,2562495000,418,44,18
10164,2562495000,419,44,18
10164,2562495000,420,44,18
10164,2562495000,421,44,18
10164,2562495000,422,44,18
10164,2562495000,423,44,18
10164,2562495000,424,44,18
10164,2562495000,425,44,18
10164,2562495000,426,44,18
10164,2562495000,427,44,18
10164,2562495000,428,44,18
10164,2562495000,429,44,18
10164,2562495000,430,44,18
10164,2562495000,431,44,18
20017,9072761131,432,45,18
20017,9072761131,433,45,18
20017,9072761131,434,45,18
20017,9072761131,435,45,18
20017,9072761131,436,45,18
20017,9072761131,437,45,18
20017,9072761131,438,45,18
20017,9072761131,439,45,18
20017,9072761131,440,45,18
20017,9072761131,441,45,18
20017,9072761131,442,45,18
20017,9072761131,443,45,18
20017,9072761131,444,45,18
20017,9072761131,445,45,18
20017,9072761131,446,45,18
20017,9072761131,447,45,18
20017,9072761131,448,45,18
20017,9072761131,449,45,18
20018,9075436300,450,46,2
20018,9075436300,451,46,2
10019,2563864556,452,1,24
10019,2563864556,453,1,24
10019,2563864556,454,1,24
10019,2563864556,455,1,24
10019,2563864556,456,1,24
10019,2563864556,457,1,24
10019,2563864556,458,1,24
10019,2563864556,459,1,24
10019,2563864556,460,1,24
10019,2563864556,461,1,24
10019,2563864556,462,1,24
10019,2563864556,463,1,24
10019,2563864556,464,1,24
10019,2563864556,465,1,24
10021,3347742601,466,47,24
10021,3347742601,467,47,24
10021,3347742601,468,47,24
10021,3347742601,469,47,24
10021,3347742601,470,47,24
10021,334774x601,471,48,1
10021,3347742601,472,47,24
10021,3347742601,473,47,24
10021,3347742601,474,47,24
10021,3347742601,475,47,24
10021,3347742601,476,47,24
10021,3347742601,477,47,24
10021,3347742601,478,47,24
10021,3347742601,479,47,24
10021,3347742601,480,47,24
10021,3347742601,481,47,24
10021,3347742601,482,47,24
10021,3347742601,483,47,24
10021,3347742601,484,47,24
10021,3347742601,485,47,24
10021,3347742601,486,47,24
10021,3347742601,487,47,24
10021,3347742601,488,47,24
10021,3347742601,489,47,24
10021,3347742601,490,47,24
10022,2569275531,491,49,25
10022,2569275531,492,49,25
10022,2569275531,493,49,25
10022,2569275531,494,49,25
10022,2569275531,495,49,25
10022,2569275531,496,49,25
10022,2569275531,497,49,25
10022,2569275531,498,49,25
10022,2569275531,499,49,25
10022,2569275531,500,49,25
10022,2569275531,501,49,25
10022,2569275531,502,49,25
10022,2569275531,503,49,25
10022,2569275531,504,49,25
10022,2569275531,505,49,25
10022,2569275531,506,49,25
10022,2569275531,507,49,25
10022,2569275531,508,49,25
10022,2569275531,509,49,25
10022,2569275531,510,49,25
10022,2569275531,511,49,25
10022,2569275531,512,49,25
10022,2569275531,513,49,25
10022,2569275531,514,49,25
10022,2569275531,515,49,25
10023,3342xx2100,516,50,1
10023,3342882100,517,51,24
10023,3342882100,518,51,24
10023,3342882100,519,51,24
10023,3342882100,520,51,24
10023,3342882100,521,51,24
10023,3342882100,522,51,24
10023,3342882100,523,51,24
10023,3342882100,524,51,24
10023,3342882100,525,51,24
10023,3342882100,526,51,24
10023,3342882100,527,51,24
10023,3342882100,528,51,24
10023,3342882100,529,51,24
10023,3342882100,530,51,24
10023,3342882100,531,51,24
10023,3342882100,532,51,24
10023,3342882100,533,51,24
10023,3342882100,534,51,24
10023,3342882100,535,51,24
10023,3342882100,536,51,24
10023,3342882100,537,51,24
10023,3342882100,538,51,24
10023,3342882100,539,51,24
10023,3342882100,540,51,24
10024,3342938000,541,52,21
10024,3342938000,542,52,21
10024,3342938000,543,52,21
10024,3342938000,544,52,21
10024,3342938000,545,52,21
10024,3342938000,546,52,21
10024,3342938000,547,52,21
10024,3342938xxx,548,53,2
10024,3342938000,549,52,21
10024,3342938000,550,52,21
10024,3342938000,551,52,21
10024,3342938000,552,52,21
10024,3342938000,553,52,21
10024,3342938000,554,52,21
10024,3342938000,555,52,21
10024,3342938000,556,52,21
10024,3342938000,557,52,21
10024,3342938000,558,52,21
1xx24,3342938000,559,54,1
10024,3342938000,560,52,21
10024,33x2938000,561,55,1
10024,3342938xxx,562,53,2
10024,3342938000,563,52,21
10024,3342938000,564,52,21
10024,3342938000,565,52,21
10025,3347561400,566,56,24
10025,3347561400,567,56,24
10025,3347561400,568,56,24
10025,3347561400,569,56,24
10025,3347561400,570,56,24
10025,3347561400,571,56,24
10025,334x561400,572,57,1
10025,3347561400,573,56,24
10025,3347561400,574,56,24
10025,3347561400,575,56,24
10025,3347561400,576,56,24
10025,3347561400,577,56,24
10025,3347561400,578,56,24
10025,3347561400,579,56,24
10025,3347561400,580,56,24
10025,3347561400,581,56,24
10025,3347561400,582,56,24
10025,3347561400,583,56,24
10025,3347561400,584,56,24
10025,3347561400,585,56,24
10025,3347561400,586,56,24
10025,3347561400,587,56,24
10025,3347561400,588,56,24
10025,3347561400,589,56,24
10025,3347561400,590,56,24
10027,3348972257,591,58,23
10027,3348972257,592,58,23
10027,33x8972257,593,59,1
10027,3348972257,594,58,23
10027,3348972257,595,58,23
10027,3348972257,596,58,23
10027,3348972257,597,58,23
10027,3348972257,598,58,23
10027,3348972257,599,58,23
10027,3348972257,600,58,23
10027,3348972257,601,58,23
10027,3348972257,602,58,23
10027,3348972257,603,58,23
10027,3348972257,604,58,23
10027,3348972257,605,58,23
10027,3348972257,606,58,23
10027,3348972257,607,58,23
x0027,3348972257,608,60,1
10027,3348972257,609,58,23
10027,3348972257,610,58,23
10027,3348972257,611,58,23
10027,3348972257,612,58,23
10027,3348972257,613,58,23
10027,3348972257,614,58,23
10027,3348972257,615,58,23
10029,3347493411,616,61,23
10029,3347493411,617,61,23
10029,3347493411,618,61,23
10029,3347493411,619,61,23
10029,3347493411,620,61,23
10029,3347493411,621,61,23
10029,3347493411,622,61,23
10029,3347493411,623,61,23
10029,3347493411,624,61,23
10029,3347493411,625,61,23
10029,3347493411,626,61,23
x0029,3347493411,627,62,1
10029,3347493411,628,61,23
10029,3347493411,629,61,23
10029,3347493411,630,61,23
10029,3347493411,631,61,23
10029,3347493411,632,61,23
10029,3347493411,633,61,23
10029,3347493411,634,61,23
10029,3347493411,635,61,23
10029,3347493411,636,61,23
10029,3347493411,637,61,23
10029,3347493411,638,61,23
1xx29,3347493411,639,63,1
10029,3347493411,640,61,23
10032,2563572111,641,64,23
10032,2563572111,642,64,23
10032,2563572111,643,64,23
10032,2563572111,644,64,23
1xx32,2563572111,645,65,2
10032,2563572111,646,64,23
10032,2563572111,647,64,23
10032,2563572111,648,64,23
10032,2563572111,649,64,23
10032,2563572111,650,64,23
10032,2563572111,651,64,23
10032,2563572111,652,64,23
10032,2563572111,653,64,23
10032,2563572111,654,64,23
1xx32,2563572111,655,65,2
10032,2563572111,656,64,23
10032,2563572111,657,64,23
10032,2563572111,658,64,23
10032,2563572111,659,64,23
10032,2563572111,660,64,23
10032,2563572111,661,64,23
10032,2563572111,662,64,23
10032,2563572111,663,64,23
10032,2563572111,664,64,23
10032,2563572111,665,64,23
10033,20593xx011,666,66,1
10033,2059344011,667,67,24
10033,2059344011,668,67,24
10033,2059344011,669,67,24
10033,2059344011,670,67,24
10033,2059344011,671,67,24
10033,2059344011,672,67,24
10033,2059344011,673,67,24
10033,2059344011,674,67,24
10033,2059344011,675,67,24
10033,2059344011,676,67,24
10033,2059344011,677,67,24
10033,2059344011,678,67,24
10033,2059344011,679,67,24
10033,2059344011,680,67,24
10033,2059344011,681,67,24
10033,2059344011,682,67,24
10033,2059344011,683,67,24
10033,2059344011,684,67,24
10033,2059344011,685,67,24
10033,2059344011,686,67,24
10033,2059344011,687,67,24
10033,2059344011,688,67,24
10033,2059344011,689,67,24
10033,2059344011,690,67,24
10034,3342836541,691,68,22
10034,3342836541,692,68,22
10034,3342836541,693,68,22
10034,3342836541,694,68,22
10034,3342836541,695,68,22
10034,3342836541,696,68,22
10034,3342836541,697,68,22
10034,3342836541,698,68,22
10034,334x836541,699,69,1
10034,3342836541,700,68,22
10034,3342836541,701,68,22
10034,3342836541,702,68,22
10034,3342836541,703,68,22
100x4,3342836541,704,70,1
10034,3342836541,705,68,22
10034,3342836541,706,68,22
10034,3342836541,707,68,22
10034,3342836541,708,68,22
10034,3342836541,709,68,22
10034,3342836541,710,68,22
10034,3342836541,711,68,22
10034,3342836541,712,68,22
10034,33x28365x1,713,71,1
10034,3342836541,714,68,22
10034,3342836541,715,68,22
10035,2567372000,716,72,23
10035,2567372000,717,72,23
10035,2567372000,718,72,23
10035,2567372000,719,72,23
10035,2567372000,720,72,23
100x5,2567372000,721,73,1
10035,2567372000,722,72,23
10035,2567372000,723,72,23
1xx35,2567372000,724,74,1
10035,2567372000,725,72,23
10035,2567372000,726,72,23
10035,2567372000,727,72,23
10035,2567372000,728,72,23
10035,2567372000,729,72,23
10035,2567372000,730,72,23
10035,2567372000,731,72,23
10035,2567372000,732,72,23
10035,2567372000,733,72,23
10035,2567372000,734,72,23
10035,2567372000,735,72,23
10035,2567372000,736,72,23
10035,2567372000,737,72,23
10035,2567372000,738,72,23
10035,2567372000,739,72,23
10035,2567372000,740,72,23
10036,3342228466,741,75,22
10036,3342228466,742,75,22
10036,3342228466,743,75,22
10036,3342228466,744,75,22
10036,3342228466,745,75,22
10036,3342228466,746,75,22
10036,3342228466,747,75,22
10036,3342228466,748,75,22
10036,3342228466,749,75,22
10036,3342228466,750,75,22
10036,334xxx8466,751,76,1
10036,3342228466,752,75,22
10036,3342228466,753,75,22
10036,3342228466,754,75,22
1xx36,3342228466,755,77,1
10036,3342228466,756,75,22
10036,3342228466,757,75,22
10036,3342228466,758,75,22
10036,3342228466,759,75,22
10036,3342228466,760,75,22
10036,3342228466,761,75,22
10036,3342228466,762,75,22
10036,33422284xx,763,78,1
10036,3342228466,764,75,22
10036,3342228466,765,75,22
10038,2562358900,766,29,26
10038,2562358900,767,29,26
10038,2562358900,768,29,26
10038,2562358900,769,29,26
10038,2562358900,770,29,26
10038,2562358900,771,29,26
10038,2562358900,772,29,26
10038,2562358900,773,29,26
10039,2562651000,774,79,25
10039,2562651000,775,79,25
10039,2562651000,776,79,25
10039,2562651000,777,79,25
10039,2562651000,778,79,25
10039,2562651000,779,79,25
1003x,2562651000,780,80,1
10039,2562651000,781,79,25
10039,2562651000,782,79,25
10039,2562651000,783,79,25
10039,2562651000,784,79,25
10039,2562651000,785,79,25
10039,2562651000,786,79,25
10039,2562651000,787,79,25
10039,2562651000,788,79,25
1xx39,2562651000,789,81,1
10039,2562651000,790,79,25
10039,2562651000,791,79,25
10039,2562651000,792,79,25
100x9,2562651000,793,82,1
10039,2562651000,794,79,25
10039,2562651000,795,79,25
10039,2562651000,796,79,25
10039,2562651000,797,79,25
10039,2562651000,798,79,25
10039,2562651000,799,79,25
10039,2562651000,800,79,25
10039,2562651000,801,79,25
10040,2564944000,802,83,24
10040,2564944000,803,83,24
10040,2564944000,804,83,24
10040,2564944000,805,83,24
10040,2564944000,806,83,24
10040,2564944000,807,83,24
10040,2564944000,808,83,24
10040,2564944000,809,83,24
10040,2564944000,810,83,24
10040,2564944000,811,83,24
10040,2564944000,812,83,24
10040,2564944000,813,83,24
10040,2564944000,814,83,24
10040,2564944000,815,83,24
10040,2564944000,816,83,24
10040,2564944000,817,83,24
10040,2564944000,818,83,24
10040,2564944000,819,83,24
10040,2564944000,820,83,24
10040,2564944000,821,83,24
10040,2564944000,822,83,24
10040,2564944000,823,83,24
10040,2564944xxx,824,84,1
10040,2564944000,825,83,24
10040,2564944000,826,83,24
10043,2057552500,827,85,25
10043,2057552500,828,85,25
10043,2057552500,829,85,25
10043,2057552500,830,85,25
10043,2057552500,831,85,25
10043,2057552500,832,85,25
10043,2057552500,833,85,25
10043,2057552500,834,85,25
10043,2057552500,835,85,25
10043,2057552500,836,85,25
10043,2057552500,837,85,25
10043,2057552500,838,85,25
10043,2057552500,839,85,25
10043,2057552500,840,85,25
10043,2057552500,841,85,25
10043,2057552500,842,85,25
10043,2057552500,843,85,25
10043,2057552500,844,85,25
10043,2057552500,845,85,25
10043,2057552500,846,85,25
10043,2057552500,847,85,25
10043,2057552500,848,85,25
10043,2057552500,849,85,25
10043,2057552500,850,85,25
10043,2057552500,851,85,25
10044,2059216200,852,86,22
10044,2059216200,853,86,22
10044,2059216200,854,86,22
10044,x059x16x00,855,87,1
10044,2059216200,856,86,22
10044,2059216200,857,86,22
10044,2059216200,858,86,22
1xx44,2059216200,859,88,1
10044,2059216200,860,86,22
10044,2059216200,861,86,22
10044,2059216200,862,86,22
10044,2059216200,863,86,22
10044,2059216200,864,86,22
10044,20x9216200,865,89,1
10044,2059216200,866,86,22
10044,2059216200,867,86,22
10044,2059216200,868,86,22
10044,2059216200,869,86,22
10044,2059216200,870,86,22
10044,2059216200,871,86,22
10044,2059216200,872,86,22
10044,2059216200,873,86,22
10044,2059216200,874,86,22
10044,2059216200,875,86,22
10044,2059216200,876,86,22
10045,2059325966,877,90,21
1xx45,2059325966,878,91,1
10045,2059325966,879,90,21
10045,2059325966,880,90,21
10045,x0593x5966,881,92,2
10045,2059325966,882,90,21
10045,x0593x5966,883,92,2
10045,2059325966,884,90,21
10045,2059325966,885,90,21
10045,2059325966,886,90,21
10045,2059325966,887,90,21
x0045,2059325966,888,93,1
10045,2059325966,889,90,21
10045,2059325966,890,90,21
10045,2059325966,891,90,21
10045,2059325966,892,90,21
10045,2059325966,893,90,21
10045,2059325966,894,90,21
10045,2059325966,895,90,21
10045,2059325966,896,90,21
10045,2059325966,897,90,21
10045,2059325966,898,90,21
10045,2059325966,899,90,21
10045,2059325966,900,90,21
10045,2059325966,901,90,21
10046,2565435200,902,94,27
10046,2565435200,903,94,27
10046,2565435200,904,94,27
10046,2565435200,905,94,27
10046,2565435200,906,94,27
10046,2565435200,907,94,27
10046,2565435200,908,94,27
10046,2565435200,909,94,27
10046,2565435200,910,94,27
10046,2565435200,911,94,27
10046,2565435200,912,94,27
10046,2565435200,913,94,27
10046,2565435200,914,94,27
10046,2565435200,915,94,27
10046,x565435x00,916,95,1
10046,2565435200,917,94,27
10046,2565435200,918,94,27
10046,2565435200,919,94,27
10046,2565435200,920,94,27
10046,2565435200,921,94,27
10046,2565435200,922,94,27
10046,2565435200,923,94,27
10046,2565435200,924,94,27
10046,2565435200,925,94,27
10046,2565435200,926,94,27
10046,2565435200,927,94,27
10046,2565435200,928,94,27
10046,2565435200,929,94,27
10047,3343762205,930,96,24
10047,3343762205,931,96,24
10047,3343762205,932,96,24
1xx47,3343762205,933,97,1
10047,3343762205,934,96,24
10047,3343762205,935,96,24
10047,3343762205,936,96,24
10047,3343762205,937,96,24
10047,3343762205,938,96,24
10047,3343762205,939,96,24
10047,3343762205,940,96,24
10047,3343762205,941,96,24
10047,3343762205,942,96,24
10047,3343762205,943,96,24
10047,3343762205,944,96,24
10047,3343762205,945,96,24
10047,3343762205,946,96,24
10047,3343762205,947,96,24
10047,3343762205,948,96,24
10047,3343762205,949,96,24
10047,3343762205,950,96,24
10047,3343762205,951,96,24
10047,3343762205,952,96,24
10047,3343762205,953,96,24
10047,3343762205,954,96,24
1004x,3343470584,955,98,1
10049,3343470584,956,99,24
10049,3343470584,957,99,24
10049,3343470584,958,99,24
10049,3343470584,959,99,24
10049,3343470584,960,99,24
10049,3343470584,961,99,24
10049,3343470584,962,99,24
10049,3343470584,963,99,24
10049,3343470584,964,99,24
10049,3343470584,965,99,24
10049,3343470584,966,99,24
10049,3343470584,967,99,24
10049,3343470584,968,99,24
10049,3343470584,969,99,24
10049,3343470584,970,99,24
10049,3343470584,971,99,24
10049,3343470584,972,99,24
10049,3343470584,973,99,24
10049,3343470584,974,99,24
10049,3343470584,975,99,24
10049,3343470584,976,99,24
10049,3343470584,977,99,24
10049,3343470584,978,99,24
10049,3343470584,979,99,24
10050,2052743000,980,100,20
10050,2052743000,981,100,20
10050,2052743000,982,100,20
10050,2052743000,983,100,20
10050,2052743000,984,100,20
10050,2052743000,985,100,20
10050,2052743000,986,100,20
10050,2052743000,987,100,20
10050,2052743000,988,100,20
