id,original_index,unique_index
962338,432,432
972821,433,433
587024,434,434
49274,435,435
687404,436,436
858569,437,437
982590,438,438
853882,439,439
743989,440,440
71263,441,441
111970,442,442
941646,443,443
397190,444,444
98562,445,445
56014,446,446
911271,447,447
565528,448,448
951143,449,449
658707,450,450
84905,451,451
891370,452,452
697286,453,453
819701,454,454
855099,455,455
123492,456,456
226966,457,457
850788,458,458
811354,459,459
323305,460,460
485934,461,461
743602,462,462
960371,463,463
944668,464,464
873987,465,465
968211,466,466
299635,467,467
846319,468,468
263027,469,469
788168,470,470
146560,471,471
498344,472,472
385772,473,473
917417,474,474
517503,475,475
72325,476,476
516758,477,477
85920,478,478
145874,479,479
888553,480,480
889580,481,481
732272,482,482
351877,483,483
276000,484,484
378289,485,485
684476,486,486
467344,487,487
39687,488,488
697880,489,489
179093,490,490
539034,491,491
208435,492,492
556624,493,493
36253,494,494
422857,495,495
720372,496,496
863342,497,497
260745,498,498
941515,499,499
641972,500,500
699523,501,501
946112,502,502
958639,503,503
850418,504,504
125302,505,505
168889,506,506
63977,507,507
782211,508,508
473599,509,509
915463,510,510
476199,511,511
405141,512,512
213794,513,513
408902,514,514
89897,515,515
187552,516,516
144339,517,517
656518,518,518
925315,519,519
130308,520,520
237077,521,521
600827,522,522
851773,523,523
67292,524,524
129698,525,525
254327,526,526
556803,527,527
73792,528,528
484593,529,529
351700,530,530
105981,531,531
408198,532,532
30272,533,533
623367,534,534
13408,535,535
449003,536,536
299297,537,537
302268,538,538
592663,539,539
520843,540,540
460786,541,541
866131,542,542
751811,543,543
436781,544,544
796900,545,545
491837,546,546
893227,547,547
525874,548,548
26475,549,549
476191,550,550
719389,551,551
467318,552,552
268361,553,553
664795,554,554
102180,555,555
258486,556,556
961081,557,557
52681,558,558
828156,559,559
812757,560,560
713518,561,561
180977,562,562
828214,563,563
176160,564,564
677752,565,565
107417,566,566
141282,567,567
708911,568,568
621640,569,569
647583,570,570
361080,571,571
283168,572,572
52633,573,573
74821,574,574
373015,575,575
529562,576,576
574242,577,577
966388,578,578
919014,579,579
494428,580,580
55809,581,581
368651,582,582
423691,583,583
435904,584,584
407245,585,585
918698,586,586
209138,587,587
862844,588,588
875733,589,589
587683,590,590
927711,591,591
313584,592,592
161847,593,593
543292,594,594
248064,595,595
887041,596,596
314737,597,597
709094,598,598
327157,599,599
793206,600,600
361682,601,601
732256,602,602
636937,603,603
743394,604,604
592201,605,605
914007,606,606
208824,607,607
759501,608,608
506162,609,609
372697,610,610
609245,611,611
584706,612,612
822897,613,613
145770,614,614
24026,615,615
44484,616,616
379988,617,617
333862,618,618
779555,619,619
323860,620,620
646572,621,621
128182,622,622
252998,623,623
231933,624,624
683304,625,625
854628,626,626
117678,627,627
795170,628,628
783722,629,629
376103,630,630
505530,631,631
868618,632,632
503451,633,633
113363,634,634
944558,635,635
875250,636,636
786108,637,637
233544,638,638
163093,639,639
31763,640,640
949775,641,641
847600,642,642
638338,643,643
14077,644,644
453607,645,645
690793,646,646
799604,647,647
718091,648,648
935189,649,649
711472,650,650
660574,651,651
873322,652,652
774830,653,653
768192,654,654
950926,655,655
204215,656,656
129552,657,657
526825,658,658
56464,659,659
20641,660,660
706764,661,661
388872,662,662
681305,663,663
541739,664,664
558824,665,665
954980,666,666
896410,667,667
751168,668,668
303571,669,669
193059,670,670
416171,671,671
810153,672,672
164085,673,673
619668,674,674
490750,675,675
136068,676,676
198675,677,677
316114,678,678
626797,679,679
577842,680,680
811629,681,681
280418,682,682
757660,683,683
54163,684,684
65723,685,685
293974,686,686
247571,687,687
292980,688,688
38197,689,689
160820,690,690
876536,691,691
776197,692,692
45797,693,693
605277,694,694
749261,695,695
752305,696,696
179196,697,697
150198,698,698
894415,699,699
187769,700,700
556090,701,701
770589,702,702
450743,703,703
157566,704,704
589465,705,705
560120,706,706
107924,707,707
797967,708,708
265969,709,709
820508,710,710
446026,711,711
84941,712,712
558766,713,713
428909,714,714
110453,715,715
837546,716,716
82695,717,717
820059,718,718
771288,719,719
54202,720,720
888477,721,721
741279,722,722
64430,723,723
461657,724,724
240949,725,725
453909,726,726
222452,727,727
163839,728,728
696132,729,729
257990,730,730
332032,731,731
617801,732,732
480030,733,733
660499,734,734
355078,735,735
696985,736,736
826471,737,737
807737,738,738
875781,739,739
322953,740,740
123731,741,741
180588,742,742
440684,743,743
758629,744,744
964184,745,745
265490,746,746
463556,747,747
749844,748,748
300057,749,749
166521,750,750
292018,751,751
181456,752,752
668772,753,753
276001,754,754
788507,755,755
620483,756,756
433039,757,757
737167,758,758
744601,759,759
856471,760,760
570704,761,761
520153,762,762
259267,763,763
24381,764,764
827921,765,765
461204,766,766
482860,767,767
18298,768,768
365654,769,769
625306,770,770
572343,771,771
88262,772,772
663339,773,773
718292,774,774
245200,775,775
307302,776,776
217418,777,777
413717,778,778
62246,779,779
945021,780,780
649817,781,781
934327,782,782
546484,783,783
917231,784,784
887418,785,785
724055,786,786
63738,787,787
422739,788,788
97795,789,789
155127,790,790
100986,791,791
166179,792,792
740811,793,793
379577,794,794
658981,795,795
215650,796,796
521132,797,797
892609,798,798
366275,799,799
513630,800,800
605423,801,801
495319,802,802
733752,803,803
252118,804,804
903817,805,805
80799,806,806
385163,807,807
645061,808,808
164721,809,809
730721,810,810
439302,811,811
410748,812,812
133777,813,813
775428,814,814
497593,815,815
899060,816,816
424254,817,817
161290,818,818
746312,819,819
191138,820,820
743819,821,821
193292,822,822
91852,823,823
663526,824,824
382853,825,825
1266,826,826
407082,827,827
411673,828,828
382297,829,829
414396,830,830
635082,831,831
446599,832,832
376525,833,833
637323,834,834
153797,835,835
470179,836,836
9325,837,837
294719,838,838
38130,839,839
455697,840,840
518335,841,841
503528,842,842
503354,843,843
176844,844,844
820549,845,845
250975,846,846
37173,847,847
641251,848,848
302179,849,849
627882,850,850
264151,851,851
711975,852,852
12554,853,853
564924,854,854
364080,855,855
727134,856,856
356635,857,857
272721,858,858
979725,859,859
470615,860,860
71351,861,861
793299,862,862
673560,863,863
258181,864,864
11709,865,865
603381,866,866
570263,867,867
395807,868,868
149836,869,869
813023,870,870
691035,871,871
801512,872,872
121133,873,873
82486,874,874
136032,875,875
131606,876,876
448384,877,877
57286,878,878
622636,879,879
107979,880,880
252990,881,881
861475,882,882
503159,883,883
325081,884,884
399134,885,885
315951,886,886
98479,887,887
673307,888,888
730754,889,889
953002,890,890
246067,891,891
161814,892,892
8529,893,893
198813,894,894
535901,895,895
15325,896,896
162189,897,897
434500,898,898
197174,899,899
6786,900,900
309274,901,901
672671,902,902
819735,903,903
21599,904,904
980682,905,905
547657,906,906
682676,907,907
820238,908,908
82540,909,909
776189,910,910
422951,911,911
228622,912,912
514759,913,913
26216,914,914
164517,915,915
973603,916,916
345575,917,917
304082,918,918
33728,919,919
109595,920,920
772026,921,921
424870,922,922
904168,923,923
916713,924,924
819804,925,925
892141,926,926
409335,927,927
166779,928,928
720526,929,929
513503,930,930
83012,931,931
438681,932,932
317155,933,933
261121,934,934
296269,935,935
960478,936,936
741988,937,937
589265,938,938
931944,939,939
305933,940,940
360693,941,941
772745,942,942
683893,943,943
168157,944,944
97775,945,945
740227,946,946
449419,947,947
456934,948,948
134738,949,949
66579,950,950
557824,951,951
215820,952,952
658982,953,953
272806,954,954
773090,955,955
500618,956,956
385346,957,957
938092,958,958
383183,959,959
889260,960,960
392576,961,961
209012,962,962
961006,963,963
786558,964,964
35875,965,965
882786,966,966
332926,967,967
109843,968,968
820688,969,969
817811,970,970
855970,971,971
643856,972,972
482584,973,973
553088,974,974
575935,975,975
450760,976,976
160121,977,977
471093,978,978
84783,979,979
894794,980,980
481173,981,981
946487,982,982
685456,983,983
6028,984,984
48202,985,985
558738,986,986
908011,987,987
260738,988,988
979155,989,989
752075,990,990
670823,991,991
73289,992,992
426134,993,993
255382,994,994
979472,995,995
814758,996,996
226417,997,997
968815,998,998
734259,999,999
