ZipCode,CountyName,original_index,unique_index
35235,jefferson,208,19
35235,jefferson,209,19
35235,jefferson,210,19
35235,jefferson,211,19
35235,jefferson,212,19
35235,jefferson,213,19
35235,jefferson,214,19
35235,jefferson,215,19
35235,jeffersxn,216,21
35235,jefferson,217,19
35235,jefferson,218,19
35968,de kalb,219,22
35968,de kalb,220,22
35968,dx kalb,221,23
35968,de kalb,222,22
35968,xe kalb,223,24
35968,de kalb,224,22
35968,de kalb,225,22
35968,de kalb,226,22
35968,dx kalb,227,23
35968,de kalb,228,22
35968,de kalb,229,22
35968,de kalb,230,22
35968,de kalb,231,22
359x8,de kalb,232,25
35968,de kalb,233,22
35968,de kalb,234,22
35968,de kalb,235,22
35968,de kalb,236,22
35968,de kalb,237,22
35968,xe kalb,238,24
35968,de kalb,239,22
35968,de kalb,240,22
35968,de kalb,241,22
35968,de kalb,242,22
35968,de kalb,243,22
36784,clarke,244,26
36784,clarke,245,26
36784,clarke,246,26
36784,clarke,247,26
36784,clarke,248,26
36784,clarke,249,26
36784,clarke,250,26
36784,clarke,251,26
36784,xlarke,252,27
36784,clarke,253,26
36784,clarke,254,26
36784,clarke,255,26
36784,clarke,256,26
36784,clarke,257,26
36784,clarke,258,26
36784,clarke,259,26
36784,clarke,260,26
36784,clarke,261,26
36784,clarke,262,26
36784,clarke,263,26
36784,clarke,264,26
36784,clarke,265,26
36784,clarke,266,26
x6784,clarke,267,28
36784,clarke,268,26
35007,shelby,269,29
35007,shelby,270,29
35007,shelby,271,29
35007,shelby,272,29
35007,shelby,273,29
35007,shelby,274,29
35007,shelby,275,29
35007,shelby,276,29
35007,shelby,277,29
35007,shelby,278,29
35007,shelby,279,29
35007,shelby,280,29
35007,shelby,281,29
35007,shelby,282,29
3x007,shelby,283,30
35007,shelby,284,29
35007,shelby,285,29
35007,shelby,286,29
35007,shelby,287,29
35007,shelby,288,29
35007,shelby,289,29
x5007,shelby,290,31
35007,shelby,291,29
35007,shelby,292,29
35007,shelby,293,29
35233,jefferson,294,0
35233,jefferson,295,0
35233,jefferson,296,0
35233,jefferson,297,0
35233,jefferson,298,0
35233,jefferson,299,0
35233,jefferson,300,0
35233,jefferson,301,0
35233,jefferson,302,0
35233,jefferson,303,0
35233,jefferson,304,0
35233,jefferson,305,0
35233,jefferson,306,0
35233,jefferson,307,0
35233,jefferson,308,0
35233,jefferson,309,0
35233,jefferson,310,0
36201,calhoun,311,32
36201,calhoxn,312,33
36201,calhoun,313,32
36201,calhoun,314,32
36201,calhoun,315,32
36201,calhoun,316,32
36201,calhoun,317,32
36201,calhoun,318,32
36201,calhoun,319,32
36201,calhoun,320,32
36201,calhoun,321,32
36201,calhoun,322,32
36201,calhoun,323,32
36201,caxhoun,324,34
36x01,calhoun,325,35
36201,calhoun,326,32
36201,calhoun,327,32
36201,calhoun,328,32
36201,calhoun,329,32
36201,calhoun,330,32
36305,houston,331,36
3x305,houston,332,37
36305,houston,333,36
36305,houston,334,36
36305,houston,335,36
36305,houston,336,36
36305,houston,337,36
36305,houston,338,36
36305,houston,339,36
x6x05,houston,340,38
36305,houston,341,36
36305,houston,342,36
36305,houston,343,36
36305,houston,344,36
36305,houston,345,36
36305,housxon,346,39
36305,houston,347,36
35205,jefferson,348,40
35205,jefferson,349,40
35205,jefferson,350,40
35205,jefferson,351,40
35205,jefferson,352,40
35609,morgan,353,41
35594,marion,354,42
35594,marion,355,42
35594,marion,356,42
35594,marion,357,42
35594,marion,358,42
35594,marion,359,42
35594,marion,360,42
35594,marion,361,42
35594,marion,362,42
35594,marion,363,42
35594,marion,364,42
35594,marion,365,42
3xx94,marion,366,43
35594,marion,367,42
35594,marion,368,42
35594,marion,369,42
35594,marion,370,42
35594,marion,371,42
35594,marion,372,42
35594,marion,373,42
35594,marion,374,42
3xx94,marion,375,43
35594,marion,376,42
35594,marion,377,42
35594,marion,378,42
36617,mobile,379,44
36617,mobile,380,44
36617,mobile,381,44
36617,mobile,382,44
36617,mobile,383,44
36617,mobile,384,44
36617,mobile,385,44
36617,mobile,386,44
36617,mobile,387,44
36617,mobile,388,44
36617,mobile,389,44
36617,mobile,390,44
36617,mobile,391,44
36067,autauga,392,45
36067,autauga,393,45
36067,autauga,394,45
36067,autauga,395,45
36067,autauga,396,45
36067,autauga,397,45
36067,autauga,398,45
36067,autauga,399,45
36067,autauga,400,45
36067,autauga,401,45
36067,autauga,402,45
36067,autauga,403,45
36067,autauga,404,45
36067,autauga,405,45
3x0x7,autauga,406,46
36067,autauga,407,45
36067,autauga,408,45
36067,autauga,409,45
36067,autauga,410,45
36067,autauga,411,45
35653,franklin,412,47
35653,franklin,413,47
35150,talladega,414,48
35150,tallaxega,415,49
35150,talladega,416,48
35150,talladega,417,48
35150,talladega,418,48
35150,talladega,419,48
x5150,talladega,420,50
35150,talladega,421,48
35150,talladega,422,48
35150,talladega,423,48
35150,talladega,424,48
35150,talladega,425,48
35150,talladega,426,48
35150,talladega,427,48
3x1x0,talladega,428,51
35150,talladega,429,48
35150,talladega,430,48
35150,talladega,431,48
99508,anchorage,432,52
99508,anchorage,433,52
99508,anchorage,434,52
99508,anchorage,435,52
99508,anchorage,436,52
99508,anchorage,437,52
99508,anchorage,438,52
99508,anchorage,439,52
99508,anchorage,440,52
99508,anchorage,441,52
99508,anchorage,442,52
99508,anchorage,443,52
99508,anchorage,444,52
99508,anchorage,445,52
99508,anchorage,446,52
99508,anchorage,447,52
99508,anchorage,448,52
99508,anchorage,449,52
99559,bethel,450,53
99559,bethel,451,53
35660,jefferson,452,1
35660,jefferson,453,1
35660,jefferson,454,1
35660,jefferson,455,1
35660,jxffxrson,456,54
35660,xefferson,457,55
35660,jefferson,458,1
35660,jefferson,459,1
35660,jefferson,460,1
35660,jefferson,461,1
35660,jefferson,462,1
35660,jefferson,463,1
35660,jefferson,464,1
35660,jexxerson,465,56
36360,dale,466,57
36360,dale,467,57
36360,dale,468,57
36360,dale,469,57
36360,dale,470,57
36360,dale,471,57
36360,dale,472,57
36360,dale,473,57
36360,dale,474,57
36360,dale,475,57
36360,dale,476,57
36360,dale,477,57
36360,dale,478,57
36360,dale,479,57
36360,dale,480,57
36360,dale,481,57
36360,dale,482,57
36360,dale,483,57
36360,dale,484,57
36360,dale,485,57
36360,dale,486,57
36360,dale,487,57
36360,dale,488,57
36360,dale,489,57
x6x60,dale,490,58
35960,cherokee,491,59
35960,cherokee,492,59
35960,cherokee,493,59
35960,cherokee,494,59
35960,cherokee,495,59
35960,cherokee,496,59
35960,cherokee,497,59
35960,cherokee,498,59
x5960,cherokee,499,60
35960,cherokee,500,59
35960,cherokee,501,59
35960,chxrokxx,502,61
35960,cherokee,503,59
35960,cherokee,504,59
35960,cherokee,505,59
35960,cherokee,506,59
35960,cherokee,507,59
35960,cherokee,508,59
35960,cherokee,509,59
35960,cherokee,510,59
35960,cherokee,511,59
35960,cherokee,512,59
35960,chxrokxx,513,61
35960,cherokee,514,59
35960,cherokee,515,59
36116,montgomery,516,62
36116,montgomery,517,62
36116,montgomery,518,62
36116,montgomery,519,62
36116,montgomery,520,62
36116,montgomery,521,62
36116,montgomery,522,62
36116,montgomery,523,62
36116,montgomery,524,62
36116,montgomery,525,62
36116,montgomery,526,62
36116,monxgomery,527,63
36116,montgomery,528,62
36116,montgomery,529,62
36116,montgomery,530,62
36116,montgomery,531,62
36116,montgomery,532,62
36116,montgomery,533,62
36116,montgomery,534,62
36116,montgomery,535,62
36116,montgomery,536,62
36116,montgomery,537,62
36116,montgomery,538,62
36116,montgomery,539,62
36116,montgomexy,540,64
36106,montgomery,541,65
36106,montgomery,542,65
36106,montgomery,543,65
3x10x,montgomery,544,66
36106,montgomery,545,65
36106,montgomery,546,65
36106,montgomery,547,65
36106,montgomery,548,65
36106,montgomery,549,65
36106,montgomery,550,65
36106,monxgomery,551,67
36106,montgomery,552,65
36106,montgomery,553,65
36106,montgomery,554,65
36106,montgomery,555,65
36106,montgomery,556,65
36106,montgomery,557,65
36106,montgomery,558,65
36106,montgomery,559,65
36106,montgomery,560,65
36106,montgomery,561,65
36106,montgomery,562,65
36106,montgomery,563,65
36106,montgomery,564,65
36106,montgomery,565,65
36854,chambers,566,68
36854,chambers,567,68
36854,chambers,568,68
36854,chambers,569,68
36854,chambers,570,68
36854,chambers,571,68
36854,chambers,572,68
36854,chambers,573,68
36854,chambers,574,68
36854,chambers,575,68
36854,chambers,576,68
36854,chambers,577,68
36854,xhambers,578,69
36854,chambers,579,68
36854,chambers,580,68
36854,chambers,581,68
36854,chambers,582,68
36854,chambers,583,68
36854,chambers,584,68
36854,chambers,585,68
36854,chambers,586,68
36854,chambers,587,68
36854,chambers,588,68
36854,chambers,589,68
36854,chaxbers,590,70
36323,coffee,591,71
36323,coffee,592,71
36323,coffee,593,71
36323,coffee,594,71
36323,coffee,595,71
36323,coffee,596,71
36323,coffee,597,71
36323,coffee,598,71
36323,coffee,599,71
36323,coffee,600,71
36323,coffee,601,71
36323,coffxx,602,72
36323,coffee,603,71
36323,coffee,604,71
36323,coffee,605,71
36323,coffee,606,71
36323,coffee,607,71
36323,coffee,608,71
36323,coffee,609,71
36323,coffee,610,71
36323,coffee,611,71
36323,coffee,612,71
36323,coffee,613,71
36323,coffee,614,71
36323,coffee,615,71
36801,lee,616,73
36801,lee,617,73
36801,lee,618,73
36801,lee,619,73
36801,lee,620,73
36801,lee,621,73
36801,lee,622,73
36801,lee,623,73
36801,lee,624,73
36801,lee,625,73
36801,lee,626,73
36801,lee,627,73
36801,lee,628,73
36801,lee,629,73
36801,lee,630,73
36801,lee,631,73
36801,lee,632,73
36801,xee,633,74
36801,lee,634,73
36801,lee,635,73
36801,lee,636,73
36801,lee,637,73
36801,lee,638,73
36801,lee,639,73
36801,lee,640,73
36278,randolph,641,75
36278,randolph,642,75
36278,randolph,643,75
36278,randolph,644,75
36278,randolph,645,75
36278,randolph,646,75
36278,randolph,647,75
36278,randolph,648,75
36278,randolph,649,75
36278,randolph,650,75
36278,randolph,651,75
36278,randolph,652,75
36278,randolph,653,75
36278,randolph,654,75
36278,randolph,655,75
36278,randolph,656,75
36278,randolph,657,75
36278,randolph,658,75
36278,randolph,659,75
36278,randolph,660,75
36278,randolph,661,75
36278,randolph,662,75
36278,randolph,663,75
36278,randolph,664,75
36278,randolph,665,75
35233,jefferson,666,0
35233,jefferson,667,0
35233,jefferson,668,0
35233,jefferson,669,0
35233,jefferson,670,0
35233,jefferson,671,0
35233,jxffxrson,672,76
35233,jefferson,673,0
35233,jefferson,674,0
35233,jefferson,675,0
35233,jefferson,676,0
35233,jefferson,677,0
35233,jefferson,678,0
3x233,jefferson,679,77
35233,jefferson,680,0
35233,jefferson,681,0
35233,jefferson,682,0
35233,jefferson,683,0
35233,jefferson,684,0
x52xx,jefferson,685,78
35233,jefferson,686,0
35233,jefferson,687,0
35233,jefferson,688,0
35233,jexxerson,689,79
35233,jefferson,690,0
36078,elmore,691,80
36078,elmoxe,692,81
36078,elmore,693,80
36078,elmore,694,80
36078,elmore,695,80
36078,elmore,696,80
36078,elmore,697,80
36078,elxore,698,82
36078,elmore,699,80
36078,elmore,700,80
36078,elmore,701,80
36078,elmore,702,80
36078,elmore,703,80
36078,elmore,704,80
36078,elmore,705,80
36078,elmore,706,80
36078,elmore,707,80
36078,elmore,708,80
36078,elmore,709,80
36x78,elmore,710,83
36078,elmore,711,80
36078,elmore,712,80
36078,elmore,713,80
36078,elmore,714,80
36078,elmore,715,80
35058,cullman,716,84
35058,cullman,717,84
35058,cullman,718,84
35058,cullman,719,84
35058,cullman,720,84
35058,cullman,721,84
35058,cxllman,722,85
35058,cullman,723,84
35058,cullman,724,84
35058,cullman,725,84
35058,cullman,726,84
35058,cullman,727,84
35058,cullman,728,84
35058,cullman,729,84
35058,cxllman,730,85
35058,cullman,731,84
35058,cullman,732,84
35058,cullman,733,84
35058,cullman,734,84
35058,cullman,735,84
35058,cullman,736,84
35058,cullman,737,84
35058,cullman,738,84
35058,cullman,739,84
35058,cullman,740,84
36420,covington,741,86
36420,covington,742,86
36420,covington,743,86
36420,covington,744,86
36420,covington,745,86
36420,covington,746,86
36420,covington,747,86
36420,covington,748,86
36420,covington,749,86
3642x,covington,750,87
36420,covington,751,86
36420,coxington,752,88
36420,covington,753,86
36420,covington,754,86
36420,covington,755,86
36420,covington,756,86
36420,covington,757,86
36420,covington,758,86
36420,covington,759,86
36420,covington,760,86
36420,covington,761,86
36420,covington,762,86
36420,covington,763,86
36420,covington,764,86
36420,covington,765,86
36201,calhoun,766,32
36201,calhoun,767,32
36201,calhoun,768,32
36201,calhoun,769,32
36201,calhoun,770,32
36201,calhoun,771,32
36201,calhoun,772,32
36201,calhoun,773,32
35801,madison,774,89
35801,madison,775,89
35801,madison,776,89
35801,madison,777,89
35801,madison,778,89
35801,madison,779,89
35801,madison,780,89
35801,madison,781,89
35801,madison,782,89
35801,madison,783,89
35801,madison,784,89
35801,madisxn,785,90
35801,madison,786,89
35801,madison,787,89
35801,madison,788,89
35801,madison,789,89
35801,madison,790,89
35801,madison,791,89
35801,madison,792,89
35801,madison,793,89
35801,madison,794,89
35801,madison,795,89
35801,madison,796,89
35801,madison,797,89
35801,madisox,798,91
35801,madison,799,89
35801,madison,800,89
35801,madison,801,89
35903,etowah,802,92
35903,etowah,803,92
35903,etowah,804,92
35903,etowah,805,92
35903,etowah,806,92
35903,etowah,807,92
35903,etowah,808,92
35903,etowah,809,92
35903,etowah,810,92
35903,etowah,811,92
35903,etowah,812,92
35903,etowah,813,92
35903,etowah,814,92
x590x,etowah,815,93
35903,etowah,816,92
35903,etowah,817,92
35903,etowah,818,92
35903,etowah,819,92
35903,etowah,820,92
35903,etowah,821,92
35903,etowah,822,92
35903,etowah,823,92
35903,etowah,824,92
35903,etowah,825,92
35903,etowah,826,92
35045,chilton,827,94
35045,chilton,828,94
35045,chilton,829,94
35045,chilton,830,94
35045,chilton,831,94
35045,chilton,832,94
35045,chilton,833,94
35045,chilton,834,94
35045,chilton,835,94
35045,chilton,836,94
35045,chilton,837,94
35045,chilton,838,94
35045,chilton,839,94
35045,chilton,840,94
35045,chilton,841,94
35045,chilton,842,94
35045,chilton,843,94
35045,chilton,844,94
35045,chilton,845,94
35045,chilton,846,94
35045,chilton,847,94
35045,chilton,848,94
35045,chilton,849,94
35045,chilton,850,94
35045,chilton,851,94
35570,marion,852,95
35570,marion,853,95
35570,marion,854,95
35570,marion,855,95
35570,marion,856,95
35570,marion,857,95
35570,marion,858,95
35570,marion,859,95
35570,marion,860,95
35570,marion,861,95
35570,marion,862,95
35570,marion,863,95
35570,marion,864,95
35570,marion,865,95
35570,marion,866,95
35570,marion,867,95
35570,marion,868,95
35570,marion,869,95
35570,marion,870,95
35570,marion,871,95
35570,marion,872,95
35570,marion,873,95
35570,marion,874,95
35570,marion,875,95
35570,marion,876,95
35555,fayette,877,96
35555,fayette,878,96
35555,fayette,879,96
35555,fayette,880,96
35555,fayette,881,96
35555,fayette,882,96
35555,fayette,883,96
35555,fayette,884,96
35555,fayette,885,96
35555,fayette,886,96
35555,fayette,887,96
35555,fayette,888,96
35555,fayette,889,96
35555,fayette,890,96
35555,fayette,891,96
35555,fayette,892,96
35555,fayette,893,96
35555,fayette,894,96
35555,fayexxe,895,97
35555,fayette,896,96
35555,fayette,897,96
35555,fayette,898,96
35555,fayette,899,96
35555,fayette,900,96
35555,fayette,901,96
35901,etowah,902,98
35901,etowah,903,98
35901,etowah,904,98
35901,etowah,905,98
35901,etowah,906,98
35901,etowah,907,98
35901,etowah,908,98
35901,etowah,909,98
35901,etowah,910,98
35901,etowah,911,98
35901,etowah,912,98
35901,etowah,913,98
35901,etowah,914,98
35901,etowah,915,98
35901,etowah,916,98
35901,etowxh,917,99
35901,etowah,918,98
35901,etowah,919,98
35901,etowah,920,98
35901,etowah,921,98
35901,etowah,922,98
3590x,etowah,923,100
35901,etowah,924,98
35901,etowah,925,98
35901,etowah,926,98
35901,etowah,927,98
35901,etowah,928,98
35901,etowah,929,98
36033,butler,930,101
36033,butler,931,101
36033,butler,932,101
36033,butler,933,101
36033,butler,934,101
36033,butler,935,101
36033,butler,936,101
36033,butler,937,101
36033,butler,938,101
36033,butler,939,101
36033,butler,940,101
36033,butler,941,101
36033,butler,942,101
36033,butxer,943,102
36033,butler,944,101
36033,butler,945,101
36033,butler,946,101
36033,butler,947,101
36033,butler,948,101
36033,butler,949,101
36033,butler,950,101
36033,butler,951,101
36033,butler,952,101
36033,butler,953,101
36033,butler,954,101
36330,coffee,955,103
36330,coffee,956,103
36330,coffee,957,103
36330,coffee,958,103
36330,coffee,959,103
36330,coffee,960,103
36330,coffee,961,103
36330,coffee,962,103
36330,coffee,963,103
36330,coffee,964,103
36330,coffee,965,103
36330,cxffee,966,104
36330,coffee,967,103
36330,coffee,968,103
36330,coffee,969,103
36330,coffee,970,103
36330,coffee,971,103
36330,coffee,972,103
36330,coffee,973,103
36330,coffee,974,103
36330,coffee,975,103
36330,coffee,976,103
36330,coffee,977,103
36330,coffee,978,103
36330,coffee,979,103
35121,blount,980,105
35121,blount,981,105
35121,blount,982,105
35121,blount,983,105
35121,blount,984,105
35121,blount,985,105
35121,blount,986,105
35121,blount,987,105
35121,blount,988,105
35121,blount,989,105
35121,blount,990,105
35121,blount,991,105
35121,blount,992,105
35121,blount,993,105
35121,blount,994,105
35121,blount,995,105
35121,blount,996,105
35121,blount,997,105
35121,blount,998,105
35121,blount,999,105
