RatingCount,original_index,unique_index
"1,930",209,206
"7,064",210,207
"4,612",211,208
"249,318",212,209
"3,226",213,210
"139,831",214,211
"327,360",215,212
"135,403",216,213
"36,490",217,214
"1,612",218,215
"12,692",219,216
"1,416",220,217
52,221,218
"1,061",222,219
"10,949",223,220
"5,826",224,221
"5,578",225,222
"9,432",226,223
"1,300",227,224
"2,145",228,225
"3,467",229,226
826,230,227
464,231,228
"1,234",232,229
"9,818",233,230
"3,009",234,231
122,235,232
239,236,233
"1,584",237,234
"56,945",238,235
"1,044",239,236
"4,920",240,237
"263,441",241,238
"67,925",242,239
"180,652",243,240
"257,100",244,241
"68,776",245,242
"77,466",246,243
"258,437",247,244
"1,070",248,245
"42,533",249,246
"128,005",250,247
"36,160",251,248
804,252,249
216,253,250
594,254,251
"1,617",255,252
"161,191",256,253
"169,343",257,254
"159,465",258,255
"65,340",259,256
"34,316",260,257
461,261,258
"25,273",262,259
"202,803",263,260
,264,29
68,265,261
197,266,262
"225,665",267,263
"265,291",268,264
663,269,265
790,270,266
638,271,267
781,272,268
"1,277",273,269
"1,657",274,270
,275,29
70,276,271
"2,611",277,272
"13,064",278,273
"14,503",279,274
"20,766",280,275
"37,426",281,276
"51,021",282,277
"47,450",283,278
"12,608",284,279
"6,956",285,280
"50,361",286,281
"36,302",287,282
"248,241",288,283
"162,343",289,284
"282,420",290,285
"136,443",291,286
"115,631",292,287
"4,992",293,288
"192,698",294,289
"607,376",295,290
"643,673",296,291
"135,914",297,292
"150,676",298,293
"150,239",299,294
"113,941",300,295
"35,168",301,296
"63,078",302,297
"89,049",303,298
"121,416",304,299
"159,364",305,300
"135,559",306,301
"279,650",307,302
"154,165",308,303
"165,153",309,304
"480,946",310,305
"624,108",311,306
"408,904",312,307
"286,834",313,308
,314,29
"19,163",315,309
191,316,310
"33,428",317,311
"1,107",318,312
934,319,313
"6,004",320,314
"8,148",321,315
"4,472",322,316
"10,257",323,317
"16,826",324,318
"25,868",325,319
"73,220",326,320
"17,205",327,321
"1,261",328,322
"57,679",329,323
"42,363",330,324
"93,447",331,325
"6,841",332,326
"13,371",333,327
"10,830",334,328
"41,095",335,329
"25,417",336,330
"179,928",337,331
"54,594",338,332
"10,956",339,333
"7,237",340,334
"6,657",341,335
"6,247",342,336
"34,634",343,337
"138,656",344,338
"50,713",345,339
"34,947",346,340
"25,743",347,341
"172,604",348,342
"168,874",349,343
"14,490",350,344
"103,371",351,345
"188,085",352,346
"50,295",353,347
"171,212",354,348
"77,343",355,349
"115,699",356,350
"89,960",357,351
66,358,352
525,359,353
"125,861",360,354
"165,676",361,355
"90,993",362,356
"4,858",363,357
"1,854",364,358
350,365,359
"3,895",366,360
"8,326",367,361
"7,003",368,362
"1,581",369,363
"1,925",370,364
"10,282",371,365
840,372,366
"4,462",373,367
"1,011",374,368
"21,802",375,369
"8,411",376,370
"3,497",377,371
"53,037",378,372
"98,977",379,373
"141,346",380,374
"3,670",381,375
"206,357",382,376
271,383,377
712,384,378
550,385,379
"3,169",386,380
"46,682",387,381
"1,216",388,382
"1,068",389,383
903,390,384
"10,650",391,385
765,392,386
376,393,387
"21,992",394,388
"7,298",395,389
929,396,390
"10,816",397,391
"12,444",398,392
"18,395",399,393
"25,996",400,394
"55,348",401,395
"39,087",402,396
"20,663",403,397
"21,428",404,398
"10,457",405,399
"67,024",406,400
"396,107",407,401
"352,890",408,402
"178,234",409,403
"286,229",410,404
"175,056",411,405
"101,329",412,406
"63,886",413,407
"234,929",414,408
"201,892",415,409
"96,301",416,410
"192,976",417,411
"117,373",418,412
"199,880",419,413
"82,240",420,414
"83,102",421,415
"147,357",422,416
"190,941",423,417
"161,797",424,418
"250,925",425,419
"227,278",426,420
"92,257",427,421
"167,568",428,422
"436,600",429,423
"244,558",430,424
"6,381",431,425
"1,039",432,426
594,433,251
388,434,427
"6,298",435,428
"5,239",436,429
"47,341",437,430
30,438,431
125,439,432
365,440,433
"5,458",441,434
"5,203",442,435
"26,170",443,436
71,444,437
177,445,438
"8,717",446,439
"4,991",447,440
603,448,441
210,449,442
845,450,443
239,451,233
"1,847",452,444
"3,551",453,445
"10,461",454,446
"23,554",455,447
"6,825",456,448
,457,29
877,458,449
380,459,450
"13,034",460,451
"59,902",461,452
"1,337",462,453
377,463,454
341,464,455
"115,994",465,456
"219,415",466,457
365,467,433
"1,176",468,458
725,469,459
270,470,460
36,471,461
"6,213",472,462
"3,162",473,463
499,474,464
"1,616",475,465
"6,428",476,466
13,477,467
16,478,193
265,479,468
,480,29
"73,886",481,469
99,482,470
"55,174",483,471
"15,971",484,472
"239,590",485,473
"16,300",486,474
"17,462",487,475
26,488,476
"14,042",489,477
"20,422",490,478
"17,159",491,479
"18,787",492,480
835,493,481
"1,448",494,482
"1,585",495,483
684,496,484
550,497,379
369,498,485
"1,060",499,486
"1,924",500,487
"12,649",501,488
"97,703",502,489
"202,278",503,490
"21,607",504,491
"1,185",505,492
221,506,493
"239,219",507,494
"277,254",508,495
"501,103",509,496
"107,128",510,497
"4,907",511,498
356,512,499
"4,135",513,500
348,514,501
"10,294",515,502
"6,159",516,503
"1,376",517,504
615,518,505
"140,842",519,506
"9,152",520,507
647,521,508
"241,909",522,509
"2,249",523,510
"3,638",524,511
438,525,512
"1,137",526,513
"13,275",527,514
"62,955",528,515
"260,349",529,516
"28,303",530,517
"47,491",531,518
"275,450",532,519
"17,275",533,520
"882,472",534,521
"5,369",535,522
"46,678",536,523
"68,292",537,524
"31,255",538,525
"33,113",539,526
"107,229",540,527
"1,407",541,528
"5,453",542,529
"3,548",543,530
"103,442",544,531
"14,503",545,274
"8,423",546,532
"7,077",547,533
"24,713",548,534
175,549,535
"46,753",550,536
"2,814",551,537
"4,972",552,538
"7,716",553,539
26,554,476
327,555,540
"13,938",556,541
"31,153",557,542
"14,847",558,543
"14,322",559,544
"24,156",560,545
729,561,546
"1,045",562,547
"8,597",563,548
"1,079",564,549
,565,29
"5,191",566,550
"2,968",567,551
"82,674",568,552
"27,270",569,553
"130,607",570,554
"106,241",571,555
"123,724",572,556
,573,29
"4,083",574,557
"49,329",575,558
"2,292",576,559
"42,359",577,560
"43,506",578,561
"54,788",579,562
"85,985",580,563
"32,036",581,564
"71,337",582,565
"163,913",583,566
"202,329",584,567
"38,126",585,568
"178,988",586,569
"401,188",587,570
464,588,228
"15,121",589,571
"15,651",590,572
"8,179",591,573
"9,591",592,574
"4,434",593,575
"167,643",594,576
"155,521",595,577
"71,605",596,578
"70,519",597,579
"269,574",598,580
"344,157",599,581
"367,681",600,582
"1,259",601,583
671,602,584
"1,050",603,585
141,604,586
144,605,587
632,606,588
"1,267",607,589
"23,886",608,590
513,609,591
782,610,592
301,611,593
221,612,493
"1,583",613,594
913,614,72
199,615,595
"1,274",616,596
625,617,597
"4,377",618,598
51,619,599
"4,853",620,600
"1,106,451",621,601
"89,118",622,602
"42,319",623,603
"36,794",624,604
106,625,605
"1,429",626,606
"42,419",627,607
"350,813",628,608
"607,339",629,609
"37,813",630,610
"231,752",631,611
"1,892",632,612
967,633,78
"33,787",634,613
"8,130",635,614
"10,783",636,615
"14,671",637,616
"1,804",638,617
"4,727",639,618
764,640,619
"9,179",641,620
"18,461",642,621
"2,367",643,622
"45,988",644,623
"4,758",645,624
724,646,3
"97,241",647,625
"30,191",648,626
"99,577",649,627
"44,573",650,628
"3,639",651,629
"2,093",652,630
"916,883",653,631
338,654,632
128,655,633
155,656,634
"12,711",657,635
"151,534",658,636
"66,043",659,637
"7,482",660,638
"65,661",661,639
"34,079",662,640
"19,853",663,641
470,664,642
"2,328",665,643
"5,214",666,644
"90,034",667,645
"1,176",668,458
"224,997",669,646
"125,983",670,647
"82,612",671,648
818,672,649
"1,359",673,650
710,674,651
10,675,652
"1,374",676,653
"1,564",677,654
"3,483",678,655
"1,733",679,656
"2,119",680,657
261,681,80
"1,859",682,658
749,683,659
"49,711",684,660
"13,772",685,661
"5,362",686,662
"1,382",687,663
579,688,664
"27,268",689,665
"1,029",690,666
"75,609",691,667
897,692,668
"131,717",693,669
"128,063",694,670
"2,545",695,671
942,696,672
"152,212",697,673
"535,487",698,674
"463,740",699,675
"27,960",700,676
"29,602",701,677
"444,494",702,678
"3,245",703,679
667,704,680
843,705,681
960,706,682
663,707,265
715,708,683
"1,515",709,684
"7,502",710,685
"2,007",711,686
"83,542",712,687
62,713,688
398,714,689
"2,331",715,690
"1,544",716,691
"1,314",717,692
"10,636",718,693
899,719,694
586,720,695
43,721,696
163,722,697
275,723,698
"54,022",724,699
"88,673",725,700
"185,695",726,701
"198,625",727,702
"115,468",728,703
"114,299",729,704
"68,929",730,705
"196,873",731,706
"185,327",732,707
"142,901",733,708
"268,942",734,709
"204,128",735,710
"5,909",736,711
"1,186",737,712
"1,969",738,713
582,739,714
"1,041",740,715
848,741,716
913,742,72
226,743,717
453,744,718
,745,29
"1,278",746,719
97,747,720
106,748,605
"1,708",749,721
507,750,722
678,751,723
254,752,724
143,753,725
"11,371",754,726
"15,401",755,727
"11,408",756,728
79,757,729
"50,370",758,730
"8,383",759,731
"2,693",760,732
395,761,733
"72,323",762,734
642,763,735
"85,998",764,736
926,765,737
"149,536",766,738
,767,29
"59,073",768,739
"3,109",769,740
396,770,741
"3,930",771,742
"69,685",772,743
"30,188",773,744
"57,011",774,745
67,775,746
99,776,470
,777,29
"4,342",778,747
"116,179",779,748
"79,278",780,749
"2,057",781,750
"31,689",782,751
272,783,752
"2,398",784,753
"99,666",785,754
"3,657",786,755
"23,855",787,756
166,788,757
"129,923",789,758
"112,083",790,759
"20,231",791,760
"17,749",792,761
600,793,762
171,794,763
"136,875",795,764
"98,316",796,765
"33,256",797,766
"37,426",798,276
"2,747",799,767
"72,840",800,768
"6,758",801,769
"2,242",802,770
28,803,771
27,804,772
21,805,131
27,806,772
"120,330",807,773
,808,29
35,809,774
702,810,775
"27,510",811,776
"34,865",812,777
"91,249",813,778
"50,544",814,779
"46,733",815,780
"76,006",816,781
"205,985",817,782
"130,102",818,783
"56,815",819,784
"135,719",820,785
"156,530",821,786
"473,927",822,787
"244,291",823,788
"152,140",824,789
"56,029",825,790
"79,747",826,791
"134,478",827,792
"130,051",828,793
"156,796",829,794
"73,004",830,795
"93,311",831,796
"28,516",832,797
"24,569",833,798
"53,094",834,799
"20,197",835,800
"171,537",836,801
153,837,802
"50,538",838,803
"50,178",839,804
"27,642",840,805
"64,127",841,806
33,842,807
"260,844",843,808
"255,747",844,809
"371,529",845,810
"242,487",846,811
"187,946",847,812
"13,653",848,813
"8,431",849,814
"243,098",850,815
"7,646",851,816
"25,400",852,817
"14,114",853,818
"8,744",854,819
"15,386",855,820
"21,230",856,821
114,857,822
12,858,823
12,859,823
52,860,218
16,861,193
396,862,741
"3,001",863,824
288,864,825
827,865,826
276,866,827
"2,665",867,828
,868,29
,869,29
13,870,467
"2,973",871,829
,872,29
,873,29
,874,29
,875,29
105,876,830
"125,794",877,831
186,878,832
"6,141",879,833
19,880,834
"215,340",881,835
"53,848",882,836
"105,146",883,837
"51,289",884,838
"36,970",885,839
"42,790",886,840
"67,335",887,841
"67,226",888,842
"94,813",889,843
"18,972",890,844
"78,466",891,845
"117,034",892,846
"118,959",893,847
"195,442",894,848
"238,781",895,849
"192,074",896,850
"642,183",897,851
"515,940",898,852
"222,561",899,853
"583,673",900,854
"635,813",901,855
"33,850",902,856
"103,608",903,857
"41,566",904,858
"148,748",905,859
"271,767",906,860
"193,154",907,861
"285,559",908,862
"173,316",909,863
"296,667",910,864
"126,556",911,865
"498,555",912,866
"347,852",913,867
"819,305",914,868
"497,756",915,869
"484,337",916,870
"464,119",917,871
"373,819",918,872
"364,013",919,873
"393,472",920,874
"466,081",921,875
"428,568",922,876
"433,148",923,877
"91,433",924,878
"32,519",925,879
"233,264",926,880
"570,865",927,881
"13,091",928,882
"132,665",929,883
"225,590",930,884
"126,481",931,885
"112,750",932,886
"107,401",933,887
"107,477",934,888
"39,606",935,889
"34,845",936,890
"43,520",937,891
"16,110",938,892
"153,870",939,893
"241,015",940,894
"45,296",941,895
"70,235",942,896
"135,411",943,897
"29,182",944,898
"117,757",945,899
"109,046",946,900
"97,144",947,901
"78,006",948,902
"21,531",949,903
"5,165",950,904
"211,255",951,905
"22,508",952,906
"35,222",953,907
"263,810",954,908
"275,476",955,909
"117,676",956,910
"38,279",957,911
"290,718",958,912
"175,198",959,913
"402,103",960,914
"186,077",961,915
"62,438",962,916
"24,860",963,917
"39,917",964,918
"85,343",965,919
"51,196",966,920
"28,087",967,921
"24,590",968,922
"22,375",969,923
"32,658",970,924
"53,350",971,925
"58,479",972,926
"151,905",973,927
"25,900",974,928
"177,067",975,929
"199,595",976,930
"170,142",977,931
"106,192",978,932
"128,484",979,933
"148,164",980,934
"242,686",981,935
"244,527",982,936
"277,407",983,937
"153,139",984,938
"1,199",985,939
"3,234",986,940
,987,29
"31,393",988,941
"13,879",989,942
"50,210",990,943
"15,288",991,944
"29,441",992,945
"17,355",993,946
"146,648",994,947
"170,219",995,948
"64,281",996,949
"78,436",997,950
"45,154",998,951
"84,420",999,952
"200,327",1000,953
"43,312",1001,954
"75,429",1002,955
"39,475",1003,956
"61,709",1004,957
"61,714",1005,958
"69,859",1006,959
"77,245",1007,960
"38,928",1008,961
"27,562",1009,962
"40,033",1010,963
"40,629",1011,964
"60,475",1012,965
"137,156",1013,966
"550,459",1014,967
"540,284",1015,968
"716,832",1016,969
"106,021",1017,970
"61,037",1018,971
"270,767",1019,972
764,1020,619
"33,429",1021,973
"40,074",1022,974
275,1023,698
"9,897",1024,975
"104,696",1025,976
"254,748",1026,977
"274,037",1027,978
"270,945",1028,979
"197,947",1029,980
"175,029",1030,981
"7,289",1031,982
"35,102",1032,983
"15,610",1033,984
"2,814",1034,537
"38,648",1035,985
"5,601",1036,986
"3,971",1037,987
"10,366",1038,988
"23,995",1039,989
"24,414",1040,990
"56,561",1041,991
"17,852",1042,992
"28,022",1043,993
"15,293",1044,994
"1,641",1045,995
"6,251",1046,996
"3,925",1047,997
"9,493",1048,998
,1049,29
80,1050,999
14,1051,1000
26,1052,476
13,1053,467
27,1054,772
81,1055,1001
21,1056,131
340,1057,1002
126,1058,1003
"70,458",1059,1004
29,1060,1005
132,1061,1006
120,1062,1007
205,1063,1008
"1,539",1064,1009
256,1065,1010
"1,872",1066,1011
"1,211",1067,1012
828,1068,1013
"1,733",1069,656
20,1070,1014
548,1071,1015
18,1072,1016
29,1073,1005
19,1074,834
156,1075,1017
"4,608",1076,1018
,1077,29
"6,773",1078,1019
235,1079,1020
,1080,29
"15,905",1081,1021
"1,952",1082,1022
"1,833",1083,1023
"2,817",1084,1024
"23,814",1085,1025
,1086,29
,1087,29
,1088,29
"22,200",1089,1026
"483,099",1090,1027
"428,101",1091,1028
338,1092,632
639,1093,1029
"4,086",1094,1030
"16,830",1095,1031
"18,726",1096,1032
923,1097,1033
"43,114",1098,1034
,1099,29
,1100,29
"4,759",1101,1035
"9,243",1102,1036
"673,601",1103,1037
"787,731",1104,1038
"602,062",1105,1039
"435,438",1106,1040
"776,279",1107,1041
"1,193,651",1108,1042
"709,827",1109,1043
"592,830",1110,1044
"749,700",1111,1045
"545,566",1112,1046
"454,989",1113,1047
"150,735",1114,1048
"97,380",1115,1049
"598,080",1116,1050
"64,021",1117,1051
"106,076",1118,1052
"46,145",1119,1053
"72,748",1120,1054
"205,117",1121,1055
"59,950",1122,1056
"57,810",1123,1057
"99,821",1124,1058
999,1125,1059
"19,273",1126,1060
"12,116",1127,1061
"2,216",1128,1062
"50,642",1129,1063
58,1130,1064
"101,118",1131,1065
"23,938",1132,1066
"151,434",1133,1067
"234,333",1134,1068
"125,318",1135,1069
"101,845",1136,1070
"1,098,318",1137,1071
"786,718",1138,1072
"539,915",1139,1073
"294,929",1140,1074
"244,949",1141,1075
"19,020",1142,1076
"15,037",1143,1077
"44,872",1144,1078
"29,837",1145,1079
"5,070",1146,1080
"15,806",1147,1081
"5,901",1148,1082
"14,571",1149,1083
"49,683",1150,1084
"40,983",1151,1085
"135,367",1152,1086
"38,078",1153,1087
"32,400",1154,1088
"12,811",1155,1089
"37,871",1156,1090
"76,783",1157,1091
"31,379",1158,1092
"10,171",1159,1093
"12,885",1160,1094
"23,722",1161,1095
"91,087",1162,1096
"65,001",1163,1097
"63,597",1164,1098
"486,409",1165,1099
"3,225",1166,1100
"17,580",1167,1101
"31,747",1168,1102
"60,675",1169,1103
"40,919",1170,1104
"98,264",1171,1105
"36,736",1172,1106
"13,676",1173,1107
"126,615",1174,1108
"54,849",1175,1109
"88,548",1176,1110
"23,064",1177,1111
"133,589",1178,1112
"120,240",1179,1113
"414,132",1180,1114
"884,909",1181,1115
"65,493",1182,1116
"408,812",1183,1117
"555,319",1184,1118
"498,006",1185,1119
"361,387",1186,1120
"478,150",1187,1121
"440,804",1188,1122
"38,748",1189,1123
"368,783",1190,1124
"302,921",1191,1125
"303,082",1192,1126
"394,561",1193,1127
"418,008",1194,1128
"278,025",1195,1129
"3,898",1196,1130
"482,730",1197,1131
"350,935",1198,1132
"281,444",1199,1133
"369,460",1200,1134
"586,896",1201,1135
"431,384",1202,1136
"645,461",1203,1137
"434,969",1204,1138
"734,822",1205,1139
"477,986",1206,1140
"721,462",1207,1141
"447,194",1208,1142
"292,182",1209,1143
"345,529",1210,1144
"30,700",1211,1145
"304,716",1212,1146
"367,404",1213,1147
"323,600",1214,1148
"347,971",1215,1149
"16,208",1216,1150
"301,036",1217,1151
"219,082",1218,1152
"310,570",1219,1153
"245,681",1220,1154
"310,338",1221,1155
"262,168",1222,1156
"300,661",1223,1157
"308,606",1224,1158
"162,418",1225,1159
"205,441",1226,1160
"179,279",1227,1161
"314,933",1228,1162
"146,670",1229,1163
"170,316",1230,1164
"230,993",1231,1165
"116,630",1232,1166
"10,847",1233,1167
"990,248",1234,1168
"1,098,637",1235,1169
"1,123,075",1236,1170
"457,317",1237,1171
"444,293",1238,1172
"392,617",1239,1173
"296,441",1240,1174
"69,768",1241,1175
"128,985",1242,1176
"26,616",1243,1177
"68,061",1244,1178
293,1245,1179
"88,854",1246,1180
"22,352",1247,1181
"57,428",1248,1182
"47,561",1249,1183
"89,327",1250,1184
"81,667",1251,1185
"249,504",1252,1186
"349,489",1253,1187
"96,672",1254,1188
"294,769",1255,1189
"286,912",1256,1190
"320,053",1257,1191
"350,275",1258,1192
"395,693",1259,1193
"181,418",1260,1194
"21,184",1261,1195
"211,889",1262,1196
"74,100",1263,1197
"105,244",1264,1198
"61,054",1265,1199
"79,528",1266,1200
"50,706",1267,1201
"33,982",1268,1202
"163,417",1269,1203
"94,703",1270,1204
"9,600",1271,1205
"23,101",1272,1206
"128,157",1273,1207
"72,236",1274,1208
"192,574",1275,1209
"9,528",1276,1210
"113,897",1277,1211
"1,008",1278,1212
"50,121",1279,1213
"62,897",1280,1214
"64,867",1281,1215
"40,007",1282,1216
"10,259",1283,1217
"161,596",1284,1218
"172,952",1285,1219
"43,433",1286,1220
"200,757",1287,1221
"205,176",1288,1222
121,1289,1223
"4,858",1290,357
"64,991",1291,1224
"13,674",1292,1225
"42,484",1293,1226
"73,747",1294,1227
"43,489",1295,1228
"163,389",1296,1229
"32,620",1297,1230
"62,003",1298,1231
"150,419",1299,1232
"47,389",1300,1233
"202,010",1301,1234
"30,618",1302,1235
"39,612",1303,1236
"85,246",1304,1237
"34,213",1305,1238
"15,725",1306,1239
"28,657",1307,1240
"2,723",1308,1241
"2,628",1309,1242
"1,045",1310,547
"2,584",1311,1243
"21,203",1312,1244
"92,153",1313,1245
"199,341",1314,1246
"301,391",1315,1247
"239,553",1316,1248
"244,342",1317,1249
"396,500",1318,1250
"342,197",1319,1251
"218,328",1320,1252
"266,023",1321,1253
"23,211",1322,1254
"8,795",1323,1255
"119,872",1324,1256
"38,196",1325,1257
"21,294",1326,1258
"46,077",1327,1259
"1,735",1328,1260
"53,759",1329,1261
"21,529",1330,1262
"28,383",1331,1263
"97,008",1332,1264
"62,056",1333,1265
"265,122",1334,1266
"24,066",1335,1267
"14,679",1336,1268
"16,511",1337,1269
"8,781",1338,1270
"127,971",1339,1271
"30,752",1340,1272
"165,924",1341,1273
"7,569",1342,1274
"55,984",1343,1275
"76,582",1344,1276
"74,710",1345,1277
"79,846",1346,1278
"87,859",1347,1279
"73,448",1348,1280
"58,437",1349,1281
"8,250",1350,1282
"84,132",1351,1283
"94,407",1352,1284
"89,401",1353,1285
"34,048",1354,1286
"22,181",1355,1287
"25,150",1356,1288
"46,114",1357,1289
"1,204",1358,1290
"14,021",1359,1291
"36,183",1360,1292
73,1361,1293
125,1362,432
"49,639",1363,1294
223,1364,1295
"20,153",1365,1296
"14,419",1366,1297
"17,362",1367,1298
"103,454",1368,1299
"166,932",1369,1300
"67,794",1370,1301
"25,636",1371,1302
"61,763",1372,1303
"38,705",1373,1304
"4,811",1374,1305
"11,169",1375,1306
"63,863",1376,1307
"130,787",1377,1308
"117,647",1378,1309
"108,542",1379,1310
"39,563",1380,1311
"286,574",1381,1312
"223,680",1382,1313
"273,898",1383,1314
338,1384,632
"118,830",1385,1315
"619,370",1386,1316
"66,784",1387,1317
"198,142",1388,1318
"91,777",1389,1319
"32,089",1390,1320
31,1391,1321
"24,346",1392,1322
"108,617",1393,1323
"68,554",1394,1324
"66,678",1395,1325
"27,907",1396,1326
"35,602",1397,1327
"28,791",1398,1328
"46,838",1399,1329
"80,340",1400,1330
"97,976",1401,1331
"59,313",1402,1332
"47,284",1403,1333
"63,720",1404,1334
"138,355",1405,1335
"3,411",1406,1336
"264,274",1407,1337
"7,759",1408,1338
"171,010",1409,1339
"121,280",1410,1340
"248,082",1411,1341
"117,655",1412,1342
"120,793",1413,1343
"197,275",1414,1344
"143,734",1415,1345
"29,535",1416,1346
"111,727",1417,1347
"156,330",1418,1348
"174,861",1419,1349
"193,617",1420,1350
"79,060",1421,1351
"195,897",1422,1352
"297,701",1423,1353
"64,415",1424,1354
"1,957",1425,1355
"10,430",1426,1356
"58,622",1427,1357
"65,623",1428,1358
"43,498",1429,1359
"30,334",1430,1360
"15,491",1431,1361
"128,024",1432,1362
"141,353",1433,1363
"65,128",1434,1364
"167,144",1435,1365
"113,809",1436,1366
"164,513",1437,1367
"102,876",1438,1368
"101,915",1439,1369
"61,537",1440,1370
"56,580",1441,1371
"83,951",1442,1372
"33,059",1443,1373
"31,750",1444,1374
"21,203",1445,1244
"18,211",1446,1375
"20,529",1447,1376
"45,890",1448,1377
"79,159",1449,1378
,1450,29
"131,012",1451,1379
"14,772",1452,1380
994,1453,1381
"41,198",1454,1382
"109,068",1455,1383
"23,810",1456,1384
"19,200",1457,1385
"28,541",1458,1386
"110,261",1459,1387
"267,878",1460,1388
"445,310",1461,1389
"282,396",1462,1390
"508,285",1463,1391
"190,468",1464,1392
"223,970",1465,1393
"102,297",1466,1394
"178,478",1467,1395
"134,077",1468,1396
"95,177",1469,1397
"161,928",1470,1398
"166,128",1471,1399
"105,169",1472,1400
314,1473,1401
367,1474,1402
86,1475,1403
"3,134",1476,1404
"13,561",1477,1405
"327,200",1478,1406
85,1479,1407
963,1480,1408
"5,533",1481,1409
"32,205",1482,1410
"1,962",1483,1411
"4,592",1484,1412
777,1485,194
54,1486,1413
123,1487,1414
816,1488,1415
"7,286",1489,1416
"72,631",1490,1417
"84,050",1491,1418
"85,176",1492,1419
"5,992",1493,1420
"19,181",1494,1421
996,1495,1422
"45,535",1496,1423
"1,648",1497,1424
"9,666",1498,1425
"58,039",1499,1426
"30,300",1500,1427
"38,941",1501,1428
"27,837",1502,1429
"1,222",1503,1430
"3,579",1504,1431
"3,750",1505,1432
"16,510",1506,1433
"84,953",1507,1434
"16,681",1508,1435
"19,375",1509,1436
"10,243",1510,1437
"2,280",1511,1438
"29,678",1512,1439
"15,076",1513,1440
"3,902",1514,1441
"4,214",1515,1442
"20,280",1516,1443
"18,439",1517,1444
"15,093",1518,1445
"22,010",1519,1446
"17,751",1520,1447
"6,434",1521,1448
"16,575",1522,1449
"18,052",1523,1450
"40,511",1524,1451
"25,908",1525,1452
"41,269",1526,1453
"13,051",1527,1454
465,1528,1455
"8,717",1529,439
