RatingCount,ReviewCount,original_index,unique_index
934,"39 user,65 critic",319,315
"6,004","118 user,74 critic",320,316
"8,148","181 user,168 critic",321,317
"4,472","142 user,107 critic",322,318
"10,257","45 user,23 critic",323,319
"16,826","91 user,129 critic",324,320
"25,868","71 user,21 critic",325,321
"73,220","166 user,39 critic",326,322
"17,205","88 user,37 critic",327,323
"1,261","35 user,54 critic",328,324
"57,679","139 user,98 critic",329,325
"42,363","280 user,99 critic",330,326
"93,447","274 user,110 critic",331,327
"6,841","42 user,20 critic",332,328
"13,371","60 user,27 critic",333,329
"10,830","52 user,33 critic",334,330
"41,095","212 user,161 critic",335,331
"25,417","130 user,103 critic",336,332
"179,928","281 user,412 critic",337,333
"54,594","303 user,335 critic",338,334
"10,956","35 user,45 critic",339,335
"7,237","75 user,38 critic",340,336
"6,657","77 user,38 critic",341,337
"6,247","76 user,29 critic",342,338
"34,634","153 user,120 critic",343,339
"138,656","534 user,140 critic",344,340
"50,713","125 user,169 critic",345,341
"34,947","163 user,323 critic",346,342
"25,743","142 user,70 critic",347,343
"172,604","363 user,415 critic",348,344
"168,874","273 user,350 critic",349,345
"14,490","65 user,34 critic",350,346
"103,371","624 user,357 critic",351,347
"188,085","397 user,408 critic",352,348
"50,295","173 user,247 critic",353,349
"171,212","400 user,429 critic",354,350
"77,343","319 user,311 critic",355,351
"115,699","252 user,302 critic",356,352
"89,960","665 user,223 critic",357,353
66,"7 user,4 critic",358,354
525,"12 user,52 critic",359,355
"125,861","372 user,263 critic",360,356
"165,676","705 user,135 critic",361,357
"90,993","656 user,158 critic",362,358
"4,858","43 user,37 critic",363,359
"1,854","12 user,21 critic",364,360
350,"3 user,32 critic",365,361
"3,895","59 user,42 critic",366,362
"8,326","88 user,83 critic",367,363
"7,003","93 user,56 critic",368,364
"1,581","19 user,29 critic",369,365
"1,925","26 user,28 critic",370,366
"10,282","140 user,46 critic",371,367
840,"19 user,14 critic",372,368
"4,462","54 user,58 critic",373,369
"1,011","14 user,20 critic",374,370
"21,802","149 user,73 critic",375,371
"8,411","48 user,17 critic",376,372
"3,497","29 user,4 critic",377,373
"53,037","190 user,87 critic",378,374
"98,977","415 user,136 critic",379,375
"141,346","747 user,99 critic",380,376
"3,670","19 user,20 critic",381,377
"206,357","851 user,233 critic",382,378
271,9 user,383,379
712,6 user,384,380
550,9 user,385,381
"3,169","6 user,12 critic",386,382
"46,682","109 user,38 critic",387,383
"1,216","4 user,3 critic",388,384
"1,068","11 user,119 critic",389,385
903,"14 user,5 critic",390,386
"10,650","56 user,35 critic",391,387
765,"4 user,1 critic",392,388
376,"8 user,14 critic",393,389
"21,992","69 user,22 critic",394,390
"7,298","41 user,12 critic",395,391
929,"14 user,7 critic",396,392
"10,816","59 user,20 critic",397,393
"12,444","53 user,26 critic",398,394
"18,395","115 user,52 critic",399,395
"25,996","79 user,17 critic",400,396
"55,348","125 user,52 critic",401,397
"39,087","71 user,63 critic",402,398
"20,663","76 user,22 critic",403,399
"21,428","96 user,27 critic",404,400
"10,457","37 user,38 critic",405,401
"67,024","98 user,161 critic",406,402
"396,107","550 user,251 critic",407,403
"352,890","538 user,437 critic",408,404
"178,234","330 user,336 critic",409,405
"286,229","567 user,310 critic",410,406
"175,056","303 user,258 critic",411,407
"101,329","175 user,252 critic",412,408
"63,886","118 user,164 critic",413,409
"234,929","608 user,171 critic",414,410
"201,892","240 user,74 critic",415,411
"96,301","548 user,139 critic",416,412
"192,976","757 user,208 critic",417,413
"117,373","536 user,207 critic",418,414
"199,880","645 user,155 critic",419,415
"82,240","161 user,277 critic",420,416
"83,102","203 user,204 critic",421,417
"147,357","298 user,347 critic",422,418
"190,941","744 user,372 critic",423,419
"161,797","482 user,439 critic",424,420
"250,925","896 user,252 critic",425,421
"227,278","399 user,201 critic",426,422
"92,257","390 user,129 critic",427,423
"167,568","245 user,103 critic",428,424
"436,600","609 user,408 critic",429,425
"244,558","341 user,446 critic",430,426
"6,381","105 user,51 critic",431,427
"1,039","42 user,29 critic",432,428
594,"27 user,19 critic",433,429
388,"17 user,11 critic",434,430
"6,298","144 user,100 critic",435,431
"5,239","27 user,13 critic",436,432
"47,341","443 user,151 critic",437,433
30,,438,434
125,"4 user,1 critic",439,435
365,"7 user,5 critic",440,436
"5,458","50 user,27 critic",441,437
"5,203","50 user,23 critic",442,438
"26,170","58 user,166 critic",443,439
71,"5 user,2 critic",444,440
177,"8 user,3 critic",445,441
"8,717","340 user,39 critic",446,442
"4,991","67 user,31 critic",447,443
603,"18 user,3 critic",448,444
210,"13 user,2 critic",449,445
845,"24 user,6 critic",450,446
239,9 user,451,447
"1,847","30 user,17 critic",452,448
"3,551","54 user,20 critic",453,449
"10,461","76 user,25 critic",454,450
"23,554","111 user,58 critic",455,451
"6,825","61 user,34 critic",456,452
,,457,29
877,"12 user,5 critic",458,453
380,4 user,459,454
"13,034","96 user,169 critic",460,455
"59,902","153 user,62 critic",461,456
"1,337","33 user,6 critic",462,457
377,"13 user,4 critic",463,458
341,"9 user,1 critic",464,459
"115,994","430 user,129 critic",465,460
"219,415","1,745 user,236 critic",466,461
365,"9 user,3 critic",467,462
"1,176","39 user,46 critic",468,463
725,"17 user,18 critic",469,464
270,"2 user,7 critic",470,465
36,"1 user,2 critic",471,466
"6,213","66 user,72 critic",472,467
"3,162","30 user,31 critic",473,468
499,"31 user,23 critic",474,469
"1,616","54 user,41 critic",475,470
"6,428","132 user,74 critic",476,471
13,3 critic,477,472
16,,478,473
265,"4 user,3 critic",479,474
,,480,29
"73,886","215 user,141 critic",481,475
99,2 user,482,476
"55,174","404 user,98 critic",483,477
"15,971","81 user,44 critic",484,478
"239,590","833 user,241 critic",485,479
"16,300","131 user,53 critic",486,480
"17,462","134 user,60 critic",487,481
26,,488,482
"14,042","53 user,95 critic",489,483
"20,422","71 user,138 critic",490,484
"17,159","118 user,170 critic",491,485
"18,787","92 user,165 critic",492,486
835,"7 user,12 critic",493,487
"1,448","7 user,23 critic",494,488
"1,585","6 user,16 critic",495,489
684,"10 user,4 critic",496,490
550,"23 user,11 critic",497,491
369,"7 user,1 critic",498,492
"1,060","28 user,9 critic",499,493
"1,924","24 user,103 critic",500,494
"12,649","46 user,61 critic",501,495
"97,703","515 user,414 critic",502,496
"202,278","497 user,197 critic",503,497
"21,607","93 user,41 critic",504,498
"1,185","47 user,34 critic",505,499
221,"11 user,1 critic",506,500
"239,219","685 user,191 critic",507,501
"277,254","824 user,296 critic",508,502
"501,103","1,313 user,208 critic",509,503
"107,128","327 user,151 critic",510,504
"4,907","35 user,26 critic",511,505
356,"10 user,5 critic",512,506
"4,135","37 user,21 critic",513,507
348,"22 user,30 critic",514,508
"10,294","140 user,107 critic",515,509
"6,159","108 user,149 critic",516,510
"1,376","42 user,51 critic",517,511
615,"20 user,37 critic",518,512
"140,842","524 user,200 critic",519,513
"9,152","48 user,32 critic",520,514
647,"11 user,2 critic",521,515
"241,909","545 user,388 critic",522,516
"2,249","30 user,12 critic",523,517
"3,638","60 user,25 critic",524,518
438,"10 user,5 critic",525,519
"1,137","28 user,13 critic",526,520
"13,275","93 user,66 critic",527,521
"62,955","251 user,171 critic",528,522
"260,349","495 user,210 critic",529,523
"28,303","179 user,107 critic",530,524
"47,491","228 user,105 critic",531,525
"275,450","1,499 user,295 critic",532,526
"17,275","252 user,98 critic",533,527
"882,472","2,334 user,260 critic",534,528
"5,369","56 user,50 critic",535,529
"46,678","103 user,231 critic",536,530
"68,292","274 user,178 critic",537,531
"31,255","507 user,166 critic",538,532
"33,113","91 user,98 critic",539,533
"107,229","149 user,205 critic",540,534
"1,407","34 user,9 critic",541,535
"5,453","60 user,37 critic",542,536
"3,548","46 user,9 critic",543,537
"103,442","612 user,215 critic",544,538
"14,503","132 user,96 critic",545,539
"8,423","29 user,13 critic",546,540
"7,077","96 user,17 critic",547,541
"24,713","63 user,23 critic",548,542
175,"5 user,3 critic",549,543
"46,753","469 user,160 critic",550,544
"2,814","58 user,17 critic",551,545
"4,972","67 user,52 critic",552,546
"7,716","101 user,103 critic",553,547
26,"2 user,1 critic",554,548
327,"16 user,9 critic",555,549
"13,938","100 user,70 critic",556,550
"31,153","143 user,71 critic",557,551
"14,847","58 user,44 critic",558,552
"14,322","46 user,33 critic",559,553
"24,156","91 user,61 critic",560,554
729,"16 user,6 critic",561,555
"1,045","8 user,10 critic",562,556
"8,597","38 user,28 critic",563,557
"1,079","16 user,7 critic",564,558
,,565,29
"5,191","61 user,20 critic",566,559
"2,968","15 user,7 critic",567,560
"82,674","125 user,48 critic",568,561
"27,270","221 user,84 critic",569,562
"130,607","165 user,212 critic",570,563
"106,241","258 user,90 critic",571,564
"123,724","197 user,160 critic",572,565
,,573,29
"4,083","60 user,45 critic",574,566
"49,329","286 user,233 critic",575,567
"2,292","62 user,21 critic",576,568
"42,359","149 user,58 critic",577,569
"43,506","109 user,74 critic",578,570
"54,788","275 user,118 critic",579,571
"85,985","316 user,128 critic",580,572
"32,036","84 user,33 critic",581,573
"71,337","147 user,51 critic",582,574
"163,913","334 user,220 critic",583,575
"202,329","423 user,212 critic",584,576
"38,126","251 user,99 critic",585,577
"178,988","524 user,250 critic",586,578
"401,188","1,222 user,657 critic",587,579
464,"17 user,7 critic",588,580
"15,121","110 user,41 critic",589,581
"15,651","47 user,32 critic",590,582
"8,179","56 user,28 critic",591,583
"9,591","77 user,37 critic",592,584
"4,434","38 user,16 critic",593,585
"167,643","694 user,448 critic",594,586
"155,521","272 user,294 critic",595,587
"71,605","162 user,94 critic",596,588
"70,519","359 user,113 critic",597,589
"269,574","574 user,373 critic",598,590
"344,157","558 user,515 critic",599,591
"367,681","285 user,172 critic",600,592
"1,259","60 user,28 critic",601,593
671,"43 user,19 critic",602,594
"1,050","34 user,11 critic",603,595
141,7 user,604,596
144,"8 user,1 critic",605,597
632,"14 user,9 critic",606,598
"1,267","18 user,4 critic",607,599
"23,886","177 user,87 critic",608,600
513,"14 user,12 critic",609,601
782,"19 user,12 critic",610,602
301,"18 user,1 critic",611,603
221,"11 user,5 critic",612,604
"1,583","28 user,19 critic",613,605
913,"21 user,22 critic",614,606
199,"8 user,5 critic",615,607
"1,274","54 user,17 critic",616,608
625,"11 user,14 critic",617,609
"4,377","120 user,44 critic",618,610
51,"1 user,5 critic",619,611
"4,853","38 user,94 critic",620,612
"1,106,451","1,316 user,142 critic",621,613
"89,118","315 user,127 critic",622,614
"42,319","170 user,150 critic",623,615
"36,794","132 user,101 critic",624,616
106,"2 user,2 critic",625,617
"1,429","18 user,15 critic",626,618
"42,419","181 user,91 critic",627,619
"350,813","779 user,223 critic",628,620
"607,339","840 user,283 critic",629,621
"37,813","383 user,192 critic",630,622
"231,752","884 user,201 critic",631,623
"1,892","14 user,21 critic",632,624
967,"11 user,11 critic",633,625
"33,787","336 user,104 critic",634,626
"8,130","97 user,45 critic",635,627
"10,783","69 user,27 critic",636,628
"14,671","99 user,62 critic",637,629
"1,804","26 user,56 critic",638,630
"4,727","24 user,118 critic",639,631
764,"23 user,2 critic",640,632
"9,179","134 user,45 critic",641,633
"18,461","108 user,99 critic",642,634
"2,367","25 user,27 critic",643,635
"45,988","580 user,152 critic",644,636
"4,758","86 user,30 critic",645,637
724,"15 user,18 critic",646,638
"97,241","68 user,26 critic",647,639
"30,191","46 user,16 critic",648,640
"99,577","113 user,45 critic",649,641
"44,573","224 user,85 critic",650,642
"3,639","61 user,27 critic",651,643
"2,093","44 user,29 critic",652,644
"916,883","1,048 user,201 critic",653,645
338,"2 user,11 critic",654,646
128,"5 user,6 critic",655,647
155,"11 user,1 critic",656,648
"12,711","45 user,131 critic",657,649
"151,534","221 user,113 critic",658,650
"66,043","131 user,60 critic",659,651
"7,482","55 user,41 critic",660,652
"65,661","213 user,184 critic",661,653
"34,079","117 user,46 critic",662,654
"19,853","158 user,89 critic",663,655
470,"3 user,9 critic",664,656
"2,328","15 user,64 critic",665,657
"5,214","58 user,35 critic",666,658
"90,034","293 user,145 critic",667,659
"1,176","26 user,13 critic",668,660
"224,997","397 user,116 critic",669,661
"125,983","488 user,168 critic",670,662
"82,612","137 user,222 critic",671,663
818,"20 user,16 critic",672,664
"1,359","29 user,19 critic",673,665
710,"22 user,5 critic",674,666
10,,675,667
"1,374","45 user,11 critic",676,668
"1,564","39 user,18 critic",677,669
"3,483","57 user,36 critic",678,670
"1,733","9 user,4 critic",679,671
"2,119","19 user,42 critic",680,672
261,"22 user,7 critic",681,673
"1,859","19 user,22 critic",682,674
749,"13 user,5 critic",683,675
"49,711","96 user,62 critic",684,676
"13,772","107 user,76 critic",685,677
"5,362","24 user,70 critic",686,678
"1,382","13 user,4 critic",687,679
579,"5 user,21 critic",688,680
"27,268","368 user,138 critic",689,681
"1,029","12 user,52 critic",690,682
"75,609","351 user,126 critic",691,683
897,"4 user,24 critic",692,684
"131,717","1,384 user,247 critic",693,685
"128,063","881 user,171 critic",694,686
"2,545","34 user,14 critic",695,687
942,"18 user,9 critic",696,688
"152,212","447 user,118 critic",697,689
"535,487","863 user,301 critic",698,690
"463,740","470 user,144 critic",699,691
"27,960","129 user,65 critic",700,692
"29,602","151 user,84 critic",701,693
"444,494","727 user,522 critic",702,694
"3,245","19 user,28 critic",703,695
667,"13 user,29 critic",704,696
843,"27 user,9 critic",705,697
960,"24 user,26 critic",706,698
663,3 user,707,699
715,"12 user,30 critic",708,700
"1,515","31 user,21 critic",709,701
"7,502","82 user,65 critic",710,702
"2,007","61 user,9 critic",711,703
"83,542","1,029 user,330 critic",712,704
62,3 user,713,705
398,"6 user,5 critic",714,706
"2,331","27 user,10 critic",715,707
"1,544","7 user,10 critic",716,708
"1,314",5 user,717,709
"10,636","60 user,67 critic",718,710
899,"7 user,4 critic",719,711
586,"1 user,4 critic",720,712
43,"1 user,3 critic",721,713
163,1 user,722,714
275,"8 user,10 critic",723,715
"54,022","75 user,87 critic",724,716
"88,673","168 user,214 critic",725,717
"185,695","380 user,341 critic",726,718
"198,625","278 user,321 critic",727,719
"115,468","308 user,172 critic",728,720
"114,299","338 user,69 critic",729,721
"68,929","125 user,63 critic",730,722
"196,873","1,348 user,272 critic",731,723
"185,327","420 user,145 critic",732,724
"142,901","249 user,310 critic",733,725
"268,942","835 user,530 critic",734,726
"204,128","643 user,183 critic",735,727
"5,909","93 user,65 critic",736,728
"1,186","50 user,20 critic",737,729
"1,969","89 user,44 critic",738,730
582,"15 user,5 critic",739,731
"1,041","27 user,12 critic",740,732
848,"28 user,19 critic",741,733
913,"17 user,9 critic",742,734
226,"9 user,1 critic",743,735
453,"16 user,4 critic",744,736
,1 user,745,737
"1,278","17 user,13 critic",746,738
97,"3 user,6 critic",747,739
106,"7 user,5 critic",748,740
"1,708","51 user,51 critic",749,741
507,"7 user,18 critic",750,742
678,"14 user,9 critic",751,743
254,"5 user,1 critic",752,744
143,"3 user,21 critic",753,745
"11,371","91 user,57 critic",754,746
"15,401","86 user,43 critic",755,747
"11,408","40 user,125 critic",756,748
79,3 user,757,749
"50,370","232 user,86 critic",758,750
"8,383","42 user,125 critic",759,751
"2,693","33 user,16 critic",760,752
395,"6 user,3 critic",761,753
"72,323","208 user,103 critic",762,754
642,"13 user,10 critic",763,755
"85,998","398 user,143 critic",764,756
926,"32 user,9 critic",765,757
"149,536","394 user,125 critic",766,758
,,767,29
"59,073","144 user,50 critic",768,759
"3,109","48 user,41 critic",769,760
396,"13 user,4 critic",770,761
"3,930","19 user,41 critic",771,762
"69,685","140 user,43 critic",772,763
"30,188","242 user,151 critic",773,764
"57,011","227 user,108 critic",774,765
67,14 critic,775,766
99,"1 user,1 critic",776,767
,,777,29
"4,342","64 user,42 critic",778,768
"116,179","477 user,186 critic",779,769
"79,278","141 user,165 critic",780,770
"2,057","65 user,26 critic",781,771
"31,689","284 user,117 critic",782,772
272,"14 user,8 critic",783,773
"2,398","16 user,57 critic",784,774
"99,666","416 user,119 critic",785,775
"3,657","25 user,62 critic",786,776
"23,855","126 user,27 critic",787,777
166,"6 user,5 critic",788,778
"129,923","145 user,214 critic",789,779
"112,083","169 user,254 critic",790,780
"20,231","200 user,174 critic",791,781
"17,749","165 user,45 critic",792,782
600,"10 user,32 critic",793,783
171,2 user,794,784
"136,875","159 user,246 critic",795,785
"98,316","139 user,234 critic",796,786
"33,256","111 user,121 critic",797,787
"37,426","235 user,78 critic",798,788
"2,747","26 user,4 critic",799,789
"72,840","115 user,180 critic",800,790
"6,758","36 user,17 critic",801,791
"2,242","20 user,62 critic",802,792
28,"1 user,2 critic",803,793
27,"2 user,1 critic",804,794
21,"1 user,5 critic",805,795
27,1 critic,806,796
"120,330","205 user,244 critic",807,797
